序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
93,臺北市,1998/03/18,古亭,1.2,0.92,22.6,-,28,31,44.9,17.42,27.48,2.196,0.43,1.77,22.88,-,-,34.0
94,臺北市,1998/03/18,中山,2.5,1.24,17.5,-,53,-,50.43,13.81,36.62,2.555,0.31,2.25,23.29,-,-,52.0
95,臺北市,1998/03/18,大同,10.0,5.45,-,-,-,-,251.36,197.86,53.51,4.911,2.56,2.36,23.67,-,-,88.0
96,臺北市,1998/03/18,萬華,2.7,1.03,23.5,-,35,-,38.73,11.71,27.02,-,-,-,22.53,-,-,37.0
97,臺北市,1998/03/18,陽明,0.2,0.2,49.7,-,13,-,1.42,0.16,1.26,-,-,-,16.95,-,90.0,44.0
98,臺北市,1998/03/18,士林,0.3,0.62,20.4,-,35,-,21.53,2.95,18.59,-,-,-,23.02,-,-,35.0
99,臺北市,1998/03/17,松山,4.2,1.08,13.9,-,-,-,49.32,14.5,34.82,-,-,-,17.37,-,-,51.0
100,臺北市,1998/03/17,古亭,2.1,0.9,17.3,-,39,31,46.25,13.06,33.19,2.266,0.4,1.87,17.08,-,-,39.0
101,臺北市,1998/03/17,中山,2.5,1.26,11.5,-,52,-,60.94,20.82,40.12,2.582,0.35,2.23,18.06,-,-,51.0
102,臺北市,1998/03/17,大同,6.7,4.86,-,-,-,-,241.1,188.06,53.04,4.678,2.36,2.32,18.3,-,-,73.0
103,臺北市,1998/03/17,萬華,2.6,1.05,13.2,-,40,-,42.86,8.98,33.88,-,-,-,17.22,-,-,40.0
104,臺北市,1998/03/17,陽明,0.2,0.27,50.8,-,13,-,1.46,0.03,1.43,-,-,-,13.17,-,99.0,47.0
105,臺北市,1998/03/17,士林,1.3,0.87,14.7,-,34,-,37.59,12.23,25.36,-,-,-,17.81,-,-,34.0
106,臺北市,1998/03/16,松山,2.6,1.53,4.2,-,-,-,78.25,35.46,42.79,-,-,-,16.69,-,-,22.0
107,臺北市,1998/03/16,古亭,2.8,1.96,3.2,-,52,46,106.5,57.89,48.6,3.175,1.0,2.18,16.23,-,-,51.0
108,臺北市,1998/03/16,中山,3.2,1.71,3.7,-,47,-,93.48,44.46,49.02,3.303,0.81,2.49,16.97,-,-,47.0
109,臺北市,1998/03/16,大同,4.0,3.15,-,-,-,-,174.69,126.08,48.61,4.191,1.46,2.73,16.95,-,-,47.0
110,臺北市,1998/03/16,萬華,3.3,1.69,5.4,-,53,-,80.2,34.6,45.6,-,-,-,16.0,-,-,51.0
111,臺北市,1998/03/16,陽明,0.3,0.38,48.2,-,13,-,5.11,0.33,4.78,-,-,-,14.23,-,95.0,50.0
112,臺北市,1998/03/16,士林,1.6,1.14,6.3,-,35,-,55.68,19.19,36.49,-,-,-,16.59,-,-,35.0
113,臺北市,1998/03/15,松山,2.0,0.88,27.7,-,37,-,38.18,8.75,29.43,-,-,-,17.36,-,-,37.0
114,臺北市,1998/03/15,古亭,3.7,0.98,23.7,-,96,60,48.14,15.82,32.33,2.457,0.44,2.02,17.38,-,-,73.0
115,臺北市,1998/03/15,中山,4.7,1.17,22.7,-,81,-,54.95,16.75,38.2,2.6,0.26,2.34,18.05,-,-,65.0
116,臺北市,1998/03/15,大同,7.4,3.1,-,-,-,-,171.79,116.19,55.6,3.662,1.29,2.37,18.39,-,-,44.0
117,臺北市,1998/03/15,萬華,3.0,1.11,24.3,-,83,-,44.09,13.8,30.29,-,-,-,17.25,-,-,66.0
118,臺北市,1998/03/15,陽明,0.9,0.31,59.7,-,18,-,2.08,0.05,2.03,-,-,-,11.57,-,91.0,53.0
119,臺北市,1998/03/15,士林,2.1,0.73,26.7,-,68,-,23.31,5.57,17.74,-,-,-,18.03,-,-,59.0
120,臺北市,1998/03/14,松山,4.7,1.64,9.7,-,69,-,90.96,41.19,49.76,-,-,-,17.38,-,-,60.0
121,臺北市,1998/03/14,古亭,7.8,1.74,7.5,-,109,67,91.02,45.0,46.02,3.224,0.87,2.36,17.54,-,-,79.0
122,臺北市,1998/03/14,中山,7.5,1.73,7.1,-,139,-,96.7,44.02,52.68,3.268,0.64,2.62,17.82,-,-,95.0
123,臺北市,1998/03/14,大同,7.9,2.92,-,-,-,-,146.28,94.0,52.28,4.234,1.35,2.88,18.06,-,-,44.0
124,臺北市,1998/03/14,萬華,7.9,1.72,7.7,-,107,-,75.32,29.95,45.37,-,-,-,16.89,-,-,78.0
125,臺北市,1998/03/14,陽明,2.6,0.5,54.1,-,20,-,5.74,0.49,5.24,-,-,-,12.74,-,86.0,51.0
126,臺北市,1998/03/14,士林,4.5,1.33,11.0,-,87,-,57.92,20.4,37.51,-,-,-,17.34,-,-,68.0
127,臺北市,1998/03/13,松山,3.6,1.14,15.1,-,39,-,61.73,23.86,37.88,-,-,-,14.84,-,-,39.0
128,臺北市,1998/03/13,古亭,3.9,1.06,16.9,-,51,48,57.7,22.88,34.82,2.442,0.4,2.04,14.98,-,-,50.0
129,臺北市,1998/03/13,中山,5.5,1.11,16.3,-,51,-,55.39,17.21,38.18,2.666,0.3,2.37,15.64,-,-,51.0
130,臺北市,1998/03/13,大同,10.3,4.56,-,-,-,-,243.35,187.93,55.42,4.91,2.42,2.49,16.18,-,-,70.0
131,臺北市,1998/03/13,萬華,4.9,1.08,15.6,-,52,-,44.19,9.23,34.96,-,-,-,14.76,-,-,51.0
132,臺北市,1998/03/13,陽明,1.2,0.36,49.0,-,17,-,1.74,0.2,1.53,-,-,-,9.25,-,92.0,49.0
133,臺北市,1998/03/13,士林,3.2,0.88,18.8,-,49,-,36.94,11.1,25.84,-,-,-,15.62,-,-,49.0
134,臺北市,1998/03/12,松山,2.0,1.05,10.8,-,26,-,58.78,23.22,35.56,-,-,-,12.37,-,-,29.0
135,臺北市,1998/03/12,古亭,1.6,1.11,12.9,-,29,32,58.32,25.73,32.59,2.443,0.36,2.08,11.78,-,-,29.0
136,臺北市,1998/03/12,中山,3.0,1.22,8.0,-,32,-,71.32,30.93,40.39,2.663,0.33,2.33,12.91,-,-,32.0
137,臺北市,1998/03/12,大同,7.0,3.88,-,-,-,-,256.63,208.2,48.43,4.263,1.87,2.4,13.07,-,-,59.0
138,臺北市,1998/03/12,萬華,1.8,1.03,12.5,-,32,-,43.68,11.43,32.25,-,-,-,12.05,-,-,32.0
139,臺北市,1998/03/12,陽明,0.4,0.32,43.0,-,-,-,1.33,0.18,1.14,-,-,-,7.01,-,100.0,39.0
140,臺北市,1998/03/12,士林,2.3,1.02,7.7,-,28,-,50.72,17.86,32.85,-,-,-,12.25,-,-,28.0
141,臺北市,1998/03/11,松山,1.7,0.76,13.9,-,-,-,41.8,12.82,28.99,-,-,-,13.7,-,-,25.0
142,臺北市,1998/03/11,古亭,1.4,1.0,14.2,-,37,32,46.78,17.59,29.2,2.383,0.34,2.04,13.25,-,-,37.0
143,臺北市,1998/03/11,中山,2.2,1.15,10.9,-,30,-,52.74,18.57,34.17,2.531,0.34,2.19,14.26,-,-,30.0
144,臺北市,1998/03/11,大同,7.7,4.09,-,-,-,-,236.14,187.25,44.54,4.225,1.92,2.3,14.33,-,-,65.0
145,臺北市,1998/03/11,萬華,1.0,1.07,12.8,-,26,-,36.89,7.98,28.9,-,-,-,13.38,-,-,26.0
146,臺北市,1998/03/11,陽明,0.4,0.41,40.1,-,-,-,1.12,0.19,0.93,-,-,-,8.12,-,100.0,39.0
147,臺北市,1998/03/11,士林,1.5,0.86,12.5,-,24,-,30.35,5.68,24.67,-,-,-,13.47,-,-,24.0
148,臺北市,1998/03/10,松山,3.1,1.13,5.8,-,-,-,54.51,21.36,33.15,-,-,-,17.72,-,-,14.0
149,臺北市,1998/03/10,古亭,3.1,1.35,5.3,-,31,34,59.58,27.09,32.49,2.559,0.56,1.99,17.29,-,-,31.0
150,臺北市,1998/03/10,中山,4.6,1.52,3.9,-,25,-,69.48,32.76,36.72,2.876,0.51,2.37,18.22,-,-,25.0
151,臺北市,1998/03/10,大同,10.3,4.48,-,-,-,-,243.03,200.8,42.23,4.786,2.24,2.55,18.34,-,-,68.0
152,臺北市,1998/03/10,萬華,3.2,1.38,3.5,-,38,-,55.77,21.13,34.64,-,-,-,17.39,-,-,38.0
153,臺北市,1998/03/10,陽明,0.7,0.39,33.6,-,-,-,4.85,0.04,4.81,-,-,-,13.53,-,94.0,41.0
154,臺北市,1998/03/10,士林,1.8,1.27,6.2,-,31,-,50.4,19.04,31.36,-,-,-,17.75,-,-,31.0
155,臺北市,1998/03/09,松山,9.9,1.22,24.1,-,70,-,67.18,27.25,39.77,-,-,-,21.17,-,-,69.0
156,臺北市,1998/03/09,古亭,9.0,1.59,21.1,-,90,63,76.12,29.82,46.31,2.838,0.72,2.12,21.67,-,-,70.0
157,臺北市,1998/03/09,中山,7.4,1.42,21.9,-,-,-,72.97,29.12,43.85,3.038,0.62,2.42,21.28,-,-,73.0
158,臺北市,1998/03/09,大同,10.7,3.04,-,-,-,-,156.25,104.52,51.73,3.945,1.1,2.59,22.04,-,-,44.0
159,臺北市,1998/03/09,萬華,7.6,1.66,24.9,-,104,-,69.41,23.11,46.3,-,-,-,20.9,-,-,77.0
160,臺北市,1998/03/09,陽明,4.2,0.33,58.2,-,41,-,6.6,0.38,6.22,-,-,-,18.5,-,82.0,78.0
161,臺北市,1998/03/09,士林,4.7,1.29,24.2,-,75,-,51.08,18.53,32.55,-,-,-,20.72,-,-,63.0
162,臺北市,1998/03/08,松山,3.3,1.14,22.4,-,38,-,57.06,25.0,32.06,-,-,-,18.68,-,-,45.0
163,臺北市,1998/03/08,古亭,3.0,1.36,20.6,-,44,42,68.34,34.3,34.04,2.717,0.6,2.12,18.98,-,-,45.0
164,臺北市,1998/03/08,中山,3.6,1.39,20.8,-,-,-,68.83,31.63,37.2,2.793,0.4,2.39,19.22,-,-,45.0
165,臺北市,1998/03/08,大同,5.1,2.42,-,-,-,-,130.56,87.02,43.54,3.443,0.99,2.46,19.59,-,-,36.0
166,臺北市,1998/03/08,萬華,3.1,1.25,24.9,-,45,-,54.35,24.34,30.01,-,-,-,18.3,-,-,51.0
167,臺北市,1998/03/08,陽明,0.9,0.3,51.6,-,21,-,3.61,0.43,3.19,-,-,-,17.4,-,85.0,61.0
168,臺北市,1998/03/08,士林,1.6,1.08,20.6,-,47,-,46.32,19.95,26.37,-,-,-,18.73,-,-,47.0
169,臺北市,1998/03/07,松山,6.9,1.99,13.6,-,87,-,109.2,54.1,55.1,-,-,-,19.34,-,-,68.0
170,臺北市,1998/03/07,古亭,8.4,2.03,14.0,-,103,71,100.37,59.9,52.04,3.708,1.13,2.58,19.7,-,-,76.0
171,臺北市,1998/03/07,中山,9.1,1.99,12.2,-,-,-,107.65,50.91,56.74,3.735,1.05,2.73,19.74,-,-,35.0
172,臺北市,1998/03/07,大同,11.6,3.99,-,-,-,-,207.01,147.53,59.48,4.804,1.98,2.82,20.15,-,-,55.0
173,臺北市,1998/03/07,萬華,10.5,1.9,15.3,-,130,-,94.45,40.53,53.92,-,-,-,18.81,-,-,90.0
174,臺北市,1998/03/07,陽明,3.4,0.32,62.4,-,30,-,6.03,0.42,5.61,-,-,-,16.1,-,84.0,70.0
175,臺北市,1998/03/07,士林,5.9,1.47,18.5,-,105,-,74.73,31.12,43.61,-,-,-,19.16,-,-,78.0
176,臺北市,1998/03/06,松山,7.6,1.24,19.6,-,60,-,79.73,36.67,43.06,-,-,-,18.64,-,-,55.0
177,臺北市,1998/03/06,古亭,5.8,1.47,22.8,-,92,50,81.18,36.09,45.09,3.015,0.76,2.25,19.44,-,-,71.0
178,臺北市,1998/03/06,中山,7.0,2.0,19.2,-,-,-,94.29,41.82,52.47,3.342,0.76,2.58,19.33,-,-,46.0
179,臺北市,1998/03/06,大同,8.3,2.88,-,-,-,-,153.2,97.34,55.87,4.236,1.47,2.77,19.62,-,-,43.0
180,臺北市,1998/03/06,萬華,5.9,1.4,25.7,-,75,-,59.99,20.01,39.98,-,-,-,18.28,-,-,63.0
181,臺北市,1998/03/06,陽明,1.9,0.3,57.3,-,35,-,5.53,0.28,5.25,-,-,-,13.53,-,91.0,66.0
182,臺北市,1998/03/06,士林,5.0,1.11,24.2,-,69,-,55.73,19.87,35.86,-,-,-,18.87,-,-,60.0
183,臺北市,1998/03/05,松山,1.4,0.65,28.7,-,46,-,27.93,4.95,22.98,-,-,-,16.29,-,-,46.0
184,臺北市,1998/03/05,古亭,0.8,0.68,26.6,-,29,25,35.51,9.19,26.32,2.165,0.22,1.95,16.22,-,-,31.0
185,臺北市,1998/03/05,中山,1.5,0.92,23.7,-,34,-,38.79,7.77,31.02,2.352,0.18,2.17,16.85,-,-,34.0
186,臺北市,1998/03/05,大同,6.8,3.51,-,-,-,-,191.39,142.63,48.76,4.072,1.82,2.25,17.36,-,-,58.0
187,臺北市,1998/03/05,萬華,0.9,0.74,26.8,-,28,-,27.72,3.92,23.8,-,-,-,15.95,-,-,33.0
188,臺北市,1998/03/05,陽明,0.2,0.21,50.2,-,13,-,1.59,0.14,1.45,-,-,-,9.64,-,99.0,49.0
189,臺北市,1998/03/05,士林,1.1,0.52,26.2,-,19,-,16.81,2.21,14.59,-,-,-,16.69,-,-,26.0
190,臺北市,1998/03/04,松山,5.8,1.27,14.1,-,56,-,66.0,27.53,38.48,-,-,-,17.84,-,-,53.0
191,臺北市,1998/03/04,古亭,5.0,1.47,13.0,-,86,52,78.43,32.92,45.5,2.979,0.78,2.0,18.08,-,-,68.0
192,臺北市,1998/03/04,中山,4.0,1.41,14.9,-,67,-,73.13,28.95,44.18,2.915,0.59,2.32,18.05,-,-,59.0
193,臺北市,1998/03/04,大同,5.6,2.47,-,-,-,-,123.03,76.38,46.65,3.862,1.24,2.62,18.2,-,-,41.0
194,臺北市,1998/03/04,萬華,3.6,1.21,16.7,-,79,-,-,14.62,39.88,-,-,-,17.39,-,-,64.0
195,臺北市,1998/03/04,陽明,0.7,0.28,50.1,-,18,-,3.99,0.19,3.81,-,-,-,14.64,-,91.0,61.0
196,臺北市,1998/03/04,士林,3.3,1.05,17.3,-,59,-,46.57,14.34,32.24,-,-,-,17.45,-,-,54.0
197,臺北市,1998/03/03,松山,10.6,1.73,7.7,-,85,-,103.96,49.99,53.97,-,-,-,17.22,-,-,67.0
