序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
1713,彰化縣,2015/09/04,二林,3.3,0.22,-,14.5,35,23,10.58,4.32,6.3,-,-,-,1.6,1.39,28.57,-,-,79.78,-
1714,彰化縣,2015/09/03,彰化,7.6,0.4,-,15.3,33,11,17.78,5.42,12.38,1.915,0.158,1.757,1.52,0.89,28.7,-,-,72.04,-
1715,彰化縣,2015/09/03,線西,3.5,0.32,-,22.5,26,8,10.21,2.82,7.39,2.077,0.18,1.899,1.68,1.24,28.4,-,-,81.49,-
1716,彰化縣,2015/09/03,二林,2.8,0.18,-,18.6,31,18,7.47,1.73,5.72,-,-,-,1.56,1.35,28.13,-,-,80.29,-
1717,彰化縣,2015/09/02,彰化,1.5,0.34,-,24.3,27,11,8.28,1.06,7.2,1.962,0.181,1.781,1.54,1.11,27.72,-,-,76.07,-
1718,彰化縣,2015/09/02,線西,3.3,0.28,-,21.0,27,8,14.86,4.25,10.61,2.161,0.204,1.957,2.05,1.82,27.82,-,-,82.33,-
1719,彰化縣,2015/09/02,二林,2.0,0.19,-,19.1,27,15,9.32,1.75,7.57,-,-,-,1.93,1.92,27.47,-,-,83.8,-
1720,彰化縣,2015/09/01,彰化,2.7,0.32,-,20.7,23,9,9.64,1.62,8.01,1.943,0.152,1.79,1.45,1.11,26.89,-,-,78.49,-
1721,彰化縣,2015/09/01,線西,3.3,0.25,-,20.2,22,7,14.25,3.63,10.61,2.221,0.309,1.913,1.9,1.88,27.36,-,-,83.45,-
1722,彰化縣,2015/09/01,二林,2.6,0.16,-,19.2,20,9,8.64,2.27,6.37,-,-,-,1.85,1.67,27.17,-,-,84.49,-
1723,南投縣,2015/09/30,南投,2.0,0.54,-,27.8,48,19,17.42,3.75,13.67,2.009,0.163,1.846,1.49,0.97,28.04,0.0,0.0,78.59,0.0
1724,南投縣,2015/09/30,埔里,1.2,0.51,-,22.1,36,22,15.37,2.81,12.56,-,-,-,1.22,0.87,25.78,-,-,81.54,-
1725,南投縣,2015/09/30,竹山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1726,南投縣,2015/09/29,南投,2.5,0.4,-,23.2,24,11,11.0,2.53,8.47,1.939,0.098,1.842,3.72,3.48,26.68,0.0,0.0,82.53,0.0
1727,南投縣,2015/09/29,埔里,2.3,0.36,-,21.4,16,11,10.45,2.07,8.38,-,-,-,1.19,0.82,25.08,-,-,82.53,-
1728,南投縣,2015/09/28,南投,1.4,0.36,-,19.2,35,12,11.07,1.99,9.08,1.824,0.076,1.748,3.34,2.26,25.26,1.4,6.68,85.52,10.63
1729,南投縣,2015/09/28,埔里,1.3,0.34,-,23.3,24,17,9.12,1.71,7.41,-,-,-,2.29,1.61,23.92,-,-,82.55,-
1730,南投縣,2015/09/28,竹山,1.6,0.28,-,21.7,35,12,7.6,1.27,6.33,-,-,-,2.98,1.87,24.68,-,-,88.68,-
1731,南投縣,2015/09/27,南投,1.7,0.42,-,37.4,43,17,12.3,1.71,10.59,1.897,0.1,1.797,2.0,1.22,26.69,0.0,0.0,67.0,0.0
1732,南投縣,2015/09/27,埔里,1.4,0.42,-,34.2,47,28,9.68,1.0,8.69,-,-,-,1.45,1.08,24.89,-,-,75.54,-
1733,南投縣,2015/09/27,竹山,2.8,0.32,-,41.0,48,19,12.2,1.38,10.82,-,-,-,1.53,1.06,26.08,-,-,69.81,-
1734,南投縣,2015/09/26,南投,1.3,0.49,-,35.9,60,26,19.02,2.74,16.28,1.988,0.153,1.835,2.04,1.36,28.91,0.0,0.0,66.21,0.0
1735,南投縣,2015/09/26,埔里,0.5,0.4,-,40.8,40,27,10.71,1.47,9.24,-,-,-,1.73,1.45,27.64,-,-,71.39,-
1736,南投縣,2015/09/26,竹山,1.7,0.35,-,46.1,59,27,12.47,1.28,11.2,-,-,-,1.74,1.07,28.78,-,-,68.9,-
1737,南投縣,2015/09/25,南投,2.3,0.52,-,36.4,57,31,20.17,2.67,17.5,2.03,0.206,1.824,1.6,0.99,29.52,0.0,0.0,68.56,0.0
1738,南投縣,2015/09/25,埔里,1.7,0.43,-,35.9,45,33,13.1,1.7,11.4,-,-,-,1.57,1.11,27.15,-,-,72.52,-
1739,南投縣,2015/09/25,竹山,2.9,0.37,-,38.4,57,31,14.22,1.15,13.06,-,-,-,1.45,0.93,28.87,-,-,73.71,-
1740,南投縣,2015/09/24,南投,2.5,0.42,-,25.4,58,30,14.68,2.3,12.38,1.976,0.182,1.794,1.63,1.21,29.05,0.0,0.0,72.19,0.0
1741,南投縣,2015/09/24,埔里,1.7,0.35,-,35.0,48,34,11.69,2.04,9.66,-,-,-,1.73,1.26,27.33,-,-,71.29,-
1742,南投縣,2015/09/24,竹山,1.1,0.25,-,29.6,48,25,10.76,1.49,9.28,-,-,-,1.4,1.01,28.37,-,-,75.26,-
1743,南投縣,2015/09/23,南投,3.1,0.5,-,32.0,66,36,15.15,2.25,12.9,2.005,0.175,1.83,1.48,1.04,27.9,0.0,0.0,71.33,0.0
1744,南投縣,2015/09/23,埔里,1.3,0.4,-,41.9,54,41,10.76,1.53,9.24,-,-,-,1.85,1.54,27.08,-,-,72.14,-
1745,南投縣,2015/09/23,竹山,2.9,0.33,-,37.6,63,38,11.67,0.82,10.93,-,-,-,1.43,1.06,28.01,-,-,74.98,-
1746,南投縣,2015/09/22,南投,3.7,0.58,-,31.9,68,34,18.64,0.98,17.77,2.028,0.181,1.847,1.6,1.15,27.27,0.0,0.0,69.45,0.0
1747,南投縣,2015/09/22,埔里,2.1,0.48,-,43.9,66,53,14.07,2.02,12.06,-,-,-,1.86,1.44,26.43,-,-,72.89,-
1748,南投縣,2015/09/22,竹山,2.9,0.39,-,39.1,64,39,12.48,1.25,11.22,-,-,-,1.3,0.77,27.43,-,-,74.25,-
1749,南投縣,2015/09/21,南投,3.9,0.55,-,41.0,72,40,16.74,0.49,16.32,2.029,0.169,1.86,1.48,1.14,27.22,0.0,0.0,67.6,0.0
1750,南投縣,2015/09/21,埔里,3.6,0.5,-,49.0,72,57,13.41,1.38,12.04,-,-,-,1.56,1.2,26.11,-,-,73.2,-
1751,南投縣,2015/09/21,竹山,2.5,0.35,-,49.0,64,39,11.23,1.24,9.99,-,-,-,1.26,0.84,27.57,-,-,70.91,-
1752,南投縣,2015/09/20,南投,3.7,0.54,-,54.8,87,49,-,-,-,2.007,0.127,1.879,1.33,0.99,27.09,0.0,0.0,67.76,0.0
1753,南投縣,2015/09/20,埔里,2.3,0.45,-,65.7,76,60,10.04,0.81,9.23,-,-,-,1.77,1.37,26.5,-,-,70.9,-
1754,南投縣,2015/09/20,竹山,3.3,0.41,-,60.4,82,52,11.4,1.28,10.09,-,-,-,1.43,1.0,27.66,-,-,71.33,-
1755,南投縣,2015/09/19,南投,2.0,0.5,-,52.8,79,42,-,-,-,2.039,0.176,1.863,1.54,1.11,26.54,0.0,0.0,67.07,0.0
1756,南投縣,2015/09/19,埔里,1.5,0.44,-,59.5,60,45,11.39,1.41,9.98,-,-,-,1.76,1.41,25.86,-,-,68.97,-
1757,南投縣,2015/09/19,竹山,3.5,0.39,-,61.2,72,43,12.1,0.59,11.49,-,-,-,1.5,1.1,27.01,-,-,70.1,-
1758,南投縣,2015/09/18,南投,1.4,0.52,-,41.7,66,30,18.92,1.52,17.4,2.106,0.216,1.89,1.67,0.95,26.64,0.0,0.0,66.34,0.0
1759,南投縣,2015/09/18,埔里,1.8,0.42,-,55.2,56,38,12.23,1.47,10.76,-,-,-,1.8,1.45,26.37,-,-,67.15,-
1760,南投縣,2015/09/18,竹山,1.7,0.33,-,55.6,63,34,11.95,1.15,10.8,-,-,-,1.49,1.16,27.07,-,-,70.12,-
1761,南投縣,2015/09/17,南投,2.0,0.5,-,46.6,67,30,14.77,1.01,13.79,2.057,0.188,1.869,1.72,1.1,27.54,0.0,0.0,68.95,0.0
1762,南投縣,2015/09/17,埔里,1.4,0.36,-,47.3,47,32,10.94,1.4,9.54,-,-,-,1.87,1.47,27.2,-,-,69.78,-
1763,南投縣,2015/09/17,竹山,2.3,0.33,-,47.5,59,30,11.69,1.28,10.41,-,-,-,1.43,0.83,27.66,-,-,73.76,-
1764,南投縣,2015/09/16,南投,2.1,0.46,-,39.6,62,27,16.98,2.72,14.26,2.013,0.166,1.846,1.72,1.04,28.14,0.0,0.0,70.09,0.0
1765,南投縣,2015/09/16,埔里,2.0,0.39,-,38.3,48,34,11.84,1.74,10.1,-,-,-,1.74,1.29,27.32,-,-,71.12,-
1766,南投縣,2015/09/16,竹山,2.8,0.31,-,34.5,57,28,11.29,1.31,9.98,-,-,-,1.56,1.11,28.4,-,-,75.16,-
1767,南投縣,2015/09/15,南投,2.8,0.49,-,44.0,68,36,15.68,1.94,13.76,2.009,0.156,1.853,1.59,1.18,27.88,0.0,0.0,68.68,0.0
1768,南投縣,2015/09/15,埔里,2.5,0.46,-,49.0,61,45,11.7,1.33,10.38,-,-,-,1.55,1.21,26.48,-,-,70.58,-
1769,南投縣,2015/09/15,竹山,1.7,0.33,-,47.2,61,40,10.65,1.15,9.5,-,-,-,1.4,0.89,27.73,-,-,75.05,-
1770,南投縣,2015/09/14,南投,2.5,0.56,-,52.6,72,37,14.15,1.01,13.14,1.904,0.159,1.744,1.54,1.11,27.85,0.0,0.0,65.11,0.0
1771,南投縣,2015/09/14,埔里,1.7,0.42,-,56.9,57,42,11.04,1.47,9.57,-,-,-,1.74,1.3,26.42,-,-,65.23,-
1772,南投縣,2015/09/14,竹山,2.4,0.38,-,55.3,69,43,9.76,0.78,8.94,-,-,-,1.39,0.97,28.14,-,-,70.42,-
1773,南投縣,2015/09/13,南投,1.4,0.49,-,45.4,73,34,13.78,0.73,13.1,1.894,0.146,1.748,1.55,1.0,27.06,0.0,0.0,69.36,0.0
1774,南投縣,2015/09/13,埔里,1.5,0.44,-,51.8,63,49,10.87,1.58,9.29,-,-,-,1.63,1.29,26.03,-,-,70.3,-
1775,南投縣,2015/09/13,竹山,3.3,0.36,-,56.3,68,44,8.72,0.56,8.09,-,-,-,1.57,1.14,27.62,-,-,70.79,-
1776,南投縣,2015/09/12,南投,1.9,0.47,-,42.4,70,30,15.16,1.08,14.06,2.061,0.186,1.874,1.52,0.91,27.19,0.0,0.0,68.42,0.0
1777,南投縣,2015/09/12,埔里,1.3,0.39,-,56.7,61,43,11.17,1.92,9.25,-,-,-,1.78,1.49,26.31,-,-,71.4,-
1778,南投縣,2015/09/12,竹山,2.9,0.35,-,55.8,64,39,10.34,0.73,9.58,-,-,-,1.42,0.95,27.95,-,-,70.0,-
1779,南投縣,2015/09/11,南投,2.7,0.51,-,42.7,65,25,17.84,1.62,16.2,-,-,-,1.5,0.9,26.63,0.0,0.0,69.68,0.0
1780,南投縣,2015/09/11,埔里,2.0,0.38,-,59.0,57,38,10.92,1.48,9.44,-,-,-,1.96,1.55,26.19,-,-,69.87,-
1781,南投縣,2015/09/11,竹山,3.1,0.32,-,50.1,62,33,10.12,0.85,9.29,-,-,-,1.49,1.06,27.35,-,-,71.98,-
1782,南投縣,2015/09/10,南投,2.2,0.43,-,36.6,55,16,17.06,1.43,15.63,-,-,-,1.62,1.02,26.16,0.0,0.0,68.8,0.0
1783,南投縣,2015/09/10,埔里,1.6,0.35,-,49.9,46,30,10.16,1.82,8.34,-,-,-,1.83,1.47,25.85,-,-,69.88,-
1784,南投縣,2015/09/10,竹山,3.1,0.29,-,48.6,53,26,9.11,1.19,7.85,-,-,-,1.43,1.03,27.06,-,-,72.38,-
1785,南投縣,2015/09/09,南投,2.3,0.48,-,41.9,58,20,16.45,1.54,14.91,2.11,0.189,1.921,1.83,1.14,27.41,0.0,0.0,69.34,0.0
1786,南投縣,2015/09/09,埔里,0.7,0.35,-,46.7,41,23,8.65,1.51,7.15,-,-,-,1.98,1.58,26.76,-,-,69.87,-
1787,南投縣,2015/09/09,竹山,3.2,0.28,-,46.3,52,22,8.77,1.3,7.46,-,-,-,1.63,1.19,27.86,-,-,75.4,-
1788,南投縣,2015/09/08,南投,1.6,0.44,-,33.4,39,11,14.5,2.83,11.67,2.031,0.169,1.862,1.51,0.97,26.76,0.0,0.0,76.36,0.0
1789,南投縣,2015/09/08,埔里,1.1,0.32,-,38.5,28,14,8.73,1.1,7.62,-,-,-,1.65,1.35,26.42,-,-,75.62,-
1790,南投縣,2015/09/08,竹山,1.1,0.25,-,30.2,33,9,8.75,1.71,7.04,-,-,-,1.29,0.96,27.15,-,-,82.25,-
1791,南投縣,2015/09/07,南投,1.8,0.33,-,15.0,23,9,11.56,2.26,9.3,1.877,0.091,1.786,1.18,0.91,25.7,3.31,5.62,85.81,7.27
1792,南投縣,2015/09/07,埔里,1.9,0.26,-,17.4,22,12,9.34,1.83,7.51,-,-,-,1.05,0.72,24.57,-,-,83.16,-
1793,南投縣,2015/09/07,竹山,2.7,0.24,-,16.4,22,5,9.15,1.59,7.56,-,-,-,1.12,0.68,25.69,-,-,91.76,-
1794,南投縣,2015/09/06,南投,0.8,0.25,-,20.8,32,11,6.86,0.9,5.96,1.823,0.054,1.769,2.06,1.92,28.61,0.0,0.0,68.52,0.0
1795,南投縣,2015/09/06,埔里,0.6,0.25,-,22.6,33,21,8.07,1.78,6.29,-,-,-,1.51,1.13,27.44,-,-,72.34,-
1796,南投縣,2015/09/06,竹山,2.3,0.19,-,24.5,30,11,7.08,1.51,5.56,-,-,-,1.48,1.17,28.95,-,-,73.48,-
1797,南投縣,2015/09/05,南投,1.3,0.38,-,21.1,38,14,12.04,3.84,8.21,1.891,0.093,1.797,1.53,1.28,27.95,0.0,0.0,70.98,0.0
1798,南投縣,2015/09/05,埔里,2.4,0.41,-,24.8,41,28,14.6,4.05,10.55,-,-,-,1.45,1.14,26.72,-,-,76.39,-
1799,南投縣,2015/09/05,竹山,2.6,0.22,-,26.7,35,17,9.23,3.04,6.19,-,-,-,1.32,0.99,28.39,-,-,75.4,-
1800,南投縣,2015/09/04,南投,3.6,0.56,-,16.9,42,15,19.28,5.94,13.34,1.994,0.177,1.817,1.42,0.98,27.78,0.0,0.0,72.87,0.0
1801,南投縣,2015/09/04,埔里,3.1,0.36,-,31.8,33,19,13.09,2.43,10.66,-,-,-,2.06,1.72,27.26,-,-,72.92,-
1802,南投縣,2015/09/04,竹山,3.5,0.31,-,22.7,39,18,11.38,2.89,8.49,-,-,-,1.3,0.96,28.34,-,-,77.13,-
1803,南投縣,2015/09/03,南投,3.3,0.47,-,22.0,37,12,15.84,5.03,10.81,1.914,0.132,1.782,1.36,0.93,26.85,0.0,0.0,75.31,0.0
1804,南投縣,2015/09/03,埔里,1.5,0.29,-,27.8,30,17,9.53,2.57,6.96,-,-,-,1.59,1.29,26.02,-,-,75.88,-
1805,南投縣,2015/09/03,竹山,2.3,0.24,-,24.6,30,13,8.88,2.19,6.7,-,-,-,1.19,0.79,27.41,-,-,80.02,-
1806,南投縣,2015/09/02,南投,1.5,0.36,-,18.4,30,7,11.49,3.02,8.49,1.883,0.12,1.763,1.49,1.16,25.62,28.25,6.22,80.55,7.62
1807,南投縣,2015/09/02,埔里,1.5,0.3,-,20.8,26,15,10.89,2.88,8.01,-,-,-,1.44,1.0,24.91,-,-,80.03,-
1808,南投縣,2015/09/02,竹山,1.4,0.28,-,20.5,28,8,9.68,2.09,7.6,-,-,-,1.11,0.67,25.9,-,-,86.92,-
1809,南投縣,2015/09/01,南投,1.0,0.34,-,17.3,25,4,10.59,1.89,8.69,1.899,0.108,1.792,1.38,0.96,25.63,8.08,6.11,80.07,9.17
1810,南投縣,2015/09/01,埔里,0.6,0.26,-,16.2,19,9,11.1,3.37,7.73,-,-,-,1.31,0.75,24.36,-,-,80.55,-
1811,南投縣,2015/09/01,竹山,2.4,0.21,-,20.5,22,5,7.85,2.05,5.8,-,-,-,1.31,0.96,26.18,-,-,82.43,-
1812,雲林縣,2015/09/30,斗六,2.2,0.37,-,33.0,33,14,11.72,1.97,9.74,-,-,-,1.54,0.85,43.47,-,-,78.74,-
1813,雲林縣,2015/09/30,崙背,3.4,0.35,-,27.9,32,22,9.5,1.29,8.18,-,-,-,1.64,1.13,26.8,3.25,6.01,81.25,96.4
1814,雲林縣,2015/09/30,麥寮,1.7,0.4,-,31.2,51,15,11.77,3.82,7.95,2.102,0.092,2.01,1.83,1.48,27.64,-,-,83.46,-
1815,雲林縣,2015/09/30,臺西,3.3,0.33,-,31.9,37,12,11.37,3.7,7.67,2.114,0.077,2.037,2.51,2.56,27.49,-,-,79.94,-
1816,雲林縣,2015/09/29,斗六,2.4,0.35,-,29.2,25,10,9.24,0.7,8.64,-,-,-,3.5,3.32,54.84,-,-,84.18,-
1817,雲林縣,2015/09/29,崙背,2.1,0.25,-,33.2,26,19,5.06,0.52,4.54,-,-,-,7.0,6.91,26.05,12.06,5.91,87.19,46.19
1818,雲林縣,2015/09/29,麥寮,1.0,0.34,-,35.7,53,12,7.94,2.23,5.71,1.914,0.088,1.827,6.12,5.95,26.35,-,-,90.84,-
1819,雲林縣,2015/09/28,斗六,2.2,0.32,-,24.7,27,9,9.64,0.55,9.1,-,-,-,3.76,1.3,25.49,-,-,87.5,-
1820,雲林縣,2015/09/28,崙背,2.2,0.22,-,36.3,47,14,4.63,0.33,4.45,-,-,-,8.44,4.44,24.44,1.6,7.06,85.68,703.65
1821,雲林縣,2015/09/28,麥寮,1.3,0.17,-,43.7,61,6,4.45,1.11,3.36,1.805,0.019,1.787,8.67,4.12,25.9,-,-,90.71,-
1822,雲林縣,2015/09/28,臺西,3.3,0.2,-,44.1,37,16,8.9,1.57,7.33,1.891,0.047,1.845,15.19,11.29,25.56,-,-,84.58,-
1823,雲林縣,2015/09/27,斗六,1.7,0.3,-,45.6,41,16,9.3,0.67,8.59,-,-,-,2.79,1.42,26.31,-,-,69.54,-
1824,雲林縣,2015/09/27,崙背,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,0.0
1825,雲林縣,2015/09/27,麥寮,1.8,0.21,-,59.0,122,19,5.79,0.91,4.88,1.811,0.015,1.795,7.78,3.26,25.98,-,-,78.3,-
1826,雲林縣,2015/09/27,臺西,1.6,0.2,-,62.2,53,23,6.17,0.67,5.49,1.877,0.01,1.867,11.51,8.63,25.47,-,-,76.68,-
1827,雲林縣,2015/09/26,斗六,4.9,0.43,-,40.9,51,29,15.24,2.01,13.23,-,-,-,2.58,1.07,28.59,-,-,71.02,-
1828,雲林縣,2015/09/26,崙背,4.9,0.36,-,37.9,64,35,14.14,1.04,13.09,-,-,-,4.11,2.76,27.56,0.0,0.0,70.51,0.0
1829,雲林縣,2015/09/26,麥寮,3.8,0.26,-,47.2,117,18,8.9,1.44,7.46,1.935,0.056,1.879,5.63,1.91,27.24,-,-,77.48,-
1830,雲林縣,2015/09/26,臺西,3.5,0.22,-,50.7,45,20,8.31,0.68,7.54,1.926,0.039,1.887,8.88,6.21,27.02,-,-,75.6,-
1831,雲林縣,2015/09/25,斗六,4.0,0.47,-,33.8,50,28,17.74,1.11,16.63,-,-,-,1.62,0.79,28.98,-,-,74.92,-
1832,雲林縣,2015/09/25,崙背,4.6,0.4,-,34.3,61,51,12.66,1.22,11.4,-,-,-,1.95,0.81,27.91,0.0,0.0,75.34,0.0
1833,雲林縣,2015/09/25,麥寮,3.8,0.38,-,41.2,80,26,13.42,3.39,10.03,2.176,0.085,2.092,2.41,0.68,27.93,-,-,81.54,-
1834,雲林縣,2015/09/25,臺西,5.0,0.36,-,48.0,47,34,12.78,1.8,10.97,2.16,0.121,2.04,4.07,2.27,28.08,-,-,77.2,-
1835,雲林縣,2015/09/24,斗六,2.7,0.37,-,27.4,41,26,14.93,1.48,13.48,-,-,-,1.27,0.88,28.17,-,-,78.07,-
1836,雲林縣,2015/09/24,崙背,2.6,0.28,-,27.9,46,39,9.68,1.21,8.45,-,-,-,1.93,1.54,27.63,0.0,0.0,78.99,0.0
1837,雲林縣,2015/09/24,麥寮,4.1,0.3,-,33.9,64,24,9.07,2.33,6.75,2.166,0.091,2.076,2.03,1.67,27.77,-,-,84.51,-
1838,雲林縣,2015/09/24,臺西,2.0,0.24,-,37.8,45,31,7.66,1.92,5.74,2.121,0.044,2.077,2.91,2.73,27.63,-,-,81.08,-
1839,雲林縣,2015/09/23,斗六,3.7,0.41,-,38.8,54,36,13.13,1.82,11.32,-,-,-,1.44,0.95,28.56,-,-,73.61,-
1840,雲林縣,2015/09/23,崙背,3.6,0.31,-,34.7,54,48,10.86,1.31,9.55,-,-,-,1.62,1.28,27.37,0.0,0.0,76.69,0.0
1841,雲林縣,2015/09/23,麥寮,4.2,0.29,-,38.6,65,28,11.15,3.05,8.1,2.176,0.099,2.077,1.54,1.16,27.56,-,-,83.26,-
1842,雲林縣,2015/09/23,臺西,4.7,0.24,-,41.9,44,31,11.72,3.12,8.6,2.051,0.041,2.01,2.49,2.13,27.45,-,-,79.66,-
1843,雲林縣,2015/09/22,斗六,4.0,0.38,-,36.9,54,38,13.59,1.55,12.05,-,-,-,1.63,0.81,28.38,-,-,71.83,-
1844,雲林縣,2015/09/22,崙背,3.2,0.29,-,34.1,57,46,10.12,1.57,8.53,-,-,-,1.85,1.04,26.69,48.17,6.48,78.17,4.62
1845,雲林縣,2015/09/22,麥寮,3.5,0.28,-,44.1,62,27,9.56,2.84,6.72,2.159,0.066,2.093,1.89,0.79,27.2,-,-,84.1,-
1846,雲林縣,2015/09/22,臺西,7.4,0.25,-,46.8,51,32,14.14,2.94,11.2,2.143,0.05,2.093,3.05,2.59,26.97,-,-,81.15,-
1847,雲林縣,2015/09/21,斗六,2.5,0.37,-,48.2,55,37,12.25,1.73,10.52,-,-,-,1.63,0.85,28.42,-,-,68.41,-
1848,雲林縣,2015/09/21,崙背,3.3,0.29,-,40.9,58,46,8.26,0.53,7.66,-,-,-,1.82,1.06,26.54,0.0,0.0,74.82,0.0
1849,雲林縣,2015/09/21,麥寮,4.7,0.31,-,46.4,70,33,11.63,3.71,7.91,2.155,0.075,2.08,1.81,0.95,26.99,-,-,81.32,-
1850,雲林縣,2015/09/21,臺西,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1851,雲林縣,2015/09/20,斗六,4.9,0.39,-,58.6,65,47,12.1,1.35,10.74,-,-,-,1.39,0.82,27.83,-,-,70.28,-
1852,雲林縣,2015/09/20,崙背,3.8,0.31,-,52.6,67,48,10.08,0.9,9.17,-,-,-,1.76,1.28,26.3,0.0,0.0,71.39,0.0
1853,雲林縣,2015/09/20,麥寮,4.6,0.35,-,57.2,76,37,10.63,1.11,9.53,2.151,0.105,2.047,1.8,1.14,26.91,-,-,76.67,-
1854,雲林縣,2015/09/20,臺西,5.8,0.32,-,58.4,60,42,14.55,1.52,13.04,2.111,0.066,2.045,2.79,2.32,26.53,-,-,75.26,-
1855,雲林縣,2015/09/19,斗六,4.5,0.46,-,54.3,67,45,16.7,1.83,14.86,-,-,-,1.5,0.96,27.15,-,-,68.8,-
1856,雲林縣,2015/09/19,崙背,4.0,0.38,-,48.9,74,57,14.55,1.02,13.51,-,-,-,1.84,1.04,25.37,0.0,0.0,68.91,0.0
1857,雲林縣,2015/09/19,麥寮,4.3,0.36,-,55.6,91,39,15.95,3.74,12.2,2.133,0.111,2.022,2.27,1.03,25.87,-,-,75.78,-
1858,雲林縣,2015/09/19,臺西,5.7,0.34,-,58.4,61,46,15.38,1.35,13.99,2.176,0.099,2.077,3.78,2.81,25.65,-,-,73.02,-
1859,雲林縣,2015/09/18,斗六,4.4,0.4,-,48.0,63,38,17.18,0.99,16.18,-,-,-,1.91,0.92,27.08,-,-,69.86,-
1860,雲林縣,2015/09/18,崙背,3.1,0.33,-,44.3,53,37,13.22,0.45,12.91,-,-,-,3.08,1.7,25.22,0.0,0.0,67.28,0.0
1861,雲林縣,2015/09/18,麥寮,4.3,0.3,-,53.7,79,21,12.24,1.34,10.87,1.983,0.07,1.913,3.79,1.26,26.16,-,-,72.62,-
1862,雲林縣,2015/09/18,臺西,3.7,0.27,-,57.8,46,26,13.82,1.77,12.05,2.0,0.048,1.951,6.22,4.79,26.0,-,-,70.68,-
1863,雲林縣,2015/09/17,斗六,2.4,0.36,-,45.9,53,31,12.27,0.55,11.81,-,-,-,1.79,0.92,28.19,-,-,72.14,-
1864,雲林縣,2015/09/17,崙背,3.5,0.38,-,38.5,59,39,14.68,1.28,13.39,-,-,-,2.42,1.49,26.07,0.0,0.0,75.2,0.0
1865,雲林縣,2015/09/17,麥寮,4.9,0.38,-,41.2,87,28,15.52,2.89,12.63,2.133,0.114,2.018,2.95,1.04,26.46,-,-,81.58,-
1866,雲林縣,2015/09/17,臺西,4.2,0.37,-,44.2,54,32,14.12,1.85,12.27,2.121,0.094,2.026,4.57,3.49,26.3,-,-,77.97,-
1867,雲林縣,2015/09/16,斗六,2.7,0.35,-,38.5,50,23,14.05,1.51,12.55,-,-,-,1.86,0.93,28.74,-,-,74.3,-
1868,雲林縣,2015/09/16,崙背,4.1,0.38,-,28.9,48,29,15.57,1.53,14.07,-,-,-,2.6,1.4,26.76,0.0,0.0,78.72,0.0
1869,雲林縣,2015/09/16,麥寮,3.2,0.28,-,33.6,73,15,13.92,4.55,9.37,2.034,0.102,1.931,3.37,1.21,27.0,-,-,85.65,-
1870,雲林縣,2015/09/16,臺西,3.0,0.26,-,33.6,38,19,11.53,2.05,9.48,2.032,0.073,1.96,5.72,4.89,26.76,-,-,81.76,-
1871,雲林縣,2015/09/15,斗六,2.6,0.38,-,43.5,55,33,12.99,1.1,11.89,-,-,-,1.43,0.91,28.92,-,-,72.82,-
1872,雲林縣,2015/09/15,崙背,3.6,0.29,-,33.1,46,32,11.58,0.97,10.58,-,-,-,2.07,1.33,27.1,0.0,0.0,79.58,0.0
1873,雲林縣,2015/09/15,麥寮,4.1,0.25,-,36.5,64,16,10.94,3.15,7.8,2.079,0.07,2.009,2.36,0.91,27.3,-,-,86.08,-
1874,雲林縣,2015/09/15,臺西,4.2,0.24,-,39.4,43,23,10.51,2.22,8.29,2.049,0.049,2.0,3.92,3.0,27.12,-,-,82.02,-
1875,雲林縣,2015/09/14,斗六,3.5,0.42,-,48.8,63,37,13.46,1.24,12.21,-,-,-,1.67,0.97,28.66,-,-,71.15,-
1876,雲林縣,2015/09/14,崙背,2.2,0.35,-,42.2,58,36,10.39,0.86,9.49,-,-,-,2.08,1.23,26.87,0.0,0.0,76.06,0.0
1877,雲林縣,2015/09/14,麥寮,3.0,0.33,-,45.3,78,25,10.25,1.9,8.35,2.152,0.065,2.087,2.44,0.86,27.0,-,-,83.1,-
1878,雲林縣,2015/09/14,臺西,4.1,0.31,-,47.6,63,32,11.98,1.99,9.99,2.153,0.071,2.082,3.86,3.1,26.75,-,-,79.32,-
1879,雲林縣,2015/09/13,斗六,4.2,0.42,-,45.0,62,37,13.55,1.79,11.77,-,-,-,1.59,0.99,28.06,-,-,70.93,-
1880,雲林縣,2015/09/13,崙背,3.6,0.4,-,36.5,63,39,13.69,1.79,11.9,-,-,-,2.18,1.16,25.96,0.0,0.0,73.19,0.0
