序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
24,臺北市,1994/01/28,中山,3.9,1.19,10.1,-,39,62,24.89,35.95,2.5,0.32,2.17,15.46,-,-,39.0
25,臺北市,1994/01/28,大同,11.7,4.7,-,-,143,264,204.99,64.94,4.99,3.18,2.98,15.9,-,-,96.0
26,臺北市,1994/01/28,萬華,3.8,1.2,13.6,-,56,47,12.38,33.47,-,-,-,15.29,-,-,53.0
27,臺北市,1994/01/28,陽明,0.8,0.27,42.8,-,25,2,0.04,0.99,-,-,-,7.49,-,97.0,43.0
28,臺北市,1994/01/28,士林,2.4,0.99,17.1,-,63,46,19.96,24.51,-,-,-,15.16,-,-,57.0
29,臺北市,1994/01/27,松山,7.9,0.93,14.6,-,83,50,19.23,30.15,-,-,-,14.68,-,-,67.0
30,臺北市,1994/01/27,古亭,4.2,1.19,15.7,-,64,53,23.25,28.89,2.0,0.3,1.69,15.01,-,-,57.0
31,臺北市,1994/01/27,中山,4.3,1.29,13.5,-,44,59,26.91,31.41,2.44,0.41,2.03,15.19,-,-,44.0
32,臺北市,1994/01/27,大同,14.5,5.5,-,-,160,296,240.93,63.5,4.47,2.43,2.42,15.79,-,-,105.0
33,臺北市,1994/01/27,萬華,4.9,1.17,16.0,-,68,43,12.5,29.57,-,-,-,14.96,-,-,59.0
34,臺北市,1994/01/27,陽明,0.3,0.3,41.8,-,33,1,0.07,0.75,-,-,-,7.39,-,99.0,38.0
35,臺北市,1994/01/27,士林,2.1,0.69,22.7,-,61,27,8.47,17.1,-,-,-,15.12,-,-,56.0
36,臺北市,1994/01/26,松山,5.9,1.34,17.0,-,58,65,34.63,29.74,-,-,-,16.6,-,-,54.0
37,臺北市,1994/01/26,古亭,6.4,1.84,12.8,-,65,91,45.95,37.87,2.54,0.65,2.04,16.72,-,-,58.0
38,臺北市,1994/01/26,中山,9.5,2.23,12.5,-,77,127,82.91,41.53,3.27,1.01,2.4,16.78,-,-,63.0
39,臺北市,1994/01/26,大同,18.8,5.8,-,-,174,289,230.47,62.13,5.63,2.97,2.66,17.25,-,-,112.0
40,臺北市,1994/01/26,萬華,6.8,1.47,16.8,-,61,59,24.94,32.7,-,-,-,16.79,-,-,55.0
41,臺北市,1994/01/26,陽明,1.5,0.34,45.6,-,-,2,0.06,1.17,-,-,-,10.24,-,93.0,53.0
42,臺北市,1994/01/26,士林,6.5,1.72,19.5,-,74,85,57.97,27.75,-,-,-,16.67,-,-,62.0
43,臺北市,1994/01/25,松山,8.4,1.8,3.0,-,53,104,65.33,39.93,-,-,-,15.27,-,-,51.0
44,臺北市,1994/01/25,古亭,4.9,2.02,4.6,-,41,-,-,-,2.57,0.74,2.1,15.34,-,-,41.0
45,臺北市,1994/01/25,中山,8.4,2.67,1.6,-,45,148,91.33,47.97,3.27,0.89,2.38,15.47,-,-,45.0
46,臺北市,1994/01/25,大同,21.5,7.75,-,-,126,-,-,77.27,6.23,3.75,2.67,15.9,-,-,123.0
47,臺北市,1994/01/25,萬華,5.7,2.1,4.3,-,50,91,49.6,39.65,-,-,-,15.32,-,-,50.0
48,臺北市,1994/01/25,陽明,5.8,0.35,34.0,-,-,8,-,7.35,-,-,-,10.27,-,92.0,36.0
49,臺北市,1994/01/25,士林,6.5,1.59,3.5,-,42,84,39.05,36.98,-,-,-,15.36,-,-,42.0
50,臺北市,1994/01/24,松山,8.1,1.09,20.3,-,60,56,22.19,28.98,-,-,-,16.3,-,-,55.0
51,臺北市,1994/01/24,古亭,2.0,1.17,21.1,-,45,57,27.45,28.21,2.12,0.38,1.75,17.0,-,-,45.0
52,臺北市,1994/01/24,中山,5.9,1.67,10.4,-,61,94,40.73,45.47,2.51,0.48,2.03,16.77,-,-,55.0
53,臺北市,1994/01/24,大同,18.4,6.45,-,-,160,314,-,76.33,5.62,3.41,2.2,17.33,-,-,119.0
54,臺北市,1994/01/24,萬華,3.3,1.12,23.8,-,43,41,8.75,26.78,-,-,-,16.91,-,-,43.0
55,臺北市,1994/01/24,陽明,3.0,0.38,46.4,-,19,3,-,2.54,-,-,-,9.94,-,77.0,42.0
56,臺北市,1994/01/24,士林,4.6,0.71,25.7,-,45,29,7.83,19.42,-,-,-,17.03,-,-,45.0
57,臺北市,1994/01/23,松山,4.4,0.65,22.3,-,47,36,7.93,27.29,-,-,-,12.3,-,-,47.0
58,臺北市,1994/01/23,古亭,3.9,0.88,18.2,-,38,46,13.77,31.31,2.16,0.19,1.89,12.55,-,-,38.0
59,臺北市,1994/01/23,中山,5.3,0.97,15.2,-,52,60,19.59,39.71,2.19,0.28,1.91,12.55,-,-,51.0
60,臺北市,1994/01/23,大同,13.2,4.51,-,-,126,295,232.67,69.45,4.28,2.16,2.12,13.13,-,-,88.0
61,臺北市,1994/01/23,萬華,3.2,0.87,19.6,-,44,38,5.68,31.67,-,-,-,12.38,-,-,44.0
62,臺北市,1994/01/23,陽明,1.7,0.29,48.0,-,19,2,0.12,1.42,-,-,-,4.3,-,86.0,44.0
63,臺北市,1994/01/23,士林,3.0,0.64,27.9,-,45,26,6.2,18.04,-,-,-,12.37,-,-,45.0
64,臺北市,1994/01/22,松山,8.5,1.12,10.5,-,61,60,24.26,35.68,-,-,-,10.12,-,-,56.0
65,臺北市,1994/01/22,古亭,6.0,1.49,9.8,-,58,84,46.38,36.2,2.61,0.36,2.14,10.1,-,-,54.0
66,臺北市,1994/01/22,中山,6.8,1.36,8.6,-,56,83,38.33,43.87,2.4,0.4,2.0,10.41,-,-,53.0
67,臺北市,1994/01/22,大同,17.6,6.26,-,-,164,340,279.1,75.9,5.22,3.15,2.07,11.03,-,-,107.0
68,臺北市,1994/01/22,萬華,5.8,1.3,9.8,-,54,59,19.65,38.17,-,-,-,10.1,-,-,52.0
69,臺北市,1994/01/22,陽明,2.0,0.34,43.6,-,16,2,0.08,-,-,-,-,2.52,-,98.0,43.0
70,臺北市,1994/01/22,士林,4.0,0.97,16.4,-,54,50,21.99,27.27,-,-,-,10.27,-,-,52.0
71,臺北市,1994/01/21,松山,6.1,0.93,8.5,-,55,40,12.64,26.91,-,-,-,8.97,-,-,52.0
72,臺北市,1994/01/21,古亭,5.3,1.16,11.6,-,60,57,23.42,32.36,1.8,0.17,1.68,9.06,-,-,55.0
73,臺北市,1994/01/21,中山,6.5,1.2,10.1,-,56,70,29.35,40.54,2.35,0.34,2.02,9.16,-,-,53.0
74,臺北市,1994/01/21,大同,14.3,4.81,-,-,152,256,196.7,64.24,4.5,2.31,2.19,9.6,-,-,101.0
75,臺北市,1994/01/21,萬華,4.0,1.12,12.8,-,53,47,14.08,32.34,-,-,-,8.93,-,-,37.0
76,臺北市,1994/01/21,陽明,3.6,0.3,40.9,-,35,2,0.08,-,-,-,-,0.64,-,96.0,38.0
77,臺北市,1994/01/21,士林,4.2,0.74,22.3,-,52,27,6.76,19.66,-,-,-,9.05,-,-,51.0
78,臺北市,1994/01/20,松山,3.6,1.03,2.8,-,30,56,25.11,30.21,-,-,-,12.81,-,-,30.0
79,臺北市,1994/01/20,古亭,2.5,1.68,6.7,-,22,89,52.73,34.65,0.98,0.22,0.77,12.79,-,-,27.0
80,臺北市,1994/01/20,中山,3.5,1.5,3.2,-,32,80,40.86,38.38,2.6,0.58,2.03,12.85,-,-,32.0
81,臺北市,1994/01/20,大同,7.6,3.17,-,-,66,178,136.72,47.27,3.83,1.75,2.08,13.13,-,-,58.0
82,臺北市,1994/01/20,萬華,2.1,1.04,7.3,-,29,48,17.24,29.75,-,-,-,12.55,-,-,29.0
83,臺北市,1994/01/20,陽明,0.2,0.23,35.3,-,-,1,0.04,0.5,-,-,-,6.58,-,100.0,31.0
84,臺北市,1994/01/20,士林,1.2,0.65,8.1,-,28,36,9.54,24.4,-,-,-,12.86,-,-,28.0
85,臺北市,1994/01/19,松山,7.1,0.95,2.6,-,19,52,21.89,29.99,-,-,-,12.07,-,-,19.0
86,臺北市,1994/01/19,古亭,3.1,1.03,8.9,-,15,51,23.12,26.48,0.86,0.1,0.76,12.18,-,-,15.0
87,臺北市,1994/01/19,中山,2.6,1.34,5.5,-,25,71,37.51,33.38,2.38,0.41,1.97,12.95,-,-,25.0
88,臺北市,1994/01/19,大同,9.6,5.93,-,-,94,-,-,-,4.64,2.89,1.75,13.72,-,-,99.0
89,臺北市,1994/01/19,萬華,2.8,1.05,9.3,-,14,40,12.84,26.43,-,-,-,12.61,-,-,17.0
90,臺北市,1994/01/19,陽明,0.1,0.29,33.9,-,-,1,0.09,0.34,-,-,-,6.08,-,100.0,30.0
91,臺北市,1994/01/19,士林,0.5,0.64,16.9,-,16,21,4.46,11.51,-,-,-,13.6,-,-,21.0
92,臺北市,1994/01/18,松山,1.9,0.75,3.5,-,25,33,10.98,21.28,-,-,-,14.61,-,-,25.0
93,臺北市,1994/01/18,古亭,1.6,1.08,10.0,-,27,46,20.55,24.6,0.84,0.1,0.75,15.04,-,-,27.0
94,臺北市,1994/01/18,中山,1.3,0.89,9.4,-,36,41,15.75,24.89,2.11,0.2,1.91,15.57,-,-,36.0
95,臺北市,1994/01/18,大同,7.7,4.61,-,-,99,246,206.83,52.98,4.68,2.52,2.15,16.24,-,-,75.0
96,臺北市,1994/01/18,萬華,1.4,1.03,10.9,-,32,34,10.05,23.31,-,-,-,15.36,-,-,32.0
97,臺北市,1994/01/18,陽明,0.2,0.27,31.3,-,-,2,0.06,1.0,-,-,-,7.95,-,100.0,28.0
98,臺北市,1994/01/18,士林,0.9,0.61,15.5,-,29,19,5.0,11.97,-,-,-,16.1,-,-,29.0
99,臺北市,1994/01/17,松山,11.0,3.52,8.7,-,150,151,61.79,63.91,-,-,-,19.58,-,-,100.0
100,臺北市,1994/01/17,古亭,8.3,2.12,11.5,-,84,93,43.4,47.82,3.09,0.89,2.19,20.29,-,-,67.0
101,臺北市,1994/01/17,中山,8.5,2.53,9.3,-,110,105,70.53,48.57,3.61,1.11,2.55,20.07,-,-,80.0
102,臺北市,1994/01/17,大同,11.4,6.73,-,-,232,277,198.83,67.39,6.41,3.66,2.97,20.37,-,-,141.0
103,臺北市,1994/01/17,萬華,6.9,1.92,13.9,-,64,65,22.44,41.79,-,-,-,20.07,-,-,57.0
104,臺北市,1994/01/17,陽明,3.5,0.37,41.1,-,-,4,0.05,3.11,-,-,-,15.63,-,84.0,43.0
105,臺北市,1994/01/17,士林,5.7,2.27,12.8,-,102,93,47.81,41.85,-,-,-,19.71,-,-,76.0
106,臺北市,1994/01/16,松山,14.9,3.7,6.7,-,146,204,126.35,68.44,-,-,-,17.39,-,-,98.0
107,臺北市,1994/01/16,古亭,6.1,3.27,7.4,-,114,170,109.41,58.74,4.89,1.27,3.46,17.95,-,-,82.0
108,臺北市,1994/01/16,中山,12.6,4.18,6.5,-,150,-,-,68.71,4.85,1.74,3.1,17.85,-,-,100.0
109,臺北市,1994/01/16,大同,11.1,6.58,-,-,254,315,229.0,69.65,7.08,3.41,3.67,17.96,-,-,152.0
110,臺北市,1994/01/16,萬華,9.0,3.07,11.3,-,117,139,86.91,52.63,-,-,-,17.71,-,-,83.0
111,臺北市,1994/01/16,陽明,3.5,0.51,46.2,-,18,6,0.14,6.47,-,-,-,14.56,-,78.0,53.0
112,臺北市,1994/01/16,士林,7.9,3.34,7.2,-,129,179,103.04,53.89,-,-,-,17.32,-,-,90.0
113,臺北市,1994/01/15,松山,8.2,1.47,3.3,-,64,83,50.18,31.9,-,-,-,15.51,-,-,57.0
114,臺北市,1994/01/15,古亭,3.2,1.83,9.3,-,45,96,65.58,29.22,3.38,0.67,2.64,16.07,-,-,45.0
115,臺北市,1994/01/15,中山,7.1,2.22,4.6,-,66,84,50.44,39.22,3.08,0.88,2.21,16.03,-,-,58.0
116,臺北市,1994/01/15,大同,14.7,7.58,-,-,209,309,275.36,63.16,6.55,4.09,2.76,16.64,-,-,146.0
117,臺北市,1994/01/15,萬華,2.5,1.59,8.6,-,32,65,35.77,28.71,-,-,-,15.92,-,-,32.0
118,臺北市,1994/01/15,陽明,4.2,0.21,33.1,-,-,4,0.38,3.0,-,-,-,8.77,-,90.0,31.0
119,臺北市,1994/01/15,士林,4.0,1.24,13.2,-,35,60,28.66,22.44,-,-,-,16.13,-,-,35.0
120,臺北市,1994/01/14,松山,4.9,0.98,-,-,52,48,17.43,29.9,-,-,-,12.05,-,-,51.0
121,臺北市,1994/01/14,古亭,3.6,1.5,7.9,-,42,77,41.25,34.29,2.88,0.51,2.39,12.09,-,-,42.0
122,臺北市,1994/01/14,中山,4.1,1.29,7.5,-,48,70,31.3,38.48,2.38,0.36,2.03,12.27,-,-,48.0
123,臺北市,1994/01/14,大同,11.0,6.06,-,-,172,310,249.07,69.48,3.42,1.96,1.55,12.74,-,-,111.0
124,臺北市,1994/01/14,萬華,2.7,1.17,8.8,-,39,49,15.45,32.67,-,-,-,12.0,-,-,39.0
125,臺北市,1994/01/14,陽明,0.7,0.29,40.0,-,13,2,0.08,-,-,-,-,4.87,-,99.0,35.0
126,臺北市,1994/01/14,士林,2.1,0.69,18.1,-,36,27,5.31,19.01,-,-,-,12.06,-,-,36.0
127,臺北市,1994/01/13,松山,4.7,1.17,-,-,44,52,18.61,33.08,-,-,-,15.26,-,-,44.0
128,臺北市,1994/01/13,古亭,4.2,1.66,5.7,-,54,80,43.16,36.11,2.19,0.45,1.75,15.46,-,-,52.0
129,臺北市,1994/01/13,中山,4.2,1.61,5.2,-,49,81,41.41,38.75,2.65,0.52,2.13,15.38,-,-,49.0
130,臺北市,1994/01/13,大同,6.9,3.56,-,-,86,180,126.73,45.07,3.73,1.73,1.99,15.34,-,-,68.0
131,臺北市,1994/01/13,萬華,3.4,1.05,6.4,-,40,46,13.8,32.14,-,-,-,14.73,-,-,40.0
132,臺北市,1994/01/13,陽明,0.3,0.26,38.0,-,-,2,0.25,-,-,-,-,8.66,-,99.0,34.0
133,臺北市,1994/01/13,士林,1.8,0.89,11.2,-,34,40,15.82,20.69,-,-,-,15.03,-,-,34.0
134,臺北市,1994/01/12,松山,9.5,1.35,-,-,67,62,26.61,34.71,-,-,-,20.59,-,-,59.0
135,臺北市,1994/01/12,古亭,7.4,1.85,8.5,-,60,91,51.21,38.5,2.26,0.62,1.64,21.01,-,-,55.0
136,臺北市,1994/01/12,中山,5.4,1.5,8.3,-,63,68,29.68,38.21,2.57,0.51,2.07,20.86,-,-,57.0
137,臺北市,1994/01/12,大同,15.1,5.56,-,-,135,212,164.24,46.21,4.95,3.13,1.84,21.37,-,-,114.0
138,臺北市,1994/01/12,萬華,6.6,1.37,9.5,-,55,55,21.06,33.55,-,-,-,20.74,-,-,52.0
139,臺北市,1994/01/12,陽明,3.4,0.33,38.3,-,19,7,0.06,5.92,-,-,-,14.11,-,87.0,57.0
140,臺北市,1994/01/12,士林,3.6,0.88,16.7,-,49,37,13.01,21.01,-,-,-,20.8,-,-,49.0
141,臺北市,1994/01/11,松山,9.0,1.02,10.6,-,61,53,18.31,34.09,-,-,-,18.53,-,-,56.0
142,臺北市,1994/01/11,古亭,4.6,1.09,13.5,-,46,48,17.22,29.76,1.93,0.29,1.63,19.04,-,-,46.0
143,臺北市,1994/01/11,中山,7.4,1.15,9.9,-,58,59,23.1,35.57,2.14,0.26,1.89,18.98,-,-,54.0
144,臺北市,1994/01/11,大同,15.2,5.5,-,-,139,255,207.87,49.18,4.44,2.61,1.82,19.55,-,-,95.0
145,臺北市,1994/01/11,萬華,4.8,1.11,12.7,-,35,39,9.89,29.13,-,-,-,19.08,-,-,35.0
146,臺北市,1994/01/11,陽明,0.4,0.25,40.6,-,12,2,0.09,-,-,-,-,11.08,-,92.0,37.0
147,臺北市,1994/01/11,士林,4.3,0.77,-,-,53,29,12.44,13.42,-,-,-,18.69,-,-,51.0
148,臺北市,1994/01/10,松山,10.9,1.36,8.1,-,79,60,26.07,33.6,-,-,-,18.75,-,-,65.0
149,臺北市,1994/01/10,古亭,8.3,1.6,8.8,-,70,73,33.11,35.12,2.44,0.43,1.96,19.4,-,-,61.0
150,臺北市,1994/01/10,中山,7.4,1.88,5.5,-,85,91,51.66,39.08,2.78,0.58,2.2,19.22,-,-,68.0
151,臺北市,1994/01/10,大同,15.1,7.07,-,-,193,305,256.62,50.76,5.68,3.3,2.38,19.66,-,-,120.0
152,臺北市,1994/01/10,萬華,5.9,1.66,8.0,-,65,59,18.34,34.52,-,-,-,19.38,-,-,56.0
153,臺北市,1994/01/10,陽明,0.2,0.43,39.4,-,14,2,0.03,-,-,-,-,12.87,-,92.0,35.0
154,臺北市,1994/01/10,士林,3.5,2.0,-,-,110,89,61.51,26.48,-,-,-,18.34,-,-,80.0
155,臺北市,1994/01/09,松山,3.8,1.21,8.8,-,54,49,18.4,30.77,-,-,-,17.94,-,-,52.0
156,臺北市,1994/01/09,古亭,2.0,1.37,10.7,-,43,52,20.97,29.92,2.25,0.22,2.03,18.43,-,-,43.0
157,臺北市,1994/01/09,中山,4.5,1.66,3.9,-,61,78,39.48,39.48,2.57,0.42,2.15,18.44,-,-,56.0
158,臺北市,1994/01/09,大同,11.8,5.79,-,-,148,280,233.95,47.93,4.85,2.82,2.03,18.98,-,-,99.0
159,臺北市,1994/01/09,萬華,2.2,1.47,7.2,-,45,48,15.65,32.53,-,-,-,18.32,-,-,45.0
160,臺北市,1994/01/09,陽明,0.1,0.54,39.2,-,-,2,0.04,-,-,-,-,12.37,-,100.0,36.0
161,臺北市,1994/01/09,士林,2.3,1.27,6.6,-,61,55,24.29,29.02,-,-,-,18.26,-,-,55.0
162,臺北市,1994/01/08,松山,7.4,1.65,2.1,-,109,78,37.86,39.87,-,-,-,18.0,-,-,79.0
163,臺北市,1994/01/08,古亭,4.4,2.01,4.4,-,118,86,41.01,41.68,2.88,0.66,2.22,18.15,-,-,85.0
164,臺北市,1994/01/08,中山,6.1,1.74,3.2,-,114,82,40.93,40.25,2.82,0.65,2.17,18.0,-,-,82.0
165,臺北市,1994/01/08,大同,13.8,5.2,-,-,184,217,173.01,45.3,5.68,3.54,2.04,18.36,-,-,116.0
166,臺北市,1994/01/08,萬華,5.9,1.63,4.6,-,96,60,23.59,36.44,-,-,-,17.86,-,-,73.0
167,臺北市,1994/01/08,陽明,0.6,0.42,30.9,-,-,6,0.2,-,-,-,-,12.77,-,100.0,33.0
168,臺北市,1994/01/08,士林,3.3,1.37,6.6,-,115,59,28.54,29.29,-,-,-,17.8,-,-,82.0
169,臺北市,1994/01/07,松山,9.0,1.55,8.1,-,41,69,33.65,34.85,-,-,-,18.23,-,-,41.0
170,臺北市,1994/01/07,古亭,-,1.88,-,-,55,78,40.14,36.68,2.03,0.65,-,18.56,-,-,53.0
171,臺北市,1994/01/07,中山,8.6,1.9,8.5,-,51,75,41.47,33.31,2.95,0.84,2.28,18.89,-,-,50.0
172,臺北市,1994/01/07,大同,17.0,7.04,-,-,139,307,257.2,52.11,-,-,-,19.59,-,-,127.0
173,臺北市,1994/01/07,萬華,8.0,1.71,8.2,-,43,62,27.85,33.39,-,-,-,18.64,-,-,43.0
174,臺北市,1994/01/07,陽明,0.6,0.42,40.5,-,-,3,0.63,-,-,-,-,13.28,-,100.0,36.0
175,臺北市,1994/01/07,士林,3.6,1.01,22.6,-,35,34,13.05,15.89,-,-,-,20.09,-,-,35.0
176,臺北市,1994/01/06,松山,10.4,2.11,4.7,-,124,119,67.79,38.06,-,-,-,18.16,-,-,87.0
177,臺北市,1994/01/06,古亭,-,2.4,-,-,93,127,87.86,37.56,3.77,0.75,3.12,18.58,-,-,71.0
178,臺北市,1994/01/06,中山,10.9,2.91,3.9,-,125,119,96.51,44.66,3.71,1.2,2.51,18.86,-,-,87.0
179,臺北市,1994/01/06,大同,14.7,7.28,-,-,219,341,286.65,56.39,-,-,-,19.26,-,-,135.0
180,臺北市,1994/01/06,萬華,6.1,2.47,3.9,-,86,97,41.89,41.26,-,-,-,18.71,-,-,68.0
181,臺北市,1994/01/06,陽明,1.4,0.59,43.4,-,-,3,0.03,-,-,-,-,14.29,-,93.0,46.0
182,臺北市,1994/01/06,士林,6.8,1.75,10.8,-,107,76,40.81,32.84,-,-,-,18.8,-,-,79.0
183,臺北市,1994/01/05,松山,13.7,2.07,7.0,-,128,104,51.19,50.09,-,-,-,20.18,-,-,89.0
184,臺北市,1994/01/05,古亭,3.1,2.75,-,-,130,132,74.46,49.94,2.87,0.87,2.01,20.52,-,-,90.0
185,臺北市,1994/01/05,中山,12.2,2.8,7.1,-,126,115,65.17,61.32,3.53,1.08,2.45,20.65,-,-,88.0
186,臺北市,1994/01/05,大同,15.7,5.1,-,-,212,229,169.83,59.31,5.49,3.17,2.32,20.51,-,-,131.0
187,臺北市,1994/01/05,萬華,13.1,1.84,10.6,-,114,72,29.05,42.85,-,-,-,20.29,-,-,82.0
188,臺北市,1994/01/05,陽明,3.8,0.44,49.4,-,27,5,0.17,4.51,-,-,-,15.94,-,81.0,64.0
189,臺北市,1994/01/05,士林,7.5,2.06,17.1,-,133,95,53.12,41.58,-,-,-,20.21,-,-,91.0
190,臺北市,1994/01/04,松山,11.3,1.27,10.9,-,108,56,16.07,39.3,-,-,-,19.25,-,-,79.0
191,臺北市,1994/01/04,古亭,2.6,1.37,5.2,-,98,59,17.49,40.29,2.07,0.33,1.75,19.47,-,-,74.0
192,臺北市,1994/01/04,中山,11.4,1.45,12.5,-,97,66,24.57,40.87,2.21,0.24,1.97,19.76,-,-,73.0
193,臺北市,1994/01/04,大同,18.8,6.26,-,-,190,292,234.57,58.94,4.77,2.95,1.82,20.23,-,-,120.0
194,臺北市,1994/01/04,萬華,6.8,1.41,14.0,-,77,46,10.5,35.27,-,-,-,19.5,-,-,63.0
195,臺北市,1994/01/04,陽明,6.6,0.48,45.0,-,42,5,0.43,4.3,-,-,-,11.85,-,94.0,43.0
196,臺北市,1994/01/04,士林,8.1,0.75,30.9,-,91,20,2.63,15.87,-,-,-,19.85,-,-,70.0
197,臺北市,1994/01/03,松山,14.0,1.36,4.4,-,90,77,31.55,45.58,-,-,-,19.32,-,-,70.0
198,臺北市,1994/01/03,古亭,3.8,1.58,2.7,-,89,89,45.06,42.94,2.65,0.59,2.05,19.66,-,-,70.0
199,臺北市,1994/01/03,中山,9.9,1.45,4.9,-,86,81,36.81,43.7,2.62,0.4,2.22,19.57,-,-,68.0
200,臺北市,1994/01/03,大同,12.5,4.16,-,-,142,196,152.57,44.7,3.95,1.98,1.97,19.58,-,-,96.0
201,臺北市,1994/01/03,萬華,11.7,1.44,5.0,-,70,65,24.58,40.23,-,-,-,19.35,-,-,60.0
202,臺北市,1994/01/03,陽明,0.9,0.36,42.9,-,19,3,0.16,1.59,-,-,-,14.23,-,74.0,41.0
203,臺北市,1994/01/03,士林,4.4,0.97,11.9,-,83,45,17.38,26.36,-,-,-,19.05,-,-,67.0
204,臺北市,1994/01/02,松山,12.8,1.36,9.1,-,68,75,32.73,41.42,-,-,-,19.6,-,-,59.0
205,臺北市,1994/01/02,古亭,3.3,1.48,3.7,-,60,84,40.85,41.8,2.67,0.54,2.15,19.77,-,-,55.0
206,臺北市,1994/01/02,中山,12.4,1.64,6.1,-,64,96,49.88,45.88,2.9,0.54,2.36,19.85,-,-,57.0
207,臺北市,1994/01/02,大同,13.0,3.03,-,-,105,153,109.67,42.66,3.73,1.51,2.22,19.28,-,-,77.0
208,臺北市,1994/01/02,萬華,10.1,1.18,8.8,-,43,55,17.88,36.65,-,-,-,19.33,-,-,43.0
209,臺北市,1994/01/02,陽明,3.3,0.36,37.0,-,-,6,0.43,5.13,-,-,-,14.04,-,83.0,39.0
210,臺北市,1994/01/02,士林,8.2,1.26,9.4,-,76,78,44.92,30.85,-,-,-,18.78,-,-,63.0
211,臺北市,1994/01/01,松山,6.8,0.94,7.5,-,40,53,23.53,28.82,-,-,-,14.64,-,-,40.0
