序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1995/03/31,松山,3.7,0.91,17.9,-,38,50,11.83,38.21,-,-,-,15.8,-,-,38.0
2,臺北市,1995/03/31,古亭,1.8,1.01,20.6,-,41,48,12.93,34.81,2.09,0.39,1.71,15.97,-,-,41.0
3,臺北市,1995/03/31,中山,3.4,1.57,32.7,-,40,68,24.04,44.42,2.72,0.55,2.17,16.18,-,-,41.0
4,臺北市,1995/03/31,大同,11.1,5.68,-,-,75,268,200.88,66.98,5.21,2.81,2.39,16.72,-,-,91.0
5,臺北市,1995/03/31,萬華,2.5,1.21,18.1,-,33,44,6.77,37.46,-,-,-,16.01,-,-,33.0
6,臺北市,1995/03/31,陽明,0.1,0.21,53.9,-,11,1,0.01,1.36,-,-,-,10.47,-,100.0,51.0
7,臺北市,1995/03/31,士林,1.9,0.79,22.5,-,39,40,5.6,34.44,-,-,-,16.21,-,-,40.0
8,臺北市,1995/03/30,松山,6.7,1.45,6.8,-,65,77,33.02,43.9,-,-,-,17.45,-,-,58.0
9,臺北市,1995/03/30,古亭,7.9,1.66,5.6,-,61,80,34.29,46.12,2.58,0.73,1.84,17.68,-,-,55.0
10,臺北市,1995/03/30,中山,4.9,1.59,14.2,-,54,72,28.66,43.28,2.97,0.64,2.33,17.32,-,-,52.0
11,臺北市,1995/03/30,大同,7.0,3.68,-,-,71,175,121.18,53.97,4.23,1.7,2.53,17.5,-,-,67.0
12,臺北市,1995/03/30,萬華,7.9,1.51,3.8,-,64,68,23.41,44.66,-,-,-,17.38,-,-,57.0
13,臺北市,1995/03/30,陽明,0.7,0.29,38.1,-,11,3,0.06,3.4,-,-,-,14.76,-,100.0,38.0
14,臺北市,1995/03/30,士林,2.3,1.04,9.2,-,60,57,15.21,41.6,-,-,-,17.1,-,-,55.0
15,臺北市,1995/03/29,松山,18.5,1.66,13.4,-,129,90,36.3,54.06,-,-,-,20.52,-,-,89.0
16,臺北市,1995/03/29,古亭,16.5,1.84,14.2,-,137,88,35.26,52.6,3.21,0.98,2.23,21.09,-,-,93.0
17,臺北市,1995/03/29,中山,15.0,1.74,13.0,-,140,73,29.83,42.91,3.27,0.79,2.48,19.92,-,-,95.0
18,臺北市,1995/03/29,大同,10.3,2.68,-,-,135,129,77.53,51.56,4.02,1.31,2.71,20.54,-,-,93.0
19,臺北市,1995/03/29,萬華,17.2,1.66,12.6,-,143,74,25.93,47.71,-,-,-,20.23,-,-,96.0
20,臺北市,1995/03/29,陽明,3.0,0.42,51.7,-,37,7,0.04,6.81,-,-,-,17.37,-,91.0,69.0
21,臺北市,1995/03/29,士林,7.7,0.93,18.1,-,106,46,9.66,36.6,-,-,-,19.27,-,-,78.0
22,臺北市,1995/03/28,松山,3.2,1.18,16.9,-,38,57,23.72,33.61,-,-,-,21.29,-,-,38.0
