序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1996/01/31,松山,7.8,1.19,8.7,-,40,63,24.83,38.36,-,-,-,16.27,-,-,40.0
2,臺北市,1996/01/31,古亭,4.4,1.44,11.5,-,31,-,-,-,-,-,-,16.6,-,-,31.0
3,臺北市,1996/01/31,中山,7.4,1.47,9.1,-,33,72,32.68,39.64,2.68,0.54,2.14,16.63,-,-,33.0
4,臺北市,1996/01/31,大同,10.8,4.27,-,-,44,219,162.75,56.44,4.33,2.07,2.26,16.95,-,-,64.0
5,臺北市,1996/01/31,萬華,5.1,1.12,11.2,-,29,52,13.59,37.94,-,-,-,16.28,-,-,29.0
6,臺北市,1996/01/31,陽明,1.3,0.21,43.5,-,-,1,2.1,0.29,-,-,-,10.05,-,97.0,38.0
7,臺北市,1996/01/31,士林,8.4,0.48,20.3,-,28,23,4.42,18.72,-,-,-,17.24,-,-,28.0
8,臺北市,1996/01/30,松山,8.1,0.84,16.6,-,59,46,12.36,33.24,-,-,-,14.79,-,-,54.0
9,臺北市,1996/01/30,古亭,3.9,0.66,22.3,-,54,-,-,-,-,-,-,14.95,-,-,52.0
10,臺北市,1996/01/30,中山,4.9,1.04,20.3,-,51,50,18.19,31.61,2.52,0.34,2.19,15.02,-,-,51.0
11,臺北市,1996/01/30,大同,11.8,4.82,-,-,62,-,-,-,4.75,2.52,2.22,15.55,-,-,80.0
12,臺北市,1996/01/30,萬華,5.0,0.89,21.4,-,50,36,5.96,30.22,-,-,-,14.93,-,-,50.0
13,臺北市,1996/01/30,陽明,0.6,0.24,47.3,-,17,1,0.0,0.87,-,-,-,6.91,-,95.0,46.0
14,臺北市,1996/01/30,士林,2.2,0.37,34.6,-,43,11,2.53,8.64,-,-,-,15.26,-,-,43.0
15,臺北市,1996/01/29,松山,6.8,0.86,19.8,-,66,39,7.12,31.92,-,-,-,13.6,-,-,58.0
16,臺北市,1996/01/29,古亭,7.8,0.81,20.2,-,74,46,13.2,32.87,-,-,-,13.81,-,-,62.0
17,臺北市,1996/01/29,中山,3.9,1.09,21.1,-,63,41,10.65,30.76,-,-,-,13.96,-,-,57.0
18,臺北市,1996/01/29,大同,12.1,5.19,-,-,77,-,-,-,4.66,2.46,2.2,14.61,-,-,78.0
19,臺北市,1996/01/29,萬華,4.9,1.01,22.6,-,60,35,4.36,30.96,-,-,-,13.82,-,-,55.0
20,臺北市,1996/01/29,陽明,2.3,0.32,50.2,-,20,2,0.01,1.76,-,-,-,6.05,-,97.0,46.0
21,臺北市,1996/01/29,士林,3.2,0.52,32.2,-,53,17,3.59,12.91,-,-,-,14.27,-,-,52.0
22,臺北市,1996/01/28,松山,3.8,0.73,14.5,-,21,36,8.27,27.28,-,-,-,13.55,-,-,21.0
23,臺北市,1996/01/28,古亭,2.8,0.63,17.1,-,26,40,13.52,26.73,-,-,-,13.9,-,-,26.0
24,臺北市,1996/01/28,中山,2.7,1.09,11.8,-,19,55,20.92,33.87,2.35,0.28,2.07,14.39,-,-,19.0
25,臺北市,1996/01/28,大同,9.6,4.96,-,-,47,305,246.5,58.27,4.45,2.14,2.31,15.16,-,-,73.0
26,臺北市,1996/01/28,萬華,2.6,1.01,16.8,-,18,34,5.74,28.04,-,-,-,14.06,-,-,19.0
27,臺北市,1996/01/28,陽明,0.4,0.25,40.2,-,11,1,0.15,0.69,-,-,-,7.42,-,99.0,36.0
28,臺北市,1996/01/28,士林,0.6,0.49,22.1,-,24,21,4.82,15.99,-,-,-,15.09,-,-,25.0
29,臺北市,1996/01/27,松山,4.5,0.86,10.3,-,21,47,14.78,32.28,-,-,-,12.65,-,-,21.0
30,臺北市,1996/01/27,古亭,4.4,0.9,12.3,-,25,53,21.92,31.57,-,-,-,12.9,-,-,25.0
31,臺北市,1996/01/27,中山,3.0,1.33,8.3,-,23,71,32.86,38.27,2.54,0.43,2.1,13.2,-,-,23.0
32,臺北市,1996/01/27,大同,10.7,6.22,-,-,55,354,291.96,61.93,5.21,2.93,2.28,13.85,-,-,91.0
33,臺北市,1996/01/27,萬華,3.0,1.06,12.5,-,16,43,9.81,33.37,-,-,-,12.99,-,-,22.0
34,臺北市,1996/01/27,陽明,0.3,0.19,40.6,-,11,0,0.15,0.27,-,-,-,6.67,-,100.0,36.0
35,臺北市,1996/01/27,士林,0.8,0.56,19.2,-,20,23,6.21,16.52,-,-,-,13.7,-,-,29.0
36,臺北市,1996/01/26,松山,5.5,0.8,13.7,-,30,46,15.11,30.68,-,-,-,12.3,-,-,30.0
37,臺北市,1996/01/26,古亭,3.9,0.68,18.1,-,21,39,13.06,25.72,-,-,-,12.65,-,-,25.0
38,臺北市,1996/01/26,中山,3.8,1.1,14.3,-,26,57,24.14,33.18,2.39,0.37,2.02,12.97,-,-,26.0
39,臺北市,1996/01/26,大同,11.4,5.1,-,-,53,299,240.47,58.38,4.5,2.31,2.2,13.67,-,-,77.0
40,臺北市,1996/01/26,萬華,3.7,0.88,16.4,-,19,38,6.83,30.75,-,-,-,12.8,-,-,24.0
41,臺北市,1996/01/26,陽明,0.2,0.23,42.6,-,10,0,0.0,0.35,-,-,-,5.58,-,100.0,37.0
42,臺北市,1996/01/26,士林,0.4,0.37,29.6,-,16,13,2.6,10.63,-,-,-,13.61,-,-,31.0
43,臺北市,1996/01/25,松山,4.8,1.39,7.5,-,-,69,30.18,38.6,-,-,-,15.35,-,-,22.0
44,臺北市,1996/01/25,古亭,4.9,1.51,8.0,-,49,81,44.09,36.76,-,-,-,15.12,-,-,49.0
45,臺北市,1996/01/25,中山,6.2,1.71,8.3,-,52,87,45.97,41.23,3.12,0.72,2.39,15.47,-,-,51.0
46,臺北市,1996/01/25,大同,10.3,4.43,-,-,60,206,156.97,48.96,4.73,2.08,2.65,15.46,-,-,73.0
47,臺北市,1996/01/25,萬華,7.3,1.33,8.5,-,48,64,24.07,39.71,-,-,-,14.94,-,-,48.0
48,臺北市,1996/01/25,陽明,0.9,0.31,43.5,-,13,2,0.02,1.95,-,-,-,9.43,-,94.0,42.0
49,臺北市,1996/01/25,士林,3.6,0.98,13.0,-,41,44,20.04,24.31,-,-,-,15.63,-,-,41.0
50,臺北市,1996/01/24,松山,4.3,1.11,12.1,-,-,54,21.24,33.07,-,-,-,16.1,-,-,33.0
51,臺北市,1996/01/24,古亭,2.5,1.03,16.8,-,35,58,26.81,30.79,-,-,-,17.01,-,-,35.0
52,臺北市,1996/01/24,中山,5.8,1.26,13.2,-,41,64,26.57,37.63,2.46,0.4,2.06,16.97,-,-,41.0
53,臺北市,1996/01/24,大同,16.0,5.74,-,-,74,303,242.4,61.07,4.98,2.71,2.27,17.51,-,-,97.0
54,臺北市,1996/01/24,萬華,2.9,1.32,15.7,-,37,53,16.9,36.35,-,-,-,16.94,-,-,37.0
55,臺北市,1996/01/24,陽明,2.3,0.23,43.2,-,13,3,0.17,2.41,-,-,-,9.45,-,93.0,39.0
56,臺北市,1996/01/24,士林,5.5,0.47,28.0,-,32,15,2.74,11.81,-,-,-,17.57,-,-,32.0
57,臺北市,1996/01/23,松山,4.2,1.07,7.8,-,32,45,13.4,32.03,-,-,-,14.49,-,-,32.0
58,臺北市,1996/01/23,古亭,3.7,1.1,10.5,-,32,50,20.66,29.76,-,-,-,14.55,-,-,32.0
59,臺北市,1996/01/23,中山,3.3,1.49,8.7,-,35,63,27.02,36.29,2.6,0.41,2.19,14.72,-,-,35.0
60,臺北市,1996/01/23,大同,13.3,5.58,-,-,74,278,220.75,57.65,4.45,2.22,2.23,15.33,-,-,87.0
61,臺北市,1996/01/23,萬華,3.6,1.26,9.0,-,34,45,11.13,34.19,-,-,-,14.56,-,-,34.0
62,臺北市,1996/01/23,陽明,0.5,0.39,36.2,-,10,2,0.04,1.5,-,-,-,8.17,-,99.0,37.0
63,臺北市,1996/01/23,士林,1.4,0.8,14.8,-,28,23,5.51,17.54,-,-,-,15.07,-,-,29.0
64,臺北市,1996/01/22,松山,6.7,1.56,5.2,-,62,78,41.2,36.35,-,-,-,16.45,-,-,56.0
65,臺北市,1996/01/22,古亭,7.5,1.59,5.8,-,63,79,47.97,31.37,2.5,0.44,2.06,16.27,-,-,56.0
66,臺北市,1996/01/22,中山,7.6,1.81,4.5,-,63,79,41.18,37.74,3.27,0.77,2.51,16.69,-,-,56.0
67,臺北市,1996/01/22,大同,14.4,5.39,-,-,105,250,199.52,50.35,5.11,2.62,2.5,17.16,-,-,89.0
68,臺北市,1996/01/22,萬華,8.4,1.5,5.3,-,57,63,26.03,36.65,-,-,-,16.51,-,-,54.0
69,臺北市,1996/01/22,陽明,0.3,-,34.1,-,11,-,-,-,-,-,-,12.18,-,93.0,32.0
70,臺北市,1996/01/22,士林,4.5,1.18,-,-,52,-,-,-,-,-,-,16.98,-,-,51.0
71,臺北市,1996/01/21,松山,10.2,1.43,3.2,-,53,76,39.97,36.37,-,-,-,16.85,-,-,52.0
72,臺北市,1996/01/21,古亭,10.2,1.41,6.0,-,64,80,43.89,36.35,2.64,0.48,2.16,17.31,-,-,57.0
