序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
520,新北市,1998/10/04,新店,0.7,0.74,17.6,-,26,-,27.39,5.2,22.2,-,-,-,24.41,-,-,27.0,-
521,新北市,1998/10/04,淡水,0.2,0.37,40.6,-,15,-,5.99,0.5,5.5,-,-,-,24.61,-,89.0,41.0,-
522,新北市,1998/10/04,汐止,1.5,0.45,23.4,-,32,-,18.61,2.51,16.1,-,-,-,24.45,-,-,32.0,-
523,新北市,1998/10/04,土城,1.0,1.06,11.2,-,28,-,43.26,14.59,28.67,-,-,-,24.72,-,-,28.0,-
524,新北市,1998/10/04,林口,0.1,0.1,36.2,-,14,-,-,-,-,-,-,-,22.77,-,-,40.0,-
525,新北市,1998/10/04,萬里,0.2,0.2,49.2,-,78,-,1.02,0.08,0.94,1.941,0.01,1.93,26.86,-,-,64.0,-
526,新北市,1998/10/03,板橋,3.0,1.12,10.5,-,26,-,51.43,15.0,36.43,2.499,0.57,1.92,25.68,-,-,26.0,-
527,新北市,1998/10/03,三重,2.0,2.21,-,-,45,27,105.24,65.64,39.6,-,-,-,25.69,-,-,45.0,-
528,新北市,1998/10/03,菜寮,1.4,0.95,20.2,-,56,-,32.0,5.79,26.21,-,-,-,25.78,-,-,53.0,-
529,新北市,1998/10/03,永和,3.5,1.67,-,-,36,-,62.21,34.89,27.32,2.826,0.76,2.07,28.15,-,-,36.0,-
530,新北市,1998/10/03,新莊,2.1,0.84,18.6,-,24,-,32.4,3.8,28.61,2.402,0.4,2.01,24.74,-,-,28.0,-
531,新北市,1998/10/03,新店,0.9,0.64,18.1,-,20,-,26.0,3.76,22.24,-,-,-,24.98,-,-,29.0,-
532,新北市,1998/10/03,淡水,0.1,0.36,40.6,-,21,-,5.13,0.31,4.82,-,-,-,25.73,-,80.0,37.0,-
533,新北市,1998/10/03,汐止,1.3,0.72,17.4,-,32,-,38.12,9.33,28.79,-,-,-,24.44,-,-,32.0,-
534,新北市,1998/10/03,土城,1.2,0.71,15.8,-,19,-,25.71,2.35,23.36,-,-,-,25.52,-,-,22.0,-
535,新北市,1998/10/03,林口,0.9,0.31,25.9,-,16,-,13.46,1.32,12.14,-,-,-,23.17,-,-,33.0,-
536,新北市,1998/10/03,萬里,0.1,0.11,52.0,-,46,-,1.39,0.08,1.31,1.796,0.01,1.78,27.52,-,-,48.0,-
537,新北市,1998/10/02,板橋,5.2,0.89,24.7,-,78,-,41.56,7.98,33.58,2.42,0.47,1.95,25.81,-,-,64.0,-
538,新北市,1998/10/02,三重,4.6,2.24,-,-,81,52,115.93,66.62,49.32,-,-,-,25.55,-,-,66.0,-
539,新北市,1998/10/02,菜寮,4.2,1.1,25.0,-,83,-,44.26,12.34,31.91,-,-,-,25.35,-,-,67.0,-
540,新北市,1998/10/02,永和,3.5,1.45,-,-,61,-,54.13,24.8,29.33,2.664,0.59,2.08,27.89,-,-,56.0,-
541,新北市,1998/10/02,新莊,4.8,0.87,27.5,-,54,-,35.26,4.92,30.33,2.607,0.43,2.18,24.44,-,-,59.0,-
542,新北市,1998/10/02,新店,2.1,0.53,38.9,-,51,-,17.23,1.19,16.04,-,-,-,25.05,-,-,61.0,-
543,新北市,1998/10/02,淡水,2.7,0.68,33.2,-,89,-,27.57,6.11,21.46,-,-,-,25.28,-,72.0,70.0,-
544,新北市,1998/10/02,汐止,5.0,1.0,16.0,-,69,-,68.42,32.52,35.9,-,-,-,23.77,-,-,59.0,-
545,新北市,1998/10/02,土城,2.6,0.8,26.3,-,64,-,36.76,7.74,29.02,-,-,-,26.19,-,-,57.0,-
546,新北市,1998/10/02,林口,4.3,0.45,34.7,-,51,-,25.15,1.85,23.3,-,-,-,23.16,-,-,57.0,-
547,新北市,1998/10/02,萬里,1.2,0.26,53.8,-,59,-,3.82,0.14,3.67,1.896,0.04,1.86,25.77,-,-,79.0,-
548,新北市,1998/10/01,板橋,5.9,1.02,18.7,-,58,-,47.82,11.36,36.46,2.608,0.62,1.98,25.78,-,-,54.0,-
549,新北市,1998/10/01,三重,5.1,2.39,-,-,61,50,138.08,87.34,50.74,-,-,-,25.41,-,-,55.0,-
550,新北市,1998/10/01,菜寮,3.7,1.29,22.7,-,72,-,51.39,15.31,36.08,-,-,-,25.5,-,-,61.0,-
551,新北市,1998/10/01,永和,3.6,1.54,-,-,56,-,59.25,27.22,32.03,2.744,0.65,2.1,27.69,-,-,53.0,-
552,新北市,1998/10/01,新莊,4.1,0.99,26.6,-,51,-,43.12,9.96,33.57,2.704,0.49,2.22,24.46,-,-,50.0,-
553,新北市,1998/10/01,新店,3.4,0.54,27.4,-,38,-,25.99,3.43,22.56,-,-,-,24.73,-,-,49.0,-
554,新北市,1998/10/01,淡水,3.3,0.93,27.4,-,59,-,34.56,6.34,28.21,-,-,-,24.97,-,73.0,54.0,-
555,新北市,1998/10/01,汐止,3.2,0.95,16.6,-,45,-,68.75,35.0,33.75,-,-,-,23.17,-,-,45.0,-
556,新北市,1998/10/01,土城,5.0,1.14,-,-,49,-,45.31,12.99,32.32,-,-,-,27.37,-,-,49.0,-
557,新北市,1998/10/01,林口,3.7,0.47,28.1,-,32,-,27.94,2.57,25.37,-,-,-,22.83,-,-,45.0,-
558,新北市,1998/10/01,萬里,0.7,0.29,47.8,-,54,-,5.12,0.31,4.81,1.927,0.02,1.91,24.87,-,-,65.0,-
559,臺中市,1998/10/31,西屯,2.7,0.55,22.6,-,61,-,24.08,5.83,18.25,2.556,0.28,2.28,26.34,-,-,55.0,-
560,臺中市,1998/10/31,忠明,4.1,0.96,21.7,-,51,73,51.46,18.26,33.2,-,-,-,26.38,-,-,57.0,-
561,臺中市,1998/10/31,豐原,3.1,0.95,21.1,-,64,-,38.61,11.59,27.02,-,-,-,25.33,-,-,57.0,-
562,臺中市,1998/10/31,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
563,臺中市,1998/10/31,大里,3.3,1.03,26.3,-,72,-,47.05,12.73,34.32,-,-,-,26.43,-,-,76.0,-
564,臺中市,1998/10/30,西屯,2.5,0.59,18.5,-,61,-,29.01,7.56,21.44,2.668,0.33,2.34,25.63,-,-,55.0,-
565,臺中市,1998/10/30,忠明,3.0,1.11,-,-,47,69,59.25,23.71,35.54,-,-,-,25.36,-,-,47.0,-
566,臺中市,1998/10/30,豐原,3.6,0.95,19.6,-,58,-,38.98,10.43,28.56,-,-,-,24.76,-,-,54.0,-
567,臺中市,1998/10/30,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
568,臺中市,1998/10/30,大里,2.9,0.97,22.9,-,67,-,42.85,11.36,31.49,-,-,-,25.82,-,-,69.0,-
569,臺中市,1998/10/29,西屯,2.5,0.63,18.0,-,51,-,30.66,8.59,22.06,2.668,0.31,2.35,25.58,-,-,50.0,-
570,臺中市,1998/10/29,忠明,2.8,1.01,20.7,-,50,72,49.21,16.44,32.77,-,-,-,25.32,-,-,50.0,-
571,臺中市,1998/10/29,豐原,2.6,0.95,20.0,-,62,-,35.96,8.98,26.98,-,-,-,24.49,-,-,56.0,-
572,臺中市,1998/10/29,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
573,臺中市,1998/10/29,大里,2.5,1.05,23.3,-,58,-,45.11,13.54,31.57,-,-,-,25.42,-,-,67.0,-
574,臺中市,1998/10/28,西屯,4.0,0.74,13.7,-,47,-,29.82,12.46,17.35,2.777,0.34,2.44,25.44,-,-,47.0,-
575,臺中市,1998/10/28,忠明,4.2,1.03,10.7,-,36,53,43.53,14.22,29.31,-,-,-,25.46,-,-,36.0,-
576,臺中市,1998/10/28,豐原,5.6,1.02,13.5,-,45,-,33.91,7.15,26.76,-,-,-,24.59,-,-,45.0,-
577,臺中市,1998/10/28,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
578,臺中市,1998/10/28,大里,2.7,0.91,8.9,-,-,-,36.74,15.04,21.7,-,-,-,24.94,-,-,50.0,-
579,臺中市,1998/10/27,西屯,3.6,0.81,5.1,-,46,-,43.9,17.53,26.37,2.97,0.51,2.48,24.95,-,-,46.0,-
580,臺中市,1998/10/27,忠明,4.2,1.47,2.8,-,36,-,72.8,33.48,36.29,-,-,-,24.98,-,-,36.0,-
581,臺中市,1998/10/27,豐原,3.6,1.7,3.7,-,43,-,53.55,26.25,27.31,-,-,-,23.83,-,-,43.0,-
582,臺中市,1998/10/27,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
583,臺中市,1998/10/27,大里,3.3,1.61,3.0,-,-,-,67.41,33.04,34.36,-,-,-,24.76,-,-,43.0,-
584,臺中市,1998/10/26,西屯,1.1,0.53,8.6,-,29,-,27.0,9.85,17.15,2.697,0.25,2.44,25.03,-,-,29.0,-
585,臺中市,1998/10/26,忠明,2.1,1.02,8.4,-,21,-,47.74,21.03,26.71,-,-,-,25.31,-,-,31.0,-
586,臺中市,1998/10/26,豐原,1.9,0.97,7.9,-,27,-,35.8,13.68,22.12,-,-,-,24.09,-,-,27.0,-
587,臺中市,1998/10/26,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
588,臺中市,1998/10/26,大里,2.0,1.07,8.8,-,-,-,46.87,21.69,25.19,-,-,-,25.38,-,-,35.0,-
589,臺中市,1998/10/25,西屯,0.4,0.52,8.4,-,26,-,29.11,11.78,17.33,2.414,0.16,2.25,23.22,-,-,26.0,-
590,臺中市,1998/10/25,忠明,1.6,0.87,2.4,-,22,-,47.01,21.44,25.57,-,-,-,23.67,-,-,22.0,-
591,臺中市,1998/10/25,豐原,1.8,0.85,4.1,-,23,-,37.55,15.99,21.57,-,-,-,22.54,-,-,23.0,-
592,臺中市,1998/10/25,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
593,臺中市,1998/10/25,大里,-,0.99,1.8,-,-,-,46.42,22.09,24.33,-,-,-,23.62,-,-,13.0,-
594,臺中市,1998/10/24,西屯,0.8,0.39,28.3,-,27,-,19.89,2.47,17.42,2.299,0.26,2.03,24.39,-,-,41.0,-
595,臺中市,1998/10/24,忠明,2.2,0.87,11.7,-,27,-,44.71,12.72,31.99,-,-,-,25.1,-,-,27.0,-
596,臺中市,1998/10/24,豐原,2.0,0.87,14.5,-,43,-,34.24,8.83,25.41,-,-,-,23.95,-,-,49.0,-
597,臺中市,1998/10/24,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
598,臺中市,1998/10/24,大里,1.9,1.1,11.3,-,-,-,44.76,11.92,32.85,-,-,-,25.35,-,-,36.0,-
599,臺中市,1998/10/23,西屯,1.2,0.31,42.1,-,22,-,16.28,1.51,14.78,2.184,0.08,2.1,24.61,-,-,64.0,-
600,臺中市,1998/10/23,忠明,1.9,0.62,21.9,-,27,-,29.79,3.27,26.53,-,-,-,25.1,-,-,48.0,-
601,臺中市,1998/10/23,豐原,1.9,0.7,23.4,-,30,-,25.1,3.38,21.72,-,-,-,23.95,-,-,41.0,-
602,臺中市,1998/10/23,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
603,臺中市,1998/10/23,大里,1.6,0.65,22.9,-,-,-,30.09,4.37,25.73,-,-,-,25.6,-,-,55.0,-
604,臺中市,1998/10/22,西屯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
605,臺中市,1998/10/22,忠明,2.3,0.69,16.7,-,31,45,38.89,8.24,30.65,-,-,-,24.3,-,-,55.0,-
606,臺中市,1998/10/22,豐原,1.8,0.73,22.4,-,35,-,26.72,4.33,22.4,-,-,-,23.31,-,-,50.0,-
607,臺中市,1998/10/22,沙鹿,5.5,0.49,21.5,-,31,-,20.16,2.38,17.78,-,-,-,24.25,-,-,35.0,-
608,臺中市,1998/10/22,大里,1.5,0.78,21.3,-,60,-,37.01,7.76,29.25,-,-,-,24.58,-,-,59.0,-
609,臺中市,1998/10/21,西屯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
610,臺中市,1998/10/21,忠明,1.7,0.58,23.7,-,27,-,29.92,2.8,27.12,-,-,-,23.46,-,-,47.0,-
611,臺中市,1998/10/21,豐原,1.8,0.62,28.3,-,29,-,24.01,2.62,21.38,-,-,-,22.27,-,-,44.0,-
612,臺中市,1998/10/21,沙鹿,-,-,-,-,34,-,-,-,-,-,-,-,22.19,-,-,34.0,-
613,臺中市,1998/10/21,大里,2.0,0.74,17.5,-,41,-,34.89,5.33,29.56,-,-,-,23.71,-,-,53.0,-
614,臺中市,1998/10/20,西屯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
615,臺中市,1998/10/20,忠明,2.2,0.69,20.5,-,51,43,40.66,10.41,30.25,-,-,-,23.85,-,-,51.0,-
616,臺中市,1998/10/20,豐原,2.3,0.78,25.3,-,45,-,27.69,4.12,23.57,-,-,-,22.76,-,-,45.0,-
617,臺中市,1998/10/20,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
618,臺中市,1998/10/20,大里,2.3,0.86,24.7,-,62,-,44.44,9.5,34.94,-,-,-,24.22,-,-,69.0,-
619,臺中市,1998/10/19,西屯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
620,臺中市,1998/10/19,忠明,4.0,1.2,27.6,-,98,66,60.46,23.53,36.93,-,-,-,24.36,-,-,74.0,-
621,臺中市,1998/10/19,豐原,4.0,1.1,24.4,-,72,-,40.08,7.05,33.03,-,-,-,23.51,-,-,61.0,-
622,臺中市,1998/10/19,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
623,臺中市,1998/10/19,大里,3.7,1.13,28.0,-,107,-,48.75,9.75,39.0,-,-,-,24.38,-,-,78.0,-
624,臺中市,1998/10/18,西屯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
625,臺中市,1998/10/18,忠明,3.3,0.86,35.8,-,83,59,35.65,5.24,30.41,-,-,-,24.2,-,-,70.0,-
626,臺中市,1998/10/18,豐原,3.0,0.87,36.9,-,66,-,27.51,2.21,25.3,-,-,-,23.27,-,-,66.0,-
627,臺中市,1998/10/18,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
628,臺中市,1998/10/18,大里,3.1,1.04,32.0,-,98,-,44.45,9.59,34.86,-,-,-,24.35,-,-,74.0,-
629,臺中市,1998/10/17,西屯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
630,臺中市,1998/10/17,忠明,2.7,0.86,24.4,-,56,44,39.48,9.42,30.06,-,-,-,24.16,-,-,60.0,-
631,臺中市,1998/10/17,豐原,3.3,0.85,27.1,-,40,-,31.48,5.24,26.25,-,-,-,23.09,-,-,60.0,-
632,臺中市,1998/10/17,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
633,臺中市,1998/10/17,大里,2.2,0.84,24.0,-,52,-,35.85,7.19,28.66,-,-,-,24.05,-,-,57.0,-
634,臺中市,1998/10/16,西屯,1.1,0.45,15.3,-,-,-,16.2,8.5,7.71,2.267,0.1,2.17,3.56,-,-,28.0,-
635,臺中市,1998/10/16,忠明,0.5,0.47,19.7,-,16,11,13.21,1.53,11.67,-,-,-,23.21,-,-,29.0,-
636,臺中市,1998/10/16,豐原,0.8,0.46,24.7,-,18,-,10.25,0.61,9.64,-,-,-,21.84,-,-,32.0,-
637,臺中市,1998/10/16,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
638,臺中市,1998/10/16,大里,0.2,0.53,17.4,-,25,-,14.32,2.21,12.11,-,-,-,23.11,-,-,27.0,-
639,臺中市,1998/10/15,西屯,5.8,0.64,8.0,-,99,-,47.63,20.68,26.94,2.674,0.4,2.27,25.46,-,-,75.0,-
640,臺中市,1998/10/15,忠明,6.1,1.24,3.6,-,134,70,50.18,14.66,35.52,-,-,-,26.37,-,-,92.0,-
641,臺中市,1998/10/15,豐原,4.1,1.04,6.7,-,56,-,34.93,13.33,21.6,-,-,-,25.26,-,-,53.0,-
642,臺中市,1998/10/15,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
643,臺中市,1998/10/15,大里,4.5,1.08,4.9,-,108,-,44.78,14.33,30.45,-,-,-,25.67,-,-,79.0,-
644,臺中市,1998/10/14,西屯,15.5,1.07,43.7,-,214,-,70.72,14.88,55.83,3.335,0.74,2.6,28.51,-,-,144.0,-
645,臺中市,1998/10/14,忠明,15.1,1.64,34.6,-,180,102,75.17,12.71,62.46,-,-,-,28.69,-,-,115.0,-
646,臺中市,1998/10/14,豐原,11.2,1.46,39.6,-,157,-,48.85,4.52,44.33,-,-,-,27.66,-,-,104.0,-
647,臺中市,1998/10/14,沙鹿,10.2,1.29,23.3,-,129,-,-,-,-,-,-,-,27.94,-,-,90.0,-
648,臺中市,1998/10/14,大里,12.6,1.23,37.5,-,144,-,47.16,4.09,43.07,-,-,-,27.73,-,-,97.0,-
649,臺中市,1998/10/13,西屯,10.0,0.9,46.1,-,168,-,46.73,7.15,39.58,3.158,0.56,2.6,29.06,-,-,133.0,-
650,臺中市,1998/10/13,忠明,6.5,1.32,33.9,-,113,84,53.19,9.93,43.26,-,-,-,29.34,-,-,85.0,-
651,臺中市,1998/10/13,豐原,12.1,1.2,43.7,-,124,-,35.92,2.38,33.54,-,-,-,28.11,-,-,87.0,-
652,臺中市,1998/10/13,沙鹿,10.2,1.26,31.9,-,117,-,56.96,-,-,-,-,-,28.05,-,-,86.0,-
653,臺中市,1998/10/13,大里,7.4,1.11,30.4,-,124,-,40.23,3.61,36.62,-,-,-,28.67,-,-,89.0,-
654,臺中市,1998/10/12,西屯,7.1,0.78,49.6,-,114,-,46.48,17.98,28.5,3.31,0.55,2.76,28.78,-,-,104.0,-
655,臺中市,1998/10/12,忠明,6.0,1.1,34.6,-,114,71,44.1,7.52,36.58,-,-,-,28.46,-,-,86.0,-
656,臺中市,1998/10/12,豐原,6.3,1.11,35.6,-,122,-,36.08,2.35,33.73,-,-,-,27.36,-,-,86.0,-
657,臺中市,1998/10/12,沙鹿,6.0,0.64,33.0,-,57,-,22.95,-,20.22,-,-,-,27.63,-,-,62.0,-
658,臺中市,1998/10/12,大里,3.5,0.94,34.3,-,107,-,36.32,3.99,32.33,-,-,-,28.31,-,-,78.0,-
659,臺中市,1998/10/11,西屯,5.0,0.64,41.8,-,84,-,34.22,9.59,24.63,2.423,0.16,2.27,28.41,-,-,106.0,-
660,臺中市,1998/10/11,忠明,4.3,0.88,27.5,-,83,53,39.22,7.81,31.41,-,-,-,28.38,-,-,66.0,-
661,臺中市,1998/10/11,豐原,5.2,0.83,34.3,-,82,-,28.48,2.94,25.54,-,-,-,27.05,-,-,91.0,-
662,臺中市,1998/10/11,沙鹿,5.0,0.62,28.7,-,56,-,20.7,2.69,18.0,-,-,-,27.42,-,-,79.0,-
663,臺中市,1998/10/11,大里,3.0,0.69,25.5,-,65,-,26.74,3.12,23.62,-,-,-,28.13,-,-,67.0,-
664,臺中市,1998/10/10,西屯,4.7,0.74,41.7,-,89,-,36.54,12.71,23.84,2.522,0.35,2.17,27.97,-,-,98.0,-
665,臺中市,1998/10/10,忠明,4.2,1.06,28.4,-,79,49,51.46,18.66,32.81,-,-,-,28.11,-,-,73.0,-
666,臺中市,1998/10/10,豐原,3.6,0.9,27.9,-,63,-,30.03,6.19,23.84,-,-,-,26.99,-,-,69.0,-
667,臺中市,1998/10/10,沙鹿,4.2,0.63,21.3,-,41,-,29.94,-,-,-,-,-,26.69,-,-,49.0,-
668,臺中市,1998/10/10,大里,3.3,1.01,32.5,-,77,-,48.91,-,31.73,-,-,-,27.87,-,-,108.0,-
669,臺中市,1998/10/09,西屯,3.2,0.64,28.7,-,79,-,32.77,7.95,24.83,2.568,0.38,1.96,26.71,-,-,81.0,-
670,臺中市,1998/10/09,忠明,3.7,0.89,19.5,-,70,65,49.72,20.2,29.52,-,-,-,27.23,-,-,67.0,-
671,臺中市,1998/10/09,豐原,3.5,1.0,17.0,-,63,-,47.38,19.6,27.78,-,-,-,25.83,-,-,58.0,-
672,臺中市,1998/10/09,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
673,臺中市,1998/10/09,大里,3.0,1.15,27.3,-,79,-,59.63,24.65,34.98,-,-,-,27.86,-,-,74.0,-
674,臺中市,1998/10/08,西屯,2.5,0.59,29.0,-,65,-,28.55,9.59,18.96,2.556,0.22,2.23,27.26,-,-,74.0,-
675,臺中市,1998/10/08,忠明,3.5,0.96,19.6,-,61,39,51.98,24.04,27.94,-,-,-,27.7,-,-,59.0,-
676,臺中市,1998/10/08,豐原,3.1,0.88,19.5,-,53,-,43.75,16.47,27.28,-,-,-,26.53,-,-,55.0,-
677,臺中市,1998/10/08,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
678,臺中市,1998/10/08,大里,2.9,1.01,23.8,-,73,-,53.49,21.48,32.01,-,-,-,28.31,-,-,61.0,-
679,臺中市,1998/10/07,西屯,1.6,0.51,17.4,-,53,-,19.56,5.71,14.08,2.277,0.16,2.12,27.07,-,-,54.0,-
680,臺中市,1998/10/07,忠明,2.4,0.89,16.2,-,40,32,42.15,19.63,22.52,-,-,-,27.6,-,-,45.0,-
681,臺中市,1998/10/07,豐原,2.7,0.78,15.6,-,32,-,40.81,16.16,24.65,-,-,-,26.41,-,-,47.0,-
682,臺中市,1998/10/07,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
683,臺中市,1998/10/07,大里,2.1,0.9,18.2,-,56,-,43.25,17.21,26.05,-,-,-,27.81,-,-,53.0,-
684,臺中市,1998/10/06,西屯,0.8,0.57,13.3,-,40,-,20.54,8.46,12.08,2.389,0.2,2.21,26.49,-,-,40.0,-
685,臺中市,1998/10/06,忠明,0.8,1.06,10.8,-,29,26,29.19,8.94,20.26,-,-,-,26.76,-,-,29.0,-
686,臺中市,1998/10/06,豐原,1.4,0.81,9.7,-,23,-,-,-,-,-,-,-,25.25,-,-,23.0,-
687,臺中市,1998/10/06,沙鹿,2.8,0.5,15.1,-,28,-,19.6,4.26,15.34,-,-,-,26.26,-,-,28.0,-
688,臺中市,1998/10/06,大里,1.0,0.71,15.2,-,37,-,26.08,5.86,20.22,-,-,-,27.03,-,-,64.0,-
689,臺中市,1998/10/05,西屯,0.3,0.43,22.1,-,36,-,9.28,0.72,8.56,1.975,0.01,1.97,25.94,-,-,36.0,-
690,臺中市,1998/10/05,忠明,0.6,0.67,17.8,-,23,25,20.6,2.81,17.78,-,-,-,26.2,-,-,29.0,-
691,臺中市,1998/10/05,豐原,1.1,0.69,15.1,-,20,-,30.43,11.82,18.62,-,-,-,24.68,-,-,25.0,-
692,臺中市,1998/10/05,沙鹿,0.3,0.55,24.8,-,28,-,13.7,0.66,13.04,-,-,-,25.54,-,-,32.0,-
693,臺中市,1998/10/05,大里,0.7,0.6,14.5,-,37,-,-,-,-,-,-,-,26.0,-,-,37.0,-
694,臺中市,1998/10/04,西屯,0.9,0.55,13.6,-,44,-,18.03,2.16,15.86,2.21,0.1,2.11,25.48,-,-,44.0,-
695,臺中市,1998/10/04,忠明,2.5,1.14,11.8,-,45,37,44.04,12.0,32.04,-,-,-,26.11,-,-,45.0,-
696,臺中市,1998/10/04,豐原,1.4,0.9,12.0,-,36,-,48.77,22.71,26.07,-,-,-,24.87,-,-,36.0,-
697,臺中市,1998/10/04,沙鹿,1.4,0.54,16.8,-,26,-,18.96,1.21,17.75,-,-,-,25.8,-,-,26.0,-
698,臺中市,1998/10/04,大里,1.9,1.08,13.2,-,62,-,42.86,14.59,28.26,-,-,-,25.43,-,-,56.0,-
699,臺中市,1998/10/03,西屯,2.1,0.69,25.3,-,55,-,-,-,-,2.71,0.54,2.17,27.07,-,-,54.0,-
700,臺中市,1998/10/03,忠明,3.1,1.16,26.1,-,64,41,56.48,20.67,35.81,-,-,-,27.44,-,-,76.0,-
701,臺中市,1998/10/03,豐原,2.8,0.86,35.0,-,49,-,36.23,9.66,26.57,-,-,-,26.35,-,-,80.0,-
702,臺中市,1998/10/03,沙鹿,6.1,0.61,17.3,-,39,-,32.66,6.71,25.95,-,-,-,26.28,-,-,39.0,-
703,臺中市,1998/10/03,大里,2.6,0.92,38.7,-,74,-,-,-,-,-,-,-,27.39,-,-,112.0,-
704,臺中市,1998/10/02,西屯,3.0,0.77,15.3,-,76,-,37.62,12.36,25.26,2.717,0.73,1.99,26.28,-,-,63.0,-
705,臺中市,1998/10/02,忠明,4.0,1.19,29.9,-,73,49,58.72,20.28,38.44,-,-,-,26.92,-,-,81.0,-
706,臺中市,1998/10/02,豐原,3.9,1.02,32.7,-,59,-,-,-,-,-,-,-,25.95,-,-,71.0,-
707,臺中市,1998/10/02,沙鹿,9.5,0.7,22.7,-,56,-,40.92,9.63,31.3,-,-,-,25.5,-,-,77.0,-
708,臺中市,1998/10/02,大里,3.6,1.0,35.5,-,87,-,43.64,7.77,35.87,-,-,-,26.98,-,-,91.0,-
709,臺中市,1998/10/01,西屯,2.5,0.6,30.8,-,58,-,27.92,6.13,21.79,2.213,0.32,1.9,25.73,-,-,66.0,-
710,臺中市,1998/10/01,忠明,3.9,1.18,29.1,-,63,46,59.8,20.65,39.15,-,-,-,26.52,-,-,71.0,-
711,臺中市,1998/10/01,豐原,3.3,0.84,32.7,-,39,-,-,-,-,-,-,-,25.5,-,-,77.0,-
712,臺中市,1998/10/01,沙鹿,7.6,0.59,23.0,-,40,-,36.31,5.17,31.14,-,-,-,25.12,-,-,53.0,-
713,臺中市,1998/10/01,大里,3.1,0.98,32.9,-,74,-,46.09,9.23,37.26,-,-,-,26.34,-,-,76.0,-
714,臺南市,1998/10/31,新營,4.3,0.54,32.4,-,66,-,33.56,10.7,22.86,2.644,0.17,2.48,26.51,-,-,68.0,-
715,臺南市,1998/10/31,善化,5.3,0.67,35.9,-,80,-,28.4,9.0,19.4,-,-,-,26.57,-,-,81.0,-
716,臺南市,1998/10/31,安南,7.5,0.74,41.8,-,-,-,33.76,10.67,23.08,-,-,-,25.74,-,-,89.0,-
717,臺南市,1998/10/31,臺南,8.7,1.1,33.3,-,83,-,40.81,13.17,27.64,2.831,0.53,2.31,25.89,-,-,81.0,-
718,臺南市,1998/10/30,新營,5.1,0.43,26.2,-,70,-,29.81,6.09,23.72,2.468,0.08,2.38,26.03,-,-,74.0,-
719,臺南市,1998/10/30,善化,-,0.48,28.7,-,67,-,18.72,2.65,16.07,-,-,-,26.15,-,-,64.0,-
720,臺南市,1998/10/30,安南,6.3,0.6,30.5,-,-,-,23.16,2.81,20.36,-,-,-,25.52,-,-,77.0,-
721,臺南市,1998/10/30,臺南,11.1,1.02,24.2,-,73,-,35.65,8.64,27.01,2.658,0.45,2.21,25.45,-,-,69.0,-
722,臺南市,1998/10/29,新營,5.1,0.48,28.3,-,74,-,25.97,4.18,21.79,2.588,0.24,2.35,25.69,-,-,72.0,-
723,臺南市,1998/10/29,善化,5.0,0.48,32.1,-,67,-,17.9,3.04,14.86,-,-,-,26.02,-,-,71.0,-
