序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1994/04/30,松山,12.5,2.34,12.5,-,149,99,50.71,47.32,-,-,-,25.09,-,-,99.0
2,臺北市,1994/04/30,古亭,9.0,2.37,21.7,-,99,85,42.31,40.48,3.11,0.8,2.32,25.48,-,-,74.0
3,臺北市,1994/04/30,中山,11.7,2.76,13.0,-,141,114,57.11,47.0,3.59,1.05,2.54,25.65,-,-,96.0
4,臺北市,1994/04/30,大同,20.8,7.47,-,-,200,270,210.18,60.53,6.69,3.67,3.02,26.31,-,-,125.0
5,臺北市,1994/04/30,萬華,9.7,2.31,14.7,-,98,71,30.78,39.64,-,-,-,25.56,-,-,74.0
6,臺北市,1994/04/30,陽明,2.8,0.45,50.4,-,24,5,0.45,4.61,-,-,-,20.62,-,91.0,62.0
7,臺北市,1994/04/30,士林,5.6,1.9,20.9,-,107,63,30.78,30.61,-,-,-,26.0,-,-,78.0
8,臺北市,1994/04/29,松山,16.6,3.41,5.8,-,178,156,81.29,73.05,-,-,-,22.89,-,-,114.0
9,臺北市,1994/04/29,古亭,16.9,3.76,24.4,-,164,146,70.24,74.35,4.71,1.59,2.98,23.42,-,-,107.0
10,臺北市,1994/04/29,中山,24.5,4.21,4.4,-,175,194,105.37,84.05,4.7,1.71,2.99,23.38,-,-,112.0
11,臺北市,1994/04/29,大同,31.6,8.32,-,-,228,-,200.81,95.14,6.15,4.14,3.56,23.92,-,-,168.0
12,臺北市,1994/04/29,萬華,19.6,3.2,9.7,-,163,107,35.45,70.53,-,-,-,23.23,-,-,106.0
13,臺北市,1994/04/29,陽明,5.0,0.4,35.5,-,16,6,0.51,5.19,-,-,-,19.46,-,91.0,36.0
14,臺北市,1994/04/29,士林,16.4,3.01,7.6,-,132,122,59.57,62.16,-,-,-,23.22,-,-,91.0
15,臺北市,1994/04/28,松山,13.2,1.55,6.4,-,83,90,44.81,43.7,-,-,-,21.14,-,-,67.0
16,臺北市,1994/04/28,古亭,9.8,1.71,12.5,-,57,77,37.89,37.33,2.72,0.52,2.19,21.47,-,-,53.0
17,臺北市,1994/04/28,中山,17.4,2.48,3.7,-,81,128,79.4,46.83,3.15,0.79,2.36,21.64,-,-,66.0
18,臺北市,1994/04/28,大同,25.6,7.45,-,-,161,-,-,-,6.38,3.73,2.65,22.24,-,-,115.0
19,臺北市,1994/04/28,萬華,10.5,1.8,6.6,-,65,65,21.68,39.25,-,-,-,21.75,-,-,57.0
20,臺北市,1994/04/28,陽明,0.5,0.33,40.8,-,16,3,0.26,1.8,-,-,-,16.85,-,97.0,43.0
21,臺北市,1994/04/28,士林,15.2,1.17,7.5,-,68,55,19.37,34.79,-,-,-,21.95,-,-,59.0
22,臺北市,1994/04/27,松山,15.3,1.75,7.8,-,100,93,46.46,45.03,-,-,-,23.67,-,-,75.0
23,臺北市,1994/04/27,古亭,9.6,2.7,20.0,-,95,106,57.39,48.23,3.78,1.07,2.75,24.19,-,-,72.0
24,臺北市,1994/04/27,中山,14.1,2.3,7.9,-,86,109,59.4,48.31,3.0,0.76,2.24,24.13,-,-,68.0
25,臺北市,1994/04/27,大同,21.0,5.96,-,-,156,218,161.23,55.54,5.69,2.89,2.8,24.72,-,-,103.0
26,臺北市,1994/04/27,萬華,10.4,2.45,12.3,-,90,88,38.69,45.71,-,-,-,24.25,-,-,70.0
27,臺北市,1994/04/27,陽明,6.0,0.31,26.6,-,13,8,0.52,6.55,-,-,-,19.1,-,99.0,32.0
28,臺北市,1994/04/27,士林,8.3,1.57,11.9,-,65,66,29.72,35.38,-,-,-,24.26,-,-,58.0
29,臺北市,1994/04/26,松山,3.9,1.03,12.7,-,37,45,12.25,31.77,-,-,-,22.52,-,-,37.0
30,臺北市,1994/04/26,古亭,5.8,1.37,12.4,-,35,54,20.13,32.12,2.36,0.42,1.94,22.66,-,-,35.0
31,臺北市,1994/04/26,中山,4.7,1.55,9.4,-,35,60,23.33,35.4,2.43,0.4,2.04,22.76,-,-,35.0
32,臺北市,1994/04/26,大同,17.9,6.59,-,-,128,255,202.89,51.15,-,-,-,23.39,-,-,99.0
33,臺北市,1994/04/26,萬華,6.1,1.2,10.5,-,30,40,7.78,31.38,-,-,-,22.68,-,-,30.0
34,臺北市,1994/04/26,陽明,0.6,0.37,36.9,-,-,4,0.44,3.49,-,-,-,17.95,-,100.0,38.0
35,臺北市,1994/04/26,士林,3.3,0.89,14.1,-,31,30,4.84,24.22,-,-,-,22.92,-,-,31.0
36,臺北市,1994/04/25,松山,10.3,1.42,14.8,-,112,60,22.4,36.73,-,-,-,27.01,-,-,81.0
37,臺北市,1994/04/25,古亭,8.7,1.27,13.1,-,67,52,20.69,30.4,2.18,0.39,1.79,26.89,-,-,58.0
38,臺北市,1994/04/25,中山,11.4,1.71,9.9,-,102,62,23.37,37.3,2.72,0.41,2.31,27.38,-,-,76.0
39,臺北市,1994/04/25,大同,18.5,-,-,-,136,145,99.59,43.38,-,-,-,28.02,-,-,93.0
40,臺北市,1994/04/25,萬華,10.5,1.19,15.9,-,79,38,11.45,25.7,-,-,-,27.36,-,-,65.0
41,臺北市,1994/04/25,陽明,4.8,0.35,29.7,-,23,8,0.33,6.68,-,-,-,21.08,-,87.0,42.0
42,臺北市,1994/04/25,士林,7.6,0.94,11.9,-,99,38,13.17,25.23,-,-,-,26.98,-,-,75.0
43,臺北市,1994/04/24,松山,22.4,1.21,10.0,-,82,55,18.18,36.22,-,-,-,24.96,-,-,66.0
44,臺北市,1994/04/24,古亭,16.3,1.47,11.6,-,78,57,21.51,34.42,2.55,0.36,2.19,25.61,-,-,64.0
45,臺北市,1994/04/24,中山,29.7,1.52,9.9,-,93,68,27.74,39.59,2.39,0.28,2.12,25.62,-,-,72.0
46,臺北市,1994/04/24,大同,37.8,4.98,-,-,148,250,193.77,54.51,4.64,2.2,2.44,26.56,-,-,99.0
47,臺北市,1994/04/24,萬華,19.2,1.54,14.2,-,82,51,14.25,35.33,-,-,-,25.82,-,-,66.0
48,臺北市,1994/04/24,陽明,6.6,0.49,41.6,-,24,8,0.28,7.3,-,-,-,20.76,-,84.0,63.0
49,臺北市,1994/04/24,士林,12.5,1.24,15.9,-,89,42,16.24,26.49,-,-,-,25.96,-,-,70.0
50,臺北市,1994/04/23,松山,13.3,1.44,18.4,-,110,61,18.58,41.41,-,-,-,25.01,-,-,80.0
51,臺北市,1994/04/23,古亭,8.5,1.57,16.4,-,87,56,19.32,35.18,2.78,0.44,2.34,25.55,-,-,69.0
52,臺北市,1994/04/23,中山,8.9,1.67,17.7,-,105,61,21.76,37.25,-,-,-,25.41,-,-,78.0
53,臺北市,1994/04/23,大同,16.3,4.33,-,-,150,159,106.96,49.33,4.91,2.14,2.77,26.13,-,-,100.0
54,臺北市,1994/04/23,萬華,10.1,1.43,17.6,-,92,44,9.63,33.11,-,-,-,25.61,-,-,71.0
55,臺北市,1994/04/23,陽明,5.4,0.41,40.5,-,32,8,0.71,6.94,-,-,-,20.18,-,86.0,77.0
56,臺北市,1994/04/23,士林,5.7,1.25,16.1,-,112,42,14.4,27.61,-,-,-,25.27,-,-,81.0
57,臺北市,1994/04/22,松山,10.0,1.57,16.2,-,118,66,24.36,40.58,-,-,-,24.89,-,-,84.0
58,臺北市,1994/04/22,古亭,8.4,1.77,17.5,-,109,65,26.82,36.63,2.58,0.69,1.89,25.58,-,-,80.0
59,臺北市,1994/04/22,中山,9.7,1.61,15.0,-,128,60,21.86,36.39,-,-,-,25.31,-,-,89.0
60,臺北市,1994/04/22,大同,21.5,5.34,-,-,177,196,145.17,48.45,5.52,2.8,2.72,26.11,-,-,114.0
61,臺北市,1994/04/22,萬華,13.3,1.66,15.8,-,128,53,17.17,35.47,-,-,-,25.61,-,-,89.0
62,臺北市,1994/04/22,陽明,2.2,0.35,39.4,-,26,5,0.15,4.13,-,-,-,20.88,-,86.0,67.0
63,臺北市,1994/04/22,士林,3.3,1.07,14.7,-,123,33,8.76,24.82,-,-,-,25.5,-,-,87.0
64,臺北市,1994/04/21,松山,11.8,1.49,7.4,-,130,84,43.56,38.49,-,-,-,25.98,-,-,90.0
65,臺北市,1994/04/21,古亭,8.9,1.72,7.8,-,89,67,32.95,33.59,3.1,0.63,2.47,26.46,-,-,70.0
66,臺北市,1994/04/21,中山,12.1,1.67,6.8,-,115,81,47.39,32.44,2.14,0.4,1.74,26.43,-,-,83.0
67,臺北市,1994/04/21,大同,19.5,3.57,-,-,143,142,91.27,37.72,4.27,1.76,2.51,27.06,-,-,96.0
68,臺北市,1994/04/21,萬華,10.5,1.23,11.6,-,91,46,14.97,29.66,-,-,-,26.39,-,-,70.0
69,臺北市,1994/04/21,陽明,4.7,0.28,28.7,-,25,8,0.85,6.59,-,-,-,21.0,-,85.0,40.0
70,臺北市,1994/04/21,士林,7.7,0.95,8.2,-,117,39,15.91,23.09,-,-,-,26.39,-,-,83.0
71,臺北市,1994/04/20,松山,18.2,1.82,21.9,-,146,104,51.43,50.19,-,-,-,26.82,-,-,113.0
72,臺北市,1994/04/20,古亭,8.6,1.82,17.1,-,97,73,37.48,37.01,3.33,0.66,2.67,27.8,-,-,97.0
73,臺北市,1994/04/20,中山,13.6,2.2,20.3,-,139,94,46.94,45.36,3.08,0.71,2.36,27.5,-,-,115.0
74,臺北市,1994/04/20,大同,22.6,5.48,-,-,200,210,145.47,60.05,5.55,2.64,2.91,28.18,-,-,125.0
75,臺北市,1994/04/20,萬華,9.0,1.44,22.7,-,100,47,15.11,30.81,-,-,-,27.41,-,-,119.0
