序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1997/01/31,松山,3.4,1.29,15.4,-,86,62,26.48,35.38,-,-,-,17.49,-,-,68.0
2,臺北市,1997/01/31,古亭,3.0,1.17,16.0,-,97,54,22.99,30.8,2.54,0.46,2.08,17.63,-,-,73.0
3,臺北市,1997/01/31,中山,3.9,1.33,16.7,-,82,58,23.73,34.35,2.83,0.46,2.37,17.89,-,-,66.0
4,臺北市,1997/01/31,大同,33.8,3.95,-,-,86,184,132.88,51.28,4.31,2.01,2.3,18.15,-,-,68.0
5,臺北市,1997/01/31,萬華,2.9,1.0,16.5,-,77,41,11.91,29.55,-,-,-,17.78,-,-,64.0
6,臺北市,1997/01/31,陽明,0.7,0.35,35.9,-,15,2,0.08,1.98,-,-,-,11.51,-,89.0,41.0
7,臺北市,1997/01/31,士林,3.2,1.2,19.2,-,82,54,26.93,27.35,-,-,-,17.57,-,-,66.0
8,臺北市,1997/01/30,松山,6.3,1.85,15.8,-,87,108,54.48,53.09,-,-,-,19.99,-,-,69.0
9,臺北市,1997/01/30,古亭,5.6,1.55,19.1,-,110,82,33.72,48.3,2.79,0.69,2.1,19.68,-,-,80.0
10,臺北市,1997/01/30,中山,7.1,1.87,19.7,-,91,93,33.77,59.02,3.47,0.94,2.53,19.76,-,-,70.0
11,臺北市,1997/01/30,大同,37.8,4.43,-,-,86,208,136.98,70.77,5.09,2.31,2.78,19.88,-,-,68.0
12,臺北市,1997/01/30,萬華,5.2,1.26,24.1,-,93,53,8.16,44.36,-,-,-,19.78,-,-,72.0
13,臺北市,1997/01/30,陽明,0.8,0.32,40.3,-,20,7,0.36,6.41,-,-,-,14.7,-,74.0,52.0
14,臺北市,1997/01/30,士林,4.1,1.15,23.2,-,90,62,21.83,40.47,-,-,-,19.45,-,-,70.0
15,臺北市,1997/01/29,松山,3.6,1.18,13.3,-,66,68,33.46,34.72,-,-,-,17.43,-,-,58.0
16,臺北市,1997/01/29,古亭,2.7,1.5,12.2,-,87,84,46.07,37.84,2.8,0.64,2.17,18.66,-,-,69.0
17,臺北市,1997/01/29,中山,3.5,1.37,12.2,-,62,70,28.26,41.37,2.93,0.5,2.43,18.54,-,-,56.0
18,臺北市,1997/01/29,大同,53.2,6.02,-,-,63,292,230.88,60.85,6.29,3.65,2.64,18.88,-,-,97.0
19,臺北市,1997/01/29,萬華,1.8,1.39,15.5,-,68,58,22.54,35.57,-,-,-,18.45,-,-,59.0
20,臺北市,1997/01/29,陽明,0.8,0.18,34.4,-,25,2,0.03,1.51,-,-,-,11.59,-,78.0,34.0
21,臺北市,1997/01/29,士林,1.1,0.56,26.6,-,57,24,3.66,20.0,-,-,-,18.89,-,-,53.0
22,臺北市,1997/01/28,松山,6.4,1.5,9.7,-,77,91,51.6,39.13,-,-,-,14.39,-,-,64.0
23,臺北市,1997/01/28,古亭,3.0,1.18,13.5,-,72,69,41.46,27.55,3.27,0.56,2.71,14.87,-,-,61.0
24,臺北市,1997/01/28,中山,7.2,1.65,10.3,-,80,109,65.82,42.75,3.35,0.68,2.67,15.22,-,-,65.0
25,臺北市,1997/01/28,大同,28.8,4.78,-,-,61,296,237.2,59.16,5.16,2.55,2.61,15.58,-,-,68.0
26,臺北市,1997/01/28,萬華,2.7,1.21,13.1,-,60,54,19.06,34.9,-,-,-,15.47,-,-,55.0
27,臺北市,1997/01/28,陽明,1.3,0.19,34.5,-,25,2,0.02,2.06,-,-,-,-,-,74.0,31.0
28,臺北市,1997/01/28,士林,4.3,0.95,20.0,-,56,53,25.12,27.99,-,-,-,15.15,-,-,53.0
