序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
36,臺北市,2014/11/25,松山,3.9,0.65,436.17,30.6,53,33,32.62,7.08,25.54,1.53,22.6,74.69
37,臺北市,2014/11/25,古亭,3.2,0.68,-,30.9,51,28,32.05,6.8,25.25,1.83,22.75,75.8
38,臺北市,2014/11/25,中山,2.8,0.88,-,27.2,80,29,42.63,8.78,33.85,1.55,23.49,72.69
39,臺北市,2014/11/25,大同,4.5,2.26,-,-,75,23,98.67,57.02,41.65,-,-,-
40,臺北市,2014/11/25,萬華,3.0,0.72,-,31.8,47,30,34.52,6.02,28.5,1.71,23.26,71.9
41,臺北市,2014/11/25,陽明,2.7,0.29,410.48,59.6,32,30,5.78,0.67,5.09,-,17.06,79.35
42,臺北市,2014/11/25,士林,3.0,0.75,-,29.7,48,33,34.12,7.59,26.53,1.23,22.57,75.22
43,臺北市,2014/11/24,松山,3.2,0.71,433.62,31.5,49,32,37.42,8.52,28.9,1.29,23.72,71.36
44,臺北市,2014/11/24,古亭,2.8,0.81,-,29.9,58,35,35.25,8.48,26.77,1.44,24.33,71.92
45,臺北市,2014/11/24,中山,5.4,0.99,-,24.5,80,29,52.58,14.24,38.34,1.46,24.88,69.28
46,臺北市,2014/11/24,大同,4.3,1.89,-,-,73,28,83.56,44.51,39.05,-,-,-
47,臺北市,2014/11/24,萬華,4.0,0.96,-,26.9,55,36,41.39,7.51,33.88,1.17,24.61,68.69
48,臺北市,2014/11/24,陽明,2.1,0.26,405.16,59.4,20,17,6.03,0.87,5.16,-,18.1,81.41
49,臺北市,2014/11/24,士林,3.1,0.65,-,33.0,50,32,34.04,7.13,26.9,1.39,24.01,71.21
50,臺北市,2014/11/23,松山,0.5,0.33,411.79,25.1,18,7,18.11,3.04,15.07,1.66,24.44,67.52
51,臺北市,2014/11/23,古亭,1.4,0.3,-,26.4,26,8,15.06,2.38,12.67,2.61,25.49,66.77
52,臺北市,2014/11/23,中山,1.9,0.4,-,25.7,36,8,22.27,5.81,16.45,2.6,25.77,65.3
53,臺北市,2014/11/23,大同,2.1,1.0,-,-,34,5,65.34,35.58,29.76,-,-,-
54,臺北市,2014/11/23,萬華,1.8,0.35,-,22.4,16,8,23.07,4.89,18.17,2.61,25.53,65.5
55,臺北市,2014/11/23,陽明,2.2,0.13,398.91,38.5,7,5,1.94,0.55,1.34,-,17.96,86.23
56,臺北市,2014/11/23,士林,1.4,0.2,-,38.8,13,6,6.67,0.8,5.87,2.69,25.65,63.62
57,臺北市,2014/11/22,松山,4.1,0.42,415.07,21.0,41,21,24.39,4.9,19.48,1.78,23.43,73.19
58,臺北市,2014/11/22,古亭,2.0,0.37,-,24.8,27,8,19.66,4.33,15.34,2.52,24.61,72.07
59,臺北市,2014/11/22,中山,3.4,0.59,-,16.9,43,10,34.28,9.58,24.7,2.1,24.59,72.03
60,臺北市,2014/11/22,大同,4.4,1.04,-,-,37,7,65.06,32.8,32.25,-,-,-
61,臺北市,2014/11/22,萬華,4.1,0.43,-,17.4,21,9,31.94,7.42,24.51,2.77,24.51,71.03
62,臺北市,2014/11/22,陽明,1.2,0.13,399.72,41.4,8,6,1.55,0.44,1.02,-,17.27,86.8
63,臺北市,2014/11/22,士林,2.5,0.25,-,34.1,16,8,8.84,2.95,5.9,2.19,24.38,68.54
64,臺北市,2014/11/21,松山,4.1,0.51,417.66,20.5,24,10,31.26,9.2,22.06,1.53,22.5,77.69
65,臺北市,2014/11/21,古亭,3.0,0.62,-,18.9,31,12,34.45,11.12,23.33,1.86,23.17,77.39
66,臺北市,2014/11/21,中山,4.1,0.67,-,21.2,38,12,38.45,12.13,26.32,1.8,23.9,74.63
67,臺北市,2014/11/21,大同,4.6,2.16,-,-,46,9,119.16,80.47,38.69,-,-,-
68,臺北市,2014/11/21,萬華,4.2,0.61,-,18.7,26,10,40.3,12.48,27.82,1.88,23.62,74.03
69,臺北市,2014/11/21,陽明,0.9,0.16,399.64,43.8,8,7,2.09,0.99,1.08,-,16.74,89.69
70,臺北市,2014/11/21,士林,2.6,0.31,-,38.6,22,8,14.87,2.89,11.98,2.11,23.96,69.21
71,臺北市,2014/11/20,松山,3.8,0.43,414.02,25.3,22,11,27.96,6.42,21.54,2.06,21.01,80.25
72,臺北市,2014/11/20,古亭,1.9,0.48,-,23.4,31,10,24.41,4.54,19.86,2.91,21.67,81.45
73,臺北市,2014/11/20,中山,3.8,0.6,-,23.7,43,12,33.54,9.51,24.03,2.27,22.29,77.57
74,臺北市,2014/11/20,大同,4.2,1.24,-,-,43,6,75.56,41.31,34.25,-,-,-
75,臺北市,2014/11/20,萬華,3.2,0.44,-,23.1,20,9,30.93,7.46,23.46,2.71,21.96,77.82
76,臺北市,2014/11/20,陽明,0.6,0.14,400.83,46.7,6,4,2.56,1.18,1.36,-,14.74,98.62
77,臺北市,2014/11/20,士林,2.2,0.24,-,42.1,17,9,12.35,2.64,9.71,2.43,22.39,70.67
78,臺北市,2014/11/19,松山,1.8,0.42,413.36,24.8,34,12,29.72,6.38,23.34,1.6,19.85,69.47
79,臺北市,2014/11/19,古亭,1.6,0.37,-,27.2,40,11,21.77,5.01,16.76,2.83,20.25,72.54
80,臺北市,2014/11/19,中山,2.9,0.56,-,22.9,57,12,34.23,9.5,24.73,2.3,20.73,69.88
81,臺北市,2014/11/19,大同,3.6,1.56,-,-,47,9,90.96,53.96,37.0,-,-,-
82,臺北市,2014/11/19,萬華,1.9,0.42,-,22.9,32,15,31.72,7.3,24.42,2.44,20.67,67.85
83,臺北市,2014/11/19,陽明,0.9,0.13,401.75,46.3,12,7,1.57,0.32,1.21,-,12.68,92.78
84,臺北市,2014/11/19,士林,1.5,0.22,-,41.9,31,8,9.37,1.03,8.32,2.43,20.67,65.24
85,臺北市,2014/11/18,松山,2.7,0.48,417.37,30.6,59,30,27.39,4.38,23.01,1.27,18.09,75.56
86,臺北市,2014/11/18,古亭,2.5,0.5,-,28.4,63,32,26.28,4.98,21.3,2.26,18.44,80.73
87,臺北市,2014/11/18,中山,3.0,0.68,-,26.7,85,29,35.65,9.21,26.44,2.0,19.23,73.64
88,臺北市,2014/11/18,大同,3.5,1.7,-,-,74,22,97.13,56.91,40.22,-,-,-
89,臺北市,2014/11/18,萬華,2.3,0.54,-,25.5,61,33,32.43,5.72,26.7,2.21,19.08,72.22
90,臺北市,2014/11/18,陽明,1.7,0.24,406.74,51.6,26,19,1.7,0.29,1.45,-,11.44,91.54
91,臺北市,2014/11/18,士林,1.7,0.32,-,46.4,49,25,11.02,1.64,9.37,2.33,19.14,66.79
92,臺北市,2014/11/17,松山,2.1,0.33,409.37,44.6,24,15,13.01,2.26,10.75,2.69,19.53,84.42
93,臺北市,2014/11/17,古亭,1.5,0.41,-,33.0,32,14,19.85,2.89,16.97,2.33,20.05,90.45
94,臺北市,2014/11/17,中山,1.7,0.57,-,31.7,38,12,29.27,6.92,22.35,1.72,20.8,81.08
95,臺北市,2014/11/17,大同,3.1,1.87,-,-,36,9,97.58,58.82,38.77,-,-,-
96,臺北市,2014/11/17,萬華,1.8,0.56,-,26.3,17,13,30.87,5.95,24.91,1.48,20.6,81.58
97,臺北市,2014/11/17,陽明,1.0,0.23,407.86,53.0,8,5,2.16,0.56,1.59,-,13.82,95.47
98,臺北市,2014/11/17,士林,1.5,0.28,-,49.1,17,10,8.8,2.49,6.31,2.49,20.59,74.3
99,臺北市,2014/11/16,松山,1.8,0.39,416.75,20.7,17,7,23.4,6.23,17.17,1.52,21.75,83.89
100,臺北市,2014/11/16,古亭,1.6,0.43,-,16.7,28,9,24.21,6.64,17.57,1.93,22.19,88.37
101,臺北市,2014/11/16,中山,3.2,0.59,-,15.2,40,8,34.41,11.28,23.13,1.56,22.6,84.0
102,臺北市,2014/11/16,大同,3.9,1.26,-,-,38,5,77.46,46.61,30.85,-,-,-
103,臺北市,2014/11/16,萬華,2.1,0.49,-,14.4,18,9,32.6,9.45,23.15,1.74,22.55,82.43
104,臺北市,2014/11/16,陽明,1.9,0.14,401.58,42.0,8,6,1.19,0.43,0.68,-,16.29,92.8
105,臺北市,2014/11/16,士林,1.4,0.45,-,22.1,20,10,22.43,6.31,16.1,1.4,21.94,80.31
106,臺北市,2014/11/15,松山,1.2,0.42,412.84,22.6,28,9,28.72,6.52,22.2,1.61,20.34,79.91
107,臺北市,2014/11/15,古亭,1.2,0.39,-,23.7,31,9,24.98,6.63,18.35,2.76,20.81,83.6
108,臺北市,2014/11/15,中山,2.1,0.51,-,20.2,50,11,34.07,8.36,25.71,2.54,21.22,79.93
109,臺北市,2014/11/15,大同,3.3,1.45,-,-,46,6,89.8,54.73,35.07,-,-,-
110,臺北市,2014/11/15,萬華,1.8,0.46,-,19.2,32,8,34.39,9.7,24.69,2.48,21.21,78.04
111,臺北市,2014/11/15,陽明,1.4,0.13,401.73,45.4,10,5,1.82,1.19,0.62,-,14.28,95.37
112,臺北市,2014/11/15,士林,2.0,0.21,-,39.9,27,10,9.6,1.2,8.4,2.87,21.46,72.25
113,臺北市,2014/11/14,松山,1.7,0.38,412.03,27.8,35,13,24.83,4.64,20.19,2.0,18.54,78.82
114,臺北市,2014/11/14,古亭,1.5,0.34,-,29.1,40,15,18.66,3.86,14.79,3.25,19.0,81.81
115,臺北市,2014/11/14,中山,2.2,0.54,-,22.5,59,15,34.9,9.58,25.33,2.87,19.49,78.71
116,臺北市,2014/11/14,大同,3.8,1.51,-,-,56,14,94.44,57.47,36.97,-,-,-
117,臺北市,2014/11/14,萬華,1.8,0.42,-,23.8,38,15,28.73,6.1,22.6,2.98,19.42,76.42
118,臺北市,2014/11/14,陽明,0.9,0.15,404.64,46.3,10,7,1.76,0.75,1.01,-,12.02,97.48
119,臺北市,2014/11/14,士林,1.6,0.24,-,42.5,30,11,9.06,1.11,7.94,2.99,19.7,69.38
120,臺北市,2014/11/13,松山,2.1,0.53,420.36,35.3,57,38,24.85,3.71,21.15,1.48,17.83,81.21
121,臺北市,2014/11/13,古亭,2.5,0.51,-,33.5,65,39,22.18,4.04,18.14,2.6,17.92,89.62
122,臺北市,2014/11/13,中山,3.1,0.71,-,26.6,89,35,37.19,8.86,28.32,2.45,18.69,81.69
123,臺北市,2014/11/13,大同,4.8,1.87,-,-,81,29,109.7,66.58,43.12,-,-,-
124,臺北市,2014/11/13,萬華,5.6,0.62,-,30.9,60,47,33.73,6.59,27.14,2.24,18.6,79.43
125,臺北市,2014/11/13,陽明,2.2,0.31,412.87,54.3,31,25,2.46,0.47,1.95,-,11.53,94.84
126,臺北市,2014/11/13,士林,2.2,0.43,-,46.0,54,34,13.69,1.61,12.07,2.28,18.44,73.68
127,臺北市,2014/11/12,松山,2.1,0.6,427.3,23.9,38,23,31.69,4.57,27.12,1.49,19.91,82.53
128,臺北市,2014/11/12,古亭,2.3,0.59,-,27.4,41,25,26.59,4.25,22.34,2.31,20.53,86.25
129,臺北市,2014/11/12,中山,2.6,0.79,-,23.2,59,22,37.02,7.78,29.25,1.84,21.02,80.98
130,臺北市,2014/11/12,大同,3.4,1.73,-,-,50,16,97.41,53.44,43.97,-,-,-
131,臺北市,2014/11/12,萬華,2.4,0.63,-,25.5,35,22,31.8,4.84,26.96,2.27,20.91,79.76
132,臺北市,2014/11/12,陽明,1.6,0.33,416.98,49.8,12,9,3.38,0.86,2.51,-,14.05,97.2
133,臺北市,2014/11/12,士林,2.1,0.5,-,35.1,31,18,23.33,4.5,18.84,1.4,20.5,77.68
134,臺北市,2014/11/11,松山,3.0,0.57,425.54,17.3,35,18,33.71,6.46,27.25,1.71,21.53,70.8
135,臺北市,2014/11/11,古亭,2.0,0.44,-,31.2,46,19,20.35,3.7,16.65,2.59,22.35,71.38
136,臺北市,2014/11/11,中山,2.3,0.71,-,23.0,59,19,37.75,10.76,26.99,2.19,22.66,70.27
137,臺北市,2014/11/11,大同,3.3,1.45,-,-,57,13,80.43,43.86,36.57,-,-,-
138,臺北市,2014/11/11,萬華,2.8,0.53,-,25.7,36,19,31.12,6.28,24.84,2.64,22.48,69.11
139,臺北市,2014/11/11,陽明,1.3,0.21,405.47,46.3,15,13,1.73,0.48,1.21,-,15.26,93.46
140,臺北市,2014/11/11,士林,2.4,0.32,-,43.6,-,18,10.93,2.76,8.17,2.68,22.16,68.66
141,臺北市,2014/11/10,松山,3.1,0.48,416.94,31.8,33,14,23.08,3.47,19.6,2.1,21.7,71.43
142,臺北市,2014/11/10,古亭,1.7,0.42,-,33.1,41,15,18.19,2.97,15.23,2.84,22.21,73.82
143,臺北市,2014/11/10,中山,2.1,0.6,-,27.5,58,14,31.23,7.17,24.06,2.36,22.52,71.73
144,臺北市,2014/11/10,大同,2.7,1.36,-,-,48,10,76.54,40.24,36.3,-,-,-
145,臺北市,2014/11/10,萬華,2.5,0.46,-,29.8,36,15,26.2,4.84,21.36,3.05,22.4,70.89
146,臺北市,2014/11/10,陽明,0.7,0.2,404.46,50.0,13,10,-,-,-,-,15.49,94.0
147,臺北市,2014/11/10,士林,1.4,0.3,-,46.0,-,13,8.69,1.5,7.19,2.52,22.35,67.75
148,臺北市,2014/11/09,松山,1.2,0.34,412.46,34.1,20,12,16.43,1.51,14.91,1.45,21.54,85.87
149,臺北市,2014/11/09,古亭,1.3,0.42,-,27.0,31,10,20.15,2.75,17.4,1.71,22.09,90.97
150,臺北市,2014/11/09,中山,0.9,0.47,-,26.2,46,12,24.21,4.88,19.32,1.58,22.49,84.8
151,臺北市,2014/11/09,大同,2.5,1.4,-,-,40,8,81.82,43.66,38.16,-,-,-
152,臺北市,2014/11/09,萬華,1.4,0.47,-,25.1,22,12,24.93,3.02,21.91,1.61,22.39,84.75
153,臺北市,2014/11/09,陽明,1.2,0.17,404.58,48.9,5,3,1.79,0.28,1.55,-,17.08,94.0
154,臺北市,2014/11/09,士林,1.4,0.37,-,31.4,-,12,18.77,2.47,16.3,1.48,21.97,82.11
155,臺北市,2014/11/08,松山,2.5,0.5,417.86,32.8,41,21,26.14,3.77,22.37,1.33,24.19,67.07
156,臺北市,2014/11/08,古亭,2.6,0.54,-,32.4,55,18,25.55,3.02,22.52,2.01,24.85,68.84
157,臺北市,2014/11/08,中山,3.1,0.73,-,26.3,71,19,39.22,9.89,29.34,1.64,25.15,67.24
158,臺北市,2014/11/08,大同,3.5,1.25,-,-,59,13,55.92,20.47,35.45,-,-,-
159,臺北市,2014/11/08,萬華,3.0,0.65,-,29.6,45,17,30.94,4.04,26.9,1.84,24.93,67.19
160,臺北市,2014/11/08,陽明,2.3,0.19,403.34,50.5,20,14,3.77,0.73,3.02,-,18.54,90.4
161,臺北市,2014/11/08,士林,2.8,0.36,-,42.4,-,19,17.02,2.59,14.44,1.73,24.74,67.59
162,臺北市,2014/11/07,松山,2.6,0.42,413.57,34.9,41,18,24.54,3.83,20.7,1.91,22.0,63.26
163,臺北市,2014/11/07,古亭,1.5,0.33,-,37.1,40,15,16.55,2.98,13.57,3.21,22.27,68.28
164,臺北市,2014/11/07,中山,3.2,0.6,-,27.4,61,18,36.26,8.64,27.62,2.55,22.9,64.72
165,臺北市,2014/11/07,大同,5.1,1.63,-,-,57,12,99.23,57.38,41.85,-,-,-
166,臺北市,2014/11/07,萬華,2.6,0.47,-,29.8,39,16,31.36,5.79,25.58,2.8,22.74,63.34
167,臺北市,2014/11/07,陽明,1.2,0.15,402.72,53.0,21,15,1.69,0.37,1.28,-,15.34,93.43
168,臺北市,2014/11/07,士林,2.0,0.26,-,49.8,43,17,10.44,2.3,8.14,3.06,22.47,63.28
169,臺北市,2014/11/06,松山,3.7,0.43,422.08,23.2,30,15,30.15,7.86,22.29,1.52,21.2,68.6
170,臺北市,2014/11/06,古亭,2.5,0.42,-,24.2,35,12,24.58,6.54,18.05,2.28,21.65,71.75
171,臺北市,2014/11/06,中山,3.2,0.64,-,18.3,49,15,39.37,11.0,28.38,1.88,22.41,68.25
172,臺北市,2014/11/06,大同,4.7,1.77,-,-,49,11,101.96,60.09,41.87,-,-,-
173,臺北市,2014/11/06,萬華,2.6,0.51,-,20.6,29,16,32.0,6.81,25.19,1.85,22.13,67.43
174,臺北市,2014/11/06,陽明,1.5,0.17,403.71,50.7,19,16,1.74,0.61,1.11,-,16.01,79.47
175,臺北市,2014/11/06,士林,3.0,0.36,-,29.2,30,17,25.8,6.44,19.35,1.91,21.68,68.17
176,臺北市,2014/11/05,松山,4.2,0.47,421.22,19.0,26,9,33.25,9.31,23.94,1.79,20.44,63.85
177,臺北市,2014/11/05,古亭,3.1,0.44,-,25.6,35,12,26.49,7.84,18.65,2.48,21.54,63.8
178,臺北市,2014/11/05,中山,3.3,0.59,-,19.4,46,12,38.27,11.44,26.83,2.26,22.08,61.15
179,臺北市,2014/11/05,大同,4.7,1.75,-,-,45,8,100.33,63.31,37.01,-,-,-
180,臺北市,2014/11/05,萬華,3.3,0.48,-,20.5,32,12,35.48,9.31,26.17,2.51,21.84,59.95
181,臺北市,2014/11/05,陽明,1.8,0.17,403.32,48.0,18,12,2.65,0.68,1.96,-,15.79,86.16
182,臺北市,2014/11/05,士林,1.7,0.32,-,34.3,29,12,17.16,4.78,12.37,2.28,21.44,61.4
183,臺北市,2014/11/04,松山,2.6,0.44,416.94,20.1,33,8,31.34,7.77,23.57,1.22,20.37,62.46
184,臺北市,2014/11/04,古亭,1.4,0.31,-,25.1,36,11,21.45,5.78,15.67,2.53,20.7,66.45
185,臺北市,2014/11/04,中山,2.6,0.64,-,16.1,55,13,41.28,12.8,28.48,2.12,21.48,62.3
186,臺北市,2014/11/04,大同,3.2,1.72,-,-,51,9,108.91,69.37,39.54,-,-,-
187,臺北市,2014/11/04,萬華,1.5,0.47,-,18.8,33,11,34.18,9.0,25.18,1.98,21.46,59.79
188,臺北市,2014/11/04,陽明,1.8,0.11,400.42,42.9,15,7,1.48,0.27,1.26,-,14.47,88.93
189,臺北市,2014/11/04,士林,1.3,0.23,-,36.6,27,10,11.72,1.97,9.75,2.17,21.06,60.31
190,臺北市,2014/11/03,松山,2.9,0.41,416.43,39.0,59,23,19.73,2.75,16.98,2.1,20.64,58.19
191,臺北市,2014/11/03,古亭,2.9,0.43,-,34.6,66,26,20.79,3.07,17.72,2.37,21.03,62.16
192,臺北市,2014/11/03,中山,3.3,0.61,-,29.6,79,21,32.47,7.26,25.2,1.76,21.32,60.35
193,臺北市,2014/11/03,大同,3.5,1.17,-,-,71,19,71.31,37.18,34.13,-,-,-
194,臺北市,2014/11/03,萬華,2.0,0.49,-,31.9,59,26,26.52,4.05,22.46,2.08,21.29,57.9
195,臺北市,2014/11/03,陽明,2.2,0.23,407.28,50.2,34,22,2.24,0.4,1.91,-,13.61,90.44
196,臺北市,2014/11/03,士林,2.9,0.32,-,45.6,58,24,13.02,2.56,10.46,2.0,20.88,58.64
197,臺北市,2014/11/02,松山,1.3,0.48,421.63,35.4,23,15,14.5,2.48,12.02,1.87,22.61,82.06
198,臺北市,2014/11/02,古亭,2.2,0.54,-,27.4,31,16,17.82,2.21,15.62,2.14,23.09,87.41
199,臺北市,2014/11/02,中山,2.4,0.62,-,27.2,41,14,22.61,3.93,18.69,1.73,23.78,79.3
200,臺北市,2014/11/02,大同,3.2,1.4,-,-,39,12,66.57,35.24,31.32,-,-,-
201,臺北市,2014/11/02,萬華,2.5,0.6,-,26.5,22,12,22.95,3.09,19.85,1.86,23.62,80.35
202,臺北市,2014/11/02,陽明,1.5,0.36,417.22,45.6,9,8,3.26,1.08,2.17,-,17.54,94.0
203,臺北市,2014/11/02,士林,2.6,0.46,-,33.8,21,13,15.48,3.38,12.11,1.78,23.37,77.01
204,臺北市,2014/11/01,松山,4.4,0.39,420.28,21.3,26,11,22.12,4.88,17.23,1.84,25.32,75.34
205,臺北市,2014/11/01,古亭,4.0,0.42,-,17.6,32,14,23.68,5.57,18.11,2.32,25.6,78.49
206,臺北市,2014/11/01,中山,3.6,0.54,-,17.6,47,18,29.56,7.85,21.71,1.95,26.43,72.54
207,臺北市,2014/11/01,大同,4.2,1.46,-,-,43,16,73.55,41.48,32.07,-,-,-
208,臺北市,2014/11/01,萬華,3.2,0.46,-,19.0,29,16,26.42,6.25,20.17,2.28,26.08,73.43
209,臺北市,2014/11/01,陽明,1.4,0.15,401.94,39.7,12,10,2.4,0.45,1.9,-,20.35,90.93
210,臺北市,2014/11/01,士林,1.9,0.38,-,26.7,31,15,19.94,5.03,14.91,1.59,26.05,70.52
211,新北市,2014/11/30,板橋,5.6,0.68,-,17.5,52,29,25.57,5.59,19.98,1.81,25.64,75.47
212,新北市,2014/11/30,三重,4.2,1.53,-,-,61,26,100.87,70.08,30.79,-,25.49,76.62
213,新北市,2014/11/30,菜寮,3.4,0.69,-,15.5,47,37,28.0,7.32,20.68,1.31,25.33,76.8
214,新北市,2014/11/30,永和,3.4,1.44,-,9.9,45,27,54.41,26.42,27.99,1.17,26.23,81.15
215,新北市,2014/11/30,新莊,3.9,0.66,-,16.3,48,29,26.77,6.69,20.08,1.71,25.29,82.52
216,新北市,2014/11/30,新店,2.8,0.57,-,19.2,40,24,20.75,3.45,17.29,1.23,25.87,76.88
217,新北市,2014/11/30,淡水,6.0,0.52,-,15.3,58,29,26.05,6.25,19.81,-,-,-
218,新北市,2014/11/30,汐止,2.4,0.66,-,15.6,44,31,33.22,12.33,20.89,1.31,25.75,81.06
219,新北市,2014/11/30,土城,4.3,0.6,-,18.4,52,26,25.82,7.48,18.33,1.27,25.96,78.81
220,新北市,2014/11/30,林口,2.6,0.43,-,18.2,49,35,20.44,3.5,16.95,1.14,23.36,87.13
221,新北市,2014/11/30,萬里,3.0,0.45,-,19.1,-,18,14.15,2.73,11.42,1.77,23.55,88.59
222,新北市,2014/11/29,板橋,6.0,0.54,-,24.8,42,22,24.26,3.8,20.46,1.52,26.07,74.66
223,新北市,2014/11/29,三重,5.9,1.89,-,-,63,23,112.56,73.46,39.1,-,26.41,74.11
224,新北市,2014/11/29,菜寮,5.1,0.68,-,21.9,43,33,31.55,7.69,23.86,1.23,26.06,75.1
225,新北市,2014/11/29,永和,3.7,1.15,-,18.0,35,21,45.66,20.0,25.66,1.21,26.61,80.59
226,新北市,2014/11/29,新莊,5.2,0.5,-,27.0,43,26,23.42,3.07,20.35,1.47,25.92,81.23
227,新北市,2014/11/29,新店,2.1,0.49,-,20.5,27,16,19.05,5.04,14.0,1.2,26.1,75.41
228,新北市,2014/11/29,淡水,4.4,0.36,-,16.9,45,19,20.66,5.55,15.11,-,-,-
229,新北市,2014/11/29,汐止,4.5,0.41,-,16.2,31,20,23.96,8.92,15.04,1.17,26.26,80.85
230,新北市,2014/11/29,土城,3.8,0.5,-,25.8,45,20,23.22,4.77,18.45,1.25,26.44,76.82
231,新北市,2014/11/29,林口,3.5,0.41,-,17.8,49,31,25.57,5.5,20.06,1.17,23.81,87.61
