序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
163,臺北市,1997/10/08,古亭,1.6,0.6,37.2,-,55,29,26.59,3.97,22.62,2.151,0.11,2.05,24.23,-,-,53.0
164,臺北市,1997/10/08,中山,4.8,0.84,31.3,-,53,-,42.35,7.78,34.57,2.45,0.28,2.17,24.77,-,-,51.0
165,臺北市,1997/10/08,大同,9.1,3.9,-,-,50,-,163.92,113.36,50.56,4.28,2.05,2.23,25.56,-,-,64.0
166,臺北市,1997/10/08,萬華,2.0,0.8,38.6,-,49,-,25.33,1.81,23.52,-,-,-,24.05,-,-,49.0
167,臺北市,1997/10/08,陽明,1.5,0.25,62.5,-,20,-,1.71,0.04,1.67,-,-,-,16.98,-,87.0,66.0
168,臺北市,1997/10/08,士林,6.9,0.49,43.5,-,37,-,19.45,2.09,17.36,-,-,-,23.96,-,-,45.0
169,臺北市,1997/10/07,松山,6.4,0.84,13.9,-,31,-,44.44,11.96,32.48,-,-,-,23.97,-,-,31.0
170,臺北市,1997/10/07,古亭,3.8,0.72,19.8,-,39,20,35.04,9.74,25.3,2.253,0.21,2.04,24.17,-,-,39.0
171,臺北市,1997/10/07,中山,6.2,0.62,18.2,-,30,-,38.84,8.4,30.44,2.258,0.18,2.07,24.82,-,-,30.0
172,臺北市,1997/10/07,大同,12.1,3.62,-,-,41,-,155.38,116.31,39.08,4.073,1.85,2.22,25.67,-,-,59.0
173,臺北市,1997/10/07,萬華,3.6,0.8,21.8,-,40,-,30.11,5.11,25.0,-,-,-,24.07,-,-,40.0
174,臺北市,1997/10/07,陽明,0.7,0.18,45.1,-,15,-,1.38,0.07,1.31,-,-,-,17.34,-,88.0,41.0
175,臺北市,1997/10/07,士林,4.6,0.46,28.9,-,24,-,18.58,3.07,15.51,-,-,-,24.03,-,-,30.0
176,臺北市,1997/10/06,松山,4.9,0.89,16.4,-,30,-,42.86,11.57,31.29,-,-,-,23.33,-,-,30.0
177,臺北市,1997/10/06,古亭,2.7,0.76,20.1,-,50,22,33.95,9.35,24.6,2.16,0.21,1.95,23.32,-,-,50.0
178,臺北市,1997/10/06,中山,5.2,0.74,21.8,-,33,-,35.87,8.97,26.9,2.225,0.23,2.0,24.15,-,-,33.0
179,臺北市,1997/10/06,大同,11.4,4.16,-,-,41,-,171.46,132.76,38.7,4.225,2.04,2.18,25.0,-,-,68.0
180,臺北市,1997/10/06,萬華,3.4,0.91,20.6,-,43,-,31.29,5.77,25.52,-,-,-,23.28,-,-,43.0
181,臺北市,1997/10/06,陽明,1.5,0.26,44.7,-,13,-,2.37,0.03,2.33,-,-,-,16.87,-,94.0,43.0
182,臺北市,1997/10/06,士林,2.3,0.51,29.2,-,26,-,16.46,2.69,13.77,-,-,-,23.53,-,-,33.0
183,臺北市,1997/10/05,松山,4.1,0.82,19.1,-,37,-,35.0,5.37,29.63,-,-,-,23.71,-,-,37.0
184,臺北市,1997/10/05,古亭,4.3,0.85,17.8,-,50,29,34.45,7.49,26.96,2.204,0.21,2.0,23.76,-,-,50.0
185,臺北市,1997/10/05,中山,3.0,0.87,19.4,-,39,-,38.63,7.79,30.85,2.358,0.25,2.11,24.7,-,-,39.0
186,臺北市,1997/10/05,大同,8.1,3.86,-,-,46,-,159.84,116.68,43.16,3.987,1.74,2.24,25.49,-,-,56.0
187,臺北市,1997/10/05,萬華,3.0,0.91,22.8,-,51,-,25.83,1.83,23.99,-,-,-,23.87,-,-,50.0
188,臺北市,1997/10/05,陽明,0.3,0.31,46.0,-,14,-,2.05,0.15,1.91,-,-,-,18.47,-,89.0,43.0
189,臺北市,1997/10/05,士林,1.7,0.74,23.5,-,34,-,22.69,2.23,20.45,-,-,-,24.23,-,-,34.0
190,臺北市,1997/10/04,松山,12.7,1.34,42.8,-,67,-,63.04,15.32,47.72,-,-,-,26.53,-,-,104.0
191,臺北市,1997/10/04,古亭,13.0,1.3,31.7,-,99,51,54.7,10.39,44.31,2.756,0.54,2.22,27.26,-,-,74.0
192,臺北市,1997/10/04,中山,14.1,1.27,44.3,-,91,-,60.16,13.11,47.06,3.062,0.57,2.49,27.05,-,-,100.0
193,臺北市,1997/10/04,大同,16.3,3.47,-,-,81,-,125.39,68.18,57.21,4.103,1.47,2.63,27.92,-,-,65.0
194,臺北市,1997/10/04,萬華,12.6,1.29,37.5,-,93,-,45.19,3.99,41.2,-,-,-,26.91,-,-,73.0
195,臺北市,1997/10/04,陽明,11.9,0.34,51.1,-,18,-,9.8,1.15,8.65,-,-,-,22.33,-,79.0,77.0
196,臺北市,1997/10/04,士林,12.5,1.21,37.6,-,76,-,46.21,7.1,39.12,-,-,-,26.06,-,-,83.0
197,臺北市,1997/10/03,松山,11.3,0.88,10.6,-,31,-,46.61,14.83,31.78,-,-,-,25.65,-,-,31.0
198,臺北市,1997/10/03,古亭,8.2,0.96,13.2,-,35,22,44.28,16.45,27.82,-,0.23,-,26.21,-,-,35.0
