序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
346,臺南市,2017/10/09,臺南,3.1,0.33,-,36.7,41,19,9.84,1.79,8.05,1.935,0.098,1.837,1.68,1.39,30.12,-,-,77.02,-
347,臺南市,2017/10/08,新營,3.7,0.43,-,46.9,85,39,11.94,1.13,10.73,2.328,0.112,2.216,1.44,1.08,30.02,0,0,76.01,0
348,臺南市,2017/10/08,善化,3,0.4,456.5,43.1,76,40,10.98,1.29,9.69,-,-,-,1.37,1.2,29.44,-,-,84.22,-
349,臺南市,2017/10/08,安南,2.5,0.42,-,53.4,72,40,12.2,0.89,11.28,2.237,0.134,2.102,1.65,1.43,30.24,-,-,74.8,-
350,臺南市,2017/10/08,臺南,3.9,0.47,-,55.7,59,35,13.02,1.55,11.47,2.088,0.136,1.952,1.47,1.17,29.65,-,-,78.8,-
351,臺南市,2017/10/07,新營,3,0.37,-,48.1,67,29,9.95,0.69,9.21,2.209,0.093,2.116,1.42,1.04,30.25,0,0,73.5,0
352,臺南市,2017/10/07,善化,2.3,0.31,438.96,45,62,31,9.04,1.63,7.41,-,-,-,1.73,1.48,29.82,-,-,81.41,-
353,臺南市,2017/10/07,安南,2.5,0.39,-,50.3,61,34,12.12,1.35,10.76,2.17,0.178,1.992,1.97,1.7,30.54,-,-,71.01,-
354,臺南市,2017/10/07,臺南,2.7,0.39,-,52.8,52,27,11.06,1.65,9.41,1.976,0.116,1.86,1.65,1.32,29.98,-,-,75.31,-
355,臺南市,2017/10/06,新營,3.1,0.29,-,36.5,60,20,9.13,0.74,8.35,2.177,0.072,2.105,1.56,1.24,29.92,0,0,76.37,0
356,臺南市,2017/10/06,善化,3.3,0.26,430.3,38.6,56,21,8.33,1.31,7.02,-,-,-,1.68,1.37,29.63,-,-,83.56,-
357,臺南市,2017/10/06,安南,2.3,0.31,-,43.4,60,20,12.91,1.77,11.12,2.08,0.131,1.949,2.14,1.83,30.18,-,-,75.55,-
358,臺南市,2017/10/06,臺南,3.2,0.35,-,42.4,50,20,12.67,1.64,11.03,1.953,0.153,1.8,1.87,1.44,29.7,-,-,78.53,-
359,臺南市,2017/10/05,新營,3.5,0.38,-,36.2,63,24,13.59,1.77,11.81,2.132,0.084,2.047,1.95,1.58,29.15,0,0,76.35,0
360,臺南市,2017/10/05,善化,3.2,0.33,427.01,36.4,60,28,12,1.99,10.02,-,-,-,2.15,1.94,29.61,-,-,80.55,-
361,臺南市,2017/10/05,安南,3.6,0.35,-,39.9,55,23,12.49,1.47,10.98,2.094,0.075,2.019,2.24,1.98,29.96,-,-,72.42,-
362,臺南市,2017/10/05,臺南,3.4,0.44,-,38.3,52,24,14.04,2.03,12.01,2.042,0.128,1.914,2.08,1.7,29.58,-,-,76.08,-
363,臺南市,2017/10/04,新營,3.1,0.42,-,37.5,64,37,7.55,0.55,6.9,2.195,0.097,2.098,2.06,1.8,29.56,0,0,76.74,0
364,臺南市,2017/10/04,善化,2.5,0.34,433.91,41,64,37,8.97,0.78,8.19,-,-,-,2.34,2,29.94,-,-,81.4,-
365,臺南市,2017/10/04,安南,3.7,0.43,-,48.6,72,46,11.03,1.09,9.95,2.193,0.182,2.01,2.18,1.88,30.64,-,-,71.65,-
366,臺南市,2017/10/04,臺南,4.3,0.46,-,49,62,42,12.05,1.52,10.53,2.055,0.141,1.914,1.89,1.6,30.1,-,-,76.13,-
367,臺南市,2017/10/03,新營,3.4,0.35,-,33,56,28,9.36,0.87,8.44,2.144,0.085,2.059,2.02,1.73,30.28,0,0,74.2,0
368,臺南市,2017/10/03,善化,4.2,0.29,442.56,31.7,49,28,10.15,1.54,8.62,-,-,-,2.07,1.8,29.73,-,-,83.19,-
369,臺南市,2017/10/03,安南,3,0.35,-,35.6,55,29,15.4,2.86,12.54,2.157,0.182,1.974,2.18,1.93,30.5,-,-,73.43,-
370,臺南市,2017/10/03,臺南,3.5,0.43,-,38.2,44,25,13.19,1.3,11.89,2.014,0.148,1.866,1.82,1.46,30.19,-,-,76.24,-
371,臺南市,2017/10/02,新營,2.5,0.3,-,35.8,45,24,6.15,0.74,5.4,2.126,0.065,2.061,1.6,1.33,30.47,0,0,74.15,0
372,臺南市,2017/10/02,善化,3.2,0.21,426.84,34.9,40,18,8.11,1.57,6.54,-,-,-,1.6,1.34,29.8,-,-,83,-
373,臺南市,2017/10/02,安南,2.7,0.36,-,35.2,48,24,13.3,1.37,11.93,2.151,0.204,1.947,2.27,2.04,31,-,-,72.91,-
374,臺南市,2017/10/02,臺南,2.6,0.37,-,34.8,39,22,13.48,1.64,11.84,1.97,0.133,1.838,1.7,1.47,30.17,-,-,78.17,-
375,臺南市,2017/10/01,新營,2.2,0.26,-,35.1,41,20,7.4,0.85,6.55,2.107,0.054,2.052,1.5,1.11,30.59,0,0,72.73,0
376,臺南市,2017/10/01,善化,2,0.22,429.78,33.2,35,19,7.45,0.71,6.72,-,-,-,1.76,1.61,30.1,-,-,81.31,-
377,臺南市,2017/10/01,安南,1.8,0.29,-,42.5,44,22,9.33,0.75,8.55,2.014,0.099,1.915,2.38,2.09,31.15,-,-,71.59,-
378,臺南市,2017/10/01,臺南,2.9,0.31,-,43.5,36,19,8.7,2.04,6.66,1.9,0.086,1.814,1.88,1.57,30.32,-,-,77.2,-
379,高雄市,2017/10/14,左營,1.9,0.4,-,8.2,24,5,25.65,7.57,18.07,2.157,0.211,1.945,1.51,1.27,25.27,-,-,94.13,-
380,高雄市,2017/10/14,楠梓,1.8,0.27,-,7.8,25,3,-,-,-,1.993,0.125,1.868,1.11,0.64,24.8,-,-,95.09,-
381,高雄市,2017/10/14,前金,2.4,0.47,-,9.6,21,9,22.62,7.28,15.33,2.153,0.229,1.924,1.67,1.44,26.86,-,-,90.89,-
382,高雄市,2017/10/14,前鎮,2.8,0.55,-,7,20,5,26.39,7.96,18.43,2.197,0.251,1.946,1.48,1.2,25.75,-,-,89.75,-
383,高雄市,2017/10/14,復興,3.5,0.73,-,5.9,16,9,33.76,13.5,20.26,2.27,0.355,1.915,1.08,1,25.8,-,-,88.8,-
384,高雄市,2017/10/14,小港,2.5,0.34,-,8.5,16,8,24.73,9.34,15.39,2.073,0.174,1.899,1.54,1.24,26.47,2.03,4.95,91.34,40.5
385,高雄市,2017/10/14,鳳山,2.1,0.36,-,9.1,22,5,16.56,5.21,11.35,2.169,0.183,1.986,1.3,1.08,25.31,1.56,5.7,95.24,11.29
386,高雄市,2017/10/14,林園,3.1,0.17,-,14.9,9,6,6.92,1.41,5.5,2.308,0.053,2.255,2.61,2.29,25.62,-,-,91.93,-
387,高雄市,2017/10/14,大寮,4.8,0.22,-,8.1,16,10,16.19,5.56,10.63,2.26,0.166,2.093,1.57,1.08,25.55,-,-,92.13,-
388,高雄市,2017/10/14,仁武,4.7,0.29,-,9.4,31,7,16.67,8.25,8.42,-,-,-,1.19,1.1,25.68,-,-,91.8,-
389,高雄市,2017/10/14,橋頭,1.3,0.24,-,8.4,15,8,13.43,3.78,9.66,-,-,-,1.62,1.24,25.43,1.47,6.5,94.75,2.55
390,高雄市,2017/10/14,美濃,0.5,0.19,-,9.1,11,7,5.72,1.55,4.17,-,-,-,0.78,0.48,25.07,-,-,93.93,-
391,高雄市,2017/10/13,左營,3.5,0.54,-,11.9,79,24,34.39,3.93,30.47,2.376,0.271,2.104,1.6,1.44,26.45,-,-,87.79,-
392,高雄市,2017/10/13,楠梓,2.4,0.38,-,10.3,75,20,27.5,5.37,22.13,2.228,0.228,2,1.67,1.37,26.1,-,-,89.69,-
393,高雄市,2017/10/13,前金,3.2,0.57,-,12.6,77,25,28.18,3.58,24.6,2.351,0.262,2.089,1.88,1.77,27.24,-,-,85.52,-
394,高雄市,2017/10/13,前鎮,3.6,0.69,-,12,79,30,33.95,4.7,29.24,2.454,0.36,2.094,1.47,1.03,27.53,-,-,82.54,-
395,高雄市,2017/10/13,復興,4.4,0.91,-,9,75,27,39.73,8.78,30.95,2.518,0.463,2.055,0.86,0.69,27.55,-,-,81.73,-
396,高雄市,2017/10/13,小港,6.9,0.63,-,11.2,77,31,41.54,11.63,29.91,2.375,0.342,2.033,1.33,1.05,28.24,1.56,4.99,82.69,43.97
397,高雄市,2017/10/13,鳳山,5.1,0.64,-,14.1,87,27,31.09,6.11,24.97,2.47,0.344,2.126,1.39,1.08,26.81,1.88,6.12,88.6,22.93
398,高雄市,2017/10/13,林園,5.2,0.42,-,19.8,39,24,22.59,2.62,19.95,2.47,0.215,2.256,1.86,1.56,27.45,-,-,85.89,-
399,高雄市,2017/10/13,大寮,4.4,0.46,-,9.9,67,30,31.01,7.98,23.02,2.703,0.364,2.339,1.6,1.09,26.89,-,-,88.45,-
400,高雄市,2017/10/13,仁武,4.8,0.5,-,11.9,91,26,33.91,9.59,24.32,2.4,0.345,2.055,1.56,1.53,26.75,-,-,87.13,-
401,高雄市,2017/10/13,橋頭,3,0.43,-,8.8,58,26,27.71,6.07,21.64,-,-,-,1.72,1.57,26.45,1.36,6.8,88.81,11.67
402,高雄市,2017/10/13,美濃,1.4,0.33,-,15,46,24,10.23,1.85,8.38,-,-,-,0.71,0.54,26.59,-,-,90.05,-
403,高雄市,2017/10/12,左營,3.5,0.33,-,42.9,78,23,15.62,0.98,14.63,2.102,0.136,1.966,2.14,1.77,29.6,-,-,80.58,-
404,高雄市,2017/10/12,楠梓,3.2,0.39,-,37,91,24,-,-,-,2.065,0.151,1.915,1.72,1.45,30.03,-,-,77.05,-
405,高雄市,2017/10/12,前金,3.5,0.31,-,49.6,67,22,10.73,0.68,10.04,1.991,0.095,1.897,1.8,1.53,30.45,-,-,75.38,-
406,高雄市,2017/10/12,前鎮,3.7,0.35,-,43,64,26,15.65,2.06,13.6,2.046,0.105,1.941,1.48,0.91,30.5,-,-,73.31,-
407,高雄市,2017/10/12,復興,4.7,0.47,-,40.7,62,21,19.03,2.82,16.21,2.054,0.154,1.9,0.73,0.62,30.36,-,-,72.88,-
408,高雄市,2017/10/12,小港,7.7,0.3,-,39.4,68,25,18.26,2.1,16.23,2.048,0.14,1.908,1.91,1.64,31.09,0,0,71.78,0
409,高雄市,2017/10/12,鳳山,4.3,0.52,-,39.2,77,21,17.8,0.93,16.88,2.238,0.208,2.03,1.52,1.28,30.12,0,0,74.71,0
410,高雄市,2017/10/12,林園,6.2,0.23,-,44.4,34,14,8.76,0.76,8,2.191,0.037,2.155,1.82,1.68,30.07,-,-,76.07,-
411,高雄市,2017/10/12,大寮,9.4,0.34,-,29.8,67,27,21.58,3.81,17.78,2.393,0.212,2.181,1.41,1.04,29.97,-,-,77.33,-
412,高雄市,2017/10/12,仁武,4.8,0.38,-,39.7,82,28,16.66,1.47,15.2,2.175,0.195,1.981,1.72,1.57,30,-,-,78.12,-
413,高雄市,2017/10/12,橋頭,4.1,0.37,-,33.6,76,28,17.96,2.22,15.74,-,-,-,1.93,1.66,30.03,0,0,77.7,0
414,高雄市,2017/10/12,美濃,2.8,0.24,-,39.5,46,23,8.93,1.9,7.04,-,-,-,0.77,0.66,29.84,-,-,74.95,-
415,高雄市,2017/10/11,左營,3.4,0.18,-,44.8,44,16,8.02,0.39,7.67,1.879,0.018,1.861,2.06,1.8,30.01,-,-,77.34,-
416,高雄市,2017/10/11,楠梓,2.8,0.32,-,28.3,56,19,19.36,1.64,17.71,2.013,0.139,1.874,1.56,1.18,30.22,-,-,75.11,-
417,高雄市,2017/10/11,前金,3,0.2,-,44.1,40,20,5.19,1.28,3.91,1.848,0.021,1.827,2.18,1.79,30.26,-,-,75.43,-
418,高雄市,2017/10/11,前鎮,3.4,0.21,-,38.7,43,21,10.72,1.78,8.93,1.892,0.034,1.858,1.45,0.96,30.73,-,-,72.96,-
419,高雄市,2017/10/11,復興,3.6,0.36,-,36.4,40,15,15.06,3.85,11.22,1.889,0.08,1.809,0.79,0.58,30.54,-,-,72.64,-
420,高雄市,2017/10/11,小港,5.7,0.2,-,35.5,44,20,14.74,2.21,12.51,1.895,0.082,1.813,2.19,1.83,31.38,0,0,71.63,0
421,高雄市,2017/10/11,鳳山,3.3,0.47,-,32,56,21,15.28,1.08,14.18,2.139,0.176,1.962,1.73,1.42,30.53,0,0,72.4,0
422,高雄市,2017/10/11,林園,4.9,0.21,-,35.4,27,13,7.1,1.04,6.06,2.003,0.021,1.993,1.87,1.58,30.52,-,-,75.29,-
423,高雄市,2017/10/11,大寮,5.1,0.28,-,23.8,51,22,17.11,3.62,13.49,2.365,0.158,2.208,1.48,1.1,30.31,-,-,74.64,-
424,高雄市,2017/10/11,仁武,3.5,0.29,-,38.8,54,22,13.6,2,11.6,2.032,0.124,1.907,1.56,1.34,30.33,-,-,75.07,-
425,高雄市,2017/10/11,橋頭,3.3,0.34,-,24.7,45,22,18.04,2.45,15.59,-,-,-,2.01,1.74,29.88,1,7.53,77.66,251.3
426,高雄市,2017/10/11,美濃,2.2,0.26,-,30.3,39,19,8.72,1.54,7.18,-,-,-,1.04,0.65,29.78,-,-,75.72,-
427,高雄市,2017/10/10,左營,3.6,0.26,-,33.3,49,16,11.35,0.5,10.84,2.023,0.1,1.923,2.16,1.8,29.62,-,-,79.22,-
428,高雄市,2017/10/10,楠梓,2.9,0.25,-,31.6,53,16,10.81,0.65,10.16,1.958,0.103,1.855,1.85,1.63,30.23,-,-,75.41,-
429,高雄市,2017/10/10,前金,3.5,0.23,-,33.8,38,13,10.14,1.48,8.65,1.91,0.058,1.853,2.21,1.85,30.23,-,-,74.63,-
430,高雄市,2017/10/10,前鎮,4.4,0.27,-,30.3,46,22,13.54,1.61,11.92,1.998,0.077,1.922,1.39,1.01,30.43,-,-,74.75,-
431,高雄市,2017/10/10,復興,5.4,0.38,-,27.1,36,18,17.95,3.21,14.74,2.003,0.124,1.879,0.85,0.58,30.33,-,-,74.06,-
432,高雄市,2017/10/10,小港,7.3,0.25,-,29.5,43,21,14.39,0.88,13.59,1.981,0.108,1.873,1.98,1.78,31.19,0,0,73.45,0
433,高雄市,2017/10/10,鳳山,4.3,0.42,-,30.2,53,17,15.24,1.52,13.73,2.077,0.148,1.928,1.78,1.43,30.56,0,0,71.11,0
434,高雄市,2017/10/10,林園,5.3,0.24,-,33.3,28,27,8.99,1.19,7.79,2.197,0.012,2.191,2.3,2.03,30.36,-,-,75.8,-
435,高雄市,2017/10/10,大寮,4.5,0.25,-,30.4,51,23,12.75,2.56,10.19,2.278,0.125,2.153,1.54,1.22,30.48,-,-,74.89,-
436,高雄市,2017/10/10,仁武,4,0.28,-,33.3,48,20,11.84,0.88,10.95,2.073,0.159,1.913,1.78,1.48,30.13,-,-,75.4,-
437,高雄市,2017/10/10,橋頭,2.7,0.25,-,32.4,41,21,10.61,1.15,9.46,-,-,-,2.3,2.15,30.26,0,0,75.9,0
438,高雄市,2017/10/10,美濃,2.4,0.22,-,31.7,40,20,7.08,0.85,6.22,-,-,-,0.98,0.75,30.94,-,-,70.89,-
439,高雄市,2017/10/09,左營,3.3,0.31,-,37,53,20,10.28,0.4,9.82,2.016,0.081,1.935,1.95,1.74,29.66,-,-,79.2,-
440,高雄市,2017/10/09,楠梓,3.4,0.35,-,35.8,59,21,10.95,0.98,9.95,2.016,0.115,1.901,1.79,1.42,29.52,-,-,75.55,-
441,高雄市,2017/10/09,前金,3.5,0.31,-,36.2,48,18,8.8,1.15,7.65,1.96,0.065,1.895,2.09,1.79,30.04,-,-,76.86,-
442,高雄市,2017/10/09,前鎮,3.6,0.36,-,32.7,51,22,14.42,2.67,11.75,1.995,0.083,1.912,1.33,0.99,30.61,-,-,73.46,-
443,高雄市,2017/10/09,復興,4.2,0.49,-,30.2,42,19,15.99,2.54,13.45,2.016,0.144,1.872,0.83,0.6,30.51,-,-,72.91,-
444,高雄市,2017/10/09,小港,7.2,0.35,-,30.4,56,26,16.83,2.38,14.61,2.061,0.139,1.922,1.95,1.65,31.14,0,0,73.15,0
445,高雄市,2017/10/09,鳳山,2.7,0.51,-,33.7,68,26,14.82,1.9,12.92,2.156,0.168,1.988,1.63,1.33,30.23,0,0,74.26,0
446,高雄市,2017/10/09,林園,5.4,0.38,-,37.5,37,30,11.35,0.85,10.5,2.189,0.046,2.146,2.18,2.01,30.08,-,-,77.63,-
447,高雄市,2017/10/09,大寮,5.3,0.43,-,29.3,71,32,15.12,2.82,12.3,2.438,0.15,2.289,1.57,1.21,30.22,-,-,76.42,-
448,高雄市,2017/10/09,仁武,3.6,0.33,-,36.6,55,23,11.72,1.17,10.54,2.043,0.117,1.926,1.65,1.32,30.08,-,-,75.94,-
449,高雄市,2017/10/09,橋頭,2.3,0.34,-,33.7,51,27,10.15,1.17,8.98,-,-,-,2.3,1.9,29.95,0,0,77.49,0
450,高雄市,2017/10/09,美濃,1.9,0.28,-,34.5,48,22,6.66,0.86,5.77,-,-,-,0.85,0.64,30.28,-,-,73.65,-
451,高雄市,2017/10/08,左營,4.8,0.38,-,52.5,65,31,13.87,0.62,13.21,2.114,0.119,1.994,1.59,1.27,28.94,-,-,81.03,-
452,高雄市,2017/10/08,楠梓,3.3,0.48,-,47.1,84,37,14.47,0.95,13.5,2.2,0.18,2.02,1.24,1.03,28.95,-,-,81.23,-
453,高雄市,2017/10/08,前金,4.2,0.43,-,51.8,64,37,11.83,0.39,11.44,2.073,0.112,1.961,1.53,1.27,29.37,-,-,78.82,-
454,高雄市,2017/10/08,前鎮,5.3,0.42,-,47.3,64,36,15.44,0.68,14.72,2.088,0.1,1.988,1.2,0.79,29.73,-,-,76.1,-
455,高雄市,2017/10/08,復興,5.8,0.53,-,45.1,59,31,18.15,1.03,17.1,2.112,0.169,1.942,0.69,0.55,29.59,-,-,75.75,-
456,高雄市,2017/10/08,小港,9.4,0.47,-,41.1,79,36,20.45,0.95,19.45,2.207,0.208,1.999,1.49,1.3,30.33,0.5,5.65,76.15,40
457,高雄市,2017/10/08,鳳山,4.9,0.73,-,42,84,41,20.07,0.79,19.26,2.371,0.256,2.116,1.25,0.91,29.29,0,0,77.67,0
458,高雄市,2017/10/08,林園,6.3,0.46,-,44.1,43,35,12.21,0.52,11.72,2.236,0.063,2.173,1.71,1.37,29.34,-,-,79.06,-
459,高雄市,2017/10/08,大寮,5.1,0.58,-,25.8,87,43,19.82,2.49,17.32,2.804,0.243,2.561,1.12,0.74,28.76,-,-,84.42,-
460,高雄市,2017/10/08,仁武,4.8,0.48,-,48.1,81,40,14.65,0.61,13.97,2.216,0.177,2.039,1.26,1.02,29.2,-,-,80.38,-
461,高雄市,2017/10/08,橋頭,4,0.45,-,44.6,70,39,14.54,1.27,13.26,-,-,-,1.48,1.27,29.11,0,0,81.16,0
462,高雄市,2017/10/08,美濃,2.6,0.44,-,38.6,75,40,10.56,1.21,9.34,-,-,-,0.78,0.63,28.98,-,-,81.22,-
463,高雄市,2017/10/07,左營,4.7,0.39,-,52.6,61,29,15.3,1.68,13.62,2.083,0.121,1.962,1.76,1.4,29.47,-,-,76.97,-
464,高雄市,2017/10/07,楠梓,3.3,0.41,-,46.6,74,28,15.8,1.75,14.06,2.092,0.155,1.936,1.57,1.27,29.47,-,-,77.08,-
465,高雄市,2017/10/07,前金,4.4,0.41,-,56,62,36,12.75,0.66,12.07,2.043,0.11,1.932,1.85,1.43,29.85,-,-,74.91,-
466,高雄市,2017/10/07,前鎮,4.5,0.44,-,49.6,62,37,15.48,1.27,14.21,2.085,0.108,1.977,1.31,0.91,30.04,-,-,73.07,-
467,高雄市,2017/10/07,復興,5.6,0.5,-,46.8,56,29,19.41,2.17,17.23,2.1,0.166,1.934,0.93,0.75,29.95,-,-,72.63,-
468,高雄市,2017/10/07,小港,9.5,0.39,-,40.3,69,33,18.38,2.21,16.2,2.102,0.143,1.959,1.78,1.53,30.64,0,0,72.81,0
469,高雄市,2017/10/07,鳳山,3.6,0.57,-,41.9,76,29,17.59,1.05,16.49,2.168,0.179,1.99,1.75,1.5,29.64,0,0,73.77,0
470,高雄市,2017/10/07,林園,5.9,0.38,-,45.4,39,29,9.81,1.72,8.09,2.226,0.038,2.188,2.12,1.89,29.75,-,-,75.74,-
471,高雄市,2017/10/07,大寮,6.8,0.4,-,32.8,67,30,18.13,2.14,15.99,2.44,0.178,2.262,1.38,1.15,29.73,-,-,75.26,-
472,高雄市,2017/10/07,仁武,5.5,0.38,-,50.7,63,31,12.58,0.83,11.73,2.177,0.211,1.966,1.56,1.29,29.54,-,-,75.93,-
473,高雄市,2017/10/07,橋頭,3.6,0.4,-,45.8,60,33,13.34,1.2,12.09,-,-,-,2.08,1.92,29.4,0,0,78.09,0
474,高雄市,2017/10/07,美濃,2.9,0.37,-,43.2,60,29,7.84,1.02,6.81,-,-,-,0.8,0.66,29.35,-,-,77.7,-
475,高雄市,2017/10/06,左營,3.9,0.34,-,46.5,69,25,12.98,1.19,11.76,2.069,0.098,1.971,1.91,1.67,29.09,-,-,81.09,-
476,高雄市,2017/10/06,楠梓,3.6,0.39,-,41.4,82,23,14.32,1.5,12.87,2.067,0.156,1.911,1.58,1.28,29.35,-,-,79.44,-
477,高雄市,2017/10/06,前金,4.2,0.36,-,46,58,26,10.75,0.86,9.84,2.006,0.077,1.928,2.11,1.85,29.39,-,-,78.32,-
478,高雄市,2017/10/06,前鎮,6.2,0.35,-,40.5,69,33,16.25,1.03,15.24,2.057,0.114,1.943,1.45,1.09,29.93,-,-,75.58,-
479,高雄市,2017/10/06,復興,6.6,0.48,-,37.3,62,26,20.39,2.28,18.1,2.075,0.17,1.905,0.87,0.66,29.82,-,-,75.14,-
480,高雄市,2017/10/06,小港,9.3,0.36,-,38.4,76,30,19.41,1.94,17.53,2.04,0.144,1.896,1.88,1.66,30.64,0,0,74.82,0
481,高雄市,2017/10/06,鳳山,5.8,0.56,-,40.5,77,30,17,2.17,14.82,2.137,0.171,1.966,1.75,1.49,29.81,0,0,74.36,0
482,高雄市,2017/10/06,林園,5.7,0.28,-,-,38,-,7.48,0.79,6.67,2.124,0.006,2.122,2.04,1.91,30.12,-,-,75.48,-
483,高雄市,2017/10/06,大寮,5.5,0.38,-,36.1,69,31,17.85,2.86,14.99,2.332,0.153,2.179,1.45,1.26,30.06,-,-,74.98,-
484,高雄市,2017/10/06,仁武,5.1,0.37,-,45.1,64,28,14.26,1.99,12.27,2.05,0.114,1.936,1.46,1.25,29.52,-,-,78.6,-
485,高雄市,2017/10/06,橋頭,3.7,0.36,-,44.3,60,27,12.26,1.63,10.62,-,-,-,2.18,1.93,29.59,0,0,78.85,0
486,高雄市,2017/10/06,美濃,3.1,0.35,-,44.5,62,30,7.73,0.4,7.29,-,-,-,1.08,0.82,29.34,-,-,78.39,-
487,高雄市,2017/10/05,左營,4,0.45,-,47.7,75,37,15.62,0.63,15.02,2.188,0.124,2.064,2.1,1.87,28.99,-,-,81.7,-
488,高雄市,2017/10/05,楠梓,3.3,0.44,-,40.8,82,32,15.6,1.41,14.22,2.122,0.144,1.978,1.74,1.51,29.47,-,-,79.37,-
489,高雄市,2017/10/05,前金,4.5,0.49,-,42.7,72,38,15.08,0.68,14.42,2.184,0.142,2.042,2.19,2.04,29.44,-,-,78.42,-
490,高雄市,2017/10/05,前鎮,6,0.55,-,43.4,77,41,19.3,1.57,17.7,2.214,0.178,2.036,1.52,1.13,30.06,-,-,75.65,-
491,高雄市,2017/10/05,復興,6.4,0.67,-,37.9,65,36,23.66,2.55,21.11,2.265,0.253,2.012,0.97,0.69,30.07,-,-,74.67,-
492,高雄市,2017/10/05,小港,11.9,0.45,-,36.7,74,36,26.36,6.01,20.35,2.193,0.181,2.013,1.82,1.54,30.72,0,0,75.45,0
493,高雄市,2017/10/05,鳳山,5,0.52,-,41.2,75,29,15.36,1.14,14.2,2.189,0.177,2.012,1.79,1.38,29.86,0,0,75.55,0
494,高雄市,2017/10/05,林園,4.8,0.36,-,54.8,41,35,9.29,0.54,8.68,2.097,0.031,2.066,2,1.74,30.05,-,-,77.45,-
495,高雄市,2017/10/05,大寮,5.8,0.42,-,38.5,69,35,17.02,2.67,14.35,2.35,0.146,2.204,1.41,1.17,29.97,-,-,77.34,-
496,高雄市,2017/10/05,仁武,4.9,0.45,-,44,79,37,16.97,1.58,15.4,2.178,0.156,2.022,1.85,1.45,29.49,-,-,79.48,-
497,高雄市,2017/10/05,橋頭,3.1,0.4,-,41.8,67,32,13.63,1.83,11.79,-,-,-,2.12,1.89,29.69,0,0,78.06,0
498,高雄市,2017/10/05,美濃,2.6,0.35,-,40.9,62,30,6.85,0.85,5.99,-,-,-,0.81,0.68,29.72,-,-,77.23,-
499,高雄市,2017/10/04,左營,4.4,0.46,-,51,75,42,13.68,0.93,12.72,2.144,0.142,2.001,1.94,1.5,29.61,-,-,79.88,-
500,高雄市,2017/10/04,楠梓,3.2,0.45,-,50.9,80,37,13.12,2.01,11.11,2.037,0.119,1.918,1.66,1.37,29.81,-,-,78.11,-
501,高雄市,2017/10/04,前金,5.3,0.49,-,51.7,68,43,12.01,0.54,11.51,2.085,0.126,1.959,2.07,1.68,29.97,-,-,77.65,-
502,高雄市,2017/10/04,前鎮,6.2,0.45,-,46.6,67,45,15.35,1.87,13.48,2.121,0.132,1.989,1.28,0.78,30.05,-,-,76.36,-
503,高雄市,2017/10/04,復興,7.4,0.5,-,45.3,58,36,15.35,1.77,13.58,2.096,0.148,1.948,0.94,0.66,29.98,-,-,75.58,-
504,高雄市,2017/10/04,小港,8.7,0.38,-,43.4,63,37,17.87,2.19,15.73,2.076,0.12,1.956,1.8,1.59,30.82,0,0,75.66,0
505,高雄市,2017/10/04,鳳山,4.9,0.58,-,44.1,78,43,13.85,0.58,13.32,2.149,0.169,1.981,1.71,1.61,29.74,0,0,76.83,0
506,高雄市,2017/10/04,林園,4.2,0.32,-,42.3,38,35,7.18,0.42,6.76,2.094,0.022,2.077,2.21,2,30.33,-,-,76.27,-
507,高雄市,2017/10/04,大寮,4.8,0.38,-,38.2,66,36,12.11,1.81,10.3,2.346,0.146,2.2,1.5,1.18,29.93,-,-,77.96,-
508,高雄市,2017/10/04,仁武,4.3,0.42,-,53.6,76,43,8.88,0.78,8.06,2.054,0.108,1.946,1.63,1.41,29.89,-,-,77.11,-
509,高雄市,2017/10/04,橋頭,3.8,0.42,-,48.7,73,42,11.97,1.04,10.93,-,-,-,2.3,2.1,29.75,0,0,79.38,0
510,高雄市,2017/10/04,美濃,2.3,0.39,-,45,65,36,11.71,1.69,10.01,-,-,-,0.9,0.62,29.78,-,-,79.18,-
511,高雄市,2017/10/03,左營,4.3,0.59,-,34.2,64,24,25.34,3.27,22.07,2.246,0.259,1.988,1.86,1.71,29.34,-,-,82.05,-
512,高雄市,2017/10/03,楠梓,3.1,0.52,-,30.5,79,30,22.42,2.28,20.23,2.158,0.207,1.95,1.64,1.36,29.08,-,-,83.13,-
513,高雄市,2017/10/03,前金,2.9,0.42,-,43.1,53,30,12.52,0.8,11.72,2.045,0.13,1.916,1.97,1.71,29.95,-,-,78.21,-
514,高雄市,2017/10/03,前鎮,5,0.49,-,38.5,57,37,17.71,0.82,16.87,2.113,0.154,1.959,1.3,0.95,30.13,-,-,76.7,-
