序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
37,臺北市,1995/10/26,古亭,1.8,0.65,20.0,-,23,31,8.79,22.22,2.07,0.22,1.85,22.11,-,-,26.0
38,臺北市,1995/10/26,中山,5.6,1.13,11.6,-,39,54,21.51,32.59,2.53,0.45,2.09,22.14,-,-,39.0
39,臺北市,1995/10/26,大同,11.2,4.88,-,-,60,198,149.32,48.64,4.48,2.4,2.08,22.91,-,-,75.0
40,臺北市,1995/10/26,萬華,4.5,0.87,17.5,-,27,32,5.95,26.24,-,-,-,21.95,-,-,27.0
41,臺北市,1995/10/26,陽明,0.1,0.13,40.9,-,13,0,0.03,0.45,-,-,-,15.32,-,100.0,36.0
42,臺北市,1995/10/26,士林,0.2,0.38,30.6,-,12,13,1.74,10.81,-,-,-,22.99,-,-,32.0
43,臺北市,1995/10/25,松山,3.0,0.78,19.6,-,28,36,8.26,27.79,-,-,-,20.56,-,-,34.0
44,臺北市,1995/10/25,古亭,1.7,0.68,21.2,-,34,32,8.18,23.51,2.03,0.12,1.9,20.97,-,-,34.0
45,臺北市,1995/10/25,中山,2.2,0.94,17.5,-,43,41,12.32,28.76,2.4,0.32,2.08,21.57,-,-,43.0
46,臺北市,1995/10/25,大同,7.2,4.08,-,-,54,172,126.36,45.74,3.94,1.82,2.12,22.15,-,-,61.0
47,臺北市,1995/10/25,萬華,3.1,0.91,20.1,-,36,30,4.43,25.86,-,-,-,21.16,-,-,36.0
48,臺北市,1995/10/25,陽明,0.1,0.21,42.7,-,14,1,0.4,0.84,-,-,-,14.5,-,100.0,42.0
49,臺北市,1995/10/25,士林,0.4,0.42,35.6,-,-,11,1.57,8.98,-,-,-,22.05,-,-,37.0
50,臺北市,1995/10/24,松山,4.7,0.83,20.7,-,36,32,6.95,25.32,-,-,-,23.38,-,-,36.0
51,臺北市,1995/10/24,古亭,3.0,0.71,21.2,-,33,34,10.0,24.49,2.08,0.18,1.9,23.96,-,-,33.0
52,臺北市,1995/10/24,中山,2.7,0.97,17.1,-,37,42,12.16,29.73,2.41,0.35,2.06,23.89,-,-,37.0
53,臺北市,1995/10/24,大同,10.3,4.95,-,-,57,198,148.19,49.85,4.45,2.4,2.05,24.77,-,-,74.0
54,臺北市,1995/10/24,萬華,4.4,0.85,22.7,-,31,30,5.33,24.31,-,-,-,23.87,-,-,31.0
55,臺北市,1995/10/24,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,92.0,-
56,臺北市,1995/10/24,士林,1.2,0.48,32.3,-,28,16,3.01,12.8,-,-,-,24.08,-,-,50.0
57,臺北市,1995/10/23,松山,6.3,0.94,20.7,-,39,42,11.15,30.39,-,-,-,23.76,-,-,39.0
58,臺北市,1995/10/23,古亭,1.8,0.71,25.5,-,30,35,9.28,25.49,2.14,0.26,1.88,24.46,-,-,32.0
59,臺北市,1995/10/23,中山,7.9,0.78,21.5,-,38,37,8.52,28.25,2.18,0.19,1.99,24.24,-,-,38.0
60,臺北市,1995/10/23,大同,16.9,4.44,-,-,54,196,143.44,52.87,4.39,2.37,2.03,25.07,-,-,76.0
61,臺北市,1995/10/23,萬華,4.2,0.97,24.4,-,36,35,6.42,28.24,-,-,-,24.34,-,-,36.0
62,臺北市,1995/10/23,陽明,0.2,0.28,48.9,-,-,2,1.5,0.69,-,-,-,16.31,-,95.0,56.0
63,臺北市,1995/10/23,士林,3.0,0.44,36.5,-,29,15,2.55,12.37,-,-,-,24.46,-,-,36.0
64,臺北市,1995/10/22,松山,4.0,0.74,19.4,-,34,34,7.11,27.24,-,-,-,22.71,-,-,34.0
65,臺北市,1995/10/22,古亭,2.2,0.65,21.2,-,34,32,7.59,24.55,2.15,0.25,1.9,23.36,-,-,34.0
66,臺北市,1995/10/22,中山,2.2,0.83,19.7,-,41,35,8.31,26.88,2.34,0.27,2.07,23.58,-,-,41.0
67,臺北市,1995/10/22,大同,8.2,3.62,-,-,51,166,119.67,46.01,3.65,1.56,2.08,24.3,-,-,53.0
68,臺北市,1995/10/22,萬華,2.7,0.82,21.5,-,42,30,3.87,26.22,-,-,-,23.35,-,-,42.0
69,臺北市,1995/10/22,陽明,0.1,0.2,44.5,-,14,1,0.24,0.67,-,-,-,16.19,-,99.0,39.0
70,臺北市,1995/10/22,士林,1.5,0.5,29.7,-,26,16,1.82,14.65,-,-,-,23.65,-,-,31.0
71,臺北市,1995/10/21,松山,1.7,0.89,17.7,-,41,35,9.12,25.59,-,-,-,23.34,-,-,41.0
72,臺北市,1995/10/21,古亭,1.6,1.05,12.8,-,49,48,17.95,30.3,2.26,0.38,1.88,23.93,-,-,49.0
73,臺北市,1995/10/21,中山,2.6,0.99,12.8,-,38,43,12.63,30.11,2.56,0.36,2.2,23.72,-,-,38.0
74,臺北市,1995/10/21,大同,11.1,4.16,-,-,61,198,149.75,48.35,4.15,1.99,2.16,24.37,-,-,58.0
75,臺北市,1995/10/21,萬華,3.1,1.2,-,-,36,43,10.04,32.55,-,-,-,23.71,-,-,35.0
76,臺北市,1995/10/21,陽明,0.1,0.18,41.5,-,13,0,0.02,0.35,-,-,-,16.43,-,99.0,37.0
77,臺北市,1995/10/21,士林,1.8,0.82,15.6,-,37,31,7.95,23.29,-,-,-,23.2,-,-,37.0
78,臺北市,1995/10/20,松山,2.7,0.92,21.6,-,38,37,9.22,27.62,-,-,-,24.18,-,-,38.0
79,臺北市,1995/10/20,古亭,2.1,0.91,20.6,-,40,40,12.32,27.31,2.1,0.28,1.82,24.75,-,-,40.0
80,臺北市,1995/10/20,中山,2.7,0.96,19.6,-,41,38,10.43,27.22,2.36,0.24,2.12,24.92,-,-,41.0
81,臺北市,1995/10/20,大同,13.1,4.82,-,-,69,197,147.61,49.37,4.44,2.4,2.05,25.64,-,-,72.0
82,臺北市,1995/10/20,萬華,2.4,1.04,-,-,40,33,5.25,27.32,-,-,-,24.81,-,-,40.0
83,臺北市,1995/10/20,陽明,0.1,0.23,44.0,-,14,0,0.01,0.29,-,-,-,17.42,-,96.0,44.0
84,臺北市,1995/10/20,士林,1.5,0.63,26.8,-,33,22,4.33,17.81,-,-,-,24.74,-,-,37.0
85,臺北市,1995/10/19,松山,1.7,0.67,29.7,-,31,30,4.13,25.44,-,-,-,23.19,-,-,34.0
86,臺北市,1995/10/19,古亭,1.4,0.84,22.9,-,38,37,8.37,28.73,1.95,0.26,1.69,23.71,-,-,38.0
87,臺北市,1995/10/19,中山,1.2,0.86,20.0,-,38,39,8.13,31.09,2.37,0.3,2.07,23.75,-,-,38.0
88,臺北市,1995/10/19,大同,10.6,3.76,-,-,53,170,119.52,50.95,3.81,1.74,2.06,24.31,-,-,58.0
89,臺北市,1995/10/19,萬華,2.5,1.07,21.6,-,39,36,4.76,31.54,-,-,-,23.79,-,-,38.0
90,臺北市,1995/10/19,陽明,0.1,0.26,49.0,-,14,1,0.02,0.58,-,-,-,16.55,-,98.0,45.0
91,臺北市,1995/10/19,士林,1.1,0.56,36.0,-,34,19,3.08,16.41,-,-,-,23.42,-,-,38.0
92,臺北市,1995/10/18,松山,5.5,0.91,16.0,-,43,41,10.53,30.49,-,-,-,24.04,-,-,43.0
93,臺北市,1995/10/18,古亭,2.5,0.73,20.5,-,30,37,11.24,26.24,2.19,0.26,1.92,24.64,-,-,30.0
94,臺北市,1995/10/18,中山,4.8,0.9,15.9,-,37,44,12.11,32.1,2.3,0.27,2.03,24.54,-,-,37.0
95,臺北市,1995/10/18,大同,17.0,4.52,-,-,52,213,159.56,53.7,4.34,2.13,2.21,25.33,-,-,66.0
96,臺北市,1995/10/18,萬華,3.7,0.94,21.0,-,28,34,5.76,28.6,-,-,-,24.51,-,-,30.0
97,臺北市,1995/10/18,陽明,0.4,0.16,44.0,-,15,1,0.03,0.7,-,-,-,16.88,-,92.0,37.0
98,臺北市,1995/10/18,士林,2.3,0.45,30.7,-,26,18,3.17,15.24,-,-,-,24.54,-,-,32.0
99,臺北市,1995/10/17,松山,6.9,0.92,17.1,-,43,44,14.04,30.31,-,-,-,23.55,-,-,43.0
100,臺北市,1995/10/17,古亭,3.1,0.65,23.5,-,29,35,10.47,24.16,2.15,0.22,1.93,24.16,-,-,29.0
101,臺北市,1995/10/17,中山,5.4,0.95,16.5,-,40,48,15.32,33.04,2.49,0.34,2.14,24.06,-,-,40.0
102,臺北市,1995/10/17,大同,16.9,4.77,-,-,-,204,154.36,49.65,4.26,2.08,2.17,24.89,-,-,76.0
103,臺北市,1995/10/17,萬華,4.6,0.81,23.3,-,33,31,5.07,25.89,-,-,-,24.17,-,-,33.0
104,臺北市,1995/10/17,陽明,0.2,0.21,44.7,-,15,1,0.67,0.76,-,-,-,16.54,-,89.0,39.0
105,臺北市,1995/10/17,士林,0.5,0.45,32.2,-,28,17,2.28,14.8,-,-,-,24.09,-,-,34.0
106,臺北市,1995/10/16,松山,1.6,0.86,24.9,-,47,32,6.92,24.97,-,-,-,23.63,-,-,47.0
107,臺北市,1995/10/16,古亭,1.8,0.91,20.9,-,51,38,10.29,27.79,2.11,0.32,1.78,23.85,-,-,50.0
108,臺北市,1995/10/16,中山,2.0,0.91,20.8,-,54,36,8.2,27.72,2.29,0.22,2.07,24.2,-,-,52.0
109,臺北市,1995/10/16,大同,8.7,4.2,-,-,-,151,110.53,40.85,3.96,1.93,2.03,24.9,-,-,72.0
110,臺北市,1995/10/16,萬華,3.0,1.08,21.7,-,46,34,5.0,28.54,-,-,-,24.04,-,-,46.0
111,臺北市,1995/10/16,陽明,0.1,0.31,46.3,-,-,3,1.72,1.41,-,-,-,16.64,-,94.0,41.0
112,臺北市,1995/10/16,士林,1.0,0.5,36.3,-,40,14,1.81,11.84,-,-,-,24.42,-,-,40.0
113,臺北市,1995/10/15,松山,4.8,1.03,16.4,-,51,41,16.72,24.12,-,-,-,25.12,-,-,51.0
114,臺北市,1995/10/15,古亭,3.7,0.88,16.0,-,38,42,14.4,27.17,2.32,0.27,2.06,25.81,-,-,38.0
115,臺北市,1995/10/15,中山,3.9,1.14,15.8,-,51,51,21.08,30.15,2.78,0.44,2.34,26.13,-,-,50.0
116,臺北市,1995/10/15,大同,10.9,3.98,-,-,37,173,128.51,44.98,3.92,1.68,2.25,27.09,-,-,56.0
117,臺北市,1995/10/15,萬華,3.6,0.98,17.8,-,38,35,7.09,27.6,-,-,-,25.96,-,-,38.0
118,臺北市,1995/10/15,陽明,4.5,0.26,42.8,-,32,3,0.33,2.56,-,-,-,20.16,-,88.0,56.0
119,臺北市,1995/10/15,士林,2.0,0.84,23.3,-,38,29,5.85,23.49,-,-,-,26.01,-,-,38.0
120,臺北市,1995/10/14,松山,7.2,1.15,13.7,-,49,52,16.51,35.78,-,-,-,25.21,-,-,49.0
121,臺北市,1995/10/14,古亭,4.7,1.04,26.6,-,48,50,17.3,32.42,2.61,0.45,2.16,26.81,-,-,65.0
122,臺北市,1995/10/14,中山,6.4,1.18,24.6,-,57,55,16.06,38.88,2.69,0.47,2.22,26.52,-,-,65.0
123,臺北市,1995/10/14,大同,15.3,5.0,-,-,-,213,153.57,59.32,4.8,2.67,2.13,27.52,-,-,72.0
124,臺北市,1995/10/14,萬華,5.8,1.16,29.3,-,45,42,8.28,34.1,-,-,-,26.53,-,-,72.0
125,臺北市,1995/10/14,陽明,8.5,0.34,60.6,-,31,5,0.04,5.19,-,-,-,20.12,-,85.0,77.0
126,臺北市,1995/10/14,士林,4.3,0.69,40.3,-,48,25,1.91,23.36,-,-,-,26.7,-,-,72.0
127,臺北市,1995/10/13,松山,14.0,0.98,14.0,-,50,50,14.76,34.83,-,-,-,24.06,-,-,51.0
128,臺北市,1995/10/13,古亭,7.6,0.88,17.5,-,49,46,14.09,32.14,2.39,0.38,2.01,24.25,-,-,48.0
129,臺北市,1995/10/13,中山,12.6,0.98,16.0,-,45,48,14.32,33.37,2.35,0.25,2.1,24.55,-,-,45.0
130,臺北市,1995/10/13,大同,22.1,4.92,-,-,67,220,165.78,54.5,4.79,2.71,2.08,25.43,-,-,55.0
131,臺北市,1995/10/13,萬華,11.0,1.07,19.0,-,37,41,9.45,31.77,-,-,-,24.67,-,-,38.0
132,臺北市,1995/10/13,陽明,0.2,0.17,47.3,-,20,1,0.19,0.88,-,-,-,17.52,-,91.0,42.0
133,臺北市,1995/10/13,士林,1.4,0.43,34.6,-,27,17,2.33,14.66,-,-,-,24.68,-,-,36.0
134,臺北市,1995/10/12,松山,6.3,1.14,9.4,-,56,53,16.56,36.49,-,-,-,24.18,-,-,53.0
135,臺北市,1995/10/12,古亭,5.3,0.95,11.8,-,50,47,14.44,32.32,2.15,0.35,1.79,24.67,-,-,50.0
136,臺北市,1995/10/12,中山,9.0,1.16,12.6,-,49,50,17.41,32.59,2.43,0.36,2.06,24.71,-,-,49.0
137,臺北市,1995/10/12,大同,21.0,5.31,-,-,80,228,175.68,52.47,4.8,2.66,2.14,25.17,-,-,84.0
138,臺北市,1995/10/12,萬華,5.6,1.17,13.6,-,41,40,7.95,31.9,-,-,-,24.6,-,-,41.0
139,臺北市,1995/10/12,陽明,0.2,0.18,43.5,-,18,1,0.46,0.32,-,-,-,18.3,-,97.0,39.0
140,臺北市,1995/10/12,士林,2.6,0.62,24.7,-,33,23,4.8,18.16,-,-,-,24.76,-,-,33.0
141,臺北市,1995/10/11,松山,7.4,1.03,15.5,-,50,43,11.97,31.04,-,-,-,23.7,-,-,50.0
142,臺北市,1995/10/11,古亭,2.6,1.1,15.9,-,52,44,14.94,29.1,2.25,0.43,1.82,24.57,-,-,51.0
143,臺北市,1995/10/11,中山,6.3,1.16,14.6,-,56,49,15.81,33.48,2.54,0.38,2.16,24.57,-,-,53.0
144,臺北市,1995/10/11,大同,18.7,5.46,-,-,89,216,162.5,53.77,5.01,2.82,2.19,25.32,-,-,80.0
145,臺北市,1995/10/11,萬華,3.8,1.29,18.6,-,46,39,8.18,30.96,-,-,-,24.48,-,-,46.0
146,臺北市,1995/10/11,陽明,0.4,0.16,45.2,-,16,1,0.39,0.51,-,-,-,18.2,-,96.0,41.0
147,臺北市,1995/10/11,士林,2.8,0.55,30.8,-,38,18,2.83,15.43,-,-,-,24.97,-,-,38.0
148,臺北市,1995/10/10,松山,4.6,0.89,17.1,-,31,35,6.6,28.34,-,-,-,23.37,-,-,31.0
149,臺北市,1995/10/10,古亭,3.2,0.73,16.8,-,36,32,7.04,25.31,2.13,0.17,1.96,23.8,-,-,36.0
150,臺北市,1995/10/10,中山,4.8,0.99,17.6,-,42,43,12.69,30.08,2.35,0.26,2.09,24.2,-,-,42.0
151,臺北市,1995/10/10,大同,17.6,5.18,-,-,65,212,157.13,55.28,4.53,2.34,2.19,24.94,-,-,90.0
152,臺北市,1995/10/10,萬華,4.8,0.96,19.3,-,33,30,3.43,26.88,-,-,-,23.83,-,-,33.0
153,臺北市,1995/10/10,陽明,0.1,0.23,44.4,-,13,1,0.17,0.84,-,-,-,17.31,-,94.0,43.0
154,臺北市,1995/10/10,士林,0.6,0.41,34.0,-,27,12,0.99,10.91,-,-,-,25.0,-,-,34.0
155,臺北市,1995/10/09,松山,3.8,0.71,16.7,-,24,32,8.01,23.99,-,-,-,23.2,-,-,25.0
156,臺北市,1995/10/09,古亭,2.8,0.91,13.0,-,27,40,13.31,26.25,2.08,0.29,1.79,23.62,-,-,27.0
157,臺北市,1995/10/09,中山,4.3,1.01,14.7,-,27,41,13.83,27.22,2.34,0.32,2.02,24.05,-,-,27.0
158,臺北市,1995/10/09,大同,15.4,4.78,-,-,85,193,147.43,45.8,4.46,2.35,2.11,24.79,-,-,70.0
159,臺北市,1995/10/09,萬華,3.3,1.04,17.0,-,20,32,6.28,25.94,-,-,-,23.73,-,-,24.0
160,臺北市,1995/10/09,陽明,0.1,0.27,41.4,-,-,1,0.09,0.52,-,-,-,18.04,-,98.0,36.0
161,臺北市,1995/10/09,士林,0.8,0.46,27.2,-,19,15,2.99,12.34,-,-,-,24.86,-,-,28.0
162,臺北市,1995/10/08,松山,2.5,0.67,18.2,-,23,28,4.0,23.86,-,-,-,23.68,-,-,25.0
163,臺北市,1995/10/08,古亭,2.6,0.76,14.0,-,24,35,8.45,26.31,1.95,0.21,1.74,23.97,-,-,24.0
164,臺北市,1995/10/08,中山,1.5,0.88,16.4,-,29,35,9.65,25.41,2.2,0.22,1.98,24.79,-,-,29.0
165,臺北市,1995/10/08,大同,9.0,4.53,-,-,52,184,139.2,45.15,3.84,1.79,2.05,25.52,-,-,61.0
166,臺北市,1995/10/08,萬華,2.6,0.87,19.1,-,21,27,3.69,23.45,-,-,-,24.36,-,-,25.0
167,臺北市,1995/10/08,陽明,0.1,0.28,41.3,-,12,1,0.52,0.83,-,-,-,19.14,-,98.0,37.0
168,臺北市,1995/10/08,士林,0.3,0.46,28.5,-,19,13,1.87,11.41,-,-,-,26.07,-,-,30.0
169,臺北市,1995/10/07,松山,5.4,0.85,13.0,-,21,36,9.02,27.21,-,-,-,23.79,-,-,21.0
170,臺北市,1995/10/07,古亭,5.4,1.05,10.6,-,16,43,15.82,27.42,2.08,0.34,1.75,24.33,-,-,18.0
171,臺北市,1995/10/07,中山,1.9,1.02,15.4,-,19,38,12.97,24.86,2.32,0.29,2.03,24.85,-,-,20.0
172,臺北市,1995/10/07,大同,11.3,5.22,-,-,54,207,158.26,48.31,4.42,2.42,2.0,25.84,-,-,77.0
173,臺北市,1995/10/07,萬華,4.3,1.05,15.5,-,18,33,7.5,25.86,-,-,-,24.7,-,-,22.0
174,臺北市,1995/10/07,陽明,0.1,0.21,40.3,-,13,1,0.09,0.8,-,-,-,19.6,-,98.0,35.0
175,臺北市,1995/10/07,士林,0.5,0.54,23.1,-,17,17,2.21,14.38,-,-,-,26.16,-,-,25.0
176,臺北市,1995/10/06,松山,3.5,0.81,15.8,-,18,31,6.65,24.48,-,-,-,24.3,-,-,21.0
177,臺北市,1995/10/06,古亭,4.0,0.9,12.8,-,22,37,10.55,26.05,2.02,0.25,1.77,24.77,-,-,22.0
178,臺北市,1995/10/06,中山,2.4,1.21,13.2,-,20,44,15.94,28.03,2.44,0.32,2.12,25.19,-,-,20.0
179,臺北市,1995/10/06,大同,14.8,5.61,-,-,60,235,181.01,53.88,4.33,2.27,2.05,26.01,-,-,86.0
180,臺北市,1995/10/06,萬華,3.7,0.99,16.7,-,16,30,5.04,24.47,-,-,-,25.11,-,-,20.0
181,臺北市,1995/10/06,陽明,0.1,0.23,40.8,-,12,1,0.06,0.92,-,-,-,19.78,-,99.0,36.0
182,臺北市,1995/10/06,士林,0.7,0.64,21.3,-,20,21,2.63,18.14,-,-,-,25.94,-,-,26.0
183,臺北市,1995/10/05,松山,8.8,1.22,20.9,-,61,54,21.96,32.15,-,-,-,27.99,-,-,94.0
184,臺北市,1995/10/05,古亭,8.1,1.01,24.2,-,59,44,17.53,26.67,2.52,0.56,1.96,28.66,-,-,67.0
185,臺北市,1995/10/05,中山,6.0,1.28,20.7,-,69,54,25.96,28.17,-,-,-,28.52,-,-,63.0
186,臺北市,1995/10/05,大同,15.4,3.98,-,-,67,143,101.62,41.77,4.1,1.73,2.37,29.37,-,-,71.0
187,臺北市,1995/10/05,萬華,11.9,1.04,28.5,-,73,38,8.48,29.65,-,-,-,28.54,-,-,87.0
188,臺北市,1995/10/05,陽明,1.8,0.25,32.5,-,23,4,0.15,3.67,-,-,-,22.38,-,88.0,61.0
189,臺北市,1995/10/05,士林,4.4,0.76,23.2,-,48,30,10.61,19.58,-,-,-,28.09,-,-,60.0
190,臺北市,1995/10/04,松山,6.6,1.02,2.7,-,28,45,30.11,14.52,-,-,-,29.17,-,-,28.0
191,臺北市,1995/10/04,古亭,1.4,0.85,4.0,-,23,39,26.13,13.16,2.12,0.23,1.89,30.16,-,-,23.0
192,臺北市,1995/10/04,中山,2.8,1.12,2.4,-,24,47,31.29,15.35,-,-,-,29.81,-,-,24.0
193,臺北市,1995/10/04,大同,17.7,5.33,-,-,65,228,200.03,28.38,4.52,2.4,2.12,30.79,-,-,89.0
194,臺北市,1995/10/04,萬華,2.2,0.76,4.1,-,21,26,11.97,14.2,-,-,-,29.71,-,-,21.0
195,臺北市,1995/10/04,陽明,0.8,0.15,13.1,-,13,2,0.27,1.76,-,-,-,22.83,-,84.0,15.0
196,臺北市,1995/10/04,士林,0.6,0.54,4.7,-,25,20,9.34,11.08,-,-,-,29.79,-,-,25.0
197,臺北市,1995/10/03,松山,3.0,0.91,4.9,-,29,33,19.05,14.32,-,-,-,29.7,-,-,29.0
198,臺北市,1995/10/03,古亭,2.6,0.86,10.1,-,28,38,19.47,18.72,2.3,0.26,2.03,30.55,-,-,46.0
199,臺北市,1995/10/03,中山,6.6,1.11,10.6,-,43,48,21.37,26.34,2.49,0.39,2.1,29.98,-,-,43.0
200,臺北市,1995/10/03,大同,20.3,4.61,-,-,69,192,150.06,42.18,4.56,2.3,2.26,30.72,-,-,73.0
201,臺北市,1995/10/03,萬華,5.6,1.02,15.6,-,45,38,10.74,27.1,-,-,-,30.17,-,-,70.0
202,臺北市,1995/10/03,陽明,4.6,0.25,30.0,-,17,5,0.38,5.08,-,-,-,23.78,-,80.0,81.0
203,臺北市,1995/10/03,士林,7.2,0.71,15.8,-,47,29,7.31,21.37,-,-,-,29.69,-,-,51.0
204,臺北市,1995/10/02,松山,5.6,1.08,1.8,-,39,43,27.41,15.56,-,-,-,28.37,-,-,39.0
205,臺北市,1995/10/02,古亭,2.4,0.81,3.7,-,33,43,28.81,13.77,2.41,0.3,2.12,28.83,-,-,33.0
206,臺北市,1995/10/02,中山,6.3,1.28,2.1,-,40,62,42.87,18.79,2.46,0.39,2.06,28.8,-,-,41.0
207,臺北市,1995/10/02,大同,20.2,5.42,-,-,62,216,187.35,29.03,4.67,2.34,2.33,29.63,-,-,82.0
208,臺北市,1995/10/02,萬華,3.4,0.99,3.5,-,25,34,17.41,16.86,-,-,-,28.8,-,-,25.0
209,臺北市,1995/10/02,陽明,2.3,0.18,21.3,-,20,2,0.26,1.93,-,-,-,23.68,-,78.0,38.0
210,臺北市,1995/10/02,士林,2.5,0.78,3.5,-,29,34,18.92,15.29,-,-,-,28.63,-,-,29.0
