序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
992,高雄市,1999/02/09,林園,22.6,1.0,51.3,-,129,81,33.54,3.06,30.48,2.765,0.54,2.23,21.85,-,-,113.0,-
993,高雄市,1999/02/09,大寮,35.2,0.9,35.1,-,148,-,57.93,13.1,44.83,3.247,0.86,2.39,21.86,-,-,99.0,-
994,高雄市,1999/02/09,仁武,15.1,1.03,30.5,-,127,-,75.08,29.96,45.12,3.301,0.79,2.51,20.73,-,-,89.0,-
995,高雄市,1999/02/09,橋頭,7.4,0.9,29.7,-,133,-,61.75,24.21,37.54,3.116,0.41,2.71,19.7,-,-,92.0,-
996,高雄市,1999/02/09,美濃,2.8,-,45.2,-,85,-,23.32,1.66,21.66,-,-,-,21.01,-,-,85.0,-
997,高雄市,1999/02/08,左營,7.4,0.9,41.0,-,145,-,44.28,9.4,34.88,2.84,0.39,2.45,19.66,-,-,98.0,-
998,高雄市,1999/02/08,楠梓,6.2,0.59,33.8,-,155,-,48.53,14.01,34.52,2.647,0.3,2.35,19.22,-,-,103.0,-
999,高雄市,1999/02/08,前金,14.8,0.98,35.2,-,134,-,46.01,8.51,37.51,-,-,-,19.57,-,-,92.0,-
1000,高雄市,1999/02/08,前鎮,24.9,-,-,-,163,-,77.17,16.36,60.81,3.389,0.82,2.57,20.63,-,-,106.0,-
1001,高雄市,1999/02/08,復興,21.4,1.84,-,-,-,-,-,-,-,-,-,-,20.62,-,-,36.0,-
1002,高雄市,1999/02/08,小港,20.3,-,30.8,-,144,-,85.62,26.17,59.45,2.991,0.67,2.32,21.1,-,-,97.0,-
1003,高雄市,1999/02/08,鳳山,19.2,1.18,27.7,-,146,101,76.12,23.31,52.81,-,-,-,20.49,-,-,98.0,-
1004,高雄市,1999/02/08,林園,23.5,0.79,41.2,-,180,87,43.63,5.21,38.41,2.795,0.48,2.32,21.2,-,-,115.0,-
1005,高雄市,1999/02/08,大寮,26.3,0.75,41.4,-,156,-,38.36,2.88,35.48,2.634,0.46,2.17,20.97,-,-,103.0,-
1006,高雄市,1999/02/08,仁武,17.6,0.83,29.9,-,149,-,57.33,16.35,40.98,3.074,0.56,2.52,19.9,-,-,100.0,-
1007,高雄市,1999/02/08,橋頭,7.8,0.8,28.8,-,124,-,45.67,10.65,35.02,2.852,0.25,2.6,19.04,-,-,87.0,-
1008,高雄市,1999/02/08,美濃,2.8,-,44.2,-,88,-,21.39,1.16,20.23,-,-,-,19.98,-,-,71.0,-
1009,高雄市,1999/02/07,左營,16.6,0.92,55.8,-,126,-,41.46,7.24,34.22,3.07,0.46,2.61,19.13,-,-,94.0,-
1010,高雄市,1999/02/07,楠梓,7.9,0.66,48.7,-,119,-,38.44,6.11,27.99,2.687,0.33,2.36,18.42,-,-,98.0,-
1011,高雄市,1999/02/07,前金,12.1,1.04,43.8,-,110,-,37.26,5.1,32.16,-,-,-,19.01,-,-,82.0,-
1012,高雄市,1999/02/07,前鎮,17.4,-,-,-,129,-,71.52,22.47,50.78,3.258,0.58,2.68,19.75,-,-,89.0,-
1013,高雄市,1999/02/07,復興,16.5,1.47,-,-,-,-,-,-,-,3.244,0.91,2.33,19.66,-,-,27.0,-
1014,高雄市,1999/02/07,小港,16.4,0.8,41.4,-,110,-,55.76,12.57,43.19,2.85,0.4,2.45,19.76,-,-,92.0,-
1015,高雄市,1999/02/07,鳳山,13.7,0.98,41.0,-,131,96,42.96,6.1,36.86,-,-,-,19.7,-,-,90.0,-
1016,高雄市,1999/02/07,林園,18.8,0.76,52.1,-,113,76,30.52,4.43,26.08,2.438,0.22,2.22,19.94,-,-,90.0,-
1017,高雄市,1999/02/07,大寮,38.2,0.76,48.1,-,124,-,37.08,2.11,34.98,2.694,0.54,2.16,20.02,-,-,90.0,-
1018,高雄市,1999/02/07,仁武,14.3,0.75,48.3,-,117,-,41.44,9.67,31.77,3.072,0.5,2.57,19.04,-,-,98.0,-
1019,高雄市,1999/02/07,橋頭,6.3,0.67,42.1,-,99,-,32.71,4.35,28.36,2.773,0.2,2.57,18.28,-,-,87.0,-
1020,高雄市,1999/02/07,美濃,4.1,-,50.6,-,79,-,21.22,1.2,20.02,-,-,-,18.91,-,-,89.0,-
1021,高雄市,1999/02/06,左營,13.7,0.98,46.1,-,134,-,44.48,7.99,36.49,2.867,0.49,2.37,18.13,-,-,92.0,-
1022,高雄市,1999/02/06,楠梓,6.2,0.64,34.3,-,122,-,42.93,11.08,31.86,2.44,0.31,2.13,17.35,-,-,86.0,-
1023,高雄市,1999/02/06,前金,20.9,1.05,37.0,-,120,-,49.32,7.72,41.59,-,-,-,17.98,-,-,85.0,-
1024,高雄市,1999/02/06,前鎮,33.4,-,-,-,130,-,-,-,-,3.27,0.77,2.5,19.04,-,-,90.0,-
1025,高雄市,1999/02/06,復興,29.0,1.74,-,-,-,-,-,-,-,3.539,1.22,2.32,18.93,-,-,48.0,-
1026,高雄市,1999/02/06,小港,19.4,0.99,33.0,-,119,-,75.12,22.43,52.69,2.949,0.57,2.38,19.1,-,-,84.0,-
1027,高雄市,1999/02/06,鳳山,19.3,1.05,32.8,-,133,82,58.55,10.58,47.97,-,-,-,18.72,-,-,92.0,-
1028,高雄市,1999/02/06,林園,20.7,0.75,45.4,-,105,65,31.73,2.74,29.0,2.685,0.44,2.24,19.11,-,-,78.0,-
1029,高雄市,1999/02/06,大寮,56.6,0.66,46.5,-,129,-,43.47,5.54,37.93,2.73,0.62,2.11,19.09,-,-,97.0,-
1030,高雄市,1999/02/06,仁武,17.7,0.79,34.9,-,133,-,50.21,12.05,38.16,2.917,0.44,2.48,18.08,-,-,91.0,-
1031,高雄市,1999/02/06,橋頭,6.3,0.39,32.8,-,103,-,39.8,7.0,32.8,2.726,0.24,2.49,17.33,-,-,77.0,-
1032,高雄市,1999/02/06,美濃,2.8,-,48.8,-,70,-,19.28,0.93,18.35,-,-,-,17.85,-,-,87.0,-
1033,高雄市,1999/02/05,左營,8.7,0.77,37.0,-,103,-,43.41,7.04,36.37,3.035,0.42,2.61,15.72,-,-,76.0,-
1034,高雄市,1999/02/05,楠梓,5.1,0.71,36.0,-,120,-,43.22,8.63,34.59,2.865,0.43,2.44,15.12,-,-,86.0,-
1035,高雄市,1999/02/05,前金,12.9,0.92,33.3,-,97,-,45.29,7.26,38.03,-,-,-,15.6,-,-,74.0,-
1036,高雄市,1999/02/05,前鎮,23.6,-,-,-,109,-,-,-,-,3.277,0.68,2.6,16.69,-,-,79.0,-
1037,高雄市,1999/02/05,復興,22.1,1.53,-,-,-,-,-,-,-,3.451,1.03,2.42,16.71,-,-,37.0,-
1038,高雄市,1999/02/05,小港,35.2,0.86,38.4,-,114,-,77.44,30.04,47.4,2.881,0.55,2.33,17.16,-,-,82.0,-
1039,高雄市,1999/02/05,鳳山,20.2,1.07,28.9,-,139,82,67.82,20.39,47.42,-,-,-,16.48,-,-,95.0,-
1040,高雄市,1999/02/05,林園,14.7,0.72,42.4,-,103,67,34.39,7.06,27.33,2.755,0.47,2.28,17.43,-,-,77.0,-
1041,高雄市,1999/02/05,大寮,18.8,0.74,37.4,-,129,-,49.23,7.21,42.01,3.081,0.77,2.31,16.94,-,-,89.0,-
1042,高雄市,1999/02/05,仁武,20.4,0.7,31.9,-,112,-,58.7,17.54,41.16,2.868,0.56,2.31,15.9,-,-,81.0,-
1043,高雄市,1999/02/05,橋頭,7.9,0.71,30.0,-,100,-,46.57,10.46,36.12,2.744,0.24,2.5,14.95,-,-,75.0,-
1044,高雄市,1999/02/05,美濃,3.4,-,43.1,-,87,-,23.28,1.15,22.13,-,-,-,16.27,-,-,73.0,-
1045,高雄市,1999/02/04,左營,14.4,0.64,37.6,-,110,-,49.19,12.29,36.9,2.93,0.45,2.48,14.95,-,-,80.0,-
1046,高雄市,1999/02/04,楠梓,10.4,0.58,35.9,-,106,-,44.17,11.9,32.28,2.79,0.36,2.43,15.98,-,-,83.0,-
1047,高雄市,1999/02/04,前金,17.3,0.89,36.4,-,103,-,48.9,9.13,39.78,-,-,-,14.89,-,-,77.0,-
1048,高雄市,1999/02/04,前鎮,23.7,-,-,-,108,-,74.85,27.11,47.74,3.028,0.64,2.39,15.89,-,-,79.0,-
1049,高雄市,1999/02/04,復興,23.1,1.31,-,-,-,-,-,-,-,3.092,0.85,2.24,15.69,-,-,38.0,-
1050,高雄市,1999/02/04,小港,17.6,0.79,32.1,-,98,-,68.98,26.01,42.97,2.876,0.51,2.37,15.89,-,-,74.0,-
1051,高雄市,1999/02/04,鳳山,20.2,0.88,28.1,-,137,69,56.09,15.27,40.83,-,-,-,15.44,-,-,93.0,-
1052,高雄市,1999/02/04,林園,13.7,0.51,35.8,-,107,57,27.83,4.57,23.27,2.631,0.32,2.31,16.39,-,-,79.0,-
1053,高雄市,1999/02/04,大寮,13.3,0.62,29.8,-,115,-,-,-,-,2.668,0.54,2.13,15.7,-,-,82.0,-
1054,高雄市,1999/02/04,仁武,20.2,0.68,30.8,-,104,-,53.7,16.06,37.63,2.913,0.47,2.45,14.68,-,-,77.0,-
1055,高雄市,1999/02/04,橋頭,11.3,0.57,30.3,-,95,-,45.39,10.87,34.53,2.833,0.28,2.56,13.92,-,-,72.0,-
1056,高雄市,1999/02/04,美濃,4.3,0.33,38.3,-,85,-,23.44,1.15,22.29,-,-,-,14.99,-,-,68.0,-
1057,高雄市,1999/02/03,左營,7.4,0.52,39.0,-,99,-,23.58,0.98,22.6,-,-,-,15.42,-,-,75.0,-
1058,高雄市,1999/02/03,楠梓,5.9,0.44,37.3,-,106,-,25.86,1.68,24.19,2.282,0.14,2.15,15.37,-,-,78.0,-
1059,高雄市,1999/02/03,前金,10.0,0.61,32.0,-,102,-,17.08,-,-,-,-,-,15.45,-,-,76.0,-
1060,高雄市,1999/02/03,前鎮,9.4,-,-,-,109,-,43.55,5.9,37.65,2.687,0.29,2.39,16.06,-,-,79.0,-
1061,高雄市,1999/02/03,復興,9.3,1.06,-,-,-,-,-,-,-,2.68,0.51,2.17,16.29,-,-,16.0,-
1062,高雄市,1999/02/03,小港,25.0,0.73,22.5,-,112,-,56.3,12.59,43.71,2.564,0.36,2.2,16.9,-,-,81.0,-
1063,高雄市,1999/02/03,鳳山,21.0,0.72,21.3,-,140,67,55.72,13.0,42.72,-,-,-,16.22,-,-,95.0,-
1064,高雄市,1999/02/03,林園,33.0,0.57,32.1,-,108,65,41.72,7.77,33.95,2.723,0.51,2.21,16.98,-,-,79.0,-
1065,高雄市,1999/02/03,大寮,10.8,0.57,37.2,-,104,-,30.13,3.12,27.01,2.377,0.28,2.1,16.75,-,-,77.0,-
1066,高雄市,1999/02/03,仁武,18.1,0.5,31.1,-,102,-,42.66,11.66,31.0,2.536,0.24,2.29,15.57,-,-,76.0,-
1067,高雄市,1999/02/03,橋頭,7.7,0.6,31.6,-,92,-,29.71,1.83,27.88,2.538,0.16,2.38,14.85,-,-,71.0,-
1068,高雄市,1999/02/03,美濃,3.0,0.42,39.0,-,71,-,17.37,0.49,16.88,-,-,-,16.5,-,-,61.0,-
1069,高雄市,1999/02/02,左營,6.1,0.65,28.5,-,101,-,25.2,1.87,23.33,-,-,-,19.54,-,-,76.0,-
1070,高雄市,1999/02/02,楠梓,4.8,0.5,24.2,-,121,-,31.39,3.79,27.6,2.37,0.11,2.26,19.56,-,-,86.0,-
1071,高雄市,1999/02/02,前金,9.3,0.68,24.1,-,110,-,-,-,-,-,-,-,19.72,-,-,80.0,-
1072,高雄市,1999/02/02,前鎮,9.1,-,-,-,121,-,47.24,8.92,38.32,2.845,0.31,2.54,20.48,-,-,86.0,-
1073,高雄市,1999/02/02,復興,13.0,1.26,-,-,-,-,-,-,-,2.901,0.68,2.22,20.69,-,-,22.0,-
1074,高雄市,1999/02/02,小港,31.8,0.68,13.8,-,119,-,59.98,17.08,42.9,2.641,0.39,2.25,21.21,-,-,84.0,-
1075,高雄市,1999/02/02,鳳山,15.6,0.79,13.3,-,109,63,57.4,20.83,36.57,-,-,-,20.43,-,-,79.0,-
1076,高雄市,1999/02/02,林園,27.8,0.7,18.4,-,111,61,49.65,14.43,35.22,2.968,0.68,2.29,21.83,-,-,80.0,-
1077,高雄市,1999/02/02,大寮,8.0,0.51,25.8,-,110,-,28.57,3.56,25.01,2.292,0.24,2.05,21.16,-,-,80.0,-
1078,高雄市,1999/02/02,仁武,11.2,0.4,19.4,-,112,-,63.14,30.0,33.14,-,-,-,19.77,-,-,81.0,-
1079,高雄市,1999/02/02,橋頭,6.3,0.57,21.8,-,98,-,29.12,3.55,25.57,2.577,0.12,2.46,18.99,-,-,74.0,-
1080,高雄市,1999/02/02,美濃,1.7,0.5,24.1,-,70,-,22.92,2.48,20.45,-,-,-,20.7,-,-,60.0,-
1081,高雄市,1999/02/01,左營,7.0,0.99,25.0,-,92,-,32.48,6.86,25.62,-,-,-,25.05,-,-,71.0,-
1082,高雄市,1999/02/01,楠梓,5.1,0.64,26.0,-,92,-,35.86,9.39,26.47,2.63,0.33,2.3,24.86,-,-,71.0,-
1083,高雄市,1999/02/01,前金,7.2,1.3,17.3,-,79,-,37.79,29.66,8.13,-,-,-,24.66,-,-,64.0,-
1084,高雄市,1999/02/01,前鎮,14.3,-,-,-,88,-,44.32,11.84,32.48,2.924,0.64,2.28,25.14,-,-,69.0,-
1085,高雄市,1999/02/01,復興,9.4,1.23,-,-,-,-,-,-,-,2.758,0.71,2.05,24.82,-,-,19.0,-
1086,高雄市,1999/02/01,小港,9.7,0.82,19.0,-,85,-,36.26,8.54,27.73,2.441,0.28,2.16,25.07,-,-,67.0,-
1087,高雄市,1999/02/01,鳳山,8.3,1.03,21.1,-,107,56,33.97,7.55,26.42,-,-,-,25.31,-,-,79.0,-
1088,高雄市,1999/02/01,林園,6.8,0.56,20.1,-,80,56,19.99,4.52,15.47,2.391,0.31,2.08,25.29,-,-,65.0,-
1089,高雄市,1999/02/01,大寮,7.5,0.62,20.9,-,91,-,21.91,3.43,18.48,2.558,0.37,2.19,25.21,-,-,70.0,-
1090,高雄市,1999/02/01,仁武,8.2,0.7,27.5,-,87,-,50.15,29.02,21.13,-,-,-,24.94,-,-,69.0,-
1091,高雄市,1999/02/01,橋頭,5.9,0.71,22.9,-,73,-,24.62,4.54,20.08,2.606,0.2,2.41,23.89,-,-,61.0,-
1092,高雄市,1999/02/01,美濃,1.7,0.54,27.3,-,50,-,17.02,1.34,15.69,-,-,-,24.32,-,-,50.0,-
1093,基隆市,1999/02/28,基隆,0.8,0.47,35.2,-,45,-,22.14,4.19,17.95,2.156,0.16,2.0,15.39,-,-,45.0,-
1094,基隆市,1999/02/27,基隆,4.9,0.52,34.6,-,51,-,27.52,6.5,21.01,2.169,0.06,2.1,16.21,-,-,50.0,-
1095,基隆市,1999/02/26,基隆,14.8,1.68,27.2,-,120,-,94.42,38.2,56.22,3.4,0.82,2.58,21.01,-,-,85.0,-
1096,基隆市,1999/02/25,基隆,7.3,1.02,19.9,-,48,-,44.11,11.64,32.47,2.583,0.31,2.27,19.93,-,-,48.0,-
1097,基隆市,1999/02/24,基隆,11.0,1.42,22.1,-,99,-,74.34,31.58,42.77,3.231,0.75,2.48,19.79,-,-,74.0,-
1098,基隆市,1999/02/23,基隆,13.9,1.33,13.8,-,56,-,73.39,31.66,41.72,3.122,0.67,2.45,18.81,-,-,53.0,-
1099,基隆市,1999/02/22,基隆,0.8,0.68,33.6,-,29,-,30.31,5.98,24.33,2.339,0.16,2.18,14.51,-,-,42.0,-
1100,基隆市,1999/02/21,基隆,0.2,0.39,43.3,-,27,-,15.29,1.11,14.18,2.174,0.05,2.13,11.93,-,-,43.0,-
1101,基隆市,1999/02/20,基隆,0.6,0.43,38.2,-,29,-,17.51,1.54,15.97,2.173,0.02,2.15,11.26,-,-,37.0,-
1102,基隆市,1999/02/19,基隆,3.9,0.42,37.5,-,103,-,15.88,1.41,14.47,2.108,0.02,2.1,12.36,-,-,76.0,-
1103,基隆市,1999/02/18,基隆,14.1,0.8,25.1,-,59,-,35.9,9.25,26.65,2.5,0.13,2.37,17.31,-,-,55.0,-
1104,基隆市,1999/02/17,基隆,11.4,0.67,23.3,-,46,-,31.71,8.29,23.42,2.38,0.13,2.25,17.63,-,-,46.0,-
1105,基隆市,1999/02/16,基隆,4.6,0.47,30.8,-,48,-,21.39,2.57,18.82,2.291,0.15,2.14,18.01,-,-,48.0,-
1106,基隆市,1999/02/15,基隆,2.2,0.83,29.4,-,35,-,29.64,9.57,20.07,2.789,0.4,2.39,19.73,-,-,39.0,-
1107,基隆市,1999/02/14,基隆,4.4,0.67,24.6,-,33,-,28.21,4.62,23.58,2.704,0.46,2.24,16.31,-,-,32.0,-
1108,基隆市,1999/02/13,基隆,1.1,0.49,39.0,-,31,-,18.85,2.66,16.19,2.331,0.14,2.19,15.05,-,-,41.0,-
1109,基隆市,1999/02/12,基隆,3.8,0.56,50.1,-,100,-,16.47,1.4,15.07,2.247,0.06,2.18,15.18,-,-,75.0,-
1110,基隆市,1999/02/11,基隆,8.3,0.91,33.0,-,79,-,45.15,13.51,31.64,2.642,0.25,2.39,17.1,-,-,64.0,-
1111,基隆市,1999/02/10,基隆,13.5,1.04,18.2,-,57,-,62.59,19.61,42.98,2.849,0.41,2.44,19.77,-,-,54.0,-
1112,基隆市,1999/02/09,基隆,8.5,0.89,26.5,-,44,-,43.65,13.26,30.39,2.714,0.42,2.29,18.11,-,-,44.0,-
1113,基隆市,1999/02/08,基隆,6.5,0.98,15.8,-,42,-,52.66,13.88,38.78,-,-,-,16.53,-,-,42.0,-
1114,基隆市,1999/02/07,基隆,0.7,0.57,27.7,-,50,-,23.09,2.84,20.24,2.36,0.27,2.09,16.88,-,-,50.0,-
1115,基隆市,1999/02/06,基隆,2.7,0.57,34.6,-,61,-,25.75,5.44,20.31,2.292,0.28,2.01,17.04,-,-,55.0,-
1116,基隆市,1999/02/05,基隆,1.2,0.46,37.6,-,40,-,18.3,2.31,16.0,2.162,0.16,2.0,14.42,-,-,41.0,-
1117,基隆市,1999/02/04,基隆,6.1,0.42,35.9,-,65,-,20.59,3.29,17.3,2.249,0.21,2.05,11.08,-,-,57.0,-
1118,基隆市,1999/02/03,基隆,7.0,0.52,37.9,-,124,-,22.14,2.92,19.22,2.292,0.18,2.11,12.19,-,-,87.0,-
1119,基隆市,1999/02/02,基隆,6.9,0.45,33.4,-,55,-,25.2,2.08,23.12,2.16,0.06,2.1,13.89,-,-,53.0,-
1120,基隆市,1999/02/01,基隆,9.3,1.05,14.5,-,75,-,60.45,22.93,37.52,2.895,0.4,2.49,18.15,-,-,62.0,-
1121,新竹市,1999/02/28,新竹,2.5,0.45,29.9,-,49,-,22.27,2.69,19.58,2.255,0.11,2.15,16.84,-,-,49.0,-
1122,新竹市,1999/02/27,新竹,3.5,0.56,28.3,-,41,-,29.71,10.81,18.9,2.468,0.17,2.29,17.32,-,-,41.0,-
1123,新竹市,1999/02/26,新竹,7.9,1.12,20.0,-,83,-,52.63,20.4,32.23,2.954,0.52,2.43,22.77,-,-,66.0,-
1124,新竹市,1999/02/25,新竹,7.3,1.06,14.6,-,77,-,55.91,18.81,37.1,3.223,0.5,2.73,21.4,-,-,63.0,-
1125,新竹市,1999/02/24,新竹,6.3,1.14,20.4,-,66,-,64.38,28.73,35.65,3.439,0.62,2.82,21.11,-,-,58.0,-
1126,新竹市,1999/02/23,新竹,4.4,0.73,21.2,-,45,-,36.48,10.46,26.02,2.708,0.35,2.36,18.71,-,-,45.0,-
1127,新竹市,1999/02/22,新竹,4.0,0.59,20.0,-,25,-,32.77,4.13,28.64,2.741,0.33,2.41,16.36,-,-,33.0,-
1128,新竹市,1999/02/21,新竹,2.5,0.45,31.1,-,23,-,21.26,1.12,20.14,2.29,0.17,2.12,12.53,-,-,38.0,-
1129,新竹市,1999/02/20,新竹,1.9,0.45,32.7,-,27,-,16.25,0.86,15.39,2.208,0.09,2.12,11.21,-,-,33.0,-
1130,新竹市,1999/02/19,新竹,2.2,0.4,35.0,-,105,-,13.08,0.89,12.19,1.987,0.0,1.98,12.18,-,-,77.0,-
1131,新竹市,1999/02/18,新竹,1.9,0.75,30.8,-,58,-,31.91,12.02,19.88,3.301,0.5,2.8,18.89,-,-,54.0,-
1132,新竹市,1999/02/17,新竹,2.2,0.88,27.1,-,38,-,37.95,15.34,22.61,2.733,0.34,2.4,19.87,-,-,45.0,-
1133,新竹市,1999/02/16,新竹,4.4,0.68,20.9,-,65,-,28.71,4.78,23.93,2.897,0.34,2.55,17.59,-,-,57.0,-
1134,新竹市,1999/02/15,新竹,5.9,0.89,29.5,-,66,-,36.91,9.69,27.23,3.245,0.52,2.73,19.19,-,-,59.0,-
1135,新竹市,1999/02/14,新竹,5.0,0.78,18.4,-,27,-,40.37,13.59,26.77,2.974,0.36,2.61,17.95,-,-,40.0,-
1136,新竹市,1999/02/13,新竹,3.6,0.54,26.6,-,42,-,28.3,4.59,23.71,2.44,0.26,2.18,15.48,-,-,42.0,-
1137,新竹市,1999/02/12,新竹,5.9,0.57,44.6,-,108,-,21.77,1.81,19.96,2.266,0.14,2.13,15.38,-,-,79.0,-
1138,新竹市,1999/02/11,新竹,5.6,1.09,25.1,-,95,-,56.19,21.75,34.44,3.142,0.52,2.62,18.76,-,-,73.0,-
1139,新竹市,1999/02/10,新竹,8.3,1.57,17.5,-,93,-,92.11,45.64,46.47,3.725,0.85,2.88,20.16,-,-,72.0,-
1140,新竹市,1999/02/09,新竹,5.6,0.77,22.9,-,46,-,46.76,13.28,33.48,2.709,0.38,2.33,19.31,-,-,46.0,-
1141,新竹市,1999/02/08,新竹,5.7,0.52,20.3,-,30,-,34.96,4.03,30.94,2.469,0.19,2.28,17.53,-,-,32.0,-
1142,新竹市,1999/02/07,新竹,4.0,0.73,18.5,-,44,-,47.47,20.32,27.16,2.863,0.31,2.56,17.36,-,-,44.0,-
1143,新竹市,1999/02/06,新竹,6.1,0.67,18.0,-,41,-,39.17,8.19,30.98,2.76,0.38,2.38,17.05,-,-,41.0,-
1144,新竹市,1999/02/05,新竹,6.7,0.5,24.7,-,46,-,31.02,4.82,26.21,2.403,0.19,2.22,14.21,-,-,46.0,-
1145,新竹市,1999/02/04,新竹,5.7,0.47,29.4,-,78,-,25.13,3.42,21.71,2.637,0.38,2.25,11.16,-,-,64.0,-
1146,新竹市,1999/02/03,新竹,5.5,0.54,32.5,-,109,-,22.93,2.75,20.18,2.493,0.22,2.27,12.36,-,-,79.0,-
1147,新竹市,1999/02/02,新竹,4.4,0.57,31.6,-,49,-,20.72,2.31,18.4,2.151,0.1,2.05,14.17,-,-,49.0,-
1148,新竹市,1999/02/01,新竹,6.8,1.0,14.2,-,72,-,51.3,20.84,30.45,3.023,0.45,2.57,19.87,-,-,61.0,-
1149,嘉義市,1999/02/28,嘉義,6.1,0.61,21.9,-,115,-,37.69,5.48,32.21,2.374,0.41,1.97,18.88,-,-,82.0,-
1150,嘉義市,1999/02/27,嘉義,3.3,0.82,20.1,-,97,-,38.25,7.86,30.39,2.408,0.52,1.89,20.44,-,-,73.0,-
1151,嘉義市,1999/02/26,嘉義,3.4,0.97,22.7,-,128,-,36.7,8.07,28.64,2.731,0.25,2.48,24.57,-,-,89.0,-
1152,嘉義市,1999/02/25,嘉義,6.4,1.28,23.3,-,160,-,57.5,19.45,38.05,3.102,0.64,2.46,23.51,-,-,105.0,-
1153,嘉義市,1999/02/24,嘉義,6.3,1.1,22.8,-,126,-,46.66,11.91,34.75,2.862,0.44,2.42,23.22,-,-,88.0,-
1154,嘉義市,1999/02/23,嘉義,7.1,1.01,22.1,-,114,-,51.68,15.82,35.85,2.85,0.46,2.44,20.04,-,-,82.0,-
1155,嘉義市,1999/02/22,嘉義,6.2,0.8,17.8,-,91,-,51.2,15.38,35.82,2.55,0.27,2.28,17.54,-,-,71.0,-
1156,嘉義市,1999/02/21,嘉義,4.1,0.62,16.8,-,80,-,40.82,11.65,29.17,2.331,0.12,2.21,15.46,-,-,65.0,-
1157,嘉義市,1999/02/20,嘉義,1.9,0.61,12.0,-,62,-,41.37,13.01,28.35,2.323,0.28,2.04,12.4,-,-,56.0,-
1158,嘉義市,1999/02/19,嘉義,1.6,0.53,23.4,-,122,-,37.74,13.74,24.0,2.186,0.09,2.09,15.64,-,-,86.0,-
1159,嘉義市,1999/02/18,嘉義,1.4,0.78,22.7,-,100,-,36.81,13.89,22.92,2.537,0.37,2.17,21.51,-,-,75.0,-
1160,嘉義市,1999/02/17,嘉義,2.7,0.82,20.9,-,106,-,33.6,7.33,26.27,2.64,0.16,2.48,20.51,-,-,78.0,-
1161,嘉義市,1999/02/16,嘉義,2.2,0.63,24.4,-,97,-,25.98,3.32,22.66,2.34,0.29,2.05,19.7,-,-,74.0,-
1162,嘉義市,1999/02/15,嘉義,2.2,0.98,26.1,-,97,-,35.21,7.97,27.24,2.842,0.55,2.29,19.58,-,-,74.0,-
1163,嘉義市,1999/02/14,嘉義,4.2,0.97,27.2,-,115,-,43.37,10.28,33.09,2.817,0.45,2.36,18.86,-,-,82.0,-
1164,嘉義市,1999/02/13,嘉義,9.4,0.83,17.8,-,93,-,57.53,15.08,42.45,2.732,0.52,2.21,16.62,-,-,72.0,-
1165,嘉義市,1999/02/12,嘉義,10.0,0.89,21.7,-,115,-,-,-,-,-,-,-,16.59,-,-,83.0,-
1166,嘉義市,1999/02/11,嘉義,6.2,1.15,21.0,-,148,-,-,-,-,-,-,-,21.51,-,-,99.0,-
1167,嘉義市,1999/02/10,嘉義,6.7,1.16,22.5,-,130,-,-,-,-,4.423,0.83,3.59,21.57,-,-,90.0,-
1168,嘉義市,1999/02/09,嘉義,8.9,0.99,17.1,-,122,-,-,-,-,4.058,0.74,3.32,18.88,-,-,86.0,-
1169,嘉義市,1999/02/08,嘉義,4.2,1.14,14.0,-,121,-,72.49,27.67,44.82,4.414,0.84,3.58,18.11,-,-,86.0,-
1170,嘉義市,1999/02/07,嘉義,5.2,1.12,24.4,-,119,-,55.98,17.14,38.83,3.952,0.69,3.26,17.81,-,-,85.0,-
1171,嘉義市,1999/02/06,嘉義,5.7,1.23,21.6,-,119,-,67.73,25.92,41.8,2.714,0.81,1.91,16.37,-,-,85.0,-
1172,嘉義市,1999/02/05,嘉義,9.3,1.02,18.8,-,120,-,66.48,21.53,44.95,2.45,0.68,1.77,13.7,-,-,85.0,-
1173,嘉義市,1999/02/04,嘉義,9.1,0.8,-,-,116,-,55.55,13.22,42.34,2.838,0.7,2.14,12.09,-,-,83.0,-
1174,嘉義市,1999/02/03,嘉義,5.9,0.58,23.7,-,112,-,40.35,5.22,35.13,2.448,0.47,1.98,13.46,-,-,81.0,-
1175,嘉義市,1999/02/02,嘉義,5.5,0.64,13.6,-,111,-,41.76,7.6,34.16,2.345,0.34,2.01,17.49,-,-,80.0,-
1176,嘉義市,1999/02/01,嘉義,3.4,0.91,22.5,-,111,-,35.36,4.84,30.52,2.577,0.28,2.29,24.23,-,-,80.0,-
1177,宜蘭縣,1999/02/28,宜蘭,0.1,0.38,35.4,-,47,-,12.13,1.15,10.98,-,-,-,15.22,-,-,47.0,-
