序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
20,臺北市,1994/11/28,陽明,4.4,0.39,45.1,-,27,5,0.24,5.12,-,-,-,16.35,-,90.0,66.0
21,臺北市,1994/11/28,士林,7.2,1.41,8.6,-,79,66,34.01,32.39,-,-,-,21.71,-,-,64.0
22,臺北市,1994/11/27,松山,8.6,0.99,6.1,-,41,48,16.32,31.57,-,-,-,20.38,-,-,41.0
23,臺北市,1994/11/27,古亭,7.4,0.98,10.1,-,28,42,13.53,28.53,2.1,0.19,1.91,20.6,-,-,28.0
24,臺北市,1994/11/27,中山,6.3,1.21,10.5,-,39,57,23.6,33.07,2.31,0.29,2.01,21.2,-,-,39.0
25,臺北市,1994/11/27,大同,10.3,4.69,-,-,77,235,182.92,52.03,4.37,2.14,2.23,21.9,-,-,74.0
26,臺北市,1994/11/27,萬華,7.4,1.09,12.9,-,31,39,9.27,29.62,-,-,-,20.94,-,-,31.0
27,臺北市,1994/11/27,陽明,1.7,0.25,39.2,-,11,2,0.25,2.15,-,-,-,14.97,-,100.0,36.0
28,臺北市,1994/11/27,士林,3.1,0.56,26.9,-,23,17,1.88,14.89,-,-,-,22.07,-,-,33.0
29,臺北市,1994/11/26,松山,7.5,1.27,8.8,-,49,60,22.96,36.79,-,-,-,21.62,-,-,49.0
30,臺北市,1994/11/26,古亭,3.4,1.38,11.7,-,32,55,22.33,32.89,2.41,0.39,2.02,21.64,-,-,43.0
31,臺北市,1994/11/26,中山,7.8,1.63,10.6,-,50,76,32.97,43.0,2.58,0.5,2.08,21.86,-,-,50.0
32,臺北市,1994/11/26,大同,13.7,5.91,-,-,87,255,193.6,61.19,5.19,2.86,2.33,22.57,-,-,100.0
33,臺北市,1994/11/26,萬華,5.3,1.08,15.6,-,32,37,6.51,30.57,-,-,-,21.91,-,-,51.0
34,臺北市,1994/11/26,陽明,0.1,0.19,40.8,-,12,1,0.13,1.17,-,-,-,15.34,-,90.0,36.0
35,臺北市,1994/11/26,士林,4.7,0.96,20.1,-,41,46,17.45,28.89,-,-,-,22.01,-,-,48.0
36,臺北市,1994/11/25,松山,10.5,0.91,10.4,-,55,46,13.28,32.36,-,-,-,21.15,-,-,53.0
37,臺北市,1994/11/25,古亭,8.0,1.05,10.6,-,39,46,14.45,31.82,2.18,0.15,2.04,21.67,-,-,39.0
38,臺北市,1994/11/25,中山,34.6,1.12,8.1,-,54,69,29.81,39.67,2.23,0.2,2.03,21.89,-,-,52.0
39,臺北市,1994/11/25,大同,38.6,5.45,-,-,103,266,205.69,60.31,4.71,2.56,2.15,22.63,-,-,86.0
40,臺北市,1994/11/25,萬華,11.1,1.08,12.2,-,35,44,9.81,33.84,-,-,-,21.78,-,-,35.0
41,臺北市,1994/11/25,陽明,3.7,0.25,39.6,-,11,4,0.02,3.52,-,-,-,15.13,-,97.0,37.0
42,臺北市,1994/11/25,士林,7.9,0.55,25.8,-,25,23,4.14,18.48,-,-,-,22.72,-,-,28.0
43,臺北市,1994/11/24,松山,5.1,0.95,13.2,-,45,44,13.64,30.37,-,-,-,21.74,-,-,45.0
44,臺北市,1994/11/24,古亭,3.7,1.38,13.7,-,32,45,15.48,29.14,2.18,0.29,1.89,22.03,-,-,32.0
45,臺北市,1994/11/24,中山,9.3,1.21,12.6,-,38,60,24.68,35.37,2.25,0.21,2.05,22.26,-,-,38.0
46,臺北市,1994/11/24,大同,18.0,6.17,-,-,91,284,223.39,62.22,5.59,3.24,2.25,23.29,-,-,98.0
47,臺北市,1994/11/24,萬華,3.6,1.15,15.2,-,37,37,9.68,27.02,-,-,-,22.25,-,-,37.0
48,臺北市,1994/11/24,陽明,5.3,0.23,39.5,-,11,4,0.07,4.02,-,-,-,15.37,-,90.0,37.0
49,臺北市,1994/11/24,士林,5.2,0.47,29.2,-,28,20,2.98,16.73,-,-,-,22.77,-,-,30.0
50,臺北市,1994/11/23,松山,9.3,0.94,9.2,-,30,55,19.61,35.35,-,-,-,18.78,-,-,30.0
51,臺北市,1994/11/23,古亭,7.4,1.34,8.1,-,22,66,26.55,38.95,2.32,0.5,1.82,19.09,-,-,22.0
52,臺北市,1994/11/23,中山,9.4,1.33,11.2,-,27,65,27.3,38.19,2.29,0.28,2.02,19.44,-,-,27.0
53,臺北市,1994/11/23,大同,13.2,6.05,-,-,100,274,210.02,57.13,5.84,2.88,2.23,20.23,-,-,90.0
54,臺北市,1994/11/23,萬華,7.0,1.17,12.6,-,23,44,11.74,32.12,-,-,-,19.21,-,-,25.0
55,臺北市,1994/11/23,陽明,0.1,0.14,44.3,-,10,1,0.01,0.83,-,-,-,13.45,-,100.0,38.0
56,臺北市,1994/11/23,士林,4.5,0.39,25.5,-,19,23,3.65,19.74,-,-,-,20.27,-,-,31.0
57,臺北市,1994/11/22,松山,5.2,0.81,15.4,-,37,40,12.54,27.16,-,-,-,20.78,-,-,37.0
58,臺北市,1994/11/22,古亭,5.5,1.2,11.3,-,37,55,23.45,31.6,2.34,0.4,1.94,20.92,-,-,37.0
59,臺北市,1994/11/22,中山,9.3,1.01,18.4,-,34,51,18.53,32.09,2.64,0.38,1.81,21.32,-,-,34.0
60,臺北市,1994/11/22,大同,11.9,5.46,-,-,79,261,205.82,56.06,5.15,2.89,2.27,22.06,-,-,77.0
61,臺北市,1994/11/22,萬華,4.6,1.05,15.9,-,35,34,7.54,26.71,-,-,-,21.07,-,-,35.0
62,臺北市,1994/11/22,陽明,0.1,0.21,42.2,-,12,1,0.02,0.83,-,-,-,14.33,-,97.0,38.0
63,臺北市,1994/11/22,士林,1.7,0.53,28.8,-,28,18,3.11,14.87,-,-,-,21.83,-,-,31.0
64,臺北市,1994/11/21,松山,9.9,0.8,17.4,-,44,35,10.35,25.04,-,-,-,21.66,-,-,44.0
65,臺北市,1994/11/21,古亭,9.4,1.04,13.6,-,35,44,13.27,30.25,2.03,0.25,1.78,22.13,-,-,35.0
66,臺北市,1994/11/21,中山,8.8,0.91,19.0,-,45,40,10.39,29.42,2.21,0.18,2.03,22.23,-,-,45.0
67,臺北市,1994/11/21,大同,16.4,4.85,-,-,99,239,185.32,54.63,4.52,2.31,2.21,22.97,-,-,77.0
68,臺北市,1994/11/21,萬華,8.4,1.11,17.6,-,42,35,8.0,26.77,-,-,-,22.25,-,-,42.0
69,臺北市,1994/11/21,陽明,2.7,0.31,42.8,-,11,3,0.52,2.35,-,-,-,15.1,-,100.0,39.0
70,臺北市,1994/11/21,士林,5.8,0.56,30.3,-,24,19,3.83,14.88,-,-,-,22.62,-,-,33.0
71,臺北市,1994/11/20,松山,6.2,1.03,14.7,-,62,41,11.95,28.87,-,-,-,20.65,-,-,56.0
72,臺北市,1994/11/20,古亭,4.3,0.96,17.6,-,44,33,7.82,24.68,2.12,0.16,1.96,21.16,-,-,44.0
73,臺北市,1994/11/20,中山,7.2,1.26,13.6,-,57,56,19.74,36.06,2.37,0.3,2.08,21.24,-,-,53.0
74,臺北市,1994/11/20,大同,11.8,4.46,-,-,125,208,158.66,50.09,4.21,1.97,2.25,21.86,-,-,88.0
75,臺北市,1994/11/20,萬華,5.3,1.03,21.1,-,50,28,4.14,23.52,-,-,-,21.23,-,-,50.0
76,臺北市,1994/11/20,陽明,0.2,0.45,44.8,-,12,2,0.03,1.58,-,-,-,14.17,-,100.0,44.0
77,臺北市,1994/11/20,士林,2.4,0.64,33.3,-,35,14,1.65,12.59,-,-,-,21.67,-,-,39.0
78,臺北市,1994/11/19,松山,8.9,1.08,8.4,-,55,52,19.84,32.46,-,-,-,20.84,-,-,53.0
79,臺北市,1994/11/19,古亭,7.8,1.32,7.4,-,44,50,18.04,32.3,2.22,0.36,1.86,20.94,-,-,44.0
80,臺北市,1994/11/19,中山,4.9,1.33,13.2,-,53,51,19.6,31.61,2.35,0.31,2.05,21.82,-,-,52.0
81,臺北市,1994/11/19,大同,13.2,5.74,-,-,111,260,205.33,55.66,4.91,2.64,2.27,22.59,-,-,87.0
82,臺北市,1994/11/19,萬華,7.3,1.23,11.5,-,46,36,7.6,28.23,-,-,-,21.52,-,-,46.0
83,臺北市,1994/11/19,陽明,0.2,0.46,39.0,-,15,2,0.03,1.5,-,-,-,15.31,-,100.0,44.0
84,臺北市,1994/11/19,士林,1.2,0.67,27.6,-,26,16,2.75,13.36,-,-,-,22.69,-,-,33.0
85,臺北市,1994/11/18,松山,14.8,0.89,6.7,-,55,50,21.94,27.99,-,-,-,23.18,-,-,52.0
86,臺北市,1994/11/18,古亭,9.1,1.2,5.2,-,50,57,27.4,29.68,2.49,0.37,2.12,23.7,-,-,50.0
87,臺北市,1994/11/18,中山,16.4,1.34,6.9,-,60,77,39.24,38.14,2.74,0.52,2.22,23.81,-,-,55.0
88,臺北市,1994/11/18,大同,17.1,5.06,-,-,102,233,182.44,51.46,5.26,2.79,2.47,24.47,-,-,81.0
89,臺北市,1994/11/18,萬華,8.6,1.25,8.8,-,52,46,12.34,33.66,-,-,-,23.8,-,-,51.0
90,臺北市,1994/11/18,陽明,3.9,0.22,31.1,-,12,3,0.68,2.8,-,-,-,17.48,-,88.0,30.0
91,臺北市,1994/11/18,士林,8.7,0.67,17.8,-,42,34,14.04,20.16,-,-,-,23.99,-,-,42.0
92,臺北市,1994/11/17,松山,7.1,0.88,6.5,-,43,49,22.11,26.87,-,-,-,24.49,-,-,43.0
93,臺北市,1994/11/17,古亭,4.9,1.05,7.0,-,-,46,19.54,26.43,2.37,0.37,2.0,24.94,-,-,38.0
94,臺北市,1994/11/17,中山,6.2,1.15,7.8,-,39,54,25.02,28.71,2.24,0.23,2.01,24.87,-,-,39.0
95,臺北市,1994/11/17,大同,5.1,5.83,-,-,94,263,217.52,46.17,5.53,3.28,2.25,25.72,-,-,87.0
96,臺北市,1994/11/17,萬華,5.4,1.13,8.3,-,38,38,13.9,23.9,-,-,-,25.04,-,-,38.0
97,臺北市,1994/11/17,陽明,2.3,0.19,29.8,-,14,2,0.15,1.94,-,-,-,17.64,-,86.0,29.0
98,臺北市,1994/11/17,士林,2.9,0.42,19.2,-,21,17,3.85,13.12,-,-,-,25.18,-,-,21.0
99,臺北市,1994/11/16,松山,11.6,0.81,5.5,-,-,42,18.52,23.82,-,-,-,23.67,-,-,19.0
100,臺北市,1994/11/16,古亭,9.3,1.1,5.0,-,-,51,24.01,27.35,2.21,0.35,1.86,24.02,-,-,18.0
101,臺北市,1994/11/16,中山,16.0,0.97,6.0,-,35,52,25.18,26.5,2.2,0.22,1.99,24.01,-,-,35.0
102,臺北市,1994/11/16,大同,5.5,5.33,-,-,89,246,204.43,41.61,4.87,2.72,2.15,24.47,-,-,82.0
103,臺北市,1994/11/16,萬華,10.7,1.19,5.9,-,37,41,17.8,23.54,-,-,-,24.17,-,-,37.0
104,臺北市,1994/11/16,陽明,1.2,0.24,26.5,-,11,2,0.07,1.87,-,-,-,17.04,-,98.0,26.0
105,臺北市,1994/11/16,士林,12.8,0.4,12.9,-,23,21,5.76,15.72,-,-,-,24.63,-,-,23.0
106,臺北市,1994/11/15,松山,8.5,0.67,5.9,-,36,39,14.49,24.02,-,-,-,23.14,-,-,28.0
107,臺北市,1994/11/15,古亭,6.0,1.07,4.8,-,31,50,21.14,28.52,2.15,0.27,1.87,23.74,-,-,31.0
108,臺北市,1994/11/15,中山,7.8,1.03,7.9,-,31,48,22.2,25.5,2.16,0.25,1.92,23.21,-,-,31.0
109,臺北市,1994/11/15,大同,3.5,5.11,-,-,75,231,186.82,44.14,4.59,2.43,2.17,23.84,-,-,76.0
110,臺北市,1994/11/15,萬華,7.9,1.07,5.9,-,29,35,10.82,24.35,-,-,-,23.68,-,-,29.0
111,臺北市,1994/11/15,陽明,0.1,0.23,29.4,-,11,1,0.03,0.6,-,-,-,16.85,-,100.0,28.0
112,臺北市,1994/11/15,士林,1.4,0.49,17.0,-,20,17,4.73,12.54,-,-,-,23.6,-,-,20.0
113,臺北市,1994/11/14,松山,7.9,0.72,4.6,-,35,38,16.73,21.43,-,-,-,25.17,-,-,35.0
114,臺北市,1994/11/14,古亭,6.5,0.97,6.1,-,34,45,21.43,23.91,2.18,0.25,1.93,25.58,-,-,34.0
115,臺北市,1994/11/14,中山,6.5,0.83,6.2,-,29,41,19.31,21.92,1.94,0.23,1.71,25.45,-,-,29.0
116,臺北市,1994/11/14,大同,3.7,5.01,-,-,73,224,186.98,37.03,4.82,2.68,2.14,26.23,-,-,77.0
117,臺北市,1994/11/14,萬華,6.7,0.99,5.6,-,25,33,13.32,20.09,-,-,-,25.55,-,-,25.0
118,臺北市,1994/11/14,陽明,3.9,0.21,21.4,-,11,3,0.3,3.0,-,-,-,17.97,-,97.0,22.0
119,臺北市,1994/11/14,士林,5.5,0.41,13.6,-,19,18,5.93,11.85,-,-,-,25.56,-,-,19.0
120,臺北市,1994/11/13,松山,6.0,0.75,5.7,-,30,42,19.61,22.47,-,-,-,24.85,-,-,30.0
121,臺北市,1994/11/13,古亭,2.8,0.75,7.8,-,28,38,15.87,22.15,2.0,0.17,1.83,25.53,-,-,28.0
122,臺北市,1994/11/13,中山,4.3,0.85,6.8,-,29,45,20.59,24.77,2.11,0.16,1.95,25.4,-,-,29.0
123,臺北市,1994/11/13,大同,2.8,4.5,-,-,68,223,185.83,37.42,4.51,2.34,2.18,26.18,-,-,65.0
124,臺北市,1994/11/13,萬華,4.8,0.87,8.2,-,21,31,11.93,19.1,-,-,-,25.49,-,-,21.0
125,臺北市,1994/11/13,陽明,5.7,0.2,22.4,-,12,5,0.33,4.23,-,-,-,18.59,-,88.0,23.0
126,臺北市,1994/11/13,士林,1.8,0.38,16.7,-,19,15,3.89,11.23,-,-,-,25.77,-,-,19.0
127,臺北市,1994/11/12,松山,7.0,1.17,13.4,-,52,63,30.19,32.41,-,-,-,23.9,-,-,54.0
128,臺北市,1994/11/12,古亭,3.5,1.25,20.2,-,51,61,26.76,34.7,2.45,0.4,2.05,24.81,-,-,61.0
129,臺北市,1994/11/12,中山,5.7,1.24,19.0,-,54,68,30.92,37.53,2.46,0.37,2.1,24.38,-,-,70.0
130,臺北市,1994/11/12,大同,4.4,5.25,-,-,100,255,200.37,54.79,4.59,2.32,2.26,25.21,-,-,84.0
131,臺北市,1994/11/12,萬華,4.9,1.23,22.3,-,49,48,17.03,30.82,-,-,-,24.6,-,-,71.0
132,臺北市,1994/11/12,陽明,4.8,0.26,42.1,-,12,5,0.3,4.21,-,-,-,17.66,-,85.0,61.0
133,臺北市,1994/11/12,士林,4.2,0.69,29.4,-,44,31,10.34,21.15,-,-,-,24.36,-,-,63.0
134,臺北市,1994/11/11,松山,15.9,1.33,3.6,-,73,82,43.59,38.68,-,-,-,21.64,-,-,61.0
135,臺北市,1994/11/11,古亭,10.9,1.93,4.3,-,62,97,52.1,39.8,3.05,0.76,2.28,22.07,-,-,56.0
136,臺北市,1994/11/11,中山,7.7,1.49,6.1,-,62,86,44.76,41.47,2.69,0.5,2.19,22.16,-,-,56.0
137,臺北市,1994/11/11,大同,5.3,5.24,-,-,199,268,215.05,53.28,5.29,2.75,2.55,22.84,-,-,125.0
138,臺北市,1994/11/11,萬華,9.3,1.56,6.5,-,48,62,27.74,33.97,-,-,-,22.11,-,-,48.0
139,臺北市,1994/11/11,陽明,0.7,0.19,38.1,-,12,1,0.02,1.17,-,-,-,15.63,-,92.0,36.0
140,臺北市,1994/11/11,士林,5.0,1.34,11.7,-,69,67,34.77,31.99,-,-,-,21.64,-,-,59.0
141,臺北市,1994/11/10,松山,14.5,1.08,8.7,-,69,69,34.55,34.48,-,-,-,22.54,-,-,60.0
142,臺北市,1994/11/10,古亭,10.7,1.17,7.9,-,54,65,26.43,38.37,2.47,0.42,2.05,23.31,-,-,51.0
143,臺北市,1994/11/10,中山,10.2,1.15,10.9,-,53,65,26.86,37.77,2.43,0.32,2.11,23.33,-,-,52.0
144,臺北市,1994/11/10,大同,7.6,5.67,-,-,125,288,230.14,57.55,5.38,2.99,2.39,24.23,-,-,77.0
145,臺北市,1994/11/10,萬華,8.1,1.25,9.5,-,49,50,16.73,33.14,-,-,-,23.36,-,-,45.0
146,臺北市,1994/11/10,陽明,7.4,0.19,40.2,-,15,3,0.46,2.98,-,-,-,16.39,-,85.0,36.0
147,臺北市,1994/11/10,士林,10.1,0.48,24.7,-,32,22,4.02,18.4,-,-,-,23.78,-,-,31.0
148,臺北市,1994/11/09,松山,9.1,1.22,11.5,-,68,65,30.99,34.38,-,-,-,23.15,-,-,59.0
149,臺北市,1994/11/09,古亭,5.2,1.47,15.8,-,70,71,32.7,38.32,2.88,0.52,2.36,24.22,-,-,60.0
150,臺北市,1994/11/09,中山,6.6,1.3,14.9,-,70,70,26.84,42.69,2.65,0.5,2.16,23.81,-,-,60.0
151,臺北市,1994/11/09,大同,11.2,4.71,-,-,115,277,213.55,63.27,5.43,2.97,2.46,24.55,-,-,82.0
152,臺北市,1994/11/09,萬華,4.9,1.43,24.0,-,68,51,18.71,31.99,-,-,-,24.05,-,-,66.0
153,臺北市,1994/11/09,陽明,5.4,0.21,43.0,-,18,4,0.03,3.67,-,-,-,16.7,-,88.0,46.0
154,臺北市,1994/11/09,士林,4.2,0.57,34.6,-,47,23,4.19,19.04,-,-,-,24.06,-,-,77.0
155,臺北市,1994/11/08,松山,8.0,0.94,12.7,-,66,50,18.14,32.16,-,-,-,22.2,-,-,58.0
156,臺北市,1994/11/08,古亭,1.5,0.78,19.7,-,48,35,9.1,26.09,2.71,0.25,2.46,22.66,-,-,48.0
157,臺北市,1994/11/08,中山,8.7,1.03,13.7,-,65,59,21.61,37.79,-,-,-,22.5,-,-,57.0
158,臺北市,1994/11/08,大同,15.7,4.66,-,-,112,249,191.82,57.08,4.77,2.4,2.37,23.24,-,-,81.0
159,臺北市,1994/11/08,萬華,2.8,0.89,21.4,-,47,31,5.73,25.54,-,-,-,22.73,-,-,47.0
160,臺北市,1994/11/08,陽明,1.5,0.22,43.6,-,14,2,0.02,2.02,-,-,-,14.53,-,93.0,43.0
161,臺北市,1994/11/08,士林,9.7,0.45,29.6,-,43,20,3.24,16.49,-,-,-,22.5,-,-,43.0
162,臺北市,1994/11/07,松山,5.6,1.33,13.6,-,115,78,43.76,34.2,-,-,-,19.95,-,-,83.0
163,臺北市,1994/11/07,古亭,4.1,1.14,14.9,-,85,56,22.33,34.17,2.67,0.36,2.3,20.25,-,-,68.0
164,臺北市,1994/11/07,中山,5.8,1.57,12.7,-,110,110,65.96,43.69,2.72,0.45,2.27,20.43,-,-,81.0
165,臺北市,1994/11/07,大同,14.0,5.02,-,-,160,293,233.22,60.24,5.67,2.9,2.77,21.18,-,-,105.0
166,臺北市,1994/11/07,萬華,3.2,1.0,20.2,-,72,37,7.12,29.47,-,-,-,20.51,-,-,61.0
167,臺北市,1994/11/07,陽明,1.5,0.35,53.4,-,64,3,0.04,3.37,-,-,-,13.95,-,80.0,68.0
168,臺北市,1994/11/07,士林,2.7,0.96,23.7,-,92,47,22.9,24.55,-,-,-,19.86,-,-,71.0
169,臺北市,1994/11/06,松山,6.8,1.43,12.3,-,81,93,58.18,34.39,-,-,-,20.75,-,-,66.0
170,臺北市,1994/11/06,古亭,4.5,1.09,12.3,-,38,58,22.85,34.98,2.63,0.31,2.32,21.47,-,-,38.0
171,臺北市,1994/11/06,中山,5.5,1.6,14.2,-,76,103,62.36,40.52,3.25,0.7,2.55,21.51,-,-,63.0
172,臺北市,1994/11/06,大同,12.2,4.5,-,-,132,294,236.13,57.42,5.64,2.37,3.23,22.3,-,-,91.0
173,臺北市,1994/11/06,萬華,2.7,0.94,17.5,-,39,34,6.91,27.02,-,-,-,21.51,-,-,39.0
174,臺北市,1994/11/06,陽明,0.4,0.28,50.6,-,12,1,0.08,1.09,-,-,-,15.07,-,87.0,52.0
175,臺北市,1994/11/06,士林,3.1,1.24,18.8,-,57,62,31.65,30.57,-,-,-,21.1,-,-,53.0
176,臺北市,1994/11/05,松山,5.8,1.02,16.9,-,56,52,21.66,30.23,-,-,-,21.35,-,-,53.0
177,臺北市,1994/11/05,古亭,2.4,1.16,15.8,-,45,57,21.34,36.05,3.31,0.43,2.87,21.98,-,-,45.0
178,臺北市,1994/11/05,中山,5.2,1.45,13.7,-,55,86,40.76,45.31,2.71,0.48,2.23,21.89,-,-,53.0
179,臺北市,1994/11/05,大同,12.5,4.96,-,-,106,293,228.12,64.57,5.89,2.58,3.32,22.5,-,-,80.0
180,臺北市,1994/11/05,萬華,2.6,1.15,19.6,-,44,36,6.35,30.08,-,-,-,21.99,-,-,44.0
181,臺北市,1994/11/05,陽明,0.1,0.24,48.7,-,13,1,0.07,1.15,-,-,-,14.48,-,90.0,42.0
182,臺北市,1994/11/05,士林,2.7,1.05,20.2,-,59,54,24.55,29.94,-,-,-,21.0,-,-,55.0
183,臺北市,1994/11/04,松山,10.8,1.01,13.1,-,73,58,18.14,39.39,-,-,-,20.93,-,-,62.0
184,臺北市,1994/11/04,古亭,3.8,1.03,15.2,-,58,51,14.84,36.56,2.67,0.29,2.38,21.3,-,-,54.0
185,臺北市,1994/11/04,中山,5.9,1.28,15.3,-,78,73,28.57,44.47,2.51,0.4,2.11,21.43,-,-,64.0
186,臺北市,1994/11/04,大同,14.9,5.18,-,-,125,286,222.06,64.34,5.13,2.69,2.44,22.22,-,-,87.0
187,臺北市,1994/11/04,萬華,3.9,1.1,18.2,-,64,42,8.87,33.32,-,-,-,21.2,-,-,57.0
188,臺北市,1994/11/04,陽明,0.3,0.32,51.1,-,24,1,0.03,1.0,-,-,-,13.57,-,95.0,51.0
189,臺北市,1994/11/04,士林,1.0,0.52,34.8,-,61,22,3.47,18.51,-,-,-,21.56,-,-,55.0
190,臺北市,1994/11/03,松山,7.0,0.85,17.5,-,34,44,13.32,30.99,-,-,-,21.56,-,-,34.0
191,臺北市,1994/11/03,古亭,4.1,0.91,15.1,-,32,48,13.14,35.01,2.44,0.25,2.19,21.86,-,-,32.0
192,臺北市,1994/11/03,中山,-,0.99,15.8,-,45,60,19.94,39.78,2.25,0.25,2.0,21.91,-,-,45.0
193,臺北市,1994/11/03,大同,13.3,4.24,-,-,101,240,184.52,55.97,4.58,2.25,2.32,22.59,-,-,76.0
194,臺北市,1994/11/03,萬華,5.0,0.98,16.4,-,37,39,6.64,32.02,-,-,-,21.71,-,-,37.0
195,臺北市,1994/11/03,陽明,0.2,0.25,47.8,-,11,1,0.01,0.68,-,-,-,14.63,-,84.0,45.0
196,臺北市,1994/11/03,士林,-,0.43,34.8,-,24,17,2.25,15.17,-,-,-,21.94,-,-,35.0
197,臺北市,1994/11/02,松山,7.8,1.07,11.8,-,52,58,22.63,35.1,-,-,-,21.53,-,-,51.0
198,臺北市,1994/11/02,古亭,4.3,1.12,10.4,-,36,58,21.68,36.64,2.94,0.38,2.56,21.68,-,-,36.0
199,臺北市,1994/11/02,中山,-,1.41,10.4,-,52,104,47.19,56.78,2.64,0.53,2.11,22.03,-,-,51.0
200,臺北市,1994/11/02,大同,18.0,5.57,-,-,110,296,235.72,60.62,5.69,3.3,2.38,22.77,-,-,89.0
201,臺北市,1994/11/02,萬華,3.5,1.12,12.2,-,37,44,11.32,32.89,-,-,-,21.57,-,-,37.0
202,臺北市,1994/11/02,陽明,0.1,0.19,44.5,-,11,1,0.02,1.28,-,-,-,14.54,-,95.0,39.0
203,臺北市,1994/11/02,士林,-,0.67,24.2,-,40,31,9.34,21.86,-,-,-,21.92,-,-,40.0
204,臺北市,1994/11/01,松山,9.7,1.17,9.3,-,56,66,30.67,35.19,-,-,-,20.42,-,-,53.0
205,臺北市,1994/11/01,古亭,3.5,1.08,10.7,-,39,59,22.95,35.58,2.84,0.31,2.52,20.66,-,-,39.0
206,臺北市,1994/11/01,中山,4.7,1.16,11.2,-,48,-,-,-,2.54,0.43,2.1,20.94,-,-,48.0
207,臺北市,1994/11/01,大同,14.8,5.3,-,-,99,285,227.63,57.64,5.19,2.76,2.43,21.68,-,-,82.0
208,臺北市,1994/11/01,萬華,6.5,1.15,12.1,-,35,46,13.89,32.53,-,-,-,20.65,-,-,35.0
209,臺北市,1994/11/01,陽明,0.2,0.2,43.5,-,11,1,0.01,1.14,-,-,-,13.06,-,86.0,39.0
210,臺北市,1994/11/01,士林,-,0.46,30.5,-,23,19,2.93,16.22,-,-,-,21.15,-,-,30.0
