序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
24,臺北市,1998/05/28,中山,3.2,1.34,23.2,-,36,-,54.38,15.04,39.34,2.857,0.48,2.4,27.18,-,-,70.0
25,臺北市,1998/05/28,大同,6.2,3.37,-,-,-,-,122.18,76.59,45.59,4.43,1.6,2.83,27.62,-,-,55.0
26,臺北市,1998/05/28,萬華,3.4,0.92,25.0,-,41,-,36.79,7.03,29.76,-,-,-,26.25,-,-,75.0
27,臺北市,1998/05/28,陽明,0.6,0.23,38.4,-,16,-,2.5,0.31,2.19,-,-,-,21.66,-,96.0,46.0
28,臺北市,1998/05/28,士林,2.3,0.88,18.4,-,40,-,36.4,9.06,27.34,-,-,-,27.12,-,-,40.0
29,臺北市,1998/05/27,松山,3.2,0.91,17.0,-,21,-,45.25,13.15,32.1,-,-,-,23.42,-,-,39.0
30,臺北市,1998/05/27,古亭,4.0,0.99,16.5,-,17,27,47.51,15.93,31.58,2.319,0.36,1.95,23.21,-,-,35.0
31,臺北市,1998/05/27,中山,4.0,1.09,19.0,-,-,-,47.86,15.41,32.44,2.336,0.25,2.08,24.26,-,-,38.0
32,臺北市,1998/05/27,大同,9.8,4.43,-,-,-,-,181.44,133.85,47.59,4.785,2.47,2.32,24.65,-,-,74.0
33,臺北市,1998/05/27,萬華,3.2,1.13,18.5,-,26,-,41.05,10.69,30.36,-,-,-,23.2,-,-,38.0
34,臺北市,1998/05/27,陽明,1.0,0.18,44.7,-,12,-,2.02,0.17,1.85,-,-,-,19.61,-,98.0,51.0
35,臺北市,1998/05/27,士林,3.4,0.53,23.1,-,20,-,20.74,3.69,17.05,-,-,-,24.52,-,-,33.0
36,臺北市,1998/05/26,松山,4.0,0.82,18.9,-,23,-,45.13,10.94,34.19,-,-,-,20.8,-,-,33.0
37,臺北市,1998/05/26,古亭,2.3,0.79,20.3,-,22,24,42.74,9.7,33.04,2.31,0.29,2.02,20.45,-,-,31.0
38,臺北市,1998/05/26,中山,2.4,1.04,19.9,-,-,-,51.92,13.62,38.3,2.483,0.29,2.19,21.69,-,-,27.0
39,臺北市,1998/05/26,大同,7.0,4.08,-,-,-,-,181.55,128.23,53.32,4.566,2.18,2.39,22.1,-,-,60.0
40,臺北市,1998/05/26,萬華,3.2,0.9,21.4,-,22,-,39.62,6.04,33.59,-,-,-,20.66,-,-,32.0
41,臺北市,1998/05/26,陽明,0.5,0.19,53.0,-,12,-,1.07,0.0,1.07,-,-,-,16.64,-,100.0,47.0
42,臺北市,1998/05/26,士林,1.8,0.57,22.4,-,15,-,24.73,4.54,20.18,-,-,-,21.61,-,-,25.0
43,臺北市,1998/05/25,松山,1.6,0.86,21.0,-,20,-,35.03,7.54,27.49,-,-,-,22.39,-,-,28.0
44,臺北市,1998/05/25,古亭,0.8,0.9,19.6,-,22,22,36.27,8.84,27.43,2.195,0.31,1.88,22.02,-,-,26.0
45,臺北市,1998/05/25,中山,1.7,1.17,17.2,-,31,-,47.01,12.34,34.68,2.486,0.33,2.16,23.32,-,-,31.0
46,臺北市,1998/05/25,大同,7.3,4.3,-,-,-,-,183.06,132.98,50.08,4.297,1.88,2.42,23.94,-,-,65.0
47,臺北市,1998/05/25,萬華,0.8,0.98,21.8,-,19,-,30.86,3.16,27.7,-,-,-,22.19,-,-,26.0
48,臺北市,1998/05/25,陽明,0.1,0.33,46.8,-,12,-,1.77,0.0,1.77,-,-,-,17.39,-,96.0,45.0
49,臺北市,1998/05/25,士林,0.7,0.74,16.4,-,21,-,28.51,3.3,25.21,-,-,-,23.1,-,-,25.0
50,臺北市,1998/05/24,松山,3.3,0.74,21.2,-,42,-,30.34,6.61,23.73,-,-,-,27.26,-,-,55.0
51,臺北市,1998/05/24,古亭,2.8,0.84,19.9,-,36,40,36.09,10.41,25.69,2.301,0.27,2.03,27.54,-,-,46.0
52,臺北市,1998/05/24,中山,3.8,0.89,21.8,-,54,-,34.12,7.06,27.06,2.644,0.27,2.37,27.74,-,-,54.0
53,臺北市,1998/05/24,大同,4.6,1.73,-,-,-,-,74.28,40.39,33.89,3.23,0.58,2.65,28.51,-,-,23.0
54,臺北市,1998/05/24,萬華,2.6,0.77,23.9,-,46,-,24.12,2.91,21.22,-,-,-,26.83,-,-,52.0
55,臺北市,1998/05/24,陽明,4.0,0.23,50.5,-,17,-,4.6,0.22,4.39,-,-,-,21.64,-,86.0,64.0
56,臺北市,1998/05/24,士林,2.5,0.68,20.0,-,44,-,29.3,6.61,22.68,-,-,-,27.18,-,-,44.0
57,臺北市,1998/05/23,松山,3.6,0.69,18.9,-,35,-,31.24,10.32,20.93,-,-,-,27.32,-,-,35.0
58,臺北市,1998/05/23,古亭,2.2,0.65,18.7,-,36,36,30.11,8.36,21.75,2.088,0.12,1.96,27.88,-,-,36.0
59,臺北市,1998/05/23,中山,3.5,0.72,20.5,-,46,-,32.2,7.87,24.34,2.251,0.13,2.12,28.0,-,-,46.0
60,臺北市,1998/05/23,大同,8.2,3.22,-,-,-,-,139.26,95.51,43.75,3.897,1.6,2.3,29.01,-,-,53.0
61,臺北市,1998/05/23,萬華,2.2,0.78,20.9,-,40,-,25.67,4.78,20.9,-,-,-,27.47,-,-,40.0
62,臺北市,1998/05/23,陽明,6.3,0.26,42.6,-,20,-,6.77,0.43,6.33,-,-,-,20.93,-,89.0,62.0
63,臺北市,1998/05/23,士林,5.6,0.48,19.6,-,44,-,20.04,3.6,16.45,-,-,-,27.8,-,-,44.0
64,臺北市,1998/05/22,松山,4.3,0.74,13.8,-,26,-,33.79,10.98,22.81,-,-,-,27.74,-,-,26.0
65,臺北市,1998/05/22,古亭,0.7,0.62,16.6,-,21,28,29.53,10.39,19.14,2.184,0.19,2.0,28.59,-,-,21.0
66,臺北市,1998/05/22,中山,4.1,0.75,15.7,-,29,-,35.85,11.05,24.8,2.133,0.12,2.01,28.35,-,-,29.0
67,臺北市,1998/05/22,大同,8.6,3.47,-,-,-,-,137.51,102.92,34.59,3.948,1.62,2.32,29.16,-,-,55.0
68,臺北市,1998/05/22,萬華,1.0,0.81,18.6,-,24,-,25.76,5.33,20.43,-,-,-,28.11,-,-,25.0
69,臺北市,1998/05/22,陽明,4.3,0.13,30.9,-,13,-,6.58,0.58,6.01,-,-,-,21.12,-,90.0,32.0
70,臺北市,1998/05/22,士林,4.8,0.43,18.3,-,26,-,18.28,4.47,13.81,-,-,-,28.45,-,-,26.0
71,臺北市,1998/05/21,松山,3.5,0.87,13.7,-,28,-,39.32,12.95,26.37,-,-,-,25.77,-,-,28.0
72,臺北市,1998/05/21,古亭,1.6,0.85,16.4,-,19,23,38.18,12.93,25.25,2.224,0.26,1.97,26.19,-,-,26.0
73,臺北市,1998/05/21,中山,4.5,0.93,14.2,-,31,-,43.88,15.14,28.74,2.311,0.21,2.1,26.51,-,-,31.0
74,臺北市,1998/05/21,大同,8.3,4.36,-,-,-,-,169.01,127.92,41.09,4.542,2.24,2.3,27.03,-,-,71.0
75,臺北市,1998/05/21,萬華,2.1,0.91,18.4,-,22,-,33.76,8.97,24.79,-,-,-,26.01,-,-,28.0
76,臺北市,1998/05/21,陽明,1.2,0.19,38.1,-,13,-,2.26,0.22,2.04,-,-,-,20.01,-,92.0,42.0
77,臺北市,1998/05/21,士林,1.4,0.45,20.7,-,20,-,-,-,-,-,-,-,27.15,-,-,27.0
78,臺北市,1998/05/20,松山,4.0,1.04,13.4,-,30,-,51.55,20.74,30.81,-,-,-,26.61,-,-,35.0
79,臺北市,1998/05/20,古亭,2.7,1.02,13.9,-,23,29,53.24,24.44,28.8,2.264,0.36,1.91,26.64,-,-,26.0
80,臺北市,1998/05/20,中山,5.2,1.14,13.3,-,34,-,59.1,24.15,34.95,2.748,0.46,2.29,27.45,-,-,37.0
81,臺北市,1998/05/20,大同,9.9,4.45,-,-,-,-,172.3,128.14,44.16,4.87,2.24,2.63,28.19,-,-,68.0
82,臺北市,1998/05/20,萬華,3.4,1.08,17.2,-,29,-,42.31,12.15,31.63,-,-,-,26.48,-,-,39.0
83,臺北市,1998/05/20,陽明,4.2,0.25,36.4,-,15,-,5.4,0.3,5.09,-,-,-,21.17,-,87.0,47.0
84,臺北市,1998/05/20,士林,3.7,0.74,15.9,-,31,-,-,-,-,-,-,-,27.44,-,-,31.0
85,臺北市,1998/05/19,松山,6.6,1.08,8.7,-,34,-,53.33,25.45,27.87,-,-,-,25.2,-,-,33.0
86,臺北市,1998/05/19,古亭,5.1,1.24,7.7,-,30,28,67.91,34.91,33.16,2.716,0.52,2.19,25.48,-,-,30.0
87,臺北市,1998/05/19,中山,6.2,1.33,8.7,-,30,-,68.51,32.99,35.51,2.748,0.51,2.24,26.29,-,-,30.0
88,臺北市,1998/05/19,大同,21.6,4.92,-,-,-,-,202.74,157.67,45.07,5.218,2.48,2.74,26.86,-,-,76.0
89,臺北市,1998/05/19,萬華,5.1,1.37,10.2,-,31,-,52.01,18.56,33.45,-,-,-,25.48,-,-,31.0
90,臺北市,1998/05/19,陽明,3.0,0.15,29.4,-,14,-,5.09,0.65,4.44,-,-,-,21.19,-,90.0,34.0
91,臺北市,1998/05/19,士林,3.0,0.95,8.9,-,30,-,-,-,-,-,-,-,25.72,-,-,30.0
92,臺北市,1998/05/18,松山,2.4,1.57,7.1,-,28,-,73.78,23.65,50.13,-,-,-,23.38,-,-,28.0
93,臺北市,1998/05/18,古亭,1.7,1.81,8.3,-,30,36,82.53,33.67,48.85,2.957,0.76,2.2,23.04,-,-,30.0
94,臺北市,1998/05/18,中山,4.2,1.89,12.3,-,32,-,88.41,34.93,53.48,3.294,0.84,2.45,23.99,-,-,33.0
95,臺北市,1998/05/18,大同,22.1,4.19,-,-,-,-,180.45,125.63,54.82,4.811,1.98,2.83,24.15,-,-,78.0
96,臺北市,1998/05/18,萬華,2.1,1.72,15.4,-,33,-,65.5,19.08,46.41,-,-,-,23.02,-,-,40.0
97,臺北市,1998/05/18,陽明,0.3,0.23,39.6,-,17,-,1.97,0.19,1.78,-,-,-,19.49,-,92.0,40.0
98,臺北市,1998/05/18,士林,1.3,1.16,9.0,-,35,-,48.9,9.88,39.02,-,-,-,23.46,-,-,35.0
99,臺北市,1998/05/17,松山,6.4,1.04,16.5,-,37,-,48.91,13.83,35.09,-,-,-,25.9,-,-,69.0
100,臺北市,1998/05/17,古亭,5.0,1.19,15.3,-,36,-,58.44,21.09,37.36,2.421,0.42,2.0,25.9,-,-,50.0
101,臺北市,1998/05/17,中山,8.1,1.32,20.9,-,38,-,59.06,18.48,40.58,2.735,0.44,2.3,26.64,-,-,58.0
102,臺北市,1998/05/17,大同,23.0,3.59,-,-,-,-,161.86,113.88,47.98,4.057,1.65,2.41,27.29,-,-,60.0
103,臺北市,1998/05/17,萬華,5.3,1.09,28.3,-,45,-,42.14,7.03,36.51,-,-,-,25.44,-,-,70.0
104,臺北市,1998/05/17,陽明,7.5,0.22,36.6,-,14,-,8.26,0.96,7.3,-,-,-,21.71,-,85.0,42.0
105,臺北市,1998/05/17,士林,5.6,0.96,14.7,-,40,-,39.28,9.45,29.83,-,-,-,26.37,-,-,40.0
106,臺北市,1998/05/16,松山,7.0,1.21,15.4,-,35,-,58.36,29.87,28.48,-,-,-,26.21,-,-,43.0
107,臺北市,1998/05/16,古亭,4.5,1.0,15.2,-,31,29,49.69,21.11,28.58,2.294,0.37,1.92,26.72,-,-,45.0
108,臺北市,1998/05/16,中山,7.8,1.15,18.0,-,49,-,57.89,24.22,33.67,2.667,0.37,2.3,26.89,-,-,49.0
109,臺北市,1998/05/16,大同,27.9,3.99,-,-,-,-,169.92,126.19,43.73,4.955,2.38,2.57,27.84,-,-,56.0
110,臺北市,1998/05/16,萬華,5.3,1.01,20.1,-,34,-,40.76,10.51,30.24,-,-,-,26.18,-,-,67.0
111,臺北市,1998/05/16,陽明,2.0,0.23,36.5,-,13,-,4.64,0.41,4.23,-,-,-,20.81,-,90.0,45.0
112,臺北市,1998/05/16,士林,3.3,0.72,17.2,-,38,-,35.68,11.36,24.32,-,-,-,26.74,-,-,38.0
113,臺北市,1998/05/15,松山,6.0,1.56,5.9,-,40,-,81.66,42.85,38.81,-,-,-,24.66,-,-,40.0
114,臺北市,1998/05/15,古亭,4.9,1.69,7.3,-,50,38,88.46,49.57,38.89,3.087,0.92,2.17,24.58,-,-,50.0
115,臺北市,1998/05/15,中山,7.0,1.77,11.2,-,54,-,85.51,44.39,41.13,3.538,0.85,2.69,25.4,-,-,52.0
116,臺北市,1998/05/15,大同,27.8,4.02,-,-,-,-,160.82,118.07,42.75,4.935,2.05,2.89,25.81,-,-,81.0
117,臺北市,1998/05/15,萬華,4.9,1.28,11.2,-,45,-,57.86,18.95,38.91,-,-,-,24.33,-,-,57.0
118,臺北市,1998/05/15,陽明,1.2,0.22,29.4,-,13,-,4.47,0.18,4.29,-,-,-,20.25,-,89.0,33.0
119,臺北市,1998/05/15,士林,4.1,1.06,6.4,-,46,-,46.13,19.19,26.94,-,-,-,24.92,-,-,46.0
120,臺北市,1998/05/14,松山,5.2,1.12,13.4,-,40,-,58.88,23.01,35.87,-,-,-,25.66,-,-,56.0
121,臺北市,1998/05/14,古亭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
122,臺北市,1998/05/14,中山,6.9,1.46,20.0,-,39,-,68.86,28.64,40.22,2.739,0.46,2.28,26.68,-,-,72.0
123,臺北市,1998/05/14,大同,29.5,4.24,-,-,-,-,179.25,129.12,50.13,4.622,2.03,2.59,27.46,-,-,75.0
124,臺北市,1998/05/14,萬華,3.9,1.18,22.7,-,40,-,44.43,8.41,36.01,-,-,-,25.75,-,-,77.0
125,臺北市,1998/05/14,陽明,2.4,0.23,33.2,-,16,-,4.57,0.15,4.42,-,-,-,21.39,-,86.0,49.0
126,臺北市,1998/05/14,士林,4.7,0.91,14.2,-,38,-,38.7,9.97,28.74,-,-,-,26.7,-,-,42.0
127,臺北市,1998/05/13,松山,3.6,1.22,23.2,-,47,-,55.66,23.57,32.09,-,-,-,27.22,-,-,104.0
128,臺北市,1998/05/13,古亭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
129,臺北市,1998/05/13,中山,4.3,1.5,22.9,-,44,-,57.72,22.59,35.13,2.633,0.42,2.22,28.01,-,-,72.0
130,臺北市,1998/05/13,大同,29.1,4.32,-,-,-,-,144.63,103.51,41.11,4.781,2.21,2.57,28.99,-,-,88.0
131,臺北市,1998/05/13,萬華,2.3,0.84,29.0,-,40,-,26.43,3.23,23.2,-,-,-,27.02,-,-,88.0
132,臺北市,1998/05/13,陽明,1.6,0.23,33.1,-,13,-,4.31,0.21,4.1,-,-,-,21.95,-,86.0,50.0
133,臺北市,1998/05/13,士林,3.6,0.96,14.8,-,59,-,42.78,12.74,30.04,-,-,-,27.83,-,-,54.0
134,臺北市,1998/05/12,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,臺北市,1998/05/12,古亭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
136,臺北市,1998/05/12,中山,7.2,1.55,25.8,-,70,-,70.94,22.72,48.21,2.967,0.66,2.3,27.75,-,-,88.0
137,臺北市,1998/05/12,大同,15.8,4.04,-,-,-,-,153.76,88.24,57.2,4.791,1.94,2.85,28.76,-,-,59.0
138,臺北市,1998/05/12,萬華,3.7,1.03,26.3,-,49,-,33.59,4.39,29.21,-,-,-,26.39,-,-,88.0
139,臺北市,1998/05/12,陽明,5.4,0.25,42.6,-,20,-,8.32,0.77,7.55,-,-,-,21.82,-,86.0,75.0
140,臺北市,1998/05/12,士林,5.0,1.25,21.0,-,61,-,55.79,12.72,43.07,-,-,-,27.33,-,-,76.0
141,臺北市,1998/05/11,松山,6.0,1.13,21.3,-,38,-,51.45,18.94,32.51,-,-,-,27.91,-,-,57.0
142,臺北市,1998/05/11,古亭,4.1,1.25,21.3,-,35,-,59.65,27.61,32.04,2.514,0.5,2.01,27.56,-,-,70.0
143,臺北市,1998/05/11,中山,8.0,1.44,23.8,-,117,-,58.24,17.11,41.13,2.748,0.63,2.12,28.36,-,-,83.0
144,臺北市,1998/05/11,大同,9.1,4.47,-,-,-,-,165.76,115.89,49.87,4.618,2.18,2.44,29.61,-,-,80.0
145,臺北市,1998/05/11,萬華,3.6,0.98,35.3,-,44,-,31.47,3.95,27.53,-,-,-,27.11,-,-,117.0
146,臺北市,1998/05/11,陽明,3.0,0.32,55.3,-,15,-,6.43,0.1,6.32,-,-,-,22.85,-,82.0,73.0
147,臺北市,1998/05/11,士林,4.3,1.05,19.2,-,56,-,47.98,12.57,35.41,-,-,-,28.03,-,-,53.0
148,臺北市,1998/05/10,松山,3.1,0.98,19.6,-,40,-,49.68,19.83,29.85,-,-,-,26.84,-,-,68.0
149,臺北市,1998/05/10,古亭,1.8,1.04,17.8,-,38,-,52.12,23.92,28.2,2.433,0.41,2.02,26.6,-,-,60.0
150,臺北市,1998/05/10,中山,6.3,1.24,18.3,-,64,-,57.26,23.07,34.19,2.673,0.49,2.19,27.4,-,-,65.0
151,臺北市,1998/05/10,大同,7.0,3.17,-,-,-,-,143.13,101.6,41.53,3.92,1.3,2.62,28.46,-,-,55.0
152,臺北市,1998/05/10,萬華,2.3,0.95,24.0,-,41,-,32.78,7.04,25.74,-,-,-,26.24,-,-,68.0
153,臺北市,1998/05/10,陽明,2.1,0.27,38.3,-,16,-,5.69,0.43,5.26,-,-,-,22.62,-,84.0,49.0
154,臺北市,1998/05/10,士林,3.3,1.03,15.7,-,48,-,44.0,13.62,30.38,-,-,-,27.13,-,-,49.0
155,臺北市,1998/05/09,松山,2.7,0.93,8.8,-,25,-,45.83,23.81,22.02,-,-,-,28.12,-,-,25.0
156,臺北市,1998/05/09,古亭,1.7,1.12,9.8,-,29,-,54.92,27.81,27.11,2.361,0.44,1.92,27.57,-,-,29.0
157,臺北市,1998/05/09,中山,6.0,1.37,15.0,-,28,-,59.06,27.51,31.55,2.731,0.5,2.23,28.45,-,-,67.0
158,臺北市,1998/05/09,大同,8.6,-,-,-,-,-,185.55,140.84,44.71,4.59,2.01,2.58,29.58,-,-,83.0
159,臺北市,1998/05/09,萬華,1.2,0.8,23.3,-,33,-,25.68,4.13,21.55,-,-,-,27.08,-,-,65.0
160,臺北市,1998/05/09,陽明,1.1,0.16,32.5,-,13,-,4.66,0.23,4.44,-,-,-,22.82,-,83.0,72.0
161,臺北市,1998/05/09,士林,3.4,1.1,15.9,-,52,-,47.37,21.55,25.82,-,-,-,28.43,-,-,60.0
162,臺北市,1998/05/08,松山,5.9,1.69,28.1,-,55,-,81.4,40.74,40.66,-,-,-,26.69,-,-,80.0
163,臺北市,1998/05/08,古亭,4.0,1.44,20.9,-,38,-,-,-,-,2.69,0.58,2.11,27.33,-,-,73.0
164,臺北市,1998/05/08,中山,9.7,1.41,21.1,-,64,-,63.89,23.61,40.28,2.609,0.48,2.13,27.66,-,-,61.0
165,臺北市,1998/05/08,大同,10.6,-,-,-,-,-,172.8,121.69,51.11,4.489,2.06,2.43,28.49,-,-,36.0
166,臺北市,1998/05/08,萬華,3.8,1.12,28.2,-,46,-,40.09,9.89,30.2,-,-,-,26.64,-,-,92.0
167,臺北市,1998/05/08,陽明,3.9,0.02,44.0,-,14,-,6.73,1.26,5.47,-,-,-,22.77,-,83.0,80.0
168,臺北市,1998/05/08,士林,5.6,1.02,16.2,-,-,-,46.65,21.72,24.92,-,-,-,27.22,-,-,54.0
169,臺北市,1998/05/07,松山,4.7,1.67,19.6,-,44,-,77.97,40.87,37.1,-,-,-,25.7,-,-,59.0
170,臺北市,1998/05/07,古亭,3.2,1.66,13.7,-,38,-,-,-,-,2.767,0.72,2.05,25.74,-,-,65.0
171,臺北市,1998/05/07,中山,8.0,1.82,15.8,-,51,-,89.15,41.48,47.67,3.15,0.75,2.4,26.25,-,-,68.0
172,臺北市,1998/05/07,大同,9.6,4.52,-,-,-,-,181.73,133.91,47.83,4.801,2.26,2.54,26.97,-,-,70.0
173,臺北市,1998/05/07,萬華,3.1,1.13,25.5,-,37,-,36.64,6.11,30.53,-,-,-,25.35,-,-,96.0
174,臺北市,1998/05/07,陽明,3.3,0.22,38.6,-,13,-,5.62,0.5,5.12,-,-,-,21.79,-,83.0,51.0
175,臺北市,1998/05/07,士林,5.0,1.26,13.6,-,-,-,60.67,26.28,34.39,-,-,-,25.7,-,-,43.0
176,臺北市,1998/05/06,松山,7.2,1.33,9.2,-,46,-,71.14,35.82,35.32,-,-,-,24.89,-,-,46.0
177,臺北市,1998/05/06,古亭,5.8,1.53,7.6,-,44,-,75.11,39.6,35.51,2.758,0.67,2.08,25.03,-,-,44.0
178,臺北市,1998/05/06,中山,6.4,1.72,9.5,-,49,-,87.44,46.16,41.28,3.386,0.7,2.69,25.49,-,-,49.0
179,臺北市,1998/05/06,大同,10.9,4.74,-,-,-,-,132.44,96.91,35.53,5.171,2.23,2.94,26.01,-,-,84.0
180,臺北市,1998/05/06,萬華,5.2,1.45,11.0,-,49,-,55.32,17.77,37.55,-,-,-,24.57,-,-,49.0
181,臺北市,1998/05/06,陽明,2.2,0.23,41.4,-,14,-,4.44,0.3,4.14,-,-,-,20.77,-,87.0,49.0
182,臺北市,1998/05/06,士林,4.5,1.08,13.1,-,-,-,41.51,15.09,26.41,-,-,-,25.0,-,-,40.0
183,臺北市,1998/05/05,松山,5.0,1.53,19.6,-,41,-,79.07,30.73,48.34,-,-,-,24.49,-,-,106.0
184,臺北市,1998/05/05,古亭,5.7,1.69,15.9,-,49,-,87.04,41.27,45.77,2.972,0.81,2.16,24.44,-,-,76.0
185,臺北市,1998/05/05,中山,7.5,2.07,14.8,-,73,-,95.65,44.25,51.4,3.613,0.99,2.62,25.21,-,-,65.0
186,臺北市,1998/05/05,大同,10.8,4.31,-,-,-,-,147.12,100.36,46.76,5.365,2.31,3.05,25.53,-,-,82.0
187,臺北市,1998/05/05,萬華,8.1,1.35,23.5,-,53,-,56.31,16.42,39.89,-,-,-,24.11,-,-,102.0
188,臺北市,1998/05/05,陽明,3.0,0.25,40.8,-,16,-,7.07,0.51,6.56,-,-,-,20.41,-,87.0,62.0
189,臺北市,1998/05/05,士林,7.4,1.37,12.4,-,-,-,64.4,24.94,39.45,-,-,-,24.54,-,-,56.0
190,臺北市,1998/05/04,松山,5.2,0.96,8.5,-,25,-,48.62,22.71,25.91,-,-,-,24.78,-,-,25.0
191,臺北市,1998/05/04,古亭,4.3,1.24,7.0,-,35,-,64.47,35.93,28.54,2.47,0.48,1.99,24.67,-,-,35.0
192,臺北市,1998/05/04,中山,5.7,1.36,7.8,-,31,-,67.74,34.72,33.01,2.688,0.43,2.26,25.09,-,-,31.0
193,臺北市,1998/05/04,大同,10.6,4.5,-,-,-,-,192.95,145.12,47.83,4.846,2.15,2.69,25.72,-,-,78.0
194,臺北市,1998/05/04,萬華,3.9,1.28,9.9,-,31,-,51.12,21.21,29.91,-,-,-,24.47,-,-,31.0
195,臺北市,1998/05/04,陽明,1.6,0.19,34.4,-,13,-,2.9,0.08,2.82,-,-,-,20.16,-,88.0,35.0
196,臺北市,1998/05/04,士林,4.6,1.07,11.9,-,-,-,45.54,17.37,28.17,-,-,-,24.62,-,-,42.0
197,臺北市,1998/05/03,松山,4.7,1.1,9.3,-,35,-,53.73,27.9,25.83,-,-,-,25.25,-,-,35.0
198,臺北市,1998/05/03,古亭,3.6,1.1,7.7,-,35,-,57.03,28.9,28.13,2.539,0.44,2.09,25.15,-,-,35.0
