序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
24,臺北市,2014/03/28,中山,3.3,0.86,-,18.7,60,34,44.77,15.04,29.74,1.63,26.5,69.97
25,臺北市,2014/03/28,大同,4.0,1.51,-,-,64,34,69.18,34.76,34.42,-,-,-
26,臺北市,2014/03/28,萬華,3.2,0.87,-,20.0,49,29,43.87,12.15,31.72,1.39,26.17,70.65
27,臺北市,2014/03/28,陽明,1.8,0.16,408.51,34.2,15,10,3.33,1.11,2.22,-,20.04,95.1
28,臺北市,2014/03/28,士林,3.0,0.43,-,29.2,57,30,20.15,3.16,16.98,1.73,25.88,70.89
29,臺北市,2014/03/27,松山,4.8,0.6,434.95,21.4,36,29,32.18,6.56,25.62,1.88,24.46,72.41
30,臺北市,2014/03/27,古亭,3.9,0.6,-,18.7,47,25,30.85,7.71,23.14,2.15,24.8,74.38
31,臺北市,2014/03/27,中山,4.3,0.87,-,17.5,63,33,44.48,14.88,29.6,1.79,25.35,73.48
32,臺北市,2014/03/27,大同,4.8,1.39,-,-,54,34,69.28,33.92,35.36,-,-,-
33,臺北市,2014/03/27,萬華,7.3,0.67,-,19.2,38,29,36.61,9.52,27.09,2.27,24.88,73.95
34,臺北市,2014/03/27,陽明,2.4,0.2,412.84,37.1,18,13,5.37,1.32,4.04,-,18.76,97.76
35,臺北市,2014/03/27,士林,4.1,0.44,-,26.4,39,30,22.9,5.59,17.3,2.04,24.56,75.02
36,臺北市,2014/03/26,松山,4.8,0.74,444.17,24.9,47,34,40.58,8.06,32.52,1.17,24.7,64.25
37,臺北市,2014/03/26,古亭,4.5,0.68,-,27.0,58,35,34.87,5.81,29.06,1.56,25.09,65.89
38,臺北市,2014/03/26,中山,3.8,0.98,-,19.1,69,43,53.37,15.36,38.01,1.48,25.57,64.45
39,臺北市,2014/03/26,大同,5.9,1.83,-,-,69,42,92.64,47.7,44.94,-,-,-
40,臺北市,2014/03/26,萬華,7.7,0.84,-,22.5,53,35,46.66,10.78,35.88,1.21,25.15,64.82
41,臺北市,2014/03/26,陽明,2.6,0.25,416.98,46.8,23,18,7.1,1.33,5.77,-,18.84,93.59
42,臺北市,2014/03/26,士林,4.7,0.63,-,26.2,52,33,34.1,7.48,26.62,1.54,24.61,68.35
43,臺北市,2014/03/25,松山,4.5,0.84,445.93,29.4,63,42,51.27,11.77,39.5,1.15,22.16,65.09
44,臺北市,2014/03/25,古亭,3.3,0.8,-,29.5,72,38,41.78,8.02,33.76,1.38,22.67,65.5
45,臺北市,2014/03/25,中山,4.5,1.01,-,27.9,89,47,58.21,16.28,41.93,1.3,23.48,63.75
46,臺北市,2014/03/25,大同,4.7,1.85,-,-,79,49,96.05,46.02,50.03,-,-,-
47,臺北市,2014/03/25,萬華,4.6,0.85,-,29.6,58,39,42.26,6.36,35.9,1.0,23.05,63.15
48,臺北市,2014/03/25,陽明,2.7,0.33,421.25,62.2,35,28,8.97,1.41,7.56,-,17.48,84.87
49,臺北市,2014/03/25,士林,4.0,0.6,-,37.2,43,38,31.21,5.41,25.8,1.54,22.56,65.11
50,臺北市,2014/03/24,松山,1.4,0.41,421.01,30.7,35,21,23.65,4.7,18.95,1.98,20.48,63.42
51,臺北市,2014/03/24,古亭,1.5,0.42,-,29.0,37,18,23.54,6.0,17.54,2.32,21.31,63.89
52,臺北市,2014/03/24,中山,2.0,0.56,-,28.1,48,24,31.46,8.03,23.43,2.23,21.91,62.96
53,臺北市,2014/03/24,大同,2.6,1.44,-,-,51,26,85.4,47.9,37.5,-,-,-
54,臺北市,2014/03/24,萬華,1.9,0.46,-,27.2,31,20,30.01,6.11,23.9,2.14,21.67,61.56
55,臺北市,2014/03/24,陽明,1.2,0.17,411.38,47.8,17,13,3.23,1.2,2.03,-,14.73,94.07
56,臺北市,2014/03/24,士林,1.0,0.27,-,41.5,29,19,13.89,2.14,11.75,2.44,21.5,62.09
57,臺北市,2014/03/23,松山,1.7,0.32,417.31,33.6,32,16,18.85,2.5,16.36,2.18,19.08,59.12
58,臺北市,2014/03/23,古亭,1.1,0.25,-,37.0,35,15,11.64,1.78,9.86,3.29,19.84,58.2
59,臺北市,2014/03/23,中山,1.8,0.38,-,32.4,53,23,22.29,4.25,18.04,2.66,20.16,60.41
60,臺北市,2014/03/23,大同,1.8,0.74,-,-,48,18,54.91,25.92,28.99,-,-,-
61,臺北市,2014/03/23,萬華,1.6,0.33,-,30.8,32,15,23.89,4.1,19.78,3.18,19.91,57.81
62,臺北市,2014/03/23,陽明,1.9,0.15,411.84,45.2,15,9,3.0,0.83,2.17,-,12.09,96.13
63,臺北市,2014/03/23,士林,0.9,0.19,-,45.4,29,19,8.1,1.57,6.53,3.34,20.0,58.63
64,臺北市,2014/03/22,松山,1.3,0.33,417.81,35.9,42,20,20.27,2.3,17.95,2.53,16.08,56.65
65,臺北市,2014/03/22,古亭,1.3,0.28,-,38.2,47,17,13.58,2.54,11.05,3.66,16.39,59.71
66,臺北市,2014/03/22,中山,1.0,0.43,-,31.4,55,25,27.59,5.83,21.76,2.78,17.02,59.73
67,臺北市,2014/03/22,大同,2.1,0.78,-,-,56,21,57.26,25.14,32.12,-,-,-
68,臺北市,2014/03/22,萬華,1.1,0.35,-,33.2,38,19,24.53,4.19,20.34,3.93,16.65,56.84
69,臺北市,2014/03/22,陽明,1.1,0.16,413.78,50.2,22,12,2.69,0.55,2.1,-,9.25,94.32
70,臺北市,2014/03/22,士林,2.6,0.2,-,46.8,32,17,9.86,1.71,8.15,3.35,16.76,57.18
71,臺北市,2014/03/21,松山,1.5,0.35,419.39,41.3,54,25,18.6,2.11,16.49,2.44,13.7,57.68
72,臺北市,2014/03/21,古亭,1.8,0.39,-,36.2,60,24,21.2,3.61,17.57,3.01,13.8,62.65
73,臺北市,2014/03/21,中山,1.5,0.53,-,34.2,76,31,31.08,7.34,23.73,2.18,14.66,60.67
74,臺北市,2014/03/21,大同,2.6,0.89,-,-,72,29,63.05,30.58,32.47,-,-,-
75,臺北市,2014/03/21,萬華,2.0,0.43,-,34.5,59,26,28.09,4.63,23.46,2.85,14.28,56.93
76,臺北市,2014/03/21,陽明,1.2,0.21,416.34,53.2,28,14,3.2,1.33,1.87,-,6.32,94.22
77,臺北市,2014/03/21,士林,1.5,0.26,-,48.9,64,24,10.28,1.9,8.38,2.79,14.1,57.26
78,臺北市,2014/03/20,松山,2.5,0.63,437.42,30.9,65,41,27.49,6.17,21.31,2.58,17.62,77.35
79,臺北市,2014/03/20,古亭,2.3,0.61,-,25.9,60,36,24.23,4.01,20.22,2.77,18.12,77.73
80,臺北市,2014/03/20,中山,2.8,0.87,-,22.1,76,45,43.7,12.4,31.3,1.82,18.94,76.58
81,臺北市,2014/03/20,大同,3.0,1.35,-,-,74,42,67.73,33.12,34.6,-,-,-
82,臺北市,2014/03/20,萬華,2.3,0.64,-,23.8,50,35,30.52,5.17,25.35,2.12,18.47,74.97
83,臺北市,2014/03/20,陽明,1.5,0.34,424.63,49.0,33,25,6.74,1.56,5.18,-,12.12,98.99
84,臺北市,2014/03/20,士林,2.7,0.57,-,30.8,58,37,23.89,3.58,20.31,1.83,18.37,75.02
85,臺北市,2014/03/19,松山,5.3,1.04,458.61,20.1,75,49,55.69,16.88,38.81,1.22,23.86,69.95
86,臺北市,2014/03/19,古亭,3.8,0.96,-,20.0,67,45,40.21,9.12,31.09,1.48,24.31,71.73
87,臺北市,2014/03/19,中山,4.2,1.37,-,15.1,94,57,69.8,25.12,44.68,1.27,24.92,70.92
88,臺北市,2014/03/19,大同,5.5,2.17,-,-,94,57,88.18,41.33,46.86,-,-,-
89,臺北市,2014/03/19,萬華,3.6,1.17,-,17.0,68,40,49.36,11.06,38.3,1.09,24.37,71.71
90,臺北市,2014/03/19,陽明,2.6,0.35,421.67,54.2,38,31,6.3,1.41,4.89,-,18.97,92.81
91,臺北市,2014/03/19,士林,4.4,0.69,-,28.0,85,51,29.98,5.75,24.23,1.45,24.19,72.29
92,臺北市,2014/03/18,松山,4.6,1.14,466.87,23.4,71,49,62.67,24.52,38.15,1.16,22.02,70.68
93,臺北市,2014/03/18,古亭,3.3,0.95,-,20.6,71,42,42.74,10.27,32.48,1.37,22.54,72.94
94,臺北市,2014/03/18,中山,6.0,1.46,-,14.6,88,56,83.92,40.43,43.49,1.35,23.2,71.4
95,臺北市,2014/03/18,大同,6.4,2.27,-,-,85,54,121.45,70.79,50.66,-,-,-
96,臺北市,2014/03/18,萬華,3.6,1.0,-,18.4,61,41,48.2,11.02,37.18,1.14,22.83,71.22
97,臺北市,2014/03/18,陽明,1.9,0.35,419.28,49.2,32,26,6.7,1.44,5.26,-,18.48,91.56
98,臺北市,2014/03/18,士林,4.5,0.87,-,20.5,62,46,40.74,12.06,28.68,1.55,22.39,73.05
99,臺北市,2014/03/17,松山,4.7,1.13,459.93,21.4,78,55,63.65,20.83,42.82,1.16,20.37,68.42
100,臺北市,2014/03/17,古亭,4.5,1.09,-,17.9,73,48,53.43,16.81,36.62,1.37,20.64,71.79
101,臺北市,2014/03/17,中山,5.4,1.61,-,17.0,121,65,91.28,40.76,50.52,1.14,21.35,69.32
102,臺北市,2014/03/17,大同,6.3,2.4,-,-,108,67,127.38,69.81,57.58,-,-,-
103,臺北市,2014/03/17,萬華,4.9,1.38,-,16.7,75,53,72.34,27.1,45.24,0.89,21.07,68.81
104,臺北市,2014/03/17,陽明,3.4,0.44,424.77,54.4,37,30,11.28,1.57,9.71,-,16.52,92.01
105,臺北市,2014/03/17,士林,3.9,1.04,-,22.9,77,55,52.6,15.62,36.98,1.24,20.46,71.18
106,臺北市,2014/03/16,松山,4.6,1.02,445.6,14.7,65,45,59.34,15.63,43.72,1.0,18.9,61.87
107,臺北市,2014/03/16,古亭,3.3,0.86,-,17.4,65,41,46.44,10.74,35.7,1.19,18.95,64.6
108,臺北市,2014/03/16,中山,4.0,1.09,-,17.7,102,58,63.08,18.25,44.82,1.04,19.51,63.31
109,臺北市,2014/03/16,大同,5.0,1.72,-,-,90,55,91.39,40.67,50.72,-,-,-
110,臺北市,2014/03/16,萬華,3.5,0.98,-,20.4,67,45,50.48,11.16,39.32,0.84,19.12,61.86
111,臺北市,2014/03/16,陽明,2.9,0.34,416.45,51.1,27,21,5.56,0.86,4.69,-,14.96,79.68
112,臺北市,2014/03/16,士林,3.4,0.68,-,26.5,69,51,33.98,5.9,28.07,1.12,18.68,67.54
113,臺北市,2014/03/15,松山,2.3,0.42,419.5,46.5,52,29,20.01,1.93,18.08,1.92,17.29,49.33
114,臺北市,2014/03/15,古亭,2.8,0.41,-,43.2,54,27,20.27,3.54,16.74,2.64,17.76,51.08
115,臺北市,2014/03/15,中山,2.5,0.58,-,41.0,70,35,30.09,5.1,25.0,2.24,18.17,52.18
116,臺北市,2014/03/15,大同,3.9,1.34,-,-,68,34,85.37,41.6,43.77,-,-,-
117,臺北市,2014/03/15,萬華,3.1,0.47,-,42.1,51,27,25.89,3.19,22.71,2.22,18.0,49.27
118,臺北市,2014/03/15,陽明,2.9,0.24,412.06,60.2,31,22,3.86,1.26,2.59,-,11.59,77.93
119,臺北市,2014/03/15,士林,2.6,0.31,-,55.3,54,29,12.48,2.09,10.39,2.81,17.95,50.79
120,臺北市,2014/03/14,松山,3.9,0.5,423.74,44.3,85,48,20.14,2.09,18.05,2.35,14.18,52.91
121,臺北市,2014/03/14,古亭,4.4,0.5,-,41.0,87,43,22.05,4.0,18.05,2.64,14.71,54.53
122,臺北市,2014/03/14,中山,4.8,0.72,-,34.2,110,55,38.62,9.84,28.77,1.98,15.22,56.03
123,臺北市,2014/03/14,大同,5.7,1.09,-,-,94,52,72.69,33.69,39.0,-,-,-
124,臺北市,2014/03/14,萬華,4.2,0.53,-,37.7,79,49,30.18,4.24,25.94,2.58,14.88,51.74
125,臺北市,2014/03/14,陽明,3.9,0.32,417.5,56.6,50,33,4.74,0.59,4.1,-,7.46,89.18
126,臺北市,2014/03/14,士林,4.4,0.39,-,50.9,72,46,14.32,2.61,11.71,2.71,14.64,53.97
127,臺北市,2014/03/13,松山,3.6,0.79,441.28,26.5,62,41,40.39,11.73,28.66,1.9,15.86,78.97
128,臺北市,2014/03/13,古亭,2.8,0.92,-,20.6,63,44,46.23,15.66,30.57,1.94,15.93,85.31
129,臺北市,2014/03/13,中山,3.5,1.01,-,18.5,80,50,54.63,19.34,35.29,1.61,16.59,82.26
130,臺北市,2014/03/13,大同,4.7,1.9,-,-,76,49,104.75,59.67,45.08,-,-,-
131,臺北市,2014/03/13,萬華,3.5,0.88,-,20.6,60,43,47.54,14.53,33.01,2.12,16.26,80.2
132,臺北市,2014/03/13,陽明,2.0,0.38,421.15,49.4,31,22,5.58,0.62,4.95,-,11.34,98.03
133,臺北市,2014/03/13,士林,2.8,0.62,-,31.3,62,41,27.87,6.96,20.91,2.17,16.05,79.24
134,臺北市,2014/03/12,松山,5.8,1.14,456.62,6.4,87,58,75.22,29.65,45.57,1.16,18.05,79.84
135,臺北市,2014/03/12,古亭,5.8,1.26,-,5.3,101,61,75.04,28.37,46.67,1.31,18.09,84.95
136,臺北市,2014/03/12,中山,4.7,1.32,-,4.8,112,63,80.48,40.2,40.28,1.27,18.34,85.41
137,臺北市,2014/03/12,大同,5.5,1.76,-,-,101,61,93.04,51.22,41.82,-,-,-
138,臺北市,2014/03/12,萬華,5.5,1.23,-,4.4,95,59,70.23,27.75,42.48,1.05,17.92,84.6
139,臺北市,2014/03/12,陽明,1.6,0.37,425.04,43.9,26,21,8.24,0.98,7.24,-,14.96,98.57
140,臺北市,2014/03/12,士林,3.7,0.7,-,8.4,72,50,42.25,11.23,31.02,1.25,17.63,83.84
141,臺北市,2014/03/11,松山,1.9,0.52,423.08,34.3,43,31,26.15,4.29,21.85,1.71,18.33,66.36
142,臺北市,2014/03/11,古亭,1.9,0.63,-,28.8,47,30,32.87,7.49,25.35,2.03,18.75,67.4
143,臺北市,2014/03/11,中山,0.6,0.8,-,26.4,76,39,41.91,10.13,31.77,1.73,19.28,67.78
144,臺北市,2014/03/11,大同,3.8,1.92,-,-,67,36,112.91,67.78,45.13,-,-,-
145,臺北市,2014/03/11,萬華,2.0,0.68,-,25.0,46,30,40.68,8.39,32.29,1.89,19.04,65.54
146,臺北市,2014/03/11,陽明,1.4,0.25,409.79,52.4,20,16,2.82,0.43,2.34,-,13.15,96.66
147,臺北市,2014/03/11,士林,1.6,0.39,-,43.9,44,30,17.05,2.39,14.64,1.98,19.25,64.09
148,臺北市,2014/03/10,松山,2.7,0.51,423.68,38.2,71,42,26.78,2.32,24.46,2.49,15.02,64.68
149,臺北市,2014/03/10,古亭,2.3,0.46,-,40.4,67,39,22.0,3.67,18.34,3.34,15.34,66.9
150,臺北市,2014/03/10,中山,2.3,0.61,-,34.7,88,46,33.53,5.99,27.55,2.63,15.84,68.02
151,臺北市,2014/03/10,大同,3.4,1.12,-,-,82,46,71.81,33.0,38.81,-,-,-
152,臺北市,2014/03/10,萬華,2.7,0.51,-,35.8,66,40,30.65,3.81,26.84,3.84,15.55,64.56
153,臺北市,2014/03/10,陽明,3.6,0.25,410.26,61.1,37,29,3.35,0.87,2.48,-,9.18,97.03
154,臺北市,2014/03/10,士林,2.4,0.32,-,56.2,67,42,10.49,1.02,9.44,3.31,15.91,62.19
155,臺北市,2014/03/09,松山,2.5,0.4,420.57,33.2,23,18,19.82,1.8,18.01,1.48,13.4,78.38
156,臺北市,2014/03/09,古亭,1.4,0.48,-,27.8,39,19,26.66,5.93,20.73,1.86,13.3,86.57
157,臺北市,2014/03/09,中山,1.1,0.58,-,26.0,47,25,32.18,7.06,25.13,1.44,14.08,81.63
158,臺北市,2014/03/09,大同,2.0,0.99,-,-,43,20,61.15,29.74,31.41,-,-,-
159,臺北市,2014/03/09,萬華,2.3,0.53,-,26.7,26,18,29.47,4.44,25.03,1.91,13.74,78.98
160,臺北市,2014/03/09,陽明,1.3,0.22,408.11,50.5,10,8,3.04,1.26,1.78,-,8.11,99.0
161,臺北市,2014/03/09,士林,1.3,0.36,-,38.4,29,19,16.24,2.44,13.8,1.85,13.71,75.71
162,臺北市,2014/03/08,松山,2.1,0.85,442.26,12.7,23,19,51.17,12.78,38.39,0.97,15.19,90.62
163,臺北市,2014/03/08,古亭,2.7,0.79,-,14.5,29,16,47.9,12.44,35.47,1.28,14.98,99.52
164,臺北市,2014/03/08,中山,2.7,0.97,-,12.2,42,24,57.79,17.46,40.34,1.16,15.68,94.23
165,臺北市,2014/03/08,大同,2.7,1.24,-,-,36,18,62.66,26.14,36.52,-,-,-
166,臺北市,2014/03/08,萬華,2.9,0.83,-,16.2,21,14,43.51,7.32,36.19,1.32,15.32,91.5
167,臺北市,2014/03/08,陽明,0.6,0.24,407.91,54.7,5,2,4.15,2.03,2.12,-,11.5,99.0
168,臺北市,2014/03/08,士林,1.0,0.58,-,21.9,23,12,30.72,4.33,26.39,1.22,14.99,89.37
169,臺北市,2014/03/07,松山,2.6,0.43,420.22,24.8,12,12,32.42,5.46,26.95,1.96,14.55,88.59
170,臺北市,2014/03/07,古亭,1.9,0.45,-,25.8,25,9,28.07,6.35,21.72,2.62,14.8,94.13
171,臺北市,2014/03/07,中山,1.9,0.6,-,21.6,33,17,38.06,9.59,28.47,2.24,15.46,90.34
172,臺北市,2014/03/07,大同,4.1,1.77,-,-,38,19,114.05,72.76,41.29,-,-,-
173,臺北市,2014/03/07,萬華,2.6,0.5,-,21.2,17,10,37.92,8.34,29.58,2.59,15.16,87.61
174,臺北市,2014/03/07,陽明,1.2,0.14,403.84,49.1,5,3,2.14,0.4,1.71,-,10.79,99.0
175,臺北市,2014/03/07,士林,2.1,0.39,-,29.3,15,10,23.14,5.2,17.94,2.27,15.22,82.66
176,臺北市,2014/03/06,松山,1.4,0.4,420.58,28.2,30,23,29.7,4.81,24.87,1.95,13.54,86.41
177,臺北市,2014/03/06,古亭,1.9,0.47,-,26.7,31,20,28.82,5.6,23.22,2.42,13.76,91.47
178,臺北市,2014/03/06,中山,1.7,0.61,-,21.0,45,27,39.83,11.0,28.83,2.07,14.42,88.8
179,臺北市,2014/03/06,大同,3.6,1.42,-,-,45,23,97.3,58.18,39.12,-,-,-
180,臺北市,2014/03/06,萬華,2.6,0.46,-,24.3,31,19,35.05,7.5,27.55,2.76,14.08,85.87
181,臺北市,2014/03/06,陽明,0.7,0.17,403.53,49.9,6,3,2.74,1.13,1.61,-,9.44,99.0
182,臺北市,2014/03/06,士林,1.5,0.37,-,32.5,24,17,20.86,3.66,17.2,2.0,14.17,81.49
183,臺北市,2014/03/05,松山,2.1,0.44,422.3,31.1,28,18,22.56,2.34,20.2,1.91,14.29,77.0
184,臺北市,2014/03/05,古亭,1.8,0.49,-,27.9,36,18,24.66,4.91,19.75,2.27,14.53,82.22
185,臺北市,2014/03/05,中山,1.7,0.65,-,22.5,45,25,38.56,10.25,28.3,1.74,15.17,79.96
186,臺北市,2014/03/05,大同,2.9,1.17,-,-,46,21,69.76,35.6,34.16,-,-,-
187,臺北市,2014/03/05,萬華,2.1,0.5,-,25.1,32,18,29.95,4.83,25.12,2.33,14.75,77.57
188,臺北市,2014/03/05,陽明,1.3,0.23,413.92,47.3,6,6,3.83,1.22,2.61,-,8.43,99.0
189,臺北市,2014/03/05,士林,1.6,0.36,-,37.0,22,17,14.15,1.95,12.2,2.04,14.69,75.82
190,臺北市,2014/03/04,松山,1.7,0.68,434.71,15.1,38,23,39.95,6.41,33.54,1.19,15.93,86.41
191,臺北市,2014/03/04,古亭,2.5,0.73,-,14.1,47,27,41.72,8.88,32.84,1.28,15.99,92.1
192,臺北市,2014/03/04,中山,3.5,0.88,-,13.9,50,31,51.22,17.43,33.79,1.34,16.44,90.69
193,臺北市,2014/03/04,大同,3.1,1.16,-,-,51,26,53.23,20.64,32.59,-,-,-
194,臺北市,2014/03/04,萬華,2.4,0.7,-,15.6,33,23,38.68,7.22,31.46,1.28,16.1,88.39
195,臺北市,2014/03/04,陽明,1.8,0.24,420.92,44.9,9,7,4.5,1.97,2.53,-,12.66,98.56
196,臺北市,2014/03/04,士林,1.8,0.44,-,21.6,-,23,23.77,2.75,21.02,1.43,15.78,87.46
197,臺北市,2014/03/03,松山,1.5,0.5,425.2,27.5,32,21,29.83,4.79,25.04,1.85,14.92,82.89
198,臺北市,2014/03/03,古亭,2.0,0.47,-,28.7,36,16,24.82,4.37,20.45,2.51,15.25,85.31
199,臺北市,2014/03/03,中山,1.4,0.66,-,24.9,48,23,37.39,9.48,27.92,1.84,15.94,83.9
200,臺北市,2014/03/03,大同,3.3,1.26,-,-,47,21,80.55,43.93,36.62,-,-,-
201,臺北市,2014/03/03,萬華,2.1,0.49,-,26.8,28,14,32.08,5.66,26.41,2.7,15.56,81.38
202,臺北市,2014/03/03,陽明,3.1,0.22,419.52,51.4,5,4,2.44,1.26,1.17,-,9.35,99.0
203,臺北市,2014/03/03,士林,1.7,0.33,-,40.3,-,15,13.99,2.67,11.32,2.05,15.79,76.41
204,臺北市,2014/03/02,松山,0.7,0.39,421.97,34.3,22,17,15.83,1.3,14.52,2.13,14.98,83.14
205,臺北市,2014/03/02,古亭,1.7,0.4,-,30.4,25,16,17.12,2.51,14.61,2.61,15.24,87.49
206,臺北市,2014/03/02,中山,2.9,0.51,-,27.6,40,26,25.74,5.12,20.62,2.06,16.16,82.71
207,臺北市,2014/03/02,大同,2.3,0.93,-,-,40,21,58.56,28.1,30.46,-,-,-
208,臺北市,2014/03/02,萬華,1.1,0.39,-,29.3,22,15,21.73,2.98,18.75,2.9,15.67,80.83
209,臺北市,2014/03/02,陽明,0.6,0.25,420.91,45.5,5,3,3.4,1.53,1.87,-,9.28,99.0
210,臺北市,2014/03/02,士林,0.8,0.34,-,34.9,25,21,13.34,2.19,11.15,2.03,15.66,78.81
211,臺北市,2014/03/01,松山,4.9,0.91,453.16,14.5,67,46,55.21,19.08,36.14,1.26,20.24,75.16
212,臺北市,2014/03/01,古亭,3.6,0.68,-,17.6,52,33,34.49,8.52,25.97,1.55,20.47,77.16
213,臺北市,2014/03/01,中山,6.6,1.11,-,12.3,102,57,70.04,29.04,41.0,1.38,20.78,78.04
214,臺北市,2014/03/01,大同,6.3,1.45,-,-,84,56,84.64,40.21,44.42,-,-,-
215,臺北市,2014/03/01,萬華,5.7,0.98,-,13.4,67,45,57.76,20.04,37.72,1.3,20.47,76.76
216,臺北市,2014/03/01,陽明,1.6,0.22,418.57,40.3,16,12,5.29,1.75,3.54,-,15.64,95.05
217,臺北市,2014/03/01,士林,4.8,0.73,-,14.4,91,56,49.07,16.94,32.12,1.31,19.78,78.86
218,新北市,2014/03/31,板橋,3.3,0.74,-,35.6,76,45,-,-,-,1.93,22.01,79.23
219,新北市,2014/03/31,三重,4.0,1.66,-,-,96,53,107.02,58.62,48.4,-,22.3,74.32
220,新北市,2014/03/31,菜寮,3.6,0.67,-,41.3,74,51,28.56,3.6,24.96,2.02,21.92,72.39
221,新北市,2014/03/31,永和,2.2,1.07,-,35.0,68,44,41.89,12.17,29.72,1.5,22.51,78.38
222,新北市,2014/03/31,新莊,5.0,0.77,-,40.4,74,44,31.24,3.6,27.63,2.61,21.79,73.99
223,新北市,2014/03/31,新店,3.1,0.55,-,44.6,69,40,20.39,2.14,18.25,1.48,23.1,72.79
224,新北市,2014/03/31,淡水,2.4,0.46,-,50.4,71,44,14.06,1.48,12.59,-,-,-
225,新北市,2014/03/31,汐止,3.1,0.52,-,31.2,71,44,28.92,4.4,24.52,1.23,20.51,85.46
226,新北市,2014/03/31,土城,4.2,0.63,-,42.3,76,43,24.66,2.73,21.94,1.56,21.79,74.6
227,新北市,2014/03/31,林口,-,-,-,-,-,-,-,-,-,-,-,-
228,新北市,2014/03/31,萬里,2.4,0.4,-,53.7,79,36,11.19,1.74,9.45,1.82,20.31,83.04
229,新北市,2014/03/30,板橋,4.5,0.54,-,46.5,86,48,19.17,2.27,16.9,2.99,23.15,66.27
230,新北市,2014/03/30,三重,4.2,1.29,-,-,104,53,76.57,37.44,39.13,-,23.52,60.04
231,新北市,2014/03/30,菜寮,4.7,0.49,-,50.9,87,55,14.57,2.13,12.44,3.32,23.09,58.28
