序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
347,高雄市,2017/01/04,復興,6.4,0.92,-,30,98,56,40.6,7.41,33.2,2.465,0.435,2.03,0.89,0.76,22.92,-,-,77.04,-
348,高雄市,2017/01/04,小港,7.3,0.66,-,25,112,60,45.06,8.04,37.02,2.341,0.334,2.007,1.68,1.29,22.75,0,0,77.91,0
349,高雄市,2017/01/04,鳳山,4.6,0.72,-,21.8,118,50,31.6,3.29,28.3,2.463,0.369,2.095,1.08,0.7,23.1,0,0,74.24,0
350,高雄市,2017/01/04,林園,7.7,0.43,-,34.4,62,29,24.26,2.42,21.85,2.337,0.068,2.269,1.87,1.6,22.96,-,-,79.59,-
351,高雄市,2017/01/04,大寮,6.2,0.58,-,27,100,45,33.7,5.54,28.16,2.479,0.325,2.154,1.33,1.07,22.27,-,-,78.32,-
352,高雄市,2017/01/04,仁武,5.3,0.5,-,29.8,101,51,27.72,8.03,19.69,2.405,0.316,2.089,1.48,1.19,22.14,-,-,77.89,-
353,高雄市,2017/01/04,橋頭,4.1,0.52,-,27.5,104,52,28.52,6.29,22.24,-,-,-,1.71,1.29,21.51,0,0,77.34,0
354,高雄市,2017/01/04,美濃,2.2,0.39,-,35.1,75,43,12.07,1.61,10.46,-,-,-,0.89,0.7,22.13,-,-,77.28,-
355,高雄市,2017/01/03,左營,3.2,0.55,-,33.7,105,56,24.27,2.47,21.78,2.315,0.197,2.118,1.65,1.41,21.86,-,-,82.87,-
356,高雄市,2017/01/03,楠梓,3.2,0.58,-,24.4,114,63,37.01,10.06,26.95,2.268,0.25,2.019,1.58,1.18,21.37,-,-,78.97,-
357,高雄市,2017/01/03,前金,2.6,0.59,-,32.9,91,57,24.07,2.37,21.68,2.188,0.2,1.988,1.8,1.27,22.03,-,-,79.45,-
358,高雄市,2017/01/03,前鎮,4.7,0.76,-,28.3,104,63,35.57,5.34,30.23,2.359,0.275,2.085,1.46,1.04,22.19,-,-,76.99,-
359,高雄市,2017/01/03,復興,4.7,0.94,-,27.5,96,60,41.18,9.13,32.05,2.425,0.396,2.029,0.97,0.79,22.43,-,-,78.96,-
360,高雄市,2017/01/03,小港,5.4,0.63,-,26.3,108,62,43.42,9.47,33.96,2.304,0.302,2.002,1.65,1.22,22.41,0,0,79.62,0
361,高雄市,2017/01/03,鳳山,5,0.81,-,21.5,128,57,37.04,7.5,29.54,2.457,0.377,2.08,1.17,0.84,22.62,0,0,77.82,0
362,高雄市,2017/01/03,林園,7.2,0.44,-,33.4,60,31,25.02,3.33,21.69,2.269,0.067,2.203,1.69,1.53,22.61,-,-,80.96,-
363,高雄市,2017/01/03,大寮,7.5,0.61,-,22.8,99,48,34.08,6.09,28,2.439,0.273,2.167,1.45,1.34,21.78,-,-,80.66,-
364,高雄市,2017/01/03,仁武,3.9,0.53,-,29,116,49,29.3,9.75,19.56,2.742,0.589,2.153,1.35,1.1,21.53,-,-,80.05,-
365,高雄市,2017/01/03,橋頭,3.5,0.5,-,25.6,100,58,28.09,5.23,22.86,-,-,-,1.64,1.33,20.5,0,0,82.19,0
366,高雄市,2017/01/03,美濃,3,0.43,-,31.5,75,42,15.36,3.41,11.94,-,-,-,0.98,0.74,21.3,-,-,78.69,-
367,高雄市,2017/01/02,左營,2.1,0.49,-,36.8,115,64,18.17,1.19,16.98,2.226,0.141,2.085,2.08,1.56,21.4,-,-,82.19,-
368,高雄市,2017/01/02,楠梓,1.9,0.43,-,32.7,115,63,18.66,1.74,16.92,2.081,0.113,1.968,1.97,1.17,21.29,-,-,80.45,-
369,高雄市,2017/01/02,前金,2.5,0.52,-,36.6,102,60,18.47,0.83,17.61,2.118,0.144,1.973,2.47,1.42,21.67,-,-,80.81,-
370,高雄市,2017/01/02,前鎮,2.8,0.71,-,30.2,110,67,26.8,2.33,24.47,2.283,0.221,2.063,1.73,0.94,22.06,-,-,77.04,-
371,高雄市,2017/01/02,復興,2.9,0.85,-,30.6,101,64,30.58,5.04,25.55,2.326,0.319,2.008,1.23,0.76,22.27,-,-,79.11,-
372,高雄市,2017/01/02,小港,4.4,0.63,-,28.5,110,68,32.78,3.48,29.31,2.271,0.273,1.998,1.59,0.83,22.45,0,0,79.45,0
373,高雄市,2017/01/02,鳳山,4,0.59,-,26.4,134,61,26.32,2.57,23.76,2.287,0.258,2.029,1.4,0.62,22.28,0,0,81.02,0
374,高雄市,2017/01/02,林園,5.7,0.5,-,35.9,65,36,24.36,2.42,21.94,2.295,0.111,2.184,2.12,1.8,22.94,-,-,79.33,-
375,高雄市,2017/01/02,仁武,3.5,0.44,-,32.6,123,44,15.47,2.82,12.65,2.287,0.233,2.054,1.87,1.35,21.28,-,-,81.93,-
376,高雄市,2017/01/02,橋頭,2.3,0.43,-,34.1,105,64,17.33,2.08,15.25,-,-,-,2.13,1.16,20.8,0,0,81.31,0
377,高雄市,2017/01/02,美濃,1.7,0.45,-,28.1,71,45,12.62,2.4,10.22,-,-,-,0.97,0.71,21.41,-,-,80.43,-
378,高雄市,2017/01/01,左營,3.9,0.68,-,37.8,96,39,24.36,4.38,19.94,2.387,0.24,2.147,1.66,1.35,21.82,-,-,81.08,-
379,高雄市,2017/01/01,楠梓,3.3,0.61,-,31.9,110,50,29.24,8.43,20.8,2.264,0.205,2.058,1.5,1.17,21.46,-,-,77.78,-
380,高雄市,2017/01/01,前金,3.5,0.6,-,37.8,77,40,21.14,3.32,17.82,2.212,0.211,2.001,1.57,1.1,22.07,-,-,78.01,-
381,高雄市,2017/01/01,前鎮,4.5,0.78,-,35.3,90,48,33.5,8.51,24.99,2.362,0.264,2.098,1.5,1.04,22.17,-,-,76.38,-
382,高雄市,2017/01/01,復興,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
383,高雄市,2017/01/01,小港,5,0.59,-,38.8,85,51,27.46,5.15,22.31,2.221,0.216,2.005,1.78,1.46,22.29,0,0,79.26,0
384,高雄市,2017/01/01,鳳山,3.6,0.75,-,35.2,109,50,26.03,4.57,21.46,2.353,0.279,2.074,1.22,0.99,22.47,0,0,77.61,0
385,高雄市,2017/01/01,林園,5.5,0.43,-,46.2,50,29,17.17,1.56,15.61,2.207,0.049,2.158,2.05,1.88,22.49,-,-,80.35,-
386,高雄市,2017/01/01,大寮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
387,高雄市,2017/01/01,仁武,3.4,0.54,-,36.9,111,39,19.85,5.83,14.01,2.332,0.23,2.102,1.32,1.09,21.54,-,-,79.4,-
388,高雄市,2017/01/01,橋頭,2.8,0.58,-,31.5,93,51,25.51,8.39,17.12,-,-,-,1.66,1.32,20.52,0,0,79.96,0
389,高雄市,2017/01/01,美濃,2,0.53,-,38.2,81,49,13.27,1.74,11.53,-,-,-,1.07,0.82,21.43,-,-,76.87,-
390,基隆市,2017/01/10,基隆,1.2,0.47,-,41.4,42,32,9.84,1.8,8.03,2.037,0.098,1.939,1.67,1.51,18.1,-,-,71.54,-
391,基隆市,2017/01/09,基隆,0.8,0.51,-,39.3,33,22,7.39,1.16,6.22,2.06,0.1,1.961,1.76,1.47,17.16,-,-,75.97,-
392,基隆市,2017/01/08,基隆,3.3,0.51,-,23.3,21,15,17.43,2.36,15.07,2.1,0.142,1.958,0.83,0.51,19.08,-,-,93.61,-
393,基隆市,2017/01/07,基隆,2.5,0.41,-,25.1,20,13,21.27,4.3,16.97,2.08,0.152,1.928,1.13,0.79,21.71,-,-,90.88,-
394,基隆市,2017/01/06,基隆,5.1,0.51,-,20.3,34,26,29.99,8.35,21.65,2.194,0.207,1.987,1.13,0.72,20.97,-,-,91.29,-
395,基隆市,2017/01/05,基隆,2.5,0.53,-,24.1,41,26,26,7.77,18.23,2.219,0.214,2.005,0.89,0.63,20.85,-,-,90.82,-
396,基隆市,2017/01/04,基隆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
397,基隆市,2017/01/03,基隆,1.2,0.29,-,29,17,10,12.56,2.18,10.38,1.971,0.095,1.875,1.08,0.84,19.92,-,-,93.15,-
398,基隆市,2017/01/02,基隆,4.1,0.41,-,21.4,26,16,20.65,3.82,16.82,2.101,0.166,1.935,1.19,0.84,19.8,-,-,88.31,-
399,基隆市,2017/01/01,基隆,0.8,0.24,-,36.5,14,7,6.67,1.13,5.53,1.901,0.068,1.833,1.79,1.44,21.42,-,-,77.37,-
400,新竹市,2017/01/10,新竹,3.7,0.55,-,32.7,55,31,21.75,2.34,19.42,2.066,0.174,1.892,2.68,2.14,18.6,-,-,64.59,-
401,新竹市,2017/01/09,新竹,3.2,0.6,-,30.1,48,23,18.59,2.63,15.97,2.063,0.144,1.919,3.67,2.85,18.08,-,-,68.76,-
402,新竹市,2017/01/08,新竹,2.7,0.54,-,17.4,42,21,22.26,5.43,16.83,2.153,0.202,1.951,2.24,1.68,20.5,-,-,76.4,-
403,新竹市,2017/01/07,新竹,2.2,0.52,-,21.5,56,28,20.73,3.85,16.88,2.091,0.168,1.923,1.11,0.78,20.7,-,-,84.68,-
404,新竹市,2017/01/06,新竹,3,0.45,-,30,70,37,20.69,2.78,17.91,2.037,0.157,1.88,1.51,1.11,20.7,-,-,83.21,-
405,新竹市,2017/01/05,新竹,2.6,0.65,-,18.2,80,47,32.75,8.68,24.07,2.218,0.24,1.978,1.18,0.95,20.6,-,-,82.6,-
406,新竹市,2017/01/04,新竹,2.7,0.7,-,16.9,57,27,37.51,12.15,25.36,2.279,0.288,1.991,1.09,0.87,21.31,-,-,79.66,-
407,新竹市,2017/01/03,新竹,2.8,0.32,-,24,49,18,18.98,1.43,17.55,2.007,0.143,1.864,2.4,1.91,20.67,-,-,78.09,-
408,新竹市,2017/01/02,新竹,2.3,0.37,-,24.2,69,33,18.88,2.59,16.29,2.035,0.152,1.883,1.72,1.23,20.55,-,-,79.93,-
409,新竹市,2017/01/01,新竹,1.9,0.4,-,21.3,41,18,21.32,5.7,15.62,2.125,0.172,1.953,1.17,0.68,20.19,-,-,77.32,-
410,嘉義市,2017/01/10,嘉義,6.3,0.7,-,27.4,81,47,25.14,4.23,20.91,2.151,0.229,1.922,2.12,1.04,19.52,-,-,66.31,-
411,嘉義市,2017/01/09,嘉義,6.3,0.75,-,19.1,71,37,28.43,6.75,21.68,2.187,0.24,1.947,2.06,1.17,20.42,-,-,69.18,-
412,嘉義市,2017/01/08,嘉義,4.8,0.68,-,21.4,71,44,21.31,4.45,16.86,2.166,0.235,1.931,1.92,1.11,22.57,-,-,69.92,-
413,嘉義市,2017/01/07,嘉義,3.9,0.65,-,24.3,108,61,22.33,4.07,18.26,2.158,0.235,1.922,1.68,1.02,21.99,-,-,75.89,-
414,嘉義市,2017/01/06,嘉義,3.6,0.6,-,21.9,108,74,24.83,5.64,19.2,2.152,0.251,1.901,1.91,0.97,20.57,-,-,79.3,-
415,嘉義市,2017/01/05,嘉義,2.9,0.46,-,27.5,84,49,15.75,2.45,13.3,2.014,0.17,1.844,1.7,1.06,21.62,-,-,74.94,-
416,嘉義市,2017/01/04,嘉義,5.3,0.58,-,26.2,87,49,24.95,7.16,17.79,2.17,0.257,1.913,1.54,1.06,21.62,-,-,75.82,-
417,嘉義市,2017/01/03,嘉義,5.3,0.62,-,20.8,93,55,25.66,6.68,18.99,2.142,0.218,1.923,1.52,1.03,20.91,-,-,78.04,-
418,嘉義市,2017/01/02,嘉義,5.3,0.55,-,26,102,61,17.25,3.33,13.92,2.024,0.154,1.87,1.61,1.03,20.86,-,-,77.91,-
419,嘉義市,2017/01/01,嘉義,3.4,0.57,-,28,75,43,19.17,2.76,16.48,2.078,0.163,1.915,1.34,0.88,20.33,-,-,77.75,-
420,宜蘭縣,2017/01/10,宜蘭,1.6,0.49,432.45,31.3,59,27,8.93,1.36,7.57,-,-,-,0.92,0.52,17.7,-,-,79.36,-
421,宜蘭縣,2017/01/10,冬山,1.6,0.43,-,30.4,55,25,9.64,1.36,8.28,-,-,-,1.37,1.24,17.19,0,0,77.38,0
422,宜蘭縣,2017/01/09,宜蘭,3.3,0.5,433.99,34.5,48,19,7.84,1.33,6.49,-,-,-,1.33,0.76,17.22,-,-,86.43,-
423,宜蘭縣,2017/01/09,冬山,1.4,0.51,-,30.1,54,19,15.07,2.71,12.36,-,-,-,1.71,1.04,17.05,0.5,3.38,80.76,489.38
424,宜蘭縣,2017/01/08,宜蘭,1.6,0.46,439.13,25,35,13,10.16,2.01,8.15,-,-,-,1.76,1.43,21.07,-,-,85.75,-
425,宜蘭縣,2017/01/08,冬山,0.9,0.45,-,23.3,41,12,17.67,5.28,12.4,-,-,-,1.62,1.15,20.29,0.67,3.68,85.95,159.46
426,宜蘭縣,2017/01/07,宜蘭,3.5,0.32,422.78,26.8,36,12,10.16,2.35,7.81,-,-,-,1.13,0.71,23.29,-,-,87.14,-
427,宜蘭縣,2017/01/07,冬山,1.8,0.3,-,20,39,14,15.68,4.92,10.76,-,-,-,1.21,0.8,22.56,0,0,81.81,0
428,宜蘭縣,2017/01/06,宜蘭,2.6,0.42,434.33,24.5,49,21,11.94,2.21,9.72,-,-,-,1.08,0.72,22.05,-,-,89.56,-
429,宜蘭縣,2017/01/06,冬山,2.5,0.41,-,19.3,61,26,20.81,6.2,14.61,-,-,-,0.97,0.72,21.62,0,0,86.19,0
430,宜蘭縣,2017/01/05,宜蘭,2.7,0.37,433.79,21.8,38,11,13.66,2.61,11.04,-,-,-,1.16,0.78,22.56,-,-,84.92,-
431,宜蘭縣,2017/01/05,冬山,2.2,0.29,-,17.5,35,13,17.03,6.3,10.73,-,-,-,1.15,0.8,21.79,0,0,82.57,0
432,宜蘭縣,2017/01/04,宜蘭,1.8,0.33,429.06,25.9,26,8,10.08,1.03,9.08,-,-,-,1.31,0.8,22.13,-,-,88.86,-
433,宜蘭縣,2017/01/04,冬山,13.7,0.25,-,19.9,22,5,14.95,4.41,10.55,-,-,-,1.49,1.25,21.48,0,0,86.61,0
434,宜蘭縣,2017/01/03,宜蘭,1.4,0.31,429.15,29.8,33,12,8.5,0.72,7.78,-,-,-,1.27,0.83,20.88,-,-,93.4,-
435,宜蘭縣,2017/01/03,冬山,1.5,0.26,-,23.3,28,11,13.82,2.89,10.94,-,-,-,1.32,0.96,20.43,3.63,4.62,91.03,25.14
436,宜蘭縣,2017/01/02,宜蘭,2.5,0.33,430.69,27.4,35,12,10.2,2.04,8.15,-,-,-,1.1,0.77,21.7,-,-,79.84,-
437,宜蘭縣,2017/01/02,冬山,1.7,0.28,-,25.1,39,12,16.1,4.94,11.16,-,-,-,1.42,1.07,20.58,0,0,79.93,0
438,宜蘭縣,2017/01/01,宜蘭,1.4,0.28,421.55,30.5,29,9,8.57,1.39,7.18,-,-,-,1.25,0.98,20.8,-,-,87.97,-
439,宜蘭縣,2017/01/01,冬山,0.8,0.2,-,24.5,26,6,9.35,2.55,6.8,-,-,-,1.42,1.14,20.29,1.33,4.81,83.56,45.75
440,桃園市,2017/01/10,桃園,4.6,0.58,-,35.9,55,34,18.96,2.9,16.06,2.094,0.123,1.971,2.44,2.05,18.38,-,-,67.13,-
441,桃園市,2017/01/10,中壢,3.8,0.97,-,29.1,55,30,39.75,13.43,26.33,2.334,0.314,2.02,1.49,0.27,18.6,-,-,65.9,-
442,桃園市,2017/01/10,大園,4.8,0.44,-,34,60,32,24.66,4.86,19.8,-,-,-,5.2,4.78,17.99,-,-,65.79,-
443,桃園市,2017/01/10,龍潭,1.9,0.5,-,36.1,49,30,14.75,2.17,12.58,-,-,-,3.99,3.8,16.76,-,-,69.23,-
444,桃園市,2017/01/10,平鎮,2.9,0.56,-,35.6,53,28,19.84,2.35,17.5,-,-,-,3.44,2.98,18.24,-,-,68.27,-
445,桃園市,2017/01/10,觀音,4.6,0.43,-,36.5,64,34,16.13,1.63,14.5,-,-,-,5.32,5.1,18.55,0,0,69.53,0
446,桃園市,2017/01/09,桃園,3.7,0.62,-,32.4,39,19,18.24,2.18,16.06,2.148,0.134,2.014,2.29,1.93,17.64,-,-,71.29,-
447,桃園市,2017/01/09,中壢,3.7,1.01,-,25.8,45,21,37.85,14,23.84,-,-,-,1.61,0.31,17.43,-,-,70.81,-
448,桃園市,2017/01/09,大園,3.8,0.52,-,33.1,57,21,21.94,4.02,17.92,-,-,-,6.05,5.57,17.27,-,-,69.96,-
449,桃園市,2017/01/09,龍潭,3.8,0.52,-,33.8,45,22,13.62,2.55,11.07,-,-,-,5.5,5.29,16.03,-,-,74.45,-
450,桃園市,2017/01/09,平鎮,3.7,0.61,-,33.3,42,20,16.06,1.07,14.98,-,-,-,3.54,3.16,17.61,-,-,72.53,-
451,桃園市,2017/01/09,觀音,5.4,0.51,-,35.2,49,25,13.93,0.94,12.97,-,-,-,6.21,5.76,17.72,0,0,72.72,0
452,桃園市,2017/01/08,桃園,3.8,0.68,-,18.1,38,18,25.87,6.85,19.02,2.258,0.2,2.058,1.36,0.93,20.24,-,-,80.99,-
453,桃園市,2017/01/08,中壢,3.2,0.9,-,14.1,34,15,41.95,15.68,26.27,2.388,0.293,2.095,1.08,0.28,20.27,-,-,77.77,-
454,桃園市,2017/01/08,大園,2.8,0.45,-,24.7,39,17,18.68,3.05,15.63,-,-,-,4.79,3.93,20.04,-,-,82.62,-
455,桃園市,2017/01/08,龍潭,3.4,0.5,-,21.4,35,19,18.55,3.68,14.86,-,-,-,2.92,2.43,19.07,-,-,78.67,-
456,桃園市,2017/01/08,平鎮,2.2,0.53,-,20.1,37,14,21.51,3.01,18.49,-,-,-,2.55,1.85,20.14,-,-,81.16,-
457,桃園市,2017/01/08,觀音,3.2,0.48,-,24.8,45,22,14.36,1.15,13.19,-,-,-,3.91,3.58,19.99,0,0,83.68,0
458,桃園市,2017/01/07,桃園,5.4,0.62,-,17.6,52,28,30.22,5.62,24.6,2.284,0.243,2.041,0.93,0.61,21.9,-,-,82.22,-
459,桃園市,2017/01/07,中壢,3.4,1.37,-,14.2,63,31,61.54,32.45,29.09,2.54,0.483,2.057,0.91,0.44,21.37,-,-,82.29,-
460,桃園市,2017/01/07,大園,5,0.38,-,24.2,57,20,23.66,6.96,16.7,-,-,-,1.97,1.58,21.07,-,-,92.99,-
461,桃園市,2017/01/07,龍潭,2.2,0.51,-,18.8,60,28,20.74,5.31,15.42,-,-,-,1.68,1.46,20.27,-,-,82.38,-
462,桃園市,2017/01/07,平鎮,3.2,0.51,-,19.6,54,23,26.62,5.52,21.11,-,-,-,1.31,1.12,21.43,-,-,85.3,-
463,桃園市,2017/01/07,觀音,3.3,0.34,-,26.1,51,22,13.94,1.95,11.97,-,-,-,1.48,1.08,20.72,0,0,90.81,0
464,桃園市,2017/01/06,桃園,3.7,0.61,-,22.7,64,35,29.48,5.75,23.73,2.206,0.216,1.99,1.05,0.57,21.54,-,-,82.53,-
465,桃園市,2017/01/06,中壢,3.4,0.95,-,17.4,71,34,48.51,16.97,31.54,2.381,0.352,2.03,0.96,0.26,20.6,-,-,85.29,-
466,桃園市,2017/01/06,大園,3.5,0.31,-,32,62,28,21.25,4.26,16.99,-,-,-,4.08,2.98,20.36,-,-,94.02,-
467,桃園市,2017/01/06,龍潭,4.1,0.58,-,21.1,74,42,27.68,4.29,23.39,-,-,-,1.61,1.05,19.77,-,-,85.28,-
468,桃園市,2017/01/06,平鎮,4.6,0.45,-,26.3,67,34,24.64,3.52,21.12,-,-,-,1.93,1.08,20.5,-,-,88.77,-
469,桃園市,2017/01/06,觀音,3.2,0.27,-,37.4,57,26,10.84,1.3,9.53,-,-,-,3.03,2.68,20.42,0,0,91.14,0
470,桃園市,2017/01/05,桃園,7.4,0.76,-,15.1,68,42,44.4,13.38,31.01,2.437,0.345,2.091,0.8,0.48,21.55,-,-,79.22,-
471,桃園市,2017/01/05,中壢,3.7,1.31,-,12.8,75,39,68.46,34.64,33.82,2.654,0.593,2.06,0.93,0.45,21.1,-,-,78.64,-
472,桃園市,2017/01/05,大園,5.2,0.46,-,25.1,75,43,29,6.64,22.36,-,-,-,2.14,1.83,20.78,-,-,84.19,-
473,桃園市,2017/01/05,龍潭,2.8,0.46,-,24.3,57,36,20.58,4.75,15.84,-,-,-,1.37,1.3,19.9,-,-,79.63,-
474,桃園市,2017/01/05,平鎮,3.1,0.52,-,18.6,69,37,32.59,7.76,24.83,-,-,-,1.33,1.06,21.24,-,-,81.29,-
475,桃園市,2017/01/05,觀音,2.7,0.4,-,26.2,66,40,24.2,5,19.2,-,-,-,1.9,1.67,20.84,0,0,86.31,0
476,桃園市,2017/01/04,桃園,4.1,0.44,-,23.8,25,11,22.94,5.4,17.54,2.067,0.157,1.911,1.73,1.45,23,-,-,74.61,-
477,桃園市,2017/01/04,中壢,3.8,1.24,-,18,40,11,56.54,25.83,30.71,2.504,0.496,2.008,1.07,0.41,22.76,-,-,74.95,-
478,桃園市,2017/01/04,大園,3.5,0.23,-,30,37,13,21.82,5.4,16.42,-,-,-,4.84,4.59,22.34,-,-,77.93,-
479,桃園市,2017/01/04,龍潭,2.9,0.5,-,22,37,17,27.39,7.82,19.58,-,-,-,1.68,1.53,20.93,-,-,78.83,-
480,桃園市,2017/01/04,平鎮,3.7,0.42,-,27.3,34,14,23.08,3.21,19.86,-,-,-,2.21,1.9,22.73,-,-,77.56,-
481,桃園市,2017/01/04,觀音,5.1,0.32,-,31.6,43,18,15.85,2.83,12.99,-,-,-,4.34,4.26,21.63,0,0,85.31,0
482,桃園市,2017/01/03,桃園,4.3,0.41,-,26,25,12,21.14,3.12,18.02,1.997,0.12,1.877,1.79,1.44,20.83,-,-,83.91,-
483,桃園市,2017/01/03,中壢,4.1,0.67,-,21.9,39,12,37.35,12.83,24.52,2.233,0.266,1.967,1.59,0.41,20.75,-,-,81.45,-
484,桃園市,2017/01/03,大園,4.7,0.19,-,31.5,40,15,20.47,3.38,17.07,-,-,-,6.26,5.53,20.51,-,-,-,-
485,桃園市,2017/01/03,龍潭,2.4,0.27,-,31.4,32,12,12.92,2.04,10.88,-,-,-,5.19,4.96,19.59,-,-,83.09,-
486,桃園市,2017/01/03,平鎮,3.9,0.36,-,27.6,30,10,20.01,2.65,17.37,-,-,-,3.62,3.25,20.86,-,-,83.79,-
487,桃園市,2017/01/03,觀音,4.4,0.35,-,36.9,45,17,10.08,1.13,8.94,-,-,-,6.42,6.29,20.91,0,0,85.12,0
488,桃園市,2017/01/02,桃園,3.2,0.5,-,24,42,21,23.6,4.87,18.73,2.148,0.161,1.987,1.07,0.62,20.76,-,-,79.65,-
489,桃園市,2017/01/02,中壢,2.9,0.87,-,17.9,51,21,43.6,17.29,26.31,2.332,0.33,2.002,1.05,0.43,20.21,-,-,82.6,-
490,桃園市,2017/01/02,大園,4.4,0.27,-,24.4,51,24,20.67,3.24,17.43,-,-,-,3.47,2.63,20.11,-,-,86.38,-
491,桃園市,2017/01/02,龍潭,2.6,0.43,-,26,49,25,18.28,2.78,15.49,-,-,-,2.17,1.62,19.26,-,-,81.38,-
492,桃園市,2017/01/02,平鎮,3,0.39,-,23.9,48,20,20.39,2.63,17.76,-,-,-,1.93,1.43,20.29,-,-,85.67,-
493,桃園市,2017/01/02,觀音,4.7,0.35,-,27.4,57,25,14.59,1.41,13.18,-,-,-,3.03,2.31,20.19,0,0,90.37,0
494,桃園市,2017/01/01,桃園,2.1,0.37,-,31.9,21,9,14.75,3.54,11.21,1.997,0.095,1.902,2.21,2.05,22.46,-,-,67.61,-
495,桃園市,2017/01/01,中壢,3.1,1.03,-,23.2,32,11,46.52,22.9,23.61,2.346,0.349,1.997,1.08,0.63,22.01,-,-,69.36,-
496,桃園市,2017/01/01,大園,2.4,0.28,-,31,32,12,18.2,3.26,14.93,-,-,-,3.77,3.11,21.92,-,-,67.04,-
497,桃園市,2017/01/01,龍潭,2.5,0.53,-,26.9,37,18,23.4,8.63,14.76,-,-,-,1.62,1.26,20.29,-,-,73.26,-
498,桃園市,2017/01/01,平鎮,3.7,0.42,-,31,34,13,19.32,4.61,14.7,-,-,-,2.16,1.78,21.95,-,-,72.43,-
499,桃園市,2017/01/01,觀音,2.7,0.23,-,32.5,28,13,11.01,1.01,9.99,-,-,-,3.16,2.63,21.05,0,0,79.53,0
500,新竹縣,2017/01/10,竹東,1.8,0.5,-,29,43,26,12.62,2.14,10.47,-,-,-,1.46,0.98,17.76,-,-,69.51,-
501,新竹縣,2017/01/10,湖口,3.3,0.47,-,41,52,30,13.6,2.33,11.27,-,-,-,4.63,4.52,18.53,-,-,68.52,-
502,新竹縣,2017/01/09,竹東,2.1,0.48,-,34.3,37,20,9.65,1.43,8.22,-,-,-,2.68,2.06,17.7,-,-,71.08,-
503,新竹縣,2017/01/09,湖口,2.5,0.54,-,38,44,19,10.58,1.49,9.1,-,-,-,6.01,5.73,17.98,-,-,71.37,-
504,新竹縣,2017/01/08,竹東,-,-,-,-,35,-,-,-,-,-,-,-,2.11,-,-,-,-,-,-
505,新竹縣,2017/01/08,湖口,3.4,0.46,-,25,39,16,14.31,1.49,12.82,-,-,-,3.62,3.42,20.55,-,-,79.1,-
506,新竹縣,2017/01/07,竹東,1.8,0.41,-,18.4,56,32,14.46,2.74,11.71,-,-,-,1.34,1.13,20.58,-,-,86,-
507,新竹縣,2017/01/07,湖口,2.8,0.38,-,26.3,58,23,15.66,2.06,13.6,-,-,-,1.53,1.26,20.82,-,-,87.07,-
508,新竹縣,2017/01/06,竹東,2.8,0.43,-,19.9,69,40,17.96,2.71,15.24,-,-,-,1.37,1,20.78,-,-,83.56,-
509,新竹縣,2017/01/06,湖口,3.6,0.34,-,37.8,66,27,12.71,2.78,9.93,-,-,-,2.74,2.46,20.65,-,-,87.06,-
510,新竹縣,2017/01/05,竹東,1.7,0.44,-,19.7,64,40,17.69,5.78,11.91,-,-,-,1.16,0.89,20.34,-,-,82.41,-
511,新竹縣,2017/01/05,湖口,4.4,0.44,-,26.4,79,38,26.69,7.49,19.18,-,-,-,1.71,1.43,20.63,-,-,85.52,-
512,新竹縣,2017/01/04,竹東,1.8,0.37,-,18.1,35,21,15.81,2.43,13.38,-,-,-,1.41,1.18,20.78,-,-,80.4,-
513,新竹縣,2017/01/04,湖口,3.2,0.37,-,30.7,46,20,21.97,6.96,15.01,-,-,-,2.56,2.29,21.92,-,-,81.95,-
514,新竹縣,2017/01/03,竹東,1.9,0.3,-,20.6,20,11,13.46,3.19,10.26,-,-,-,1.99,1.56,19.53,-,-,79.52,-
515,新竹縣,2017/01/03,湖口,3.5,0.23,-,35.8,34,15,11.19,1.35,9.87,-,-,-,5.1,4.96,21.06,-,-,82.18,-
516,新竹縣,2017/01/02,竹東,1.9,0.34,-,25.4,43,25,13.34,2.54,10.8,-,-,-,1.54,1.06,20.04,-,-,78.09,-
517,新竹縣,2017/01/02,湖口,3.4,0.32,-,24.9,75,31,19.16,1.15,18.13,-,-,-,2.54,2.28,20.5,-,-,86.02,-
518,新竹縣,2017/01/01,竹東,2.2,0.41,-,20.5,34,20,14.77,2.54,12.22,-,-,-,1.3,1.08,20.06,-,-,75.51,-
519,新竹縣,2017/01/01,湖口,2.8,0.31,-,30.4,33,14,16.69,5.04,11.65,-,-,-,2.27,1.85,21.27,-,-,78.04,-
