序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
1432,新北市,2018/02/04,土城,1.9,0.39,-,25.7,17,9,17.75,0.98,16.76,2.047,0.112,1.935,0.9,0.43,9.58,-,-,91.71,-
1433,新北市,2018/02/04,林口,1.7,0.22,-,41.0,15,6,4.07,0.77,3.3,-,-,-,3.76,3.63,6.76,-,-,96.09,-
1434,新北市,2018/02/04,富貴角,0.4,0.17,-,3.0,49,14,4.28,1.1,3.18,2.066,0.151,1.915,11.36,11.35,9.8,-,-,83.01,-
1435,新北市,2018/02/04,萬里,1.5,0.19,-,44.4,45,9,2.32,0.83,1.46,-,-,-,9.64,9.1,10.17,1.05,4.67,78.2,167.95
1436,新北市,2018/02/03,板橋,1.9,0.65,-,24.8,38,28,26.59,3.56,23.04,2.158,0.178,1.98,1.35,1.15,10.67,1.3,3.63,80.88,69.45
1437,新北市,2018/02/03,三重,2.5,1.29,-,-,50,21,108.82,70.14,38.68,2.303,0.359,1.944,-,-,10.96,-,-,81.31,-
1438,新北市,2018/02/03,菜寮,3.0,0.59,-,25.6,37,22,23.24,2.78,20.45,-,-,-,1.55,1.03,10.33,-,-,78.32,-
1439,新北市,2018/02/03,永和,1.9,0.62,-,28.4,39,27,29.57,8.05,21.52,2.169,0.22,1.949,1.39,1.15,9.63,-,-,86.32,-
1440,新北市,2018/02/03,新莊,1.9,0.52,-,27.3,46,26,25.18,4.11,21.07,-,-,-,2.54,2.4,10.08,-,-,79.95,-
1441,新北市,2018/02/03,新店,2.5,0.5,-,34.7,38,28,18.02,2.07,15.96,-,-,-,0.87,0.6,10.5,-,-,88.45,-
1442,新北市,2018/02/03,淡水,2.1,0.42,-,32.3,54,29,8.67,1.53,7.14,-,-,-,2.12,-,9.29,-,-,87.63,-
1443,新北市,2018/02/03,汐止,2.1,0.47,-,40.3,39,28,13.02,1.74,11.27,-,-,-,1.97,1.64,10.53,-,-,90.3,-
1444,新北市,2018/02/03,土城,2.6,0.61,-,26.7,42,29,23.21,1.46,21.73,2.065,0.111,1.954,0.87,0.46,10.57,-,-,90.37,-
1445,新北市,2018/02/03,林口,1.5,0.41,-,40.6,56,29,9.94,1.56,8.38,-,-,-,4.46,4.27,7.59,-,-,95.5,-
1446,新北市,2018/02/03,富貴角,0.5,0.41,-,5.1,86,46,5.65,1.14,4.52,2.187,0.197,1.99,12.26,12.11,10.52,-,-,81.12,-
1447,新北市,2018/02/03,萬里,2.9,0.38,-,47.2,73,29,5.31,1.3,4.01,-,-,-,10.67,10.2,10.81,0.98,4.02,78.9,340.18
1448,新北市,2018/02/02,板橋,1.7,0.58,-,27.1,26,17,25.75,3.51,22.24,2.085,0.178,1.906,1.6,1.22,13.16,0.94,3.66,82.96,108.34
1449,新北市,2018/02/02,三重,2.6,1.46,-,-,40,11,122.73,81.68,41.05,2.354,0.439,1.914,-,-,13.68,-,-,83.32,-
1450,新北市,2018/02/02,菜寮,1.5,0.51,-,26.2,26,13,24.34,3.48,20.84,-,-,-,1.53,1.1,12.83,-,-,82.64,-
1451,新北市,2018/02/02,永和,2.0,0.59,-,27.4,22,14,32.05,9.26,22.8,2.094,0.181,1.912,1.43,1.17,12.6,-,-,87.79,-
1452,新北市,2018/02/02,新莊,1.8,0.42,-,31.1,26,12,24.08,4.43,19.63,-,-,-,3.01,2.64,12.86,-,-,80.81,-
1453,新北市,2018/02/02,新店,1.8,0.46,-,32.0,20,14,21.2,3.06,18.13,-,-,-,0.95,0.63,12.93,-,-,90.36,-
1454,新北市,2018/02/02,淡水,0.7,0.29,-,33.6,30,14,7.02,0.87,6.13,-,-,-,2.17,-,11.97,-,-,87.46,-
1455,新北市,2018/02/02,汐止,2.0,0.38,-,35.5,21,16,19.46,3.04,16.42,-,-,-,1.85,1.63,12.92,-,-,94.42,-
1456,新北市,2018/02/02,土城,2.3,0.51,-,28.2,24,14,21.42,1.38,20.03,2.1,0.159,1.941,1.02,0.6,13.02,-,-,90.63,-
1457,新北市,2018/02/02,林口,1.7,0.29,-,41.5,32,14,11.46,2.25,9.21,-,-,-,3.5,3.3,10.23,-,-,97.49,-
1458,新北市,2018/02/02,富貴角,0.4,0.27,-,35.6,60,22,2.57,0.28,2.32,1.982,0.073,1.909,9.88,9.79,13.13,-,-,79.86,-
1459,新北市,2018/02/02,萬里,1.9,0.27,-,51.4,51,15,4.08,1.42,2.66,-,-,-,6.79,6.64,12.85,1.0,4.03,83.07,236.88
1460,新北市,2018/02/01,板橋,2.4,0.75,-,20.2,43,31,28.86,4.98,23.88,2.169,0.214,1.955,1.87,1.53,12.22,0.67,4.05,81.93,54.83
1461,新北市,2018/02/01,三重,2.0,1.66,-,-,63,24,116.39,80.25,36.14,2.436,0.497,1.939,-,-,12.65,-,-,82.68,-
1462,新北市,2018/02/01,菜寮,2.1,0.74,-,20.0,45,27,25.92,4.04,21.88,-,-,-,1.73,1.28,11.94,-,-,81.05,-
1463,新北市,2018/02/01,永和,2.1,0.79,-,22.3,34,26,33.97,11.93,22.04,2.172,0.213,1.959,1.51,1.21,11.43,-,-,87.15,-
1464,新北市,2018/02/01,新莊,2.6,0.77,-,19.1,49,27,32.75,7.22,25.53,-,-,-,3.41,3.31,11.92,-,-,79.96,-
1465,新北市,2018/02/01,新店,1.7,0.66,-,24.2,30,24,22.06,2.9,19.16,-,-,-,1.13,0.96,12.03,-,-,88.52,-
1466,新北市,2018/02/01,淡水,2.6,0.58,-,26.9,51,30,13.04,1.38,11.64,-,-,-,1.94,-,11.54,-,-,88.81,-
1467,新北市,2018/02/01,汐止,2.8,0.61,-,26.1,37,29,22.89,4.23,18.66,-,-,-,1.71,1.5,12.09,-,-,93.06,-
1468,新北市,2018/02/01,土城,2.6,0.72,-,20.6,38,25,25.04,2.91,22.13,2.177,0.189,1.988,1.12,0.68,12.06,-,-,89.71,-
1469,新北市,2018/02/01,林口,0.9,0.53,-,29.7,56,28,19.16,4.09,15.07,-,-,-,3.79,3.7,9.17,-,-,98.88,-
1470,新北市,2018/02/01,富貴角,0.6,0.47,-,38.3,92,50,7.66,0.1,7.62,2.053,0.073,1.98,10.37,10.39,11.82,-,-,85.75,-
1471,新北市,2018/02/01,萬里,1.7,0.49,-,40.5,74,29,6.94,1.1,5.84,-,-,-,7.33,6.84,12.11,0.64,3.92,84.03,400.7
1472,新北市,2018/01/31,板橋,1.6,0.49,-,27.9,13,9,21.89,3.29,18.6,2.055,0.162,1.893,1.97,1.71,15.52,1.57,4.81,85.48,5.96
1473,新北市,2018/01/31,三重,2.7,1.27,-,-,32,7,97.3,61.56,35.74,2.329,0.396,1.934,-,-,15.52,-,-,87.4,-
1474,新北市,2018/01/31,菜寮,2.2,0.48,-,24.6,13,8,20.49,2.88,17.61,-,-,-,2.19,1.81,14.99,-,-,89.23,-
1475,新北市,2018/01/31,永和,1.6,0.62,-,25.0,10,7,35.34,13.79,21.55,2.103,0.204,1.899,1.6,1.35,14.62,-,-,89.6,-
1476,新北市,2018/01/31,新莊,1.0,0.44,-,30.1,11,5,19.98,3.62,16.36,-,-,-,3.49,3.08,15.27,-,-,83.39,-
1477,新北市,2018/01/31,新店,1.7,0.44,-,27.5,8,5,20.64,3.34,17.29,-,-,-,1.1,0.72,15.52,-,-,89.81,-
1478,新北市,2018/01/31,淡水,1.6,0.37,-,24.7,13,8,13.43,3.34,10.1,-,-,-,1.38,-,14.97,-,-,91.11,-
1479,新北市,2018/01/31,汐止,1.5,0.36,-,32.5,8,9,19.66,4.83,14.83,-,-,-,1.9,1.7,15.18,-,-,95.97,-
1480,新北市,2018/01/31,土城,1.8,0.46,-,28.4,14,6,18.25,1.38,16.85,2.083,0.16,1.923,1.39,0.94,15.51,-,-,90.35,-
1481,新北市,2018/01/31,林口,2.4,0.26,-,35.3,15,6,13.81,2.27,11.53,-,-,-,3.78,3.41,12.88,-,-,99.23,-
1482,新北市,2018/01/31,富貴角,0.5,0.22,-,45.8,35,9,1.41,0.03,1.43,1.929,0.031,1.899,9.8,9.65,14.48,-,-,91.94,-
1483,新北市,2018/01/31,萬里,2.5,0.22,-,47.4,28,7,3.33,2.03,1.28,-,-,-,7.08,6.73,14.52,1.5,4.9,88.74,74.44
1484,新北市,2018/01/30,板橋,1.8,0.44,-,25.2,16,11,23.7,3.88,19.82,2.008,0.123,1.885,2.19,1.93,13.53,0.6,4.0,83.38,22.83
1485,新北市,2018/01/30,三重,1.8,0.96,-,-,33,5,77.73,46.17,31.56,2.182,0.297,1.885,-,-,13.65,-,-,81.73,-
1486,新北市,2018/01/30,菜寮,2.1,0.4,-,27.3,15,7,17.88,1.6,16.26,-,-,-,2.83,2.65,13.19,-,-,83.5,-
1487,新北市,2018/01/30,永和,0.9,0.38,-,29.9,15,8,21.58,5.42,16.16,1.975,0.12,1.855,2.24,2.14,12.38,-,-,88.37,-
1488,新北市,2018/01/30,新莊,0.8,0.41,-,27.7,16,6,20.08,3.1,16.98,-,-,-,3.52,3.1,13.43,-,-,81.21,-
1489,新北市,2018/01/30,新店,1.9,0.42,-,28.7,11,6,19.17,2.69,16.48,-,-,-,1.07,0.8,13.45,-,-,87.49,-
1490,新北市,2018/01/30,淡水,1.9,0.32,-,25.4,15,7,10.2,1.69,8.48,-,-,-,1.32,-,12.94,-,-,86.1,-
1491,新北市,2018/01/30,汐止,1.6,0.32,-,28.9,14,12,20.71,4.18,16.54,-,-,-,2.37,2.1,13.18,-,-,94.38,-
1492,新北市,2018/01/30,土城,2.5,0.45,-,27.1,16,8,18.54,1.8,16.73,2.086,0.156,1.93,1.43,0.82,13.41,-,-,89.55,-
1493,新北市,2018/01/30,林口,1.8,0.32,-,30.0,22,9,20.33,3.68,16.65,-,-,-,3.06,2.75,10.9,-,-,97.25,-
1494,新北市,2018/01/30,富貴角,0.1,0.19,-,45.6,34,12,0.9,0.0,0.95,1.923,0.03,1.893,9.74,9.61,13.22,-,-,85.98,-
1495,新北市,2018/01/30,萬里,1.5,0.2,-,46.9,33,9,2.76,1.34,1.41,-,-,-,7.21,6.92,13.08,1.08,4.47,83.73,171.72
1496,新北市,2018/01/29,板橋,1.4,0.5,-,23.7,16,12,21.03,3.19,17.84,2.033,0.12,1.913,2.37,1.96,12.93,0.86,4.92,80.47,19.26
1497,新北市,2018/01/29,三重,3.5,1.2,-,-,30,5,97.25,65.21,32.04,2.247,0.344,1.904,-,-,13.33,-,-,76.93,-
1498,新北市,2018/01/29,菜寮,1.1,0.45,-,26.1,13,6,15.18,1.61,13.56,-,-,-,2.37,1.87,12.6,-,-,78.98,-
1499,新北市,2018/01/29,永和,1.3,0.48,-,27.6,16,11,22.28,6.21,16.06,2.03,0.142,1.889,2.29,2.12,12.43,-,-,85.05,-
1500,新北市,2018/01/29,新莊,0.1,0.51,-,26.3,15,7,18.41,2.57,15.82,-,-,-,3.89,3.53,12.59,-,-,78.86,-
1501,新北市,2018/01/29,新店,2.1,0.44,-,29.2,15,10,16.46,2.32,14.15,-,-,-,1.35,1.01,12.57,-,-,86.38,-
1502,新北市,2018/01/29,淡水,1.6,0.35,-,31.0,20,11,4.26,0.84,3.4,-,-,-,3.04,-,11.27,-,-,88.75,-
1503,新北市,2018/01/29,汐止,1.8,0.36,-,34.2,16,13,11.8,1.97,9.83,-,-,-,2.7,2.46,12.35,-,-,92.75,-
1504,新北市,2018/01/29,土城,1.2,0.47,-,26.0,19,10,16.4,1.68,14.69,2.045,0.104,1.942,1.3,0.35,12.83,-,-,87.79,-
1505,新北市,2018/01/29,林口,1.1,0.31,-,34.3,20,9,10.83,2.75,8.07,-,-,-,4.44,4.21,9.49,-,-,98.69,-
1506,新北市,2018/01/29,富貴角,0.2,0.3,-,40.7,53,21,2.21,0.01,2.29,1.99,0.05,1.939,12.51,12.39,11.86,-,-,87.71,-
1507,新北市,2018/01/29,萬里,2.2,0.32,-,41.9,51,15,3.66,1.06,2.61,-,-,-,9.34,8.8,12.03,0.78,4.49,84.49,296.56
1508,新北市,2018/01/28,板橋,2.3,0.44,-,13.9,21,12,23.18,3.9,19.28,2.135,0.173,1.962,1.85,1.59,16.52,1.2,4.69,84.5,10.57
1509,新北市,2018/01/28,三重,3.6,1.21,-,-,37,8,106.17,76.59,29.58,2.361,0.419,1.942,-,-,16.85,-,-,80.9,-
1510,新北市,2018/01/28,菜寮,1.3,0.41,-,14.6,29,9,23.75,6.15,17.6,-,-,-,1.83,1.42,16.13,-,-,85.1,-
1511,新北市,2018/01/28,永和,2.1,0.6,-,15.2,19,11,38.85,17.23,21.62,2.177,0.253,1.924,1.36,1.03,16.86,-,-,83.45,-
1512,新北市,2018/01/28,新莊,1.2,0.35,-,20.2,16,7,16.53,2.82,13.71,-,-,-,3.05,2.69,16.22,-,-,81.29,-
1513,新北市,2018/01/28,新店,2.0,0.33,-,17.0,14,7,17.2,2.61,14.59,-,-,-,1.02,0.7,16.43,-,-,86.25,-
1514,新北市,2018/01/28,淡水,2.6,0.29,-,18.8,22,8,14.35,3.28,11.07,-,-,-,2.5,-,15.1,-,-,88.33,-
1515,新北市,2018/01/28,汐止,1.1,0.42,-,17.6,17,12,22.72,6.79,15.94,-,-,-,1.53,1.28,16.26,-,-,92.02,-
1516,新北市,2018/01/28,土城,1.3,0.38,-,14.9,20,10,19.36,3.38,15.99,2.061,0.131,1.93,1.26,0.91,16.28,-,-,90.24,-
1517,新北市,2018/01/28,林口,1.1,0.25,-,24.4,22,10,13.06,2.04,11.02,-,-,-,3.52,3.15,13.6,-,-,98.84,-
1518,新北市,2018/01/28,富貴角,0.6,0.19,-,27.7,41,10,7.68,0.37,7.36,1.989,0.065,1.923,8.72,8.27,15.11,-,-,92.01,-
1519,新北市,2018/01/28,萬里,1.4,0.21,-,27.6,26,7,6.95,0.87,6.08,-,-,-,5.98,5.37,15.25,1.6,4.7,87.52,118.07
1520,新北市,2018/01/27,板橋,1.6,0.43,-,26.7,13,7,19.02,3.53,15.48,1.999,0.126,1.873,2.61,2.31,18.15,0.0,0.0,70.4,0.0
1521,新北市,2018/01/27,三重,3.6,1.03,-,-,28,3,78.74,50.07,28.67,2.215,0.325,1.89,-,-,18.36,-,-,68.42,-
1522,新北市,2018/01/27,菜寮,1.9,0.37,-,25.8,14,4,16.51,2.62,13.89,-,-,-,3.44,3.09,17.73,-,-,71.39,-
1523,新北市,2018/01/27,永和,1.2,0.31,-,31.9,11,5,15.62,4.91,10.72,2.024,0.187,1.837,2.57,2.44,17.9,-,-,76.13,-
1524,新北市,2018/01/27,新莊,0.6,0.39,-,27.9,13,3,17.41,3.74,13.67,-,-,-,4.48,4.08,18.02,-,-,68.24,-
1525,新北市,2018/01/27,新店,1.2,0.3,-,33.6,7,5,9.92,2.23,7.68,-,-,-,1.9,1.55,18.19,-,-,71.03,-
1526,新北市,2018/01/27,淡水,0.9,0.16,-,29.7,15,5,3.53,0.89,2.64,-,-,-,2.33,-,18.11,-,-,68.04,-
1527,新北市,2018/01/27,汐止,2.3,0.36,-,26.7,12,9,21.75,7.09,14.74,-,-,-,2.29,1.98,16.92,-,-,86.51,-
1528,新北市,2018/01/27,土城,1.7,0.33,-,27.8,14,5,15.61,2.97,12.62,2.013,0.11,1.903,1.82,1.13,18.2,-,-,72.67,-
1529,新北市,2018/01/27,林口,1.7,0.24,-,32.5,22,6,13.0,2.34,10.65,-,-,-,3.87,3.27,15.24,-,-,84.45,-
1530,新北市,2018/01/27,富貴角,0.5,0.13,-,40.3,45,11,1.09,0.01,1.15,1.896,0.018,1.878,8.96,8.69,16.29,-,-,82.71,-
1531,新北市,2018/01/27,萬里,1.8,0.17,-,37.5,24,7,4.09,1.17,2.9,-,-,-,4.86,4.64,16.05,0.5,4.27,81.2,937.5
1532,新北市,2018/01/26,板橋,2.1,0.35,-,29.5,11,6,16.69,2.33,14.38,1.936,0.086,1.85,3.1,2.64,16.58,0.0,0.0,77.13,0.0
1533,新北市,2018/01/26,三重,3.8,1.0,-,-,25,3,76.4,49.26,27.14,2.159,0.294,1.865,-,-,17.29,-,-,71.46,-
1534,新北市,2018/01/26,菜寮,2.2,0.32,-,28.7,9,3,12.77,1.6,11.15,-,-,-,3.49,3.09,16.66,-,-,74.38,-
1535,新北市,2018/01/26,永和,2.3,0.34,-,31.4,9,4,16.03,4.56,11.47,1.951,0.112,1.838,3.14,2.82,16.42,-,-,83.88,-
1536,新北市,2018/01/26,新莊,1.3,0.27,-,30.1,10,3,15.03,2.44,12.59,-,-,-,4.62,4.1,16.8,-,-,72.1,-
1537,新北市,2018/01/26,新店,1.8,0.28,-,31.9,7,4,12.82,2.58,10.23,-,-,-,1.47,0.99,16.28,-,-,81.43,-
1538,新北市,2018/01/26,淡水,0.6,0.21,-,30.1,7,4,4.05,0.74,3.33,-,-,-,3.36,-,15.38,-,-,79.04,-
1539,新北市,2018/01/26,汐止,1.9,0.23,-,34.3,8,8,11.36,1.62,9.74,-,-,-,3.42,3.18,15.22,-,-,95.0,-
1540,新北市,2018/01/26,土城,1.9,0.3,-,31.1,11,4,13.58,1.63,11.94,1.98,0.081,1.899,1.79,0.78,16.6,-,-,80.81,-
1541,新北市,2018/01/26,林口,2.1,0.23,-,33.9,19,6,11.53,1.99,9.53,-,-,-,3.72,3.49,13.59,-,-,91.99,-
1542,新北市,2018/01/26,富貴角,-,-,-,-,36,9,-,-,-,-,-,-,11.63,-,-,-,-,-,-
1543,新北市,2018/01/26,萬里,2.6,0.17,-,43.4,34,6,1.91,0.57,1.28,-,-,-,7.78,7.48,14.55,2.15,4.69,87.56,178.82
1544,新北市,2018/01/25,板橋,2.0,0.41,-,32.8,19,10,17.3,2.89,14.41,1.977,0.106,1.871,3.2,2.7,17.95,0.0,0.0,75.95,0.0
1545,新北市,2018/01/25,三重,4.7,0.99,-,-,36,9,71.21,41.3,29.9,2.168,0.287,1.881,-,-,18.14,-,-,73.06,-
1546,新北市,2018/01/25,菜寮,3.3,0.37,-,30.5,21,9,15.86,2.47,13.39,-,-,-,3.79,3.42,17.57,-,-,76.39,-
1547,新北市,2018/01/25,永和,1.5,0.42,-,34.5,18,9,16.47,4.31,12.15,1.964,0.107,1.857,3.24,2.97,18.33,-,-,81.11,-
1548,新北市,2018/01/25,新莊,0.7,0.39,-,35.1,18,6,15.39,3.13,12.26,-,-,-,4.71,4.18,17.89,-,-,72.55,-
1549,新北市,2018/01/25,新店,0.9,0.34,-,36.6,9,6,12.1,1.78,10.32,-,-,-,1.88,1.49,18.2,-,-,74.92,-
1550,新北市,2018/01/25,淡水,2.4,0.3,-,29.2,15,7,6.17,0.43,5.75,-,-,-,1.32,-,17.94,-,-,73.04,-
1551,新北市,2018/01/25,汐止,2.6,0.35,-,30.3,21,12,19.17,2.73,16.48,-,-,-,2.64,2.37,16.74,-,-,91.11,-
1552,新北市,2018/01/25,土城,0.5,0.35,-,35.8,18,6,11.89,1.11,10.76,2.019,0.113,1.907,2.29,1.61,18.25,-,-,76.61,-
1553,新北市,2018/01/25,林口,3.9,0.26,-,36.3,29,10,15.32,2.98,12.34,-,-,-,4.12,3.55,15.18,-,-,89.38,-
1554,新北市,2018/01/25,富貴角,0.5,0.18,-,46.0,41,13,1.12,0.02,1.17,1.918,0.035,1.883,7.84,7.93,16.48,-,-,86.05,-
1555,新北市,2018/01/25,萬里,2.1,0.21,-,43.7,36,11,5.1,1.29,3.81,-,-,-,4.24,3.98,16.15,0.67,4.04,84.6,294.63
1556,新北市,2018/01/24,板橋,2.0,0.47,-,36.5,40,22,17.86,2.2,15.66,1.992,0.113,1.879,2.6,2.25,17.81,0.0,0.0,71.78,0.0
1557,新北市,2018/01/24,三重,4.1,1.06,-,-,55,18,69.55,39.21,30.34,2.249,0.304,1.946,-,-,18.01,-,-,70.08,-
1558,新北市,2018/01/24,菜寮,2.5,0.44,-,34.9,41,19,14.74,1.68,13.03,-,-,-,3.91,3.57,17.5,-,-,72.48,-
1559,新北市,2018/01/24,永和,1.7,0.46,-,40.6,37,21,14.53,3.53,11.0,1.981,0.111,1.871,2.97,2.78,18.44,-,-,77.19,-
1560,新北市,2018/01/24,新莊,1.2,0.44,-,39.3,41,17,15.25,2.7,12.55,-,-,-,5.02,4.37,17.73,-,-,69.01,-
1561,新北市,2018/01/24,新店,1.1,0.41,-,43.6,29,17,11.17,1.38,9.77,-,-,-,1.81,1.54,17.76,-,-,73.0,-
1562,新北市,2018/01/24,淡水,1.2,0.35,-,36.3,32,15,4.74,0.92,3.81,-,-,-,1.5,-,17.95,-,-,68.39,-
1563,新北市,2018/01/24,汐止,1.9,0.42,-,33.3,41,24,20.66,2.8,17.87,-,-,-,2.65,2.31,16.62,-,-,87.05,-
1564,新北市,2018/01/24,土城,0.7,0.41,-,40.0,40,18,10.78,1.02,9.72,2.018,0.1,1.919,1.82,0.68,18.09,-,-,73.19,-
1565,新北市,2018/01/24,林口,3.2,0.35,-,41.1,51,19,14.95,2.73,12.21,-,-,-,4.09,3.47,15.19,-,-,84.9,-
1566,新北市,2018/01/24,富貴角,0.4,0.26,-,51.2,62,27,1.66,0.0,1.76,1.948,0.032,1.917,8.65,8.69,16.76,-,-,77.93,-
1567,新北市,2018/01/24,萬里,1.6,0.29,-,52.1,58,21,2.69,0.38,2.27,-,-,-,6.45,6.13,16.42,0.67,4.36,76.48,329.43
1568,新北市,2018/01/23,板橋,2.9,0.4,-,39.6,35,13,16.37,2.41,13.97,1.953,0.094,1.859,2.91,2.48,19.37,0.0,0.0,67.35,0.0
1569,新北市,2018/01/23,三重,3.5,1.12,-,-,53,9,86.87,50.52,36.36,2.244,0.323,1.921,-,-,19.8,-,-,63.63,-
1570,新北市,2018/01/23,菜寮,2.6,0.34,-,36.9,31,9,15.62,2.23,13.36,-,-,-,3.43,3.12,19.14,-,-,66.23,-
1571,新北市,2018/01/23,永和,3.1,0.41,-,39.6,31,11,17.01,3.96,13.04,1.951,0.094,1.857,2.98,2.69,19.96,-,-,72.92,-
1572,新北市,2018/01/23,新莊,1.3,0.34,-,41.3,30,8,-,-,-,-,-,-,4.53,3.96,19.32,-,-,63.39,-
1573,新北市,2018/01/23,新店,1.3,0.32,-,43.2,27,11,13.21,1.91,11.31,-,-,-,1.94,1.39,19.07,-,-,71.19,-
1574,新北市,2018/01/23,淡水,2.0,0.29,-,34.9,29,11,7.65,1.61,6.03,-,-,-,1.84,-,18.48,-,-,69.0,-
1575,新北市,2018/01/23,汐止,3.0,0.3,-,39.2,32,15,16.36,2.98,13.37,-,-,-,2.76,2.53,18.71,-,-,77.74,-
1576,新北市,2018/01/23,土城,2.9,0.37,-,40.6,38,11,12.8,1.23,11.56,1.997,0.104,1.893,1.9,1.09,19.4,-,-,70.2,-
1577,新北市,2018/01/23,林口,2.8,0.25,-,43.8,39,10,13.56,2.44,11.1,-,-,-,3.44,2.95,16.65,-,-,79.88,-
1578,新北市,2018/01/23,富貴角,0.4,0.16,-,53.5,49,17,1.58,0.04,1.62,1.912,0.03,1.882,7.58,7.4,17.54,-,-,77.94,-
1579,新北市,2018/01/23,萬里,2.1,0.22,-,51.1,74,15,6.75,1.26,5.49,-,-,-,3.53,3.51,17.3,1.11,4.14,76.8,202.59
1580,新北市,2018/01/22,板橋,1.9,0.54,-,35.4,41,21,17.78,2.71,15.07,2.055,0.128,1.927,2.62,2.32,18.26,0.5,3.86,76.43,43.5
1581,新北市,2018/01/22,三重,1.7,1.34,-,-,49,17,90.08,55.53,34.54,2.335,0.373,1.961,-,-,18.62,-,-,72.29,-
1582,新北市,2018/01/22,菜寮,1.5,0.49,-,34.2,42,16,14.75,1.37,13.36,-,-,-,2.98,2.56,17.96,-,-,77.11,-
1583,新北市,2018/01/22,永和,2.5,0.83,-,31.2,39,21,30.52,12.24,18.28,2.107,0.213,1.893,2.35,1.83,18.4,-,-,81.33,-
1584,新北市,2018/01/22,新莊,0.9,0.46,-,39.0,36,15,15.21,2.47,12.74,-,-,-,3.66,3.25,18.16,-,-,72.97,-
1585,新北市,2018/01/22,新店,2.6,0.51,-,35.9,35,19,17.26,2.29,14.97,-,-,-,2.16,1.7,17.99,-,-,80.25,-
1586,新北市,2018/01/22,淡水,1.5,0.42,-,35.3,40,16,7.73,1.36,6.37,-,-,-,2.12,-,17.31,-,-,77.42,-
1587,新北市,2018/01/22,汐止,2.0,0.51,-,33.8,37,22,18.01,1.72,16.43,-,-,-,2.07,1.89,17.85,-,-,85.07,-
1588,新北市,2018/01/22,土城,2.1,0.54,-,35.0,45,23,15.7,0.9,14.82,2.121,0.136,1.985,1.6,0.73,18.3,-,-,79.89,-
1589,新北市,2018/01/22,林口,0.8,0.4,-,41.5,37,13,12.08,2.26,9.83,-,-,-,3.06,2.78,15.31,-,-,90.97,-
1590,新北市,2018/01/22,富貴角,0.6,0.32,-,49.6,45,18,3.76,0.1,3.71,2.015,0.059,1.955,6.76,6.45,16.55,-,-,83.76,-
1591,新北市,2018/01/22,萬里,1.7,0.37,-,49.8,51,16,5.05,1.03,4.02,-,-,-,4.81,4.6,16.55,0.5,4.14,80.79,252.5
1592,新北市,2018/01/21,板橋,3.0,0.53,-,31.7,26,16,20.36,2.72,17.63,2.063,0.147,1.916,2.33,1.86,20.23,0.0,0.0,81.48,0.0
1593,新北市,2018/01/21,三重,2.6,1.31,-,-,35,11,79.46,48.69,30.78,2.352,0.373,1.979,-,-,20.5,-,-,76.77,-
1594,新北市,2018/01/21,菜寮,2.7,0.51,-,29.2,25,13,21.0,3.97,17.04,-,-,-,2.82,2.6,19.98,-,-,81.52,-
1595,新北市,2018/01/21,永和,3.2,0.64,-,31.7,21,12,22.96,8.02,14.94,2.03,0.156,1.873,2.33,2.14,20.95,-,-,85.25,-
1596,新北市,2018/01/21,新莊,2.7,0.47,-,35.6,20,12,17.74,3.58,14.16,-,-,-,3.09,2.8,20.21,-,-,77.19,-
1597,新北市,2018/01/21,新店,1.8,0.45,-,33.2,13,10,16.08,2.12,13.96,-,-,-,1.48,1.16,20.05,-,-,83.42,-
1598,新北市,2018/01/21,淡水,0.9,0.36,-,28.5,20,12,8.73,0.51,8.21,-,-,-,1.57,-,19.86,-,-,79.75,-
1599,新北市,2018/01/21,汐止,4.3,0.43,-,35.6,26,21,16.7,2.95,13.74,-,-,-,2.0,1.88,19.1,-,-,94.2,-
1600,新北市,2018/01/21,土城,2.0,0.51,-,32.3,22,12,18.67,3.02,15.63,2.116,0.141,1.976,1.48,1.09,20.13,-,-,84.33,-
1601,新北市,2018/01/21,林口,2.2,0.32,-,41.5,27,13,10.47,1.18,9.28,-,-,-,2.98,2.49,17.57,-,-,94.7,-
1602,新北市,2018/01/21,富貴角,0.6,0.22,-,49.6,34,17,2.42,0.01,2.46,1.929,0.029,1.9,6.1,6.01,17.76,-,-,94.29,-
1603,新北市,2018/01/21,萬里,2.1,0.33,-,41.5,39,17,10.28,1.6,8.69,-,-,-,2.15,1.97,17.72,0.86,4.04,91.68,117.3
1604,新北市,2018/01/20,板橋,1.9,0.5,-,39.4,37,24,17.27,2.36,14.91,2.002,0.104,1.898,3.01,2.7,19.57,0.5,3.61,83.28,81.6
