序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1994/03/31,松山,6.7,1.28,12.4,-,51,63,22.66,39.62,-,-,-,19.41,-,-,50.0
2,臺北市,1994/03/31,古亭,8.4,1.34,13.5,-,-,58,21.34,35.59,2.15,0.35,1.81,20.16,-,-,36.0
3,臺北市,1994/03/31,中山,13.4,1.65,8.0,-,57,81,35.98,42.73,2.68,0.57,2.13,20.28,-,-,53.0
4,臺北市,1994/03/31,大同,23.3,5.42,-,-,129,242,184.15,58.66,5.28,2.57,-,21.14,-,-,90.0
5,臺北市,1994/03/31,萬華,10.2,1.49,15.2,-,47,56,18.29,35.84,-,-,-,20.27,-,-,47.0
6,臺北市,1994/03/31,陽明,0.5,0.34,47.7,-,11,2,0.04,1.02,-,-,-,14.23,-,100.0,44.0
7,臺北市,1994/03/31,士林,3.2,1.11,11.8,-,78,47,14.94,31.1,-,-,-,20.36,-,-,64.0
8,臺北市,1994/03/30,松山,3.3,0.98,20.4,-,37,44,11.01,31.74,-,-,-,18.16,-,-,37.0
9,臺北市,1994/03/30,古亭,3.2,1.19,18.6,-,36,48,13.18,33.25,2.27,0.36,1.9,18.82,-,-,36.0
10,臺北市,1994/03/30,中山,2.6,1.44,13.6,-,38,61,18.24,41.03,2.51,0.39,2.12,18.64,-,-,38.0
11,臺北市,1994/03/30,大同,11.6,4.86,-,-,113,186,131.45,53.94,4.33,2.56,-,19.22,-,-,82.0
12,臺北市,1994/03/30,萬華,3.3,1.07,22.1,-,35,37,5.32,30.63,-,-,-,18.38,-,-,35.0
13,臺北市,1994/03/30,陽明,0.1,0.28,50.7,-,11,3,0.02,1.83,-,-,-,12.52,-,100.0,46.0
14,臺北市,1994/03/30,士林,0.8,0.8,20.9,-,49,32,5.21,25.69,-,-,-,18.78,-,-,49.0
15,臺北市,1994/03/29,松山,8.7,0.94,22.1,-,84,53,18.1,33.83,-,-,-,19.53,-,-,67.0
16,臺北市,1994/03/29,古亭,9.1,1.18,18.4,-,77,55,20.35,33.5,2.19,0.33,1.89,20.13,-,-,64.0
17,臺北市,1994/03/29,中山,6.4,1.19,19.3,-,84,58,18.25,38.09,2.42,0.32,2.11,20.08,-,-,67.0
18,臺北市,1994/03/29,大同,12.1,4.26,-,-,145,185,129.42,55.26,4.49,2.12,2.37,20.82,-,-,98.0
19,臺北市,1994/03/29,萬華,7.0,1.21,21.0,-,74,47,12.93,33.22,-,-,-,20.06,-,-,62.0
20,臺北市,1994/03/29,陽明,1.9,0.35,55.6,-,23,3,0.1,2.08,-,-,-,14.67,-,82.0,52.0
21,臺北市,1994/03/29,士林,4.5,1.0,24.0,-,91,45,14.0,30.02,-,-,-,19.99,-,-,71.0
22,臺北市,1994/03/28,松山,8.7,1.96,22.0,-,104,102,42.51,58.9,-,-,-,19.59,-,-,77.0
23,臺北市,1994/03/28,古亭,10.2,2.01,23.0,-,101,102,47.14,50.42,3.04,0.8,2.24,20.07,-,-,76.0
24,臺北市,1994/03/28,中山,11.1,2.02,22.2,-,107,109,48.61,55.77,3.2,0.8,2.4,19.53,-,-,79.0
25,臺北市,1994/03/28,大同,13.7,3.35,-,-,128,157,93.88,61.01,4.75,1.94,2.81,19.89,-,-,89.0
26,臺北市,1994/03/28,萬華,12.2,1.48,26.9,-,89,64,19.57,43.08,-,-,-,19.48,-,-,69.0
27,臺北市,1994/03/28,陽明,1.5,0.36,63.5,-,27,4,0.08,2.83,-,-,-,14.94,-,68.0,71.0
28,臺北市,1994/03/28,士林,7.1,1.2,26.1,-,98,67,24.98,41.43,-,-,-,19.15,-,-,74.0
29,臺北市,1994/03/27,松山,3.2,0.6,27.2,-,41,41,11.98,28.17,-,-,-,16.67,-,-,41.0
30,臺北市,1994/03/27,古亭,1.7,0.65,26.7,-,33,33,8.28,23.58,2.07,0.16,1.91,17.23,-,-,33.0
