序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
38,臺北市,1997/07/26,中山,8.2,1.22,23.3,-,45,-,60.7,23.24,37.45,2.555,0.4,2.15,29.27,-,-,66.0
39,臺北市,1997/07/26,大同,12.7,3.79,-,-,45,-,162.14,118.42,43.72,3.925,1.49,2.43,30.73,-,-,67.0
40,臺北市,1997/07/26,萬華,6.7,0.97,32.8,-,-,-,34.23,6.2,28.03,-,-,-,30.19,-,-,102.0
41,臺北市,1997/07/26,陽明,1.2,0.26,26.2,-,15,-,-,-,-,-,-,-,23.0,-,75.0,30.0
42,臺北市,1997/07/26,士林,5.0,0.77,23.8,-,42,-,30.16,5.93,24.23,-,-,-,28.35,-,-,56.0
43,臺北市,1997/07/25,松山,1.1,0.86,10.2,-,31,-,35.03,14.02,21.01,-,-,-,28.01,-,-,31.0
44,臺北市,1997/07/25,古亭,3.0,1.12,-,-,31,24,-,-,-,2.177,0.3,1.87,27.3,-,-,31.0
45,臺北市,1997/07/25,中山,3.4,1.18,8.8,-,45,-,54.2,23.47,30.72,2.534,0.42,2.11,28.19,-,-,45.0
46,臺北市,1997/07/25,大同,8.7,3.86,-,-,45,-,151.38,117.21,34.17,4.194,1.92,2.28,29.7,-,-,66.0
47,臺北市,1997/07/25,萬華,3.3,0.94,13.0,-,-,-,30.43,8.71,21.72,-,-,-,29.15,-,-,42.0
48,臺北市,1997/07/25,陽明,0.3,0.12,14.6,-,13,-,-,-,-,-,-,-,21.84,-,82.0,37.0
49,臺北市,1997/07/25,士林,2.4,0.82,13.4,-,36,-,30.76,10.33,20.44,-,-,-,27.82,-,-,41.0
50,臺北市,1997/07/24,松山,0.5,0.65,10.5,-,27,-,23.24,7.46,15.78,-,-,-,28.19,-,-,27.0
51,臺北市,1997/07/24,古亭,1.5,0.93,9.4,-,29,19,36.71,19.12,17.59,2.02,0.24,1.78,28.76,-,-,29.0
52,臺北市,1997/07/24,中山,2.1,0.82,9.6,-,43,-,36.49,13.92,22.57,2.273,0.15,2.12,28.68,-,-,43.0
53,臺北市,1997/07/24,大同,7.2,3.63,-,-,35,-,137.69,108.49,29.2,3.804,1.45,2.35,29.9,-,-,54.0
54,臺北市,1997/07/24,萬華,1.4,0.74,11.5,-,-,-,22.43,6.41,16.01,-,-,-,29.32,-,-,26.0
55,臺北市,1997/07/24,陽明,0.2,0.07,13.9,-,19,-,1.52,0.34,1.18,-,-,-,21.6,-,82.0,19.0
56,臺北市,1997/07/24,士林,1.5,0.61,12.5,-,33,-,19.25,5.78,13.47,-,-,-,27.87,-,-,33.0
57,臺北市,1997/07/23,松山,4.2,0.65,8.3,-,24,-,-,-,-,-,-,-,29.03,-,-,24.0
58,臺北市,1997/07/23,古亭,5.3,0.81,10.6,-,29,-,33.36,15.46,17.9,-,-,-,29.74,-,-,29.0
59,臺北市,1997/07/23,中山,5.0,0.68,9.5,-,28,-,33.3,11.73,21.57,1.995,0.08,1.91,29.36,-,-,28.0
60,臺北市,1997/07/23,大同,11.0,3.97,-,-,36,-,150.79,121.66,29.13,4.057,1.88,2.18,30.72,-,-,56.0
61,臺北市,1997/07/23,萬華,4.3,0.7,10.0,-,-,-,24.87,7.8,17.07,-,-,-,30.14,-,-,17.0
62,臺北市,1997/07/23,陽明,2.0,0.14,12.4,-,12,-,1.8,0.4,1.4,-,-,-,22.87,-,83.0,16.0
63,臺北市,1997/07/23,士林,5.4,0.51,12.5,-,22,-,17.62,3.13,14.5,-,-,-,29.03,-,-,22.0
64,臺北市,1997/07/22,松山,7.0,0.63,8.5,-,20,-,-,-,-,-,-,-,29.62,-,-,38.0
65,臺北市,1997/07/22,古亭,5.8,0.81,11.9,-,26,18,35.72,17.95,17.78,1.864,0.13,1.73,30.12,-,-,48.0
66,臺北市,1997/07/22,中山,5.9,0.78,9.8,-,36,-,42.71,19.26,23.45,2.474,0.28,2.2,29.74,-,-,44.0
67,臺北市,1997/07/22,大同,11.8,3.63,-,-,33,-,144.63,113.77,30.87,3.836,1.58,2.26,31.01,-,-,51.0
68,臺北市,1997/07/22,萬華,6.6,0.85,13.4,-,-,-,29.55,11.34,18.21,-,-,-,30.45,-,-,71.0
69,臺北市,1997/07/22,陽明,3.8,0.14,10.1,-,11,-,1.78,0.42,1.36,-,-,-,22.98,-,84.0,17.0
70,臺北市,1997/07/22,士林,3.3,0.45,12.6,-,25,-,18.59,6.72,11.87,-,-,-,29.37,-,-,43.0
71,臺北市,1997/07/21,松山,5.5,0.78,14.3,-,29,-,-,-,-,-,-,-,30.12,-,-,32.0
72,臺北市,1997/07/21,古亭,5.0,0.99,17.1,-,33,26,41.87,19.68,22.18,2.062,0.3,1.76,30.28,-,-,63.0
73,臺北市,1997/07/21,中山,4.9,1.02,16.6,-,42,-,45.27,18.08,27.19,2.558,0.34,2.22,30.21,-,-,44.0
74,臺北市,1997/07/21,大同,11.9,4.64,-,-,41,-,164.98,129.04,35.94,4.523,2.22,2.3,31.45,-,-,81.0
75,臺北市,1997/07/21,萬華,5.4,0.98,18.9,-,-,-,26.45,7.06,19.39,-,-,-,28.99,-,-,84.0
76,臺北市,1997/07/21,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84.0,-
77,臺北市,1997/07/21,士林,3.0,0.68,13.5,-,31,-,27.19,10.07,17.12,-,-,-,29.42,-,-,32.0
78,臺北市,1997/07/20,松山,3.2,0.89,16.8,-,30,-,-,-,-,-,-,-,30.39,-,-,52.0
79,臺北市,1997/07/20,古亭,3.2,1.04,18.8,-,40,27,41.86,19.37,22.49,2.114,0.36,1.75,30.43,-,-,63.0
80,臺北市,1997/07/20,中山,5.5,1.07,18.2,-,35,-,46.96,19.15,27.81,2.743,0.41,2.34,30.41,-,-,63.0
81,臺北市,1997/07/20,大同,8.7,2.87,-,-,36,-,114.1,79.5,34.59,3.661,1.08,2.58,31.6,-,-,38.0
82,臺北市,1997/07/20,萬華,4.4,0.86,24.3,-,-,-,23.53,4.21,19.42,-,-,-,30.79,-,-,67.0
83,臺北市,1997/07/20,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83.0,-
84,臺北市,1997/07/20,士林,3.2,0.81,16.1,-,37,-,29.68,10.27,19.41,-,-,-,29.56,-,-,45.0
85,臺北市,1997/07/19,松山,4.6,1.22,36.8,-,53,-,-,-,-,-,-,-,29.59,-,-,152.0
86,臺北市,1997/07/19,古亭,7.3,1.23,36.7,-,54,40,48.89,15.67,33.22,2.384,0.45,1.94,30.02,-,-,114.0
87,臺北市,1997/07/19,中山,9.4,1.37,38.5,-,64,-,64.63,22.69,41.94,3.016,0.53,2.48,29.87,-,-,113.0
88,臺北市,1997/07/19,大同,11.0,2.95,-,-,48,-,107.67,59.13,48.54,4.073,1.25,2.82,30.75,-,-,48.0
89,臺北市,1997/07/19,萬華,8.7,1.0,32.5,-,-,-,30.5,3.75,27.26,-,-,-,-,-,-,105.0
90,臺北市,1997/07/19,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.0,-
91,臺北市,1997/07/19,士林,5.7,0.94,32.4,-,62,-,35.58,8.81,26.77,-,-,-,28.83,-,-,74.0
92,臺北市,1997/07/18,松山,4.7,1.36,18.9,-,50,-,-,-,-,-,-,-,29.49,-,-,50.0
93,臺北市,1997/07/18,古亭,3.8,1.24,25.9,-,43,37,45.55,16.95,28.6,2.21,0.35,1.86,29.35,-,-,69.0
94,臺北市,1997/07/18,中山,6.6,1.53,25.8,-,66,-,61.63,19.22,42.42,2.934,0.73,2.21,29.41,-,-,69.0
95,臺北市,1997/07/18,大同,10.7,3.71,-,-,56,-,126.63,81.14,45.49,4.239,1.64,2.6,30.26,-,-,57.0
96,臺北市,1997/07/18,萬華,5.4,0.97,32.3,-,-,-,25.08,3.81,21.48,-,-,-,-,-,-,84.0
97,臺北市,1997/07/18,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81.0,-
98,臺北市,1997/07/18,士林,5.3,1.22,23.1,-,61,-,53.68,17.11,36.57,-,-,-,28.96,-,-,66.0
99,臺北市,1997/07/17,松山,5.9,1.27,19.9,-,66,-,46.3,13.38,32.93,-,-,-,29.09,-,-,58.0
100,臺北市,1997/07/17,古亭,5.0,1.42,18.8,-,46,34,54.2,24.0,30.2,2.293,0.53,1.77,28.86,-,-,57.0
101,臺北市,1997/07/17,中山,7.7,1.61,17.5,-,69,-,63.42,21.91,41.51,2.935,0.67,2.26,29.13,-,-,60.0
102,臺北市,1997/07/17,大同,10.5,4.67,-,-,50,-,166.49,118.28,48.21,4.693,2.19,2.5,30.27,-,-,90.0
103,臺北市,1997/07/17,萬華,6.3,1.12,26.3,-,-,-,32.24,7.01,25.85,-,-,-,-,-,-,66.0
104,臺北市,1997/07/17,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84.0,-
105,臺北市,1997/07/17,士林,4.9,1.22,17.1,-,56,-,-,-,-,-,-,-,28.63,-,-,53.0
106,臺北市,1997/07/16,松山,6.2,1.11,22.5,-,59,-,48.57,14.11,34.46,-,-,-,29.11,-,-,55.0
107,臺北市,1997/07/16,古亭,6.7,1.14,26.5,-,49,29,45.79,13.44,32.34,2.059,0.34,1.72,29.54,-,-,69.0
108,臺北市,1997/07/16,中山,5.5,1.16,28.0,-,44,-,46.12,12.53,33.58,2.549,0.38,2.17,29.22,-,-,60.0
109,臺北市,1997/07/16,大同,9.8,3.12,-,-,48,-,120.75,76.21,44.54,3.731,1.49,2.24,30.17,-,-,48.0
110,臺北市,1997/07/16,萬華,5.1,1.16,29.0,-,-,-,32.09,6.56,26.23,-,-,-,-,-,-,67.0
111,臺北市,1997/07/16,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83.0,-
112,臺北市,1997/07/16,士林,2.0,0.92,24.9,-,48,-,27.62,7.39,20.22,-,-,-,28.35,-,-,48.0
113,臺北市,1997/07/15,松山,4.6,1.84,22.1,-,54,-,72.07,34.41,37.66,-,-,-,28.49,-,-,82.0
114,臺北市,1997/07/15,古亭,2.6,1.42,19.4,-,44,24,55.24,29.1,26.14,2.259,0.4,1.86,28.16,-,-,68.0
115,臺北市,1997/07/15,中山,5.7,1.77,15.1,-,47,-,70.96,35.69,35.26,3.105,0.67,2.43,28.39,-,-,53.0
116,臺北市,1997/07/15,大同,11.1,4.42,-,-,51,-,156.7,120.02,36.68,4.548,2.04,2.5,29.4,-,-,92.0
117,臺北市,1997/07/15,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
118,臺北市,1997/07/15,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.0,-
119,臺北市,1997/07/15,士林,3.9,1.37,11.1,-,50,-,54.22,21.43,32.79,-,-,-,27.48,-,-,50.0
120,臺北市,1997/07/14,松山,3.6,1.35,15.4,-,46,-,53.48,26.36,27.12,-,-,-,29.09,-,-,53.0
121,臺北市,1997/07/14,古亭,3.1,1.33,18.6,-,41,28,50.74,23.38,27.36,2.223,0.28,1.94,29.11,-,-,56.0
122,臺北市,1997/07/14,中山,4.5,1.48,16.0,-,58,-,57.46,27.54,29.93,3.289,0.44,2.85,28.96,-,-,57.0
123,臺北市,1997/07/14,大同,9.5,3.38,-,-,-,-,122.49,87.62,34.87,4.022,1.21,2.81,30.0,-,-,46.0
124,臺北市,1997/07/14,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
125,臺北市,1997/07/14,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.0,-
126,臺北市,1997/07/14,士林,2.1,1.12,12.9,-,49,-,56.13,36.87,19.26,-,-,-,28.18,-,-,49.0
127,臺北市,1997/07/13,松山,6.1,2.11,10.1,-,64,-,84.9,40.19,44.71,-,-,-,27.36,-,-,57.0
128,臺北市,1997/07/13,古亭,4.2,1.93,7.8,-,66,32,74.43,40.22,34.21,2.527,0.49,2.04,27.33,-,-,58.0
129,臺北市,1997/07/13,中山,8.0,1.98,6.7,-,70,-,84.72,41.24,43.48,3.368,0.74,2.62,27.46,-,-,60.0
130,臺北市,1997/07/13,大同,8.8,4.07,-,-,38,-,163.73,119.52,44.21,4.159,1.48,2.68,27.94,-,-,54.0
131,臺北市,1997/07/13,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
132,臺北市,1997/07/13,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.0,-
133,臺北市,1997/07/13,士林,3.7,1.67,4.4,-,57,-,74.84,49.82,25.02,-,-,-,26.63,-,-,54.0
134,臺北市,1997/07/12,松山,5.4,2.19,17.0,-,66,-,90.24,52.36,37.88,-,-,-,27.17,-,-,66.0
135,臺北市,1997/07/12,古亭,4.1,1.79,12.6,-,53,32,68.88,40.1,28.78,2.659,0.54,2.12,27.6,-,-,51.0
136,臺北市,1997/07/12,中山,6.8,2.1,12.4,-,59,-,84.87,44.69,40.17,3.684,0.81,2.87,27.67,-,-,55.0
137,臺北市,1997/07/12,大同,9.7,4.53,-,-,45,-,171.91,128.09,43.83,4.879,1.92,2.96,28.47,-,-,75.0
138,臺北市,1997/07/12,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
139,臺北市,1997/07/12,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.0,-
140,臺北市,1997/07/12,士林,4.4,1.55,10.9,-,55,-,-,-,-,-,-,-,27.19,-,-,53.0
141,臺北市,1997/07/11,松山,6.3,1.68,14.9,-,50,-,61.3,26.66,34.64,-,-,-,28.32,-,-,64.0
142,臺北市,1997/07/11,古亭,5.3,1.57,16.0,-,59,32,59.23,25.13,34.1,-,-,-,28.55,-,-,62.0
143,臺北市,1997/07/11,中山,7.1,1.73,11.3,-,57,-,78.48,40.38,38.1,3.417,0.72,2.7,28.6,-,-,54.0
144,臺北市,1997/07/11,大同,-,-,-,-,55,-,-,-,-,-,-,-,29.39,-,-,69.0
145,臺北市,1997/07/11,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
146,臺北市,1997/07/11,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.0,-
147,臺北市,1997/07/11,士林,2.7,1.56,14.9,-,60,-,-,-,-,-,-,-,27.74,-,-,55.0
148,臺北市,1997/07/10,松山,6.2,1.73,20.3,-,48,-,69.95,30.07,39.89,-,-,-,27.8,-,-,93.0
149,臺北市,1997/07/10,古亭,3.6,1.67,15.1,-,54,29,66.36,33.3,33.06,-,-,-,27.88,-,-,88.0
150,臺北市,1997/07/10,中山,6.6,1.99,16.3,-,50,-,83.52,43.25,40.27,3.489,0.76,2.73,27.65,-,-,59.0
151,臺北市,1997/07/10,大同,-,-,-,-,54,-,-,-,-,-,-,-,28.34,-,-,52.0
152,臺北市,1997/07/10,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
153,臺北市,1997/07/10,陽明,2.0,0.23,26.0,-,15,-,3.94,0.47,3.47,-,-,-,22.61,-,85.0,34.0
154,臺北市,1997/07/10,士林,2.0,1.42,15.7,-,52,-,48.03,25.63,22.4,-,-,-,26.89,-,-,51.0
155,臺北市,1997/07/09,松山,3.5,1.63,13.1,-,44,-,63.45,29.81,33.64,-,-,-,27.63,-,-,44.0
156,臺北市,1997/07/09,古亭,3.5,1.68,16.1,-,45,28,59.57,27.95,31.62,2.327,0.51,1.82,27.7,-,-,52.0
157,臺北市,1997/07/09,中山,6.7,2.0,14.7,-,62,-,80.73,40.17,40.57,3.527,0.71,2.82,27.65,-,-,56.0
158,臺北市,1997/07/09,大同,8.5,4.43,-,-,52,-,165.65,116.04,49.61,4.824,1.95,2.88,28.35,-,-,89.0
159,臺北市,1997/07/09,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
160,臺北市,1997/07/09,陽明,1.9,0.25,25.5,-,15,-,4.26,0.28,3.98,-,-,-,22.78,-,85.0,35.0
161,臺北市,1997/07/09,士林,3.0,1.21,14.1,-,51,-,44.58,19.53,25.04,-,-,-,26.95,-,-,50.0
162,臺北市,1997/07/08,松山,4.0,1.79,15.1,-,53,-,66.31,30.15,36.16,-,-,-,27.35,-,-,54.0
163,臺北市,1997/07/08,古亭,2.9,1.7,22.4,-,55,33,58.87,25.32,33.55,2.861,0.59,2.27,28.17,-,-,77.0
164,臺北市,1997/07/08,中山,6.2,2.0,19.1,-,90,-,87.97,42.46,45.52,3.876,0.77,3.11,28.04,-,-,71.0
165,臺北市,1997/07/08,大同,11.6,4.9,-,-,56,-,184.37,130.99,53.38,4.977,2.0,2.98,28.73,-,-,91.0
166,臺北市,1997/07/08,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
167,臺北市,1997/07/08,陽明,2.3,0.24,27.9,-,14,-,4.72,0.65,4.07,-,-,-,23.29,-,83.0,37.0
168,臺北市,1997/07/08,士林,2.1,1.2,15.4,-,53,-,40.76,11.88,28.88,-,-,-,27.07,-,-,52.0
169,臺北市,1997/07/07,松山,4.8,1.77,14.8,-,54,-,65.53,30.34,35.19,-,-,-,27.43,-,-,52.0
170,臺北市,1997/07/07,古亭,4.1,1.77,19.3,-,55,32,60.14,27.06,33.08,-,-,-,28.09,-,-,70.0
171,臺北市,1997/07/07,中山,5.9,2.16,15.9,-,77,-,87.62,43.21,44.41,3.735,0.66,3.07,27.91,-,-,64.0
172,臺北市,1997/07/07,大同,12.4,5.2,-,-,54,-,188.85,133.15,55.71,5.071,2.01,3.07,28.55,-,-,85.0
173,臺北市,1997/07/07,萬華,4.0,1.61,18.6,-,55,-,45.23,12.02,33.21,-,-,-,28.29,-,-,71.0
174,臺北市,1997/07/07,陽明,3.3,0.24,24.1,-,12,-,5.32,0.33,4.99,-,-,-,23.4,-,83.0,36.0
175,臺北市,1997/07/07,士林,3.4,1.56,11.1,-,58,-,59.3,21.73,37.57,-,-,-,27.51,-,-,54.0
176,臺北市,1997/07/06,松山,4.7,1.65,15.2,-,41,-,64.0,29.72,34.28,-,-,-,27.33,-,-,78.0
177,臺北市,1997/07/06,古亭,3.5,1.6,19.0,-,49,31,59.29,25.48,33.81,-,-,-,27.99,-,-,83.0
178,臺北市,1997/07/06,中山,5.0,2.11,14.6,-,59,-,92.98,50.78,42.2,3.647,0.69,2.95,27.38,-,-,58.0
179,臺北市,1997/07/06,大同,9.6,4.78,-,-,60,-,202.91,150.32,52.59,4.738,1.86,2.88,28.21,-,-,83.0
180,臺北市,1997/07/06,萬華,3.3,1.32,20.6,-,44,-,36.51,5.61,30.9,-,-,-,28.27,-,-,77.0
181,臺北市,1997/07/06,陽明,2.6,0.29,20.2,-,14,-,5.07,0.24,4.83,-,-,-,22.86,-,83.0,30.0
182,臺北市,1997/07/06,士林,3.6,1.3,11.2,-,42,-,50.76,20.38,30.38,-,-,-,27.21,-,-,42.0
183,臺北市,1997/07/05,松山,4.6,1.57,12.7,-,39,-,64.64,33.44,31.2,-,-,-,26.99,-,-,84.0
184,臺北市,1997/07/05,古亭,4.8,1.84,13.8,-,49,27,71.38,38.11,33.26,-,-,-,27.28,-,-,82.0
185,臺北市,1997/07/05,中山,6.6,1.76,12.8,-,57,-,79.17,46.89,32.28,3.34,0.87,2.47,27.2,-,-,80.0
186,臺北市,1997/07/05,大同,9.9,3.32,-,-,38,-,137.85,100.68,37.16,3.882,1.24,2.64,27.56,-,-,49.0
187,臺北市,1997/07/05,萬華,5.6,1.34,16.2,-,45,-,43.45,17.22,26.23,-,-,-,27.55,-,-,77.0
188,臺北市,1997/07/05,陽明,3.2,0.24,16.9,-,12,-,6.64,1.37,5.27,-,-,-,21.67,-,94.0,31.0
189,臺北市,1997/07/05,士林,4.6,1.0,9.3,-,40,-,44.39,24.9,19.49,-,-,-,26.59,-,-,40.0
190,臺北市,1997/07/04,松山,4.8,1.44,8.2,-,39,-,63.85,37.58,26.27,-,-,-,26.81,-,-,39.0
191,臺北市,1997/07/04,古亭,3.8,1.51,12.1,-,33,19,61.67,37.75,23.92,-,-,-,27.19,-,-,61.0
192,臺北市,1997/07/04,中山,6.0,1.78,8.6,-,42,-,86.4,57.1,29.31,3.381,0.64,2.74,26.84,-,-,42.0
193,臺北市,1997/07/04,大同,11.2,4.38,-,-,39,-,178.32,141.06,37.25,4.829,1.86,2.97,27.62,-,-,83.0
194,臺北市,1997/07/04,萬華,3.6,1.37,12.4,-,37,-,45.53,21.92,23.62,-,-,-,27.48,-,-,66.0
195,臺北市,1997/07/04,陽明,1.4,0.15,13.7,-,11,-,2.03,1.06,1.06,-,-,-,21.8,-,91.0,23.0
196,臺北市,1997/07/04,士林,3.2,1.05,7.2,-,37,-,38.67,21.41,17.26,-,-,-,26.37,-,-,37.0
197,臺北市,1997/07/03,松山,4.7,1.5,9.1,-,32,-,66.88,34.9,31.98,-,-,-,26.33,-,-,40.0
198,臺北市,1997/07/03,古亭,3.8,1.6,8.4,-,36,21,65.26,35.79,29.47,-,-,-,26.61,-,-,37.0
199,臺北市,1997/07/03,中山,6.3,1.8,8.8,-,28,-,81.78,43.08,38.7,3.324,0.64,2.68,26.37,-,-,31.0
200,臺北市,1997/07/03,大同,13.0,4.64,-,-,46,-,198.42,149.15,49.27,4.561,1.84,2.72,27.03,-,-,71.0
201,臺北市,1997/07/03,萬華,5.0,1.36,11.3,-,32,-,47.32,17.59,29.73,-,-,-,26.94,-,-,43.0
202,臺北市,1997/07/03,陽明,1.4,0.19,17.6,-,-,-,2.77,0.93,1.84,-,-,-,21.92,-,89.0,29.0
203,臺北市,1997/07/03,士林,2.6,1.2,8.6,-,32,-,45.52,20.78,24.74,-,-,-,25.59,-,-,32.0
