序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1996/12/31,松山,9.1,1.59,14.9,-,91,94,41.1,53.07,-,-,-,19.82,-,-,70.0
2,臺北市,1996/12/31,古亭,8.7,1.73,17.6,-,92,86,40.42,45.19,2.91,0.82,2.09,19.58,-,-,71.0
3,臺北市,1996/12/31,中山,13.4,1.83,12.0,-,89,100,41.79,58.7,3.25,0.76,2.49,20.42,-,-,69.0
4,臺北市,1996/12/31,大同,17.6,4.49,-,-,92,220,151.19,69.07,4.75,2.31,2.44,20.36,-,-,71.0
5,臺北市,1996/12/31,萬華,13.7,1.47,15.7,-,86,63,16.79,46.54,-,-,-,20.22,-,-,68.0
6,臺北市,1996/12/31,陽明,6.8,0.3,32.2,-,23,9,0.04,8.71,-,-,-,13.99,-,79.0,48.0
7,臺北市,1996/12/31,士林,10.1,0.99,23.2,-,64,53,14.05,38.93,-,-,-,20.64,-,-,57.0
8,臺北市,1996/12/30,松山,7.8,1.21,8.3,-,39,76,38.26,38.2,-,-,-,17.86,-,-,39.0
9,臺北市,1996/12/30,古亭,5.2,1.08,13.4,-,33,61,28.63,32.62,2.39,0.39,2.0,16.96,-,-,33.0
10,臺北市,1996/12/30,中山,10.4,1.31,11.3,-,38,80,40.7,38.96,3.1,0.63,2.47,18.67,-,-,38.0
11,臺北市,1996/12/30,大同,16.9,5.17,-,-,60,273,214.55,58.27,5.35,2.79,2.56,18.8,-,-,82.0
12,臺北市,1996/12/30,萬華,9.5,1.08,11.5,-,34,49,15.12,34.16,-,-,-,18.54,-,-,34.0
13,臺北市,1996/12/30,陽明,3.6,0.19,30.2,-,13,3,0.09,2.86,-,-,-,12.23,-,80.0,27.0
14,臺北市,1996/12/30,士林,6.0,0.89,19.5,-,43,57,30.63,26.19,-,-,-,18.5,-,-,43.0
15,臺北市,1996/12/29,松山,6.0,0.78,16.6,-,39,45,13.31,31.66,-,-,-,18.23,-,-,39.0
16,臺北市,1996/12/29,古亭,5.3,0.91,16.1,-,30,51,20.65,30.3,2.36,0.28,2.08,18.57,-,-,30.0
17,臺北市,1996/12/29,中山,8.3,1.09,13.4,-,36,59,21.82,37.58,2.88,0.45,2.43,19.09,-,-,36.0
18,臺北市,1996/12/29,大同,15.1,3.81,-,-,48,218,163.96,54.36,4.41,1.95,2.46,19.16,-,-,56.0
19,臺北市,1996/12/29,萬華,7.5,0.89,16.4,-,31,39,7.92,30.63,-,-,-,18.9,-,-,31.0
20,臺北市,1996/12/29,陽明,1.8,0.21,31.0,-,13,2,0.19,1.81,-,-,-,12.24,-,80.0,28.0
21,臺北市,1996/12/29,士林,5.4,0.73,23.6,-,31,43,17.67,24.92,-,-,-,19.23,-,-,40.0
22,臺北市,1996/12/28,松山,8.3,0.89,16.5,-,43,58,24.1,34.01,-,-,-,18.26,-,-,43.0
23,臺北市,1996/12/28,古亭,4.6,0.77,23.8,-,34,38,12.08,26.41,2.2,0.2,1.99,18.69,-,-,34.0
24,臺北市,1996/12/28,中山,7.4,0.97,18.0,-,37,52,18.46,33.22,2.53,0.42,2.12,18.82,-,-,37.0
25,臺北市,1996/12/28,大同,14.9,4.74,-,-,47,227,174.33,52.94,4.64,2.45,2.19,19.05,-,-,76.0
26,臺北市,1996/12/28,萬華,7.0,0.82,22.4,-,31,34,6.29,27.27,-,-,-,18.96,-,-,31.0
27,臺北市,1996/12/28,陽明,2.8,0.18,29.5,-,14,3,0.16,2.56,-,-,-,11.23,-,83.0,28.0
28,臺北市,1996/12/28,士林,2.7,0.4,33.8,-,27,17,2.69,14.01,-,-,-,19.0,-,-,35.0
29,臺北市,1996/12/27,松山,5.4,0.61,19.6,-,27,43,14.15,28.91,-,-,-,19.01,-,-,34.0
30,臺北市,1996/12/27,古亭,4.5,0.75,19.5,-,30,40,14.16,25.77,2.13,0.16,1.97,19.01,-,-,30.0
31,臺北市,1996/12/27,中山,4.9,0.79,20.5,-,21,39,13.08,26.14,2.2,0.2,2.0,19.38,-,-,32.0
32,臺北市,1996/12/27,大同,13.2,4.36,-,-,43,199,152.44,46.3,4.5,2.32,2.18,19.46,-,-,68.0
33,臺北市,1996/12/27,萬華,7.2,0.8,19.4,-,23,33,7.47,25.81,-,-,-,19.34,-,-,31.0
34,臺北市,1996/12/27,陽明,0.5,0.15,28.6,-,13,1,0.07,0.43,-,-,-,11.52,-,92.0,26.0
35,臺北市,1996/12/27,士林,1.9,0.45,30.1,-,23,18,4.75,12.83,-,-,-,19.51,-,-,33.0
36,臺北市,1996/12/26,松山,5.0,0.82,14.3,-,27,43,13.12,29.73,-,-,-,18.45,-,-,27.0
37,臺北市,1996/12/26,古亭,4.9,1.0,11.7,-,33,50,19.66,30.46,2.21,0.3,1.91,18.59,-,-,33.0
38,臺北市,1996/12/26,中山,5.6,0.86,9.9,-,25,51,19.32,31.99,2.12,0.14,1.98,18.94,-,-,25.0
39,臺北市,1996/12/26,大同,12.2,4.47,-,-,45,220,172.43,47.5,-,-,-,19.28,-,-,66.0
40,臺北市,1996/12/26,萬華,6.4,0.9,10.4,-,26,45,13.91,31.11,-,-,-,18.97,-,-,26.0
41,臺北市,1996/12/26,陽明,1.3,0.12,24.7,-,12,2,0.16,2.13,-,-,-,12.06,-,100.0,25.0
42,臺北市,1996/12/26,士林,2.4,0.53,22.7,-,20,22,6.38,15.9,-,-,-,19.36,-,-,30.0
43,臺北市,1996/12/25,松山,3.6,1.33,9.3,-,45,70,31.63,38.79,-,-,-,18.57,-,-,45.0
44,臺北市,1996/12/25,古亭,2.3,1.42,7.2,-,50,74,37.3,36.31,2.76,0.55,2.21,18.63,-,-,50.0
45,臺北市,1996/12/25,中山,3.6,1.56,6.1,-,46,90,48.58,41.07,3.0,0.64,2.36,19.03,-,-,46.0
46,臺北市,1996/12/25,大同,6.7,4.54,-,-,51,225,174.95,50.48,-,-,-,19.35,-,-,70.0
47,臺北市,1996/12/25,萬華,3.9,1.46,7.0,-,52,62,22.64,39.12,-,-,-,19.05,-,-,51.0
48,臺北市,1996/12/25,陽明,0.7,0.2,24.2,-,13,2,0.29,1.58,-,-,-,12.73,-,89.0,23.0
49,臺北市,1996/12/25,士林,2.2,0.88,16.1,-,42,44,16.99,27.07,-,-,-,19.14,-,-,42.0
50,臺北市,1996/12/24,松山,6.1,1.23,13.8,-,43,66,32.25,33.43,-,-,-,18.9,-,-,43.0
