序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
122,臺北市,1998/09/13,中山,3.1,0.6,21.3,-,33,-,27.17,6.06,21.11,2.258,0.13,2.13,30.28,-,-,33.0
123,臺北市,1998/09/13,大同,5.0,2.9,-,-,-,-,104.72,73.34,31.38,3.598,1.27,2.33,31.06,-,-,44.0
124,臺北市,1998/09/13,萬華,0.6,0.71,23.5,-,23,-,17.24,2.1,15.14,-,-,-,30.7,-,-,28.0
125,臺北市,1998/09/13,陽明,4.0,0.22,37.5,-,16,-,4.73,0.52,4.22,-,-,-,22.56,-,92.0,45.0
126,臺北市,1998/09/13,士林,4.5,0.52,26.4,-,35,-,13.31,1.75,11.57,-,-,-,30.23,-,-,35.0
127,臺北市,1998/09/12,松山,1.7,0.74,2.1,-,18,-,39.32,21.94,17.38,-,-,-,27.32,-,-,18.0
128,臺北市,1998/09/12,古亭,1.3,0.76,4.2,-,15,13,36.66,20.83,15.83,2.162,0.21,1.95,26.17,-,-,15.0
129,臺北市,1998/09/12,中山,1.7,0.79,3.2,-,21,-,39.28,22.44,16.84,2.252,0.2,2.06,27.1,-,-,21.0
130,臺北市,1998/09/12,大同,4.9,3.97,-,-,-,-,163.82,138.76,25.06,4.143,1.82,2.33,27.49,-,-,56.0
131,臺北市,1998/09/12,萬華,1.6,0.98,3.0,-,14,-,34.75,18.08,16.67,-,-,-,27.43,-,-,14.0
132,臺北市,1998/09/12,陽明,1.6,0.16,14.9,-,13,-,2.74,0.13,2.6,-,-,-,21.43,-,91.0,22.0
133,臺北市,1998/09/12,士林,0.7,0.43,8.4,-,20,-,12.24,4.65,7.58,-,-,-,27.37,-,-,20.0
134,臺北市,1998/09/11,松山,1.2,0.55,6.3,-,17,-,28.26,16.08,12.18,-,-,-,31.46,-,-,17.0
135,臺北市,1998/09/11,古亭,0.7,0.66,7.4,-,22,15,34.31,20.17,14.14,2.135,0.21,1.92,31.14,-,-,20.0
136,臺北市,1998/09/11,中山,1.2,0.8,7.7,-,22,-,34.32,19.1,15.23,2.362,0.24,2.12,31.33,-,-,22.0
137,臺北市,1998/09/11,大同,5.5,4.55,-,-,-,-,169.33,142.96,26.37,4.601,2.29,2.31,32.42,-,-,66.0
138,臺北市,1998/09/11,萬華,0.7,0.65,8.8,-,15,-,20.13,8.48,11.64,-,-,-,31.67,-,-,24.0
139,臺北市,1998/09/11,陽明,1.3,0.13,14.4,-,13,-,3.32,0.21,3.11,-,-,-,24.01,-,84.0,19.0
140,臺北市,1998/09/11,士林,0.2,0.4,9.4,-,17,-,12.33,5.38,6.95,-,-,-,30.94,-,-,17.0
141,臺北市,1998/09/10,松山,2.8,0.86,6.5,-,-,-,39.98,19.63,20.35,-,-,-,29.68,-,-,19.0
142,臺北市,1998/09/10,古亭,1.1,0.71,9.6,-,22,15,32.36,16.01,16.35,2.28,0.27,2.01,28.99,-,-,22.0
143,臺北市,1998/09/10,中山,2.4,0.84,9.3,-,27,-,36.54,17.41,19.13,2.306,0.2,2.1,29.39,-,-,27.0
144,臺北市,1998/09/10,大同,7.1,4.57,-,-,-,-,167.03,134.09,32.94,4.553,2.08,2.47,29.92,-,-,70.0
145,臺北市,1998/09/10,萬華,1.5,0.88,9.9,-,18,-,26.7,9.8,16.9,-,-,-,29.88,-,-,18.0
146,臺北市,1998/09/10,陽明,3.4,0.12,20.4,-,13,-,3.33,0.53,2.79,-,-,-,22.39,-,88.0,26.0
147,臺北市,1998/09/10,士林,3.2,0.42,13.1,-,28,-,14.58,5.2,9.37,-,-,-,29.62,-,-,28.0
148,臺北市,1998/09/09,松山,5.8,-,9.7,-,-,-,66.12,35.2,30.92,-,-,-,28.91,-,-,52.0
149,臺北市,1998/09/09,古亭,3.3,1.14,10.1,-,32,21,55.85,25.36,30.49,2.797,0.56,2.24,28.21,-,-,37.0
150,臺北市,1998/09/09,中山,4.9,1.29,12.2,-,43,-,57.22,28.92,28.3,2.932,0.46,2.48,28.77,-,-,43.0
151,臺北市,1998/09/09,大同,9.2,4.39,-,-,-,-,160.11,119.88,40.24,5.044,2.3,2.74,29.33,-,-,73.0
152,臺北市,1998/09/09,萬華,3.7,1.27,13.2,-,32,-,41.89,12.3,29.59,-,-,-,28.73,-,-,36.0
153,臺北市,1998/09/09,陽明,3.4,0.2,27.1,-,13,-,4.11,0.2,3.91,-,-,-,22.82,-,89.0,35.0
154,臺北市,1998/09/09,士林,3.3,0.81,15.9,-,36,-,32.11,14.82,17.29,-,-,-,28.4,-,-,36.0
155,臺北市,1998/09/08,松山,3.9,1.48,7.7,-,38,-,84.1,48.82,35.28,-,-,-,27.25,-,-,44.0
156,臺北市,1998/09/08,古亭,3.1,1.46,7.9,-,35,21,75.67,46.29,29.38,2.746,0.71,2.03,26.18,-,-,55.0
157,臺北市,1998/09/08,中山,4.5,1.78,5.1,-,47,-,80.07,49.49,30.58,3.055,0.79,2.27,27.29,-,-,47.0
158,臺北市,1998/09/08,大同,8.2,4.56,-,-,-,-,182.9,145.19,37.71,4.832,2.27,2.56,27.64,-,-,82.0
159,臺北市,1998/09/08,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
160,臺北市,1998/09/08,陽明,3.6,0.16,16.6,-,14,-,8.64,2.47,6.16,-,-,-,21.68,-,94.0,24.0
161,臺北市,1998/09/08,士林,3.1,1.43,5.1,-,45,-,64.74,38.06,26.68,-,-,-,26.74,-,-,45.0
162,臺北市,1998/09/07,松山,4.7,1.3,6.1,-,32,-,66.0,34.33,31.67,-,-,-,27.71,-,-,32.0
163,臺北市,1998/09/07,古亭,4.1,1.49,4.1,-,32,23,77.25,49.77,27.48,2.727,0.73,2.0,26.45,-,-,32.0
164,臺北市,1998/09/07,中山,4.1,1.47,6.0,-,38,-,59.31,30.88,28.43,2.993,0.69,2.3,27.32,-,-,38.0
165,臺北市,1998/09/07,大同,6.5,3.07,-,-,-,-,108.98,66.39,31.87,4.164,1.56,2.65,27.61,-,-,53.0
166,臺北市,1998/09/07,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
167,臺北市,1998/09/07,陽明,1.6,0.18,18.8,-,13,-,6.4,0.66,5.74,-,-,-,21.23,-,99.0,46.0
168,臺北市,1998/09/07,士林,2.3,1.05,7.5,-,38,-,40.66,18.35,22.31,-,-,-,26.56,-,-,38.0
169,臺北市,1998/09/06,松山,2.2,1.04,9.5,-,33,-,44.88,16.99,27.89,-,-,-,28.45,-,-,36.0
170,臺北市,1998/09/06,古亭,2.9,0.97,8.7,-,29,21,44.35,18.49,25.87,2.407,0.37,2.04,27.75,-,-,29.0
171,臺北市,1998/09/06,中山,2.9,1.01,8.7,-,43,-,43.11,18.75,24.36,2.787,0.32,2.47,28.51,-,-,43.0
172,臺北市,1998/09/06,大同,4.2,2.04,-,-,-,-,75.17,47.48,27.69,3.549,0.81,2.74,28.78,-,-,32.0
173,臺北市,1998/09/06,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,臺北市,1998/09/06,陽明,2.1,0.26,19.0,-,13,-,5.95,0.97,4.98,-,-,-,21.89,-,94.0,24.0
175,臺北市,1998/09/06,士林,1.0,0.84,8.5,-,39,-,27.09,11.44,15.66,-,-,-,27.76,-,-,39.0
176,臺北市,1998/09/05,松山,5.7,1.29,20.7,-,56,-,61.13,21.77,39.36,-,-,-,28.41,-,-,99.0
177,臺北市,1998/09/05,古亭,4.7,1.32,27.7,-,63,35,59.77,21.65,38.11,2.765,0.55,2.22,27.9,-,-,117.0
178,臺北市,1998/09/05,中山,6.9,1.45,17.6,-,69,-,62.22,22.74,39.48,3.003,0.53,2.47,28.49,-,-,68.0
179,臺北市,1998/09/05,大同,10.8,4.13,-,-,-,-,155.93,105.36,50.58,4.917,1.95,3.09,29.19,-,-,64.0
180,臺北市,1998/09/05,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
181,臺北市,1998/09/05,陽明,3.8,0.28,34.2,-,17,-,7.35,0.25,7.11,-,-,-,22.8,-,90.0,58.0
182,臺北市,1998/09/05,士林,4.1,1.18,16.6,-,70,-,43.28,15.02,28.26,-,-,-,27.78,-,-,62.0
183,臺北市,1998/09/04,松山,5.5,1.32,30.3,-,61,-,62.35,19.66,42.7,-,-,-,27.88,-,-,145.0
184,臺北市,1998/09/04,古亭,4.1,1.39,29.7,-,60,35,65.92,26.86,39.06,2.706,0.6,2.11,27.39,-,-,124.0
185,臺北市,1998/09/04,中山,6.2,1.55,27.5,-,80,-,68.81,21.74,47.07,3.182,0.59,2.6,28.01,-,-,133.0
186,臺北市,1998/09/04,大同,11.4,5.21,-,-,-,-,189.03,121.79,67.24,5.243,2.52,2.73,28.7,-,-,90.0
187,臺北市,1998/09/04,萬華,4.7,1.13,41.2,-,61,-,35.24,4.48,30.76,-,-,-,28.06,-,-,115.0
188,臺北市,1998/09/04,陽明,7.4,0.31,63.9,-,29,-,6.46,0.39,6.07,-,-,-,22.37,-,80.0,76.0
189,臺北市,1998/09/04,士林,6.6,1.04,35.1,-,65,-,39.85,7.47,32.38,-,-,-,27.61,-,-,115.0
190,臺北市,1998/09/03,松山,9.1,1.2,13.7,-,55,-,60.76,23.74,37.02,-,-,-,27.9,-,-,52.0
191,臺北市,1998/09/03,古亭,6.2,1.09,17.3,-,55,33,57.14,19.57,37.58,2.528,0.4,2.13,27.15,-,-,52.0
192,臺北市,1998/09/03,中山,8.4,1.16,16.7,-,61,-,52.84,14.91,37.92,2.732,0.41,2.32,27.96,-,-,55.0
193,臺北市,1998/09/03,大同,14.2,5.17,-,-,-,-,211.27,152.85,55.4,5.392,2.49,2.69,28.72,-,-,72.0
194,臺北市,1998/09/03,萬華,5.9,1.05,22.4,-,40,-,37.56,6.2,31.35,-,-,-,27.88,-,-,67.0
195,臺北市,1998/09/03,陽明,1.3,0.25,64.1,-,15,-,3.23,0.15,3.08,-,-,-,22.51,-,74.0,63.0
196,臺北市,1998/09/03,士林,6.4,0.88,28.7,-,51,-,35.65,9.41,26.24,-,-,-,27.98,-,-,51.0
197,臺北市,1998/09/02,松山,5.8,1.54,11.7,-,71,-,87.1,42.69,44.41,-,-,-,26.21,-,-,61.0
198,臺北市,1998/09/02,古亭,3.7,1.94,9.3,-,75,38,90.83,44.33,46.5,3.238,0.77,2.46,24.88,-,-,62.0
