序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1995/08/31,松山,2.9,0.74,8.1,-,30,28,12.77,15.37,-,-,-,30.15,-,-,30.0
2,臺北市,1995/08/31,古亭,2.7,0.83,8.4,-,30,39,22.03,17.16,-,-,-,30.53,-,-,31.0
3,臺北市,1995/08/31,中山,5.4,1.07,8.4,-,40,41,21.26,19.61,2.25,0.39,1.86,30.56,-,-,40.0
4,臺北市,1995/08/31,大同,15.1,3.98,-,-,50,151,121.65,29.81,4.08,1.87,2.21,31.21,-,-,82.0
5,臺北市,1995/08/31,萬華,4.6,0.77,14.7,-,33,26,8.66,17.68,-,-,-,30.36,-,-,68.0
6,臺北市,1995/08/31,陽明,1.6,0.17,22.1,-,15,8,5.4,2.35,-,-,-,23.27,-,85.0,34.0
7,臺北市,1995/08/31,士林,4.0,0.57,11.2,-,31,23,7.59,15.25,-,-,-,30.33,-,-,39.0
8,臺北市,1995/08/30,松山,1.5,0.5,6.2,-,29,19,9.69,9.53,-,-,-,28.98,-,-,29.0
9,臺北市,1995/08/30,古亭,0.1,0.24,6.7,-,19,15,8.23,6.34,-,-,-,29.43,-,-,19.0
10,臺北市,1995/08/30,中山,2.9,0.96,3.4,-,30,33,21.24,11.66,1.97,0.21,1.76,29.62,-,-,30.0
11,臺北市,1995/08/30,大同,11.7,3.65,-,-,43,141,121.0,20.11,3.52,1.59,1.93,30.39,-,-,52.0
12,臺北市,1995/08/30,萬華,0.5,0.56,6.0,-,20,15,5.84,8.81,-,-,-,29.56,-,-,20.0
13,臺北市,1995/08/30,陽明,1.6,0.13,12.3,-,13,9,7.42,2.04,-,-,-,22.24,-,91.0,14.0
14,臺北市,1995/08/30,士林,0.5,0.32,7.6,-,25,11,4.93,6.01,-,-,-,29.48,-,-,25.0
