序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1994/05/31,松山,13.5,1.17,5.8,-,50,-,-,-,-,-,-,25.86,-,-,50.0
2,臺北市,1994/05/31,古亭,9.8,1.4,11.0,-,37,53,24.57,26.16,2.53,0.55,1.99,25.55,-,-,37.0
3,臺北市,1994/05/31,中山,9.4,1.93,5.3,-,43,72,38.06,32.59,2.51,0.51,2.0,26.58,-,-,43.0
4,臺北市,1994/05/31,大同,19.9,7.2,-,-,127,265,215.29,56.12,5.7,3.33,2.38,27.43,-,-,125.0
5,臺北市,1994/05/31,萬華,11.2,1.25,7.9,-,26,39,11.0,26.89,-,-,-,26.41,-,-,26.0
6,臺北市,1994/05/31,陽明,0.8,0.34,36.4,-,36,2,0.04,0.96,-,-,-,21.46,-,96.0,41.0
7,臺北市,1994/05/31,士林,3.2,1.0,12.6,-,45,37,13.5,22.49,-,-,-,27.48,-,-,45.0
8,臺北市,1994/05/30,松山,8.2,1.03,11.0,-,53,-,-,-,-,-,-,25.35,-,-,51.0
9,臺北市,1994/05/30,古亭,7.2,1.15,12.7,-,36,48,19.18,26.31,2.4,0.31,2.09,25.91,-,-,36.0
10,臺北市,1994/05/30,中山,15.4,1.3,7.8,-,48,61,29.01,31.43,2.37,0.33,2.04,25.97,-,-,48.0
11,臺北市,1994/05/30,大同,24.3,5.78,-,-,113,229,180.71,53.7,5.12,2.75,2.37,26.87,-,-,86.0
12,臺北市,1994/05/30,萬華,7.4,1.21,11.9,-,32,39,10.79,27.01,-,-,-,26.18,-,-,32.0
13,臺北市,1994/05/30,陽明,2.7,0.25,32.5,-,19,4,0.14,3.01,-,-,-,19.57,-,94.0,34.0
14,臺北市,1994/05/30,士林,9.2,1.04,13.9,-,51,43,21.97,20.58,-,-,-,26.15,-,-,50.0
15,臺北市,1994/05/29,松山,5.7,1.66,7.9,-,67,66,28.24,36.65,-,-,-,24.28,-,-,58.0
16,臺北市,1994/05/29,古亭,7.9,2.37,4.8,-,80,108,65.58,40.62,3.17,0.71,2.47,23.82,-,-,65.0
17,臺北市,1994/05/29,中山,6.2,1.65,7.3,-,58,68,27.19,39.48,2.78,0.55,2.23,24.65,-,-,54.0
