序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
923,高雄市,2017/06/01,小港,8.5,0.17,-,10.6,25,9,21.43,7.73,13.7,1.878,0.081,1.797,2.2,1.94,28.53,5.67,4.33,86.99,18.07
924,高雄市,2017/06/01,鳳山,3.4,0.31,-,13.3,37,7,16.07,4.79,11.27,1.998,0.132,1.866,2.25,2.21,28.84,0,0,83.01,0
925,高雄市,2017/06/01,林園,2.4,0.07,-,20.3,20,9,3.9,1.16,2.75,1.811,0.021,1.79,2.52,2.32,28.83,-,-,82.43,-
926,高雄市,2017/06/01,大寮,5,0.3,-,12.8,33,-,14.24,4.25,9.99,2.051,0.132,1.92,2.45,2.18,27.68,-,-,88.38,-
927,高雄市,2017/06/01,仁武,2.7,0.19,-,19.8,34,5,9.85,2.39,7.47,1.895,0.049,1.847,2.65,2.37,28.38,-,-,82.43,-
928,高雄市,2017/06/01,橋頭,2,0.16,-,15,24,9,6.97,1.52,5.43,-,-,-,3.2,3.07,27.36,5,4.61,81.44,13.89
929,高雄市,2017/06/01,美濃,0.8,0.19,-,13.3,14,11,6.24,1.11,5.13,-,-,-,1.1,0.95,26.18,-,-,87.27,-
930,基隆市,2017/06/30,基隆,4.1,0.38,-,25.6,30,24,20.22,2.59,17.62,1.954,0.195,1.759,1.38,0.93,28.67,-,-,82.18,-
931,基隆市,2017/06/26,基隆,2.5,0.23,-,21.8,19,11,13.05,2.29,10.76,1.849,0.109,1.739,1.83,1.43,29.91,-,-,76.26,-
932,基隆市,2017/06/25,基隆,1.7,0.25,-,22.3,19,9,13.27,2.51,10.76,1.858,0.114,1.743,2.23,1.77,30.54,-,-,71.46,-
933,基隆市,2017/06/24,基隆,3.9,0.3,-,26.3,22,14,16.15,3.15,12.99,1.931,0.151,1.78,1.41,1.19,29.42,-,-,80.08,-
934,基隆市,2017/06/22,基隆,5,0.29,-,21.6,31,19,17.95,4.34,13.62,1.93,0.134,1.796,0.96,0.63,27.77,-,-,84.04,-
935,基隆市,2017/06/21,基隆,3.5,0.36,-,15.1,26,14,20.42,7.07,13.35,2.042,0.179,1.863,0.85,0.39,27.28,-,-,89.14,-
936,基隆市,2017/06/19,基隆,3.4,0.5,-,8.1,20,11,25.92,10.82,15.1,2.138,0.236,1.902,0.89,0.48,25.79,-,-,90.6,-
937,基隆市,2017/06/18,基隆,1.5,0.35,-,22.6,11,6,16.52,3.43,13.09,2.088,0.15,1.938,0.82,0.46,23.88,-,-,95.39,-
938,基隆市,2017/06/17,基隆,1,0.21,-,32.7,8,4,9.83,1.7,8.12,1.895,0.079,1.816,1.49,1.13,23.47,-,-,95.39,-
939,基隆市,2017/06/16,基隆,2.1,0.39,-,25.1,10,6,17.89,3.6,14.28,2.061,0.162,1.899,0.87,0.42,23.34,-,-,95.39,-
940,基隆市,2017/06/15,基隆,1.2,0.21,-,49.5,8,5,8.59,1.27,7.32,1.835,0.062,1.773,0.94,0.67,22.37,-,-,95.39,-
941,基隆市,2017/06/14,基隆,1.6,0.22,-,22.1,17,6,14.52,4.37,10.15,1.884,0.107,1.777,1.47,0.97,24.63,-,-,95.35,-
942,基隆市,2017/06/13,基隆,2.7,0.29,-,14.8,25,13,18.73,5.35,13.38,1.916,0.138,1.779,1.14,0.8,27.44,-,-,90.62,-
943,基隆市,2017/06/12,基隆,2.9,0.32,-,18.8,24,11,19.51,4.71,14.8,1.933,0.141,1.791,1.31,0.89,27.6,-,-,88.39,-
944,基隆市,2017/06/11,基隆,3,0.22,-,20.6,23,14,13.06,1.97,11.09,1.877,0.112,1.765,1.11,0.7,28.57,-,-,87.57,-
945,基隆市,2017/06/09,基隆,2.7,0.33,-,31.9,34,26,14.51,3.23,11.28,1.962,0.136,1.825,1.25,0.92,27.76,-,-,89.2,-
946,基隆市,2017/06/08,基隆,1.6,0.24,-,30.7,21,15,7.37,1.35,6.02,1.862,0.076,1.785,1.27,0.96,27.72,-,-,92.36,-
947,基隆市,2017/06/07,基隆,3.3,0.32,-,34,30,21,13.77,2.98,10.79,1.954,0.142,1.813,1.47,1.11,28.85,-,-,85.01,-
948,基隆市,2017/06/06,基隆,2.5,0.39,-,27.6,29,20,13.75,2.84,10.92,2.028,0.157,1.87,1.13,0.81,27.83,-,-,88.18,-
949,基隆市,2017/06/05,基隆,2.6,0.33,-,21.6,30,20,14.56,3.73,10.83,1.99,0.121,1.869,0.83,0.58,26.63,-,-,91.95,-
950,基隆市,2017/06/04,基隆,3,0.3,-,23.9,17,11,16.97,3,13.96,2.003,0.121,1.881,0.75,0.39,24.49,-,-,95.38,-
951,基隆市,2017/06/03,基隆,2.2,0.33,-,21.4,9,6,19.29,2.9,16.38,2.018,0.136,1.882,0.85,0.46,23.97,-,-,95.39,-
952,基隆市,2017/06/02,基隆,3.6,0.28,-,28.3,9,7,17.55,2.04,15.5,1.956,0.094,1.862,1.06,0.58,24.21,-,-,94.25,-
953,基隆市,2017/06/01,基隆,4.3,0.38,-,30.4,26,16,17.2,3.68,13.5,2.008,0.164,1.843,1.32,1.05,28.65,-,-,77.52,-
954,新竹市,2017/06/30,新竹,2.5,0.32,-,29.5,29,14,14.87,1.42,13.44,1.859,0.131,1.728,1.59,1.07,29.58,-,-,65.3,-
955,新竹市,2017/06/26,新竹,2.7,0.23,-,18,24,5,10.54,2.02,8.51,1.768,0.073,1.695,3.69,3.1,30.67,-,-,63.41,-
956,新竹市,2017/06/25,新竹,2.1,0.25,-,19.1,20,5,8.71,1.23,7.46,1.761,0.068,1.693,3.6,3.13,30.43,-,-,62.56,-
957,新竹市,2017/06/24,新竹,2.6,0.35,-,13.6,19,6,14.13,4.05,10.08,1.86,0.11,1.75,2.93,2.33,29.98,-,-,65.06,-
958,新竹市,2017/06/22,新竹,3.2,0.34,-,15.5,19,7,15.07,2.74,12.32,1.845,0.114,1.731,2.47,2.06,30.01,-,-,66.46,-
959,新竹市,2017/06/21,新竹,2.4,0.28,-,16,18,5,10.99,2.96,8.03,1.796,0.104,1.693,3.15,2.78,29.31,-,-,62.94,-
960,新竹市,2017/06/19,新竹,2.5,0.34,-,15,21,7,15.8,5.47,10.33,1.925,0.152,1.773,2.33,2,26.36,-,-,76.54,-
961,新竹市,2017/06/18,新竹,1.3,0.33,-,17.6,9,4,12.68,2.53,10.13,1.897,0.106,1.791,1.69,1.34,24.54,-,-,84.8,-
962,新竹市,2017/06/17,新竹,1.6,0.3,-,37,8,3,14.69,1.68,13.01,1.889,0.092,1.798,1.58,1.39,23.94,-,-,89.09,-
963,新竹市,2017/06/16,新竹,1.7,0.33,-,19.5,12,6,15.96,3.09,12.87,1.916,0.122,1.794,2,1.69,24.67,-,-,87.26,-
964,新竹市,2017/06/15,新竹,1.6,0.42,-,26.3,12,7,25.59,2.24,23.35,2.067,0.208,1.858,1.38,1.01,23.01,-,-,89.19,-
965,新竹市,2017/06/14,新竹,1.1,0.28,-,26,9,2,11.08,1.53,9.55,1.838,0.084,1.754,2.52,2.19,25.97,-,-,79.97,-
966,新竹市,2017/06/13,新竹,2.5,0.29,-,18,24,6,14.96,4.15,10.8,1.87,0.129,1.741,2.29,1.98,29.55,-,-,68.68,-
967,新竹市,2017/06/12,新竹,1.2,0.35,-,15.6,23,7,15.66,3.49,12.16,1.943,0.154,1.789,1.77,1.36,28.7,-,-,74.72,-
968,新竹市,2017/06/11,新竹,1.2,0.31,-,26.6,25,7,11.12,2.34,8.78,1.874,0.086,1.787,1.82,1.33,28.99,-,-,75.87,-
969,新竹市,2017/06/09,新竹,1.6,0.39,-,24.7,34,17,15.8,3.18,12.62,1.961,0.135,1.826,1.56,1.18,29.08,-,-,71.12,-
970,新竹市,2017/06/08,新竹,1.3,0.34,-,28.1,26,13,13.53,2.86,10.67,1.948,0.162,1.785,1.52,0.88,29.07,-,-,71.07,-
971,新竹市,2017/06/07,新竹,1.4,0.31,-,19,20,10,12.43,2.91,9.52,1.888,0.103,1.785,1.77,1.48,29.36,-,-,71.46,-
972,新竹市,2017/06/06,新竹,2.3,0.47,-,32,47,25,18.43,5.07,13.36,2.092,0.18,1.913,1.65,1.41,28.45,-,-,78.74,-
973,新竹市,2017/06/05,新竹,1.3,0.42,-,24.9,29,15,16.14,2.12,14.01,2.016,0.152,1.864,1.27,0.92,26.62,-,-,82.37,-
974,新竹市,2017/06/04,新竹,1.1,0.38,-,29.3,17,6,12.47,1.14,11.31,1.95,0.108,1.842,1.43,1.11,25.62,-,-,87.35,-
975,新竹市,2017/06/03,新竹,2.3,0.47,-,19.2,15,5,20.02,2.3,17.71,2.053,0.167,1.885,1.26,0.85,25.11,-,-,86.39,-
976,新竹市,2017/06/02,新竹,1,0.31,-,26.8,16,5,12.82,1.68,11.14,1.868,0.065,1.805,2.95,2.47,26.24,-,-,83.52,-
977,新竹市,2017/06/01,新竹,1.2,0.29,-,17,19,3,10.62,2.68,7.94,1.848,0.09,1.758,3.69,3.29,29.12,-,-,67.04,-
978,嘉義市,2017/06/30,嘉義,2.5,0.25,-,32.1,33,15,10.02,1.11,8.88,1.915,0.117,1.798,1.55,1.22,28.81,-,-,68.32,-
979,嘉義市,2017/06/26,嘉義,2.4,0.2,-,16.9,27,7,7.69,1.4,6.3,1.842,0.056,1.786,2.1,1.96,30.51,-,-,65.03,-
980,嘉義市,2017/06/25,嘉義,1.9,0.09,-,15.9,22,8,5.99,1.2,4.77,1.827,0.04,1.787,2.28,2.09,30.14,-,-,63.99,-
981,嘉義市,2017/06/24,嘉義,2.8,0.14,-,16.2,32,8,7.82,1.24,6.57,1.857,0.062,1.795,1.96,1.82,29.94,-,-,66.31,-
982,嘉義市,2017/06/22,嘉義,3.3,0.2,-,18.9,25,9,9.08,2.04,7.04,1.865,0.071,1.794,2.14,1.91,30.32,-,-,64.96,-
983,嘉義市,2017/06/21,嘉義,2.9,0.17,-,17.3,28,8,7.23,1.48,5.74,1.896,0.074,1.822,2.65,2.51,30.07,-,-,62.87,-
984,嘉義市,2017/06/19,嘉義,2.9,0.2,-,13.4,30,8,9.15,1.72,7.43,1.875,0.103,1.772,2.05,1.93,27.6,-,-,75.99,-
985,嘉義市,2017/06/18,嘉義,2.7,0.36,-,9.3,22,7,12.66,3.4,9.26,1.9,0.127,1.773,1.39,0.93,25.34,-,-,90.34,-
986,嘉義市,2017/06/17,嘉義,2.2,0.21,-,17.2,17,6,7.07,1.24,5.82,1.77,0.066,1.704,1.57,1.1,25.55,-,-,92.27,-
987,嘉義市,2017/06/16,嘉義,3.5,0.23,-,12.6,24,7,8.29,1.73,6.58,1.8,0.088,1.712,1.53,1.2,26.47,-,-,82.17,-
988,嘉義市,2017/06/15,嘉義,1.4,0.32,-,9,21,5,9.53,2.13,7.4,1.874,0.14,1.734,1.1,0.88,25.34,-,-,87.43,-
989,嘉義市,2017/06/14,嘉義,2.5,0.18,-,11.7,19,4,8.68,1.86,6.82,1.734,0.063,1.671,1.7,1.45,26,-,-,86.15,-
990,嘉義市,2017/06/13,嘉義,1.7,0.13,-,17.8,23,6,6.97,1.81,5.16,1.696,0.047,1.649,2.26,1.98,29.98,-,-,66.8,-
991,嘉義市,2017/06/12,嘉義,2.9,0.16,-,24.5,28,8,7.51,1.7,5.8,1.725,0.053,1.673,2.74,2.53,31.48,-,-,60.97,-
992,嘉義市,2017/06/11,嘉義,2.9,0.14,-,18.5,33,7,8.63,1.13,7.5,1.738,0.059,1.678,2.38,2.02,31.46,-,-,61.97,-
993,嘉義市,2017/06/09,嘉義,2.9,0.19,-,28.1,38,17,10.63,1.34,9.29,1.834,0.098,1.736,1.46,1.07,30.01,-,-,66.5,-
994,嘉義市,2017/06/08,嘉義,3.7,0.3,-,28.2,41,24,14.46,1.98,12.48,1.912,0.15,1.762,1.89,1.15,30.1,-,-,68.91,-
995,嘉義市,2017/06/07,嘉義,3,0.23,-,30.7,38,19,9.57,1.26,8.31,1.851,0.112,1.739,1.66,1.25,29.9,-,-,69.58,-
996,嘉義市,2017/06/06,嘉義,3,0.21,-,25.2,34,11,8.12,2.03,6.09,1.8,0.091,1.709,1.77,1.59,29.67,-,-,69.53,-
997,嘉義市,2017/06/05,嘉義,2.5,0.24,-,22.2,36,9,-,-,-,1.888,0.107,1.78,1.33,1.14,28.16,-,-,77.12,-
998,嘉義市,2017/06/04,嘉義,1.2,0.2,-,24.5,20,6,6.25,1.72,4.53,1.779,0.071,1.709,1.54,1.43,26.48,-,-,85.13,-
999,嘉義市,2017/06/03,嘉義,1.5,0.12,-,21.9,30,10,5.12,1.28,3.84,1.699,0.033,1.666,2.86,2.79,27.28,-,-,89.73,-
1000,嘉義市,2017/06/02,嘉義,2.3,0.12,-,19.1,30,7,-,-,-,1.679,0.037,1.642,3.28,2.91,27.09,-,-,88.45,-
1001,嘉義市,2017/06/01,嘉義,3.4,0.24,-,12.6,30,11,-,-,-,1.794,0.083,1.71,1.75,1.31,27.32,-,-,81.8,-
1002,宜蘭縣,2017/06/30,宜蘭,1.7,0.21,434.36,18.9,32,11,5.78,1.2,4.56,-,-,-,1.55,1.02,30.12,-,-,77.3,-
1003,宜蘭縣,2017/06/30,冬山,1.7,0.19,-,18.7,35,14,11,3.65,7.35,-,-,-,1.79,1.17,29.49,0,0,76,0
1004,宜蘭縣,2017/06/26,宜蘭,2.3,0.2,432.61,21,29,9,6.66,1.12,5.52,-,-,-,1.45,1.04,30.52,-,-,75.21,-
1005,宜蘭縣,2017/06/26,冬山,2.9,0.15,-,18.5,36,12,11.91,4.46,7.45,-,-,-,1.56,1.38,29.08,0,0,78.57,0
1006,宜蘭縣,2017/06/25,宜蘭,2.5,0.19,431.81,25.5,31,11,5.53,0.95,4.58,-,-,-,1.48,1.16,30.48,-,-,76.93,-
1007,宜蘭縣,2017/06/25,冬山,1.2,0.17,-,18.7,35,14,9.21,2.54,6.68,-,-,-,1.68,1.28,29.49,0,0,77.94,0
1008,宜蘭縣,2017/06/24,宜蘭,2.2,0.23,437.01,24.1,32,11,6.55,1.38,5.17,-,-,-,1.55,1.02,29.61,-,-,81.55,-
1009,宜蘭縣,2017/06/24,冬山,2.4,0.18,-,25.2,36,12,9.95,2.79,7.16,-,-,-,1.44,1,29.12,0,0,80.65,0
1010,宜蘭縣,2017/06/22,宜蘭,1.9,0.24,431.2,31.1,30,11,6.55,1.35,5.2,-,-,-,1.28,0.98,29.5,-,-,74.59,-
1011,宜蘭縣,2017/06/22,冬山,2.1,0.26,-,25.2,42,14,14.74,4.57,10.18,-,-,-,1.49,0.87,28.52,0,0,77.26,0
1012,宜蘭縣,2017/06/21,宜蘭,2.1,0.31,428.65,22.3,34,11,9.73,1.92,7.81,-,-,-,1.03,0.73,28.35,-,-,78.75,-
1013,宜蘭縣,2017/06/21,冬山,3.6,0.28,-,21.4,41,12,15.37,4.6,10.78,-,-,-,1.08,0.8,27.51,0,0,78.58,0
1014,宜蘭縣,2017/06/19,宜蘭,2.2,0.29,429.67,14,22,3,9.38,1.83,7.54,-,-,-,1,0.53,26.45,-,-,87.47,-
1015,宜蘭縣,2017/06/19,冬山,2,0.27,-,12.4,29,5,16.19,5.82,10.37,-,-,-,1.16,0.77,25.39,0,0,89.18,0
1016,宜蘭縣,2017/06/18,宜蘭,1.8,0.25,419.07,34.2,10,2,7.25,0.7,6.53,-,-,-,0.85,0.54,24.99,-,-,93.15,-
1017,宜蘭縣,2017/06/18,冬山,0.7,0.22,-,29.4,15,5,11.68,2.56,9.12,-,-,-,0.99,0.66,24.15,1.13,5.54,93.89,3.47
1018,宜蘭縣,2017/06/17,宜蘭,2.2,0.27,425.54,31.6,13,2,7.48,1.05,6.38,-,-,-,1.24,0.87,24.75,-,-,92.79,-
1019,宜蘭縣,2017/06/17,冬山,1.9,0.24,-,28.9,20,4,14.06,4.72,9.34,-,-,-,1.4,0.86,24.09,1.75,4.95,93.22,6.56
1020,宜蘭縣,2017/06/16,宜蘭,2.2,0.28,419.6,38.3,13,2,7.1,0.61,6.47,-,-,-,0.98,0.7,25.01,-,-,90.63,-
1021,宜蘭縣,2017/06/16,冬山,1.5,0.22,-,37.1,19,4,12.04,2.84,9.19,-,-,-,1.08,0.86,24.3,0.58,5.02,90.68,11.35
1022,宜蘭縣,2017/06/15,宜蘭,1.4,0.22,410.76,48.8,12,2,5.8,0.75,5.05,-,-,-,1.09,0.61,23.57,-,-,92.53,-
1023,宜蘭縣,2017/06/15,冬山,1.5,0.16,-,44.8,13,3,10.58,1.67,8.9,-,-,-,1.59,1.32,22.97,2.1,4.79,92.98,8.9
1024,宜蘭縣,2017/06/14,宜蘭,2.1,0.26,426.34,17.6,19,5,9.17,1.47,7.66,-,-,-,1.16,0.66,26.44,-,-,89.95,-
1025,宜蘭縣,2017/06/14,冬山,1.7,0.21,-,18.1,29,6,15.81,6.37,9.44,-,-,-,1.41,0.9,25.6,2.64,5.18,92.45,4.56
1026,宜蘭縣,2017/06/13,宜蘭,3,0.25,424.01,19.7,26,7,5.64,1.2,4.44,-,-,-,1.31,0.96,28.93,-,-,81.95,-
1027,宜蘭縣,2017/06/13,冬山,1.5,0.17,-,14.2,30,6,8.8,2.9,5.9,-,-,-,1.54,1.07,-,2.75,4.37,85.55,8.21
1028,宜蘭縣,2017/06/12,宜蘭,3.2,0.22,428.81,21.3,24,8,6.04,1.54,4.49,-,-,-,1.47,1.07,28.64,-,-,80.55,-
1029,宜蘭縣,2017/06/12,冬山,1.4,0.2,-,16.2,26,7,12.26,4.15,8.1,-,-,-,1.43,1.18,29.95,2.1,4.83,77.96,5.86
1030,宜蘭縣,2017/06/11,宜蘭,2.2,0.16,431.91,21.1,29,10,4.44,0.93,3.49,-,-,-,1.39,0.81,29.7,-,-,79.32,-
1031,宜蘭縣,2017/06/11,冬山,3.8,0.19,-,16.7,29,8,10.22,3.8,6.42,-,-,-,1.77,1.06,30.67,0.75,5.58,74.05,6.06
1032,宜蘭縣,2017/06/09,宜蘭,1.8,0.23,432.7,23.3,29,9,7.41,1.32,6.08,-,-,-,1.3,0.74,28.35,-,-,81.56,-
1033,宜蘭縣,2017/06/09,冬山,3.5,0.34,-,17.5,38,12,19.17,6.75,12.42,-,-,-,1.53,1.06,29.31,0,0,74.04,0
1034,宜蘭縣,2017/06/08,宜蘭,3,0.26,427.79,21.9,27,8,6.67,1.07,5.6,-,-,-,1.5,1.01,28.01,-,-,85.19,-
1035,宜蘭縣,2017/06/08,冬山,2.7,0.23,-,21.5,34,11,12.87,3.8,9.07,-,-,-,1.7,1.3,28.45,0,0,80.3,0
1036,宜蘭縣,2017/06/07,宜蘭,2.3,0.24,433.91,27.2,28,9,6.94,1.15,5.79,-,-,-,1.37,0.78,28.54,-,-,79.42,-
1037,宜蘭縣,2017/06/07,冬山,3.7,0.28,-,23.1,38,12,15.32,4.76,10.57,-,-,-,1.59,0.96,29.52,0.83,4.37,77.94,27.45
1038,宜蘭縣,2017/06/06,宜蘭,2.8,0.29,431.32,24.7,26,10,6.67,0.95,5.71,-,-,-,1.32,0.98,28.83,-,-,78,-
1039,宜蘭縣,2017/06/06,冬山,3.3,0.27,-,19.9,35,11,13.82,4.12,9.7,-,-,-,1.63,1.19,30.01,0.5,5.2,75.08,20.93
1040,宜蘭縣,2017/06/05,宜蘭,2.1,0.25,426.77,27,27,11,5.58,1.13,4.45,-,-,-,1.15,0.8,27.28,-,-,82.52,-
1041,宜蘭縣,2017/06/05,冬山,2.5,0.27,-,23.3,32,11,13.68,4.16,9.52,-,-,-,1.49,1.25,27.95,0,0,82.58,0
1042,宜蘭縣,2017/06/04,宜蘭,1.9,0.24,422.28,32.5,19,6,6.43,1.57,4.84,-,-,-,1.1,0.86,26.36,-,-,84.58,-
1043,宜蘭縣,2017/06/04,冬山,2.9,0.25,-,29.3,20,6,9.52,2.34,7.18,-,-,-,1.76,1.27,26.84,0.75,4.71,87.74,14.29
1044,宜蘭縣,2017/06/03,宜蘭,1.6,0.33,422.57,29.1,19,6,9.58,0.79,8.76,-,-,-,0.91,0.55,25.06,-,-,89.01,-
1045,宜蘭縣,2017/06/03,冬山,2.2,0.34,-,27.9,16,4,16.42,3.1,13.32,-,-,-,1.2,0.88,24.7,2.88,4.87,93.41,7.98
1046,宜蘭縣,2017/06/02,宜蘭,2.1,0.35,424.48,27.5,22,9,10.74,1.02,9.71,-,-,-,1,0.68,25.49,-,-,87.73,-
1047,宜蘭縣,2017/06/02,冬山,2.8,0.41,-,19.7,25,7,21.15,4.83,16.32,-,-,-,1.21,0.82,25.14,3.73,5.58,89.69,7.55
1048,宜蘭縣,2017/06/01,宜蘭,3,0.31,440.9,40.6,39,18,6.98,0.73,6.23,-,-,-,1.34,1.11,28.37,-,-,74.01,-
1049,宜蘭縣,2017/06/01,冬山,2.4,0.34,-,32,42,17,13.57,2.93,10.63,-,-,-,1.5,1.23,28.57,0,0,74.7,0
1050,桃園市,2017/06/30,桃園,6.3,0.44,-,27.7,44,24,25.62,3.31,22.31,2.261,0.281,1.98,1.03,0.49,28.96,-,-,73.93,-
1051,桃園市,2017/06/30,中壢,2.8,0.92,-,19.2,46,21,43.12,19.3,23.82,2.198,0.355,1.843,1.24,0.8,28.29,-,-,74.31,-
1052,桃園市,2017/06/30,大園,4.2,0.3,-,29.2,40,21,18.7,2.75,15.96,-,-,-,2.28,1.76,29.45,-,-,73.82,-
1053,桃園市,2017/06/30,龍潭,2.4,0.29,-,29,43,18,14.17,2.5,11.67,-,-,-,1.77,1.4,28.38,-,-,73.3,-
1054,桃園市,2017/06/30,平鎮,3.2,0.32,-,29.1,37,14,20.21,3.76,16.46,-,-,-,1.81,1.46,27.95,-,-,76.1,-
1055,桃園市,2017/06/30,觀音,3.7,0.24,-,37.2,44,21,11.95,1.34,10.56,-,-,-,1.62,1.28,27.88,0,0,78.55,0
1056,桃園市,2017/06/26,桃園,3,0.23,-,21.7,28,11,13.1,2.47,10.61,1.984,0.105,1.879,1.83,1.48,31.7,-,-,61.82,-
1057,桃園市,2017/06/26,中壢,3.6,1,-,10.9,41,9,47.8,28.61,19.19,2.116,0.33,1.785,1.77,1.31,30.44,-,-,68.18,-
1058,桃園市,2017/06/26,大園,2.5,0.12,-,22.2,31,10,7.02,1.99,5.04,-,-,-,5.86,5.8,29.82,-,-,66.75,-
1059,桃園市,2017/06/26,龍潭,2.7,0.21,-,21.4,38,11,11.29,3.03,8.26,-,-,-,4.03,3.79,29.09,-,-,66.25,-
1060,桃園市,2017/06/26,平鎮,2.1,0.19,-,16.8,30,8,14.36,2.93,11.43,-,-,-,3.46,3.1,28.71,-,-,72.73,-
1061,桃園市,2017/06/26,觀音,1.3,0.1,-,19.4,39,9,6.25,1.3,4.92,-,-,-,7.02,6.89,30.03,0,0,79,0
1062,桃園市,2017/06/25,桃園,2.3,0.22,-,18.7,22,7,10.94,1.36,9.56,1.98,0.086,1.894,1.94,1.51,30.81,-,-,63.39,-
1063,桃園市,2017/06/25,中壢,2.1,0.78,-,10.6,36,10,38.52,24.44,14.07,2.001,0.226,1.774,1.83,1.41,30.13,-,-,67.13,-
1064,桃園市,2017/06/25,大園,2.7,0.11,-,21.3,25,8,5.68,1.73,3.96,-,-,-,6.05,5.9,29.46,-,-,67.06,-
1065,桃園市,2017/06/25,龍潭,2.4,0.19,-,19.7,36,10,8.1,1.96,6.15,-,-,-,3.86,3.79,28.49,-,-,67.77,-
1066,桃園市,2017/06/25,平鎮,1.6,0.18,-,17.2,29,6,10.9,1.7,9.19,-,-,-,4.1,3.56,28.34,-,-,72.15,-
1067,桃園市,2017/06/25,觀音,2,0.1,-,19.1,33,11,5.35,0.55,4.74,-,-,-,7.14,6.97,29.67,0,0,80.16,0
1068,桃園市,2017/06/24,桃園,4.3,0.38,-,15.6,26,12,18.8,5.31,13.49,2.078,0.183,1.895,1.66,1.35,30.41,-,-,67.08,-
1069,桃園市,2017/06/24,中壢,2.5,0.99,-,8.7,35,10,48.48,30.57,17.92,2.145,0.338,1.807,1.59,1.23,29.84,-,-,69.24,-
1070,桃園市,2017/06/24,大園,3.2,0.17,-,16.3,25,9,9.12,2.03,7.08,-,-,-,4.71,4.5,29.14,-,-,68.88,-
1071,桃園市,2017/06/24,龍潭,2.1,0.21,-,17.4,27,11,9.59,2.82,6.77,-,-,-,3.62,3.53,28.55,-,-,68.06,-
1072,桃園市,2017/06/24,平鎮,2.4,0.22,-,14.6,29,10,15.39,4.85,10.54,-,-,-,3.14,2.8,28.2,-,-,73.45,-
1073,桃園市,2017/06/24,觀音,1.8,0.13,-,14.5,29,9,7.69,1.12,6.55,-,-,-,5.58,5.34,29.38,0,0,81.86,0
1074,桃園市,2017/06/22,桃園,5.9,0.44,-,18,32,14,23.44,7.11,16.33,2.161,0.218,1.943,1.4,1.1,30.39,-,-,69.11,-
1075,桃園市,2017/06/22,中壢,4.9,1.17,-,7.7,39,12,57.64,36.34,21.3,2.269,0.423,1.846,1.34,0.98,29.39,-,-,72.76,-
1076,桃園市,2017/06/22,大園,3.8,0.2,-,17.3,25,11,12.12,3.55,8.57,-,-,-,3.8,3.6,29.06,-,-,70.67,-
1077,桃園市,2017/06/22,龍潭,2.5,0.25,-,19.9,33,12,12.31,3.92,8.38,-,-,-,2.48,2.18,28.37,-,-,71.42,-
1078,桃園市,2017/06/22,平鎮,4.1,0.27,-,13.8,33,9,18.62,5.41,13.21,-,-,-,2.33,2.17,29.7,-,-,73.27,-
1079,桃園市,2017/06/22,觀音,2.5,0.14,-,16.8,25,8,8.13,1.19,6.96,-,-,-,4.19,4.21,29.39,0,0,81.59,0
1080,桃園市,2017/06/21,桃園,4.9,0.36,-,15,28,12,19.27,4.12,15.15,2.127,0.208,1.919,1.21,0.91,29.43,-,-,69.38,-
1081,桃園市,2017/06/21,中壢,6.4,1.3,-,8,39,15,56.34,36.51,19.83,2.307,0.452,1.855,1.41,1.09,29.01,-,-,70.64,-
1082,桃園市,2017/06/21,大園,4.4,0.18,-,17.5,25,10,11.67,3.97,7.71,-,-,-,4.03,3.86,28.72,-,-,67.76,-
1083,桃園市,2017/06/21,龍潭,2.4,0.21,-,16.4,33,10,11.2,3.58,7.62,-,-,-,2.49,2.37,27.81,-,-,68.55,-
1084,桃園市,2017/06/21,平鎮,4,0.25,-,14.6,32,7,18.54,5.48,13.07,-,-,-,2.77,2.47,29.23,-,-,70.84,-
1085,桃園市,2017/06/21,觀音,2.4,0.09,-,17.8,33,7,6.61,1.19,5.37,-,-,-,5.43,5.48,29.42,0,0,78.17,0
1086,桃園市,2017/06/19,桃園,5.1,0.66,-,9.4,30,14,32.98,13.18,19.8,2.432,0.376,2.057,0.94,0.61,26.34,-,-,83.14,-
1087,桃園市,2017/06/19,中壢,5.5,1.55,-,4.8,42,10,74.42,51.9,22.52,2.56,0.579,1.981,1.2,0.85,25.97,-,-,82.81,-
1088,桃園市,2017/06/19,大園,3.3,0.38,-,16.1,29,11,21.23,9.82,11.43,-,-,-,3.26,3.1,26.6,-,-,82.77,-
1089,桃園市,2017/06/19,龍潭,1.8,0.29,-,9.7,33,9,14.71,6.7,8.01,-,-,-,1.8,1.59,24.93,-,-,79.36,-
1090,桃園市,2017/06/19,平鎮,2.1,0.39,-,11.9,27,8,23.96,9.92,14.03,-,-,-,2.27,1.99,26.14,-,-,84.03,-
