序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
22,臺北市,2015/03/28,松山,2.6,0.4,434.42,32.2,21,8,23.38,3.67,19.71,1.61,17.49,67.81
23,臺北市,2015/03/28,古亭,3.7,0.51,-,27.9,33,13,28.25,5.17,23.09,1.78,18.1,67.86
24,臺北市,2015/03/28,中山,3.5,0.64,-,23.6,45,12,39.64,10.05,29.59,1.79,18.44,71.92
25,臺北市,2015/03/28,大同,4.3,1.37,-,-,37,11,84.54,44.84,39.7,-,-,-
26,臺北市,2015/03/28,萬華,3.9,0.56,-,25.7,28,10,35.18,5.9,29.28,1.78,18.16,66.63
27,臺北市,2015/03/28,陽明,1.6,0.25,407.02,53.7,16,13,4.21,1.02,3.19,-,12.32,79.83
28,臺北市,2015/03/28,士林,3.0,0.58,-,25.8,-,11,29.02,8.46,20.56,1.38,17.79,69.63
29,臺北市,2015/03/27,松山,1.3,0.78,444.38,17.5,15,10,49.29,18.28,31.01,1.41,17.83,84.29
30,臺北市,2015/03/27,古亭,1.1,0.84,-,15.3,28,12,46.71,16.59,30.12,1.49,17.86,89.51
31,臺北市,2015/03/27,中山,2.4,1.29,-,10.2,47,13,79.94,41.37,38.56,1.43,18.53,88.89
32,臺北市,2015/03/27,大同,2.7,1.88,-,-,33,12,101.45,63.95,37.49,-,-,-
33,臺北市,2015/03/27,萬華,1.9,1.02,-,15.6,19,15,59.48,24.25,35.22,1.53,17.9,85.36
34,臺北市,2015/03/27,陽明,2.0,0.22,411.13,48.6,6,3,2.94,0.72,2.19,-,12.09,97.33
35,臺北市,2015/03/27,士林,2.3,0.63,-,21.2,-,8,36.89,12.76,24.12,1.64,17.71,83.94
36,臺北市,2015/03/26,松山,2.5,0.64,426.51,22.8,19,6,46.98,18.69,28.29,1.46,18.56,85.96
37,臺北市,2015/03/26,古亭,2.1,0.92,-,17.0,31,11,58.87,26.99,31.88,1.94,18.77,92.11
38,臺北市,2015/03/26,中山,2.2,0.9,-,17.9,40,14,63.08,29.28,33.8,1.85,19.51,87.03
39,臺北市,2015/03/26,大同,3.1,1.64,-,-,38,13,123.73,82.27,41.46,-,-,-
40,臺北市,2015/03/26,萬華,3.1,0.82,-,17.9,18,12,62.59,27.72,34.87,2.03,18.97,85.16
41,臺北市,2015/03/26,陽明,1.6,0.17,398.93,48.8,5,3,2.15,0.69,1.48,-,13.07,100.0
42,臺北市,2015/03/26,士林,1.3,0.34,-,36.5,20,7,18.94,3.57,15.39,2.06,19.34,78.08
43,臺北市,2015/03/25,松山,2.2,0.31,413.21,38.7,20,7,21.7,2.6,19.11,2.1,14.8,87.07
44,臺北市,2015/03/25,古亭,1.8,0.34,-,34.3,30,9,21.35,3.3,18.06,2.86,14.95,93.51
45,臺北市,2015/03/25,中山,2.6,0.44,-,31.8,41,8,31.0,5.93,25.07,2.74,15.73,88.52
46,臺北市,2015/03/25,大同,3.3,1.19,-,-,39,7,80.74,45.0,35.74,-,-,-
47,臺北市,2015/03/25,萬華,2.3,0.37,-,32.6,21,8,28.84,4.28,24.57,1.91,15.17,85.85
48,臺北市,2015/03/25,陽明,0.8,0.16,404.26,54.0,5,2,1.76,0.57,1.22,-,8.88,99.89
49,臺北市,2015/03/25,士林,1.3,0.22,-,48.9,20,5,10.88,0.79,10.1,2.77,15.37,77.45
50,臺北市,2015/03/24,松山,2.9,0.32,412.62,44.0,30,10,20.0,3.02,16.98,2.48,15.7,84.23
51,臺北市,2015/03/24,古亭,2.0,0.31,-,41.0,46,12,15.46,2.33,13.13,3.6,15.95,87.92
52,臺北市,2015/03/24,中山,2.4,0.44,-,38.6,50,9,24.64,5.11,19.53,3.11,16.86,82.81
53,臺北市,2015/03/24,大同,2.7,0.92,-,-,43,9,57.51,27.28,30.23,-,-,-
54,臺北市,2015/03/24,萬華,2.2,0.35,-,40.2,33,11,22.1,3.06,19.02,3.63,16.3,81.13
55,臺北市,2015/03/24,陽明,0.6,0.17,403.26,56.3,7,3,1.91,0.34,1.51,-,9.05,100.0
56,臺北市,2015/03/24,士林,1.7,0.23,-,53.9,25,6,8.05,1.82,6.24,3.26,16.76,71.94
57,臺北市,2015/03/23,松山,2.2,0.44,416.64,48.5,67,20,23.6,2.66,20.94,2.1,17.39,80.23
58,臺北市,2015/03/23,古亭,2.0,0.47,-,42.6,-,22,22.84,2.9,19.94,2.85,17.47,85.55
59,臺北市,2015/03/23,中山,3.0,0.58,-,40.6,88,23,33.61,6.58,27.03,2.43,18.2,82.43
60,臺北市,2015/03/23,大同,3.2,1.32,-,-,76,19,86.38,45.43,40.95,-,-,-
61,臺北市,2015/03/23,萬華,2.8,0.51,-,41.1,67,22,31.17,3.29,27.89,2.44,17.72,80.27
62,臺北市,2015/03/23,陽明,1.1,0.25,409.88,64.5,25,13,3.52,0.74,2.78,-,10.9,99.03
63,臺北市,2015/03/23,士林,2.6,0.36,-,54.0,66,18,14.99,0.69,14.3,2.6,17.42,76.6
64,臺北市,2015/03/22,松山,4.2,0.49,417.79,60.1,86,35,16.08,1.26,14.82,2.35,19.12,68.18
65,臺北市,2015/03/22,古亭,2.9,0.46,-,55.0,-,38,13.65,1.47,12.17,3.6,19.24,70.67
66,臺北市,2015/03/22,中山,3.4,0.56,-,55.7,109,41,19.44,1.88,17.56,2.74,20.05,69.34
67,臺北市,2015/03/22,大同,3.6,0.87,-,-,96,34,45.71,13.81,31.91,-,-,-
68,臺北市,2015/03/22,萬華,4.6,0.5,-,55.4,81,40,21.56,2.19,19.37,3.46,19.49,67.52
69,臺北市,2015/03/22,陽明,2.6,0.35,410.48,68.9,41,24,3.04,0.26,2.86,-,11.67,96.48
70,臺北市,2015/03/22,士林,2.5,0.4,-,66.0,71,35,9.87,1.55,8.32,3.13,19.68,64.97
71,臺北市,2015/03/21,松山,1.8,0.46,418.43,39.9,28,14,17.31,2.4,14.91,2.24,19.97,81.49
72,臺北市,2015/03/21,古亭,2.4,0.49,-,32.7,-,15,18.85,2.66,16.19,2.73,20.29,83.03
73,臺北市,2015/03/21,中山,2.0,0.6,-,32.9,42,14,24.11,3.48,20.63,2.45,21.04,81.41
74,臺北市,2015/03/21,大同,2.1,1.3,-,-,39,10,64.18,30.85,33.33,-,-,-
75,臺北市,2015/03/21,萬華,2.1,0.5,-,34.7,27,13,22.71,2.96,19.74,2.72,20.51,80.44
76,臺北市,2015/03/21,陽明,0.6,0.32,412.5,43.4,10,7,3.54,0.96,2.59,-,14.79,99.39
77,臺北市,2015/03/21,士林,1.6,0.42,-,37.7,24,11,14.86,1.52,13.39,1.64,20.9,77.54
78,臺北市,2015/03/20,松山,4.1,0.77,429.99,30.7,73,33,35.92,6.96,28.96,1.86,23.56,76.27
79,臺北市,2015/03/20,古亭,3.2,0.77,-,26.6,-,41,31.07,5.0,26.08,2.03,23.62,78.87
80,臺北市,2015/03/20,中山,6.0,0.89,-,26.7,95,35,39.25,9.89,29.36,2.01,24.05,78.65
81,臺北市,2015/03/20,大同,5.4,1.56,-,-,81,30,63.56,28.94,34.62,-,-,-
82,臺北市,2015/03/20,萬華,5.5,0.74,-,29.5,68,36,32.04,4.92,27.11,2.05,23.45,78.94
83,臺北市,2015/03/20,陽明,2.4,0.35,410.24,53.4,20,17,4.88,0.42,4.41,-,18.64,94.03
84,臺北市,2015/03/20,士林,3.8,0.49,-,32.3,59,30,20.36,2.97,17.39,1.8,23.44,77.09
85,臺北市,2015/03/19,松山,6.5,0.61,427.77,21.6,68,26,36.72,11.16,25.56,1.83,24.66,71.62
86,臺北市,2015/03/19,古亭,3.9,0.62,-,17.4,78,28,34.16,9.77,24.39,2.15,24.48,75.88
87,臺北市,2015/03/19,中山,11.9,0.77,-,15.8,88,31,47.78,15.24,32.54,1.96,25.63,72.97
88,臺北市,2015/03/19,大同,10.9,2.04,-,-,79,31,99.0,60.72,38.28,-,-,-
89,臺北市,2015/03/19,萬華,8.7,0.67,-,18.3,59,30,40.56,11.13,29.43,1.99,25.01,73.64
90,臺北市,2015/03/19,陽明,2.8,0.23,402.43,42.1,26,20,6.79,0.84,5.97,-,19.54,85.81
91,臺北市,2015/03/19,士林,4.7,0.44,-,29.7,56,27,29.21,8.08,21.14,1.99,25.57,69.92
92,臺北市,2015/03/18,松山,4.7,0.5,438.21,21.1,53,25,38.03,10.86,27.16,1.46,25.39,71.1
93,臺北市,2015/03/18,古亭,3.7,0.61,-,18.5,65,22,31.46,7.54,23.92,1.6,25.59,72.95
94,臺北市,2015/03/18,中山,4.6,0.92,-,15.9,84,28,45.12,15.25,29.88,1.55,26.12,73.21
95,臺北市,2015/03/18,大同,4.1,1.89,-,-,74,25,74.01,40.6,33.4,-,-,-
96,臺北市,2015/03/18,萬華,3.5,0.77,-,16.1,52,26,36.64,8.83,27.82,1.31,26.66,69.66
97,臺北市,2015/03/18,陽明,2.0,0.28,416.26,43.7,31,22,9.07,0.4,8.63,-,19.36,90.66
98,臺北市,2015/03/18,士林,3.6,0.45,-,22.7,53,25,24.44,5.06,19.38,1.63,25.3,73.73
99,臺北市,2015/03/17,松山,4.5,0.53,448.72,24.4,63,36,47.06,12.97,34.09,1.24,23.85,78.74
100,臺北市,2015/03/17,古亭,3.8,0.97,-,20.7,89,48,44.93,10.1,34.83,1.24,24.29,80.92
101,臺北市,2015/03/17,中山,4.3,1.13,-,17.3,97,42,56.79,19.1,37.69,1.28,24.64,81.05
102,臺北市,2015/03/17,大同,4.3,1.73,-,-,85,41,85.11,43.98,41.13,-,-,-
103,臺北市,2015/03/17,萬華,4.6,1.07,-,17.4,73,44,51.9,12.09,39.81,0.91,27.12,71.43
104,臺北市,2015/03/17,陽明,2.4,0.38,426.97,46.8,32,27,8.28,0.41,7.86,-,18.82,96.25
105,臺北市,2015/03/17,士林,3.9,0.67,-,25.4,60,40,33.08,8.18,24.9,1.35,24.11,78.94
106,臺北市,2015/03/16,松山,8.1,0.56,437.3,17.1,61,36,41.1,9.27,31.83,1.28,22.29,81.57
107,臺北市,2015/03/16,古亭,9.7,0.86,-,13.1,77,46,48.69,12.27,36.42,1.29,23.21,79.79
108,臺北市,2015/03/16,中山,9.1,0.99,-,11.0,90,40,59.36,21.39,37.97,1.33,23.43,81.93
109,臺北市,2015/03/16,大同,9.4,1.63,-,-,81,40,90.07,50.69,39.38,-,-,-
110,臺北市,2015/03/16,萬華,9.8,0.93,-,12.3,63,43,58.1,17.94,40.16,1.13,23.39,79.42
111,臺北市,2015/03/16,陽明,1.7,0.33,416.86,45.0,34,27,6.06,0.29,5.82,-,18.25,96.61
112,臺北市,2015/03/16,士林,4.6,0.72,-,17.2,57,47,38.57,8.35,30.21,1.19,22.88,78.95
113,臺北市,2015/03/15,松山,6.9,0.78,448.5,25.6,55,36,41.62,12.37,29.25,1.3,21.79,74.27
114,臺北市,2015/03/15,古亭,5.2,0.85,-,20.1,69,41,41.07,11.59,29.49,1.46,22.38,75.26
115,臺北市,2015/03/15,中山,4.8,1.06,-,20.2,81,40,55.38,18.35,37.03,1.43,22.82,75.63
116,臺北市,2015/03/15,大同,4.8,1.53,-,-,78,36,77.46,38.1,39.37,-,-,-
117,臺北市,2015/03/15,萬華,3.5,1.1,-,17.7,63,41,53.59,15.45,38.14,1.05,22.69,73.55
118,臺北市,2015/03/15,陽明,1.9,0.3,413.86,55.2,25,21,4.65,0.66,3.97,-,17.3,90.91
119,臺北市,2015/03/15,士林,2.8,0.77,-,24.9,69,39,37.96,8.2,29.75,1.1,21.81,76.44
120,臺北市,2015/03/14,松山,7.3,0.94,449.61,21.6,51,29,53.5,20.8,32.7,1.3,20.08,76.41
121,臺北市,2015/03/14,古亭,4.8,0.94,-,19.0,61,37,51.09,16.87,34.22,1.47,20.74,76.26
122,臺北市,2015/03/14,中山,4.0,1.11,-,19.1,75,33,63.71,25.33,38.38,1.44,21.06,77.84
123,臺北市,2015/03/14,大同,3.9,1.57,-,-,80,31,87.29,46.62,40.67,-,-,-
124,臺北市,2015/03/14,萬華,2.8,1.1,-,20.2,58,33,56.3,18.53,37.77,1.17,20.93,74.6
125,臺北市,2015/03/14,陽明,2.0,0.31,411.09,62.6,27,23,5.07,0.5,4.53,-,15.92,89.03
126,臺北市,2015/03/14,士林,2.7,0.66,-,28.4,33,-,31.57,6.12,25.45,1.37,20.1,77.38
127,臺北市,2015/03/13,松山,5.5,0.77,434.51,24.5,32,15,50.48,18.89,31.59,1.33,18.89,76.1
128,臺北市,2015/03/13,古亭,3.0,0.87,-,24.8,38,19,44.97,15.05,29.91,1.78,19.27,76.49
129,臺北市,2015/03/13,中山,3.6,1.22,-,20.9,-,19,69.39,30.64,38.75,1.59,19.71,78.04
130,臺北市,2015/03/13,大同,4.0,1.77,-,-,54,14,89.78,48.01,41.77,-,-,-
131,臺北市,2015/03/13,萬華,3.4,0.98,-,23.7,36,18,49.33,14.69,34.64,1.3,19.56,73.9
132,臺北市,2015/03/13,陽明,2.0,0.21,406.22,50.9,10,8,3.91,1.07,2.84,-,13.68,95.15
133,臺北市,2015/03/13,士林,1.9,0.6,-,29.3,34,11,35.11,10.72,24.41,1.68,19.05,76.19
134,臺北市,2015/03/12,松山,1.9,0.49,422.57,25.7,20,9,35.29,6.83,28.46,1.33,13.79,86.47
135,臺北市,2015/03/12,古亭,1.9,0.45,-,30.2,24,9,26.06,4.47,21.59,2.36,14.2,91.23
136,臺北市,2015/03/12,中山,2.2,0.63,-,22.2,-,15,40.22,8.98,31.24,2.07,14.77,88.13
137,臺北市,2015/03/12,大同,3.1,1.62,-,-,40,10,102.51,61.69,40.83,-,-,-
138,臺北市,2015/03/12,萬華,1.2,0.51,-,24.8,23,7,35.88,6.52,29.36,2.43,14.48,84.2
139,臺北市,2015/03/12,陽明,0.6,0.18,404.54,52.5,5,3,2.12,0.88,1.26,-,8.17,100.0
140,臺北市,2015/03/12,士林,2.7,0.38,-,31.6,33,12,22.64,2.54,20.1,1.54,14.26,81.07
141,臺北市,2015/03/11,松山,2.5,0.38,418.67,27.7,17,8,30.58,5.92,24.67,1.69,12.7,88.86
142,臺北市,2015/03/11,古亭,1.7,0.39,-,27.7,23,11,26.23,5.26,20.96,2.64,12.83,97.44
143,臺北市,2015/03/11,中山,3.1,0.51,-,22.4,-,12,38.87,9.91,28.95,2.58,13.45,92.77
144,臺北市,2015/03/11,大同,3.5,1.26,-,-,33,7,101.14,62.75,38.39,-,-,-
145,臺北市,2015/03/11,萬華,3.2,0.4,-,24.3,17,8,33.33,6.7,26.64,2.97,13.15,88.51
146,臺北市,2015/03/11,陽明,1.3,0.16,402.9,48.9,5,1,1.45,0.24,1.2,-,7.1,100.0
147,臺北市,2015/03/11,士林,1.0,0.33,-,33.2,14,7,19.85,3.33,16.52,2.2,12.85,83.61
148,臺北市,2015/03/10,松山,2.5,0.37,418.22,36.9,62,30,24.01,3.87,20.13,2.32,13.33,78.84
149,臺北市,2015/03/10,古亭,2.4,0.38,-,36.6,67,33,18.43,2.63,15.81,3.19,13.49,82.67
150,臺北市,2015/03/10,中山,2.4,0.5,-,32.7,-,28,27.58,5.38,22.19,2.86,14.24,80.35
151,臺北市,2015/03/10,大同,3.4,1.1,-,-,94,40,77.8,42.3,35.51,-,-,-
152,臺北市,2015/03/10,萬華,2.3,0.43,-,32.9,61,27,27.04,3.92,23.12,3.33,13.84,77.07
153,臺北市,2015/03/10,陽明,0.8,0.23,405.91,51.9,19,11,1.73,0.34,1.38,-,6.32,99.91
154,臺北市,2015/03/10,士林,1.6,0.29,-,49.1,54,25,11.02,2.45,8.56,3.09,14.05,69.8
155,臺北市,2015/03/09,松山,0.8,0.54,426.81,30.3,39,17,25.88,6.19,19.69,2.23,17.29,72.2
156,臺北市,2015/03/09,古亭,2.2,0.52,-,25.9,46,22,23.84,4.27,19.57,2.62,17.43,76.83
157,臺北市,2015/03/09,中山,1.8,0.7,-,23.8,58,23,34.59,9.16,25.42,2.06,18.07,75.34
158,臺北市,2015/03/09,大同,2.5,1.07,-,-,52,17,58.31,28.77,29.54,-,-,-
159,臺北市,2015/03/09,萬華,0.7,0.53,-,25.5,39,17,27.62,4.86,22.76,2.48,17.67,72.92
160,臺北市,2015/03/09,陽明,1.5,0.25,406.67,45.5,16,11,2.96,0.58,2.35,-,10.59,98.5
161,臺北市,2015/03/09,士林,1.9,0.36,-,38.1,31,18,13.01,1.72,11.3,2.41,17.76,70.55
162,臺北市,2015/03/08,松山,2.3,0.71,430.43,26.9,17,11,36.02,14.71,21.3,1.74,18.9,82.86
163,臺北市,2015/03/08,古亭,2.5,0.66,-,23.4,27,10,31.12,11.54,19.58,2.12,19.05,88.6
164,臺北市,2015/03/08,中山,4.1,0.73,-,23.2,36,12,36.98,12.82,24.16,2.18,19.88,83.29
165,臺北市,2015/03/08,大同,4.5,1.4,-,-,36,9,70.07,39.54,30.53,-,-,-
166,臺北市,2015/03/08,萬華,4.0,0.67,-,25.1,20,11,31.8,9.52,22.28,2.18,19.51,81.69
167,臺北市,2015/03/08,陽明,1.8,0.23,405.82,43.0,10,8,2.55,0.56,1.95,-,14.16,99.66
168,臺北市,2015/03/08,士林,3.1,0.42,-,32.8,28,8,17.81,3.64,14.17,2.11,20.25,75.26
169,臺北市,2015/03/07,松山,1.2,0.35,416.29,32.9,15,7,18.27,2.79,15.48,1.93,15.93,86.07
170,臺北市,2015/03/07,古亭,2.1,0.4,-,27.3,29,10,20.79,3.43,17.35,2.56,16.29,92.29
171,臺北市,2015/03/07,中山,1.8,0.48,-,26.1,34,8,25.43,4.58,20.85,2.58,17.15,85.4
172,臺北市,2015/03/07,大同,2.9,1.23,-,-,33,7,73.2,39.64,33.56,-,-,-
173,臺北市,2015/03/07,萬華,1.5,0.4,-,27.8,18,6,22.44,3.21,19.23,2.96,16.76,83.35
174,臺北市,2015/03/07,陽明,1.3,0.18,411.6,42.5,5,3,1.78,0.59,1.14,-,11.06,100.0
175,臺北市,2015/03/07,士林,1.6,0.33,-,33.3,10,8,13.92,2.71,11.22,2.25,17.21,77.43
176,臺北市,2015/03/06,松山,1.9,0.42,417.62,27.3,11,5,25.11,4.77,20.34,1.71,15.72,84.66
177,臺北市,2015/03/06,古亭,2.3,0.42,-,25.1,17,4,23.66,4.82,18.84,2.33,16.0,90.87
178,臺北市,2015/03/06,中山,1.4,0.61,-,20.5,27,6,35.13,8.72,26.4,2.01,16.69,86.44
179,臺北市,2015/03/06,大同,2.9,1.62,-,-,27,5,101.08,63.83,37.25,-,-,-
180,臺北市,2015/03/06,萬華,1.1,0.48,-,21.9,11,6,30.98,6.24,24.74,2.07,16.29,84.05
181,臺北市,2015/03/06,陽明,0.6,0.18,407.52,42.3,5,3,1.24,0.29,0.94,-,10.2,100.0
182,臺北市,2015/03/06,士林,0.7,0.41,-,24.9,24,6,21.37,3.56,17.82,1.25,15.89,83.3
183,臺北市,2015/03/05,松山,2.9,0.45,418.9,25.6,10,8,27.16,6.18,20.98,1.86,16.05,87.17
184,臺北市,2015/03/05,古亭,2.9,0.47,-,23.2,25,6,26.3,5.97,20.33,2.79,16.38,93.48
185,臺北市,2015/03/05,中山,4.9,0.65,-,20.8,31,7,38.59,12.53,26.07,2.51,17.04,87.57
186,臺北市,2015/03/05,大同,4.8,1.45,-,-,31,7,82.13,50.27,31.86,-,-,-
187,臺北市,2015/03/05,萬華,4.3,0.56,-,21.7,14,8,33.78,9.69,24.09,3.0,16.64,85.47
188,臺北市,2015/03/05,陽明,1.5,0.18,409.09,42.1,5,6,1.32,0.54,0.68,-,10.85,99.89
189,臺北市,2015/03/05,士林,2.4,0.37,-,30.4,24,9,18.53,3.31,15.22,2.37,17.13,77.78
190,臺北市,2015/03/04,松山,2.8,0.59,422.94,31.7,28,17,24.81,4.5,20.3,2.19,14.19,83.65
191,臺北市,2015/03/04,古亭,3.5,0.58,-,28.6,42,21,22.77,3.94,18.83,3.09,14.55,88.66
192,臺北市,2015/03/04,中山,2.3,0.73,-,27.0,49,18,30.19,6.82,23.36,2.62,15.36,82.49
193,臺北市,2015/03/04,大同,2.8,1.23,-,-,45,15,66.0,34.87,31.13,-,-,-
194,臺北市,2015/03/04,萬華,2.2,0.63,-,28.5,21,16,28.04,5.18,22.86,3.22,14.95,80.76
195,臺北市,2015/03/04,陽明,1.4,0.39,416.96,45.7,7,4,4.02,1.56,2.44,-,7.95,100.0
196,臺北市,2015/03/04,士林,2.3,0.48,-,42.0,21,14,12.13,1.2,10.93,2.55,15.35,71.99
197,臺北市,2015/03/03,松山,3.9,0.89,442.77,29.5,58,34,47.48,19.27,28.21,1.81,19.22,73.26
198,臺北市,2015/03/03,古亭,3.8,0.89,-,26.0,70,39,44.72,19.61,25.11,2.02,19.69,76.86
199,臺北市,2015/03/03,中山,4.1,1.3,-,22.8,95,44,66.06,30.75,35.31,1.74,19.92,76.49
200,臺北市,2015/03/03,大同,5.3,2.02,-,-,82,40,92.68,52.99,39.69,-,-,-
201,臺北市,2015/03/03,萬華,4.4,1.07,-,26.5,69,42,54.08,22.38,31.7,1.66,19.59,74.32
202,臺北市,2015/03/03,陽明,1.6,0.32,415.46,47.8,23,22,5.24,1.71,3.52,-,14.53,93.85
203,臺北市,2015/03/03,士林,2.9,0.99,-,32.4,73,39,61.43,33.6,27.84,1.57,19.47,75.01
204,臺北市,2015/03/02,松山,2.9,0.69,426.91,18.6,50,30,36.6,11.67,24.93,1.64,14.95,79.56
205,臺北市,2015/03/02,古亭,2.3,0.76,-,19.3,58,33,34.82,12.32,22.51,2.33,15.64,81.45
206,臺北市,2015/03/02,中山,4.2,0.88,-,16.1,77,32,46.29,17.98,28.31,2.25,16.03,80.47
207,臺北市,2015/03/02,大同,5.5,1.99,-,-,69,28,109.15,76.08,33.08,-,-,-
208,臺北市,2015/03/02,萬華,3.1,0.79,-,17.5,50,31,43.23,16.02,27.21,2.64,15.62,77.61
209,臺北市,2015/03/02,陽明,1.9,0.3,425.34,42.5,11,7,2.57,0.64,1.92,-,9.14,100.0
210,臺北市,2015/03/02,士林,2.9,0.62,-,29.1,48,25,27.93,10.82,17.11,1.98,15.89,72.73
211,臺北市,2015/03/01,松山,0.5,0.38,416.5,29.6,14,10,13.06,2.4,10.66,2.21,13.81,76.88
212,臺北市,2015/03/01,古亭,1.3,0.37,-,25.2,26,10,15.1,3.29,11.81,2.81,14.4,81.08
213,臺北市,2015/03/01,中山,1.3,0.46,-,23.1,33,9,21.38,5.2,16.18,2.2,14.87,78.33
214,臺北市,2015/03/01,大同,2.4,0.78,-,-,33,8,50.81,29.21,21.61,-,-,-
215,臺北市,2015/03/01,萬華,1.5,0.4,-,23.0,19,7,21.72,4.39,17.33,2.42,14.44,75.14
216,臺北市,2015/03/01,陽明,1.1,0.26,414.57,35.9,6,3,3.19,1.35,1.83,-,7.23,100.0
217,臺北市,2015/03/01,士林,0.6,0.34,-,29.3,16,8,10.51,1.0,9.51,1.52,14.27,74.94
218,新北市,2015/03/31,板橋,5.4,0.93,-,25.9,63,33,41.45,9.74,31.72,1.49,25.38,67.91
219,新北市,2015/03/31,三重,4.3,1.95,-,-,85,25,122.25,74.35,47.91,-,25.65,69.63
220,新北市,2015/03/31,菜寮,4.0,0.92,-,20.1,55,35,46.22,15.15,31.07,1.58,25.4,69.28
221,新北市,2015/03/31,永和,3.7,1.47,-,17.0,52,30,61.94,24.27,37.67,1.08,25.39,69.54
222,新北市,2015/03/31,新莊,5.3,0.95,-,25.0,56,38,41.78,12.48,29.3,1.67,25.61,73.9
223,新北市,2015/03/31,新店,4.6,0.67,-,26.5,46,27,29.79,5.26,24.53,1.39,25.13,72.24
224,新北市,2015/03/31,淡水,2.9,0.58,-,29.0,49,20,25.33,5.81,19.53,-,-,-
225,新北市,2015/03/31,汐止,5.7,0.67,-,17.6,43,26,46.88,20.61,26.27,1.06,24.58,75.79
226,新北市,2015/03/31,土城,4.9,0.9,-,30.3,69,37,41.49,12.44,29.05,1.25,25.8,70.79
227,新北市,2015/03/31,林口,3.7,0.59,-,24.0,63,34,34.75,7.65,27.1,1.23,23.95,80.15
228,新北市,2015/03/31,萬里,3.2,0.31,-,28.0,37,19,14.35,3.48,10.87,2.53,23.46,81.39
229,新北市,2015/03/30,板橋,5.0,1.12,-,26.9,61,34,48.52,11.31,37.21,1.14,23.95,64.48
230,新北市,2015/03/30,三重,4.0,1.93,-,-,83,22,125.65,71.73,53.93,-,24.54,63.89
231,新北市,2015/03/30,菜寮,4.0,0.99,-,25.0,48,31,44.73,9.37,35.35,1.08,24.3,63.8
