序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
37,臺北市,2014/09/25,古亭,3.5,0.44,-,19.3,33,13,22.9,6.35,16.54,2.06,27.72,82.61
38,臺北市,2014/09/25,中山,7.5,0.58,-,14.7,47,17,31.82,10.03,21.8,1.98,28.19,78.39
39,臺北市,2014/09/25,大同,8.4,1.69,-,-,47,12,79.52,47.72,31.8,-,-,-
40,臺北市,2014/09/25,萬華,5.3,0.48,-,18.5,30,16,30.32,7.52,22.8,2.14,28.0,78.09
41,臺北市,2014/09/25,陽明,1.4,0.13,392.05,34.4,8,6,2.57,0.65,1.88,-,22.99,98.33
42,臺北市,2014/09/25,士林,3.0,0.34,-,28.3,27,13,15.72,3.01,12.7,1.69,27.83,77.09
43,臺北市,2014/09/24,松山,2.5,0.81,440.08,16.9,39,23,37.95,9.65,28.29,0.99,26.99,86.75
44,臺北市,2014/09/24,古亭,2.3,0.81,-,16.2,43,21,35.63,9.68,25.95,1.29,27.0,93.46
45,臺北市,2014/09/24,中山,2.3,0.98,-,15.1,56,23,42.28,11.37,30.92,1.49,27.97,83.89
46,臺北市,2014/09/24,大同,4.3,2.38,-,-,51,19,99.72,61.3,38.42,-,-,-
47,臺北市,2014/09/24,萬華,2.2,0.79,-,20.5,32,18,33.6,6.77,26.83,1.07,27.73,84.47
48,臺北市,2014/09/24,陽明,1.0,0.17,398.82,28.7,11,9,4.34,0.93,3.4,-,22.77,99.0
49,臺北市,2014/09/24,士林,2.3,0.59,-,20.7,35,20,26.97,4.07,22.88,1.48,27.45,82.61
50,臺北市,2014/09/23,松山,3.3,0.76,440.92,29.3,46,26,34.93,4.84,30.09,1.27,28.07,78.04
51,臺北市,2014/09/23,古亭,4.0,0.89,-,20.5,51,28,37.3,7.54,29.75,1.43,27.92,85.85
52,臺北市,2014/09/23,中山,4.8,0.96,-,22.9,69,27,45.07,8.66,36.4,1.26,28.85,78.07
53,臺北市,2014/09/23,大同,5.9,2.16,-,-,68,26,96.41,45.8,50.62,-,-,-
54,臺北市,2014/09/23,萬華,3.9,0.9,-,23.7,43,28,40.75,4.89,35.86,1.04,28.67,78.86
55,臺北市,2014/09/23,陽明,1.5,0.28,406.83,45.8,23,21,5.99,0.99,5.01,-,23.32,98.69
56,臺北市,2014/09/23,士林,3.5,0.61,-,37.7,44,25,24.13,2.11,22.01,1.55,28.32,77.29
57,臺北市,2014/09/22,松山,2.7,0.58,417.97,22.6,22,10,31.74,7.91,23.83,2.21,27.07,79.87
58,臺北市,2014/09/22,古亭,2.7,0.53,-,21.2,32,12,25.95,4.75,21.2,2.07,27.18,86.76
59,臺北市,2014/09/22,中山,3.4,0.88,-,17.5,41,12,40.92,14.86,26.05,1.73,27.68,81.11
60,臺北市,2014/09/22,大同,3.4,1.35,-,-,40,8,48.41,20.3,28.1,-,-,-
61,臺北市,2014/09/22,萬華,4.1,0.63,-,23.1,25,12,26.52,4.33,22.2,1.66,27.51,82.05
62,臺北市,2014/09/22,陽明,1.7,0.16,399.41,39.6,10,8,4.23,0.33,3.86,-,22.22,99.0
63,臺北市,2014/09/22,士林,2.0,0.35,-,30.7,26,8,14.91,1.35,13.54,2.36,26.55,81.54
64,臺北市,2014/09/21,松山,0.2,0.2,403.54,26.7,15,6,9.67,2.39,7.27,2.79,29.12,63.74
65,臺北市,2014/09/21,古亭,1.4,0.19,-,21.9,21,6,11.37,2.82,8.55,3.94,29.23,69.23
66,臺北市,2014/09/21,中山,0.6,0.26,-,21.1,31,7,14.92,4.66,10.26,3.65,29.95,64.35
67,臺北市,2014/09/21,大同,1.9,0.68,-,-,33,3,40.82,22.94,17.88,-,-,-
68,臺北市,2014/09/21,萬華,0.6,0.23,-,21.3,14,5,13.95,2.94,11.01,3.33,29.6,65.32
69,臺北市,2014/09/21,陽明,1.7,0.1,400.13,30.5,5,3,-,-,-,-,23.69,89.91
70,臺北市,2014/09/21,士林,2.1,0.14,-,30.9,20,5,6.54,1.71,4.83,5.01,29.31,64.61
71,臺北市,2014/09/20,松山,-,0.21,401.57,21.7,18,6,11.19,3.18,8.0,2.53,31.0,59.8
72,臺北市,2014/09/20,古亭,1.4,0.21,-,19.8,27,6,10.69,3.32,7.37,3.88,31.47,62.01
73,臺北市,2014/09/20,中山,1.3,0.36,-,16.7,34,9,20.05,7.76,12.29,3.05,31.86,59.98
74,臺北市,2014/09/20,大同,2.2,0.82,-,-,36,6,44.59,26.56,18.03,-,-,-
75,臺北市,2014/09/20,萬華,1.7,0.27,-,17.1,21,8,18.28,5.9,12.38,3.17,31.53,60.72
76,臺北市,2014/09/20,陽明,2.3,0.09,394.85,24.0,7,5,2.71,1.04,1.67,-,23.95,97.3
77,臺北市,2014/09/20,士林,1.6,0.16,-,26.3,21,8,7.59,2.51,5.08,3.51,31.04,62.39
78,臺北市,2014/09/19,松山,3.2,0.3,401.97,23.0,23,11,15.83,5.0,10.84,2.62,30.76,63.48
79,臺北市,2014/09/19,古亭,1.2,0.28,-,20.3,32,12,14.17,4.16,10.0,3.91,31.17,65.21
80,臺北市,2014/09/19,中山,1.4,0.47,-,18.0,43,14,22.71,8.65,14.07,2.96,31.47,64.3
81,臺北市,2014/09/19,大同,2.4,0.97,-,-,40,10,57.2,36.5,20.69,-,-,-
82,臺北市,2014/09/19,萬華,2.5,0.33,-,19.1,25,13,22.48,7.69,14.79,3.72,31.14,64.91
83,臺北市,2014/09/19,陽明,3.3,0.1,391.05,27.0,12,12,4.22,1.34,2.89,-,23.93,97.97
84,臺北市,2014/09/19,士林,1.9,0.19,-,29.1,26,13,8.95,2.54,6.4,3.6,30.73,65.31
85,臺北市,2014/09/18,松山,2.5,0.29,404.5,16.5,19,9,16.69,5.26,11.43,2.06,30.57,65.68
86,臺北市,2014/09/18,古亭,1.5,0.28,-,15.1,29,9,15.88,4.96,10.92,3.18,31.18,67.32
87,臺北市,2014/09/18,中山,3.8,0.46,-,13.2,40,12,25.32,9.06,16.26,2.9,31.53,65.39
88,臺北市,2014/09/18,大同,3.9,1.02,-,-,39,8,59.49,38.54,20.96,-,-,-
89,臺北市,2014/09/18,萬華,2.5,0.32,-,14.2,21,10,22.62,7.57,15.05,3.19,31.11,66.78
90,臺北市,2014/09/18,陽明,5.4,0.1,394.9,22.1,10,8,-,-,-,-,24.3,95.96
91,臺北市,2014/09/18,士林,3.9,0.2,-,23.6,24,13,10.61,2.84,7.76,3.13,30.65,66.21
92,臺北市,2014/09/17,松山,6.7,0.41,422.6,27.5,37,21,22.34,5.54,16.8,1.95,30.74,67.06
93,臺北市,2014/09/17,古亭,5.9,0.43,-,22.6,42,18,24.18,6.72,17.46,2.38,30.94,70.93
94,臺北市,2014/09/17,中山,5.4,0.55,-,23.6,56,18,29.03,8.52,20.51,2.09,31.75,65.62
95,臺北市,2014/09/17,大同,5.9,1.5,-,-,53,17,68.85,38.49,30.36,-,-,-
96,臺北市,2014/09/17,萬華,4.6,0.44,-,27.5,40,22,25.37,6.5,18.87,2.23,31.3,67.41
97,臺北市,2014/09/17,陽明,5.1,0.14,398.76,38.2,22,18,-,-,-,-,25.19,94.99
98,臺北市,2014/09/17,士林,8.5,0.38,-,31.6,46,25,22.34,5.12,17.22,1.89,30.86,68.35
99,臺北市,2014/09/16,松山,3.6,0.42,417.87,35.6,37,17,23.98,5.42,18.56,1.63,31.89,60.17
100,臺北市,2014/09/16,古亭,2.8,0.51,-,34.5,44,15,24.05,5.35,18.7,1.97,32.13,63.76
101,臺北市,2014/09/16,中山,3.9,0.65,-,34.3,60,20,30.48,5.66,24.82,1.86,32.63,61.45
102,臺北市,2014/09/16,大同,4.4,1.81,-,-,57,16,65.88,35.64,30.25,-,-,-
103,臺北市,2014/09/16,萬華,3.1,0.53,-,38.2,40,19,24.33,3.93,20.4,1.52,32.57,61.34
104,臺北市,2014/09/16,陽明,2.4,0.16,406.97,44.8,20,14,-,-,-,-,25.76,93.59
105,臺北市,2014/09/16,士林,3.7,0.34,-,47.7,46,21,15.65,2.43,13.2,2.1,31.95,64.43
106,臺北市,2014/09/15,松山,0.5,0.19,400.46,18.0,23,6,11.46,4.76,6.7,2.81,31.57,60.69
107,臺北市,2014/09/15,古亭,1.4,0.2,-,16.5,30,6,10.48,4.14,6.34,4.53,32.02,63.22
108,臺北市,2014/09/15,中山,1.4,0.28,-,14.6,40,8,14.17,4.78,9.38,3.98,32.24,61.73
109,臺北市,2014/09/15,大同,2.8,1.26,-,-,38,6,58.2,41.04,17.17,-,-,-
110,臺北市,2014/09/15,萬華,2.0,0.26,-,14.5,20,6,16.08,5.75,10.33,3.57,32.17,61.68
111,臺北市,2014/09/15,陽明,1.5,0.05,397.69,21.0,7,4,3.11,1.45,1.66,-,25.41,91.85
112,臺北市,2014/09/15,士林,1.1,0.13,-,21.7,24,6,6.02,1.44,4.59,5.09,31.75,62.31
113,臺北市,2014/09/14,松山,2.1,0.25,405.08,23.2,20,13,12.44,3.17,9.28,2.47,29.98,71.9
114,臺北市,2014/09/14,古亭,2.0,0.24,-,18.1,28,10,12.5,3.77,8.73,3.44,30.53,72.78
115,臺北市,2014/09/14,中山,5.7,0.34,-,18.8,39,14,19.3,6.31,12.99,2.76,30.67,72.14
116,臺北市,2014/09/14,大同,5.3,0.65,-,-,37,12,35.97,19.6,16.37,-,-,-
117,臺北市,2014/09/14,萬華,3.0,0.28,-,19.6,22,13,19.8,6.28,13.52,3.52,30.47,72.62
118,臺北市,2014/09/14,陽明,2.0,0.08,393.3,24.2,8,8,2.39,1.42,0.95,-,24.04,97.37
119,臺北市,2014/09/14,士林,4.0,0.16,-,24.9,22,16,7.12,1.39,5.73,3.21,30.33,68.53
120,臺北市,2014/09/13,松山,8.7,0.37,421.86,23.5,23,11,21.7,5.04,16.66,1.68,30.41,65.38
121,臺北市,2014/09/13,古亭,4.6,0.37,-,22.2,30,12,21.31,4.98,16.33,1.86,30.58,69.08
122,臺北市,2014/09/13,中山,6.5,0.54,-,21.3,45,14,29.39,7.03,22.36,1.65,31.12,65.36
123,臺北市,2014/09/13,大同,5.8,1.38,-,-,43,11,60.84,33.22,27.61,-,-,-
124,臺北市,2014/09/13,萬華,4.5,0.49,-,24.6,27,16,26.82,5.3,21.51,1.56,31.1,65.74
125,臺北市,2014/09/13,陽明,2.8,0.11,-,32.3,12,10,6.88,3.22,3.66,-,24.82,96.1
126,臺北市,2014/09/13,士林,4.0,0.35,-,25.0,32,15,20.82,5.92,14.9,1.87,30.53,68.14
127,臺北市,2014/09/12,松山,2.5,0.64,427.2,15.9,31,20,37.24,14.28,22.97,1.3,29.61,73.02
128,臺北市,2014/09/12,古亭,3.0,0.54,-,17.4,46,17,26.73,7.76,18.97,1.76,30.28,72.33
129,臺北市,2014/09/12,中山,4.0,0.73,-,16.9,51,21,38.47,12.88,25.59,1.58,30.78,70.06
130,臺北市,2014/09/12,大同,5.1,1.94,-,-,49,16,90.16,54.94,35.22,-,-,-
131,臺北市,2014/09/12,萬華,3.1,0.58,-,19.0,36,19,29.83,6.36,23.47,1.42,30.85,68.99
132,臺北市,2014/09/12,陽明,2.4,0.17,406.95,32.7,20,19,7.75,1.88,5.88,-,24.45,98.53
133,臺北市,2014/09/12,士林,4.2,0.39,-,24.5,34,22,21.4,4.59,16.81,1.58,30.25,70.3
134,臺北市,2014/09/11,松山,2.8,0.35,415.1,15.5,24,14,22.44,9.37,13.07,1.28,30.18,67.13
135,臺北市,2014/09/11,古亭,2.0,0.42,-,19.2,33,12,22.29,7.59,14.7,1.83,30.43,70.17
136,臺北市,2014/09/11,中山,2.5,0.56,-,18.3,43,14,29.26,9.87,19.39,1.76,30.87,67.18
137,臺北市,2014/09/11,大同,3.3,1.53,-,-,43,13,66.9,42.22,24.68,-,-,-
138,臺北市,2014/09/11,萬華,1.1,0.5,-,24.0,28,17,26.69,8.86,17.84,1.69,30.96,66.92
139,臺北市,2014/09/11,陽明,1.7,0.09,401.29,29.4,11,9,3.33,1.86,1.47,-,24.72,95.71
140,臺北市,2014/09/11,士林,2.3,0.26,-,25.1,27,14,13.77,3.19,10.59,1.82,30.32,68.55
141,臺北市,2014/09/10,松山,3.8,0.59,436.53,29.1,39,23,32.42,6.6,25.82,1.31,29.07,76.04
142,臺北市,2014/09/10,古亭,3.3,0.55,-,30.7,46,20,25.66,4.39,21.27,1.86,29.26,78.69
143,臺北市,2014/09/10,中山,4.3,0.69,-,27.4,55,23,33.6,5.31,28.28,1.67,30.04,73.52
144,臺北市,2014/09/10,大同,4.9,1.59,-,-,56,18,66.58,28.92,37.67,-,-,-
145,臺北市,2014/09/10,萬華,4.3,0.58,-,30.0,39,24,29.96,3.83,26.13,1.63,30.01,73.39
146,臺北市,2014/09/10,陽明,2.9,0.18,414.51,40.9,19,18,7.02,1.51,5.51,-,24.11,98.22
147,臺北市,2014/09/10,士林,4.4,0.43,-,32.1,38,23,21.43,2.9,18.52,1.75,29.61,72.7
148,臺北市,2014/09/09,松山,3.5,0.56,430.3,27.9,36,20,31.42,8.69,22.73,1.64,30.13,69.55
149,臺北市,2014/09/09,古亭,2.2,0.57,-,21.3,-,14,24.68,6.49,18.19,1.97,29.36,76.97
150,臺北市,2014/09/09,中山,2.6,0.72,-,18.6,51,19,33.04,7.33,25.71,1.97,30.68,69.99
151,臺北市,2014/09/09,大同,3.7,2.4,-,-,52,16,90.91,56.23,34.68,-,-,-
152,臺北市,2014/09/09,萬華,2.4,0.61,-,18.9,31,19,29.76,6.61,23.16,1.44,30.17,71.86
153,臺北市,2014/09/09,陽明,2.3,0.16,408.18,29.8,17,15,7.18,1.65,5.53,-,24.68,97.73
154,臺北市,2014/09/09,士林,2.5,0.41,-,22.2,33,17,20.55,3.5,17.05,1.91,30.22,70.65
155,臺北市,2014/09/08,松山,3.7,0.43,426.04,25.6,35,19,21.37,4.76,16.61,1.82,30.7,65.97
156,臺北市,2014/09/08,古亭,2.4,0.49,-,19.5,-,15,20.54,4.97,15.57,1.85,29.78,74.49
157,臺北市,2014/09/08,中山,3.7,0.57,-,16.4,49,20,26.91,7.48,19.43,1.78,31.35,66.48
158,臺北市,2014/09/08,大同,4.2,1.22,-,-,47,15,46.89,23.7,23.2,-,-,-
159,臺北市,2014/09/08,萬華,3.5,0.57,-,18.2,33,20,24.04,4.37,19.67,1.38,30.85,69.26
160,臺北市,2014/09/08,陽明,1.6,0.17,409.05,31.8,15,14,6.22,1.48,4.72,-,24.66,95.38
161,臺北市,2014/09/08,士林,3.4,0.36,-,23.0,36,23,15.21,2.19,13.01,1.96,30.39,70.35
162,臺北市,2014/09/07,松山,2.8,0.34,413.77,17.5,27,10,17.16,4.85,12.32,1.49,29.96,70.95
163,臺北市,2014/09/07,古亭,3.3,0.31,-,17.8,-,10,16.74,4.78,11.96,2.06,30.2,72.6
164,臺北市,2014/09/07,中山,3.4,0.42,-,17.8,38,15,21.82,6.43,15.39,1.67,31.08,68.51
165,臺北市,2014/09/07,大同,3.8,1.07,-,-,39,10,47.66,28.15,19.51,-,-,-
166,臺北市,2014/09/07,萬華,3.0,0.37,-,20.2,24,13,19.69,4.6,15.1,1.48,30.86,68.76
167,臺北市,2014/09/07,陽明,1.5,0.12,403.35,34.8,13,12,3.84,0.78,3.04,-,24.61,96.45
168,臺北市,2014/09/07,士林,3.4,0.23,-,28.5,27,14,11.93,1.6,10.32,1.92,30.64,68.65
169,臺北市,2014/09/06,松山,3.0,0.19,405.13,12.5,17,7,12.84,4.59,8.26,2.07,30.53,68.65
170,臺北市,2014/09/06,古亭,3.4,0.22,-,11.7,-,7,13.8,5.33,8.47,2.76,31.23,68.76
171,臺北市,2014/09/06,中山,0.9,0.35,-,9.8,32,9,21.0,9.3,11.71,2.43,31.53,67.76
172,臺北市,2014/09/06,大同,2.5,0.81,-,-,32,6,43.32,28.59,14.73,-,-,-
173,臺北市,2014/09/06,萬華,2.1,0.26,-,10.5,19,7,18.98,6.9,12.08,2.81,31.2,68.2
174,臺北市,2014/09/06,陽明,1.8,0.05,397.11,16.8,6,4,2.65,1.26,1.39,-,24.6,96.22
175,臺北市,2014/09/06,士林,2.7,0.13,-,14.8,16,7,12.07,4.18,7.87,2.57,30.95,67.18
176,臺北市,2014/09/05,松山,3.0,0.27,409.19,11.5,21,9,18.0,7.17,10.83,2.21,30.77,65.15
177,臺北市,2014/09/05,古亭,1.6,0.28,-,11.6,-,10,16.73,7.28,9.45,3.18,31.42,65.85
178,臺北市,2014/09/05,中山,2.8,0.44,-,10.5,35,11,25.87,12.7,13.17,2.64,31.54,65.33
179,臺北市,2014/09/05,大同,4.1,1.0,-,-,39,9,72.58,51.9,20.68,-,-,-
180,臺北市,2014/09/05,萬華,2.6,0.32,-,10.8,22,9,26.44,12.43,14.02,3.06,31.25,66.29
181,臺北市,2014/09/05,陽明,3.7,0.05,400.04,17.0,7,6,3.41,1.05,2.37,-,24.06,98.32
182,臺北市,2014/09/05,士林,3.6,0.14,-,17.1,18,8,13.13,5.31,7.82,2.98,30.86,66.16
183,臺北市,2014/09/04,松山,3.2,0.39,418.72,26.5,33,16,20.01,4.33,15.68,1.98,29.8,68.79
184,臺北市,2014/09/04,古亭,3.0,0.4,-,21.4,34,14,21.93,5.45,16.47,2.49,30.15,71.29
185,臺北市,2014/09/04,中山,3.5,0.55,-,20.7,45,17,29.68,7.13,22.54,2.03,30.92,66.49
186,臺北市,2014/09/04,大同,5.2,1.25,-,-,45,12,59.4,29.52,29.88,-,-,-
187,臺北市,2014/09/04,萬華,3.3,0.48,-,20.8,31,16,29.55,6.19,23.36,2.05,30.39,68.89
188,臺北市,2014/09/04,陽明,2.7,0.12,406.64,31.9,10,9,4.58,0.48,4.02,-,23.46,97.52
189,臺北市,2014/09/04,士林,4.2,0.29,-,28.2,29,16,18.79,4.02,14.78,2.0,30.02,67.83
190,臺北市,2014/09/03,松山,3.1,0.5,432.02,33.0,41,21,28.7,6.14,22.56,1.74,30.94,61.69
191,臺北市,2014/09/03,古亭,3.3,0.48,-,31.5,47,21,24.03,3.99,20.04,1.98,31.14,65.96
192,臺北市,2014/09/03,中山,4.7,0.67,-,21.7,57,20,36.7,10.22,26.48,2.1,31.66,62.52
193,臺北市,2014/09/03,大同,4.8,1.53,-,-,56,15,60.95,30.69,30.26,-,-,-
194,臺北市,2014/09/03,萬華,3.2,0.56,-,26.3,41,19,29.54,5.72,23.82,1.43,31.65,63.07
195,臺北市,2014/09/03,陽明,2.8,0.16,410.47,43.1,19,16,7.13,1.02,6.11,-,25.19,90.52
196,臺北市,2014/09/03,士林,3.6,0.36,-,24.7,37,19,22.47,4.38,18.09,2.22,30.64,64.66
197,臺北市,2014/09/02,松山,11.0,0.51,437.77,33.7,39,24,35.9,6.92,28.98,1.64,30.72,61.31
198,臺北市,2014/09/02,古亭,3.8,0.46,-,29.3,43,19,24.24,4.71,19.53,1.95,30.77,65.76
199,臺北市,2014/09/02,中山,4.6,0.64,-,24.9,56,19,33.59,7.59,26.0,2.2,31.36,63.12
200,臺北市,2014/09/02,大同,5.3,1.58,-,-,53,16,64.97,30.42,34.56,-,-,-
201,臺北市,2014/09/02,萬華,3.8,0.58,-,26.0,39,20,29.1,4.6,24.49,1.48,31.22,63.97
202,臺北市,2014/09/02,陽明,3.2,0.17,413.73,40.3,17,15,9.1,1.4,7.68,-,25.06,87.03
203,臺北市,2014/09/02,士林,4.2,0.46,-,30.9,37,21,24.16,3.95,20.21,1.99,30.35,66.88
204,臺北市,2014/09/01,松山,8.0,0.49,435.44,37.1,39,25,29.74,5.62,24.12,1.65,30.47,62.52
205,臺北市,2014/09/01,古亭,4.2,0.47,-,29.9,43,19,24.2,4.98,19.22,2.01,30.5,67.44
206,臺北市,2014/09/01,中山,4.8,0.66,-,26.5,53,21,34.4,7.25,27.15,1.72,31.42,61.95
207,臺北市,2014/09/01,大同,5.5,1.79,-,-,52,17,79.23,41.62,37.6,-,-,-
208,臺北市,2014/09/01,萬華,3.8,0.54,-,28.8,36,21,28.53,4.56,23.97,1.34,31.16,63.55
209,臺北市,2014/09/01,陽明,2.5,0.18,410.85,47.6,21,19,6.3,1.19,5.11,-,24.77,94.59
210,臺北市,2014/09/01,士林,3.4,0.37,-,32.2,35,22,18.9,2.72,16.18,1.62,30.55,65.72
211,新北市,2014/09/30,板橋,3.5,0.57,-,26.7,46,24,26.1,6.28,19.83,2.5,28.34,71.21
212,新北市,2014/09/30,三重,2.4,1.53,-,-,58,26,90.41,56.77,33.64,-,28.8,67.21
213,新北市,2014/09/30,菜寮,2.2,0.52,-,28.8,37,27,19.36,3.36,15.99,2.42,28.71,66.83
214,新北市,2014/09/30,永和,3.3,0.69,-,27.0,34,22,24.07,9.17,14.89,2.39,28.4,75.71
215,新北市,2014/09/30,新莊,4.3,0.57,-,27.5,45,22,24.51,5.0,19.5,3.26,28.53,70.17
216,新北市,2014/09/30,新店,1.8,0.43,-,28.8,37,20,12.92,2.68,10.23,2.09,28.3,70.06
217,新北市,2014/09/30,淡水,3.2,0.44,-,36.6,49,28,13.96,2.32,11.63,-,-,-
218,新北市,2014/09/30,汐止,4.2,0.4,-,24.9,41,25,-,-,-,1.88,27.21,81.48
219,新北市,2014/09/30,土城,3.7,0.48,-,28.0,57,25,23.49,7.01,16.49,1.58,28.23,71.86
220,新北市,2014/09/30,林口,2.7,0.41,-,33.3,44,31,19.47,3.13,16.35,2.4,27.24,72.95
221,新北市,2014/09/30,萬里,3.2,0.25,-,40.0,59,22,7.11,2.15,4.95,4.23,26.18,82.29
222,新北市,2014/09/29,板橋,5.0,0.66,-,41.0,59,29,31.12,5.48,25.65,1.82,28.4,68.29
223,新北市,2014/09/29,三重,7.9,1.5,-,-,68,34,88.42,41.55,46.88,-,28.17,65.86
224,新北市,2014/09/29,菜寮,7.3,0.62,-,42.2,48,31,26.83,2.77,24.06,1.9,28.3,65.18
225,新北市,2014/09/29,永和,6.0,0.98,-,34.5,46,28,40.77,11.68,29.09,1.57,28.36,72.3
226,新北市,2014/09/29,新莊,6.2,0.65,-,37.2,48,28,29.26,4.2,25.06,1.87,28.35,66.78
227,新北市,2014/09/29,新店,4.6,0.55,-,47.2,51,30,20.9,3.4,17.49,1.72,28.14,68.16
228,新北市,2014/09/29,淡水,5.3,0.45,-,36.8,52,26,20.63,2.3,18.33,-,-,-
229,新北市,2014/09/29,汐止,13.2,0.44,-,28.8,48,26,32.25,7.06,25.19,1.39,27.04,78.92
230,新北市,2014/09/29,土城,4.6,0.58,-,40.4,66,31,29.17,6.31,22.86,1.39,28.44,67.44
231,新北市,2014/09/29,林口,7.2,0.46,-,39.8,59,35,31.29,5.41,25.88,1.5,26.41,72.22
232,新北市,2014/09/29,萬里,3.9,0.21,-,31.8,46,20,7.86,1.96,5.9,2.94,24.83,81.8
