序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
16,臺北市,2015/12/29,古亭,1.5,0.33,-,32.7,59,16,18.19,3.9,14.29,1.946,0.076,1.87,3.15,2.95,17.2,-,-,71.07,-
17,臺北市,2015/12/29,中山,2.6,0.5,-,26.8,58,20,30.92,8.09,22.82,1.974,0.151,1.823,2.77,2.52,18.05,-,-,68.31,-
18,臺北市,2015/12/29,大同,4.0,0.96,-,-,73,18,54.96,28.25,26.71,2.285,0.316,1.97,-,-,-,-,-,-,-
19,臺北市,2015/12/29,萬華,3.1,0.4,-,28.3,49,17,27.72,5.55,22.16,-,-,-,2.86,2.8,18.35,-,-,63.82,-
20,臺北市,2015/12/29,陽明,1.3,0.18,415.53,47.1,27,15,2.54,0.75,1.79,-,-,-,-,-,9.29,0.5,3.69,97.29,347.1
21,臺北市,2015/12/29,士林,1.6,0.24,-,43.4,48,20,8.0,1.28,6.73,-,-,-,3.06,2.89,17.62,-,-,63.12,-
22,臺北市,2015/12/28,松山,2.3,0.4,452.94,30.6,43,20,22.85,4.67,18.18,1.92,0.099,1.821,2.07,1.62,15.87,-,-,73.02,-
23,臺北市,2015/12/28,古亭,2.0,0.49,-,27.9,58,19,26.37,6.11,20.26,2.037,0.119,1.918,2.25,2.03,15.8,-,-,80.22,-
24,臺北市,2015/12/28,中山,1.5,0.6,-,26.8,44,17,32.29,9.55,22.74,2.027,0.163,1.864,1.9,1.56,16.73,-,-,76.38,-
25,臺北市,2015/12/28,大同,3.1,1.1,-,-,63,19,64.23,37.59,26.64,2.336,0.337,2.0,-,-,-,-,-,-,-
26,臺北市,2015/12/28,萬華,2.1,0.5,-,27.2,43,21,29.24,5.91,23.33,-,-,-,2.27,2.05,17.06,-,-,71.98,-
27,臺北市,2015/12/28,陽明,0.9,0.26,420.19,47.8,20,13,2.53,0.53,1.95,-,-,-,-,-,8.57,0.7,3.97,99.91,151.51
28,臺北市,2015/12/28,士林,1.5,0.33,-,41.6,37,17,9.96,1.41,8.56,-,-,-,2.23,1.33,16.46,-,-,68.41,-
29,臺北市,2015/12/27,松山,1.7,0.5,442.75,30.9,28,18,20.41,2.35,18.06,1.985,0.106,1.879,1.44,1.09,17.08,-,-,85.86,-
30,臺北市,2015/12/27,古亭,1.4,0.57,-,27.2,39,17,23.7,3.27,20.43,2.116,0.12,1.996,1.66,1.35,17.14,-,-,92.31,-
31,臺北市,2015/12/27,中山,2.0,0.71,-,22.1,32,20,34.0,7.38,26.62,2.146,0.19,1.956,1.65,1.06,17.96,-,-,89.14,-
32,臺北市,2015/12/27,大同,2.4,1.11,-,-,51,18,63.84,30.87,32.97,2.407,0.284,2.123,-,-,-,-,-,-,-
33,臺北市,2015/12/27,萬華,1.7,0.64,-,23.5,36,24,30.42,4.28,26.13,-,-,-,1.69,1.24,18.26,-,-,85.17,-
34,臺北市,2015/12/27,陽明,1.1,0.31,419.69,49.7,6,4,3.23,0.73,2.48,-,-,-,-,-,11.51,1.8,4.63,100.0,20.84
35,臺北市,2015/12/27,士林,1.5,0.53,-,28.6,32,16,19.34,1.84,17.5,-,-,-,1.39,0.97,17.25,-,-,84.58,-
36,臺北市,2015/12/26,松山,3.4,0.69,443.64,28.1,63,38,24.08,3.1,20.99,2.044,0.142,1.903,1.58,1.16,17.31,-,-,77.93,-
37,臺北市,2015/12/26,古亭,3.2,0.7,-,28.3,69,32,24.46,3.68,20.78,2.126,0.138,1.987,2.28,2.05,17.48,-,-,82.36,-
38,臺北市,2015/12/26,中山,3.1,0.89,-,23.9,68,42,33.13,6.74,26.39,2.172,0.217,1.955,1.98,1.7,18.21,-,-,80.14,-
39,臺北市,2015/12/26,大同,2.9,1.25,-,-,74,34,63.2,30.21,32.98,2.45,0.329,2.122,-,-,-,-,-,-,-
40,臺北市,2015/12/26,萬華,3.1,0.76,-,26.1,61,37,30.03,5.08,24.94,-,-,-,2.38,2.11,18.54,-,-,75.83,-
41,臺北市,2015/12/26,陽明,1.9,0.47,432.78,46.1,16,10,3.84,0.57,3.24,-,-,-,-,-,10.95,0.5,4.01,100.0,90.38
42,臺北市,2015/12/26,士林,2.2,0.69,-,32.6,50,31,18.95,2.41,16.54,-,-,-,1.59,1.22,17.81,-,-,74.1,-
43,臺北市,2015/12/25,松山,0.9,0.58,431.64,25.9,15,10,22.34,3.78,18.57,1.955,0.113,1.842,1.93,1.51,17.38,-,-,84.3,-
44,臺北市,2015/12/25,古亭,1.5,0.61,-,22.7,28,8,25.89,5.61,20.28,2.063,0.126,1.937,2.22,1.97,17.46,-,-,90.72,-
45,臺北市,2015/12/25,中山,1.1,0.8,-,18.6,15,7,36.11,10.69,25.42,2.082,0.19,1.892,1.82,1.52,18.53,-,-,85.59,-
46,臺北市,2015/12/25,大同,2.1,1.41,-,-,33,7,83.16,49.67,33.49,2.445,0.403,2.043,-,-,-,-,-,-,-
47,臺北市,2015/12/25,萬華,1.8,0.67,-,20.5,17,9,30.39,5.93,24.47,-,-,-,2.0,1.76,18.74,-,-,82.59,-
48,臺北市,2015/12/25,陽明,1.3,0.41,423.55,42.3,5,2,3.14,0.82,2.3,-,-,-,-,-,11.38,1.08,4.77,100.0,19.55
49,臺北市,2015/12/25,士林,1.4,0.55,-,28.0,12,6,16.65,2.3,14.35,-,-,-,1.47,1.14,17.85,-,-,81.87,-
50,臺北市,2015/12/24,松山,3.2,0.76,455.47,9.2,36,17,45.34,18.71,26.64,2.234,0.29,1.943,1.38,1.06,21.56,-,-,83.41,-
51,臺北市,2015/12/24,古亭,3.2,0.84,-,8.0,47,13,43.07,17.85,25.22,2.273,0.296,1.977,1.46,1.08,21.5,-,-,88.87,-
52,臺北市,2015/12/24,中山,4.3,1.11,-,6.6,50,20,59.96,26.74,33.22,2.426,0.419,2.006,1.35,0.74,22.28,-,-,86.68,-
53,臺北市,2015/12/24,大同,5.4,1.58,-,-,61,18,75.53,40.63,34.9,2.83,0.582,2.248,-,-,-,-,-,-,-
54,臺北市,2015/12/24,萬華,4.0,0.93,-,7.8,37,22,47.68,16.1,31.59,-,-,-,1.25,0.89,22.68,-,-,83.76,-
55,臺北市,2015/12/24,陽明,1.4,0.23,417.61,31.6,10,7,4.42,0.69,3.69,-,-,-,-,-,16.81,0.5,4.13,99.38,69.6
56,臺北市,2015/12/24,士林,4.1,0.72,-,10.8,40,18,39.87,13.81,26.07,-,-,-,1.28,1.16,21.5,-,-,84.08,-
57,臺北市,2015/12/23,松山,5.2,0.64,432.17,15.8,41,20,40.5,13.18,27.32,2.089,0.222,1.867,1.5,1.07,22.24,-,-,77.51,-
58,臺北市,2015/12/23,古亭,5.1,0.68,-,18.2,48,20,36.31,8.99,27.33,2.183,0.236,1.946,1.32,1.02,22.75,-,-,80.07,-
59,臺北市,2015/12/23,中山,6.7,0.85,-,15.5,46,19,49.1,18.28,30.82,2.253,0.276,1.977,1.58,1.11,23.51,-,-,78.35,-
60,臺北市,2015/12/23,大同,7.4,1.65,-,-,57,17,86.54,53.28,33.26,2.647,0.556,2.092,-,-,-,-,-,-,-
61,臺北市,2015/12/23,萬華,5.7,0.72,-,19.1,43,20,40.8,10.95,29.85,-,-,-,1.73,1.31,23.8,-,-,76.27,-
62,臺北市,2015/12/23,陽明,1.7,0.25,416.35,38.7,17,13,6.51,0.79,5.7,-,-,-,-,-,17.5,0.0,0.0,95.74,0.0
63,臺北市,2015/12/23,士林,6.2,0.53,-,21.9,40,17,29.62,6.35,23.28,-,-,-,1.53,1.41,23.09,-,-,75.06,-
64,臺北市,2015/12/22,松山,3.4,0.65,423.59,14.7,37,18,40.41,17.79,22.62,2.197,0.261,1.937,1.35,0.94,23.57,-,-,73.21,-
65,臺北市,2015/12/22,古亭,3.4,0.71,-,12.8,55,13,39.7,15.37,24.33,2.28,0.272,2.008,1.51,1.31,23.72,-,-,77.03,-
66,臺北市,2015/12/22,中山,4.2,0.91,-,12.6,43,20,52.21,23.64,28.57,2.455,0.379,2.076,1.54,1.27,24.66,-,-,74.55,-
67,臺北市,2015/12/22,大同,5.5,2.38,-,-,64,25,110.75,72.27,38.48,3.104,0.867,2.237,-,-,-,-,-,-,-
68,臺北市,2015/12/22,萬華,5.5,0.89,-,13.1,44,22,46.35,17.66,28.68,-,-,-,1.3,1.03,24.74,-,-,73.19,-
69,臺北市,2015/12/22,陽明,2.1,0.17,409.46,35.5,12,8,3.49,0.48,2.94,-,-,-,-,-,18.82,0.0,0.0,89.59,0.0
70,臺北市,2015/12/22,士林,3.2,0.58,-,18.0,45,19,32.11,8.72,23.39,-,-,-,1.68,1.45,24.08,-,-,71.91,-
71,臺北市,2015/12/21,松山,6.0,0.7,431.06,7.3,54,27,50.34,21.01,29.33,2.218,0.274,1.944,1.48,1.11,20.45,-,-,82.62,-
72,臺北市,2015/12/21,古亭,8.3,0.72,-,6.9,61,26,48.59,19.81,28.78,2.263,0.244,2.019,1.74,1.55,20.48,-,-,87.19,-
73,臺北市,2015/12/21,中山,8.1,0.91,-,5.1,62,31,60.54,27.21,33.33,2.409,0.331,2.078,1.89,1.51,21.6,-,-,82.95,-
74,臺北市,2015/12/21,大同,9.1,1.86,-,-,77,27,111.54,73.91,37.63,2.904,0.68,2.223,-,-,-,-,-,-,-
75,臺北市,2015/12/21,萬華,8.7,0.83,-,5.0,54,32,55.85,23.36,32.49,-,-,-,1.87,1.59,21.8,-,-,80.58,-
76,臺北市,2015/12/21,陽明,2.0,0.14,401.94,37.1,10,7,2.96,0.71,2.24,-,-,-,-,-,16.41,0.5,5.18,83.6,5.74
77,臺北市,2015/12/21,士林,4.4,0.61,-,13.2,49,26,36.17,10.45,25.71,-,-,-,1.52,1.15,21.7,-,-,76.19,-
78,臺北市,2015/12/20,松山,2.7,0.6,412.45,20.1,33,19,34.6,11.37,23.23,2.116,0.203,1.914,1.29,0.85,20.67,-,-,70.25,-
79,臺北市,2015/12/20,古亭,2.9,0.53,-,21.5,49,16,29.84,6.78,23.05,2.073,0.148,1.924,1.67,1.47,21.38,-,-,70.78,-
80,臺北市,2015/12/20,中山,2.5,0.67,-,17.9,38,18,39.38,11.8,27.58,2.191,0.212,1.979,1.81,1.54,21.88,-,-,71.03,-
81,臺北市,2015/12/20,大同,3.0,1.39,-,-,50,18,84.32,47.89,36.43,2.516,0.436,2.079,-,-,-,-,-,-,-
82,臺北市,2015/12/20,萬華,2.9,0.62,-,19.9,37,17,34.84,8.25,26.58,-,-,-,1.88,1.62,22.35,-,-,67.11,-
83,臺北市,2015/12/20,陽明,1.0,0.16,396.6,37.8,10,6,3.87,0.3,3.53,-,-,-,-,-,14.98,0.5,5.05,92.05,6.38
84,臺北市,2015/12/20,士林,2.0,0.38,-,30.1,29,14,18.18,2.45,15.72,-,-,-,1.99,1.93,21.88,-,-,65.6,-
85,臺北市,2015/12/19,松山,2.1,0.26,408.27,25.6,20,6,17.7,2.93,14.78,1.848,0.076,1.772,2.15,1.74,17.87,-,-,79.32,-
86,臺北市,2015/12/19,古亭,1.7,0.29,-,25.5,33,6,17.42,3.35,14.07,1.915,0.067,1.848,3.23,2.97,18.24,-,-,82.9,-
87,臺北市,2015/12/19,中山,3.9,0.39,-,21.3,27,8,26.57,6.99,19.59,1.979,0.115,1.863,2.72,2.51,18.92,-,-,80.61,-
88,臺北市,2015/12/19,大同,4.8,0.68,-,-,37,6,48.41,23.59,24.82,2.165,0.208,1.957,-,-,-,-,-,-,-
89,臺北市,2015/12/19,萬華,4.0,0.33,-,21.5,24,8,26.71,6.53,20.18,-,-,-,3.27,3.14,19.29,-,-,76.62,-
90,臺北市,2015/12/19,陽明,1.7,0.13,399.09,40.4,5,1,2.62,0.55,2.0,-,-,-,-,-,11.63,1.21,4.36,99.41,90.3
91,臺北市,2015/12/19,士林,1.9,0.17,-,37.3,26,5,6.06,1.22,4.85,-,-,-,3.63,3.4,19.09,-,-,70.58,-
92,臺北市,2015/12/18,松山,2.3,0.36,407.32,20.2,27,8,26.39,6.94,19.45,1.898,0.111,1.787,1.41,0.9,15.79,-,-,59.54,-
93,臺北市,2015/12/18,古亭,1.8,0.36,-,22.1,37,10,22.21,6.26,15.95,1.993,0.111,1.882,2.57,2.4,15.48,-,-,67.28,-
94,臺北市,2015/12/18,中山,2.8,0.59,-,15.6,30,11,41.78,16.01,25.77,2.109,0.193,1.916,2.17,1.9,16.66,-,-,63.92,-
95,臺北市,2015/12/18,大同,4.3,1.07,-,-,48,9,85.42,53.76,31.66,2.369,0.371,1.999,-,-,-,-,-,-,-
96,臺北市,2015/12/18,萬華,3.2,0.46,-,16.0,32,11,37.15,12.45,24.7,-,-,-,2.3,2.06,16.89,-,-,58.97,-
97,臺北市,2015/12/18,陽明,1.3,0.16,402.31,37.5,11,6,2.56,0.8,1.75,-,-,-,-,-,8.36,0.5,5.15,92.2,119.22
98,臺北市,2015/12/18,士林,1.5,0.23,-,33.0,27,7,10.11,2.14,7.97,-,-,-,2.48,2.2,16.26,-,-,58.82,-
99,臺北市,2015/12/17,松山,3.2,0.36,418.43,26.0,63,22,17.04,2.96,14.08,1.881,0.077,1.804,2.42,2.08,12.21,-,-,51.31,-
100,臺北市,2015/12/17,古亭,3.4,0.4,-,25.1,64,21,19.94,4.35,15.59,1.998,0.094,1.903,2.7,1.95,12.22,-,-,57.84,-
101,臺北市,2015/12/17,中山,3.3,0.49,-,21.4,60,27,29.67,10.19,19.48,2.033,0.147,1.886,1.99,0.88,13.01,-,-,57.23,-
102,臺北市,2015/12/17,大同,3.7,0.82,-,-,77,21,50.3,28.89,21.41,2.229,0.254,1.976,-,-,-,-,-,-,-
103,臺北市,2015/12/17,萬華,3.5,0.43,-,22.6,63,28,24.47,5.74,18.73,-,-,-,2.35,1.95,13.17,-,-,51.35,-
104,臺北市,2015/12/17,陽明,2.9,0.26,413.89,34.9,35,22,5.0,0.51,4.43,-,-,-,-,-,4.03,0.0,0.0,87.28,0.0
105,臺北市,2015/12/17,士林,3.4,0.31,-,31.1,57,25,11.42,2.47,8.95,-,-,-,2.39,1.45,12.26,-,-,53.69,-
106,臺北市,2015/12/16,松山,5.6,0.61,423.92,35.0,114,62,16.52,1.98,14.55,1.992,0.099,1.893,2.44,2.13,14.63,-,-,57.8,-
107,臺北市,2015/12/16,古亭,6.1,0.66,-,31.7,115,66,20.96,2.9,18.06,2.126,0.13,1.996,2.28,1.38,14.75,-,-,63.69,-
108,臺北市,2015/12/16,中山,6.2,0.74,-,28.9,108,68,27.21,6.7,20.5,2.122,0.154,1.969,1.78,0.68,15.34,-,-,63.08,-
109,臺北市,2015/12/16,大同,7.1,1.12,-,-,120,59,54.72,27.59,27.13,2.344,0.28,2.064,-,-,-,-,-,-,-
110,臺北市,2015/12/16,萬華,6.0,0.68,-,29.9,104,71,24.21,3.41,20.8,-,-,-,2.19,1.8,15.67,-,-,57.52,-
111,臺北市,2015/12/16,陽明,5.3,0.52,432.12,42.9,65,44,7.28,0.26,6.95,-,-,-,-,-,6.11,0.5,3.29,94.76,447.16
112,臺北市,2015/12/16,士林,5.3,0.55,-,39.6,100,61,11.67,1.17,10.49,-,-,-,2.55,1.0,14.83,-,-,58.04,-
113,臺北市,2015/12/15,松山,3.4,0.74,415.35,22.6,74,46,26.4,5.58,20.81,2.046,0.153,1.894,2.17,1.8,16.81,-,-,82.6,-
114,臺北市,2015/12/15,古亭,4.0,0.8,-,22.0,78,47,25.71,5.2,20.51,2.148,0.157,1.991,2.92,2.59,17.03,-,-,87.25,-
115,臺北市,2015/12/15,中山,3.1,0.93,-,20.1,63,54,33.82,9.58,24.24,2.192,0.208,1.984,2.41,2.16,18.23,-,-,80.77,-
116,臺北市,2015/12/15,大同,3.5,1.24,-,-,72,38,54.49,27.89,26.6,2.393,0.325,2.068,-,-,-,-,-,-,-
117,臺北市,2015/12/15,萬華,3.2,0.8,-,22.2,59,48,27.9,5.87,22.03,-,-,-,2.99,2.78,18.45,-,-,77.35,-
118,臺北市,2015/12/15,陽明,3.1,0.61,438.03,38.2,24,14,6.42,0.48,5.92,-,-,-,-,-,10.64,0.59,4.02,99.91,115.54
119,臺北市,2015/12/15,士林,3.2,0.66,-,33.3,46,31,13.0,1.41,11.6,-,-,-,2.14,1.42,18.24,-,-,71.07,-
120,臺北市,2015/12/14,松山,2.6,0.44,414.67,23.0,23,8,22.27,4.4,17.87,1.929,0.112,1.817,1.95,1.54,20.56,-,-,86.8,-
121,臺北市,2015/12/14,古亭,3.7,0.52,-,18.6,36,5,24.78,5.23,19.55,2.046,0.121,1.925,2.42,2.09,20.81,-,-,90.23,-
122,臺北市,2015/12/14,中山,2.7,0.67,-,18.0,23,8,31.7,8.69,23.02,2.131,0.189,1.942,2.26,1.93,22.09,-,-,84.11,-
123,臺北市,2015/12/14,大同,3.5,1.24,-,-,39,8,64.08,35.3,28.78,2.449,0.388,2.061,-,-,-,-,-,-,-
124,臺北市,2015/12/14,萬華,2.4,0.54,-,19.8,18,8,28.16,6.72,21.44,-,-,-,2.72,2.42,22.23,-,-,82.19,-
125,臺北市,2015/12/14,陽明,1.6,0.28,416.32,40.8,5,2,2.67,0.45,2.16,-,-,-,-,-,15.27,0.64,4.25,100.0,46.46
126,臺北市,2015/12/14,士林,1.5,0.47,-,25.7,23,8,17.11,4.21,12.89,-,-,-,1.87,1.16,21.96,-,-,75.97,-
127,臺北市,2015/12/13,松山,3.8,0.4,414.09,27.9,28,15,18.28,2.78,15.5,1.896,0.087,1.809,1.99,1.7,20.71,-,-,82.29,-
128,臺北市,2015/12/13,古亭,2.9,0.43,-,27.7,39,10,17.92,3.06,14.86,1.978,0.078,1.9,2.66,2.49,21.12,-,-,85.7,-
129,臺北市,2015/12/13,中山,4.9,0.51,-,26.2,28,15,26.1,6.22,19.88,1.977,0.114,1.864,2.68,2.41,21.94,-,-,82.95,-
130,臺北市,2015/12/13,大同,6.3,0.81,-,-,44,14,48.6,22.94,25.66,2.202,0.235,1.968,-,-,-,-,-,-,-
131,臺北市,2015/12/13,萬華,3.3,0.43,-,27.4,28,16,23.47,5.25,18.22,-,-,-,3.17,2.98,22.13,-,-,80.81,-
132,臺北市,2015/12/13,陽明,2.3,0.24,412.07,43.8,9,6,2.13,0.35,1.82,-,-,-,-,-,15.35,0.0,0.0,99.65,0.0
133,臺北市,2015/12/13,士林,7.6,0.32,-,34.1,27,13,13.15,1.59,11.55,-,-,-,2.64,2.48,22.03,-,-,74.81,-
134,臺北市,2015/12/12,松山,2.1,0.43,436.46,24.6,32,15,23.83,4.13,19.71,1.932,0.111,1.821,1.72,1.35,17.68,-,-,85.83,-
135,臺北市,2015/12/12,古亭,2.5,0.38,-,29.8,37,11,16.58,2.96,13.62,1.931,0.062,1.869,2.75,2.58,18.12,-,-,88.46,-
136,臺北市,2015/12/12,中山,1.9,0.54,-,24.1,30,16,27.81,6.41,21.41,2.039,0.147,1.892,2.67,2.44,18.65,-,-,87.84,-
137,臺北市,2015/12/12,大同,2.7,1.08,-,-,50,15,63.57,33.98,29.59,2.317,0.329,1.988,-,-,-,-,-,-,-
138,臺北市,2015/12/12,萬華,3.2,0.45,-,24.9,27,18,26.22,4.99,21.23,-,-,-,2.93,2.86,19.0,-,-,83.84,-
139,臺北市,2015/12/12,陽明,1.6,0.24,413.55,44.8,5,2,2.63,0.67,1.96,-,-,-,-,-,12.06,1.3,4.39,100.0,45.35
140,臺北市,2015/12/12,士林,2.2,0.31,-,36.6,28,12,9.88,1.96,7.91,-,-,-,2.9,2.6,18.42,-,-,78.56,-
141,臺北市,2015/12/11,松山,1.2,0.5,418.28,19.4,31,14,28.35,7.21,21.14,1.97,0.149,1.821,1.74,1.41,18.47,-,-,77.11,-
142,臺北市,2015/12/11,古亭,1.6,0.55,-,19.6,45,15,27.99,6.6,21.39,2.056,0.152,1.904,2.47,2.07,18.73,-,-,81.77,-
143,臺北市,2015/12/11,中山,1.3,0.74,-,14.2,33,15,42.1,13.75,28.35,2.132,0.222,1.91,1.93,1.57,19.57,-,-,78.24,-
144,臺北市,2015/12/11,大同,2.5,1.29,-,-,47,13,79.65,48.49,31.16,2.424,0.422,2.002,-,-,-,-,-,-,-
145,臺北市,2015/12/11,萬華,2.0,0.57,-,17.4,33,16,32.43,7.64,24.79,-,-,-,2.5,2.17,19.89,-,-,74.75,-
146,臺北市,2015/12/11,陽明,1.2,0.26,413.74,38.7,10,7,3.08,0.34,2.68,-,-,-,-,-,11.71,0.5,3.91,100.0,134.24
147,臺北市,2015/12/11,士林,0.7,0.35,-,31.4,20,12,11.79,2.0,9.79,-,-,-,1.7,1.18,19.19,-,-,70.8,-
148,臺北市,2015/12/10,松山,2.7,0.59,420.45,18.5,18,6,39.6,12.83,26.77,2.03,0.222,1.808,1.68,1.06,20.43,-,-,79.35,-
149,臺北市,2015/12/10,古亭,3.2,0.72,-,15.4,32,6,42.11,12.73,29.38,2.214,0.304,1.91,1.35,1.14,20.32,-,-,85.13,-
150,臺北市,2015/12/10,中山,2.5,0.92,-,13.2,21,9,50.15,17.5,32.65,2.271,0.351,1.92,1.37,0.86,21.09,-,-,83.05,-
151,臺北市,2015/12/10,大同,4.3,2.2,-,-,44,8,90.43,55.93,34.5,2.768,0.742,2.026,-,-,-,-,-,-,-
152,臺北市,2015/12/10,萬華,3.5,0.77,-,16.7,25,9,39.13,10.3,28.83,-,-,-,1.27,0.96,21.3,-,-,80.73,-
153,臺北市,2015/12/10,陽明,1.4,0.14,404.85,44.6,5,3,2.22,0.56,1.63,-,-,-,-,-,14.2,3.69,5.15,98.08,6.53
154,臺北市,2015/12/10,士林,2.2,0.49,-,20.8,17,5,26.77,5.44,21.31,-,-,-,1.82,1.47,20.12,-,-,79.55,-
155,臺北市,2015/12/09,松山,2.0,0.41,407.88,20.5,21,8,29.35,8.39,20.96,1.925,0.144,1.781,1.71,1.32,21.46,-,-,78.51,-
156,臺北市,2015/12/09,古亭,1.8,0.4,-,24.5,25,6,22.0,5.76,16.23,1.943,0.102,1.841,2.85,2.61,21.98,-,-,80.28,-
157,臺北市,2015/12/09,中山,1.8,0.63,-,18.1,21,7,39.32,15.29,24.04,2.053,0.194,1.858,2.46,2.35,22.38,-,-,80.54,-
158,臺北市,2015/12/09,大同,3.2,1.21,-,-,38,6,75.76,47.08,28.68,2.378,0.394,1.984,-,-,-,-,-,-,-
159,臺北市,2015/12/09,萬華,2.9,0.48,-,19.3,18,9,34.0,10.08,23.92,-,-,-,3.11,2.9,22.9,-,-,76.79,-
160,臺北市,2015/12/09,陽明,1.7,0.14,405.08,41.0,8,4,2.48,0.56,1.88,-,-,-,-,-,15.59,1.79,4.98,99.89,23.87
161,臺北市,2015/12/09,士林,1.2,0.24,-,34.5,21,7,10.26,1.69,8.56,-,-,-,3.46,3.1,22.51,-,-,73.59,-
162,臺北市,2015/12/08,松山,2.9,0.33,407.57,22.5,28,7,25.71,4.4,21.28,1.887,0.106,1.782,2.1,1.56,18.68,-,-,83.87,-
163,臺北市,2015/12/08,古亭,2.4,0.32,-,27.3,35,4,17.97,3.25,14.72,1.901,0.07,1.831,3.48,3.13,19.06,-,-,86.58,-
164,臺北市,2015/12/08,中山,2.0,0.45,-,24.0,31,9,26.83,7.28,19.55,1.957,0.129,1.828,3.22,2.82,19.83,-,-,82.61,-
165,臺北市,2015/12/08,大同,2.4,0.85,-,-,46,8,53.34,28.61,24.73,2.223,0.276,1.947,-,-,-,-,-,-,-
166,臺北市,2015/12/08,萬華,2.1,0.35,-,25.8,31,9,24.69,5.38,19.31,-,-,-,3.86,3.56,20.12,-,-,80.32,-
167,臺北市,2015/12/08,陽明,0.7,0.21,409.9,43.8,5,1,2.12,0.69,1.41,-,-,-,-,-,12.67,0.83,4.21,100.0,96.7
168,臺北市,2015/12/08,士林,4.0,0.18,-,38.3,24,8,8.18,1.11,7.05,-,-,-,3.76,3.57,20.07,-,-,72.21,-
169,臺北市,2015/12/07,松山,2.4,0.44,405.02,19.4,34,14,26.04,6.51,19.54,1.949,0.122,1.827,1.75,1.3,18.06,-,-,76.58,-
