序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
196,臺北市,1998/11/03,士林,0.6,0.41,34.1,-,27,-,13.15,1.69,11.46,-,-,-,25.23,-,-,39.0,-
197,臺北市,1998/11/02,松山,3.3,0.41,25.8,-,43,-,31.02,5.69,25.33,-,-,-,24.9,-,-,43.0,-
198,臺北市,1998/11/02,古亭,2.5,0.73,25.4,-,46,27,33.01,7.91,25.1,2.248,0.27,1.98,23.98,-,-,46.0,-
199,臺北市,1998/11/02,中山,2.0,0.74,27.7,-,46,-,33.74,6.59,27.15,2.326,0.27,2.05,24.84,-,-,46.0,-
200,臺北市,1998/11/02,大同,5.0,3.5,-,-,-,-,171.63,121.61,50.01,4.208,1.96,2.25,25.39,-,-,52.0,-
201,臺北市,1998/11/02,萬華,2.4,0.75,28.3,-,40,-,26.21,3.18,23.03,-,-,-,25.03,-,-,40.0,-
202,臺北市,1998/11/02,陽明,0.2,0.27,47.1,-,13,-,0.84,0.05,0.8,-,-,-,17.31,-,95.0,43.0,-
203,臺北市,1998/11/02,士林,0.9,0.54,37.3,-,36,-,17.44,3.25,14.19,-,-,-,24.64,-,-,40.0,-
204,臺北市,1998/11/01,松山,1.3,0.47,27.0,-,37,-,30.67,4.84,25.83,-,-,-,24.52,-,-,37.0,-
205,臺北市,1998/11/01,古亭,1.5,0.61,24.9,-,36,24,29.84,5.16,24.67,2.17,0.21,1.96,23.49,-,-,36.0,-
206,臺北市,1998/11/01,中山,0.8,0.64,28.9,-,34,-,27.61,3.01,24.6,2.136,0.11,2.03,24.28,-,-,34.0,-
207,臺北市,1998/11/01,大同,3.1,2.68,-,-,-,-,142.53,95.35,47.19,3.691,1.3,2.39,24.76,-,-,42.0,-
208,臺北市,1998/11/01,萬華,1.2,0.72,27.7,-,38,-,24.17,1.96,22.21,-,-,-,24.52,-,-,38.0,-
209,臺北市,1998/11/01,陽明,0.2,0.27,48.4,-,14,-,1.7,0.32,1.38,-,-,-,16.87,-,93.0,43.0,-
210,臺北市,1998/11/01,士林,1.0,0.58,34.5,-,40,-,16.24,1.04,15.19,-,-,-,24.11,-,-,40.0,-
211,新北市,1998/11/30,板橋,12.2,1.49,10.7,-,110,-,48.07,35.73,12.34,3.552,1.02,2.53,23.94,-,-,80.0,-
212,新北市,1998/11/30,三重,9.6,3.92,-,-,142,67,239.77,186.14,61.97,-,-,-,23.57,-,-,96.0,-
213,新北市,1998/11/30,菜寮,16.2,2.13,10.3,-,120,-,103.07,50.03,53.04,-,-,-,23.64,-,-,85.0,-
214,新北市,1998/11/30,永和,9.5,2.9,-,-,122,-,143.85,95.24,48.61,3.746,1.49,2.25,26.3,-,-,86.0,-
215,新北市,1998/11/30,新莊,12.2,1.19,15.5,-,92,-,74.6,33.94,40.66,3.157,1.15,2.0,24.16,-,-,71.0,-
216,新北市,1998/11/30,新店,4.1,1.01,13.1,-,71,-,48.28,16.04,32.24,-,-,-,22.42,-,-,60.0,-
217,新北市,1998/11/30,淡水,4.9,1.29,20.7,-,74,-,48.27,16.19,32.08,-,-,-,22.79,-,91.0,62.0,-
218,新北市,1998/11/30,汐止,5.9,1.31,10.8,-,112,-,77.92,30.0,47.92,-,-,-,22.81,-,-,81.0,-
219,新北市,1998/11/30,土城,8.1,1.14,11.2,-,80,-,70.4,27.62,42.79,-,-,-,24.02,-,-,65.0,-
220,新北市,1998/11/30,林口,8.2,0.87,16.6,-,77,-,65.41,25.67,39.74,-,-,-,21.32,-,-,63.0,-
221,新北市,1998/11/30,萬里,1.8,0.57,24.7,-,48,-,24.7,6.95,17.75,2.259,0.13,2.13,22.07,-,-,48.0,-
222,新北市,1998/11/29,板橋,3.3,0.93,15.7,-,61,-,26.98,18.15,8.83,2.557,0.36,2.2,23.35,-,-,56.0,-
223,新北市,1998/11/29,三重,3.9,2.07,-,-,72,-,126.8,88.24,38.56,-,-,-,22.92,-,-,61.0,-
224,新北市,1998/11/29,菜寮,3.3,1.07,15.3,-,57,-,43.67,16.59,27.08,-,-,-,23.05,-,-,54.0,-
225,新北市,1998/11/29,永和,3.1,1.24,-,-,38,-,63.09,37.45,25.63,2.631,0.51,2.12,25.76,-,-,38.0,-
226,新北市,1998/11/29,新莊,2.2,1.0,19.3,-,39,-,33.95,9.5,24.45,2.183,0.24,1.94,23.44,-,-,39.0,-
227,新北市,1998/11/29,新店,0.4,0.58,23.5,-,33,-,19.19,3.37,15.83,-,-,-,22.23,-,-,33.0,-
228,新北市,1998/11/29,淡水,1.8,0.79,21.2,-,62,-,23.96,4.26,19.7,-,-,-,22.56,-,83.0,56.0,-
229,新北市,1998/11/29,汐止,5.5,0.8,10.6,-,51,-,45.13,16.63,28.51,-,-,-,21.44,-,-,51.0,-
230,新北市,1998/11/29,土城,1.4,0.84,20.2,-,33,-,41.3,19.44,21.86,-,-,-,23.68,-,-,33.0,-
231,新北市,1998/11/29,林口,4.1,0.55,18.8,-,36,-,30.36,4.49,25.86,-,-,-,20.42,-,-,36.0,-
232,新北市,1998/11/29,萬里,1.3,0.27,29.3,-,51,-,13.19,2.61,10.58,2.056,0.01,2.05,21.78,-,-,50.0,-
233,新北市,1998/11/28,板橋,3.0,0.83,14.8,-,62,-,24.45,10.61,13.84,2.435,0.37,2.07,21.07,-,-,56.0,-
234,新北市,1998/11/28,三重,3.5,2.58,-,-,75,31,149.2,96.64,41.36,-,-,-,20.74,-,-,63.0,-
235,新北市,1998/11/28,菜寮,2.1,1.04,15.1,-,37,-,38.46,8.53,29.93,-,-,-,20.98,-,-,37.0,-
236,新北市,1998/11/28,永和,2.6,1.07,-,-,54,-,50.4,24.63,25.76,3.018,0.95,2.07,23.44,-,-,52.0,-
237,新北市,1998/11/28,新莊,1.8,0.8,20.3,-,33,-,29.4,3.06,26.34,2.117,0.25,1.87,20.95,-,-,33.0,-
238,新北市,1998/11/28,新店,1.3,0.54,25.6,-,29,-,19.63,1.72,17.91,-,-,-,19.31,-,-,38.0,-
239,新北市,1998/11/28,淡水,0.3,0.42,38.1,-,53,-,3.88,0.41,3.47,-,-,-,19.61,-,92.0,51.0,-
240,新北市,1998/11/28,汐止,2.7,0.75,19.5,-,55,-,41.13,11.85,29.28,-,-,-,19.2,-,-,52.0,-
241,新北市,1998/11/28,土城,1.4,0.56,23.6,-,32,-,22.2,1.44,20.76,-,-,-,20.9,-,-,33.0,-
242,新北市,1998/11/28,林口,0.8,0.35,30.4,-,29,-,13.32,0.68,12.64,-,-,-,17.62,-,-,42.0,-
243,新北市,1998/11/28,萬里,0.4,0.21,44.3,-,72,-,3.13,0.24,2.89,2.029,0.01,2.02,20.57,-,-,61.0,-
244,新北市,1998/11/27,板橋,4.9,1.06,6.0,-,43,-,46.85,29.44,17.4,2.689,0.65,2.04,22.12,-,-,43.0,-
245,新北市,1998/11/27,三重,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
246,新北市,1998/11/27,菜寮,11.0,1.55,4.2,-,19,-,72.85,38.98,33.86,-,-,-,21.76,-,-,22.0,-
247,新北市,1998/11/27,永和,3.5,1.28,-,-,31,-,67.68,40.13,27.55,2.655,0.57,2.09,24.5,-,-,31.0,-
248,新北市,1998/11/27,新莊,3.3,0.76,9.4,-,16,-,42.65,14.95,27.71,2.226,0.35,1.87,21.95,-,-,20.0,-
249,新北市,1998/11/27,新店,1.9,0.72,8.9,-,15,-,37.1,13.18,23.93,-,-,-,20.77,-,-,26.0,-
250,新北市,1998/11/27,淡水,1.1,0.72,18.3,-,19,-,34.31,14.33,19.98,-,-,-,21.34,-,93.0,33.0,-
251,新北市,1998/11/27,汐止,5.2,0.75,9.8,-,22,-,57.39,27.43,29.96,-,-,-,20.96,-,-,28.0,-
252,新北市,1998/11/27,土城,2.0,0.72,8.5,-,14,-,38.83,11.42,27.41,-,-,-,21.64,-,-,15.0,-
253,新北市,1998/11/27,林口,1.3,0.47,16.0,-,15,-,31.87,9.74,22.12,-,-,-,19.64,-,-,33.0,-
254,新北市,1998/11/27,萬里,0.3,0.14,32.9,-,19,-,7.2,2.12,5.08,2.007,0.04,1.97,21.1,-,-,42.0,-
255,新北市,1998/11/26,板橋,1.3,0.61,20.5,-,39,-,19.99,7.93,12.06,2.241,0.23,2.01,24.84,-,-,39.0,-
256,新北市,1998/11/26,三重,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
257,新北市,1998/11/26,菜寮,1.1,0.67,21.2,-,39,-,23.0,2.47,20.53,-,-,-,24.32,-,-,39.0,-
258,新北市,1998/11/26,永和,1.5,0.8,-,-,38,-,38.13,18.65,19.48,2.373,0.35,2.02,27.02,-,-,38.0,-
259,新北市,1998/11/26,新莊,1.5,0.49,23.8,-,24,-,22.49,2.48,20.01,2.107,0.25,1.86,25.02,-,-,31.0,-
260,新北市,1998/11/26,新店,0.4,0.34,32.5,-,20,-,11.23,1.08,10.15,-,-,-,23.86,-,-,37.0,-
261,新北市,1998/11/26,淡水,1.0,0.38,34.9,-,38,-,11.61,5.22,6.39,-,-,-,25.01,-,74.0,38.0,-
262,新北市,1998/11/26,汐止,1.2,0.4,24.0,-,34,-,24.89,5.19,19.7,-,-,-,23.32,-,-,34.0,-
263,新北市,1998/11/26,土城,0.3,0.47,26.8,-,20,-,17.88,1.12,16.76,-,-,-,25.24,-,-,33.0,-
264,新北市,1998/11/26,林口,0.8,0.27,27.0,-,19,-,17.28,1.57,15.71,-,-,-,22.01,-,-,33.0,-
265,新北市,1998/11/26,萬里,4.4,0.13,35.0,-,29,-,10.03,1.04,8.99,1.956,0.01,1.95,22.89,-,-,41.0,-
266,新北市,1998/11/25,板橋,2.3,0.67,19.0,-,40,-,25.33,8.34,16.98,2.333,0.31,2.02,21.64,-,-,40.0,-
267,新北市,1998/11/25,三重,1.9,1.31,-,-,-,18,80.82,48.94,31.88,-,-,-,20.91,-,-,24.0,-
268,新北市,1998/11/25,菜寮,1.9,0.67,20.4,-,24,-,25.67,2.21,23.46,-,-,-,21.26,-,-,25.0,-
269,新北市,1998/11/25,永和,2.2,0.89,-,-,44,-,48.82,23.16,25.66,2.422,0.38,2.05,24.05,-,-,44.0,-
270,新北市,1998/11/25,新莊,1.9,0.47,23.4,-,26,-,24.2,2.12,22.08,2.208,0.27,1.94,21.68,-,-,32.0,-
271,新北市,1998/11/25,新店,0.5,0.38,31.9,-,16,-,14.23,1.3,12.93,-,-,-,21.02,-,-,36.0,-
272,新北市,1998/11/25,淡水,0.5,0.33,39.9,-,31,-,5.85,0.32,5.53,-,-,-,21.99,-,76.0,38.0,-
273,新北市,1998/11/25,汐止,3.8,0.58,20.9,-,26,-,34.64,8.15,26.49,-,-,-,20.0,-,-,34.0,-
274,新北市,1998/11/25,土城,0.6,0.53,26.5,-,15,-,21.46,1.37,20.09,-,-,-,21.82,-,-,33.0,-
275,新北市,1998/11/25,林口,-,0.29,26.0,-,17,-,21.88,2.19,19.7,-,-,-,19.09,-,-,28.0,-
276,新北市,1998/11/25,萬里,1.0,0.09,45.2,-,38,-,3.42,0.1,3.32,2.001,0.0,2.0,21.11,-,-,40.0,-
277,新北市,1998/11/24,板橋,3.9,0.66,17.8,-,33,-,32.33,7.63,24.7,2.316,0.3,2.01,20.89,-,-,33.0,-
278,新北市,1998/11/24,三重,2.4,1.56,-,-,-,16,83.33,46.65,36.68,-,-,-,20.77,-,-,22.0,-
279,新北市,1998/11/24,菜寮,2.2,0.82,17.9,-,24,-,31.84,4.93,26.91,-,-,-,21.12,-,-,27.0,-
280,新北市,1998/11/24,永和,3.4,0.86,-,-,34,-,53.03,25.57,27.47,2.409,0.42,1.99,23.4,-,-,34.0,-
281,新北市,1998/11/24,新莊,3.9,0.55,19.2,-,22,-,31.69,3.71,27.98,-,-,1.21,21.22,-,-,29.0,-
282,新北市,1998/11/24,新店,0.5,0.45,23.8,-,15,-,22.95,1.87,21.08,-,-,-,19.95,-,-,32.0,-
283,新北市,1998/11/24,淡水,0.0,0.33,39.4,-,15,-,5.14,0.18,4.96,-,-,-,20.39,-,83.0,35.0,-
284,新北市,1998/11/24,汐止,2.9,0.6,21.1,-,25,-,36.57,9.01,27.56,-,-,-,19.54,-,-,32.0,-
285,新北市,1998/11/24,土城,2.0,0.57,23.9,-,19,-,25.32,1.32,24.0,-,-,-,20.64,-,-,32.0,-
286,新北市,1998/11/24,林口,-,0.45,22.0,-,17,-,26.94,3.05,23.89,-,-,-,18.53,-,-,32.0,-
287,新北市,1998/11/24,萬里,0.6,0.1,46.2,-,32,-,2.47,0.1,2.36,1.932,0.0,1.93,20.21,-,-,42.0,-
288,新北市,1998/11/23,板橋,2.5,1.07,24.5,-,50,-,30.02,7.19,22.82,2.355,0.36,1.99,21.01,-,-,50.0,-
289,新北市,1998/11/23,三重,3.6,1.86,-,-,-,31,93.77,52.76,41.01,-,-,-,20.86,-,-,29.0,-
290,新北市,1998/11/23,菜寮,3.0,1.01,23.0,-,51,-,31.16,3.01,28.15,-,-,-,21.15,-,-,51.0,-
291,新北市,1998/11/23,永和,2.8,1.08,-,-,46,-,51.95,21.68,30.27,2.462,0.43,2.03,23.43,-,-,46.0,-
292,新北市,1998/11/23,新莊,4.5,0.57,24.6,-,33,-,32.97,2.47,30.5,-,-,-,21.26,-,-,40.0,-
293,新北市,1998/11/23,新店,0.7,0.63,29.4,-,33,-,22.03,1.17,20.85,-,-,-,20.03,-,-,43.0,-
294,新北市,1998/11/23,淡水,0.5,0.56,42.8,-,33,-,4.28,0.17,4.11,-,-,-,20.46,-,82.0,49.0,-
295,新北市,1998/11/23,汐止,3.7,0.7,25.4,-,54,-,35.5,6.51,28.99,-,-,-,19.52,-,-,52.0,-
296,新北市,1998/11/23,土城,1.2,0.75,31.5,-,38,-,22.78,0.29,22.49,-,-,-,20.93,-,-,44.0,-
297,新北市,1998/11/23,林口,3.0,0.38,34.1,-,34,-,18.83,1.68,17.15,-,-,-,18.69,-,-,36.0,-
298,新北市,1998/11/23,萬里,1.3,0.22,53.2,-,48,-,2.54,0.09,2.47,1.961,0.0,1.96,20.33,-,-,53.0,-
299,新北市,1998/11/22,板橋,1.5,0.52,26.6,-,37,-,22.79,3.87,18.92,2.139,0.16,1.97,19.94,-,-,37.0,-
300,新北市,1998/11/22,三重,1.8,1.65,-,-,-,22,90.92,51.42,39.5,-,-,-,19.79,-,-,21.0,-
301,新北市,1998/11/22,菜寮,1.6,0.73,22.2,-,37,-,29.61,4.29,25.32,-,-,-,20.08,-,-,37.0,-
302,新北市,1998/11/22,永和,1.5,0.59,-,-,45,-,33.85,13.58,20.27,2.208,0.17,2.04,22.34,-,-,45.0,-
303,新北市,1998/11/22,新莊,1.9,0.35,28.5,-,26,-,22.09,1.36,21.02,-,-,-,19.98,-,-,33.0,-
304,新北市,1998/11/22,新店,0.7,0.39,33.8,-,21,-,12.96,0.71,12.4,-,-,-,18.31,-,-,40.0,-
305,新北市,1998/11/22,淡水,0.3,0.37,45.5,-,30,-,4.38,0.36,4.02,-,-,-,18.73,-,82.0,46.0,-
306,新北市,1998/11/22,汐止,1.6,0.5,30.6,-,21,-,25.0,3.45,21.56,-,-,-,18.06,-,-,34.0,-
307,新北市,1998/11/22,土城,0.5,0.43,34.9,-,19,-,14.59,0.59,13.99,-,-,-,19.74,-,-,39.0,-
308,新北市,1998/11/22,林口,1.0,0.26,33.5,-,20,-,16.26,0.71,15.55,-,-,-,17.0,-,-,35.0,-
309,新北市,1998/11/22,萬里,0.8,0.11,52.4,-,45,-,1.9,0.04,1.86,2.036,0.01,2.03,19.77,-,-,54.0,-
310,新北市,1998/11/21,板橋,3.0,0.9,13.3,-,25,-,45.61,13.22,32.39,2.419,0.39,2.03,22.37,-,-,25.0,-
311,新北市,1998/11/21,三重,4.7,3.32,-,-,-,22,172.98,126.12,46.86,-,-,-,22.29,-,-,73.0,-
312,新北市,1998/11/21,菜寮,2.7,1.15,12.4,-,33,-,46.98,15.53,31.45,-,-,-,22.32,-,-,33.0,-
313,新北市,1998/11/21,永和,4.0,1.38,-,-,40,-,73.99,41.73,32.26,2.573,0.52,2.06,24.77,-,-,40.0,-
314,新北市,1998/11/21,新莊,3.1,0.37,22.4,-,20,-,22.95,2.16,20.79,-,-,-,22.59,-,-,26.0,-
315,新北市,1998/11/21,新店,1.1,0.5,23.1,-,16,-,19.36,2.31,17.05,-,-,-,21.24,-,-,29.0,-
316,新北市,1998/11/21,淡水,0.3,0.51,34.0,-,16,-,10.88,1.96,8.93,-,-,-,21.17,-,89.0,35.0,-
317,新北市,1998/11/21,汐止,4.9,0.56,19.9,-,20,-,38.36,10.86,27.49,-,-,-,20.87,-,-,30.0,-
318,新北市,1998/11/21,土城,2.8,0.84,16.0,-,23,-,36.2,6.13,30.06,-,-,-,22.25,-,-,23.0,-
319,新北市,1998/11/21,林口,2.4,0.19,29.3,-,15,-,14.34,2.6,12.4,-,-,-,19.65,-,-,35.0,-
320,新北市,1998/11/21,萬里,0.5,0.16,43.8,-,30,-,2.37,0.16,2.2,2.017,0.01,2.01,20.87,-,-,40.0,-
321,新北市,1998/11/20,板橋,3.0,0.62,17.3,-,47,-,31.82,7.51,24.31,2.145,0.26,1.89,20.27,-,-,47.0,-
322,新北市,1998/11/20,三重,2.7,1.37,-,-,34,26,82.08,47.64,34.43,-,-,-,20.41,-,-,31.0,-
323,新北市,1998/11/20,菜寮,2.2,0.69,21.9,-,37,-,24.2,2.67,21.53,-,-,-,20.67,-,-,36.0,-
324,新北市,1998/11/20,永和,2.9,0.8,-,-,55,-,45.43,20.64,24.79,2.347,0.38,1.97,22.66,-,-,30.0,-
325,新北市,1998/11/20,新莊,3.2,0.45,21.3,-,25,-,27.74,3.32,24.43,-,-,-,20.62,-,-,30.0,-
326,新北市,1998/11/20,新店,0.3,0.46,27.9,-,15,-,14.14,0.9,13.24,-,-,-,19.56,-,-,30.0,-
327,新北市,1998/11/20,淡水,0.3,0.42,39.0,-,19,-,5.71,1.17,4.54,-,-,-,20.02,-,80.0,35.0,-
328,新北市,1998/11/20,汐止,3.5,0.63,19.7,-,27,-,36.74,8.73,28.01,-,-,-,18.68,-,-,28.0,-
329,新北市,1998/11/20,土城,1.9,0.53,24.9,-,17,-,21.67,1.58,20.1,-,-,-,20.32,-,-,41.0,-
330,新北市,1998/11/20,林口,1.9,0.29,23.3,-,19,-,22.02,2.1,19.92,-,-,-,18.55,-,-,30.0,-
331,新北市,1998/11/20,萬里,0.3,0.17,45.2,-,34,-,1.38,0.05,1.33,2.049,0.02,2.03,19.55,-,-,39.0,-
332,新北市,1998/11/19,板橋,3.6,0.64,14.9,-,26,-,34.81,9.24,25.57,2.258,0.28,1.96,20.62,-,-,26.0,-
333,新北市,1998/11/19,三重,2.5,1.73,-,-,25,-,85.97,51.7,34.26,-,-,-,20.63,-,-,25.0,-
334,新北市,1998/11/19,菜寮,1.5,0.75,17.6,-,23,-,27.7,4.36,23.34,-,-,-,20.92,-,-,23.0,-
335,新北市,1998/11/19,永和,2.1,0.58,-,-,42,-,49.36,22.98,26.38,2.195,0.37,1.82,23.01,-,-,42.0,-
336,新北市,1998/11/19,新莊,3.5,0.46,19.2,-,17,-,28.42,4.07,24.35,-,-,-,20.92,-,-,25.0,-
337,新北市,1998/11/19,新店,0.3,0.55,19.6,-,-,-,24.02,4.17,19.85,-,-,-,19.43,-,-,26.0,-
338,新北市,1998/11/19,淡水,0.4,0.42,33.2,-,12,-,10.3,2.29,8.01,-,-,-,20.25,-,84.0,31.0,-
339,新北市,1998/11/19,汐止,2.5,0.53,20.5,-,13,-,30.23,6.49,23.74,-,-,-,19.16,-,-,24.0,-
340,新北市,1998/11/19,土城,2.0,0.54,19.4,-,17,-,25.42,3.26,22.15,-,-,-,20.39,-,-,24.0,-
341,新北市,1998/11/19,林口,1.7,0.32,20.6,-,13,-,22.73,2.43,20.3,-,-,-,18.72,-,-,26.0,-
342,新北市,1998/11/19,萬里,0.2,0.14,43.2,-,18,-,1.17,0.07,1.1,1.944,0.0,1.94,19.52,-,-,37.0,-
343,新北市,1998/11/18,板橋,1.4,0.59,17.3,-,36,-,32.47,6.34,26.14,2.283,0.31,1.97,19.72,-,-,36.0,-
344,新北市,1998/11/18,三重,1.9,1.42,-,-,33,-,78.19,43.05,35.14,-,-,-,19.21,-,-,33.0,-
345,新北市,1998/11/18,菜寮,0.8,0.68,17.2,-,23,-,27.98,3.03,24.96,-,-,-,19.68,-,-,25.0,-
346,新北市,1998/11/18,永和,1.1,0.25,-,-,37,-,42.77,18.94,23.84,2.061,0.28,1.79,22.23,-,-,37.0,-
347,新北市,1998/11/18,新莊,2.5,0.51,20.0,-,17,-,26.27,2.0,24.27,-,-,-,19.71,-,-,29.0,-
348,新北市,1998/11/18,新店,0.4,0.48,24.9,-,-,-,16.75,0.82,15.93,-,-,-,19.16,-,-,31.0,-
349,新北市,1998/11/18,淡水,0.8,0.47,34.1,-,20,-,-,-,-,-,-,-,19.65,-,76.0,34.0,-
350,新北市,1998/11/18,汐止,3.7,0.58,16.3,-,21,-,39.46,10.79,28.67,-,-,-,18.12,-,-,28.0,-
351,新北市,1998/11/18,土城,0.6,0.51,23.4,-,18,-,19.12,0.62,18.5,-,-,-,19.63,-,-,30.0,-
352,新北市,1998/11/18,林口,1.7,0.31,21.6,-,19,-,23.41,2.1,21.31,-,-,-,17.12,-,-,27.0,-
353,新北市,1998/11/18,萬里,0.1,0.12,44.6,-,28,-,1.32,0.04,1.28,2.012,0.0,2.01,18.64,-,-,39.0,-
354,新北市,1998/11/17,板橋,8.6,1.21,11.6,-,-,-,58.14,23.71,34.43,2.917,0.78,2.14,21.99,-,-,34.0,-
355,新北市,1998/11/17,三重,4.3,2.45,-,-,75,-,135.47,91.05,44.42,-,-,-,21.47,-,-,62.0,-
356,新北市,1998/11/17,菜寮,0.5,1.22,13.8,-,72,-,47.08,14.54,32.54,-,-,-,21.83,-,-,61.0,-
357,新北市,1998/11/17,永和,2.0,0.51,-,-,52,-,59.01,29.52,29.5,2.471,0.56,1.91,24.36,-,-,51.0,-
358,新北市,1998/11/17,新莊,5.8,1.12,16.3,-,63,-,52.31,22.93,29.39,-,-,-,21.79,-,-,57.0,-
359,新北市,1998/11/17,新店,1.3,0.74,20.3,-,42,-,27.7,6.86,20.83,-,-,-,20.7,-,-,42.0,-
360,新北市,1998/11/17,淡水,2.4,0.73,30.4,-,63,-,21.19,5.91,15.28,-,-,-,20.52,-,82.0,57.0,-
361,新北市,1998/11/17,汐止,3.5,1.04,13.9,-,50,-,54.22,23.72,30.5,-,-,-,20.0,-,-,50.0,-
362,新北市,1998/11/17,土城,5.9,1.15,17.4,-,62,-,54.03,26.9,27.39,-,-,-,21.15,-,-,56.0,-
363,新北市,1998/11/17,林口,4.1,0.58,22.9,-,53,-,27.27,6.94,20.33,-,-,-,18.47,-,-,51.0,-
364,新北市,1998/11/17,萬里,0.9,0.3,39.9,-,60,-,4.15,0.29,3.86,2.046,0.04,2.0,20.7,-,-,55.0,-
365,新北市,1998/11/16,板橋,19.3,1.34,22.4,-,-,-,76.15,31.32,44.82,3.179,1.01,2.17,27.0,-,-,99.0,-
366,新北市,1998/11/16,三重,10.8,3.8,-,-,119,-,213.16,148.02,65.15,-,-,-,26.54,-,-,84.0,-
367,新北市,1998/11/16,菜寮,0.5,1.94,21.6,-,112,-,97.29,42.81,47.17,-,-,-,26.36,-,-,81.0,-
368,新北市,1998/11/16,永和,7.0,1.95,-,-,78,-,118.76,63.16,55.6,3.176,1.17,2.0,29.27,-,-,64.0,-
369,新北市,1998/11/16,新莊,15.9,1.4,24.2,-,88,-,82.43,38.37,39.91,4.054,1.26,2.8,27.23,-,-,98.0,-
370,新北市,1998/11/16,新店,4.3,1.03,32.3,-,57,-,50.68,15.82,34.86,-,-,-,26.38,-,-,184.0,-
371,新北市,1998/11/16,淡水,5.2,1.18,17.4,-,81,-,56.11,25.99,30.13,-,-,-,-,-,83.0,66.0,-
372,新北市,1998/11/16,汐止,5.5,-,13.6,-,86,-,73.08,30.79,42.28,-,-,-,-,-,-,94.0,-
373,新北市,1998/11/16,土城,10.5,1.25,23.4,-,82,-,79.72,37.86,41.86,-,-,-,27.71,-,-,97.0,-
374,新北市,1998/11/16,林口,21.3,0.91,20.3,-,84,-,66.19,26.47,39.72,-,-,-,24.18,-,-,67.0,-
375,新北市,1998/11/16,萬里,2.2,0.46,33.6,-,34,-,19.44,4.57,14.87,2.189,0.12,2.07,23.78,-,-,90.0,-
376,新北市,1998/11/15,板橋,6.1,0.88,11.6,-,-,-,49.69,18.66,31.03,2.545,0.59,1.96,27.36,-,-,32.0,-
377,新北市,1998/11/15,三重,3.9,2.68,-,-,47,-,139.94,98.71,41.23,-,-,-,27.54,-,-,47.0,-
378,新北市,1998/11/15,菜寮,0.9,1.21,13.3,-,49,-,50.96,24.68,26.28,-,-,-,27.43,-,-,49.0,-
379,新北市,1998/11/15,永和,2.8,1.15,-,-,46,-,66.05,38.23,27.82,2.593,0.67,1.92,29.87,-,-,46.0,-
380,新北市,1998/11/15,新莊,4.9,1.07,19.2,-,46,-,51.96,25.37,26.59,3.64,0.8,2.84,27.82,-,-,46.0,-
381,新北市,1998/11/15,新店,1.4,0.58,18.4,-,27,-,23.64,6.81,16.82,-,-,-,27.01,-,-,31.0,-
382,新北市,1998/11/15,淡水,2.4,0.83,23.7,-,67,-,39.31,20.31,19.0,-,-,-,27.11,-,77.0,59.0,-
383,新北市,1998/11/15,汐止,2.6,0.92,8.2,-,46,-,52.45,28.63,23.82,-,-,-,25.46,-,-,46.0,-
384,新北市,1998/11/15,土城,6.4,1.03,14.4,-,48,-,65.4,35.24,30.16,-,-,-,28.06,-,-,48.0,-
385,新北市,1998/11/15,林口,2.2,0.59,23.4,-,27,-,32.62,12.76,19.86,-,-,-,24.95,-,-,45.0,-
386,新北市,1998/11/15,萬里,0.9,0.25,22.3,-,21,-,11.32,3.21,8.11,1.999,0.06,1.94,24.48,-,-,37.0,-
387,新北市,1998/11/14,板橋,8.0,0.92,10.7,-,-,-,56.2,24.32,31.88,2.71,0.66,2.05,25.03,-,-,24.0,-
388,新北市,1998/11/14,三重,3.7,2.29,-,-,56,39,131.53,90.08,41.45,-,-,-,25.11,-,-,53.0,-
389,新北市,1998/11/14,菜寮,0.3,1.05,13.3,-,60,-,48.03,20.81,27.22,-,-,-,24.98,-,-,55.0,-
390,新北市,1998/11/14,永和,1.6,0.98,-,-,48,-,56.67,29.38,27.29,2.485,0.54,1.94,27.61,-,-,48.0,-
391,新北市,1998/11/14,新莊,5.4,0.82,18.0,-,51,-,44.34,20.5,23.84,3.718,0.74,2.98,25.07,-,-,50.0,-
392,新北市,1998/11/14,新店,0.4,0.46,23.0,-,30,-,21.24,4.65,16.59,-,-,-,24.68,-,-,32.0,-
393,新北市,1998/11/14,淡水,3.6,0.81,20.6,-,52,-,43.67,20.5,23.17,-,-,-,25.21,-,68.0,51.0,-
394,新北市,1998/11/14,汐止,2.1,0.9,10.1,-,51,-,66.58,37.36,29.22,-,-,-,23.46,-,-,50.0,-
395,新北市,1998/11/14,土城,4.1,0.89,14.4,-,49,-,58.35,32.19,26.16,-,-,-,25.27,-,-,49.0,-
