序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1993/08/31,松山,7.6,0.85,16.8,-,62,57,24.75,31.1,-,-,-,27.21,-,-,56.0
2,臺北市,1993/08/31,古亭,4.6,1.12,18.8,-,41,43,16.23,26.59,2.52,0.22,2.22,27.84,-,-,41.0
3,臺北市,1993/08/31,中山,3.6,0.95,13.7,-,55,44,12.77,31.09,2.04,0.21,1.83,28.27,-,-,53.0
4,臺北市,1993/08/31,大同,18.7,5.73,-,-,84,251,195.44,57.5,4.43,2.5,1.92,29.06,-,-,87.0
5,臺北市,1993/08/31,萬華,2.0,0.81,19.9,-,31,27,3.5,22.51,-,-,-,27.65,-,-,31.0
6,臺北市,1993/08/31,陽明,-,-,44.4,-,14,2,0.01,-,-,-,-,20.18,-,88.0,41.0
7,臺北市,1993/08/31,士林,1.3,0.66,25.6,-,39,26,9.91,13.99,-,-,-,27.52,-,-,39.0
8,臺北市,1993/08/30,松山,12.9,0.91,16.6,-,58,70,34.21,33.67,-,-,-,27.11,-,-,54.0
9,臺北市,1993/08/30,古亭,5.2,0.95,23.5,-,40,35,11.61,24.59,2.32,0.16,2.2,28.31,-,-,40.0
10,臺北市,1993/08/30,中山,5.3,0.86,16.1,-,46,40,9.66,29.98,2.04,0.15,1.89,28.24,-,-,46.0
11,臺北市,1993/08/30,大同,21.7,5.93,-,-,75,276,217.46,60.71,4.5,2.58,1.91,29.12,-,-,89.0
12,臺北市,1993/08/30,萬華,4.5,1.0,20.3,-,26,31,4.44,-,-,-,-,28.05,-,-,28.0
13,臺北市,1993/08/30,陽明,-,0.19,47.6,-,16,2,0.01,-,-,-,-,20.27,-,88.0,44.0
14,臺北市,1993/08/30,士林,1.6,0.6,29.3,-,33,17,3.05,12.36,-,-,-,27.78,-,-,33.0
15,臺北市,1993/08/29,松山,4.8,1.0,14.8,-,49,51,20.3,30.54,-,-,-,27.12,-,-,49.0
16,臺北市,1993/08/29,古亭,1.4,0.91,20.2,-,34,30,8.05,21.58,1.89,0.08,1.81,27.95,-,-,34.0
17,臺北市,1993/08/29,中山,3.4,0.96,12.6,-,50,45,13.22,30.99,1.99,0.15,1.83,28.02,-,-,50.0
18,臺北市,1993/08/29,大同,19.4,5.55,-,-,85,253,200.73,54.31,4.18,2.43,1.75,28.9,-,-,78.0
19,臺北市,1993/08/29,萬華,1.0,0.94,19.2,-,29,25,3.14,21.6,-,-,-,28.03,-,-,29.0
20,臺北市,1993/08/29,陽明,2.7,0.28,42.0,-,-,4,0.07,-,-,-,-,20.34,-,96.0,40.0
21,臺北市,1993/08/29,士林,6.1,0.62,23.7,-,50,18,3.32,13.68,-,-,-,27.73,-,-,50.0
22,臺北市,1993/08/28,松山,6.6,1.23,12.2,-,66,47,12.64,34.42,-,-,-,27.1,-,-,58.0
23,臺北市,1993/08/28,古亭,2.6,1.4,14.7,-,50,48,18.66,29.36,2.18,0.26,1.95,27.66,-,-,50.0
24,臺北市,1993/08/28,中山,7.7,1.49,9.0,-,60,58,18.72,39.39,2.26,0.36,1.9,28.22,-,-,55.0
25,臺北市,1993/08/28,大同,27.8,7.17,-,-,119,284,224.11,61.45,4.87,2.95,1.92,28.98,-,-,101.0
26,臺北市,1993/08/28,萬華,2.0,1.22,17.6,-,34,31,3.97,26.18,-,-,-,27.86,-,-,34.0
27,臺北市,1993/08/28,陽明,-,0.25,48.2,-,26,3,0.01,-,-,-,-,21.44,-,95.0,44.0
28,臺北市,1993/08/28,士林,8.0,0.67,25.2,-,56,20,2.79,15.69,-,-,-,28.27,-,-,53.0
29,臺北市,1993/08/27,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,臺北市,1993/08/27,古亭,7.6,1.49,17.8,-,104,50,16.38,32.95,2.22,0.4,1.81,27.98,-,-,77.0
31,臺北市,1993/08/27,中山,12.6,1.37,11.3,-,82,63,22.73,40.83,2.34,0.49,1.85,29.84,-,-,66.0
32,臺北市,1993/08/27,大同,31.1,5.89,-,-,127,234,179.32,54.71,4.7,2.67,2.03,30.7,-,-,103.0
33,臺北市,1993/08/27,萬華,8.6,1.14,16.6,-,65,35,5.25,29.02,-,-,-,29.89,-,-,58.0
34,臺北市,1993/08/27,陽明,10.6,0.34,40.0,-,42,9,0.21,-,-,-,-,22.55,-,93.0,53.0
35,臺北市,1993/08/27,士林,11.0,0.78,16.7,-,68,29,5.0,21.96,-,-,-,29.27,-,-,59.0
36,臺北市,1993/08/26,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,臺北市,1993/08/26,古亭,10.1,1.69,22.2,-,99,61,19.41,41.06,2.54,0.43,2.12,27.91,-,-,75.0
38,臺北市,1993/08/26,中山,15.4,1.67,20.4,-,108,70,24.53,45.36,2.56,0.53,2.02,30.77,-,-,79.0
39,臺北市,1993/08/26,大同,26.7,4.7,-,-,119,164,100.41,59.05,4.04,2.07,1.96,31.8,-,-,84.0
40,臺北市,1993/08/26,萬華,11.8,1.2,21.9,-,75,37,6.05,30.88,-,-,-,30.27,-,-,62.0
41,臺北市,1993/08/26,陽明,7.9,0.38,54.5,-,33,9,0.41,7.79,-,-,-,24.12,-,85.0,83.0
42,臺北市,1993/08/26,士林,8.6,1.02,16.4,-,75,39,11.97,25.73,-,-,-,29.39,-,-,63.0
43,臺北市,1993/08/25,松山,14.3,1.6,45.0,-,122,62,21.22,40.63,-,-,-,29.65,-,-,187.0
44,臺北市,1993/08/25,古亭,12.0,1.85,33.0,-,95,62,31.81,35.02,2.52,0.58,1.94,27.41,-,-,113.0
45,臺北市,1993/08/25,中山,18.3,1.73,27.2,-,91,66,27.77,38.14,2.62,0.58,2.05,30.6,-,-,102.0
46,臺北市,1993/08/25,大同,27.8,4.61,-,-,119,161,109.51,54.95,4.21,2.15,2.06,31.4,-,-,84.0
47,臺北市,1993/08/25,萬華,15.8,1.16,30.6,-,73,38,8.4,29.3,-,-,-,30.28,-,-,99.0
48,臺北市,1993/08/25,陽明,13.3,0.5,65.1,-,68,14,0.83,13.13,-,-,-,23.42,-,92.0,130.0
49,臺北市,1993/08/25,士林,14.7,1.52,29.1,-,101,54,21.18,32.24,-,-,-,29.4,-,-,120.0
50,臺北市,1993/08/24,松山,12.5,1.6,35.3,-,97,61,22.49,38.87,-,-,-,29.63,-,-,174.0
51,臺北市,1993/08/24,古亭,10.5,2.03,31.3,-,82,65,37.9,34.35,2.48,0.72,1.76,26.91,-,-,176.0
52,臺北市,1993/08/24,中山,12.8,1.75,21.6,-,92,67,30.68,36.74,2.62,0.62,2.0,30.37,-,-,89.0
53,臺北市,1993/08/24,大同,22.7,4.22,-,-,108,145,100.67,48.08,3.84,1.9,1.94,31.02,-,-,79.0
54,臺北市,1993/08/24,萬華,10.6,1.18,28.1,-,57,35,6.33,28.1,-,-,-,30.0,-,-,145.0
55,臺北市,1993/08/24,陽明,7.2,0.34,53.2,-,47,7,0.11,6.45,-,-,-,23.64,-,93.0,87.0
56,臺北市,1993/08/24,士林,6.5,1.23,16.4,-,70,-,-,-,-,-,-,29.19,-,-,60.0
57,臺北市,1993/08/23,松山,14.9,1.21,18.1,-,76,54,20.68,32.11,-,-,-,30.12,-,-,73.0
58,臺北市,1993/08/23,古亭,12.7,1.73,19.7,-,63,60,28.18,31.88,2.34,0.51,1.8,27.21,-,-,76.0
59,臺北市,1993/08/23,中山,12.2,1.86,21.9,-,86,75,31.49,43.72,2.67,0.59,2.07,30.92,-,-,106.0
