序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
17,臺北市,1998/07/29,中山,4.1,1.48,10.7,-,28,-,65.49,33.82,31.67,3.05,0.46,2.59,30.06,-,-,36.0
18,臺北市,1998/07/29,大同,6.3,4.48,-,-,-,-,193.44,147.43,46.01,4.989,2.39,2.6,30.2,-,-,71.0
19,臺北市,1998/07/29,萬華,2.5,0.76,14.6,-,30,-,30.68,7.56,23.13,-,-,-,28.28,-,-,44.0
20,臺北市,1998/07/29,陽明,5.6,0.17,26.0,-,16,-,10.23,1.27,8.95,-,-,-,23.87,-,81.0,36.0
21,臺北市,1998/07/29,士林,3.9,1.16,12.0,-,37,-,53.04,27.33,25.71,-,-,-,29.08,-,-,37.0
22,臺北市,1998/07/28,松山,6.1,1.22,3.2,-,32,-,67.74,40.76,26.98,-,-,-,28.55,-,-,32.0
23,臺北市,1998/07/28,古亭,5.4,1.37,9.9,-,34,24,74.18,47.97,26.21,2.649,0.66,1.99,27.94,-,-,34.0
24,臺北市,1998/07/28,中山,6.8,1.43,1.4,-,28,-,66.72,40.85,25.87,2.909,0.66,2.25,28.83,-,-,28.0
25,臺北市,1998/07/28,大同,8.7,4.4,-,-,-,-,179.66,146.77,32.89,4.813,2.28,2.54,29.41,-,-,85.0
26,臺北市,1998/07/28,萬華,7.0,0.87,2.7,-,32,-,-,-,-,-,-,-,27.88,-,-,32.0
27,臺北市,1998/07/28,陽明,2.4,0.22,16.1,-,15,-,7.93,1.13,6.81,-,-,-,22.79,-,81.0,21.0
28,臺北市,1998/07/28,士林,4.8,1.06,1.4,-,35,-,59.62,32.69,26.92,-,-,-,27.93,-,-,35.0
29,臺北市,1998/07/27,松山,5.2,0.94,18.6,-,30,-,49.76,14.85,34.91,-,-,-,31.57,-,-,53.0
30,臺北市,1998/07/27,古亭,8.8,0.76,12.5,-,38,25,52.45,24.38,28.07,2.291,0.45,1.86,31.65,-,-,47.0
31,臺北市,1998/07/27,中山,6.3,1.05,12.6,-,30,-,42.54,21.81,20.73,2.589,0.42,2.17,33.1,-,-,44.0
32,臺北市,1998/07/27,大同,6.1,3.01,-,-,-,-,114.52,78.81,35.72,4.082,1.58,2.5,33.11,-,-,43.0
33,臺北市,1998/07/27,萬華,8.7,0.64,17.3,-,36,-,-,-,-,-,-,-,31.04,-,-,58.0
34,臺北市,1998/07/27,陽明,5.9,0.24,22.7,-,14,-,7.78,1.28,6.5,-,-,-,24.53,-,78.0,40.0
35,臺北市,1998/07/27,士林,5.4,0.7,11.0,-,44,-,41.15,15.4,25.75,-,-,-,31.21,-,-,44.0
36,臺北市,1998/07/26,松山,3.5,0.88,16.5,-,32,-,41.54,17.61,23.93,-,-,-,32.04,-,-,44.0
37,臺北市,1998/07/26,古亭,2.3,0.86,15.4,-,35,24,41.64,19.13,22.51,2.164,0.29,1.88,31.24,-,-,39.0
38,臺北市,1998/07/26,中山,4.6,0.84,14.0,-,25,-,21.51,15.41,6.1,2.552,0.36,2.19,33.68,-,-,36.0
39,臺北市,1998/07/26,大同,5.0,2.57,-,-,-,-,100.08,72.87,27.21,3.526,1.19,2.34,33.45,-,-,40.0
40,臺北市,1998/07/26,萬華,3.9,0.54,16.8,-,35,-,-,-,-,-,-,-,31.23,-,-,39.0
41,臺北市,1998/07/26,陽明,3.4,0.2,20.1,-,14,-,7.33,1.39,5.93,-,-,-,25.24,-,77.0,33.0
42,臺北市,1998/07/26,士林,6.2,0.58,11.8,-,36,-,44.75,14.74,23.14,-,-,-,31.81,-,-,36.0
43,臺北市,1998/07/25,松山,6.4,0.86,13.7,-,30,-,48.75,24.38,24.38,-,-,-,31.8,-,-,52.0
44,臺北市,1998/07/25,古亭,5.2,0.92,12.3,-,34,22,53.69,29.48,24.21,2.314,0.44,1.88,31.08,-,-,43.0
45,臺北市,1998/07/25,中山,7.4,0.93,11.5,-,26,-,21.58,20.16,1.42,2.566,0.34,2.23,33.36,-,-,47.0
46,臺北市,1998/07/25,大同,6.6,2.51,-,-,-,-,90.02,63.68,26.33,3.755,1.26,2.5,33.05,-,-,40.0
47,臺北市,1998/07/25,萬華,6.8,0.53,13.8,-,34,-,-,-,-,-,-,-,30.91,-,-,51.0
48,臺北市,1998/07/25,陽明,4.8,0.19,20.5,-,14,-,8.17,0.8,7.37,-,-,-,24.86,-,78.0,49.0
49,臺北市,1998/07/25,士林,7.3,0.59,11.0,-,35,-,33.11,15.57,17.54,-,-,-,31.49,-,-,44.0
50,臺北市,1998/07/24,松山,7.1,1.05,8.2,-,36,-,54.3,27.15,27.15,-,-,-,32.1,-,-,42.0
51,臺北市,1998/07/24,古亭,5.9,0.85,14.8,-,42,25,52.37,27.38,25.0,2.337,0.41,1.93,31.24,-,-,44.0
52,臺北市,1998/07/24,中山,6.7,1.0,10.3,-,33,-,23.59,20.63,2.96,2.517,0.4,2.11,32.95,-,-,38.0
53,臺北市,1998/07/24,大同,6.1,2.7,-,-,-,-,86.88,69.52,14.02,3.951,1.49,2.46,33.14,-,-,40.0
54,臺北市,1998/07/24,萬華,7.0,0.55,11.9,-,37,-,-,-,-,-,-,-,31.06,-,-,44.0
55,臺北市,1998/07/24,陽明,4.1,0.18,15.6,-,14,-,9.41,1.22,8.18,-,-,-,24.82,-,78.0,36.0
56,臺北市,1998/07/24,士林,6.5,0.55,9.0,-,38,-,30.1,12.78,17.32,-,-,-,31.57,-,-,38.0
57,臺北市,1998/07/23,松山,5.1,1.04,13.2,-,40,-,54.26,22.51,31.75,-,-,-,31.82,-,-,40.0
58,臺北市,1998/07/23,古亭,4.0,1.03,13.2,-,38,26,54.6,26.59,28.02,2.387,0.5,1.89,30.84,-,-,38.0
59,臺北市,1998/07/23,中山,5.8,1.0,11.0,-,32,-,21.18,18.74,2.44,2.687,0.51,2.18,33.12,-,-,38.0
60,臺北市,1998/07/23,大同,5.5,2.7,-,-,-,-,113.57,74.83,38.74,3.749,1.38,2.37,33.0,-,-,38.0
61,臺北市,1998/07/23,萬華,4.7,0.63,15.1,-,40,-,28.57,6.87,21.7,-,-,-,30.82,-,-,40.0
62,臺北市,1998/07/23,陽明,3.8,0.24,19.2,-,14,-,8.37,0.83,7.54,-,-,-,24.84,-,78.0,38.0
63,臺北市,1998/07/23,士林,5.7,0.57,10.3,-,43,-,31.27,9.4,21.87,-,-,-,31.52,-,-,43.0
64,臺北市,1998/07/22,松山,4.6,0.9,16.4,-,41,-,48.23,18.14,30.08,-,-,-,32.05,-,-,47.0
65,臺北市,1998/07/22,古亭,4.4,0.89,15.4,-,44,25,51.62,23.6,28.01,2.379,0.51,1.87,31.32,-,-,44.0
66,臺北市,1998/07/22,中山,5.1,0.99,12.9,-,40,-,22.61,15.87,6.75,2.659,0.5,2.16,33.58,-,-,42.0
67,臺北市,1998/07/22,大同,5.4,2.94,-,-,-,-,104.36,69.81,34.55,4.003,1.45,2.55,33.35,-,-,46.0
68,臺北市,1998/07/22,萬華,4.4,0.72,16.8,-,44,-,28.6,7.14,21.47,-,-,-,30.99,-,-,48.0
69,臺北市,1998/07/22,陽明,4.9,0.2,21.7,-,14,-,9.38,0.7,8.68,-,-,-,24.86,-,79.0,45.0
70,臺北市,1998/07/22,士林,5.5,0.58,12.2,-,49,-,26.19,7.4,18.8,-,-,-,31.75,-,-,49.0
71,臺北市,1998/07/21,松山,5.3,0.9,16.8,-,42,-,45.43,16.21,29.22,-,-,-,32.0,-,-,56.0
72,臺北市,1998/07/21,古亭,4.6,0.93,17.5,-,45,26,49.59,21.3,28.29,2.315,0.43,1.89,31.39,-,-,45.0
73,臺北市,1998/07/21,中山,5.9,0.94,13.8,-,38,-,20.81,14.48,6.33,2.684,0.52,2.17,32.94,-,-,48.0
74,臺北市,1998/07/21,大同,5.7,2.78,-,-,-,-,88.86,55.67,33.19,3.924,1.41,2.52,33.26,-,-,42.0
75,臺北市,1998/07/21,萬華,6.1,0.58,16.5,-,46,-,27.36,5.27,22.09,-,-,-,31.27,-,-,52.0
76,臺北市,1998/07/21,陽明,3.6,0.26,24.7,-,17,-,8.39,0.41,7.98,-,-,-,24.92,-,78.0,45.0
77,臺北市,1998/07/21,士林,6.0,0.5,13.3,-,48,-,30.53,7.96,22.58,-,-,-,31.57,-,-,48.0
78,臺北市,1998/07/20,松山,4.1,0.93,16.9,-,36,-,47.43,15.05,32.38,-,-,-,33.73,-,-,46.0
79,臺北市,1998/07/20,古亭,3.3,0.9,18.0,-,36,25,47.2,18.64,28.56,2.256,0.38,1.88,32.67,-,-,40.0
80,臺北市,1998/07/20,中山,4.4,0.93,15.5,-,33,-,21.45,12.42,9.04,2.584,0.45,2.13,-,-,-,47.0
81,臺北市,1998/07/20,大同,4.9,2.14,-,-,-,-,97.82,57.98,39.84,4.254,1.7,2.55,33.69,-,-,37.0
82,臺北市,1998/07/20,萬華,3.8,0.57,19.8,-,41,-,23.25,2.51,20.73,-,-,-,32.42,-,-,48.0
83,臺北市,1998/07/20,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74.0,-
84,臺北市,1998/07/20,士林,5.5,0.43,16.3,-,51,-,30.25,7.18,23.07,-,-,-,32.34,-,-,51.0
85,臺北市,1998/07/19,松山,3.4,0.68,16.3,-,37,-,33.71,10.38,23.33,-,-,-,33.57,-,-,37.0
86,臺北市,1998/07/19,古亭,2.9,0.74,15.5,-,37,24,40.1,16.29,23.81,2.259,0.34,1.92,32.94,-,-,37.0
87,臺北市,1998/07/19,中山,3.7,0.73,15.3,-,36,-,19.57,8.5,11.07,2.426,0.31,2.12,-,-,-,36.0
88,臺北市,1998/07/19,大同,4.8,2.11,-,-,-,-,81.1,50.81,30.29,3.284,1.04,2.25,34.6,-,-,31.0
89,臺北市,1998/07/19,萬華,3.0,0.51,18.1,-,43,-,19.56,3.01,16.55,-,-,-,32.62,-,-,43.0
90,臺北市,1998/07/19,陽明,1.9,0.29,27.2,-,17,-,5.76,0.94,4.82,-,-,-,26.0,-,77.0,39.0
91,臺北市,1998/07/19,士林,3.7,0.48,16.5,-,45,-,33.36,7.17,26.19,-,-,-,32.95,-,-,45.0
92,臺北市,1998/07/18,松山,3.9,0.91,20.3,-,42,-,46.21,14.5,31.71,-,-,-,32.45,-,-,47.0
93,臺北市,1998/07/18,古亭,4.1,0.99,19.6,-,47,28,48.95,20.34,28.61,2.359,0.48,1.87,32.34,-,-,47.0
94,臺北市,1998/07/18,中山,5.4,0.96,17.0,-,39,-,18.65,12.4,6.25,2.626,0.42,2.2,34.41,-,-,43.0
95,臺北市,1998/07/18,大同,6.6,2.73,-,-,-,-,86.53,51.24,35.28,3.718,1.23,2.49,34.02,-,-,44.0
96,臺北市,1998/07/18,萬華,4.8,0.63,21.9,-,47,-,24.05,4.42,19.63,-,-,-,31.86,-,-,51.0
97,臺北市,1998/07/18,陽明,2.8,0.2,30.3,-,18,-,7.34,0.81,6.53,-,-,-,26.39,-,77.0,43.0
98,臺北市,1998/07/18,士林,5.7,0.6,15.0,-,50,-,48.82,12.55,36.27,-,-,-,32.23,-,-,50.0
99,臺北市,1998/07/17,松山,4.5,1.01,21.5,-,49,-,46.94,13.19,33.75,-,-,-,32.87,-,-,50.0
100,臺北市,1998/07/17,古亭,3.9,0.98,23.4,-,49,31,46.88,17.57,29.31,2.375,0.47,1.91,32.4,-,-,53.0
101,臺北市,1998/07/17,中山,5.8,1.01,22.5,-,-,-,28.67,10.89,17.78,2.669,0.45,2.22,34.42,-,-,57.0
102,臺北市,1998/07/17,大同,6.5,2.71,-,-,-,-,80.48,41.49,38.99,4.808,2.32,2.49,33.96,-,-,42.0
103,臺北市,1998/07/17,萬華,4.0,0.63,27.4,-,56,-,22.39,2.38,20.01,-,-,-,31.82,-,-,57.0
104,臺北市,1998/07/17,陽明,2.9,0.2,40.4,-,22,-,6.52,0.42,6.1,-,-,-,26.66,-,75.0,55.0
105,臺北市,1998/07/17,士林,5.1,0.52,22.0,-,54,-,39.69,8.28,31.42,-,-,-,32.32,-,-,52.0
106,臺北市,1998/07/16,松山,5.6,0.98,21.1,-,48,-,48.53,14.65,33.88,-,-,-,32.69,-,-,57.0
107,臺北市,1998/07/16,古亭,5.4,0.91,19.5,-,47,31,49.09,19.11,29.97,2.478,0.51,1.97,32.38,-,-,50.0
108,臺北市,1998/07/16,中山,7.1,1.09,8.3,-,-,-,42.31,15.47,26.84,2.661,0.46,2.09,32.8,-,-,34.0
109,臺北市,1998/07/16,大同,7.2,2.67,-,-,-,-,91.77,55.66,36.12,3.737,1.44,2.3,33.62,-,-,43.0
110,臺北市,1998/07/16,萬華,4.6,0.63,22.6,-,49,-,25.59,4.07,21.52,-,-,-,31.74,-,-,57.0
111,臺北市,1998/07/16,陽明,3.1,0.2,30.7,-,16,-,7.65,0.47,7.18,-,-,-,25.6,-,78.0,50.0
112,臺北市,1998/07/16,士林,6.5,0.55,18.5,-,50,-,22.07,5.78,16.28,-,-,-,32.27,-,-,50.0
113,臺北市,1998/07/15,松山,7.6,1.04,16.2,-,37,-,57.9,25.85,32.05,-,-,-,31.78,-,-,41.0
114,臺北市,1998/07/15,古亭,6.4,0.89,15.9,-,48,28,48.6,22.76,25.85,2.409,0.45,1.96,31.29,-,-,48.0
115,臺北市,1998/07/15,中山,8.5,1.08,13.2,-,41,-,39.51,22.99,16.52,2.787,0.53,2.25,32.94,-,-,41.0
116,臺北市,1998/07/15,大同,8.4,2.65,-,-,-,-,94.61,60.63,33.98,3.996,1.46,2.54,33.54,-,-,38.0
117,臺北市,1998/07/15,萬華,7.6,0.62,16.8,-,48,-,28.51,8.52,19.99,-,-,-,30.93,-,-,48.0
118,臺北市,1998/07/15,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80.0,-
119,臺北市,1998/07/15,士林,6.9,0.56,11.5,-,44,-,31.63,13.24,18.39,-,-,-,31.33,-,-,44.0
120,臺北市,1998/07/14,松山,5.5,1.14,16.5,-,30,-,55.12,21.85,33.27,-,-,-,30.7,-,-,45.0
121,臺北市,1998/07/14,古亭,3.8,0.86,11.5,-,39,27,54.23,24.74,29.49,2.535,0.49,2.04,30.77,-,-,40.0
122,臺北市,1998/07/14,中山,6.8,1.24,13.2,-,33,-,36.72,23.11,13.61,2.843,0.52,2.33,31.68,-,-,42.0
123,臺北市,1998/07/14,大同,7.6,3.06,-,-,-,-,111.26,74.52,36.74,4.085,1.6,2.49,32.24,-,-,44.0
124,臺北市,1998/07/14,萬華,5.3,0.77,14.1,-,38,-,29.86,7.43,22.43,-,-,-,30.22,-,-,44.0
125,臺北市,1998/07/14,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80.0,-
126,臺北市,1998/07/14,士林,5.6,0.79,11.2,-,39,-,42.61,16.88,25.73,-,-,-,30.8,-,-,40.0
127,臺北市,1998/07/13,松山,5.0,1.08,12.4,-,33,-,51.16,19.33,31.83,-,-,-,28.59,-,-,47.0
128,臺北市,1998/07/13,古亭,2.5,1.62,15.7,-,46,30,68.36,31.11,37.25,2.905,0.61,2.3,28.28,-,-,80.0
129,臺北市,1998/07/13,中山,4.9,1.33,14.8,-,-,-,40.46,24.32,16.14,2.895,0.54,2.35,29.24,-,-,76.0
130,臺北市,1998/07/13,大同,7.6,4.24,-,-,-,-,154.51,110.96,43.54,4.849,2.06,2.79,29.65,-,-,86.0
131,臺北市,1998/07/13,萬華,2.8,1.31,18.8,-,47,-,45.25,12.49,32.76,-,-,-,27.92,-,-,85.0
132,臺北市,1998/07/13,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.0,-
133,臺北市,1998/07/13,士林,3.3,0.86,13.5,-,46,-,39.44,10.51,28.93,-,-,-,28.77,-,-,48.0
134,臺北市,1998/07/12,松山,4.7,1.0,15.1,-,32,-,41.99,11.84,30.14,-,-,-,28.63,-,-,47.0
135,臺北市,1998/07/12,古亭,3.2,1.21,9.7,-,33,25,56.36,26.34,30.02,2.484,0.44,2.04,27.95,-,-,54.0
136,臺北市,1998/07/12,中山,4.3,1.32,13.1,-,-,-,26.31,16.18,10.14,2.985,0.51,2.47,28.94,-,-,63.0
137,臺北市,1998/07/12,大同,5.3,3.09,-,-,-,-,116.9,75.52,41.38,4.19,1.36,2.83,29.3,-,-,44.0
138,臺北市,1998/07/12,萬華,4.2,0.91,15.4,-,33,-,31.38,6.13,25.25,-,-,-,27.69,-,-,68.0
139,臺北市,1998/07/12,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86.0,-
140,臺北市,1998/07/12,士林,2.2,0.91,14.4,-,45,-,39.6,7.31,32.29,-,-,-,28.28,-,-,45.0
141,臺北市,1998/07/11,松山,1.3,0.72,9.2,-,19,-,33.55,15.98,17.57,-,-,-,29.14,-,-,19.0
142,臺北市,1998/07/11,古亭,1.3,0.78,10.1,-,24,17,36.91,15.89,21.02,2.228,0.28,1.95,28.92,-,-,33.0
143,臺北市,1998/07/11,中山,2.6,0.93,9.1,-,-,-,32.38,18.67,13.71,2.495,0.36,2.14,29.65,-,-,24.0
144,臺北市,1998/07/11,大同,5.6,4.05,-,-,-,-,164.54,129.31,35.22,4.311,1.86,2.45,30.21,-,-,63.0
145,臺北市,1998/07/11,萬華,1.9,0.82,10.7,-,22,-,29.58,9.55,20.03,-,-,-,28.58,-,-,31.0
146,臺北市,1998/07/11,陽明,1.1,0.17,19.6,-,13,-,3.4,0.56,2.84,-,-,-,23.71,-,87.0,24.0
147,臺北市,1998/07/11,士林,0.8,0.63,9.8,-,26,-,25.95,9.45,16.51,-,-,-,29.28,-,-,26.0
148,臺北市,1998/07/10,松山,1.6,0.56,7.5,-,21,-,26.33,12.62,13.71,-,-,-,30.73,-,-,21.0
149,臺北市,1998/07/10,古亭,1.1,0.71,8.8,-,19,16,28.94,16.34,12.6,2.069,0.2,1.87,30.89,-,-,19.0
150,臺北市,1998/07/10,中山,2.1,0.68,7.5,-,14,-,23.84,14.59,9.25,2.064,0.2,1.87,31.28,-,-,14.0
151,臺北市,1998/07/10,大同,5.7,4.03,-,-,-,-,155.09,129.27,25.82,4.144,1.87,2.28,32.02,-,-,61.0
152,臺北市,1998/07/10,萬華,2.6,0.61,10.9,-,22,-,23.53,8.16,15.37,-,-,-,30.37,-,-,30.0
153,臺北市,1998/07/10,陽明,2.8,0.11,16.8,-,12,-,3.37,0.76,2.61,-,-,-,24.1,-,83.0,18.0
154,臺北市,1998/07/10,士林,3.5,0.32,9.5,-,18,-,-,-,-,-,-,-,30.93,-,-,18.0
155,臺北市,1998/07/09,松山,4.3,0.8,23.5,-,35,-,42.05,15.05,26.99,-,-,-,29.68,-,-,83.0
156,臺北市,1998/07/09,古亭,3.6,0.94,26.4,-,46,27,47.31,18.83,28.48,2.379,0.43,1.95,29.87,-,-,81.0
157,臺北市,1998/07/09,中山,4.5,1.06,21.7,-,32,-,32.79,16.68,16.11,2.833,0.41,2.42,30.23,-,-,73.0
158,臺北市,1998/07/09,大同,7.0,4.01,-,-,-,-,136.01,98.77,37.23,4.596,2.13,2.47,31.11,-,-,79.0
159,臺北市,1998/07/09,萬華,4.2,0.78,28.2,-,40,-,27.76,6.54,21.22,-,-,-,29.14,-,-,95.0
160,臺北市,1998/07/09,陽明,2.0,0.15,31.1,-,14,-,2.91,0.32,2.59,-,-,-,23.55,-,84.0,53.0
161,臺北市,1998/07/09,士林,2.8,0.66,22.8,-,38,-,-,-,-,-,-,-,29.87,-,-,63.0
162,臺北市,1998/07/08,松山,3.5,0.83,19.1,-,30,-,43.25,17.2,26.05,-,-,-,29.46,-,-,62.0
163,臺北市,1998/07/08,古亭,3.1,1.16,20.9,-,33,22,39.16,15.49,23.67,2.266,0.35,1.92,29.86,-,-,67.0
164,臺北市,1998/07/08,中山,4.5,1.02,19.5,-,29,-,41.6,16.46,25.14,2.783,0.37,2.41,29.62,-,-,65.0
165,臺北市,1998/07/08,大同,6.9,3.65,-,-,-,-,133.94,98.43,35.51,4.426,1.86,2.57,30.28,-,-,68.0
166,臺北市,1998/07/08,萬華,3.6,0.74,22.3,-,36,-,26.1,6.43,19.67,-,-,-,28.93,-,-,70.0
167,臺北市,1998/07/08,陽明,1.7,0.21,23.5,-,12,-,3.77,0.54,3.23,-,-,-,23.01,-,85.0,39.0
168,臺北市,1998/07/08,士林,3.0,0.61,18.8,-,30,-,34.83,12.7,22.13,-,-,-,29.05,-,-,46.0
169,臺北市,1998/07/07,松山,1.9,0.96,11.6,-,23,-,51.24,28.2,23.04,-,-,-,29.03,-,-,43.0
170,臺北市,1998/07/07,古亭,2.3,0.99,15.5,-,37,23,46.83,22.55,24.28,2.39,0.41,1.98,29.04,-,-,57.0
171,臺北市,1998/07/07,中山,2.4,1.2,3.8,-,19,-,43.1,27.26,15.84,-,-,-,29.44,-,-,26.0
172,臺北市,1998/07/07,大同,6.8,4.37,-,-,-,-,159.8,121.32,38.48,4.594,2.22,2.38,30.07,-,-,72.0
173,臺北市,1998/07/07,萬華,3.8,0.84,19.3,-,38,-,32.99,9.25,23.73,-,-,-,28.35,-,-,65.0
174,臺北市,1998/07/07,陽明,1.9,0.24,19.5,-,14,-,5.06,0.59,4.47,-,-,-,22.5,-,87.0,38.0
175,臺北市,1998/07/07,士林,1.9,0.71,15.8,-,32,-,36.38,12.11,24.28,-,-,-,28.7,-,-,59.0
176,臺北市,1998/07/06,松山,4.2,1.15,12.0,-,-,-,58.15,29.57,28.58,-,-,-,28.68,-,-,49.0
177,臺北市,1998/07/06,古亭,3.9,1.0,12.3,-,26,21,47.15,22.75,24.4,2.476,0.47,2.0,28.87,-,-,43.0
178,臺北市,1998/07/06,中山,1.4,1.11,11.3,-,20,-,27.43,21.63,5.8,2.876,0.5,2.38,29.33,-,-,37.0
179,臺北市,1998/07/06,大同,6.7,4.12,-,-,-,-,158.27,121.83,36.43,4.717,2.08,2.64,30.04,-,-,73.0
180,臺北市,1998/07/06,萬華,4.1,0.93,10.4,-,31,-,33.36,11.91,21.46,-,-,-,28.32,-,-,38.0
181,臺北市,1998/07/06,陽明,1.8,0.26,22.0,-,13,-,7.42,1.09,6.33,-,-,-,22.55,-,88.0,36.0
182,臺北市,1998/07/06,士林,2.7,0.66,11.6,-,28,-,30.7,11.43,19.27,-,-,-,29.01,-,-,28.0
183,臺北市,1998/07/05,松山,2.8,1.06,20.2,-,-,-,49.22,17.94,31.28,-,-,-,28.79,-,-,79.0
184,臺北市,1998/07/05,古亭,2.8,1.09,15.8,-,33,23,49.03,21.7,27.33,2.512,0.43,2.08,29.07,-,-,55.0
185,臺北市,1998/07/05,中山,2.2,1.14,17.0,-,31,-,38.95,18.76,20.19,2.792,0.4,2.39,29.49,-,-,59.0
186,臺北市,1998/07/05,大同,5.4,3.39,-,-,-,-,154.61,112.39,42.22,4.143,1.38,2.76,30.18,-,-,54.0
187,臺北市,1998/07/05,萬華,3.4,0.97,19.2,-,33,-,31.97,11.08,20.89,-,-,-,28.49,-,-,56.0
188,臺北市,1998/07/05,陽明,2.8,0.24,31.8,-,14,-,5.86,0.22,5.65,-,-,-,23.25,-,84.0,61.0
189,臺北市,1998/07/05,士林,2.2,0.71,18.3,-,35,-,33.29,8.52,24.78,-,-,-,28.91,-,-,63.0
190,臺北市,1998/07/04,松山,2.9,0.88,5.6,-,-,-,43.32,24.48,18.84,-,-,-,29.99,-,-,13.0
191,臺北市,1998/07/04,古亭,1.6,0.99,3.7,-,34,19,47.99,30.89,17.09,2.397,0.39,2.0,29.76,-,-,34.0
192,臺北市,1998/07/04,中山,2.1,1.1,4.7,-,32,-,50.86,32.12,18.75,-,-,-,30.7,-,-,32.0
193,臺北市,1998/07/04,大同,7.1,5.17,-,-,-,-,217.9,185.23,32.66,5.163,2.58,2.58,31.9,-,-,75.0
194,臺北市,1998/07/04,萬華,2.4,0.78,5.3,-,27,-,27.52,12.59,14.93,-,-,-,29.48,-,-,27.0
195,臺北市,1998/07/04,陽明,6.3,0.24,16.7,-,13,-,7.61,1.81,5.8,-,-,-,23.83,-,82.0,21.0
196,臺北市,1998/07/04,士林,3.0,0.77,6.0,-,30,-,40.71,21.13,19.59,-,-,-,30.2,-,-,30.0
197,臺北市,1998/07/03,松山,4.5,1.05,22.4,-,-,-,47.75,21.02,26.72,-,-,-,29.51,-,-,69.0
198,臺北市,1998/07/03,古亭,4.4,1.27,22.3,-,47,30,57.88,26.3,31.58,2.625,0.5,2.13,29.46,-,-,66.0
199,臺北市,1998/07/03,中山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
