序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1995/09/30,松山,11.8,0.76,2.6,-,27,37,19.62,16.98,-,-,-,27.19,-,-,27.0
2,臺北市,1995/09/30,古亭,8.7,0.83,3.3,-,24,45,27.61,17.24,1.99,0.25,1.74,27.79,-,-,24.0
3,臺北市,1995/09/30,中山,13.8,0.95,2.7,-,26,43,27.56,15.8,2.13,0.28,1.84,27.62,-,-,26.0
4,臺北市,1995/09/30,大同,20.7,5.24,-,-,59,170,146.29,23.95,4.17,2.23,1.94,28.75,-,-,78.0
5,臺北市,1995/09/30,萬華,11.0,1.07,3.2,-,24,41,22.14,19.13,-,-,-,27.59,-,-,24.0
6,臺北市,1995/09/30,陽明,7.7,0.22,10.5,-,-,5,0.91,4.4,-,-,-,20.98,-,96.0,13.0
7,臺北市,1995/09/30,士林,8.6,0.43,5.9,-,27,20,8.59,10.96,-,-,-,28.27,-,-,28.0
8,臺北市,1995/09/29,松山,8.9,0.8,5.5,-,34,39,17.3,22.01,-,-,-,25.82,-,-,34.0
9,臺北市,1995/09/29,古亭,8.1,0.82,5.4,-,29,44,23.19,21.05,2.04,0.29,1.75,26.6,-,-,29.0
10,臺北市,1995/09/29,中山,14.3,0.85,6.1,-,32,39,19.81,19.56,2.13,0.24,1.9,26.32,-,-,32.0
11,臺北市,1995/09/29,大同,23.2,4.98,-,-,55,177,146.07,30.46,4.02,2.13,1.89,27.27,-,-,77.0
12,臺北市,1995/09/29,萬華,9.4,0.95,6.2,-,21,38,15.65,22.22,-,-,-,26.53,-,-,21.0
13,臺北市,1995/09/29,陽明,3.0,0.29,22.1,-,-,3,0.5,2.06,-,-,-,20.06,-,99.0,27.0
14,臺北市,1995/09/29,士林,12.7,0.46,9.8,-,27,22,7.79,14.24,-,-,-,27.15,-,-,27.0
15,臺北市,1995/09/28,松山,6.4,0.81,13.6,-,38,33,7.58,25.59,-,-,-,26.75,-,-,38.0
16,臺北市,1995/09/28,古亭,3.9,0.76,13.4,-,35,33,10.2,22.3,1.99,0.18,1.81,27.49,-,-,35.0
17,臺北市,1995/09/28,中山,5.9,0.76,15.6,-,35,32,9.31,22.64,2.24,0.24,2.01,27.06,-,-,35.0
18,臺北市,1995/09/28,大同,14.0,4.27,-,-,59,168,125.87,42.17,3.8,1.86,1.94,27.96,-,-,66.0
19,臺北市,1995/09/28,萬華,5.5,0.97,15.0,-,27,32,7.1,24.74,-,-,-,27.42,-,-,27.0
20,臺北市,1995/09/28,陽明,7.5,0.25,34.3,-,-,5,0.55,4.88,-,-,-,20.03,-,97.0,40.0
21,臺北市,1995/09/28,士林,7.0,0.49,24.4,-,32,17,2.53,14.05,-,-,-,27.47,-,-,32.0
22,臺北市,1995/09/27,松山,6.5,0.94,11.9,-,33,43,11.64,31.27,-,-,-,26.29,-,-,33.0
23,臺北市,1995/09/27,古亭,3.7,0.67,14.1,-,20,33,9.62,23.49,2.12,0.14,1.97,26.78,-,-,23.0
24,臺北市,1995/09/27,中山,7.3,1.02,13.4,-,33,45,15.88,29.15,2.3,0.29,2.01,26.58,-,-,33.0
25,臺北市,1995/09/27,大同,17.6,4.82,-,-,53,203,154.23,49.17,4.17,2.18,1.99,27.38,-,-,77.0
26,臺北市,1995/09/27,萬華,5.9,0.87,15.0,-,26,33,6.42,26.35,-,-,-,26.67,-,-,26.0
27,臺北市,1995/09/27,陽明,6.5,0.29,37.7,-,-,5,0.92,4.18,-,-,-,19.36,-,93.0,35.0
28,臺北市,1995/09/27,士林,13.5,0.44,23.2,-,32,21,3.57,17.12,-,-,-,26.79,-,-,32.0
29,臺北市,1995/09/26,松山,15.3,0.91,8.7,-,43,50,15.92,34.39,-,-,-,25.58,-,-,43.0
30,臺北市,1995/09/26,古亭,5.2,0.89,11.4,-,34,44,15.36,28.95,2.39,0.3,2.09,26.2,-,-,34.0
31,臺北市,1995/09/26,中山,11.8,1.0,10.1,-,44,50,18.12,31.86,2.43,0.4,2.02,26.04,-,-,44.0
32,臺北市,1995/09/26,大同,23.3,5.06,-,-,61,216,164.68,51.1,4.6,2.43,2.16,26.9,-,-,78.0
