序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1997/02/28,松山,-,1.39,19.8,-,100,79,28.43,50.13,-,-,-,21.17,-,-,75.0
2,臺北市,1997/02/28,古亭,8.9,1.55,23.9,-,108,77,28.16,48.66,3.01,0.74,2.27,21.31,-,-,79.0
3,臺北市,1997/02/28,中山,11.2,1.41,17.2,-,97,75,25.46,49.41,3.15,0.66,2.49,20.88,-,-,73.0
4,臺北市,1997/02/28,大同,10.4,2.56,-,-,86,115,69.47,45.7,3.59,1.26,2.33,21.24,-,-,68.0
5,臺北市,1997/02/28,萬華,9.4,1.63,19.7,-,116,79,31.47,47.4,-,-,-,21.3,-,-,83.0
6,臺北市,1997/02/28,陽明,1.0,0.28,38.7,-,28,6,0.33,5.31,-,-,-,16.63,-,81.0,53.0
7,臺北市,1997/02/28,士林,4.8,1.14,14.9,-,85,61,26.31,34.29,-,-,-,19.76,-,-,68.0
8,臺北市,1997/02/27,松山,-,0.54,17.5,-,24,20,5.54,14.77,-,-,-,22.99,-,-,24.0
9,臺北市,1997/02/27,古亭,1.1,0.81,19.8,-,28,39,17.94,21.06,2.21,0.2,2.0,23.17,-,-,28.0
10,臺北市,1997/02/27,中山,2.0,0.92,17.9,-,30,39,13.44,25.95,2.31,0.19,2.12,23.27,-,-,30.0
11,臺北市,1997/02/27,大同,8.2,4.81,-,-,42,183,144.13,39.23,4.08,2.19,1.89,24.06,-,-,79.0
12,臺北市,1997/02/27,萬華,0.6,0.66,23.2,-,24,20,3.23,16.92,-,-,-,23.45,-,-,31.0
13,臺北市,1997/02/27,陽明,0.6,0.13,25.5,-,13,1,0.04,1.23,-,-,-,15.9,-,84.0,24.0
14,臺北市,1997/02/27,士林,0.4,0.43,20.7,-,24,16,2.98,13.49,-,-,-,23.3,-,-,24.0
15,臺北市,1997/02/26,松山,10.9,1.81,15.2,-,134,105,40.22,64.73,-,-,-,19.81,-,-,92.0
16,臺北市,1997/02/26,古亭,13.5,1.67,25.4,-,160,96,41.84,53.96,3.46,0.95,2.52,19.75,-,-,105.0
17,臺北市,1997/02/26,中山,12.3,1.96,24.7,-,118,98,36.98,60.94,3.52,0.96,2.56,19.53,-,-,84.0
18,臺北市,1997/02/26,大同,13.9,3.97,-,-,118,153,91.32,62.02,4.96,2.27,2.69,20.07,-,-,84.0
19,臺北市,1997/02/26,萬華,13.4,1.61,24.9,-,153,87,31.42,55.89,-,-,-,19.97,-,-,106.0
20,臺北市,1997/02/26,陽明,0.8,0.29,33.4,-,18,4,0.21,3.8,-,-,-,16.04,-,81.0,51.0
21,臺北市,1997/02/26,士林,5.2,0.95,24.5,-,104,47,11.19,36.0,-,-,-,18.63,-,-,77.0
22,臺北市,1997/02/25,松山,7.4,2.06,15.7,-,104,110,52.57,57.55,-,-,-,21.16,-,-,77.0
23,臺北市,1997/02/25,古亭,15.3,2.11,22.4,-,166,113,56.54,56.35,3.73,1.2,2.53,20.33,-,-,108.0
24,臺北市,1997/02/25,中山,11.7,2.47,19.2,-,132,134,65.56,68.9,4.59,1.58,3.01,20.18,-,-,91.0
