序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1994/06/30,松山,20.0,-,34.1,-,86,53,15.21,37.17,-,-,-,29.62,-,-,103.0
2,臺北市,1994/06/30,古亭,11.9,1.51,22.7,-,88,60,22.94,36.95,2.79,0.5,2.29,29.87,-,-,69.0
3,臺北市,1994/06/30,中山,19.3,1.78,11.3,-,82,89,45.08,43.37,2.81,0.61,2.2,29.95,-,-,66.0
4,臺北市,1994/06/30,大同,28.0,4.69,-,-,127,177,123.82,55.22,4.65,2.2,2.46,30.7,-,-,89.0
5,臺北市,1994/06/30,萬華,11.1,1.12,21.1,-,70,36,8.48,26.51,-,-,-,29.92,-,-,68.0
6,臺北市,1994/06/30,陽明,7.3,0.32,38.6,-,28,8,0.3,6.8,-,-,-,23.38,-,90.0,60.0
7,臺北市,1994/06/30,士林,11.5,1.2,13.7,-,64,43,14.17,27.33,-,-,-,29.51,-,-,57.0
8,臺北市,1994/06/29,松山,11.2,1.27,32.4,-,74,54,18.97,34.88,-,-,-,29.67,-,-,82.0
9,臺北市,1994/06/29,古亭,10.1,1.47,22.1,-,79,57,22.39,34.85,2.67,0.48,2.19,30.08,-,-,68.0
10,臺北市,1994/06/29,中山,18.7,1.7,14.9,-,72,84,42.75,40.98,2.84,0.57,2.26,29.91,-,-,61.0
11,臺北市,1994/06/29,大同,25.8,4.52,-,-,109,169,118.06,50.91,5.0,2.2,2.8,30.42,-,-,79.0
12,臺北市,1994/06/29,萬華,16.9,1.3,18.4,-,63,47,14.23,32.18,-,-,-,29.68,-,-,71.0
13,臺北市,1994/06/29,陽明,3.4,0.29,36.2,-,-,6,0.23,5.3,-,-,-,23.72,-,90.0,52.0
14,臺北市,1994/06/29,士林,9.0,1.06,17.8,-,56,38,13.38,22.62,-,-,-,29.55,-,-,53.0
15,臺北市,1994/06/28,松山,25.7,1.31,16.9,-,81,72,30.19,41.63,-,-,-,29.62,-,-,83.0
16,臺北市,1994/06/28,古亭,14.2,1.26,19.5,-,70,52,17.32,34.6,2.67,0.56,2.12,29.99,-,-,79.0
17,臺北市,1994/06/28,中山,16.6,1.7,12.1,-,65,75,32.81,41.31,2.78,0.61,2.17,29.29,-,-,58.0
18,臺北市,1994/06/28,大同,20.9,4.32,-,-,103,162,115.55,48.47,4.49,1.99,2.5,30.63,-,-,76.0
19,臺北市,1994/06/28,萬華,13.0,1.16,20.3,-,55,40,10.75,28.3,-,-,-,29.91,-,-,82.0
20,臺北市,1994/06/28,陽明,7.8,0.28,35.6,-,-,6,0.54,4.81,-,-,-,23.98,-,84.0,56.0
21,臺北市,1994/06/28,士林,8.8,0.96,12.4,-,49,35,10.38,22.27,-,-,-,29.45,-,-,49.0
22,臺北市,1994/06/27,松山,11.8,1.44,23.6,-,88,58,19.84,37.67,-,-,-,28.88,-,-,74.0
23,臺北市,1994/06/27,古亭,7.6,1.81,23.0,-,85,66,26.4,40.0,-,-,-,28.73,-,-,74.0
24,臺北市,1994/06/27,中山,13.3,1.98,14.3,-,85,77,31.6,45.23,3.29,0.78,2.51,29.3,-,-,67.0
25,臺北市,1994/06/27,大同,22.5,6.01,-,-,155,206,145.4,62.62,7.42,3.77,3.65,29.94,-,-,102.0
26,臺北市,1994/06/27,萬華,14.7,1.7,18.0,-,74,54,15.07,38.39,-,-,-,29.23,-,-,69.0
27,臺北市,1994/06/27,陽明,6.5,0.37,31.2,-,-,7,0.28,6.38,-,-,-,23.39,-,85.0,57.0
28,臺北市,1994/06/27,士林,7.8,1.46,17.1,-,67,46,17.66,26.54,-,-,-,28.92,-,-,60.0
29,臺北市,1994/06/26,松山,9.0,1.4,14.7,-,79,57,19.77,36.92,-,-,-,28.28,-,-,65.0
30,臺北市,1994/06/26,古亭,6.4,1.82,29.3,-,85,63,29.06,33.79,-,-,-,27.76,-,-,78.0
31,臺北市,1994/06/26,中山,11.2,2.0,14.9,-,73,79,36.64,41.3,2.95,0.59,2.35,28.63,-,-,62.0
32,臺北市,1994/06/26,大同,17.7,5.68,-,-,133,-,-,56.38,5.43,2.51,2.92,29.17,-,-,104.0
33,臺北市,1994/06/26,萬華,8.2,1.54,20.3,-,69,44,11.09,32.27,-,-,-,28.48,-,-,73.0
34,臺北市,1994/06/26,陽明,5.7,0.38,36.6,-,-,7,0.32,6.42,-,-,-,22.91,-,88.0,58.0
35,臺北市,1994/06/26,士林,6.9,1.49,13.1,-,62,44,16.12,25.96,-,-,-,28.58,-,-,56.0
36,臺北市,1994/06/25,松山,13.9,1.15,31.9,-,98,52,11.2,40.66,-,-,-,29.78,-,-,96.0
37,臺北市,1994/06/25,古亭,12.0,2.04,39.3,-,103,67,20.6,46.17,2.79,0.66,2.12,28.88,-,-,119.0
38,臺北市,1994/06/25,中山,21.0,1.7,20.1,-,82,79,31.66,46.76,2.75,0.51,2.24,29.97,-,-,79.0
39,臺北市,1994/06/25,大同,28.3,5.23,-,-,146,180,123.42,55.7,4.28,2.08,2.19,30.55,-,-,98.0
40,臺北市,1994/06/25,萬華,17.1,1.46,28.4,-,76,45,6.12,38.45,-,-,-,30.05,-,-,119.0
41,臺北市,1994/06/25,陽明,7.0,0.31,29.6,-,-,10,0.6,8.63,-,-,-,23.29,-,87.0,54.0
