序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
497,新北市,1998/04/04,板橋,17.5,1.42,33.9,-,117,-,70.55,25.92,44.63,3.919,1.4,2.52,24.13,-,-,96.0
498,新北市,1998/04/04,三重,16.3,2.98,-,-,114,68,180.93,114.58,66.35,-,-,-,23.47,-,-,82.0
499,新北市,1998/04/04,菜寮,4.6,1.5,27.6,-,89,-,63.6,17.6,45.99,-,-,-,23.51,-,-,82.0
500,新北市,1998/04/04,永和,12.4,2.58,-,-,119,-,124.09,60.76,63.33,3.522,1.26,2.26,26.65,-,-,84.0
501,新北市,1998/04/04,新莊,8.6,1.22,35.2,-,92,-,65.85,21.67,44.18,3.032,0.59,2.45,23.61,-,-,87.0
502,新北市,1998/04/04,新店,3.5,0.89,49.0,-,77,-,33.45,2.51,30.94,-,-,-,24.19,-,-,159.0
503,新北市,1998/04/04,淡水,3.4,0.93,37.2,-,89,-,34.28,6.13,28.15,-,-,-,22.28,-,82.0,70.0
504,新北市,1998/04/04,汐止,7.6,1.07,19.9,-,83,-,71.1,31.97,39.13,-,-,-,22.6,-,-,67.0
505,新北市,1998/04/04,土城,10.5,1.15,32.5,-,97,-,88.19,43.47,44.72,-,-,-,23.58,-,-,94.0
506,新北市,1998/04/04,林口,3.3,0.67,38.0,-,59,-,29.85,2.98,26.88,-,-,-,21.15,-,-,74.0
507,新北市,1998/04/04,萬里,1.5,0.34,47.0,-,46,-,12.05,1.86,10.19,2.313,0.12,2.19,21.43,-,-,80.0
508,新北市,1998/04/03,板橋,6.1,0.75,27.1,-,64,-,35.57,7.75,27.81,2.611,0.69,1.93,20.87,-,-,57.0
509,新北市,1998/04/03,三重,9.1,1.05,-,-,67,49,65.27,32.75,32.52,-,-,-,20.28,-,-,59.0
510,新北市,1998/04/03,菜寮,3.5,0.63,28.9,-,57,-,23.22,2.23,21.0,-,-,-,20.51,-,-,54.0
511,新北市,1998/04/03,永和,3.8,0.86,-,-,73,-,53.23,23.1,30.13,2.374,0.45,1.92,23.13,-,-,61.0
512,新北市,1998/04/03,新莊,5.5,0.62,32.0,-,45,-,34.47,3.11,30.2,2.193,0.19,2.0,20.27,-,-,45.0
513,新北市,1998/04/03,新店,0.3,0.37,43.2,-,49,-,11.4,1.17,10.22,-,-,-,20.83,-,-,49.0
514,新北市,1998/04/03,淡水,1.3,0.51,37.0,-,66,-,13.48,1.22,12.26,-,-,-,20.37,-,69.0,58.0
515,新北市,1998/04/03,汐止,3.6,0.56,23.2,-,67,-,33.82,7.56,26.26,-,-,-,19.56,-,-,58.0
516,新北市,1998/04/03,土城,1.8,0.61,31.1,-,43,-,27.06,6.29,20.77,-,-,-,21.01,-,-,43.0
517,新北市,1998/04/03,林口,3.1,0.42,30.3,-,41,-,23.88,1.65,22.23,-,-,-,17.72,-,-,36.0
518,新北市,1998/04/03,萬里,0.1,0.17,48.6,-,49,-,3.7,0.15,3.54,2.21,0.11,2.1,18.4,-,-,49.0
519,新北市,1998/04/02,板橋,4.5,0.66,26.8,-,50,-,28.63,4.94,23.69,2.582,0.64,1.94,16.49,-,-,50.0
520,新北市,1998/04/02,三重,5.7,1.04,-,-,49,46,53.22,25.05,28.17,-,-,-,15.96,-,-,49.0
521,新北市,1998/04/02,菜寮,1.5,0.67,28.0,-,48,-,18.18,0.67,17.51,-,-,-,16.61,-,-,48.0
522,新北市,1998/04/02,永和,2.1,0.69,-,-,48,-,39.25,15.21,24.04,2.211,0.32,1.89,18.96,-,-,48.0
523,新北市,1998/04/02,新莊,2.1,0.47,35.1,-,36,-,17.21,0.78,16.49,2.332,0.19,2.15,16.01,-,-,37.0
524,新北市,1998/04/02,新店,2.5,0.49,37.7,-,35,-,14.0,0.66,13.48,-,-,-,15.46,-,-,41.0
525,新北市,1998/04/02,淡水,0.7,0.52,39.0,-,45,-,10.76,1.32,9.44,-,-,-,15.43,-,79.0,45.0
526,新北市,1998/04/02,汐止,4.3,0.62,22.0,-,52,-,35.42,7.58,27.84,-,-,-,15.14,-,-,51.0
527,新北市,1998/04/02,土城,2.2,0.53,29.5,-,41,-,17.66,0.79,16.87,-,-,-,16.22,-,-,41.0
528,新北市,1998/04/02,林口,1.0,0.38,32.4,-,28,-,13.73,0.63,13.09,-,-,-,13.24,-,-,31.0
529,新北市,1998/04/02,萬里,0.5,0.26,51.3,-,65,-,2.32,0.11,2.21,2.232,0.1,2.13,15.55,-,-,58.0
530,新北市,1998/04/01,板橋,17.3,1.38,22.6,-,-,-,76.72,39.0,37.72,4.29,1.8,2.49,26.69,-,-,66.0
531,新北市,1998/04/01,三重,24.4,3.75,-,-,137,86,209.33,158.3,51.03,-,-,-,26.43,-,-,94.0
532,新北市,1998/04/01,菜寮,8.7,1.64,18.5,-,113,-,65.45,31.54,33.9,-,-,-,26.32,-,-,82.0
533,新北市,1998/04/01,永和,8.8,2.08,-,-,101,-,101.16,62.25,38.92,3.378,1.18,2.19,28.77,-,-,76.0
534,新北市,1998/04/01,新莊,20.3,1.25,23.0,-,102,-,78.2,46.44,31.76,3.822,1.19,2.63,26.12,-,-,76.0
535,新北市,1998/04/01,新店,3.6,0.93,33.5,-,76,-,30.77,6.75,24.01,-,-,-,25.96,-,-,96.0
536,新北市,1998/04/01,淡水,5.3,1.14,26.8,-,106,-,44.98,17.71,27.27,-,-,-,24.59,-,81.0,78.0
537,新北市,1998/04/01,汐止,7.5,1.55,19.7,-,118,-,84.84,43.67,41.16,-,-,-,24.23,-,-,84.0
538,新北市,1998/04/01,土城,10.2,0.85,20.4,-,79,-,53.02,27.58,25.44,-,-,-,26.36,-,-,64.0
539,新北市,1998/04/01,林口,9.8,0.59,19.3,-,66,-,35.03,9.69,25.35,-,-,-,23.87,-,-,58.0
540,新北市,1998/04/01,萬里,6.2,0.6,48.0,-,63,-,23.8,3.66,20.14,2.587,0.3,2.29,23.13,-,-,133.0
541,臺中市,1998/04/30,西屯,5.0,0.76,14.1,-,64,-,41.0,16.1,24.9,2.488,0.38,2.11,26.98,-,-,57.0
542,臺中市,1998/04/30,忠明,0.4,1.47,18.0,-,65,-,58.66,16.73,41.93,-,-,-,27.83,-,-,58.0
543,臺中市,1998/04/30,豐原,3.6,0.88,26.0,-,54,-,32.13,3.66,28.47,-,-,-,26.14,-,-,57.0
544,臺中市,1998/04/30,沙鹿,3.5,0.74,30.5,-,62,-,28.39,3.05,25.35,-,-,-,26.87,-,-,74.0
545,臺中市,1998/04/30,大里,2.9,0.86,16.2,-,56,-,33.87,8.47,25.4,-,-,-,26.69,-,-,53.0
546,臺中市,1998/04/29,西屯,4.4,0.81,8.9,-,47,-,35.37,11.39,23.98,2.354,0.41,1.95,24.83,-,-,47.0
547,臺中市,1998/04/29,忠明,0.3,1.19,11.6,-,64,-,48.01,17.55,30.46,-,-,-,25.9,-,-,57.0
548,臺中市,1998/04/29,豐原,3.3,0.9,11.2,-,38,-,32.74,7.61,25.14,-,-,-,23.98,-,-,38.0
549,臺中市,1998/04/29,沙鹿,2.1,0.73,19.1,-,52,-,32.37,6.18,26.19,-,-,-,24.72,-,-,51.0
550,臺中市,1998/04/29,大里,2.6,0.9,13.3,-,64,-,45.56,15.7,29.85,-,-,-,25.21,-,-,57.0
551,臺中市,1998/04/28,西屯,4.3,0.93,18.3,-,64,-,36.78,8.4,28.38,2.483,0.46,2.02,25.78,-,-,57.0
552,臺中市,1998/04/28,忠明,0.2,1.43,23.8,-,89,-,48.59,10.64,37.95,-,-,-,26.75,-,-,70.0
553,臺中市,1998/04/28,豐原,4.9,1.24,21.8,-,77,-,41.75,8.31,33.44,-,-,-,24.73,-,-,63.0
554,臺中市,1998/04/28,沙鹿,1.5,0.87,23.2,-,73,-,34.9,5.82,29.08,-,-,-,25.31,-,-,62.0
555,臺中市,1998/04/28,大里,4.3,1.2,24.6,-,77,-,42.57,10.15,32.42,-,-,-,26.08,-,-,86.0
556,臺中市,1998/04/27,西屯,4.1,0.77,12.2,-,29,-,32.69,9.5,23.19,2.107,0.34,1.76,24.69,-,-,31.0
557,臺中市,1998/04/27,忠明,0.3,1.1,17.6,-,47,-,41.91,9.77,32.14,-,-,-,25.37,-,-,47.0
558,臺中市,1998/04/27,豐原,3.5,0.71,20.1,-,39,-,35.8,6.59,29.21,-,-,-,23.83,-,-,58.0
559,臺中市,1998/04/27,沙鹿,0.7,0.68,22.0,-,29,-,24.27,4.14,20.12,-,-,-,24.6,-,-,59.0
560,臺中市,1998/04/27,大里,2.9,1.02,23.6,-,50,-,34.67,5.1,29.57,-,-,-,25.17,-,-,55.0
561,臺中市,1998/04/26,西屯,2.6,0.72,13.9,-,41,-,31.26,13.54,17.72,2.131,0.16,1.97,24.75,-,-,41.0
562,臺中市,1998/04/26,忠明,0.1,0.89,18.9,-,51,-,35.3,9.65,25.65,-,-,-,25.66,-,-,50.0
563,臺中市,1998/04/26,豐原,2.2,0.76,21.9,-,58,-,31.67,9.23,22.44,-,-,-,23.72,-,-,54.0
564,臺中市,1998/04/26,沙鹿,0.1,0.69,21.9,-,57,-,-,-,-,-,-,-,23.64,-,-,54.0
565,臺中市,1998/04/26,大里,1.7,0.72,19.6,-,47,-,30.55,10.54,20.01,-,-,-,25.08,-,-,47.0
566,臺中市,1998/04/25,西屯,3.6,0.85,7.5,-,37,-,41.03,15.45,25.59,2.318,0.29,2.03,25.46,-,-,37.0
567,臺中市,1998/04/25,忠明,0.1,1.16,13.0,-,45,-,47.47,17.38,30.09,-,-,-,26.7,-,-,45.0
568,臺中市,1998/04/25,豐原,3.0,0.94,15.1,-,46,-,40.42,13.24,27.18,-,-,-,24.88,-,-,46.0
569,臺中市,1998/04/25,沙鹿,0.2,0.67,13.2,-,37,-,33.36,7.03,26.33,-,-,-,25.1,-,-,37.0
570,臺中市,1998/04/25,大里,1.4,0.79,13.9,-,38,-,30.62,9.47,21.15,-,-,-,26.16,-,-,38.0
571,臺中市,1998/04/24,西屯,3.5,0.51,9.4,-,30,-,26.71,11.77,14.94,1.886,0.1,1.79,28.05,-,-,30.0
572,臺中市,1998/04/24,忠明,0.2,0.9,17.2,-,41,37,29.13,8.7,20.43,-,-,-,29.62,-,-,41.0
573,臺中市,1998/04/24,豐原,2.5,0.47,24.7,-,32,-,17.76,1.63,16.13,-,-,-,27.77,-,-,46.0
574,臺中市,1998/04/24,沙鹿,0.0,0.35,19.0,-,41,-,12.05,0.86,11.19,-,-,-,28.53,-,-,41.0
575,臺中市,1998/04/24,大里,1.4,0.55,18.6,-,43,-,-,-,-,-,-,-,28.7,-,-,46.0
576,臺中市,1998/04/23,西屯,3.5,0.57,9.1,-,38,-,28.18,11.95,16.23,1.692,0.03,1.66,27.67,-,-,38.0
577,臺中市,1998/04/23,忠明,0.8,0.78,14.1,-,53,27,32.61,10.36,22.25,-,-,-,28.7,-,-,52.0
578,臺中市,1998/04/23,豐原,2.9,0.57,21.9,-,44,-,21.91,2.59,19.33,-,-,-,27.1,-,-,48.0
579,臺中市,1998/04/23,沙鹿,0.1,0.41,15.5,-,44,-,14.25,2.38,11.87,-,-,-,27.76,-,-,44.0
580,臺中市,1998/04/23,大里,1.2,0.57,19.2,-,49,-,20.17,6.43,13.74,-,-,-,27.96,-,-,49.0
581,臺中市,1998/04/22,西屯,3.9,0.68,8.4,-,54,-,29.96,11.62,18.34,2.122,0.29,1.83,26.9,-,-,52.0
582,臺中市,1998/04/22,忠明,0.5,-,12.9,-,64,31,52.56,24.54,28.02,-,-,-,27.52,-,-,57.0
583,臺中市,1998/04/22,豐原,3.4,0.77,19.7,-,52,-,30.99,9.86,21.13,-,-,-,26.03,-,-,52.0
584,臺中市,1998/04/22,沙鹿,1.0,0.55,17.0,-,43,-,17.35,2.32,15.03,-,-,-,26.87,-,-,62.0
585,臺中市,1998/04/22,大里,2.0,0.73,16.4,-,55,-,27.52,9.39,18.13,-,-,-,27.14,-,-,53.0
586,臺中市,1998/04/21,西屯,2.9,1.41,8.4,-,91,-,67.83,30.21,37.62,3.286,0.97,2.32,24.49,-,-,71.0
587,臺中市,1998/04/21,忠明,3.8,1.73,12.3,-,87,45,85.31,32.27,53.05,-,-,-,24.93,-,-,69.0
588,臺中市,1998/04/21,豐原,4.8,1.52,13.8,-,66,-,53.65,15.77,37.88,-,-,-,23.57,-,-,58.0
589,臺中市,1998/04/21,沙鹿,3.1,0.92,16.9,-,86,-,49.28,14.23,35.05,-,-,-,24.08,-,-,68.0
590,臺中市,1998/04/21,大里,4.0,1.4,19.6,-,81,-,51.73,15.36,36.37,-,-,-,24.53,-,-,78.0
591,臺中市,1998/04/20,西屯,2.7,0.73,9.6,-,77,-,37.01,7.44,29.58,2.285,0.37,1.92,21.49,-,-,64.0
592,臺中市,1998/04/20,忠明,3.7,1.25,12.3,-,102,42,53.73,15.28,38.45,-,-,-,22.1,-,-,76.0
593,臺中市,1998/04/20,豐原,4.0,1.01,14.3,-,89,-,43.66,9.87,33.79,-,-,-,20.91,-,-,70.0
594,臺中市,1998/04/20,沙鹿,5.1,0.83,22.5,-,85,-,36.48,5.06,31.42,-,-,-,21.81,-,-,68.0
595,臺中市,1998/04/20,大里,2.6,0.94,13.2,-,84,-,38.02,11.08,26.94,-,-,-,22.14,-,-,67.0
596,臺中市,1998/04/19,西屯,4.3,1.04,15.8,-,186,-,50.59,12.32,38.28,2.731,0.38,2.35,24.72,-,-,118.0
597,臺中市,1998/04/19,忠明,6.9,1.35,24.1,-,217,72,56.99,12.96,44.04,-,-,-,25.31,-,-,133.0
598,臺中市,1998/04/19,豐原,6.2,1.03,28.3,-,180,-,40.98,3.54,37.44,-,-,-,23.53,-,-,115.0
599,臺中市,1998/04/19,沙鹿,2.8,1.12,31.6,-,198,-,37.91,7.32,30.59,-,-,-,23.86,-,-,124.0
600,臺中市,1998/04/19,大里,4.7,0.85,33.3,-,171,-,28.67,1.2,27.47,-,-,-,24.65,-,-,110.0
601,臺中市,1998/04/18,西屯,7.2,0.97,20.2,-,140,-,47.43,16.05,31.39,2.561,0.42,2.14,25.47,-,-,95.0
602,臺中市,1998/04/18,忠明,5.6,1.38,29.4,-,150,58,56.63,15.18,41.46,-,-,-,26.67,-,-,100.0
603,臺中市,1998/04/18,豐原,7.3,1.04,31.9,-,128,-,39.36,4.38,34.98,-,-,-,24.57,-,-,89.0
604,臺中市,1998/04/18,沙鹿,6.4,0.88,40.0,-,130,-,29.64,3.89,25.75,-,-,-,24.75,-,-,90.0
605,臺中市,1998/04/18,大里,4.7,1.03,38.8,-,141,-,36.05,4.58,31.47,-,-,-,25.89,-,-,96.0
606,臺中市,1998/04/17,西屯,7.7,1.0,16.9,-,98,-,61.91,25.97,35.93,2.943,0.77,2.23,25.17,-,-,74.0
607,臺中市,1998/04/17,忠明,7.6,1.32,28.5,-,107,51,59.1,17.92,41.18,-,-,-,26.53,-,-,78.0
608,臺中市,1998/04/17,豐原,10.8,0.92,24.6,-,78,-,44.13,7.39,36.74,-,-,-,24.5,-,-,64.0
609,臺中市,1998/04/17,沙鹿,9.8,0.87,34.0,-,87,-,39.31,7.2,32.11,-,-,-,24.66,-,-,69.0
610,臺中市,1998/04/17,大里,5.3,0.85,32.8,-,102,-,40.29,8.05,32.23,-,-,-,25.36,-,-,96.0
611,臺中市,1998/04/16,西屯,14.1,0.99,15.1,-,111,-,58.46,20.93,37.53,3.347,0.69,2.66,24.57,-,-,80.0
612,臺中市,1998/04/16,忠明,10.5,1.34,27.4,-,139,62,62.42,17.6,44.82,-,-,-,25.45,-,-,94.0
613,臺中市,1998/04/16,豐原,10.8,1.08,31.9,-,124,-,48.7,9.02,39.68,-,-,-,23.49,-,-,87.0
614,臺中市,1998/04/16,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
615,臺中市,1998/04/16,大里,7.8,0.91,30.1,-,115,-,50.36,13.7,36.66,-,-,-,24.73,-,-,83.0
616,臺中市,1998/04/15,西屯,13.4,0.93,13.6,-,72,-,51.32,17.02,34.29,2.632,0.5,2.14,25.24,-,-,61.0
617,臺中市,1998/04/15,忠明,9.0,1.24,22.9,-,90,47,65.26,20.32,44.94,-,-,-,25.9,-,-,70.0
618,臺中市,1998/04/15,豐原,6.7,0.95,26.5,-,78,-,39.3,7.36,31.94,-,-,-,23.79,-,-,66.0
619,臺中市,1998/04/15,沙鹿,7.0,0.72,27.6,-,63,-,37.75,9.74,28.01,-,-,-,23.42,-,-,63.0
620,臺中市,1998/04/15,大里,8.7,1.04,26.0,-,83,-,60.65,19.47,41.18,-,-,-,25.22,-,-,96.0
621,臺中市,1998/04/14,西屯,2.9,0.68,10.7,-,41,-,32.48,6.63,25.85,2.398,0.38,2.02,22.89,-,-,41.0
622,臺中市,1998/04/14,忠明,2.0,1.13,14.5,-,51,28,45.31,11.71,33.6,-,-,-,23.11,-,-,50.0
623,臺中市,1998/04/14,豐原,2.1,0.79,15.7,-,27,-,33.06,6.68,26.38,-,-,-,22.24,-,-,34.0
624,臺中市,1998/04/14,沙鹿,3.9,0.73,24.7,-,39,-,28.92,2.39,26.53,-,-,-,22.62,-,-,39.0
625,臺中市,1998/04/14,大里,2.2,1.11,19.7,-,43,-,39.97,9.22,30.76,-,-,-,23.67,-,-,61.0
626,臺中市,1998/04/13,西屯,3.4,0.58,10.3,-,36,-,28.29,6.17,22.12,1.869,0.18,1.69,24.71,-,-,36.0
627,臺中市,1998/04/13,忠明,1.9,0.94,15.1,-,30,21,40.21,10.37,29.84,-,-,-,25.28,-,-,30.0
628,臺中市,1998/04/13,豐原,2.2,0.74,20.8,-,31,-,28.39,4.57,23.83,-,-,-,23.88,-,-,34.0
629,臺中市,1998/04/13,沙鹿,0.7,0.7,25.8,-,34,-,18.84,2.2,16.64,-,-,-,24.71,-,-,39.0
630,臺中市,1998/04/13,大里,1.8,0.77,17.6,-,32,-,22.74,4.1,18.64,-,-,-,25.11,-,-,32.0
631,臺中市,1998/04/12,西屯,1.3,0.62,10.0,-,43,-,21.13,6.41,14.72,2.088,0.15,1.94,25.78,-,-,43.0
632,臺中市,1998/04/12,忠明,1.2,0.91,13.3,-,47,28,32.47,10.1,22.37,-,-,-,26.62,-,-,47.0
633,臺中市,1998/04/12,豐原,1.1,0.48,23.7,-,46,-,15.95,2.24,13.71,-,-,-,25.72,-,-,46.0
634,臺中市,1998/04/12,沙鹿,0.2,0.49,20.5,-,30,-,10.62,1.39,9.23,-,-,-,26.37,-,-,34.0
635,臺中市,1998/04/12,大里,0.8,0.47,19.6,-,44,-,17.65,4.82,12.83,-,-,-,26.34,-,-,45.0
636,臺中市,1998/04/11,西屯,4.2,0.65,9.5,-,37,-,31.97,10.29,21.68,2.449,0.35,2.1,25.97,-,-,37.0
637,臺中市,1998/04/11,忠明,3.1,1.03,12.6,-,40,33,40.9,10.59,30.31,-,-,-,26.69,-,-,40.0
638,臺中市,1998/04/11,豐原,5.6,0.63,18.9,-,42,-,27.6,5.19,22.41,-,-,-,25.66,-,-,42.0
639,臺中市,1998/04/11,沙鹿,4.7,0.52,18.8,-,40,-,23.28,5.15,18.13,-,-,-,26.64,-,-,40.0
640,臺中市,1998/04/11,大里,2.0,0.57,21.7,-,45,-,15.64,0.95,14.69,-,-,-,25.86,-,-,54.0
641,臺中市,1998/04/10,西屯,5.1,0.71,10.9,-,49,-,32.23,8.38,23.85,2.326,0.31,2.01,26.88,-,-,49.0
642,臺中市,1998/04/10,忠明,3.6,1.02,17.9,-,54,33,43.91,12.18,31.72,-,-,-,27.67,-,-,52.0
643,臺中市,1998/04/10,豐原,5.3,0.65,19.8,-,67,-,31.75,6.7,25.05,-,-,-,25.67,-,-,59.0
644,臺中市,1998/04/10,沙鹿,2.2,0.73,18.6,-,61,-,33.99,8.34,25.66,-,-,-,26.54,-,-,56.0
645,臺中市,1998/04/10,大里,4.1,0.63,22.8,-,72,-,27.01,6.13,20.88,-,-,-,26.96,-,-,61.0
646,臺中市,1998/04/09,西屯,2.9,0.53,11.2,-,43,-,32.65,13.62,19.03,2.197,0.26,1.94,26.81,-,-,43.0
647,臺中市,1998/04/09,忠明,0.3,0.85,17.2,-,50,29,34.57,8.12,26.44,-,-,-,27.17,-,-,50.0
648,臺中市,1998/04/09,豐原,4.9,0.59,24.4,-,47,-,23.8,4.02,19.79,-,-,-,25.74,-,-,59.0
649,臺中市,1998/04/09,沙鹿,3.6,0.5,18.1,-,67,-,24.78,7.7,17.08,-,-,-,26.53,-,-,58.0
650,臺中市,1998/04/09,大里,3.5,0.52,26.3,-,76,-,24.99,7.76,17.23,-,-,-,26.79,-,-,96.0
651,臺中市,1998/04/08,西屯,4.3,0.47,9.7,-,39,-,27.62,11.18,16.44,2.013,0.16,1.86,26.82,-,-,39.0
652,臺中市,1998/04/08,忠明,-,0.78,13.0,-,37,23,33.12,9.99,23.14,-,-,-,27.15,-,-,37.0
653,臺中市,1998/04/08,豐原,3.2,0.52,20.4,-,40,-,18.66,2.16,16.5,-,-,-,25.94,-,-,47.0
654,臺中市,1998/04/08,沙鹿,2.4,0.41,18.1,-,87,-,15.79,3.96,11.83,-,-,-,26.71,-,-,69.0
655,臺中市,1998/04/08,大里,4.0,0.44,17.4,-,-,-,-,-,-,-,-,-,27.02,-,-,51.0
656,臺中市,1998/04/07,西屯,3.0,0.54,10.1,-,43,-,25.5,7.98,17.52,2.142,0.16,1.98,26.56,-,-,43.0
657,臺中市,1998/04/07,忠明,2.3,0.92,17.3,-,54,30,39.72,15.16,24.55,-,-,-,26.92,-,-,52.0
658,臺中市,1998/04/07,豐原,3.5,0.6,22.5,-,49,-,22.79,3.19,19.61,-,-,-,25.63,-,-,49.0
659,臺中市,1998/04/07,沙鹿,2.3,0.57,15.6,-,52,-,19.64,4.05,15.58,-,-,-,26.31,-,-,51.0
660,臺中市,1998/04/07,大里,1.3,-,17.0,-,-,-,-,-,-,-,-,-,26.01,-,-,50.0
661,臺中市,1998/04/06,西屯,2.6,0.59,14.4,-,53,-,21.91,4.28,17.62,2.068,0.09,1.98,26.49,-,-,52.0
662,臺中市,1998/04/06,忠明,2.7,0.93,16.8,-,56,38,38.48,10.09,28.39,-,-,-,26.86,-,-,53.0
663,臺中市,1998/04/06,豐原,2.6,0.57,29.1,-,53,-,18.82,1.45,17.38,-,-,-,25.71,-,-,51.0
664,臺中市,1998/04/06,沙鹿,4.2,0.52,23.6,-,61,-,15.9,1.47,14.43,-,-,-,26.33,-,-,55.0
665,臺中市,1998/04/06,大里,1.8,0.41,24.1,-,65,-,-,-,-,-,-,-,26.32,-,-,58.0
666,臺中市,1998/04/05,西屯,5.2,1.06,24.0,-,93,-,43.77,16.21,27.56,2.976,0.35,2.62,26.75,-,-,71.0
667,臺中市,1998/04/05,忠明,4.9,1.27,28.6,-,90,49,55.7,18.97,36.74,-,-,-,27.11,-,-,76.0
668,臺中市,1998/04/05,豐原,6.1,0.91,32.3,-,73,-,32.18,4.4,27.77,-,-,-,25.58,-,-,75.0
669,臺中市,1998/04/05,沙鹿,3.9,1.09,33.8,-,112,-,39.34,12.36,26.97,-,-,-,25.55,-,-,81.0
670,臺中市,1998/04/05,大里,3.3,1.03,37.0,-,103,-,33.19,5.63,27.55,-,-,-,26.34,-,-,118.0
671,臺中市,1998/04/04,西屯,3.1,0.88,20.6,-,101,-,39.62,12.59,27.03,2.657,0.46,2.2,24.13,-,-,75.0
672,臺中市,1998/04/04,忠明,4.2,1.13,27.0,-,140,55,46.87,10.22,36.65,-,-,-,24.4,-,-,95.0
673,臺中市,1998/04/04,豐原,5.7,1.08,25.2,-,132,-,43.76,8.72,35.05,-,-,-,22.82,-,-,91.0
674,臺中市,1998/04/04,沙鹿,2.3,0.68,38.0,-,92,-,22.49,3.22,19.27,-,-,-,22.48,-,-,71.0
675,臺中市,1998/04/04,大里,3.8,1.21,33.7,-,147,-,42.85,7.41,35.44,-,-,-,24.57,-,-,99.0
676,臺中市,1998/04/03,西屯,9.1,0.69,21.3,-,93,-,34.7,5.48,29.21,2.262,0.48,1.78,21.45,-,-,71.0
677,臺中市,1998/04/03,忠明,8.3,0.98,25.7,-,111,46,53.84,8.18,45.66,-,-,-,21.64,-,-,80.0
678,臺中市,1998/04/03,豐原,8.0,1.0,28.4,-,112,-,53.66,16.03,37.63,-,-,-,19.85,-,-,81.0
679,臺中市,1998/04/03,沙鹿,12.0,0.6,33.0,-,78,-,37.74,12.13,25.61,-,-,-,20.14,-,-,65.0
680,臺中市,1998/04/03,大里,9.6,1.07,28.4,-,117,-,49.87,8.48,41.39,-,-,-,22.06,-,-,83.0
681,臺中市,1998/04/02,西屯,1.5,0.5,14.9,-,30,-,15.03,1.11,13.92,2.068,0.15,1.92,19.26,-,-,30.0
682,臺中市,1998/04/02,忠明,2.4,0.65,12.6,-,55,28,30.69,5.53,25.15,-,-,-,19.72,-,-,53.0
683,臺中市,1998/04/02,豐原,3.5,0.59,13.8,-,43,-,26.73,6.01,20.71,-,-,-,18.41,-,-,43.0
684,臺中市,1998/04/02,沙鹿,5.6,0.53,24.0,-,52,-,20.82,2.55,18.27,-,-,-,18.76,-,-,51.0
685,臺中市,1998/04/02,大里,2.4,0.74,10.0,-,59,-,37.38,9.31,28.07,-,-,-,21.47,-,-,55.0
686,臺中市,1998/04/01,西屯,4.4,0.68,13.2,-,74,-,33.6,11.32,22.28,2.193,0.2,2.0,26.58,-,-,62.0
687,臺中市,1998/04/01,忠明,3.5,0.94,18.8,-,87,38,35.34,8.69,26.65,-,-,-,26.99,-,-,68.0
688,臺中市,1998/04/01,豐原,3.8,0.64,27.7,-,74,-,21.81,2.84,18.97,-,-,-,25.83,-,-,62.0
689,臺中市,1998/04/01,沙鹿,3.4,0.58,23.9,-,117,-,20.81,4.16,16.66,-,-,-,26.5,-,-,84.0
690,臺中市,1998/04/01,大里,3.4,0.69,24.5,-,83,-,23.95,4.04,19.91,-,-,-,27.03,-,-,67.0
691,臺南市,1998/04/30,新營,4.4,0.76,15.4,-,51,-,-,-,-,2.87,0.3,2.57,27.15,-,-,50.0
692,臺南市,1998/04/30,善化,5.7,0.52,20.9,-,30,-,16.8,2.83,13.97,-,-,-,26.51,-,-,65.0
693,臺南市,1998/04/30,安南,8.9,0.93,24.9,-,47,-,39.72,15.04,24.68,-,-,-,26.66,-,-,59.0
694,臺南市,1998/04/30,臺南,10.9,0.92,18.2,-,44,-,37.09,16.37,20.71,2.608,0.49,2.11,26.28,-,-,61.0
695,臺南市,1998/04/29,新營,4.1,0.68,22.7,-,56,-,-,-,-,2.648,0.29,2.36,24.46,-,-,53.0
696,臺南市,1998/04/29,善化,3.9,0.68,16.5,-,57,-,24.62,2.67,21.96,-,-,-,23.46,-,-,54.0
697,臺南市,1998/04/29,安南,5.9,0.74,17.2,-,70,-,34.77,4.76,30.01,-,-,-,23.6,-,-,60.0
698,臺南市,1998/04/29,臺南,5.7,1.14,9.0,-,102,-,46.32,11.06,35.26,2.643,0.46,2.18,23.5,-,-,76.0
699,臺南市,1998/04/28,新營,6.9,0.74,48.7,-,84,-,-,-,-,2.841,0.28,2.56,26.27,-,-,97.0
700,臺南市,1998/04/28,善化,6.0,0.62,38.8,-,57,-,-,-,-,-,-,-,25.57,-,-,94.0
