序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
90,臺北市,1995/02/16,陽明,1.3,0.33,50.6,-,28,2,0.0,1.5,-,-,-,7.1,-,92.0,45.0
91,臺北市,1995/02/16,士林,4.0,0.75,29.4,-,61,34,6.27,28.17,-,-,-,14.93,-,-,55.0
92,臺北市,1995/02/15,松山,9.0,1.14,9.4,-,46,65,22.67,42.19,-,-,-,13.66,-,-,46.0
93,臺北市,1995/02/15,古亭,3.1,1.18,17.4,-,-,49,14.29,35.06,2.31,0.23,2.07,13.81,-,-,30.0
94,臺北市,1995/02/15,中山,7.6,1.26,11.3,-,47,70,28.02,41.92,2.37,0.4,1.97,13.81,-,-,47.0
95,臺北市,1995/02/15,大同,13.0,5.45,-,-,91,307,241.68,64.87,4.61,2.3,2.31,14.3,-,-,85.0
96,臺北市,1995/02/15,萬華,9.7,1.49,14.6,-,34,52,14.5,37.47,-,-,-,13.95,-,-,34.0
97,臺北市,1995/02/15,陽明,0.5,0.13,50.5,-,14,1,0.0,0.98,-,-,-,6.49,-,95.0,44.0
98,臺北市,1995/02/15,士林,3.0,0.67,28.2,-,41,30,4.32,26.11,-,-,-,13.96,-,-,41.0
99,臺北市,1995/02/14,松山,4.1,1.21,11.5,-,28,63,24.86,37.86,-,-,-,14.72,-,-,28.0
100,臺北市,1995/02/14,古亭,2.8,1.59,11.6,-,-,65,29.1,36.27,2.47,0.4,2.07,14.85,-,-,29.0
101,臺北市,1995/02/14,中山,4.1,1.6,7.6,-,30,76,34.88,40.86,2.62,0.53,2.09,14.96,-,-,30.0
102,臺北市,1995/02/14,大同,8.3,5.86,-,-,67,306,245.2,60.48,4.78,2.42,2.36,15.42,-,-,93.0
103,臺北市,1995/02/14,萬華,2.5,1.32,11.8,-,22,48,11.19,36.97,-,-,-,14.87,-,-,23.0
104,臺北市,1995/02/14,陽明,0.0,0.27,45.4,-,-,1,0.01,0.85,-,-,-,8.7,-,99.0,42.0
105,臺北市,1995/02/14,士林,2.0,0.89,14.7,-,21,45,10.36,34.87,-,-,-,14.97,-,-,25.0
106,臺北市,1995/02/13,松山,6.8,1.13,15.6,-,48,45,11.17,34.02,-,-,-,18.8,-,-,48.0
107,臺北市,1995/02/13,古亭,6.9,1.28,14.1,-,-,53,17.7,35.67,2.27,0.31,1.96,19.18,-,-,22.0
108,臺北市,1995/02/13,中山,12.3,1.38,12.0,-,60,55,18.94,36.02,2.5,0.47,2.03,19.2,-,-,55.0
109,臺北市,1995/02/13,大同,16.8,4.74,-,-,92,214,157.92,56.44,4.24,1.99,2.25,19.68,-,-,74.0
110,臺北市,1995/02/13,萬華,9.4,1.19,15.2,-,49,42,7.58,34.79,-,-,-,19.09,-,-,49.0
111,臺北市,1995/02/13,陽明,5.1,0.36,42.8,-,14,5,0.02,5.19,-,-,-,13.24,-,93.0,41.0
112,臺北市,1995/02/13,士林,6.9,0.9,22.4,-,41,37,7.02,29.59,-,-,-,19.56,-,-,41.0
113,臺北市,1995/02/12,松山,22.7,1.21,11.6,-,87,70,20.68,49.28,-,-,-,19.29,-,-,68.0
114,臺北市,1995/02/12,古亭,15.4,1.14,13.1,-,-,65,19.22,45.71,2.57,0.32,2.25,19.61,-,-,45.0
115,臺北市,1995/02/12,中山,22.7,1.17,10.8,-,79,67,21.99,44.98,2.62,0.46,2.16,19.19,-,-,65.0
116,臺北市,1995/02/12,大同,24.5,3.79,-,-,105,199,138.05,60.47,4.09,1.58,2.51,19.66,-,-,77.0
117,臺北市,1995/02/12,萬華,18.8,1.29,12.6,-,84,63,14.13,49.08,-,-,-,19.33,-,-,67.0
118,臺北市,1995/02/12,陽明,2.2,0.23,48.3,-,15,3,0.18,3.27,-,-,-,15.24,-,68.0,49.0
119,臺北市,1995/02/12,士林,14.8,0.69,20.1,-,79,44,7.86,36.24,-,-,-,18.97,-,-,64.0
120,臺北市,1995/02/11,松山,7.3,1.23,18.9,-,43,58,23.21,34.41,-,-,-,19.02,-,-,43.0
121,臺北市,1995/02/11,古亭,6.9,1.58,17.3,-,-,67,29.36,37.37,2.34,0.54,1.96,19.21,-,-,32.0
122,臺北市,1995/02/11,中山,6.4,1.38,19.3,-,48,62,26.45,35.53,2.61,0.48,2.13,19.19,-,-,48.0
123,臺北市,1995/02/11,大同,14.0,5.53,-,-,87,265,199.84,64.82,4.99,2.67,2.32,19.77,-,-,99.0
124,臺北市,1995/02/11,萬華,9.4,1.67,18.9,-,57,64,20.65,42.86,-,-,-,19.14,-,-,53.0
125,臺北市,1995/02/11,陽明,4.9,0.33,47.7,-,-,4,0.02,3.68,-,-,-,12.87,-,87.0,49.0
126,臺北市,1995/02/11,士林,6.2,0.89,28.6,-,33,42,13.61,27.96,-,-,-,19.32,-,-,41.0
127,臺北市,1995/02/10,松山,9.6,0.97,20.7,-,71,49,11.6,37.64,-,-,-,16.23,-,-,60.0
128,臺北市,1995/02/10,古亭,3.1,0.54,28.3,-,-,36,7.67,28.29,1.9,0.18,1.82,16.67,-,-,35.0
129,臺北市,1995/02/10,中山,8.1,0.94,23.4,-,62,46,11.45,34.69,2.28,0.28,2.01,16.61,-,-,56.0
130,臺北市,1995/02/10,大同,14.3,4.21,-,-,88,227,161.89,65.16,4.24,2.0,2.24,17.19,-,-,69.0
131,臺北市,1995/02/10,萬華,5.1,1.03,28.2,-,56,37,5.13,31.72,-,-,-,16.78,-,-,53.0
132,臺北市,1995/02/10,陽明,1.3,0.25,56.2,-,19,1,0.0,1.33,-,-,-,8.55,-,85.0,49.0
133,臺北市,1995/02/10,士林,7.6,0.45,43.6,-,52,19,1.74,17.07,-,-,-,16.61,-,-,51.0
134,臺北市,1995/02/09,松山,7.4,1.56,16.3,-,78,67,26.56,40.17,-,-,-,15.56,-,-,64.0
135,臺北市,1995/02/09,古亭,5.4,1.12,16.3,-,-,54,17.39,36.5,2.9,0.45,2.45,16.08,-,-,30.0
136,臺北市,1995/02/09,中山,5.9,1.58,17.0,-,79,56,-,39.37,3.08,0.61,2.47,15.89,-,-,64.0
137,臺北市,1995/02/09,大同,12.7,4.67,-,-,109,256,190.11,66.02,4.93,2.12,2.81,16.38,-,-,80.0
138,臺北市,1995/02/09,萬華,7.9,1.31,15.7,-,59,53,14.58,38.44,-,-,-,16.05,-,-,55.0
139,臺北市,1995/02/09,陽明,0.6,0.2,49.9,-,20,1,0.01,1.32,-,-,-,9.03,-,83.0,50.0
140,臺北市,1995/02/09,士林,4.8,1.07,25.5,-,63,58,21.22,36.59,-,-,-,15.54,-,-,56.0
141,臺北市,1995/02/08,松山,11.0,2.3,13.8,-,108,112,56.86,55.61,-,-,-,15.5,-,-,79.0
142,臺北市,1995/02/08,古亭,9.4,2.51,15.1,-,-,104,53.81,50.18,3.98,0.68,3.29,16.13,-,-,56.0
143,臺北市,1995/02/08,中山,15.3,2.32,15.3,-,96,-,-,-,3.43,1.04,2.39,16.07,-,-,73.0
144,臺北市,1995/02/08,大同,22.0,4.21,-,-,139,241,171.37,70.01,5.36,2.22,3.13,16.25,-,-,94.0
145,臺北市,1995/02/08,萬華,24.8,2.06,16.4,-,109,100,51.23,48.44,-,-,-,16.03,-,-,80.0
146,臺北市,1995/02/08,陽明,2.5,0.42,48.5,-,21,5,0.06,4.53,-,-,-,10.69,-,72.0,55.0
147,臺北市,1995/02/08,士林,12.6,1.85,17.5,-,90,-,-,-,-,-,-,15.69,-,-,70.0
148,臺北市,1995/02/07,松山,7.1,1.18,12.0,-,45,68,33.29,34.85,-,-,-,14.13,-,-,45.0
149,臺北市,1995/02/07,古亭,0.9,1.12,20.4,-,-,46,18.24,27.71,2.08,0.2,1.88,15.62,-,-,27.0
150,臺北市,1995/02/07,中山,4.9,1.18,14.2,-,33,72,35.4,36.85,2.53,0.45,2.09,15.01,-,-,33.0
151,臺北市,1995/02/07,大同,15.0,5.24,-,-,67,301,249.62,59.66,4.73,2.46,2.27,15.67,-,-,91.0
152,臺北市,1995/02/07,萬華,1.8,1.23,18.3,-,24,45,14.57,30.49,-,-,-,15.52,-,-,30.0
153,臺北市,1995/02/07,陽明,7.8,0.22,40.7,-,-,5,0.86,4.55,-,-,-,7.51,-,81.0,37.0
154,臺北市,1995/02/07,士林,5.7,0.42,27.3,-,19,26,4.4,21.6,-,-,-,15.48,-,-,31.0
155,臺北市,1995/02/06,松山,8.7,1.21,12.5,-,53,78,41.55,36.87,-,-,-,11.15,-,-,51.0
156,臺北市,1995/02/06,古亭,3.9,0.48,19.9,-,-,44,16.12,27.79,2.24,0.19,2.04,11.51,-,-,27.0
157,臺北市,1995/02/06,中山,9.8,1.31,12.1,-,57,-,-,-,2.84,0.46,2.37,11.55,-,-,54.0
158,臺北市,1995/02/06,大同,15.8,4.41,-,-,76,281,223.55,57.82,4.64,1.93,2.7,12.06,-,-,73.0
159,臺北市,1995/02/06,萬華,4.7,0.92,18.5,-,31,35,7.24,27.54,-,-,-,11.49,-,-,31.0
160,臺北市,1995/02/06,陽明,0.8,0.26,47.1,-,16,2,0.12,1.41,-,-,-,4.19,-,79.0,41.0
161,臺北市,1995/02/06,士林,5.4,0.82,20.6,-,44,52,24.08,28.02,-,-,-,10.96,-,-,44.0
162,臺北市,1995/02/05,松山,3.2,0.88,24.1,-,46,33,10.03,21.49,-,-,-,9.97,-,-,46.0
163,臺北市,1995/02/05,古亭,2.8,0.58,19.8,-,-,42,15.76,25.91,2.21,0.12,2.1,10.04,-,-,28.0
164,臺北市,1995/02/05,中山,5.2,0.96,17.7,-,47,55,26.85,29.32,2.49,0.32,2.18,10.17,-,-,47.0
165,臺北市,1995/02/05,大同,8.9,3.22,-,-,61,226,176.76,48.87,3.88,1.24,2.64,10.59,-,-,56.0
166,臺北市,1995/02/05,萬華,3.9,1.18,15.8,-,45,50,20.86,28.67,-,-,-,9.89,-,-,45.0
167,臺北市,1995/02/05,陽明,1.3,0.25,46.0,-,30,2,0.27,1.54,-,-,-,1.78,-,81.0,40.0
168,臺北市,1995/02/05,士林,3.3,0.88,27.0,-,48,55,32.09,23.97,-,-,-,10.03,-,-,48.0
169,臺北市,1995/02/04,松山,2.6,1.68,8.0,-,31,80,41.45,38.58,-,-,-,10.48,-,-,32.0
170,臺北市,1995/02/04,古亭,2.1,1.43,5.8,-,-,87,47.16,39.49,2.55,0.29,2.26,10.34,-,-,21.0
171,臺北市,1995/02/04,中山,4.1,1.68,3.9,-,36,88,44.54,43.6,2.93,0.63,2.3,10.75,-,-,36.0
172,臺北市,1995/02/04,大同,6.4,4.02,-,-,49,260,205.37,54.42,4.18,1.55,2.63,10.98,-,-,65.0
173,臺北市,1995/02/04,萬華,1.1,1.11,8.4,-,23,46,12.47,33.98,-,-,-,10.45,-,-,23.0
174,臺北市,1995/02/04,陽明,0.3,0.16,44.1,-,12,1,0.03,0.54,-,-,-,3.95,-,92.0,40.0
175,臺北市,1995/02/04,士林,2.1,1.33,8.2,-,28,89,46.82,42.34,-,-,-,10.59,-,-,28.0
176,臺北市,1995/02/03,松山,3.1,0.79,16.0,-,28,37,10.35,26.76,-,-,-,12.13,-,-,28.0
177,臺北市,1995/02/03,古亭,1.7,0.59,17.1,-,-,39,12.16,26.44,2.38,0.18,2.2,12.19,-,-,25.0
178,臺北市,1995/02/03,中山,4.4,0.98,11.6,-,25,56,22.4,33.51,2.19,0.22,1.97,12.48,-,-,25.0
179,臺北市,1995/02/03,大同,8.2,3.51,-,-,39,226,175.69,50.02,3.67,1.36,2.31,12.81,-,-,54.0
180,臺北市,1995/02/03,萬華,2.2,0.79,16.0,-,23,34,6.59,27.36,-,-,-,12.14,-,-,24.0
181,臺北市,1995/02/03,陽明,0.1,0.2,42.8,-,10,1,0.08,0.98,-,-,-,4.73,-,90.0,38.0
182,臺北市,1995/02/03,士林,0.7,0.4,26.6,-,17,22,3.5,18.6,-,-,-,12.62,-,-,34.0
183,臺北市,1995/02/02,松山,2.5,0.82,18.1,-,42,40,14.72,25.45,-,-,-,10.52,-,-,42.0
184,臺北市,1995/02/02,古亭,2.7,0.94,13.6,-,-,57,25.31,31.92,2.38,0.19,2.19,10.46,-,-,25.0
185,臺北市,1995/02/02,中山,3.5,0.85,13.2,-,37,48,15.21,33.23,2.4,0.21,2.2,10.8,-,-,37.0
186,臺北市,1995/02/02,大同,8.3,3.3,-,-,53,217,163.1,50.95,3.62,1.1,2.53,11.12,-,-,52.0
187,臺北市,1995/02/02,萬華,2.7,0.85,14.6,-,34,34,5.27,28.93,-,-,-,10.36,-,-,34.0
188,臺北市,1995/02/02,陽明,1.2,0.19,46.2,-,18,2,0.21,1.41,-,-,-,2.86,-,94.0,41.0
189,臺北市,1995/02/02,士林,2.7,0.73,20.2,-,35,43,13.65,29.05,-,-,-,10.69,-,-,35.0
190,臺北市,1995/02/01,松山,3.5,0.7,22.5,-,33,37,14.0,23.03,-,-,-,10.06,-,-,35.0
191,臺北市,1995/02/01,古亭,3.7,0.82,16.3,-,-,53,22.22,31.28,2.64,0.19,2.46,10.03,-,-,29.0
192,臺北市,1995/02/01,中山,3.2,0.72,19.7,-,34,44,15.6,28.15,2.29,0.21,2.07,10.32,-,-,34.0
193,臺北市,1995/02/01,大同,7.8,3.18,-,-,51,220,171.66,48.39,3.44,1.13,2.31,10.65,-,-,52.0
194,臺北市,1995/02/01,萬華,3.3,0.78,19.6,-,30,34,5.71,27.82,-,-,-,10.14,-,-,31.0
195,臺北市,1995/02/01,陽明,1.6,0.16,47.7,-,18,1,0.05,0.49,-,-,-,2.35,-,100.0,45.0
196,臺北市,1995/02/01,士林,3.1,0.45,30.5,-,36,23,3.87,19.25,-,-,-,10.36,-,-,40.0
197,新北市,1995/02/28,板橋,10.3,1.52,12.4,-,124,81,41.46,39.36,4.29,1.01,3.22,13.93,-,-,87.0
198,新北市,1995/02/28,菜寮,9.5,1.79,2.9,-,156,99,63.07,35.56,-,-,-,13.8,-,-,103.0
199,新北市,1995/02/28,新莊,13.3,1.37,17.5,-,132,73,51.01,33.84,3.33,0.79,2.54,13.18,-,-,91.0
200,新北市,1995/02/28,新店,4.4,0.67,18.4,-,83,24,5.15,18.68,-,-,-,13.73,-,-,66.0
201,新北市,1995/02/28,淡水,4.7,1.3,18.1,-,124,48,18.21,29.93,-,-,-,13.71,-,83.0,87.0
202,新北市,1995/02/28,汐止,13.8,1.33,11.2,-,137,97,54.12,43.18,-,-,-,12.79,-,-,93.0
203,新北市,1995/02/28,土城,8.8,0.91,17.1,-,98,51,19.99,31.04,-,-,-,13.76,-,-,74.0
204,新北市,1995/02/28,林口,9.4,0.59,38.0,-,121,31,5.98,24.59,-,-,-,12.7,-,-,85.0
205,新北市,1995/02/28,萬里,19.6,0.34,44.8,-,73,7,0.62,6.33,2.23,0.14,2.09,13.26,-,-,61.0
206,新北市,1995/02/27,板橋,15.7,1.82,5.0,-,38,104,52.43,51.53,3.58,1.14,2.44,12.84,-,-,38.0
207,新北市,1995/02/27,菜寮,9.5,2.15,0.9,-,52,109,61.42,47.89,-,-,-,12.87,-,-,51.0
208,新北市,1995/02/27,新莊,15.7,1.65,10.4,-,39,88,41.58,46.09,3.37,0.98,2.39,12.48,-,-,39.0
209,新北市,1995/02/27,新店,4.2,1.1,10.7,-,19,45,13.49,31.29,-,-,-,12.53,-,-,22.0
210,新北市,1995/02/27,淡水,3.1,1.25,17.7,-,38,38,8.8,28.76,-,-,-,12.63,-,95.0,38.0
