序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
26,臺北市,2014/02/25,萬華,6.8,1.42,-,15.2,101,57,77.22,28.58,48.64,0.93,19.89,73.07
27,臺北市,2014/02/25,陽明,2.2,0.22,416.68,48.3,19,14,3.76,0.7,3.02,-,15.06,87.9
28,臺北市,2014/02/25,士林,5.0,0.69,-,21.4,100,46,37.77,7.24,30.53,1.52,18.94,76.57
29,臺北市,2014/02/24,松山,2.3,0.55,427.62,27.4,43,19,34.71,9.8,24.88,1.81,20.42,59.53
30,臺北市,2014/02/24,古亭,3.1,0.7,-,26.3,75,30,37.53,8.35,29.18,2.05,20.67,62.89
31,臺北市,2014/02/24,中山,3.2,0.84,-,26.2,80,27,48.4,16.11,32.29,2.04,20.75,64.5
32,臺北市,2014/02/24,大同,4.3,1.23,-,-,74,24,69.21,30.0,39.21,-,-,-
33,臺北市,2014/02/24,萬華,3.3,0.74,-,25.1,68,31,39.14,7.5,31.64,1.92,20.55,62.83
34,臺北市,2014/02/24,陽明,1.3,0.18,415.86,46.8,18,12,4.19,1.83,2.34,-,13.98,91.57
35,臺北市,2014/02/24,士林,3.1,0.41,-,38.1,67,29,20.39,2.19,18.17,2.47,20.2,64.68
36,臺北市,2014/02/23,松山,1.9,0.34,419.67,26.8,22,11,22.27,2.55,19.72,1.91,18.47,64.49
37,臺北市,2014/02/23,古亭,1.9,0.3,-,31.0,32,11,17.01,2.7,14.31,2.87,19.29,63.62
38,臺北市,2014/02/23,中山,4.1,0.41,-,28.8,42,11,24.71,5.45,19.26,2.54,19.57,64.19
39,臺北市,2014/02/23,大同,3.8,0.89,-,-,39,7,62.28,29.83,32.45,-,-,-
40,臺北市,2014/02/23,萬華,2.5,0.35,-,26.9,27,10,25.05,4.2,20.85,2.84,19.43,62.21
41,臺北市,2014/02/23,陽明,1.8,0.14,411.89,45.1,9,7,2.64,0.98,1.67,-,11.92,95.51
42,臺北市,2014/02/23,士林,1.9,0.21,-,42.7,28,8,8.96,2.74,6.23,2.84,19.69,60.47
43,臺北市,2014/02/22,松山,1.6,0.37,419.78,26.6,20,8,21.85,2.92,18.92,2.05,16.67,72.32
44,臺北市,2014/02/22,古亭,1.6,0.41,-,24.9,29,8,25.27,5.08,20.19,2.3,17.32,72.05
45,臺北市,2014/02/22,中山,2.3,0.53,-,23.2,48,10,33.39,8.26,25.13,1.98,17.86,72.01
46,臺北市,2014/02/22,大同,3.1,1.05,-,-,39,5,69.43,34.85,34.58,-,-,-
47,臺北市,2014/02/22,萬華,1.6,0.4,-,23.7,23,8,29.95,5.6,24.35,2.56,17.63,69.36
48,臺北市,2014/02/22,陽明,3.0,0.15,411.9,45.9,8,6,2.37,0.32,2.07,-,10.44,98.89
49,臺北市,2014/02/22,士林,2.2,0.24,-,40.6,27,9,10.99,1.42,9.55,2.43,17.99,66.13
50,臺北市,2014/02/21,松山,2.1,0.41,421.69,33.0,39,20,22.76,3.35,19.41,2.22,14.81,56.38
51,臺北市,2014/02/21,古亭,2.2,0.41,-,32.4,50,20,22.51,4.47,18.03,2.86,14.6,59.51
52,臺北市,2014/02/21,中山,4.2,0.59,-,27.2,66,25,35.03,9.2,25.82,2.21,15.1,59.91
53,臺北市,2014/02/21,大同,4.3,1.22,-,-,64,19,83.41,47.57,35.84,-,-,-
54,臺北市,2014/02/21,萬華,3.0,0.48,-,27.6,46,25,30.86,6.1,24.76,2.54,14.91,55.74
55,臺北市,2014/02/21,陽明,1.2,0.19,413.09,48.7,20,13,2.37,0.39,2.0,-,6.9,96.09
56,臺北市,2014/02/21,士林,2.1,0.31,-,40.6,52,23,14.38,2.36,12.01,2.53,14.74,58.37
57,臺北市,2014/02/20,松山,2.2,0.39,422.94,39.6,52,28,13.76,1.39,12.36,2.01,11.84,55.82
58,臺北市,2014/02/20,古亭,2.4,0.45,-,34.0,68,30,18.65,3.05,15.6,2.22,12.26,58.33
59,臺北市,2014/02/20,中山,2.5,0.55,-,30.9,74,28,28.36,6.45,21.92,1.79,12.63,59.57
60,臺北市,2014/02/20,大同,2.6,0.96,-,-,68,24,62.14,30.69,31.45,-,-,-
61,臺北市,2014/02/20,萬華,2.7,0.49,-,30.7,57,28,24.1,3.71,20.4,1.89,12.38,55.34
62,臺北市,2014/02/20,陽明,2.9,0.29,429.37,47.5,30,23,3.62,1.05,2.57,-,3.91,96.37
63,臺北市,2014/02/20,士林,2.3,0.36,-,41.3,57,30,11.35,1.66,9.7,2.07,11.99,57.59
64,臺北市,2014/02/19,松山,2.1,0.61,434.77,14.8,16,9,37.03,11.05,25.95,1.0,12.55,83.24
65,臺北市,2014/02/19,古亭,1.4,0.64,-,15.4,22,8,32.1,7.86,24.24,1.48,12.3,90.51
66,臺北市,2014/02/19,中山,1.3,0.79,-,13.8,33,10,49.73,22.45,27.27,1.27,12.9,87.26
67,臺北市,2014/02/19,大同,1.6,0.99,-,-,30,8,42.74,19.07,23.67,-,-,-
68,臺北市,2014/02/19,萬華,1.6,0.65,-,15.2,17,11,31.07,6.66,24.41,1.32,12.5,84.4
69,臺北市,2014/02/19,陽明,1.3,0.31,440.02,35.8,5,2,4.61,0.6,3.95,-,6.35,99.0
70,臺北市,2014/02/19,士林,1.5,0.4,-,23.5,18,8,16.78,2.12,14.67,1.53,12.18,82.89
71,臺北市,2014/02/18,松山,2.3,0.69,443.34,13.1,42,20,37.05,8.14,28.91,1.4,17.04,83.46
72,臺北市,2014/02/18,古亭,2.2,0.85,-,10.8,51,19,41.66,12.44,29.22,1.41,17.5,87.11
73,臺北市,2014/02/18,中山,2.7,0.9,-,11.1,62,23,48.85,16.08,32.77,1.51,17.96,84.9
74,臺北市,2014/02/18,大同,3.4,1.66,-,-,58,22,83.67,48.98,34.68,-,-,-
75,臺北市,2014/02/18,萬華,2.5,0.8,-,14.5,41,21,40.13,9.22,30.91,1.32,17.61,82.81
76,臺北市,2014/02/18,陽明,2.9,0.32,437.98,37.8,18,15,6.18,1.73,4.45,-,12.69,97.44
77,臺北市,2014/02/18,士林,2.6,0.71,-,15.7,47,24,33.99,9.18,24.82,1.51,17.42,82.38
78,臺北市,2014/02/17,松山,4.1,1.16,459.59,16.3,61,32,71.29,29.41,41.87,1.06,19.56,72.86
79,臺北市,2014/02/17,古亭,3.9,1.1,-,14.8,59,29,59.95,22.51,37.44,1.07,20.08,74.01
80,臺北市,2014/02/17,中山,5.6,1.42,-,13.6,96,31,88.29,38.99,49.3,1.11,20.43,73.75
81,臺北市,2014/02/17,大同,5.7,2.31,-,-,80,27,121.25,69.83,51.42,-,-,-
82,臺北市,2014/02/17,萬華,4.4,1.28,-,15.0,51,29,67.56,22.48,45.09,0.87,20.22,71.32
83,臺北市,2014/02/17,陽明,1.8,0.24,426.64,48.9,20,14,4.87,1.27,3.59,-,15.66,89.01
84,臺北市,2014/02/17,士林,3.2,0.96,-,21.6,61,31,53.16,19.26,33.9,1.28,19.75,74.08
85,臺北市,2014/02/16,松山,1.8,0.54,428.8,20.1,23,11,35.46,10.98,24.48,1.26,17.24,75.32
86,臺北市,2014/02/16,古亭,2.2,0.56,-,19.1,33,11,33.86,9.5,24.37,1.26,17.69,76.47
87,臺北市,2014/02/16,中山,3.1,0.71,-,18.6,42,12,42.74,15.82,26.92,1.41,17.99,77.59
88,臺北市,2014/02/16,大同,4.1,1.39,-,-,49,9,82.32,48.83,33.5,-,-,-
89,臺北市,2014/02/16,萬華,2.1,0.56,-,18.6,25,12,36.64,10.3,26.34,1.6,17.8,74.53
90,臺北市,2014/02/16,陽明,0.6,0.17,418.26,40.9,7,5,2.88,0.84,2.02,-,11.7,97.76
91,臺北市,2014/02/16,士林,1.2,0.32,-,31.3,33,14,15.95,2.39,13.55,1.64,17.88,72.45
92,臺北市,2014/02/15,松山,1.3,0.5,427.34,21.3,38,15,34.53,8.07,26.44,1.63,13.57,75.15
93,臺北市,2014/02/15,古亭,1.8,0.42,-,26.7,38,15,22.98,4.66,18.32,2.44,13.77,78.23
94,臺北市,2014/02/15,中山,2.0,0.57,-,22.7,66,17,33.56,7.65,25.91,2.24,14.47,76.23
95,臺北市,2014/02/15,大同,3.5,1.49,-,-,54,11,98.55,61.39,37.16,-,-,-
96,臺北市,2014/02/15,萬華,1.9,0.53,-,20.5,35,15,35.72,8.21,27.51,2.55,14.23,72.75
97,臺北市,2014/02/15,陽明,1.2,0.21,418.22,48.1,10,8,1.87,0.8,1.07,-,7.38,98.99
98,臺北市,2014/02/15,士林,1.6,0.2,-,38.1,33,11,12.95,1.7,11.25,2.41,14.62,68.48
99,臺北市,2014/02/14,松山,1.5,0.63,437.33,18.8,23,14,39.89,11.24,28.65,1.54,12.21,85.73
100,臺北市,2014/02/14,古亭,1.8,0.74,-,14.6,35,16,44.93,14.48,30.46,1.43,11.97,97.17
101,臺北市,2014/02/14,中山,1.7,0.86,-,14.8,50,16,52.11,19.62,32.49,1.23,12.87,87.71
102,臺北市,2014/02/14,大同,2.7,1.57,-,-,44,14,85.49,52.16,33.34,-,-,-
103,臺北市,2014/02/14,萬華,2.1,0.74,-,15.1,28,16,41.87,10.79,31.08,1.28,12.39,85.59
104,臺北市,2014/02/14,陽明,0.9,0.22,418.55,43.7,5,4,3.71,1.5,2.21,-,6.48,99.0
105,臺北市,2014/02/14,士林,1.8,0.39,-,27.2,23,12,20.8,3.76,17.04,1.63,12.39,81.52
106,臺北市,2014/02/13,松山,1.7,0.95,449.38,13.6,13,9,65.31,31.86,33.44,1.43,13.6,87.87
107,臺北市,2014/02/13,古亭,1.7,0.89,-,9.6,21,8,51.72,19.05,32.66,1.32,13.72,93.8
108,臺北市,2014/02/13,中山,4.2,1.31,-,7.8,52,12,84.46,45.67,38.79,1.09,14.47,90.7
109,臺北市,2014/02/13,大同,4.6,2.67,-,-,42,10,147.55,104.15,43.4,-,-,-
110,臺北市,2014/02/13,萬華,1.9,1.1,-,8.3,19,10,65.64,28.37,37.27,0.99,13.96,88.77
111,臺北市,2014/02/13,陽明,1.3,0.18,416.74,46.7,5,1,1.72,0.71,1.0,-,9.05,99.0
112,臺北市,2014/02/13,士林,1.8,0.73,-,17.7,15,8,47.67,22.05,25.62,1.43,13.9,85.11
113,臺北市,2014/02/12,松山,2.4,1.2,464.79,4.9,19,11,95.98,61.24,34.74,0.89,11.32,89.84
114,臺北市,2014/02/12,古亭,2.8,1.14,-,5.3,27,12,78.63,48.2,30.43,0.77,11.35,99.52
115,臺北市,2014/02/12,中山,4.0,1.64,-,4.8,49,20,126.63,87.15,39.47,0.91,12.02,95.25
116,臺北市,2014/02/12,大同,5.0,2.5,-,-,48,18,171.51,129.24,42.26,-,-,-
117,臺北市,2014/02/12,萬華,3.2,1.55,-,2.8,27,18,105.51,66.63,38.89,0.82,11.69,91.53
118,臺北市,2014/02/12,陽明,1.2,0.2,419.39,41.7,5,3,2.45,0.7,1.71,-,7.98,99.0
119,臺北市,2014/02/12,士林,2.9,1.16,-,2.0,30,17,81.62,44.66,36.95,0.87,11.28,89.16
120,臺北市,2014/02/11,松山,1.8,0.54,433.86,16.0,24,14,36.37,9.95,26.41,1.08,8.8,80.74
121,臺北市,2014/02/11,古亭,1.7,0.63,-,14.2,40,18,37.89,13.04,24.86,1.16,8.62,89.31
122,臺北市,2014/02/11,中山,2.2,0.72,-,15.4,50,20,44.93,17.85,27.08,1.32,9.45,83.54
123,臺北市,2014/02/11,大同,3.8,1.76,-,-,52,17,101.46,73.49,27.97,-,-,-
124,臺北市,2014/02/11,萬華,1.9,0.68,-,14.4,35,24,38.38,11.74,26.65,1.21,9.08,81.03
125,臺北市,2014/02/11,陽明,1.2,0.25,421.01,38.5,7,4,4.01,1.66,2.35,-,2.79,99.0
126,臺北市,2014/02/11,士林,1.7,0.49,-,18.7,34,18,26.74,6.64,20.1,1.34,8.96,78.09
127,臺北市,2014/02/10,松山,2.6,0.39,424.13,27.2,11,8,18.77,3.09,15.68,1.81,10.08,76.11
128,臺北市,2014/02/10,古亭,1.8,0.54,-,19.9,21,7,27.02,7.52,19.49,1.58,10.28,83.77
129,臺北市,2014/02/10,中山,0.8,0.5,-,25.0,30,8,23.9,7.3,16.6,1.59,11.06,75.89
130,臺北市,2014/02/10,大同,1.8,1.14,-,-,34,10,57.86,33.19,24.67,-,-,-
131,臺北市,2014/02/10,萬華,1.8,0.57,-,19.6,19,10,27.38,5.65,21.72,1.47,10.61,75.91
132,臺北市,2014/02/10,陽明,0.5,0.27,417.95,38.0,5,2,3.3,1.29,2.0,-,3.4,99.0
133,臺北市,2014/02/10,士林,0.5,0.33,-,30.7,19,7,9.84,1.65,8.19,1.96,10.34,73.68
134,臺北市,2014/02/09,松山,0.9,0.38,422.05,31.2,11,7,13.97,1.48,12.49,2.16,13.24,86.79
135,臺北市,2014/02/09,古亭,1.3,0.44,-,24.7,21,6,18.7,3.17,15.54,2.36,13.36,97.81
136,臺北市,2014/02/09,中山,2.0,0.51,-,22.3,30,7,27.28,6.87,20.4,1.71,14.02,89.73
137,臺北市,2014/02/09,大同,2.3,0.96,-,-,28,4,75.28,45.73,29.54,-,-,-
138,臺北市,2014/02/09,萬華,1.3,0.47,-,21.2,7,6,28.08,5.95,22.12,2.16,13.83,87.13
139,臺北市,2014/02/09,陽明,0.6,0.3,414.58,40.7,5,1,3.51,1.59,1.91,-,7.89,99.0
140,臺北市,2014/02/09,士林,0.9,0.37,-,31.1,17,6,12.92,2.2,10.73,1.78,13.73,81.81
141,臺北市,2014/02/08,松山,1.2,0.36,424.44,21.6,19,8,18.69,2.79,15.89,2.13,14.03,85.3
142,臺北市,2014/02/08,古亭,1.4,0.42,-,19.2,22,8,19.49,3.8,15.68,2.56,14.26,93.23
143,臺北市,2014/02/08,中山,1.8,0.52,-,16.7,34,8,27.81,7.77,20.03,2.18,15.12,85.98
144,臺北市,2014/02/08,大同,2.5,1.04,-,-,34,5,66.86,39.74,27.11,-,-,-
145,臺北市,2014/02/08,萬華,0.8,0.45,-,16.2,16,11,25.8,5.48,20.32,2.83,14.7,85.58
146,臺北市,2014/02/08,陽明,1.2,0.24,415.47,33.1,5,2,3.42,0.68,2.7,-,8.64,99.0
147,臺北市,2014/02/08,士林,0.7,0.33,-,23.1,16,7,14.45,3.31,11.14,2.23,14.63,81.72
148,臺北市,2014/02/07,松山,1.1,0.49,423.43,14.2,22,10,32.28,8.15,24.13,0.93,16.8,90.57
149,臺北市,2014/02/07,古亭,1.7,0.64,-,11.5,33,14,35.03,6.81,28.22,0.96,17.21,97.46
150,臺北市,2014/02/07,中山,1.0,0.85,-,11.5,50,16,48.29,20.85,27.44,1.04,17.55,92.22
151,臺北市,2014/02/07,大同,2.2,1.24,-,-,40,9,52.39,25.93,26.46,-,-,-
152,臺北市,2014/02/07,萬華,1.8,0.7,-,11.8,24,11,35.17,7.38,27.8,0.99,17.34,90.4
153,臺北市,2014/02/07,陽明,0.5,0.18,413.66,35.1,5,3,2.63,1.24,1.36,-,13.82,99.0
154,臺北市,2014/02/07,士林,0.9,0.33,-,19.3,24,9,17.59,2.26,15.34,1.14,17.01,88.12
155,臺北市,2014/02/06,松山,2.9,1.06,451.15,9.4,45,22,62.83,28.67,34.16,1.2,18.67,84.18
156,臺北市,2014/02/06,古亭,3.0,0.96,-,9.0,43,23,52.67,20.88,31.79,1.03,18.72,90.57
157,臺北市,2014/02/06,中山,2.6,1.47,-,8.2,70,21,80.02,47.77,32.25,1.2,19.09,87.6
158,臺北市,2014/02/06,大同,3.9,1.72,-,-,58,19,82.04,48.98,33.05,-,-,-
159,臺北市,2014/02/06,萬華,3.2,1.15,-,9.3,44,23,60.93,27.91,33.02,0.97,18.8,86.67
160,臺北市,2014/02/06,陽明,1.1,0.24,417.74,39.2,10,7,2.74,0.59,2.09,-,15.39,98.79
161,臺北市,2014/02/06,士林,2.9,0.62,-,13.7,37,16,34.01,12.24,21.77,1.38,18.33,85.63
162,臺北市,2014/02/05,松山,1.1,0.53,424.8,22.8,14,7,32.49,9.12,23.36,2.13,16.77,87.02
163,臺北市,2014/02/05,古亭,1.8,0.64,-,20.2,23,7,34.67,11.47,23.2,2.55,17.04,92.49
164,臺北市,2014/02/05,中山,2.4,0.75,-,21.0,46,9,44.53,17.25,27.28,2.23,17.64,87.52
165,臺北市,2014/02/05,大同,3.3,1.33,-,-,32,6,86.6,53.37,33.24,-,-,-
166,臺北市,2014/02/05,萬華,2.9,0.64,-,19.5,18,6,41.38,13.73,27.65,3.16,17.51,86.07
167,臺北市,2014/02/05,陽明,1.6,0.19,417.09,45.1,5,2,-,-,-,-,12.05,99.0
168,臺北市,2014/02/05,士林,1.7,0.36,-,34.1,16,7,15.44,3.65,11.78,2.58,17.94,78.53
169,臺北市,2014/02/04,松山,1.7,0.41,420.14,40.4,38,18,11.45,1.38,10.06,3.07,14.73,83.12
170,臺北市,2014/02/04,古亭,2.0,0.44,-,35.8,40,23,12.11,1.72,10.38,3.79,15.2,85.85
171,臺北市,2014/02/04,中山,2.3,0.5,-,36.7,44,19,17.07,3.74,13.33,2.92,16.01,80.51
172,臺北市,2014/02/04,大同,1.8,0.74,-,-,44,13,37.88,15.81,22.07,-,-,-
173,臺北市,2014/02/04,萬華,2.0,0.44,-,36.4,31,21,16.02,2.42,13.6,4.26,15.69,79.13
174,臺北市,2014/02/04,陽明,0.7,0.33,395.05,47.1,5,1,2.89,1.28,1.61,-,9.09,99.0
175,臺北市,2014/02/04,士林,1.4,0.35,-,45.1,28,13,6.34,1.54,4.79,3.49,16.15,71.92
176,臺北市,2014/02/03,松山,3.0,0.52,429.13,28.8,46,28,25.99,7.59,18.4,2.29,21.05,69.44
177,臺北市,2014/02/03,古亭,3.6,0.5,-,24.4,51,29,23.79,6.03,17.77,2.21,21.46,73.0
178,臺北市,2014/02/03,中山,3.2,0.67,-,26.0,85,28,34.17,14.05,20.13,1.99,21.81,69.65
179,臺北市,2014/02/03,大同,3.2,0.92,-,-,59,25,47.23,21.73,25.5,-,-,-
180,臺北市,2014/02/03,萬華,3.3,0.6,-,24.5,43,30,30.4,9.82,20.57,2.13,21.6,69.74
181,臺北市,2014/02/03,陽明,2.0,0.25,395.48,44.4,15,12,4.05,1.72,2.34,-,15.89,93.48
182,臺北市,2014/02/03,士林,2.1,0.42,-,31.6,46,28,16.64,4.62,12.0,2.48,21.5,69.69
183,臺北市,2014/02/02,松山,4.5,0.52,434.75,14.6,24,14,34.11,9.94,24.17,1.23,20.62,69.88
184,臺北市,2014/02/02,古亭,2.9,0.5,-,16.3,36,18,27.6,7.7,19.9,1.42,21.05,72.02
185,臺北市,2014/02/02,中山,5.4,0.75,-,14.3,46,18,48.2,20.68,27.52,1.06,21.74,67.82
186,臺北市,2014/02/02,大同,5.5,1.22,-,-,46,16,69.09,38.45,30.64,-,-,-
187,臺北市,2014/02/02,萬華,2.7,0.68,-,15.9,29,17,38.38,13.33,25.05,1.18,21.54,67.18
188,臺北市,2014/02/02,陽明,2.2,0.19,390.8,43.6,17,14,3.91,0.83,3.06,-,17.04,83.17
189,臺北市,2014/02/02,士林,3.2,0.57,-,18.3,42,24,30.91,7.82,23.09,1.18,21.05,67.49
190,臺北市,2014/02/01,松山,3.1,0.55,433.24,28.4,39,26,29.62,5.35,24.27,1.24,20.73,56.08
191,臺北市,2014/02/01,古亭,2.7,0.5,-,28.8,49,29,25.2,4.55,20.66,1.48,20.82,60.84
192,臺北市,2014/02/01,中山,2.5,0.69,-,25.0,62,25,39.72,9.82,29.9,1.31,21.58,56.2
193,臺北市,2014/02/01,大同,2.8,1.18,-,-,61,25,68.0,32.66,35.34,-,-,-
194,臺北市,2014/02/01,萬華,-,0.63,-,26.8,44,27,31.34,4.72,26.62,1.24,21.25,57.14
195,臺北市,2014/02/01,陽明,0.8,0.21,397.82,56.1,22,19,-,-,-,-,15.26,70.03
196,臺北市,2014/02/01,士林,2.3,0.42,-,31.2,33,25,20.74,3.37,17.37,1.54,20.76,60.84
197,新北市,2014/02/28,板橋,4.4,0.62,-,27.2,46,22,30.42,7.47,22.95,2.09,22.13,69.1
198,新北市,2014/02/28,三重,3.9,1.86,-,-,57,16,115.1,72.84,42.26,-,22.29,68.68
199,新北市,2014/02/28,菜寮,3.9,0.65,-,30.2,38,20,28.31,8.31,20.01,2.35,21.69,69.06
200,新北市,2014/02/28,永和,2.6,0.7,-,29.9,26,15,28.0,8.19,19.81,2.07,22.06,75.67
201,新北市,2014/02/28,新莊,3.1,0.49,-,32.3,37,16,21.41,3.51,17.9,2.88,21.26,70.5
202,新北市,2014/02/28,新店,1.8,0.37,-,37.7,19,10,12.2,2.07,10.13,2.19,22.69,69.08
203,新北市,2014/02/28,淡水,3.3,0.38,-,28.4,39,17,18.49,2.06,16.42,-,-,-
204,新北市,2014/02/28,汐止,2.0,0.41,-,26.7,21,12,18.05,3.91,14.14,1.47,21.05,77.97
205,新北市,2014/02/28,土城,3.4,0.54,-,31.4,39,19,24.65,5.31,19.33,1.48,21.24,71.76
206,新北市,2014/02/28,林口,3.6,0.45,-,32.3,30,20,22.78,3.45,19.33,2.21,19.97,77.0
207,新北市,2014/02/28,萬里,2.9,0.29,-,37.7,22,13,9.25,2.32,6.93,2.46,19.75,79.16
208,新北市,2014/02/27,板橋,2.2,0.52,-,31.3,41,22,21.6,3.25,18.35,3.21,19.9,73.67
209,新北市,2014/02/27,三重,3.9,1.53,-,-,61,20,96.43,57.8,38.63,-,19.81,73.71
210,新北市,2014/02/27,菜寮,3.1,0.53,-,32.7,36,24,22.53,5.92,16.62,3.1,19.32,73.89
211,新北市,2014/02/27,永和,2.1,0.63,-,32.3,34,20,24.1,6.41,17.69,3.02,19.72,81.23
212,新北市,2014/02/27,新莊,3.0,0.56,-,31.6,42,21,24.85,6.24,18.61,4.18,18.91,75.41
213,新北市,2014/02/27,新店,0.9,0.45,-,34.3,36,20,15.27,2.48,12.79,2.46,20.28,74.79
214,新北市,2014/02/27,淡水,1.6,0.47,-,31.3,34,17,14.36,3.02,11.34,-,-,-
215,新北市,2014/02/27,汐止,3.3,0.39,-,26.8,36,22,21.99,3.2,18.8,2.11,18.48,84.68
216,新北市,2014/02/27,土城,2.0,0.51,-,33.5,39,21,16.78,1.62,15.16,1.86,19.26,75.37
217,新北市,2014/02/27,林口,3.6,0.41,-,32.7,38,23,16.48,1.79,14.69,2.7,17.86,81.33
218,新北市,2014/02/27,萬里,2.9,0.3,-,45.5,51,18,7.48,1.34,6.13,2.95,18.05,82.83
219,新北市,2014/02/26,板橋,14.1,1.23,-,10.3,108,64,79.7,31.6,48.1,1.26,20.85,70.82
220,新北市,2014/02/26,三重,8.5,2.21,-,-,118,49,169.24,112.51,56.72,-,20.33,74.44
221,新北市,2014/02/26,菜寮,8.9,1.09,-,12.0,87,56,73.6,29.09,44.51,1.18,20.0,74.1
222,新北市,2014/02/26,永和,7.3,1.72,-,8.2,72,43,89.77,42.24,47.53,1.01,21.01,76.55
223,新北市,2014/02/26,新莊,11.6,1.3,-,9.9,97,56,81.2,31.28,49.92,1.53,19.76,74.41
224,新北市,2014/02/26,新店,5.7,0.76,-,18.0,56,34,45.65,11.96,33.69,1.2,21.52,70.26
225,新北市,2014/02/26,淡水,4.3,0.71,-,18.5,74,39,40.13,9.17,30.96,-,-,-
226,新北市,2014/02/26,汐止,6.0,0.71,-,7.2,54,35,57.2,23.59,33.6,1.25,19.37,82.93
227,新北市,2014/02/26,土城,9.7,1.05,-,10.2,91,54,72.75,28.64,44.12,0.94,19.6,75.21
228,新北市,2014/02/26,林口,5.0,0.51,-,20.5,58,40,34.37,5.69,28.69,0.95,18.66,78.55
229,新北市,2014/02/26,萬里,3.3,0.31,-,26.2,36,24,13.99,2.92,11.07,2.04,17.64,87.24
230,新北市,2014/02/25,板橋,-,-,-,-,115,65,-,-,-,-,-,-
231,新北市,2014/02/25,三重,6.4,2.16,-,-,128,53,162.36,105.5,56.87,-,19.42,74.35
232,新北市,2014/02/25,菜寮,7.0,0.96,-,22.4,99,60,58.55,22.35,36.2,1.26,18.87,74.92
