序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
16,臺北市,1997/05/29,古亭,2.3,0.92,13.3,-,33,22,37.44,11.94,25.5,2.088,0.23,1.85,25.88,-,-,33.0
17,臺北市,1997/05/29,中山,2.0,1.14,12.7,-,42,-,43.07,13.89,29.17,2.513,0.32,2.19,26.14,-,-,42.0
18,臺北市,1997/05/29,大同,9.2,3.21,-,-,42,-,106.36,73.3,33.06,3.681,1.37,2.31,27.59,-,-,64.0
19,臺北市,1997/05/29,萬華,1.6,0.77,20.8,-,33,-,20.46,1.92,18.54,-,-,-,26.78,-,-,33.0
20,臺北市,1997/05/29,陽明,0.2,0.17,21.5,-,14,-,0.78,0.18,0.6,-,-,-,19.04,-,91.0,21.0
21,臺北市,1997/05/29,士林,-,0.78,15.0,-,40,-,28.41,7.15,21.26,-,-,-,25.75,-,-,40.0
22,臺北市,1997/05/28,松山,8.1,0.74,13.8,-,32,-,30.93,7.86,23.07,-,-,-,25.81,-,-,32.0
23,臺北市,1997/05/28,古亭,4.7,0.95,12.9,-,34,22,46.81,18.51,28.3,2.203,0.34,1.87,26.35,-,-,34.0
24,臺北市,1997/05/28,中山,5.7,0.92,14.1,-,30,-,41.1,14.82,26.28,2.249,0.29,1.95,26.39,-,-,30.0
25,臺北市,1997/05/28,大同,15.7,4.67,-,-,48,-,180.18,136.77,43.4,4.169,1.94,2.23,27.79,-,-,69.0
26,臺北市,1997/05/28,萬華,5.2,0.91,15.9,-,31,-,30.97,7.35,23.61,-,-,-,26.55,-,-,31.0
27,臺北市,1997/05/28,陽明,1.4,0.23,23.9,-,13,-,1.39,0.14,1.25,-,-,-,20.72,-,87.0,25.0
28,臺北市,1997/05/28,士林,2.8,0.78,20.0,-,35,-,31.01,9.1,21.91,-,-,-,26.05,-,-,41.0
29,臺北市,1997/05/27,松山,5.7,0.75,23.3,-,28,-,31.2,5.85,25.35,-,-,-,25.45,-,-,36.0
30,臺北市,1997/05/27,古亭,2.9,0.76,23.6,-,40,21,35.69,9.64,26.05,2.129,0.26,1.87,25.62,-,-,40.0
31,臺北市,1997/05/27,中山,5.3,0.75,23.2,-,32,-,37.13,7.7,29.43,2.14,0.19,1.95,25.77,-,-,34.0
32,臺北市,1997/05/27,大同,13.8,3.93,-,-,-,-,173.83,123.61,50.22,4.054,1.76,2.3,26.84,-,-,62.0
33,臺北市,1997/05/27,萬華,3.6,0.85,25.4,-,31,-,29.52,4.34,25.18,-,-,-,26.07,-,-,33.0
34,臺北市,1997/05/27,陽明,4.0,0.25,30.3,-,16,-,3.93,0.42,3.51,-,-,-,18.86,-,84.0,32.0
35,臺北市,1997/05/27,士林,5.7,0.47,27.2,-,26,-,22.64,4.69,17.95,-,-,-,24.74,-,-,34.0
36,臺北市,1997/05/26,松山,5.3,0.82,26.4,-,24,-,30.81,4.54,26.27,-,-,-,25.1,-,-,38.0
37,臺北市,1997/05/26,古亭,2.7,0.8,27.7,-,26,19,37.4,10.09,27.3,2.161,0.2,1.96,24.74,-,-,37.0
38,臺北市,1997/05/26,中山,3.6,0.71,28.6,-,26,-,34.14,5.82,28.33,2.27,0.19,2.09,25.25,-,-,41.0
39,臺北市,1997/05/26,大同,9.6,3.72,-,-,-,-,147.74,99.32,48.42,3.928,1.82,2.1,26.41,-,-,61.0
40,臺北市,1997/05/26,萬華,2.7,0.88,30.6,-,22,-,29.81,4.23,25.57,-,-,-,25.83,-,-,42.0
41,臺北市,1997/05/26,陽明,2.9,0.27,30.8,-,14,-,3.47,0.65,2.82,-,-,-,18.26,-,69.0,32.0
42,臺北市,1997/05/26,士林,3.8,0.4,35.4,-,23,-,18.41,2.85,15.56,-,-,-,24.57,-,-,39.0
43,臺北市,1997/05/25,松山,4.9,0.72,27.8,-,28,-,31.3,3.51,27.79,-,-,-,22.97,-,-,32.0
44,臺北市,1997/05/25,古亭,1.2,0.59,30.5,-,33,17,32.0,6.85,25.15,2.141,0.16,1.99,23.3,-,-,37.0
45,臺北市,1997/05/25,中山,6.1,0.68,25.9,-,25,-,37.17,6.01,31.16,2.196,0.17,2.03,22.93,-,-,29.0
46,臺北市,1997/05/25,大同,12.6,3.3,-,-,31,-,154.54,101.48,53.06,3.639,1.55,2.09,23.75,-,-,48.0
47,臺北市,1997/05/25,萬華,2.0,0.7,34.2,-,30,-,22.55,2.21,20.34,-,-,-,23.42,-,-,37.0
48,臺北市,1997/05/25,陽明,1.4,0.16,35.2,-,-,-,1.8,0.27,1.53,-,-,-,-,-,71.0,33.0
49,臺北市,1997/05/25,士林,4.7,0.4,35.8,-,26,-,18.25,1.85,16.41,-,-,-,22.21,-,-,37.0
50,臺北市,1997/05/24,松山,4.5,0.95,31.6,-,45,-,36.36,4.57,31.78,-,-,-,22.84,-,-,53.0
51,臺北市,1997/05/24,古亭,4.1,1.11,29.3,-,61,39,45.7,11.71,33.99,2.502,0.35,2.15,23.35,-,-,55.0
52,臺北市,1997/05/24,中山,5.3,0.92,23.2,-,57,-,58.08,12.33,45.75,-,-,-,14.53,-,-,53.0
53,臺北市,1997/05/24,大同,15.2,4.78,-,-,71,-,205.86,137.8,68.06,4.235,2.09,2.14,24.13,-,-,66.0
54,臺北市,1997/05/24,萬華,3.7,0.95,38.4,-,46,-,27.71,1.98,25.73,-,-,-,23.57,-,-,46.0
55,臺北市,1997/05/24,陽明,-,0.29,-,-,34,-,1.69,-,1.55,-,-,-,-,-,85.0,48.0
56,臺北市,1997/05/24,士林,3.5,0.91,33.5,-,52,-,35.2,6.94,28.26,-,-,-,22.29,-,-,53.0
57,臺北市,1997/05/23,松山,2.2,1.78,8.6,-,28,-,80.56,32.85,47.7,-,-,-,21.67,-,-,28.0
58,臺北市,1997/05/23,古亭,2.9,-,-,-,-,24,-,-,-,-,-,-,-,-,-,30.0
59,臺北市,1997/05/23,中山,2.6,1.91,5.6,-,24,-,89.77,34.58,55.19,-,-,-,-,-,-,25.0
60,臺北市,1997/05/23,大同,6.7,3.88,-,-,34,-,153.89,102.36,51.53,4.283,2.0,2.29,21.87,-,-,69.0
61,臺北市,1997/05/23,萬華,3.0,1.61,11.5,-,24,-,54.89,13.91,40.98,-,-,-,21.77,-,-,26.0
62,臺北市,1997/05/23,陽明,0.1,0.24,33.4,-,13,-,1.26,0.15,1.11,-,-,-,16.84,-,100.0,32.0
63,臺北市,1997/05/23,士林,1.9,1.29,10.0,-,22,-,54.79,14.82,39.97,-,-,-,20.8,-,-,26.0
64,臺北市,1997/05/22,松山,2.1,1.06,20.8,-,22,-,49.82,15.38,34.43,-,-,-,20.49,-,-,36.0
65,臺北市,1997/05/22,古亭,2.3,1.4,17.9,-,22,17,61.14,24.86,36.28,2.311,0.45,1.86,20.25,-,-,32.0
66,臺北市,1997/05/22,中山,3.4,1.29,16.4,-,21,-,71.96,25.23,46.73,2.287,0.32,1.97,20.76,-,-,35.0
67,臺北市,1997/05/22,大同,9.2,4.68,-,-,44,-,203.69,147.92,55.77,4.198,2.1,2.09,21.19,-,-,81.0
68,臺北市,1997/05/22,萬華,2.1,1.38,20.9,-,17,-,48.28,15.01,33.27,-,-,-,20.87,-,-,35.0
69,臺北市,1997/05/22,陽明,2.1,0.2,33.5,-,15,-,5.48,0.12,5.36,-,-,-,15.51,-,100.0,34.0
70,臺北市,1997/05/22,士林,1.5,0.71,27.5,-,18,-,27.44,5.14,22.3,-,-,-,20.14,-,-,36.0
71,臺北市,1997/05/21,松山,-,0.63,26.3,-,46,-,31.64,3.08,28.56,-,-,-,23.52,-,-,46.0
72,臺北市,1997/05/21,古亭,1.6,0.72,29.9,-,47,25,29.77,6.47,23.3,2.159,0.21,1.95,23.62,-,-,47.0
73,臺北市,1997/05/21,中山,4.5,0.82,24.0,-,38,-,50.48,9.0,41.48,2.436,0.37,2.07,23.7,-,-,38.0
74,臺北市,1997/05/21,大同,12.1,4.18,-,-,44,-,169.42,117.21,52.21,4.091,1.99,2.1,24.45,-,-,64.0
75,臺北市,1997/05/21,萬華,2.4,0.8,34.1,-,41,-,23.51,2.13,21.38,-,-,-,23.85,-,-,41.0
76,臺北市,1997/05/21,陽明,5.6,0.21,31.2,-,19,-,9.08,0.77,8.31,-,-,-,16.1,-,91.0,34.0
77,臺北市,1997/05/21,士林,5.5,0.5,33.3,-,35,-,19.72,1.66,18.06,-,-,-,23.02,-,-,35.0
78,臺北市,1997/05/20,松山,7.4,1.31,18.5,-,73,-,66.22,28.47,37.74,-,-,-,24.4,-,-,61.0
79,臺北市,1997/05/20,古亭,5.5,1.06,23.8,-,77,42,41.83,11.73,30.09,2.297,0.28,2.02,24.77,-,-,64.0
80,臺北市,1997/05/20,中山,10.1,1.13,20.1,-,60,-,59.7,17.25,42.45,2.564,0.41,2.16,24.73,-,-,55.0
81,臺北市,1997/05/20,大同,19.3,4.33,-,-,63,-,180.92,124.05,56.87,4.4,2.17,2.23,25.59,-,-,62.0
82,臺北市,1997/05/20,萬華,6.7,1.07,26.5,-,69,-,36.7,6.03,30.68,-,-,-,24.79,-,-,59.0
83,臺北市,1997/05/20,陽明,2.5,0.34,38.5,-,49,-,4.69,0.03,4.66,-,-,-,18.57,-,82.0,49.0
84,臺北市,1997/05/20,士林,4.9,0.84,28.5,-,65,-,30.55,6.23,24.32,-,-,-,24.18,-,-,58.0
85,臺北市,1997/05/19,松山,3.1,1.51,5.9,-,50,-,68.64,33.05,35.58,-,-,-,25.66,-,-,50.0
86,臺北市,1997/05/19,古亭,2.9,1.6,7.4,-,49,31,60.29,30.28,30.01,2.703,0.57,2.13,25.73,-,-,49.0
87,臺北市,1997/05/19,中山,4.9,1.81,4.9,-,55,-,68.89,33.32,35.57,3.121,0.67,2.45,25.89,-,-,52.0
88,臺北市,1997/05/19,大同,13.0,4.21,-,-,61,-,149.34,110.85,38.49,4.237,1.93,2.31,26.25,-,-,73.0
89,臺北市,1997/05/19,萬華,2.8,1.18,11.2,-,44,-,31.95,7.48,24.48,-,-,-,25.8,-,-,44.0
90,臺北市,1997/05/19,陽明,1.2,0.25,27.5,-,22,-,-,-,-,-,-,-,20.33,-,89.0,35.0
91,臺北市,1997/05/19,士林,3.6,1.23,6.8,-,46,-,45.13,17.45,27.68,-,-,-,25.24,-,-,46.0
92,臺北市,1997/05/18,松山,3.3,1.22,24.4,-,52,-,49.67,12.27,37.4,-,-,-,24.59,-,-,51.0
93,臺北市,1997/05/18,古亭,4.2,1.58,20.9,-,58,46,55.45,17.95,37.5,2.751,0.47,2.28,25.22,-,-,54.0
94,臺北市,1997/05/18,中山,4.8,1.27,25.1,-,58,-,46.67,12.6,34.07,2.775,0.44,2.33,24.98,-,-,54.0
95,臺北市,1997/05/18,大同,8.5,2.78,-,-,49,-,98.7,54.79,43.91,3.43,1.21,2.22,25.5,-,-,50.0
96,臺北市,1997/05/18,萬華,4.0,1.27,26.6,-,62,-,34.59,3.69,30.9,-,-,-,25.1,-,-,56.0
97,臺北市,1997/05/18,陽明,1.8,0.37,43.7,-,23,-,5.49,0.18,5.31,-,-,-,20.03,-,92.0,54.0
98,臺北市,1997/05/18,士林,3.6,0.96,19.9,-,50,-,31.96,6.24,25.71,-,-,-,24.9,-,-,50.0
99,臺北市,1997/05/17,松山,2.5,1.05,10.1,-,26,-,45.97,13.16,32.81,-,-,-,24.21,-,-,26.0
100,臺北市,1997/05/17,古亭,3.9,1.19,8.9,-,21,21,49.6,16.87,32.73,2.254,0.42,1.84,24.19,-,-,21.0
101,臺北市,1997/05/17,中山,5.1,1.28,7.8,-,-,-,53.59,19.77,33.82,-,-,-,24.46,-,-,24.0
102,臺北市,1997/05/17,大同,12.2,3.85,-,-,32,-,156.98,114.87,42.11,3.811,1.66,2.15,24.8,-,-,74.0
103,臺北市,1997/05/17,萬華,5.1,1.13,9.7,-,23,-,38.76,8.45,30.3,-,-,-,24.49,-,-,23.0
104,臺北市,1997/05/17,陽明,1.3,0.22,25.9,-,15,-,6.33,0.17,6.16,-,-,-,19.47,-,98.0,39.0
105,臺北市,1997/05/17,士林,3.3,0.95,5.5,-,26,-,39.03,10.67,28.36,-,-,-,24.26,-,-,26.0
106,臺北市,1997/05/16,松山,6.2,1.19,20.4,-,72,-,49.82,13.27,36.55,-,-,-,29.03,-,-,61.0
107,臺北市,1997/05/16,古亭,7.2,1.18,17.4,-,61,36,49.38,19.26,30.12,2.331,0.43,1.9,29.77,-,-,55.0
108,臺北市,1997/05/16,中山,8.6,1.29,19.8,-,-,-,54.49,18.21,36.29,-,-,-,29.64,-,-,57.0
109,臺北市,1997/05/16,大同,14.8,2.84,-,-,49,-,100.9,55.18,45.72,3.745,1.35,2.4,30.73,-,-,49.0
110,臺北市,1997/05/16,萬華,6.8,0.82,25.7,-,63,-,29.64,7.07,22.57,-,-,-,29.42,-,-,58.0
111,臺北市,1997/05/16,陽明,4.3,0.23,29.8,-,19,-,8.75,0.4,8.34,-,-,-,22.88,-,80.0,47.0
112,臺北市,1997/05/16,士林,5.2,0.71,17.7,-,60,-,29.88,6.05,23.84,-,-,-,29.05,-,-,55.0
113,臺北市,1997/05/15,松山,10.1,1.33,32.0,-,72,-,69.98,20.41,49.58,-,-,-,28.73,-,-,86.0
114,臺北市,1997/05/15,古亭,10.3,1.48,28.3,-,83,45,64.35,16.24,48.11,2.238,0.42,1.82,29.53,-,-,73.0
115,臺北市,1997/05/15,中山,11.9,1.56,29.9,-,-,-,68.45,21.2,47.25,-,-,-,29.53,-,-,71.0
116,臺北市,1997/05/15,大同,20.4,4.19,-,-,56,-,154.66,89.0,65.66,4.226,1.88,2.35,30.87,-,-,66.0
117,臺北市,1997/05/15,萬華,8.4,1.15,34.0,-,78,-,42.02,7.55,34.46,-,-,-,29.63,-,-,81.0
118,臺北市,1997/05/15,陽明,4.0,0.3,41.8,-,21,-,10.24,0.2,10.04,-,-,-,23.44,-,77.0,56.0
119,臺北市,1997/05/15,士林,7.0,1.0,19.4,-,58,-,43.94,13.93,30.0,-,-,-,29.28,-,-,54.0
120,臺北市,1997/05/14,松山,7.7,1.44,31.7,-,79,-,61.8,19.0,42.81,-,-,-,28.0,-,-,115.0
121,臺北市,1997/05/14,古亭,8.3,1.32,29.0,-,73,44,54.04,19.96,34.08,2.347,0.46,1.89,29.3,-,-,96.0
122,臺北市,1997/05/14,中山,8.7,1.3,32.3,-,57,-,51.13,13.63,37.5,2.988,0.62,2.37,28.97,-,-,126.0
123,臺北市,1997/05/14,大同,17.3,3.39,-,-,54,-,119.75,71.69,48.06,3.767,1.57,2.2,30.07,-,-,52.0
124,臺北市,1997/05/14,萬華,8.5,0.94,38.2,-,64,-,32.42,8.31,24.11,-,-,-,28.76,-,-,97.0
125,臺北市,1997/05/14,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.0,-
126,臺北市,1997/05/14,士林,8.1,1.05,21.9,-,67,-,42.21,13.52,28.69,-,-,-,28.48,-,-,79.0
127,臺北市,1997/05/13,松山,6.7,1.77,28.6,-,105,-,72.64,27.21,45.43,-,-,-,26.82,-,-,150.0
128,臺北市,1997/05/13,古亭,7.1,1.81,27.5,-,84,49,66.5,24.65,41.85,2.693,0.54,2.16,27.4,-,-,119.0
129,臺北市,1997/05/13,中山,8.2,1.89,25.9,-,85,-,74.21,24.86,49.35,3.472,0.88,2.62,27.54,-,-,116.0
130,臺北市,1997/05/13,大同,21.7,5.96,-,-,76,-,203.21,140.6,62.61,4.904,2.61,2.29,28.55,-,-,127.0
131,臺北市,1997/05/13,萬華,5.0,1.19,39.5,-,75,-,35.63,3.36,32.27,-,-,-,27.27,-,-,156.0
132,臺北市,1997/05/13,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.0,-
133,臺北市,1997/05/13,士林,6.3,1.24,23.2,-,72,-,56.19,17.21,38.99,-,-,-,27.57,-,-,80.0
134,臺北市,1997/05/12,松山,6.7,1.75,25.4,-,94,-,74.83,31.22,43.61,-,-,-,27.11,-,-,76.0
135,臺北市,1997/05/12,古亭,5.1,1.76,21.0,-,77,48,66.84,31.05,35.79,2.602,0.47,2.14,27.17,-,-,63.0
136,臺北市,1997/05/12,中山,8.1,1.97,19.0,-,62,-,80.96,32.36,48.6,3.536,0.78,2.76,27.18,-,-,58.0
137,臺北市,1997/05/12,大同,18.1,5.9,-,-,70,-,205.15,149.61,55.19,4.91,2.68,2.23,27.99,-,-,145.0
138,臺北市,1997/05/12,萬華,3.3,1.25,22.6,-,66,-,35.15,4.62,30.53,-,-,-,26.77,-,-,61.0
139,臺北市,1997/05/12,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.0,-
140,臺北市,1997/05/12,士林,6.9,1.73,18.4,-,75,-,67.07,26.48,40.59,-,-,-,27.11,-,-,63.0
141,臺北市,1997/05/11,松山,9.2,1.42,18.8,-,75,-,71.2,28.93,42.27,-,-,-,26.07,-,-,62.0
142,臺北市,1997/05/11,古亭,11.4,1.57,19.6,-,84,46,67.54,24.76,42.78,2.747,0.52,2.22,26.65,-,-,67.0
143,臺北市,1997/05/11,中山,14.9,1.54,18.3,-,79,-,78.37,28.77,49.6,3.126,0.61,2.52,26.26,-,-,65.0
144,臺北市,1997/05/11,大同,18.5,3.3,-,-,62,-,143.12,90.52,52.59,3.766,1.32,2.44,27.03,-,-,56.0
145,臺北市,1997/05/11,萬華,12.0,1.55,19.0,-,89,-,55.09,14.17,40.92,-,-,-,26.45,-,-,69.0
146,臺北市,1997/05/11,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.0,-
147,臺北市,1997/05/11,士林,6.8,1.38,15.0,-,63,-,54.25,15.76,38.49,-,-,-,26.02,-,-,56.0
148,臺北市,1997/05/10,松山,8.1,1.52,30.9,-,78,-,85.42,32.69,52.72,-,-,-,24.16,-,-,87.0
149,臺北市,1997/05/10,古亭,9.5,1.52,25.1,-,69,39,64.18,19.9,44.29,2.912,0.69,2.22,24.94,-,-,64.0
150,臺北市,1997/05/10,中山,9.7,1.69,25.7,-,69,-,76.53,22.71,53.82,3.068,0.72,2.35,24.48,-,-,61.0
151,臺北市,1997/05/10,大同,14.6,3.53,-,-,53,-,144.9,83.6,61.3,4.109,1.63,2.48,25.09,-,-,52.0
152,臺北市,1997/05/10,萬華,9.9,1.38,28.4,-,81,-,51.92,11.86,40.06,-,-,-,24.65,-,-,67.0
153,臺北市,1997/05/10,陽明,3.5,0.36,52.2,-,27,-,8.95,3.65,5.31,-,-,-,19.7,-,88.0,65.0
154,臺北市,1997/05/10,士林,6.9,1.16,25.8,-,66,-,51.78,15.06,36.73,-,-,-,24.2,-,-,58.0
155,臺北市,1997/05/09,松山,2.3,0.65,26.2,-,34,-,34.31,5.67,28.64,-,-,-,19.9,-,-,34.0
156,臺北市,1997/05/09,古亭,3.0,0.75,28.0,-,25,19,32.33,7.4,24.93,2.09,0.17,1.92,20.06,-,-,34.0
157,臺北市,1997/05/09,中山,3.0,0.88,26.5,-,31,-,40.13,9.67,30.46,2.104,0.13,1.97,20.31,-,-,35.0
158,臺北市,1997/05/09,大同,11.3,3.98,-,-,35,-,178.82,127.49,51.33,4.104,1.85,2.25,20.93,-,-,66.0
159,臺北市,1997/05/09,萬華,2.5,0.71,30.1,-,-,-,25.44,2.99,22.45,-,-,-,20.25,-,-,44.0
160,臺北市,1997/05/09,陽明,1.1,0.25,52.7,-,13,-,5.04,3.01,2.03,-,-,-,13.42,-,97.0,49.0
161,臺北市,1997/05/09,士林,1.7,0.5,33.5,-,25,-,16.08,1.42,14.66,-,-,-,20.62,-,-,35.0
162,臺北市,1997/05/08,松山,6.8,1.48,17.8,-,75,-,66.58,22.3,44.28,-,-,-,26.2,-,-,62.0
163,臺北市,1997/05/08,古亭,8.4,1.45,16.9,-,68,36,60.14,25.79,34.35,2.649,0.61,2.04,26.76,-,-,59.0
164,臺北市,1997/05/08,中山,10.5,1.64,15.6,-,65,-,77.28,34.37,42.91,3.2,0.83,2.37,26.38,-,-,58.0
165,臺北市,1997/05/08,大同,12.8,3.05,-,-,63,-,104.96,67.71,42.58,4.138,1.38,2.75,26.79,-,-,57.0
166,臺北市,1997/05/08,萬華,8.2,1.19,17.4,-,-,-,40.38,9.9,30.48,-,-,-,26.46,-,-,47.0
167,臺北市,1997/05/08,陽明,6.8,0.32,29.4,-,23,-,14.17,5.24,8.93,-,-,-,20.67,-,92.0,54.0
168,臺北市,1997/05/08,士林,6.4,1.08,13.5,-,64,-,45.39,16.39,29.0,-,-,-,25.9,-,-,57.0
169,臺北市,1997/05/07,松山,6.5,1.49,10.2,-,55,-,75.64,32.45,43.2,-,-,-,25.53,-,-,52.0
170,臺北市,1997/05/07,古亭,5.6,1.34,12.4,-,37,28,59.9,27.18,32.72,2.737,0.55,2.19,25.95,-,-,44.0
171,臺北市,1997/05/07,中山,8.6,1.69,15.9,-,50,-,80.02,35.97,44.05,3.416,0.8,2.62,25.73,-,-,50.0
172,臺北市,1997/05/07,大同,12.5,3.78,-,-,52,-,146.11,99.15,46.96,4.499,1.8,2.7,26.27,-,-,60.0
173,臺北市,1997/05/07,萬華,5.8,1.17,18.0,-,-,-,39.1,8.86,30.24,-,-,-,25.72,-,-,76.0
174,臺北市,1997/05/07,陽明,1.6,0.23,34.7,-,14,-,4.41,0.63,3.78,-,-,-,20.49,-,90.0,48.0
175,臺北市,1997/05/07,士林,2.8,1.14,11.0,-,44,-,47.94,16.01,31.93,-,-,-,25.15,-,-,50.0
176,臺北市,1997/05/06,松山,2.9,1.28,19.5,-,40,-,58.03,19.44,38.59,-,-,-,26.39,-,-,74.0
177,臺北市,1997/05/06,古亭,3.5,1.5,24.0,-,51,31,60.34,24.26,36.08,2.729,0.52,2.21,26.66,-,-,100.0
178,臺北市,1997/05/06,中山,5.6,1.66,33.5,-,63,-,69.73,22.36,47.37,3.162,0.7,2.46,26.53,-,-,117.0
179,臺北市,1997/05/06,大同,9.7,3.69,-,-,55,-,147.32,91.43,55.89,4.13,1.56,2.57,27.1,-,-,61.0
180,臺北市,1997/05/06,萬華,3.0,1.05,35.0,-,45,-,32.61,4.24,28.37,-,-,-,26.34,-,-,100.0
181,臺北市,1997/05/06,陽明,2.1,0.26,45.9,-,18,-,3.87,0.34,3.54,-,-,-,21.4,-,89.0,72.0
182,臺北市,1997/05/06,士林,3.1,1.04,23.3,-,58,-,43.46,11.91,31.55,-,-,-,25.86,-,-,60.0
183,臺北市,1997/05/05,松山,5.9,1.22,14.4,-,68,-,69.88,30.06,39.82,-,-,-,26.65,-,-,59.0
184,臺北市,1997/05/05,古亭,7.1,1.5,26.5,-,79,48,63.93,27.36,36.57,2.565,0.43,2.13,26.85,-,-,79.0
185,臺北市,1997/05/05,中山,8.3,1.51,40.0,-,90,-,63.38,21.88,41.49,3.192,0.51,2.68,26.97,-,-,102.0
186,臺北市,1997/05/05,大同,15.9,4.28,-,-,77,-,159.91,105.53,54.37,4.51,1.89,2.62,27.86,-,-,81.0
187,臺北市,1997/05/05,萬華,5.6,1.08,44.7,-,84,-,32.25,3.62,28.64,-,-,-,26.76,-,-,108.0
188,臺北市,1997/05/05,陽明,5.2,0.38,68.4,-,28,-,5.36,0.09,5.27,-,-,-,21.66,-,80.0,79.0
189,臺北市,1997/05/05,士林,5.3,1.09,27.5,-,87,-,39.04,6.15,32.89,-,-,-,26.44,-,-,69.0
190,臺北市,1997/05/04,松山,8.3,0.93,31.7,-,75,-,40.65,7.12,33.54,-,-,-,26.37,-,-,62.0
191,臺北市,1997/05/04,古亭,7.8,1.06,30.9,-,74,50,45.42,9.7,35.72,2.311,0.24,2.07,26.86,-,-,62.0
192,臺北市,1997/05/04,中山,11.1,1.25,36.1,-,73,-,54.75,10.26,44.48,2.869,0.37,2.5,26.77,-,-,76.0
193,臺北市,1997/05/04,大同,17.8,3.84,-,-,68,-,157.3,93.99,63.31,3.99,1.59,2.4,27.81,-,-,59.0
194,臺北市,1997/05/04,萬華,8.1,1.05,39.9,-,72,-,33.13,2.68,30.45,-,-,-,26.93,-,-,76.0
195,臺北市,1997/05/04,陽明,9.3,0.32,60.1,-,29,-,8.04,0.57,7.47,-,-,-,21.2,-,84.0,77.0
196,臺北市,1997/05/04,士林,5.0,0.95,29.5,-,68,-,34.08,3.94,30.13,-,-,-,26.48,-,-,59.0
197,臺北市,1997/05/03,松山,10.1,1.24,27.2,-,77,-,61.3,19.52,41.78,-,-,-,26.34,-,-,72.0
198,臺北市,1997/05/03,古亭,8.8,1.18,25.4,-,68,46,51.93,15.9,36.03,2.442,0.41,2.03,26.69,-,-,59.0
