序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
498,新北市,2015/10/06,新店,1.8,0.32,-,27.6,25,14,11.25,2.53,8.72,-,-,-,4.41,3.41,27.9,-,-,69.25,-
499,新北市,2015/10/06,淡水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500,新北市,2015/10/06,汐止,2.3,0.25,-,33.0,27,12,11.54,2.06,9.48,-,-,-,2.6,2.28,27.59,-,-,77.22,-
501,新北市,2015/10/06,土城,2.3,0.32,-,31.2,34,15,10.31,2.02,8.28,1.954,0.107,1.848,2.07,0.38,27.98,-,-,69.6,-
502,新北市,2015/10/06,林口,4.6,0.25,-,31.4,35,13,14.52,3.0,11.52,-,-,-,3.83,3.47,25.89,-,-,81.3,-
503,新北市,2015/10/06,萬里,2.4,0.17,-,47.7,32,11,3.4,0.74,2.62,-,-,-,4.25,4.21,26.8,82.9,5.69,78.24,6.52
504,新北市,2015/10/05,板橋,2.0,0.4,-,7.7,16,5,20.11,7.71,12.4,1.962,0.132,1.831,1.94,1.66,29.94,0.0,0.0,64.76,0.0
505,新北市,2015/10/05,三重,3.3,1.28,-,-,30,5,74.61,57.68,16.93,2.412,0.463,1.949,-,-,30.22,-,-,67.37,-
506,新北市,2015/10/05,菜寮,1.9,0.4,-,7.6,20,-,15.75,6.05,9.71,-,-,-,0.89,0.28,29.84,-,-,67.66,-
507,新北市,2015/10/05,永和,1.1,0.5,-,9.5,13,4,18.3,9.32,8.97,1.899,0.17,1.729,2.5,2.32,29.55,-,-,64.46,-
508,新北市,2015/10/05,新莊,2.1,0.33,-,9.6,14,9,15.04,5.19,9.84,-,-,-,3.36,3.11,30.01,-,-,62.19,-
509,新北市,2015/10/05,新店,2.2,0.28,-,10.2,11,7,10.77,4.49,6.29,-,-,-,4.96,3.96,29.32,-,-,66.11,-
510,新北市,2015/10/05,淡水,1.1,0.18,-,12.1,9,3,7.11,2.59,4.52,-,-,-,-,-,-,-,-,-,-
511,新北市,2015/10/05,汐止,2.1,0.2,-,10.4,10,5,11.63,5.76,5.87,-,-,-,2.29,1.95,29.42,-,-,75.25,-
512,新北市,2015/10/05,土城,1.7,0.33,-,10.4,22,10,16.63,7.76,8.87,1.889,0.123,1.765,1.51,0.63,29.2,-,-,67.41,-
513,新北市,2015/10/05,林口,1.9,0.24,-,12.7,18,5,13.97,5.82,8.17,-,-,-,3.09,2.72,27.68,-,-,78.26,-
514,新北市,2015/10/05,萬里,2.2,0.13,-,18.4,16,4,6.36,2.94,3.42,-,-,-,3.5,3.07,27.01,70.5,6.88,87.83,6.51
515,新北市,2015/10/04,板橋,2.7,0.54,-,7.1,26,11,27.26,12.2,15.07,2.156,0.225,1.931,1.64,1.28,29.86,0.0,0.0,67.24,0.0
516,新北市,2015/10/04,三重,2.3,1.04,-,-,30,5,69.67,53.93,15.74,2.35,0.346,2.004,-,-,30.68,-,-,65.49,-
517,新北市,2015/10/04,菜寮,1.3,0.35,-,8.0,20,-,10.71,2.35,8.37,-,-,-,0.96,0.29,30.19,-,-,66.17,-
518,新北市,2015/10/04,永和,2.1,0.42,-,9.4,17,5,15.41,7.86,7.55,1.884,0.15,1.734,2.41,2.25,29.82,-,-,64.2,-
519,新北市,2015/10/04,新莊,2.9,0.51,-,8.3,19,14,21.61,10.8,10.82,-,-,-,3.23,2.95,30.02,-,-,63.31,-
520,新北市,2015/10/04,新店,1.2,0.27,-,10.6,13,7,9.55,3.66,5.89,-,-,-,5.24,4.77,29.44,-,-,67.91,-
521,新北市,2015/10/04,淡水,2.1,0.2,-,12.4,13,3,7.17,2.2,4.97,-,-,-,-,-,-,-,-,-,-
522,新北市,2015/10/04,汐止,1.0,0.22,-,8.9,9,6,9.02,3.02,6.0,-,-,-,2.22,1.7,30.05,-,-,71.9,-
523,新北市,2015/10/04,土城,1.9,0.38,-,9.7,25,12,17.53,7.99,9.54,1.953,0.14,1.813,1.52,0.77,29.03,-,-,70.56,-
524,新北市,2015/10/04,林口,0.9,0.26,-,12.9,15,5,10.69,2.33,8.36,-,-,-,3.1,2.67,28.04,-,-,77.92,-
525,新北市,2015/10/04,萬里,2.5,0.16,-,10.2,17,2,7.36,3.35,4.01,-,-,-,2.73,2.38,27.11,0.0,0.0,86.23,0.0
526,新北市,2015/10/03,板橋,2.8,0.6,-,20.6,25,9,26.87,9.13,17.75,2.137,0.223,1.914,1.28,0.98,29.8,0.0,0.0,66.49,0.0
527,新北市,2015/10/03,三重,3.0,1.44,-,-,33,5,88.43,65.93,22.5,2.544,0.533,2.011,-,-,30.37,-,-,66.67,-
528,新北市,2015/10/03,菜寮,1.7,0.53,-,13.8,19,-,18.93,4.95,13.97,-,-,-,0.66,0.25,29.56,-,-,68.55,-
529,新北市,2015/10/03,永和,2.2,0.76,-,14.4,24,9,31.61,16.95,14.67,2.061,0.279,1.781,1.6,1.43,29.7,-,-,64.36,-
530,新北市,2015/10/03,新莊,3.0,0.57,-,22.1,24,17,23.54,7.61,15.94,-,-,-,2.12,1.76,29.87,-,-,39.48,-
531,新北市,2015/10/03,新店,2.0,0.33,-,16.8,16,8,12.23,4.44,7.8,-,-,-,4.54,4.1,29.31,-,-,68.19,-
532,新北市,2015/10/03,淡水,1.3,0.18,-,23.8,14,6,8.46,1.93,6.54,-,-,-,-,-,-,-,-,-,-
533,新北市,2015/10/03,汐止,1.8,0.29,-,11.7,13,5,13.92,5.93,7.99,-,-,-,1.71,1.27,29.68,-,-,72.33,-
534,新北市,2015/10/03,土城,2.7,0.49,-,23.4,30,14,25.21,10.81,14.39,2.044,0.188,1.856,1.35,0.78,28.68,-,-,70.72,-
535,新北市,2015/10/03,林口,2.1,0.29,-,26.1,25,14,12.61,3.32,9.29,-,-,-,2.33,1.97,27.45,-,-,81.3,-
536,新北市,2015/10/03,萬里,2.7,0.18,-,12.0,18,2,7.34,3.2,4.14,-,-,-,2.65,2.52,27.71,0.0,0.0,79.79,0.0
537,新北市,2015/10/02,板橋,2.9,0.72,-,28.2,38,19,26.83,1.47,25.38,2.195,0.185,2.01,2.8,2.34,25.77,22.5,4.11,80.81,13.28
538,新北市,2015/10/02,三重,3.1,1.62,-,-,50,15,88.76,50.96,37.8,2.659,0.545,2.114,-,-,26.48,-,-,79.64,-
539,新北市,2015/10/02,菜寮,2.2,0.69,-,25.2,25,17,21.21,4.45,16.76,-,-,-,0.84,0.22,26.05,-,-,81.11,-
540,新北市,2015/10/02,永和,3.0,0.78,-,30.2,35,18,24.68,5.74,18.94,2.052,0.194,1.859,2.89,2.71,25.46,-,-,80.51,-
541,新北市,2015/10/02,新莊,2.3,0.63,-,31.1,33,-,20.97,3.66,17.31,-,-,-,4.02,3.83,26.1,-,-,72.93,-
542,新北市,2015/10/02,新店,1.8,0.58,-,31.7,27,16,15.48,2.04,13.44,-,-,-,4.43,3.45,25.61,-,-,80.53,-
543,新北市,2015/10/02,淡水,1.5,0.44,-,40.1,29,9,7.76,1.32,6.44,-,-,-,-,-,-,-,-,-,-
544,新北市,2015/10/02,汐止,3.0,0.47,-,32.0,35,20,16.68,1.64,15.04,-,-,-,2.78,2.53,25.06,-,-,90.82,-
545,新北市,2015/10/02,土城,2.5,0.65,-,31.4,36,22,18.06,1.66,16.38,2.142,0.193,1.949,1.9,0.52,25.25,-,-,83.24,-
546,新北市,2015/10/02,林口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
547,新北市,2015/10/02,萬里,1.5,0.37,-,50.4,81,17,5.3,0.95,4.35,-,-,-,4.28,3.64,24.85,84.79,4.63,88.83,6.4
548,新北市,2015/10/01,板橋,5.0,0.77,-,23.3,56,24,32.01,8.58,23.43,2.351,0.34,2.01,1.14,0.93,29.73,0.0,0.0,72.46,0.0
549,新北市,2015/10/01,三重,4.6,1.6,-,-,60,21,95.54,58.3,37.24,2.576,0.564,2.013,-,-,29.75,-,-,73.96,-
550,新北市,2015/10/01,菜寮,4.6,0.78,-,16.8,42,21,27.45,4.61,22.83,-,-,-,0.63,0.31,29.27,-,-,75.81,-
551,新北市,2015/10/01,永和,3.0,1.29,-,16.6,51,24,47.16,19.22,27.94,2.254,0.42,1.834,1.34,0.87,29.43,-,-,69.92,-
552,新北市,2015/10/01,新莊,6.4,0.74,-,23.4,51,-,30.8,7.82,22.98,-,-,-,1.66,1.45,29.8,-,-,79.84,-
553,新北市,2015/10/01,新店,3.5,0.55,-,25.5,37,20,19.5,3.76,15.74,-,-,-,3.69,2.81,28.87,-,-,73.82,-
554,新北市,2015/10/01,淡水,1.6,0.65,-,23.1,-,21,20.94,4.93,16.01,-,-,-,-,-,-,-,-,-,-
555,新北市,2015/10/01,汐止,5.1,0.68,-,-,44,27,34.84,11.62,23.22,-,-,-,1.25,0.91,29.06,-,-,80.29,-
556,新北市,2015/10/01,土城,3.8,0.7,-,23.9,48,29,31.95,9.57,22.38,2.2,0.299,1.901,1.42,1.03,28.76,-,-,76.67,-
557,新北市,2015/10/01,萬里,-,0.43,-,18.9,46,18,5.91,0.77,5.31,-,-,-,1.97,1.67,27.47,88.39,5.36,83.43,6.39
558,臺中市,2015/10/31,西屯,2.5,0.24,-,38.3,29,11,11.36,1.3,10.06,1.815,0.074,1.741,3.26,1.29,24.65,0.0,0.0,75.73,0.0
559,臺中市,2015/10/31,忠明,1.7,0.3,-,31.3,25,13,15.78,1.75,14.02,1.769,0.086,1.683,2.07,1.19,25.0,-,-,70.82,-
560,臺中市,2015/10/31,豐原,2.5,0.27,-,32.5,30,13,9.0,0.95,8.03,1.715,0.113,1.602,1.94,1.1,23.51,-,-,73.15,-
561,臺中市,2015/10/31,沙鹿,2.2,0.25,-,38.0,37,5,11.31,1.14,10.17,-,-,-,4.49,1.69,23.34,-,-,76.67,-
562,臺中市,2015/10/31,大里,3.5,0.48,432.05,28.9,39,24,21.11,3.99,17.12,2.05,0.228,1.822,1.75,1.07,26.34,-,-,70.11,-
563,臺中市,2015/10/30,西屯,2.6,0.42,-,30.6,62,36,22.75,5.46,17.29,2.158,0.254,1.904,2.85,1.13,25.9,0.0,0.0,77.33,0.0
564,臺中市,2015/10/30,忠明,1.8,0.56,-,24.2,57,36,27.4,5.9,21.5,2.097,0.278,1.819,1.9,0.97,25.92,-,-,72.1,-
565,臺中市,2015/10/30,豐原,2.1,0.33,-,36.4,38,23,12.19,1.6,10.58,1.701,0.121,1.58,2.12,1.32,24.54,-,-,69.03,-
566,臺中市,2015/10/30,沙鹿,2.1,0.59,-,32.7,77,36,25.32,3.61,21.68,-,-,-,3.24,1.36,24.86,-,-,79.89,-
567,臺中市,2015/10/30,大里,2.7,0.51,433.96,31.5,58,33,19.34,3.59,15.75,2.058,0.209,1.849,1.94,1.22,27.2,-,-,67.65,-
568,臺中市,2015/10/29,西屯,2.8,0.65,-,39.0,100,61,23.56,2.3,21.26,2.161,0.287,1.873,1.69,1.34,26.23,0.0,0.0,81.64,0.0
569,臺中市,2015/10/29,忠明,3.6,0.71,-,36.1,105,63,24.01,2.33,21.68,2.181,0.354,1.826,1.58,1.16,25.52,-,-,75.51,-
570,臺中市,2015/10/29,豐原,2.9,0.59,-,42.5,78,57,13.27,1.03,12.22,1.885,0.22,1.666,1.94,1.59,24.49,-,-,77.86,-
571,臺中市,2015/10/29,沙鹿,3.5,0.69,-,42.0,120,53,21.73,1.45,20.28,-,-,-,1.83,1.24,24.94,-,-,83.92,-
572,臺中市,2015/10/29,大里,3.7,0.73,455.95,34.6,115,64,23.29,4.13,19.16,2.193,0.287,1.906,1.63,1.29,27.21,-,-,74.49,-
573,臺中市,2015/10/28,西屯,4.5,0.69,-,43.8,89,63,31.08,5.84,25.22,2.287,0.368,1.919,1.53,1.18,26.56,0.0,0.0,78.87,0.0
574,臺中市,2015/10/28,忠明,5.1,0.76,-,36.9,100,65,29.34,3.53,25.82,2.283,0.41,1.873,1.41,1.04,25.89,-,-,73.07,-
575,臺中市,2015/10/28,豐原,4.0,0.64,-,48.7,51,-,15.42,1.66,13.78,1.919,0.219,1.7,1.77,1.6,24.58,-,-,78.23,-
576,臺中市,2015/10/28,沙鹿,4.8,0.68,-,42.1,105,51,27.25,2.79,24.47,-,-,-,1.6,0.98,25.1,-,-,82.2,-
577,臺中市,2015/10/28,大里,4.8,0.8,457.9,41.8,107,67,27.86,4.33,23.53,2.26,0.33,1.931,1.65,1.35,27.24,-,-,74.18,-
578,臺中市,2015/10/27,西屯,5.6,0.4,-,39.2,76,48,20.07,1.55,18.5,2.038,0.215,1.823,1.93,1.45,26.6,0.0,0.0,79.73,0.0
579,臺中市,2015/10/27,忠明,5.4,0.47,-,38.8,78,48,22.25,1.81,20.43,2.064,0.262,1.802,1.72,1.14,25.81,-,-,74.42,-
580,臺中市,2015/10/27,豐原,3.5,0.43,-,46.9,55,-,12.98,1.54,11.42,1.772,0.149,1.623,1.84,1.56,25.04,-,-,77.31,-
581,臺中市,2015/10/27,沙鹿,3.8,0.43,-,35.3,88,43,20.51,1.9,18.6,-,-,-,1.85,1.15,25.14,-,-,83.0,-
582,臺中市,2015/10/27,大里,4.8,0.53,442.87,38.4,90,54,20.46,2.07,18.39,2.042,0.194,1.847,1.81,1.35,27.5,-,-,73.23,-
583,臺中市,2015/10/26,西屯,4.0,0.52,-,30.5,75,42,28.87,4.45,24.42,2.153,0.295,1.858,1.51,1.24,26.37,0.0,0.0,78.71,0.0
584,臺中市,2015/10/26,忠明,5.1,0.68,-,26.9,77,46,34.46,5.05,29.41,2.229,0.358,1.872,1.38,1.0,25.82,-,-,72.73,-
585,臺中市,2015/10/26,豐原,4.2,0.55,-,31.9,56,48,20.93,4.54,16.39,1.883,0.221,1.662,1.69,1.43,24.66,-,-,79.75,-
586,臺中市,2015/10/26,沙鹿,3.6,0.56,-,26.9,69,28,27.96,3.75,24.21,-,-,-,1.67,0.92,24.75,-,-,80.11,-
587,臺中市,2015/10/26,大里,5.6,0.72,454.4,29.9,85,53,32.68,5.45,27.23,2.18,0.293,1.887,1.51,1.37,27.2,-,-,74.55,-
588,臺中市,2015/10/25,西屯,2.1,0.32,-,29.5,51,28,16.31,1.66,14.65,1.906,0.12,1.787,2.46,1.38,26.68,0.0,0.0,76.79,0.0
589,臺中市,2015/10/25,忠明,2.0,0.45,-,25.1,44,28,21.38,2.97,18.41,2.031,0.22,1.811,1.84,1.18,26.11,-,-,71.12,-
590,臺中市,2015/10/25,豐原,3.0,0.4,-,25.9,36,25,15.65,2.82,12.84,1.734,0.117,1.617,1.73,1.31,25.77,-,-,74.43,-
591,臺中市,2015/10/25,沙鹿,2.5,0.3,-,31.9,54,17,13.81,1.4,12.41,-,-,-,3.9,1.45,24.8,-,-,78.96,-
592,臺中市,2015/10/25,大里,2.0,0.54,435.15,28.4,59,31,25.72,4.12,21.6,2.095,0.216,1.878,1.37,1.07,28.01,-,-,70.79,-
593,臺中市,2015/10/24,西屯,3.2,0.29,-,28.9,36,17,13.86,1.53,12.31,1.853,0.102,1.751,2.67,1.02,26.94,0.0,0.0,78.04,0.0
594,臺中市,2015/10/24,忠明,2.2,0.41,-,22.6,29,17,20.11,2.83,17.28,1.957,0.215,1.741,1.91,1.2,26.34,-,-,71.84,-
595,臺中市,2015/10/24,豐原,2.0,0.25,-,28.4,15,12,7.63,0.91,6.76,1.624,0.058,1.567,1.78,1.16,25.68,-,-,74.13,-
596,臺中市,2015/10/24,沙鹿,2.3,0.28,-,29.3,40,12,13.08,1.48,11.61,-,-,-,3.92,1.48,25.46,-,-,81.84,-
597,臺中市,2015/10/24,大里,2.9,0.59,436.76,26.0,42,25,27.0,5.2,21.8,2.109,0.255,1.853,1.55,0.99,28.1,-,-,72.46,-
598,臺中市,2015/10/23,西屯,2.0,0.3,-,36.1,40,19,12.35,1.34,11.01,1.84,0.1,1.74,3.84,1.3,26.29,0.0,0.0,79.29,0.0
599,臺中市,2015/10/23,忠明,1.9,0.34,-,30.2,31,17,17.39,2.42,14.98,1.905,0.151,1.754,2.29,1.17,25.56,-,-,73.25,-
600,臺中市,2015/10/23,豐原,1.7,0.25,-,34.2,16,14,8.75,1.54,7.22,1.646,0.074,1.572,2.14,1.02,24.92,-,-,75.35,-
601,臺中市,2015/10/23,沙鹿,2.1,0.26,-,36.8,43,14,11.81,1.32,10.49,-,-,-,5.17,1.75,24.82,-,-,82.81,-
602,臺中市,2015/10/23,大里,1.8,0.42,419.51,32.4,36,20,17.9,1.72,16.19,1.929,0.151,1.778,2.21,1.18,27.82,-,-,70.12,-
603,臺中市,2015/10/22,西屯,2.6,0.36,-,29.0,39,18,18.52,3.27,15.25,2.009,0.204,1.805,2.69,1.27,26.0,0.0,0.0,78.17,0.0
604,臺中市,2015/10/22,忠明,1.9,0.45,-,23.6,39,21,28.09,7.19,20.9,2.085,0.222,1.863,1.73,0.89,25.3,-,-,73.65,-
605,臺中市,2015/10/22,豐原,2.4,0.38,-,28.3,31,21,14.35,3.42,10.93,1.76,0.161,1.598,1.53,0.89,24.5,-,-,78.81,-
606,臺中市,2015/10/22,沙鹿,2.6,0.28,-,33.0,42,13,15.47,2.06,13.41,-,-,-,3.63,1.4,24.44,-,-,79.95,-
607,臺中市,2015/10/22,大里,2.6,0.5,432.69,25.2,45,24,30.1,8.18,21.91,2.138,0.283,1.856,1.79,1.09,27.1,-,-,72.96,-
608,臺中市,2015/10/21,西屯,3.3,0.54,-,20.4,74,45,29.54,6.08,23.46,2.231,0.386,1.845,1.93,1.11,26.24,0.5,5.18,80.81,71.24
609,臺中市,2015/10/21,忠明,3.6,0.71,-,14.5,89,55,36.76,6.94,29.82,2.288,0.407,1.881,1.38,0.8,25.48,-,-,77.15,-
610,臺中市,2015/10/21,豐原,2.0,0.46,-,22.8,45,35,14.48,1.36,13.18,1.838,0.213,1.625,1.19,0.68,24.69,-,-,80.73,-
611,臺中市,2015/10/21,沙鹿,1.6,0.35,-,21.5,41,15,21.3,3.12,18.18,-,-,-,2.78,1.17,24.8,-,-,79.33,-
612,臺中市,2015/10/21,大里,3.9,0.83,447.33,21.2,115,63,35.29,7.26,28.03,2.347,0.444,1.903,1.28,0.92,26.9,-,-,76.2,-
613,臺中市,2015/10/20,西屯,4.9,0.68,-,41.0,100,59,37.84,8.75,29.08,2.346,0.443,1.903,1.35,0.95,27.3,0.0,0.0,79.76,0.0
614,臺中市,2015/10/20,忠明,4.2,0.85,-,36.7,110,58,40.72,5.98,34.75,2.284,0.414,1.87,1.28,0.78,26.5,-,-,74.56,-
615,臺中市,2015/10/20,豐原,3.8,1.31,-,53.5,76,63,19.52,1.26,18.24,2.018,0.3,1.719,1.54,1.14,25.77,-,-,77.83,-
616,臺中市,2015/10/20,沙鹿,5.5,0.66,-,39.9,98,40,30.96,3.45,27.51,-,-,-,1.45,0.97,25.95,-,-,79.62,-
617,臺中市,2015/10/20,大里,5.2,0.87,453.22,34.8,120,64,35.82,5.13,30.69,2.503,0.538,1.965,1.32,0.97,27.34,-,-,75.9,-
618,臺中市,2015/10/19,西屯,2.3,0.37,-,28.8,46,19,23.92,3.92,19.99,1.982,0.202,1.78,1.64,1.01,26.39,0.0,0.0,75.34,0.0
619,臺中市,2015/10/19,忠明,3.0,0.55,-,25.4,41,20,32.48,6.14,26.34,2.014,0.236,1.777,1.33,0.7,25.7,-,-,70.31,-
620,臺中市,2015/10/19,豐原,3.1,0.44,-,28.4,32,22,17.13,2.92,14.21,1.806,0.206,1.6,1.41,1.13,25.04,-,-,74.9,-
621,臺中市,2015/10/19,沙鹿,2.2,0.34,-,28.1,42,13,18.86,2.41,16.44,-,-,-,3.12,1.33,24.71,-,-,80.04,-
622,臺中市,2015/10/19,大里,2.9,0.71,433.49,29.4,65,31,35.7,6.02,29.68,2.229,0.33,1.899,1.33,0.99,26.76,-,-,72.66,-
623,臺中市,2015/10/18,西屯,2.0,0.24,-,43.8,39,17,13.12,1.41,11.7,1.823,0.074,1.749,3.18,1.29,24.89,0.0,0.0,71.46,0.0
624,臺中市,2015/10/18,忠明,2.2,0.31,-,37.5,32,16,17.15,1.39,15.76,1.799,0.084,1.716,1.97,1.11,24.25,-,-,66.8,-
625,臺中市,2015/10/18,豐原,1.7,0.29,-,34.5,22,17,9.77,1.25,8.52,1.683,0.079,1.604,1.68,0.92,23.85,-,-,70.57,-
626,臺中市,2015/10/18,沙鹿,1.9,0.22,-,47.3,46,15,11.24,0.86,10.37,-,-,-,4.56,1.5,23.46,-,-,74.22,-
627,臺中市,2015/10/18,大里,2.5,0.45,420.97,32.8,49,26,22.48,3.78,18.71,1.991,0.149,1.842,1.77,1.16,26.01,-,-,68.77,-
628,臺中市,2015/10/17,西屯,1.5,0.24,-,41.3,46,21,11.22,0.93,10.27,1.812,0.079,1.734,3.35,1.51,25.19,0.0,0.0,63.8,0.0
629,臺中市,2015/10/17,忠明,1.0,0.31,-,33.9,39,20,19.56,1.52,18.03,1.813,0.111,1.702,1.94,1.08,24.58,-,-,59.9,-
630,臺中市,2015/10/17,豐原,1.3,0.24,-,36.7,30,18,9.67,1.68,7.99,1.679,0.085,1.594,1.85,1.09,23.76,-,-,64.46,-
631,臺中市,2015/10/17,沙鹿,1.6,0.21,-,43.2,50,12,11.06,1.46,9.59,-,-,-,4.94,1.77,23.81,-,-,67.8,-
632,臺中市,2015/10/17,大里,3.1,0.54,430.27,29.4,57,28,29.12,5.85,23.27,2.111,0.258,1.853,1.63,1.14,26.23,-,-,64.95,-
633,臺中市,2015/10/16,西屯,2.1,0.23,-,37.4,44,18,13.73,1.49,12.24,1.817,0.091,1.726,3.26,1.38,24.92,0.0,0.0,69.04,0.0
634,臺中市,2015/10/16,忠明,2.7,0.34,-,32.0,38,19,21.72,2.64,19.07,1.845,0.144,1.701,2.02,1.17,24.3,-,-,64.41,-
635,臺中市,2015/10/16,豐原,2.3,0.3,-,34.7,31,21,11.45,1.53,9.91,1.718,0.125,1.594,1.66,1.08,23.53,-,-,69.24,-
636,臺中市,2015/10/16,沙鹿,1.8,0.21,-,37.4,51,11,12.33,1.42,10.91,-,-,-,4.88,1.72,23.55,-,-,73.18,-
637,臺中市,2015/10/16,大里,3.3,0.55,429.89,27.3,49,30,29.52,5.08,24.44,2.103,0.262,1.841,1.68,1.07,26.08,-,-,67.97,-
638,臺中市,2015/10/15,西屯,1.7,0.24,-,41.0,38,13,11.95,1.23,10.72,1.813,0.089,1.725,3.44,1.49,24.08,0.0,0.0,68.43,0.0
639,臺中市,2015/10/15,忠明,2.7,0.32,-,35.8,31,15,18.91,1.96,16.94,1.821,0.111,1.709,2.13,1.18,23.42,-,-,64.16,-
640,臺中市,2015/10/15,豐原,2.3,0.25,-,35.1,27,14,11.2,2.14,9.1,1.694,0.095,1.599,1.8,1.0,22.6,-,-,68.18,-
641,臺中市,2015/10/15,沙鹿,1.7,0.2,-,42.3,40,9,11.36,1.05,10.31,-,-,-,4.81,1.61,22.81,-,-,70.92,-
642,臺中市,2015/10/15,大里,1.9,0.46,426.98,36.4,48,21,23.36,3.69,19.66,2.033,0.203,1.83,1.93,1.07,25.56,-,-,65.51,-
643,臺中市,2015/10/14,西屯,2.9,0.28,-,46.2,47,21,15.35,1.28,14.07,1.858,0.116,1.741,3.19,1.43,24.04,0.0,0.0,66.75,0.0
644,臺中市,2015/10/14,忠明,2.8,0.4,-,40.4,43,27,22.0,1.83,20.16,1.891,0.138,1.753,1.93,1.13,23.45,-,-,62.33,-
645,臺中市,2015/10/14,豐原,2.3,0.31,-,38.0,28,20,11.56,0.91,10.65,1.755,0.131,1.625,1.71,1.09,22.91,-,-,68.83,-
646,臺中市,2015/10/14,沙鹿,2.1,0.27,-,47.8,47,14,13.71,1.3,12.41,-,-,-,4.26,1.7,22.56,-,-,68.88,-
647,臺中市,2015/10/14,大里,3.1,0.59,434.9,36.7,65,31,28.55,3.06,25.49,2.146,0.263,1.883,1.68,1.09,25.6,-,-,63.22,-
648,臺中市,2015/10/13,西屯,3.0,0.41,-,59.5,68,41,14.92,1.17,13.75,1.961,0.147,1.814,3.32,1.47,24.63,0.0,0.0,63.34,0.0
649,臺中市,2015/10/13,忠明,3.6,0.49,-,52.8,62,39,22.43,1.8,20.63,1.977,0.161,1.816,2.04,1.06,24.02,-,-,59.85,-
650,臺中市,2015/10/13,豐原,2.2,0.39,-,43.9,44,34,13.44,1.16,12.26,1.827,0.154,1.673,1.71,0.99,23.31,-,-,68.32,-
651,臺中市,2015/10/13,沙鹿,3.1,0.4,-,67.3,78,33,15.44,0.74,14.68,-,-,-,4.52,1.47,22.98,-,-,64.54,-
652,臺中市,2015/10/13,大里,2.5,0.63,434.57,45.4,73,43,24.83,2.0,22.83,2.116,0.219,1.897,1.79,1.18,26.28,-,-,60.6,-
653,臺中市,2015/10/12,西屯,3.1,0.39,-,41.8,45,21,16.92,1.15,15.73,1.922,0.135,1.787,2.49,1.16,24.4,0.0,0.0,69.72,0.0
654,臺中市,2015/10/12,忠明,2.0,0.5,-,37.2,40,21,25.05,3.08,21.97,1.963,0.159,1.804,1.54,0.84,23.59,-,-,66.51,-
655,臺中市,2015/10/12,豐原,2.2,0.4,-,32.5,26,16,15.43,1.6,13.81,1.836,0.173,1.662,1.46,1.0,23.44,-,-,71.88,-
656,臺中市,2015/10/12,沙鹿,2.4,0.34,-,46.8,48,16,13.93,0.81,13.1,-,-,-,3.72,1.45,22.7,-,-,68.06,-
657,臺中市,2015/10/12,大里,2.5,0.61,431.86,31.3,48,26,27.02,2.84,24.18,2.118,0.222,1.896,1.39,0.93,25.65,-,-,67.71,-
658,臺中市,2015/10/11,西屯,2.9,0.31,-,45.4,52,26,8.91,0.66,8.21,1.841,0.071,1.77,4.16,1.95,23.48,0.0,0.0,70.44,0.0
659,臺中市,2015/10/11,忠明,1.7,0.37,-,39.7,46,27,16.03,1.09,14.94,1.855,0.075,1.78,2.25,1.44,22.84,-,-,66.22,-
660,臺中市,2015/10/11,豐原,2.8,0.3,-,40.3,38,21,8.19,1.08,7.1,1.665,0.052,1.614,2.48,1.76,22.25,-,-,69.32,-
661,臺中市,2015/10/11,沙鹿,2.4,0.31,-,48.1,54,19,10.88,1.17,9.71,-,-,-,5.15,1.63,22.42,-,-,70.36,-
662,臺中市,2015/10/11,大里,2.1,0.45,420.87,35.3,45,26,17.73,1.07,16.72,1.943,0.113,1.83,2.1,1.11,25.03,-,-,66.31,-
663,臺中市,2015/10/10,西屯,2.6,0.25,-,38.5,36,14,11.66,1.72,9.94,1.818,0.083,1.736,3.62,1.67,25.33,0.0,0.0,70.05,0.0
664,臺中市,2015/10/10,忠明,2.3,0.37,-,32.4,27,14,18.37,2.14,16.22,1.838,0.089,1.748,2.12,0.93,24.55,-,-,67.09,-
665,臺中市,2015/10/10,豐原,2.2,0.26,-,29.4,14,14,9.34,2.14,7.19,1.7,0.092,1.608,1.93,0.92,24.11,-,-,70.8,-
666,臺中市,2015/10/10,沙鹿,2.3,0.27,-,43.8,42,12,12.05,1.36,10.69,-,-,-,4.21,1.55,24.28,-,-,70.2,-
667,臺中市,2015/10/10,大里,1.5,0.43,426.31,29.2,29,16,18.5,2.1,16.37,1.991,0.149,1.842,2.26,1.14,26.39,-,-,67.22,-
