序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
68,臺北市,1997/12/22,萬華,2.3,1.05,14.0,-,32,-,40.2,8.09,32.11,-,-,-,17.94,-,-,32.0
69,臺北市,1997/12/22,陽明,0.1,0.18,42.6,-,13,-,1.2,0.08,1.12,-,-,-,12.75,-,100.0,38.0
70,臺北市,1997/12/22,士林,1.2,0.63,16.6,-,26,-,29.71,6.27,23.43,-,-,-,19.24,-,-,26.0
71,臺北市,1997/12/21,松山,2.9,0.82,14.4,-,30,-,33.09,8.17,24.92,-,-,-,19.54,-,-,30.0
72,臺北市,1997/12/21,古亭,3.2,0.89,15.9,-,32,40,32.99,9.2,23.8,-,-,-,19.48,-,-,32.0
73,臺北市,1997/12/21,中山,2.6,0.91,16.6,-,44,-,38.18,10.96,27.22,2.215,0.21,2.01,20.41,-,-,44.0
74,臺北市,1997/12/21,大同,8.1,3.86,-,-,31,-,136.5,104.58,31.92,3.982,1.6,2.38,20.86,-,-,58.0
75,臺北市,1997/12/21,萬華,2.3,0.94,16.6,-,34,-,28.45,4.04,24.41,-,-,-,19.41,-,-,34.0
76,臺北市,1997/12/21,陽明,0.4,0.31,39.9,-,13,-,1.79,0.12,1.67,-,-,-,14.32,-,99.0,35.0
77,臺北市,1997/12/21,士林,0.6,0.69,21.3,-,21,-,16.84,2.83,14.01,-,-,-,20.92,-,-,24.0
78,臺北市,1997/12/20,松山,9.0,1.81,12.4,-,84,-,88.61,49.58,39.03,-,-,-,20.96,-,-,67.0
79,臺北市,1997/12/20,古亭,6.7,1.62,11.9,-,91,57,65.18,31.24,33.94,-,-,-,21.18,-,-,70.0
80,臺北市,1997/12/20,中山,7.7,1.64,13.2,-,91,-,72.41,31.52,40.89,3.253,0.75,2.51,21.79,-,-,70.0
81,臺北市,1997/12/20,大同,16.3,5.68,-,-,76,-,189.58,145.8,43.78,5.815,2.91,2.9,22.33,-,-,86.0
82,臺北市,1997/12/20,萬華,6.4,1.56,12.8,-,92,-,59.93,20.46,39.46,-,-,-,20.89,-,-,71.0
83,臺北市,1997/12/20,陽明,5.4,0.36,39.4,-,23,-,10.7,0.65,10.05,-,-,-,17.05,-,88.0,53.0
84,臺北市,1997/12/20,士林,5.1,1.59,16.3,-,66,-,68.15,30.43,37.73,-,-,-,21.69,-,-,58.0
85,臺北市,1997/12/19,松山,7.9,2.75,17.5,-,95,-,131.72,59.7,72.01,-,-,-,22.16,-,-,73.0
86,臺北市,1997/12/19,古亭,6.3,2.37,20.9,-,108,68,106.92,51.44,55.49,3.126,0.75,2.37,23.09,-,-,80.0
87,臺北市,1997/12/19,中山,8.9,2.46,19.7,-,102,-,114.58,45.11,64.8,3.65,1.16,2.49,22.99,-,-,76.0
88,臺北市,1997/12/19,大同,12.0,4.15,-,-,69,-,134.35,81.83,52.52,5.157,2.14,3.02,22.71,-,-,60.0
89,臺北市,1997/12/19,萬華,6.2,1.88,19.0,-,97,-,70.38,22.36,48.02,-,-,-,22.16,-,-,73.0
90,臺北市,1997/12/19,陽明,3.6,0.28,49.0,-,15,-,4.81,0.28,4.54,-,-,-,18.72,-,81.0,61.0
91,臺北市,1997/12/19,士林,4.9,1.9,16.5,-,83,-,78.88,34.4,44.49,-,-,-,22.44,-,-,66.0
92,臺北市,1997/12/18,松山,7.1,1.1,14.1,-,62,-,50.42,18.98,31.44,-,-,-,19.28,-,-,56.0
93,臺北市,1997/12/18,古亭,3.8,1.21,16.6,-,63,53,44.68,17.15,27.53,-,-,-,19.41,-,-,57.0
94,臺北市,1997/12/18,中山,6.2,1.19,16.7,-,59,-,48.97,16.24,32.73,2.396,0.37,2.02,20.1,-,-,54.0
95,臺北市,1997/12/18,大同,13.0,4.6,-,-,49,-,157.19,122.42,34.77,4.746,2.3,2.45,20.51,-,-,79.0
96,臺北市,1997/12/18,萬華,4.0,1.28,15.3,-,71,-,40.69,11.17,29.52,-,-,-,19.19,-,-,61.0
97,臺北市,1997/12/18,陽明,1.5,0.43,39.5,-,14,-,3.07,0.22,2.85,-,-,-,14.12,-,94.0,35.0
98,臺北市,1997/12/18,士林,3.7,0.74,23.1,-,38,-,18.41,2.97,15.44,-,-,-,20.42,-,-,38.0
99,臺北市,1997/12/17,松山,8.1,1.6,12.2,-,86,-,101.49,52.47,49.02,-,-,-,20.28,-,-,68.0
100,臺北市,1997/12/17,古亭,7.6,1.65,13.5,-,95,67,81.44,36.48,44.96,3.271,0.9,2.37,20.2,-,-,73.0
101,臺北市,1997/12/17,中山,10.2,2.18,11.8,-,125,-,121.25,73.58,47.66,4.24,1.33,2.91,20.77,-,-,87.0
102,臺北市,1997/12/17,大同,12.3,4.26,-,-,79,-,161.09,121.5,39.59,6.152,2.47,3.68,20.84,-,-,70.0
103,臺北市,1997/12/17,萬華,11.4,1.97,12.9,-,125,-,87.99,42.08,45.91,-,-,-,19.93,-,-,88.0
104,臺北市,1997/12/17,陽明,2.9,0.29,36.5,-,15,-,6.15,0.64,5.51,-,-,-,16.87,-,86.0,42.0
105,臺北市,1997/12/17,士林,5.1,1.33,14.1,-,86,-,63.15,34.87,28.28,-,-,-,20.3,-,-,68.0
106,臺北市,1997/12/16,松山,9.0,1.12,17.4,-,51,-,62.39,24.22,38.17,-,-,-,20.43,-,-,83.0
107,臺北市,1997/12/16,古亭,5.3,1.38,21.2,-,37,45,66.88,30.71,36.17,2.785,0.57,2.21,21.14,-,-,57.0
108,臺北市,1997/12/16,中山,7.9,1.2,14.4,-,48,-,67.38,26.35,41.03,2.794,0.52,2.28,21.09,-,-,50.0
109,臺北市,1997/12/16,大同,11.6,3.83,-,-,43,-,145.3,107.44,37.86,4.704,1.99,2.72,21.12,-,-,63.0
110,臺北市,1997/12/16,萬華,5.5,1.36,18.1,-,56,-,53.51,18.41,35.1,-,-,-,20.41,-,-,53.0
111,臺北市,1997/12/16,陽明,2.9,0.27,44.4,-,19,-,-,-,-,-,-,-,16.91,-,92.0,62.0
112,臺北市,1997/12/16,士林,5.5,1.28,11.6,-,72,-,60.43,27.22,33.21,-,-,-,20.4,-,-,61.0
113,臺北市,1997/12/15,松山,6.6,1.03,9.6,-,37,-,55.77,19.38,36.39,-,-,-,18.72,-,-,37.0
114,臺北市,1997/12/15,古亭,3.4,0.96,14.6,-,37,34,44.11,14.82,29.28,2.37,0.29,2.08,18.61,-,-,37.0
115,臺北市,1997/12/15,中山,3.8,1.39,10.1,-,91,-,69.91,34.15,35.76,2.937,0.54,2.4,19.4,-,-,71.0
116,臺北市,1997/12/15,大同,8.8,4.77,-,-,48,-,186.53,150.38,36.15,5.634,2.75,2.88,19.54,-,-,71.0
117,臺北市,1997/12/15,萬華,3.7,1.37,10.8,-,49,-,51.0,18.01,32.99,-,-,-,18.22,-,-,49.0
118,臺北市,1997/12/15,陽明,0.4,0.16,41.3,-,12,-,-,-,-,-,-,-,13.44,-,100.0,37.0
119,臺北市,1997/12/15,士林,3.0,1.57,14.7,-,66,-,66.66,44.84,21.82,-,-,-,19.06,-,-,58.0
120,臺北市,1997/12/14,松山,6.1,0.85,12.2,-,38,-,43.44,13.48,29.96,-,-,-,17.53,-,-,38.0
121,臺北市,1997/12/14,古亭,3.8,0.87,15.0,-,35,33,44.1,16.08,28.02,2.196,0.18,2.01,17.57,-,-,35.0
122,臺北市,1997/12/14,中山,4.6,0.99,10.4,-,101,-,52.49,17.73,34.76,2.36,0.23,2.13,18.17,-,-,76.0
123,臺北市,1997/12/14,大同,8.4,3.38,-,-,38,-,144.33,109.78,34.55,4.07,1.53,2.54,18.45,-,-,51.0
124,臺北市,1997/12/14,萬華,3.7,0.99,13.7,-,47,-,38.44,8.88,29.56,-,-,-,17.22,-,-,47.0
125,臺北市,1997/12/14,陽明,0.3,0.19,38.7,-,12,-,-,-,-,-,-,-,12.33,-,100.0,37.0
126,臺北市,1997/12/14,士林,2.2,1.15,10.5,-,43,-,52.53,23.07,29.45,-,-,-,17.57,-,-,43.0
127,臺北市,1997/12/13,松山,3.9,1.03,9.5,-,28,-,54.13,21.6,32.53,-,-,-,14.63,-,-,28.0
128,臺北市,1997/12/13,古亭,2.3,1.17,8.7,-,32,29,62.49,28.98,33.51,2.452,0.35,2.1,14.51,-,-,32.0
129,臺北市,1997/12/13,中山,3.7,1.39,4.5,-,94,-,76.58,36.99,39.59,2.749,0.49,2.26,15.32,-,-,72.0
130,臺北市,1997/12/13,大同,9.0,4.65,-,-,43,-,197.43,159.15,38.28,5.076,2.34,2.73,15.56,-,-,74.0
131,臺北市,1997/12/13,萬華,3.5,1.38,4.0,-,36,-,59.31,20.84,38.47,-,-,-,14.21,-,-,36.0
132,臺北市,1997/12/13,陽明,0.7,0.24,38.2,-,12,-,-,-,-,-,-,-,9.44,-,100.0,35.0
133,臺北市,1997/12/13,士林,2.3,1.23,4.6,-,36,-,60.36,25.0,35.36,-,-,-,14.84,-,-,36.0
134,臺北市,1997/12/12,松山,5.5,1.44,10.1,-,26,-,69.3,30.61,38.69,-,-,-,13.95,-,-,26.0
135,臺北市,1997/12/12,古亭,2.5,1.21,14.2,-,29,31,59.93,26.48,33.45,2.476,0.41,2.07,13.94,-,-,31.0
136,臺北市,1997/12/12,中山,4.8,1.43,8.9,-,76,-,76.93,34.15,42.78,2.781,0.48,2.3,14.7,-,-,63.0
137,臺北市,1997/12/12,大同,10.3,5.02,-,-,42,-,216.47,173.89,42.58,5.47,2.88,2.59,15.01,-,-,86.0
138,臺北市,1997/12/12,萬華,3.8,1.32,12.3,-,35,-,56.98,18.54,38.44,-,-,-,13.84,-,-,35.0
139,臺北市,1997/12/12,陽明,0.9,0.28,46.1,-,12,-,-,-,-,-,-,-,9.15,-,100.0,41.0
140,臺北市,1997/12/12,士林,2.7,1.09,16.5,-,32,-,53.88,23.32,30.56,-,-,-,14.61,-,-,34.0
141,臺北市,1997/12/11,松山,5.1,0.87,11.8,-,27,-,50.43,16.22,34.21,-,-,-,11.57,-,-,27.0
142,臺北市,1997/12/11,古亭,4.1,0.83,17.0,-,29,29,46.23,17.74,28.48,2.4,0.21,2.19,11.02,-,-,29.0
143,臺北市,1997/12/11,中山,5.8,1.14,9.7,-,70,-,73.18,32.03,41.15,2.548,0.39,2.16,12.19,-,-,60.0
144,臺北市,1997/12/11,大同,10.8,4.17,-,-,51,-,213.02,171.47,41.55,5.008,2.48,2.53,12.57,-,-,65.0
145,臺北市,1997/12/11,萬華,4.2,0.82,14.2,-,32,-,39.37,7.37,32.0,-,-,-,11.13,-,-,32.0
146,臺北市,1997/12/11,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0,-
147,臺北市,1997/12/11,士林,1.9,0.55,19.5,-,25,-,31.37,6.32,25.05,-,-,-,12.1,-,-,35.0
148,臺北市,1997/12/10,松山,4.7,0.93,13.0,-,36,-,56.31,22.04,34.27,-,-,-,12.59,-,-,36.0
149,臺北市,1997/12/10,古亭,4.0,1.16,10.2,-,54,41,73.04,40.17,32.86,2.646,0.4,2.24,11.66,-,-,52.0
150,臺北市,1997/12/10,中山,3.7,0.84,14.4,-,47,-,49.84,15.05,34.79,2.478,0.15,2.33,13.13,-,-,56.0
151,臺北市,1997/12/10,大同,10.4,3.46,-,-,47,-,179.4,139.73,39.67,4.595,2.05,2.55,13.33,-,-,55.0
152,臺北市,1997/12/10,萬華,3.8,1.0,9.0,-,46,-,47.97,12.69,35.28,-,-,-,11.64,-,-,46.0
153,臺北市,1997/12/10,陽明,2.8,0.13,43.9,-,16,-,-,-,-,-,-,-,5.39,-,100.0,39.0
154,臺北市,1997/12/10,士林,3.2,0.54,25.7,-,32,-,28.81,8.32,20.49,-,-,-,12.91,-,-,32.0
155,臺北市,1997/12/09,松山,4.0,0.71,19.5,-,35,-,36.64,11.35,25.28,-,-,-,12.93,-,-,35.0
156,臺北市,1997/12/09,古亭,3.8,1.05,13.8,-,62,45,60.83,30.2,30.63,2.471,0.35,2.12,12.33,-,-,56.0
157,臺北市,1997/12/09,中山,3.6,0.77,15.5,-,99,-,42.93,12.38,30.55,2.357,0.24,2.11,13.47,-,-,75.0
158,臺北市,1997/12/09,大同,9.3,3.11,-,-,39,-,156.08,121.63,34.44,4.059,1.58,2.48,13.67,-,-,45.0
159,臺北市,1997/12/09,萬華,3.5,0.93,14.2,-,54,-,38.55,8.29,30.25,-,-,-,12.26,-,-,52.0
160,臺北市,1997/12/09,陽明,2.9,0.29,39.5,-,19,-,-,-,-,-,-,-,5.64,-,100.0,36.0
161,臺北市,1997/12/09,士林,3.6,0.47,27.1,-,36,-,20.74,5.53,15.21,-,-,-,13.3,-,-,36.0
162,臺北市,1997/12/08,松山,2.3,0.76,15.9,-,19,-,23.36,5.35,18.01,-,-,-,14.14,-,-,21.0
163,臺北市,1997/12/08,古亭,2.3,0.98,9.3,-,29,29,45.32,19.96,25.35,-,-,-,13.88,-,-,29.0
164,臺北市,1997/12/08,中山,2.9,0.8,13.4,-,-,-,28.76,7.52,21.24,2.462,0.16,2.3,15.14,-,-,19.0
165,臺北市,1997/12/08,大同,6.8,3.38,-,-,25,-,142.73,113.98,28.74,3.932,1.5,2.43,15.28,-,-,49.0
166,臺北市,1997/12/08,萬華,2.4,1.09,8.3,-,28,-,36.0,10.52,25.47,-,-,-,13.8,-,-,28.0
167,臺北市,1997/12/08,陽明,1.9,0.36,30.7,-,13,-,2.41,0.1,2.31,-,-,-,7.75,-,100.0,36.0
168,臺北市,1997/12/08,士林,2.4,0.66,18.6,-,21,-,16.49,2.7,13.79,-,-,-,15.03,-,-,29.0
169,臺北市,1997/12/07,松山,2.0,1.47,5.4,-,34,-,61.11,35.6,25.51,-,-,-,18.91,-,-,34.0
170,臺北市,1997/12/07,古亭,3.2,1.3,4.5,-,34,35,53.48,28.56,24.91,-,-,-,18.37,-,-,34.0
171,臺北市,1997/12/07,中山,4.9,1.74,5.1,-,58,-,83.6,52.23,31.37,3.412,0.62,2.79,19.6,-,-,54.0
172,臺北市,1997/12/07,大同,8.1,4.1,-,-,52,-,185.37,154.13,31.24,4.968,1.9,3.07,19.64,-,-,56.0
173,臺北市,1997/12/07,萬華,4.3,1.42,3.9,-,43,-,47.03,19.81,27.22,-,-,-,18.54,-,-,43.0
174,臺北市,1997/12/07,陽明,0.9,0.34,32.9,-,13,-,3.26,0.2,3.06,-,-,-,14.39,-,94.0,33.0
175,臺北市,1997/12/07,士林,3.1,1.43,8.1,-,44,-,57.67,33.22,24.45,-,-,-,19.01,-,-,44.0
176,臺北市,1997/12/06,松山,8.9,2.34,19.4,-,87,-,116.68,69.3,47.37,-,-,-,22.44,-,-,78.0
177,臺北市,1997/12/06,古亭,8.6,2.1,14.0,-,99,64,106.05,64.12,41.93,-,-,-,22.71,-,-,75.0
178,臺北市,1997/12/06,中山,12.6,2.32,13.4,-,123,-,130.1,81.94,48.15,4.246,1.24,3.0,22.97,-,-,86.0
179,臺北市,1997/12/06,大同,15.0,4.11,-,-,87,-,155.44,117.28,38.16,6.219,2.48,3.73,22.85,-,-,69.0
180,臺北市,1997/12/06,萬華,11.0,1.85,15.6,-,111,-,83.84,42.63,41.2,-,-,-,22.11,-,-,81.0
181,臺北市,1997/12/06,陽明,2.4,0.28,55.6,-,32,-,8.86,0.51,8.35,-,-,-,18.62,-,82.0,138.0
182,臺北市,1997/12/06,士林,7.7,1.91,13.9,-,83,-,89.24,53.29,35.95,-,-,-,22.28,-,-,66.0
183,臺北市,1997/12/05,松山,6.4,2.06,10.3,-,50,-,113.36,52.31,39.75,-,-,-,22.41,-,-,50.0
184,臺北市,1997/12/05,古亭,7.5,2.44,5.3,-,80,51,-,-,-,2.104,-,-,20.04,-,-,65.0
185,臺北市,1997/12/05,中山,9.8,2.64,7.8,-,118,-,136.1,87.49,48.61,4.749,1.58,3.17,22.92,-,-,84.0
186,臺北市,1997/12/05,大同,13.0,4.94,-,-,73,-,204.1,157.62,46.48,6.844,3.11,3.73,22.58,-,-,72.0
187,臺北市,1997/12/05,萬華,9.5,2.08,23.2,-,98,-,88.96,42.26,46.7,-,-,-,21.71,-,-,131.0
188,臺北市,1997/12/05,陽明,0.8,0.05,35.2,-,13,-,2.51,0.23,2.28,-,-,-,18.39,-,85.0,34.0
189,臺北市,1997/12/05,士林,4.7,1.8,10.8,-,58,-,91.49,62.21,29.28,-,-,-,22.32,-,-,54.0
190,臺北市,1997/12/04,松山,4.9,1.13,13.7,-,21,-,55.27,27.15,28.12,-,-,-,19.63,-,-,21.0
191,臺北市,1997/12/04,古亭,4.0,1.26,14.1,-,25,30,60.01,29.36,30.64,2.577,0.44,2.14,19.92,-,-,28.0
192,臺北市,1997/12/04,中山,4.9,1.28,10.3,-,54,-,62.97,28.9,34.08,2.837,0.56,2.28,20.38,-,-,52.0
193,臺北市,1997/12/04,大同,8.8,3.79,-,-,40,-,152.29,117.72,34.57,4.865,2.11,2.75,20.53,-,-,57.0
194,臺北市,1997/12/04,萬華,4.3,1.46,13.3,-,37,-,63.67,32.36,31.31,-,-,-,19.55,-,-,37.0
195,臺北市,1997/12/04,陽明,0.5,0.05,37.7,-,13,-,1.71,0.14,1.57,-,-,-,14.65,-,96.0,34.0
196,臺北市,1997/12/04,士林,2.3,1.04,11.4,-,34,-,53.1,27.65,25.45,-,-,-,19.8,-,-,34.0
197,臺北市,1997/12/03,松山,5.0,0.8,11.8,-,20,-,46.07,14.92,31.16,-,-,-,14.4,-,-,25.0
198,臺北市,1997/12/03,古亭,2.2,0.62,18.3,-,23,22,36.09,11.87,24.23,2.048,0.16,1.89,14.15,-,-,29.0
199,臺北市,1997/12/03,中山,3.3,0.96,11.4,-,36,-,59.09,24.98,34.11,2.593,0.37,2.22,15.11,-,-,36.0
