序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
48,臺北市,1997/04/24,陽明,0.2,0.2,43.4,-,24,-,1.48,0.02,1.46,-,-,-,11.61,-,92.0,39.0
49,臺北市,1997/04/24,士林,0.4,0.39,45.5,-,50,-,12.87,1.1,11.76,-,-,-,19.54,-,-,50.0
50,臺北市,1997/04/23,松山,0.9,0.52,39.0,-,54,-,21.45,2.39,19.06,-,-,-,18.7,-,-,52.0
51,臺北市,1997/04/23,古亭,1.1,0.65,33.3,-,57,23,32.36,7.02,25.35,2.164,0.16,2.0,19.42,-,-,54.0
52,臺北市,1997/04/23,中山,1.3,0.57,38.8,-,54,-,26.99,3.58,23.42,2.274,0.19,2.08,19.24,-,-,52.0
53,臺北市,1997/04/23,大同,6.8,3.39,-,-,34,-,166.44,113.15,53.29,3.918,1.61,2.31,20.31,-,-,55.0
54,臺北市,1997/04/23,萬華,0.9,0.66,39.3,-,52,-,22.07,2.18,19.88,-,-,-,19.47,-,-,51.0
55,臺北市,1997/04/23,陽明,0.3,0.24,37.5,-,22,-,2.06,0.49,1.56,-,-,-,11.64,-,95.0,36.0
56,臺北市,1997/04/23,士林,1.1,0.41,39.2,-,46,-,12.48,1.48,11.0,-,-,-,19.19,-,-,46.0
57,臺北市,1997/04/22,松山,0.7,0.54,33.0,-,49,-,20.11,2.15,17.97,-,-,-,20.12,-,-,49.0
58,臺北市,1997/04/22,古亭,1.0,0.85,25.0,-,37,26,36.53,8.4,28.13,1.902,0.14,1.76,20.51,-,-,37.0
59,臺北市,1997/04/22,中山,1.4,0.74,28.1,-,37,-,30.21,5.74,24.46,2.322,0.2,2.12,20.58,-,-,37.0
60,臺北市,1997/04/22,大同,8.1,3.93,-,-,42,-,172.29,123.96,48.33,4.066,1.83,2.23,21.31,-,-,60.0
61,臺北市,1997/04/22,萬華,1.0,0.85,29.6,-,42,-,24.73,2.59,22.14,-,-,-,20.56,-,-,42.0
62,臺北市,1997/04/22,陽明,-,-,-,-,-,-,1.07,0.15,0.93,-,-,-,-,-,100.0,31.0
63,臺北市,1997/04/22,士林,0.5,0.56,28.3,-,38,-,16.2,2.33,13.87,-,-,-,20.67,-,-,38.0
64,臺北市,1997/04/21,松山,8.4,1.24,23.4,-,103,-,58.85,14.43,44.42,-,-,-,24.16,-,-,79.0
65,臺北市,1997/04/21,古亭,9.9,1.46,20.5,-,103,59,65.67,23.87,41.8,2.44,0.5,1.94,24.87,-,-,76.0
66,臺北市,1997/04/21,中山,12.0,1.58,21.7,-,86,-,73.77,31.88,41.89,3.221,0.61,2.61,24.35,-,-,68.0
67,臺北市,1997/04/21,大同,15.1,3.42,-,-,76,-,145.01,94.16,50.85,4.486,1.61,2.88,25.09,-,-,63.0
68,臺北市,1997/04/21,萬華,11.8,1.6,19.8,-,104,-,64.57,21.43,43.14,-,-,-,24.56,-,-,77.0
69,臺北市,1997/04/21,陽明,4.5,0.35,29.4,-,27,-,5.88,0.5,5.37,-,-,-,19.7,-,90.0,47.0
70,臺北市,1997/04/21,士林,8.7,1.3,13.9,-,97,-,64.91,29.05,35.86,-,-,-,23.96,-,-,73.0
71,臺北市,1997/04/20,松山,4.1,0.76,23.1,-,56,-,31.29,5.33,25.97,-,-,-,22.47,-,-,53.0
72,臺北市,1997/04/20,古亭,3.7,1.07,21.0,-,58,37,44.73,13.08,31.64,2.288,0.27,2.01,23.21,-,-,54.0
73,臺北市,1997/04/20,中山,7.9,1.07,21.3,-,55,-,47.89,14.01,33.88,2.624,0.31,2.32,22.74,-,-,56.0
74,臺北市,1997/04/20,大同,11.0,3.43,-,-,55,-,149.12,101.58,47.54,3.791,1.21,2.58,23.85,-,-,61.0
75,臺北市,1997/04/20,萬華,3.6,1.02,26.6,-,50,-,33.83,4.82,29.01,-,-,-,23.03,-,-,76.0
76,臺北市,1997/04/20,陽明,1.2,0.44,40.4,-,17,-,5.57,0.1,5.46,-,-,-,17.61,-,96.0,59.0
77,臺北市,1997/04/20,士林,3.4,0.99,18.4,-,57,-,38.18,9.97,28.21,-,-,-,22.96,-,-,54.0
78,臺北市,1997/04/19,松山,1.7,0.79,29.4,-,48,-,30.73,3.71,27.02,-,-,-,20.15,-,-,48.0
79,臺北市,1997/04/19,古亭,3.8,0.91,24.9,-,41,35,40.59,10.02,30.58,2.03,0.22,1.81,20.44,-,-,41.0
80,臺北市,1997/04/19,中山,1.4,0.88,30.0,-,43,-,35.85,7.47,28.38,2.391,0.23,2.16,20.75,-,-,43.0
81,臺北市,1997/04/19,大同,8.0,4.4,-,-,42,-,191.09,136.35,54.74,4.083,1.75,2.33,21.69,-,-,65.0
82,臺北市,1997/04/19,萬華,2.3,0.88,32.3,-,38,-,27.01,2.92,24.09,-,-,-,20.67,-,-,38.0
83,臺北市,1997/04/19,陽明,0.3,0.29,36.9,-,-,-,1.49,0.04,1.44,-,-,-,13.84,-,98.0,33.0
84,臺北市,1997/04/19,士林,1.5,0.64,28.9,-,34,-,19.37,2.37,17.0,-,-,-,20.78,-,-,34.0
85,臺北市,1997/04/18,松山,3.4,1.2,20.3,-,70,-,49.52,13.41,36.11,-,-,-,22.92,-,-,60.0
86,臺北市,1997/04/18,古亭,4.7,1.28,17.3,-,67,45,56.63,21.4,35.23,2.445,0.52,1.93,22.71,-,-,58.0
87,臺北市,1997/04/18,中山,5.1,1.36,18.1,-,76,-,53.08,12.54,40.54,2.944,0.6,2.34,22.79,-,-,63.0
88,臺北市,1997/04/18,大同,7.9,3.16,-,-,55,-,120.6,72.72,47.89,3.967,1.48,2.49,23.34,-,-,53.0
89,臺北市,1997/04/18,萬華,5.0,1.11,19.7,-,60,-,38.11,5.39,32.72,-,-,-,22.65,-,-,55.0
90,臺北市,1997/04/18,陽明,4.3,0.36,32.5,-,35,-,5.11,0.19,4.92,-,-,-,16.68,-,93.0,35.0
91,臺北市,1997/04/18,士林,2.8,0.96,19.3,-,62,-,33.74,4.99,28.75,-,-,-,22.59,-,-,56.0
92,臺北市,1997/04/17,松山,4.8,0.96,25.3,-,61,-,43.23,10.32,32.91,-,-,-,24.31,-,-,55.0
93,臺北市,1997/04/17,古亭,3.7,1.28,21.4,-,58,40,56.09,22.96,33.13,2.399,0.39,2.01,24.85,-,-,54.0
94,臺北市,1997/04/17,中山,5.3,1.24,24.4,-,52,-,53.14,14.42,38.72,2.499,0.26,2.26,24.76,-,-,51.0
95,臺北市,1997/04/17,大同,13.7,5.78,-,-,66,-,234.4,172.69,61.71,4.956,2.58,2.37,25.81,-,-,108.0
96,臺北市,1997/04/17,萬華,2.9,0.9,31.5,-,38,-,26.51,2.25,24.27,-,-,-,24.71,-,-,45.0
97,臺北市,1997/04/17,陽明,4.7,0.29,35.4,-,20,-,6.51,0.13,6.37,-,-,-,18.33,-,84.0,38.0
98,臺北市,1997/04/17,士林,3.5,0.76,26.7,-,49,-,27.93,3.65,24.27,-,-,-,24.82,-,-,49.0
99,臺北市,1997/04/16,松山,3.0,0.88,30.6,-,69,-,38.31,4.87,33.44,-,-,-,19.88,-,-,60.0
100,臺北市,1997/04/16,古亭,2.6,0.82,29.6,-,67,-,40.05,8.08,31.97,2.17,0.21,1.96,20.24,-,-,58.0
101,臺北市,1997/04/16,中山,-,-,-,-,-,-,48.36,8.11,40.25,-,-,-,20.1,-,-,64.0
102,臺北市,1997/04/16,大同,11.0,4.42,-,-,62,-,196.12,132.56,63.56,4.049,1.9,2.15,20.78,-,-,65.0
103,臺北市,1997/04/16,萬華,2.8,0.95,38.0,-,57,-,31.02,2.41,28.6,-,-,-,20.37,-,-,53.0
104,臺北市,1997/04/16,陽明,1.3,0.3,42.4,-,19,-,2.0,0.03,1.96,-,-,-,13.01,-,99.0,39.0
105,臺北市,1997/04/16,士林,3.8,0.53,35.7,-,56,-,20.68,1.62,19.05,-,-,-,20.14,-,-,53.0
106,臺北市,1997/04/15,松山,1.7,1.34,11.5,-,90,-,50.72,14.06,36.66,-,-,-,20.76,-,-,70.0
107,臺北市,1997/04/15,古亭,1.9,1.36,10.3,-,41,-,52.42,24.26,28.16,2.207,0.29,1.92,21.12,-,-,41.0
108,臺北市,1997/04/15,中山,3.5,1.69,-,-,-,-,67.75,23.1,44.65,3.312,0.75,2.56,20.94,-,-,59.0
109,臺北市,1997/04/15,大同,5.4,4.1,-,-,60,-,166.74,125.45,41.29,3.989,1.64,2.35,21.25,-,-,77.0
110,臺北市,1997/04/15,萬華,2.3,1.22,14.6,-,34,-,35.44,6.47,28.97,-,-,-,20.88,-,-,34.0
111,臺北市,1997/04/15,陽明,1.1,0.28,30.0,-,14,-,3.52,0.06,3.46,-,-,-,15.37,-,97.0,36.0
112,臺北市,1997/04/15,士林,2.9,0.94,16.3,-,53,-,36.08,7.84,28.24,-,-,-,21.09,-,-,51.0
113,臺北市,1997/04/14,松山,6.7,1.84,16.2,-,114,-,81.74,29.92,51.82,-,-,-,23.09,-,-,82.0
114,臺北市,1997/04/14,古亭,5.9,2.15,13.0,-,106,-,89.25,36.82,52.43,3.027,0.88,2.14,23.48,-,-,78.0
115,臺北市,1997/04/14,中山,9.3,2.17,17.1,-,97,-,101.95,37.47,64.48,-,-,-,23.12,-,-,73.0
116,臺北市,1997/04/14,大同,9.6,3.77,-,-,97,-,166.67,105.22,61.45,4.388,1.55,2.84,23.52,-,-,74.0
117,臺北市,1997/04/14,萬華,7.8,2.05,18.7,-,115,-,71.15,15.08,56.07,-,-,-,23.31,-,-,83.0
118,臺北市,1997/04/14,陽明,4.1,0.36,36.5,-,28,-,4.65,0.03,4.62,-,-,-,17.92,-,90.0,45.0
119,臺北市,1997/04/14,士林,7.0,1.45,21.7,-,90,-,61.96,19.21,42.75,-,-,-,23.1,-,-,70.0
120,臺北市,1997/04/13,松山,6.1,1.67,18.0,-,100,-,80.85,29.39,51.46,-,-,-,22.17,-,-,75.0
121,臺北市,1997/04/13,古亭,6.7,1.65,21.1,-,104,-,77.21,26.15,51.06,2.913,0.57,2.35,22.86,-,-,77.0
122,臺北市,1997/04/13,中山,9.0,2.08,18.8,-,83,-,113.42,45.62,67.81,3.219,0.75,2.47,22.38,-,-,67.0
123,臺北市,1997/04/13,大同,10.0,3.37,-,-,73,-,162.15,97.86,64.28,4.152,1.4,2.75,22.97,-,-,61.0
124,臺北市,1997/04/13,萬華,9.0,1.66,27.7,-,105,-,65.56,17.41,48.15,-,-,-,22.68,-,-,77.0
125,臺北市,1997/04/13,陽明,5.7,0.36,36.0,-,16,-,4.43,0.16,4.27,-,-,-,18.33,-,78.0,41.0
126,臺北市,1997/04/13,士林,5.7,1.49,15.8,-,89,-,68.41,22.66,45.75,-,-,-,21.93,-,-,70.0
127,臺北市,1997/04/12,松山,4.1,1.06,27.7,-,67,-,47.09,10.28,36.81,-,-,-,21.1,-,-,58.0
128,臺北市,1997/04/12,古亭,3.1,1.0,31.3,-,65,-,47.14,13.94,33.19,2.196,0.19,2.0,21.85,-,-,57.0
129,臺北市,1997/04/12,中山,4.6,1.23,25.0,-,58,-,58.44,12.23,46.2,2.449,0.26,2.19,21.46,-,-,54.0
130,臺北市,1997/04/12,大同,10.3,4.93,-,-,60,-,235.61,169.97,65.64,4.508,2.11,2.4,22.37,-,-,75.0
131,臺北市,1997/04/12,萬華,2.7,0.88,41.0,-,60,-,26.78,1.94,24.84,-,-,-,21.62,-,-,55.0
132,臺北市,1997/04/12,陽明,5.5,0.33,43.1,-,25,-,5.54,1.35,4.18,-,-,-,14.76,-,81.0,39.0
133,臺北市,1997/04/12,士林,4.4,0.66,35.8,-,54,-,25.38,2.68,22.71,-,-,-,21.64,-,-,52.0
134,臺北市,1997/04/11,松山,2.1,0.89,22.0,-,44,-,39.38,7.2,32.18,-,-,-,18.37,-,-,44.0
135,臺北市,1997/04/11,古亭,2.0,0.91,21.9,-,43,-,40.81,10.97,29.85,2.135,0.19,1.94,18.81,-,-,43.0
136,臺北市,1997/04/11,中山,2.6,1.13,20.0,-,33,-,48.17,11.33,36.84,2.543,0.31,2.23,18.56,-,-,33.0
137,臺北市,1997/04/11,大同,9.4,4.95,-,-,51,-,-,-,-,4.479,2.25,2.23,19.22,-,-,74.0
138,臺北市,1997/04/11,萬華,1.7,1.05,25.5,-,37,-,33.96,5.5,28.47,-,-,-,18.77,-,-,37.0
139,臺北市,1997/04/11,陽明,0.8,0.34,32.4,-,20,-,-,-,-,-,-,-,12.67,-,96.0,38.0
140,臺北市,1997/04/11,士林,3.0,0.68,20.7,-,44,-,27.51,2.88,24.63,-,-,-,18.71,-,-,44.0
141,臺北市,1997/04/10,松山,2.8,0.87,19.6,-,-,-,41.48,7.63,33.84,-,-,-,17.44,-,-,44.0
142,臺北市,1997/04/10,古亭,2.8,1.05,19.4,-,38,-,43.85,11.53,32.33,2.192,0.24,1.95,17.6,-,-,38.0
143,臺北市,1997/04/10,中山,3.4,1.14,19.5,-,32,-,49.71,13.51,36.2,2.512,0.3,2.21,17.78,-,-,32.0
144,臺北市,1997/04/10,大同,9.0,4.37,-,-,72,-,208.33,156.84,51.49,4.029,1.84,2.19,18.2,-,-,66.0
145,臺北市,1997/04/10,萬華,3.5,1.07,21.1,-,37,-,36.9,6.02,30.88,-,-,-,17.71,-,-,37.0
146,臺北市,1997/04/10,陽明,0.4,0.34,34.1,-,22,-,2.02,0.14,1.88,-,-,-,12.27,-,100.0,31.0
147,臺北市,1997/04/10,士林,1.3,0.74,21.7,-,28,-,26.02,3.45,22.57,-,-,-,18.18,-,-,29.0
148,臺北市,1997/04/09,松山,2.8,1.17,19.1,-,84,-,47.28,10.75,36.53,-,-,-,19.23,-,-,67.0
149,臺北市,1997/04/09,古亭,2.5,1.16,19.3,-,59,-,45.8,13.99,31.81,2.232,0.23,2.0,19.22,-,-,55.0
150,臺北市,1997/04/09,中山,3.6,1.46,16.5,-,53,-,60.7,20.79,39.9,2.927,0.5,2.43,19.58,-,-,51.0
151,臺北市,1997/04/09,大同,10.4,4.87,-,-,59,-,221.52,168.34,53.19,4.485,2.28,2.21,20.13,-,-,75.0
152,臺北市,1997/04/09,萬華,2.8,1.21,21.1,-,50,-,36.66,5.67,30.99,-,-,-,19.47,-,-,50.0
153,臺北市,1997/04/09,陽明,0.4,0.41,32.2,-,48,-,3.43,0.23,3.19,-,-,-,14.38,-,99.0,48.0
154,臺北市,1997/04/09,士林,3.0,0.84,18.2,-,39,-,30.54,4.68,25.85,-,-,-,19.8,-,-,39.0
155,臺北市,1997/04/08,松山,6.7,1.78,20.6,-,-,-,79.0,29.43,49.56,-,-,-,24.52,-,-,87.0
156,臺北市,1997/04/08,古亭,7.2,1.86,16.5,-,99,-,78.16,32.83,45.32,2.947,0.79,2.16,24.77,-,-,75.0
157,臺北市,1997/04/08,中山,10.4,1.65,15.2,-,80,-,73.74,25.33,48.41,3.237,0.77,2.46,24.4,-,-,65.0
158,臺北市,1997/04/08,大同,11.7,3.06,-,-,72,-,122.57,70.53,52.04,4.129,1.56,2.57,25.25,-,-,61.0
159,臺北市,1997/04/08,萬華,9.6,1.54,21.8,-,87,-,52.31,11.88,40.43,-,-,-,24.66,-,-,68.0
160,臺北市,1997/04/08,陽明,4.1,0.41,34.4,-,54,-,9.08,2.97,6.11,-,-,-,19.45,-,82.0,52.0
161,臺北市,1997/04/08,士林,9.1,1.12,18.1,-,92,-,48.98,13.19,35.79,-,-,-,24.47,-,-,71.0
162,臺北市,1997/04/07,松山,2.8,1.24,22.6,-,-,-,53.74,20.27,33.46,-,-,-,21.79,-,-,33.0
163,臺北市,1997/04/07,古亭,2.0,1.38,18.7,-,51,-,62.36,29.53,32.83,2.256,0.41,1.85,22.13,-,-,50.0
164,臺北市,1997/04/07,中山,5.1,1.45,22.3,-,46,-,54.61,15.4,39.21,2.581,0.46,2.12,22.11,-,-,46.0
165,臺北市,1997/04/07,大同,12.6,5.9,-,-,58,-,246.36,186.86,59.5,4.913,2.57,2.34,22.97,-,-,108.0
166,臺北市,1997/04/07,萬華,2.2,0.99,26.1,-,44,-,30.11,3.82,26.28,-,-,-,21.95,-,-,44.0
167,臺北市,1997/04/07,陽明,6.7,0.42,35.4,-,38,-,12.44,4.6,7.84,-,-,-,16.31,-,85.0,43.0
168,臺北市,1997/04/07,士林,5.5,0.85,22.9,-,47,-,35.26,8.2,27.06,-,-,-,22.16,-,-,47.0
169,臺北市,1997/04/06,松山,1.5,0.92,25.1,-,-,-,27.31,3.36,23.95,-,-,-,17.94,-,-,29.0
170,臺北市,1997/04/06,古亭,2.7,1.01,22.5,-,59,-,35.07,8.05,27.02,1.79,0.13,1.66,18.23,-,-,55.0
171,臺北市,1997/04/06,中山,2.7,1.15,22.2,-,48,-,38.92,7.89,31.03,2.425,0.18,2.24,18.27,-,-,48.0
172,臺北市,1997/04/06,大同,6.9,3.59,-,-,49,-,178.17,129.25,48.91,3.554,1.28,2.27,18.81,-,-,54.0
173,臺北市,1997/04/06,萬華,2.1,1.0,28.0,-,49,-,24.19,2.02,22.17,-,-,-,18.35,-,-,49.0
174,臺北市,1997/04/06,陽明,0.6,0.59,31.3,-,30,-,2.28,0.13,2.15,-,-,-,11.74,-,99.0,31.0
175,臺北市,1997/04/06,士林,4.4,0.84,20.2,-,48,-,25.26,2.24,23.01,-,-,-,18.33,-,-,48.0
176,臺北市,1997/04/05,松山,1.8,0.68,21.6,-,-,-,19.3,2.26,17.04,-,-,-,20.06,-,-,25.0
177,臺北市,1997/04/05,古亭,3.1,0.78,19.0,-,36,-,25.1,4.85,20.25,1.627,0.06,1.56,20.35,-,-,36.0
178,臺北市,1997/04/05,中山,2.2,0.9,19.2,-,23,-,30.43,6.68,23.75,2.322,0.18,2.14,20.66,-,-,23.0
179,臺北市,1997/04/05,大同,5.9,2.88,-,-,40,-,130.7,92.77,37.93,3.295,1.06,2.23,21.43,-,-,43.0
180,臺北市,1997/04/05,萬華,4.2,0.8,21.0,-,34,-,21.98,2.59,19.39,-,-,-,20.52,-,-,34.0
181,臺北市,1997/04/05,陽明,0.6,0.38,22.4,-,24,-,3.43,0.15,3.28,-,-,-,15.35,-,97.0,24.0
182,臺北市,1997/04/05,士林,1.8,0.7,17.1,-,24,-,17.67,1.98,15.7,-,-,-,21.44,-,-,24.0
183,臺北市,1997/04/04,松山,5.0,1.26,10.1,-,-,-,61.83,23.01,38.82,-,-,-,24.36,-,-,34.0
184,臺北市,1997/04/04,古亭,5.2,1.3,8.3,-,77,-,57.54,25.07,32.47,2.202,0.45,1.75,24.44,-,-,63.0
185,臺北市,1997/04/04,中山,6.4,1.43,9.8,-,70,-,64.98,24.69,40.29,3.236,0.65,2.58,24.4,-,-,60.0
186,臺北市,1997/04/04,大同,8.1,2.48,-,-,57,-,101.58,60.99,40.59,3.676,1.0,2.67,24.7,-,-,53.0
187,臺北市,1997/04/04,萬華,6.6,1.04,12.4,-,72,-,42.12,11.57,30.55,-,-,-,24.3,-,-,61.0
188,臺北市,1997/04/04,陽明,3.9,0.21,18.7,-,21,-,4.31,0.56,3.73,-,-,-,18.54,-,89.0,29.0
189,臺北市,1997/04/04,士林,3.9,0.9,9.7,-,63,-,40.51,12.69,27.82,-,-,-,24.05,-,-,57.0
190,臺北市,1997/04/03,松山,12.3,1.3,16.8,-,-,-,69.06,27.93,41.13,-,-,-,25.01,-,-,52.0
191,臺北市,1997/04/03,古亭,9.4,1.35,18.3,-,83,-,63.57,27.16,36.4,2.316,0.52,1.79,25.21,-,-,67.0
192,臺北市,1997/04/03,中山,10.3,1.42,18.5,-,80,-,66.07,20.58,45.49,2.952,0.59,2.36,25.33,-,-,65.0
193,臺北市,1997/04/03,大同,21.1,3.38,-,-,66,-,153.4,99.47,53.93,4.136,1.65,2.49,26.11,-,-,58.0
194,臺北市,1997/04/03,萬華,10.5,1.29,24.6,-,73,-,51.13,11.74,39.39,-,-,-,25.21,-,-,72.0
195,臺北市,1997/04/03,陽明,13.7,0.26,35.5,-,44,-,8.68,2.15,6.41,-,-,-,19.18,-,85.0,45.0
196,臺北市,1997/04/03,士林,7.4,1.17,14.8,-,75,-,56.04,21.65,34.39,-,-,-,24.64,-,-,62.0
197,臺北市,1997/04/02,松山,6.4,1.85,24.0,-,-,-,90.71,42.4,48.31,-,-,-,24.74,-,-,116.0
