序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1995/04/30,松山,17.7,1.59,26.4,-,120,71,26.04,45.26,-,-,-,26.82,-,-,85.0
2,臺北市,1995/04/30,古亭,14.7,1.48,30.4,-,104,54,14.76,39.06,2.6,0.39,2.21,27.28,-,-,95.0
3,臺北市,1995/04/30,中山,13.2,1.61,28.7,-,122,56,17.96,38.06,2.8,0.48,2.33,26.9,-,-,86.0
4,臺北市,1995/04/30,大同,16.3,3.34,-,-,116,125,71.14,54.04,4.02,1.37,2.65,27.61,-,-,83.0
5,臺北市,1995/04/30,萬華,13.4,1.41,33.8,-,125,40,7.82,31.99,-,-,-,27.06,-,-,93.0
6,臺北市,1995/04/30,陽明,10.0,0.49,52.9,-,66,0,0.01,0.0,-,-,-,20.91,-,76.0,76.0
7,臺北市,1995/04/30,士林,10.3,1.34,28.2,-,102,48,8.68,39.11,-,-,-,26.7,-,-,76.0
8,臺北市,1995/04/29,松山,28.3,1.88,36.9,-,128,97,34.02,63.14,-,-,-,26.1,-,-,165.0
9,臺北市,1995/04/29,古亭,18.0,1.8,32.1,-,102,71,22.65,47.93,2.74,0.56,2.19,26.63,-,-,120.0
10,臺北市,1995/04/29,中山,21.0,1.96,27.5,-,120,90,39.11,50.93,3.21,0.82,2.4,26.49,-,-,106.0
11,臺北市,1995/04/29,大同,26.6,4.02,-,-,112,171,102.49,68.41,4.77,1.97,2.79,27.17,-,-,81.0
12,臺北市,1995/04/29,萬華,23.2,1.99,27.5,-,110,70,18.46,51.29,-,-,-,26.61,-,-,131.0
13,臺北市,1995/04/29,陽明,8.0,0.44,53.8,-,33,3,0.21,2.91,-,-,-,20.91,-,72.0,67.0
14,臺北市,1995/04/29,士林,12.2,1.53,25.2,-,92,65,21.83,41.94,-,-,-,26.25,-,-,76.0
15,臺北市,1995/04/28,松山,29.8,1.25,7.0,-,101,80,37.99,42.4,-,-,-,24.27,-,-,76.0
16,臺北市,1995/04/28,古亭,21.3,1.55,10.6,-,-,75,31.59,42.99,2.79,0.6,2.2,25.43,-,-,74.0
17,臺北市,1995/04/28,中山,32.2,1.39,8.1,-,101,78,38.95,39.39,2.42,0.57,1.85,24.91,-,-,76.0
18,臺北市,1995/04/28,大同,40.3,5.37,-,-,103,238,181.64,56.27,4.86,2.48,2.38,25.99,-,-,90.0
19,臺北市,1995/04/28,萬華,25.5,2.03,11.5,-,99,86,41.32,44.62,-,-,-,25.43,-,-,74.0
20,臺北市,1995/04/28,陽明,2.6,0.24,41.2,-,22,4,0.19,3.76,-,-,-,20.39,-,72.0,44.0
21,臺北市,1995/04/28,士林,17.9,1.06,14.7,-,71,56,21.2,34.41,-,-,-,25.39,-,-,60.0
22,臺北市,1995/04/27,松山,23.5,1.01,11.8,-,76,67,23.99,42.72,-,-,-,22.6,-,-,63.0
23,臺北市,1995/04/27,古亭,20.8,1.23,17.7,-,-,64,21.73,42.29,2.43,0.47,1.97,23.85,-,-,35.0
24,臺北市,1995/04/27,中山,33.7,1.24,11.8,-,90,68,27.37,40.46,2.39,0.33,2.06,23.25,-,-,70.0
25,臺北市,1995/04/27,大同,38.7,4.33,-,-,93,204,147.37,56.93,4.85,2.3,2.55,24.16,-,-,72.0
26,臺北市,1995/04/27,萬華,24.7,1.57,18.7,-,74,65,23.48,41.52,-,-,-,23.73,-,-,62.0
27,臺北市,1995/04/27,陽明,3.0,0.36,42.6,-,18,5,0.42,4.43,-,-,-,20.18,-,77.0,61.0
28,臺北市,1995/04/27,士林,17.1,0.99,20.6,-,72,49,12.41,36.71,-,-,-,23.32,-,-,61.0
29,臺北市,1995/04/26,松山,6.3,0.94,22.1,-,58,38,6.98,31.34,-,-,-,20.88,-,-,54.0
30,臺北市,1995/04/26,古亭,6.3,0.83,25.7,-,49,35,7.65,27.81,1.99,0.09,1.9,21.52,-,-,49.0
31,臺北市,1995/04/26,中山,5.1,0.8,26.9,-,54,34,8.46,25.19,1.95,0.23,1.72,21.75,-,-,52.0
32,臺北市,1995/04/26,大同,13.9,4.08,-,-,72,182,128.53,53.32,4.21,2.03,2.17,22.41,-,-,61.0
33,臺北市,1995/04/26,萬華,8.0,1.03,27.2,-,49,28,4.14,24.2,-,-,-,21.62,-,-,49.0
34,臺北市,1995/04/26,陽明,0.3,0.37,50.1,-,12,3,0.43,3.04,-,-,-,15.42,-,93.0,50.0
35,臺北市,1995/04/26,士林,3.1,0.65,34.6,-,37,19,1.86,17.12,-,-,-,22.3,-,-,39.0
36,臺北市,1995/04/25,松山,19.9,1.08,28.9,-,129,51,7.38,43.29,-,-,-,24.58,-,-,90.0
37,臺北市,1995/04/25,古亭,18.7,1.26,31.7,-,126,55,12.48,42.75,2.55,0.35,2.21,25.19,-,-,88.0
38,臺北市,1995/04/25,中山,20.0,1.29,31.1,-,126,53,11.69,41.27,2.7,0.49,2.21,24.88,-,-,88.0
39,臺北市,1995/04/25,大同,23.8,4.04,-,-,123,163,100.84,62.61,4.45,1.94,2.51,25.74,-,-,86.0
40,臺北市,1995/04/25,萬華,20.5,1.29,33.1,-,134,46,7.7,38.72,-,-,-,24.93,-,-,92.0
41,臺北市,1995/04/25,陽明,5.6,0.34,58.6,-,34,6,0.05,5.69,-,-,-,19.69,-,81.0,81.0
42,臺北市,1995/04/25,士林,12.2,0.97,31.1,-,105,43,4.94,38.05,-,-,-,24.74,-,-,79.0
43,臺北市,1995/04/24,松山,8.6,1.07,23.7,-,89,43,4.26,38.96,-,-,-,23.82,-,-,69.0
44,臺北市,1995/04/24,古亭,11.9,1.12,23.0,-,83,50,12.42,37.36,2.43,0.55,1.88,24.2,-,-,66.0
45,臺北市,1995/04/24,中山,12.1,1.18,21.9,-,92,45,11.81,33.34,2.53,0.43,2.12,23.88,-,-,71.0
46,臺北市,1995/04/24,大同,16.2,3.69,-,-,86,149,96.29,52.94,4.24,1.81,2.43,24.77,-,-,68.0
47,臺北市,1995/04/24,萬華,12.2,1.07,24.7,-,88,35,5.67,29.34,-,-,-,24.01,-,-,69.0
48,臺北市,1995/04/24,陽明,3.1,0.32,49.3,-,22,6,0.12,5.98,-,-,-,19.13,-,83.0,73.0
49,臺北市,1995/04/24,士林,7.7,0.83,26.9,-,80,35,6.89,28.36,-,-,-,23.95,-,-,65.0
50,臺北市,1995/04/23,松山,7.6,1.1,12.5,-,61,50,15.99,34.0,-,-,-,23.47,-,-,55.0
51,臺北市,1995/04/23,古亭,8.3,1.09,12.3,-,59,54,22.35,31.83,2.54,0.27,2.27,23.4,-,-,54.0
52,臺北市,1995/04/23,中山,10.9,1.53,11.8,-,62,61,28.03,32.92,2.73,0.5,2.23,24.07,-,-,56.0
53,臺北市,1995/04/23,大同,16.7,4.48,-,-,79,213,159.82,52.97,4.43,1.89,2.54,24.75,-,-,64.0
54,臺北市,1995/04/23,萬華,8.5,1.29,12.0,-,62,44,13.79,30.26,-,-,-,23.66,-,-,56.0
55,臺北市,1995/04/23,陽明,2.5,0.23,39.7,-,13,5,0.29,5.14,-,-,-,19.1,-,77.0,39.0
56,臺北市,1995/04/23,士林,7.1,0.73,20.3,-,46,32,6.28,25.55,-,-,-,25.12,-,-,46.0
57,臺北市,1995/04/22,松山,22.3,2.08,28.0,-,148,90,32.81,56.87,-,-,-,26.13,-,-,99.0
58,臺北市,1995/04/22,古亭,16.3,2.11,31.4,-,118,87,31.25,55.85,3.37,0.82,2.55,26.81,-,-,97.0
59,臺北市,1995/04/22,中山,32.5,2.61,26.7,-,153,119,50.22,64.16,3.86,1.22,2.64,26.97,-,-,101.0
60,臺北市,1995/04/22,大同,33.6,5.14,-,-,145,227,147.04,79.79,5.63,2.39,3.24,27.6,-,-,97.0
61,臺北市,1995/04/22,萬華,19.9,1.98,29.9,-,131,72,22.6,49.09,-,-,-,26.77,-,-,96.0
62,臺北市,1995/04/22,陽明,6.3,0.33,58.2,-,41,9,0.1,8.72,-,-,-,22.19,-,73.0,95.0
63,臺北市,1995/04/22,士林,12.8,1.44,25.2,-,103,67,24.58,42.4,-,-,-,26.66,-,-,77.0
64,臺北市,1995/04/21,松山,20.3,1.79,15.9,-,106,79,26.72,51.98,-,-,-,24.7,-,-,76.0
65,臺北市,1995/04/21,古亭,17.0,1.82,21.5,-,104,83,32.81,50.23,3.36,0.88,2.49,25.17,-,-,86.0
66,臺北市,1995/04/21,中山,18.8,1.71,19.4,-,103,76,33.34,42.89,3.48,0.79,2.69,24.85,-,-,77.0
67,臺北市,1995/04/21,大同,21.8,3.81,-,-,96,149,93.64,55.31,5.11,2.02,3.09,25.61,-,-,73.0
68,臺北市,1995/04/21,萬華,21.5,1.75,21.2,-,120,72,25.3,46.55,-,-,-,24.9,-,-,87.0
69,臺北市,1995/04/21,陽明,3.7,0.36,57.3,-,21,7,0.18,6.67,-,-,-,19.4,-,80.0,98.0
70,臺北市,1995/04/21,士林,12.9,1.28,18.8,-,80,58,19.52,38.86,-,-,-,24.44,-,-,65.0
71,臺北市,1995/04/20,松山,4.8,0.84,18.5,-,39,35,1.8,33.6,-,-,-,23.15,-,-,39.0
72,臺北市,1995/04/20,古亭,5.6,0.92,28.0,-,30,41,13.41,27.31,2.42,0.38,2.32,23.09,-,-,91.0
73,臺北市,1995/04/20,中山,4.0,0.99,20.8,-,42,41,12.5,28.5,2.43,0.37,2.06,23.33,-,-,42.0
74,臺北市,1995/04/20,大同,14.0,4.93,-,-,63,224,168.92,55.42,4.77,2.53,2.24,24.24,-,-,88.0
75,臺北市,1995/04/20,萬華,2.6,1.13,26.4,-,37,32,7.91,24.37,-,-,-,23.29,-,-,37.0
76,臺北市,1995/04/20,陽明,3.7,0.25,46.8,-,13,5,0.61,4.39,-,-,-,16.33,-,86.0,45.0
77,臺北市,1995/04/20,士林,5.1,0.53,30.8,-,34,23,2.35,20.78,-,-,-,23.45,-,-,35.0
78,臺北市,1995/04/19,松山,5.4,0.85,18.2,-,61,39,4.72,34.73,-,-,-,19.63,-,-,56.0
79,臺北市,1995/04/19,古亭,4.6,0.87,21.4,-,46,41,11.4,30.07,2.21,0.27,1.94,19.74,-,-,46.0
80,臺北市,1995/04/19,中山,4.4,0.76,21.8,-,43,32,7.87,24.38,2.21,0.25,1.96,20.02,-,-,43.0
81,臺北市,1995/04/19,大同,12.6,3.63,-,-,67,179,127.28,51.45,3.96,1.66,2.3,20.52,-,-,59.0
82,臺北市,1995/04/19,萬華,5.5,0.88,20.7,-,41,32,5.99,25.65,-,-,-,19.88,-,-,41.0
83,臺北市,1995/04/19,陽明,0.5,0.24,46.3,-,14,3,0.49,2.28,-,-,-,12.78,-,97.0,48.0
84,臺北市,1995/04/19,士林,2.0,0.52,29.3,-,34,20,2.64,16.9,-,-,-,20.12,-,-,37.0
85,臺北市,1995/04/18,松山,14.2,1.51,25.6,-,109,67,19.64,47.14,-,-,-,26.19,-,-,79.0
86,臺北市,1995/04/18,古亭,11.5,1.53,18.8,-,90,64,23.21,41.07,3.41,0.74,2.66,26.49,-,-,70.0
87,臺北市,1995/04/18,中山,17.8,1.77,13.7,-,101,74,33.75,39.99,3.33,0.76,2.57,26.01,-,-,75.0
88,臺北市,1995/04/18,大同,19.7,3.68,-,-,94,124,75.64,48.51,4.83,1.87,2.97,26.41,-,-,72.0
89,臺北市,1995/04/18,萬華,15.6,1.6,17.1,-,107,61,19.76,41.65,-,-,-,25.94,-,-,78.0
