序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
21,臺北市,2014/10/29,士林,2.4,0.24,-,49.9,48,22,10.81,4.27,6.54,2.88,26.07,64.77
22,臺北市,2014/10/28,松山,1.8,0.36,411.69,40.3,46,20,21.14,3.69,17.46,2.27,23.44,64.88
23,臺北市,2014/10/28,古亭,1.6,0.3,-,42.0,49,20,13.4,1.8,11.59,3.47,23.78,68.62
24,臺北市,2014/10/28,中山,2.6,0.51,-,35.2,63,21,27.13,5.32,21.8,3.0,24.29,65.42
25,臺北市,2014/10/28,大同,3.1,1.06,-,-,61,15,60.77,26.93,33.84,-,-,-
26,臺北市,2014/10/28,萬華,2.2,0.38,-,37.7,45,20,23.24,3.7,19.53,3.93,23.98,65.68
27,臺北市,2014/10/28,陽明,1.4,0.16,403.28,54.8,21,15,1.93,0.76,1.15,-,16.35,93.77
28,臺北市,2014/10/28,士林,2.8,0.23,-,52.9,46,21,10.64,2.1,8.53,3.51,23.8,64.42
29,臺北市,2014/10/27,松山,3.7,0.33,409.02,40.8,38,18,18.2,2.81,15.38,2.55,25.0,70.84
30,臺北市,2014/10/27,古亭,3.6,0.35,-,36.4,44,23,17.4,2.54,14.86,3.07,25.41,74.33
31,臺北市,2014/10/27,中山,3.7,0.49,-,33.8,60,22,24.23,4.33,19.9,2.6,26.04,69.02
32,臺北市,2014/10/27,大同,4.0,0.98,-,-,51,18,56.54,24.71,31.83,-,-,-
33,臺北市,2014/10/27,萬華,3.3,0.36,-,36.8,37,20,21.99,3.68,18.31,3.41,25.71,69.95
34,臺北市,2014/10/27,陽明,1.4,0.15,401.91,52.3,19,16,1.9,0.88,1.0,-,18.77,92.57
35,臺北市,2014/10/27,士林,1.7,0.25,-,49.0,39,22,10.62,1.42,9.17,2.73,25.73,65.18
36,臺北市,2014/10/26,松山,3.2,0.4,420.23,24.3,24,12,21.71,4.81,16.9,1.46,25.62,75.68
37,臺北市,2014/10/26,古亭,3.0,0.45,-,20.8,31,14,22.95,5.34,17.6,1.8,26.28,76.88
38,臺北市,2014/10/26,中山,3.6,0.55,-,21.6,43,14,26.92,5.96,20.96,1.58,26.87,72.22
39,臺北市,2014/10/26,大同,3.4,1.34,-,-,41,12,68.21,36.39,31.82,-,-,-
40,臺北市,2014/10/26,萬華,3.2,0.5,-,22.6,27,13,26.57,5.31,21.27,1.75,26.64,72.75
41,臺北市,2014/10/26,陽明,2.8,0.19,400.82,44.3,17,15,3.2,0.76,2.41,-,20.98,89.15
42,臺北市,2014/10/26,士林,2.4,0.39,-,30.8,24,14,19.56,4.73,14.82,1.53,26.51,70.9
43,臺北市,2014/10/25,松山,2.1,0.36,410.39,25.9,21,9,22.61,4.5,18.11,1.96,23.79,79.89
44,臺北市,2014/10/25,古亭,1.8,0.38,-,23.7,27,9,21.68,3.94,17.74,2.79,24.49,81.91
45,臺北市,2014/10/25,中山,3.5,0.48,-,23.1,39,10,26.15,5.63,20.52,2.37,25.0,77.25
46,臺北市,2014/10/25,大同,3.7,1.1,-,-,35,7,61.96,31.74,30.22,-,-,-
47,臺北市,2014/10/25,萬華,3.1,0.37,-,24.1,23,10,25.54,5.4,20.15,2.99,24.7,78.32
48,臺北市,2014/10/25,陽明,1.3,0.11,400.39,42.2,5,4,2.08,0.49,1.55,-,18.72,94.0
49,臺北市,2014/10/25,士林,4.1,0.2,-,38.2,22,10,10.17,1.37,8.8,2.69,24.9,73.21
50,臺北市,2014/10/24,松山,3.0,0.42,413.9,25.9,28,13,27.66,5.11,22.55,1.91,23.48,72.35
51,臺北市,2014/10/24,古亭,1.5,0.32,-,33.7,31,8,16.55,3.03,13.52,3.16,24.18,73.52
52,臺北市,2014/10/24,中山,4.6,0.53,-,24.0,47,12,32.09,7.77,24.32,2.75,24.47,71.29
53,臺北市,2014/10/24,大同,5.8,1.45,-,-,45,9,91.33,52.94,38.39,-,-,-
54,臺北市,2014/10/24,萬華,4.4,0.41,-,26.2,30,13,28.91,6.2,22.71,3.4,24.18,71.61
55,臺北市,2014/10/24,陽明,0.8,0.12,403.06,47.4,8,6,1.16,0.3,0.8,-,17.39,93.98
56,臺北市,2014/10/24,士林,3.6,0.22,-,42.5,23,12,10.92,1.77,9.16,2.81,24.09,68.59
57,臺北市,2014/10/23,松山,1.8,0.41,414.02,31.9,33,11,26.34,4.55,21.79,1.69,23.07,64.32
58,臺北市,2014/10/23,古亭,1.2,0.37,-,36.2,37,10,18.72,2.74,15.98,2.86,23.84,66.74
59,臺北市,2014/10/23,中山,2.8,0.59,-,26.8,51,11,34.49,8.67,25.82,2.18,23.97,64.18
60,臺北市,2014/10/23,大同,3.3,1.18,-,-,49,7,70.66,35.15,35.51,-,-,-
61,臺北市,2014/10/23,萬華,2.8,0.41,-,30.0,34,11,29.67,5.78,23.89,2.61,23.74,63.71
62,臺北市,2014/10/23,陽明,1.4,0.16,401.85,50.5,14,7,1.32,0.36,0.94,-,16.49,91.8
63,臺北市,2014/10/23,士林,1.6,0.24,-,46.3,31,8,12.09,3.64,8.45,2.6,23.39,62.76
64,臺北市,2014/10/22,松山,2.4,0.56,428.29,28.0,41,21,27.78,4.52,23.26,2.03,23.54,78.13
65,臺北市,2014/10/22,古亭,2.1,0.54,-,24.3,41,21,24.09,4.1,19.99,2.35,23.9,79.51
66,臺北市,2014/10/22,中山,2.2,0.78,-,21.2,59,22,39.11,9.15,29.96,1.87,24.78,74.83
67,臺北市,2014/10/22,大同,3.5,1.52,-,-,52,17,80.43,40.15,40.27,-,-,-
68,臺北市,2014/10/22,萬華,2.6,0.62,-,21.8,37,21,31.75,4.89,26.86,1.96,24.54,74.84
69,臺北市,2014/10/22,陽明,1.8,0.24,410.81,46.9,14,12,3.73,0.88,2.85,-,18.18,92.32
70,臺北市,2014/10/22,士林,2.2,0.53,-,30.4,34,17,23.11,4.13,18.97,1.75,23.85,73.89
71,臺北市,2014/10/21,松山,3.9,0.92,445.88,33.9,51,32,50.25,15.44,34.8,1.55,27.52,65.48
72,臺北市,2014/10/21,古亭,3.0,0.8,-,29.2,56,33,37.41,7.38,30.02,1.67,27.65,68.5
73,臺北市,2014/10/21,中山,5.9,1.09,-,25.7,76,31,56.87,16.31,40.56,1.46,28.49,63.87
74,臺北市,2014/10/21,大同,6.6,2.06,-,-,66,23,90.5,41.39,49.11,-,-,-
75,臺北市,2014/10/21,萬華,5.0,1.0,-,27.9,57,35,46.32,7.97,38.35,1.18,28.09,65.3
76,臺北市,2014/10/21,陽明,1.3,0.14,406.03,38.7,13,10,3.09,0.66,2.4,-,23.34,67.33
77,臺北市,2014/10/21,士林,3.7,0.7,-,26.4,47,27,37.49,8.17,29.31,1.46,27.17,66.47
78,臺北市,2014/10/20,松山,1.4,0.56,422.88,18.1,26,12,31.53,12.7,18.83,1.26,27.03,66.67
79,臺北市,2014/10/20,古亭,1.7,0.58,-,20.3,35,15,28.95,8.88,20.07,1.53,27.68,68.83
80,臺北市,2014/10/20,中山,4.1,0.88,-,15.4,48,15,45.03,20.93,24.1,1.4,28.18,64.53
81,臺北市,2014/10/20,大同,3.3,1.94,-,-,47,14,91.97,55.6,36.38,-,-,-
82,臺北市,2014/10/20,萬華,2.7,0.71,-,22.9,32,17,33.56,7.65,25.91,1.35,28.12,64.46
83,臺北市,2014/10/20,陽明,1.1,0.16,399.68,42.7,14,11,3.19,0.34,2.86,-,22.12,84.54
84,臺北市,2014/10/20,士林,2.2,0.44,-,27.6,34,20,24.97,5.54,19.43,1.45,27.29,66.86
85,臺北市,2014/10/19,松山,0.9,0.4,412.27,26.4,34,17,18.79,3.23,15.55,1.6,25.26,70.51
86,臺北市,2014/10/19,古亭,1.3,0.32,-,28.2,39,17,15.85,3.31,12.55,2.73,26.18,69.65
87,臺北市,2014/10/19,中山,2.2,0.43,-,26.3,52,18,21.27,4.65,16.62,2.42,26.41,69.25
88,臺北市,2014/10/19,大同,2.4,1.03,-,-,51,12,59.88,31.39,28.5,-,-,-
89,臺北市,2014/10/19,萬華,1.8,0.37,-,25.4,35,18,23.53,4.81,18.72,2.78,26.37,68.57
90,臺北市,2014/10/19,陽明,1.8,0.13,400.31,40.9,18,14,2.07,0.6,1.43,-,19.56,93.11
91,臺北市,2014/10/19,士林,6.3,0.19,-,40.3,32,18,8.12,3.08,5.04,2.76,25.54,66.36
92,臺北市,2014/10/18,松山,2.3,0.4,411.83,44.3,58,26,19.12,2.31,16.82,1.79,24.94,61.76
93,臺北市,2014/10/18,古亭,1.6,0.34,-,44.5,57,30,15.02,2.48,12.54,3.07,25.54,64.57
94,臺北市,2014/10/18,中山,2.0,0.53,-,37.6,75,26,26.01,3.99,22.03,2.58,25.71,62.66
95,臺北市,2014/10/18,大同,2.7,1.12,-,-,70,23,63.67,25.91,37.76,-,-,-
96,臺北市,2014/10/18,萬華,1.5,0.44,-,39.4,55,29,24.74,3.67,21.07,2.98,25.58,62.2
97,臺北市,2014/10/18,陽明,1.6,0.19,403.24,59.1,33,24,2.82,1.01,1.8,-,18.15,92.93
98,臺北市,2014/10/18,士林,3.0,0.27,-,55.5,55,29,12.85,2.94,9.92,3.14,25.31,63.16
99,臺北市,2014/10/17,松山,1.9,0.42,415.22,32.6,43,17,26.4,3.83,22.58,1.99,23.0,69.05
100,臺北市,2014/10/17,古亭,1.2,0.39,-,37.1,42,18,19.46,3.17,16.29,2.68,23.75,70.33
101,臺北市,2014/10/17,中山,2.9,0.58,-,29.5,57,17,31.47,5.56,25.9,2.5,24.04,69.05
102,臺北市,2014/10/17,大同,3.5,1.49,-,-,56,13,84.62,43.64,40.98,-,-,-
103,臺北市,2014/10/17,萬華,2.7,0.45,-,32.3,41,16,28.52,4.55,23.97,3.19,23.91,68.16
104,臺北市,2014/10/17,陽明,1.6,0.16,401.23,57.1,17,12,1.46,0.29,1.25,-,16.89,93.96
105,臺北市,2014/10/17,士林,3.8,0.24,-,52.3,41,20,11.02,1.29,9.71,3.2,23.8,67.7
106,臺北市,2014/10/16,松山,-,-,-,-,-,-,-,-,-,-,-,-
107,臺北市,2014/10/16,古亭,2.4,0.43,-,45.1,49,24,20.8,3.79,17.01,2.79,22.08,60.69
108,臺北市,2014/10/16,中山,3.4,0.63,-,37.5,68,23,33.58,5.15,28.44,1.94,22.79,58.58
109,臺北市,2014/10/16,大同,4.6,1.42,-,-,62,23,84.75,41.64,43.11,-,-,-
110,臺北市,2014/10/16,萬華,2.6,0.55,-,37.8,48,26,31.63,5.18,26.45,2.43,22.42,57.74
111,臺北市,2014/10/16,陽明,2.3,0.2,401.06,66.8,25,18,2.83,0.49,2.33,-,16.02,85.52
112,臺北市,2014/10/16,士林,3.4,0.38,-,52.6,48,25,18.53,2.78,15.75,2.29,21.81,60.25
113,臺北市,2014/10/15,松山,4.5,0.63,427.0,54.0,78,40,30.26,2.65,27.61,1.8,21.34,58.43
114,臺北市,2014/10/15,古亭,4.6,0.59,-,58.8,82,44,24.0,3.54,20.46,2.49,21.89,60.69
115,臺北市,2014/10/15,中山,4.2,0.9,-,38.9,103,40,46.46,7.11,39.36,1.75,22.39,59.44
116,臺北市,2014/10/15,大同,4.9,1.17,-,-,90,39,72.78,23.9,48.88,-,-,-
117,臺北市,2014/10/15,萬華,4.2,0.68,-,53.2,76,41,33.59,3.53,30.06,2.05,22.28,56.58
118,臺北市,2014/10/15,陽明,4.1,0.34,401.15,81.1,49,40,4.74,0.42,4.25,-,15.19,85.92
119,臺北市,2014/10/15,士林,4.3,0.54,-,64.5,80,42,21.1,2.42,18.68,2.05,21.37,60.57
120,臺北市,2014/10/14,松山,3.3,0.6,423.61,46.5,82,42,23.12,2.49,20.63,1.99,21.54,60.8
121,臺北市,2014/10/14,古亭,2.8,0.56,-,42.0,81,44,22.32,3.58,18.74,2.36,21.75,65.34
122,臺北市,2014/10/14,中山,3.8,0.83,-,34.9,103,39,39.41,7.15,32.27,1.75,22.66,61.07
123,臺北市,2014/10/14,大同,4.2,1.25,-,-,92,39,69.19,26.4,42.8,-,-,-
124,臺北市,2014/10/14,萬華,3.4,0.6,-,43.5,76,40,27.36,4.31,23.04,2.25,22.16,60.44
125,臺北市,2014/10/14,陽明,3.0,0.34,400.65,64.8,48,38,4.07,0.76,3.29,-,15.62,85.12
126,臺北市,2014/10/14,士林,3.9,0.51,-,48.2,78,42,20.88,2.64,18.24,2.05,21.5,63.28
127,臺北市,2014/10/13,松山,2.7,0.69,433.3,33.6,62,33,32.66,7.75,24.91,1.56,22.31,66.59
128,臺北市,2014/10/13,古亭,1.5,0.54,-,33.8,67,35,24.87,4.47,20.39,2.04,22.52,70.26
129,臺北市,2014/10/13,中山,1.6,0.76,-,26.8,81,32,38.63,7.76,30.87,1.56,23.4,66.11
130,臺北市,2014/10/13,大同,3.6,1.63,-,-,77,28,85.72,41.3,44.42,-,-,-
131,臺北市,2014/10/13,萬華,1.9,0.65,-,29.4,58,37,32.11,5.11,27.0,1.73,23.13,65.53
132,臺北市,2014/10/13,陽明,1.9,0.25,398.69,64.5,45,35,3.42,0.89,2.54,-,16.62,88.9
133,臺北市,2014/10/13,士林,2.5,0.62,-,35.0,62,34,30.13,6.4,23.73,1.67,22.17,67.91
134,臺北市,2014/10/12,松山,3.2,0.64,425.27,28.2,51,26,37.44,12.14,25.29,1.64,24.01,66.64
135,臺北市,2014/10/12,古亭,1.8,0.55,-,26.7,52,24,26.69,6.34,20.35,1.94,24.16,73.12
136,臺北市,2014/10/12,中山,4.8,0.86,-,21.4,73,23,49.78,19.88,29.91,1.49,24.76,67.81
137,臺北市,2014/10/12,大同,3.3,1.31,-,-,65,17,66.26,34.61,31.65,-,-,-
138,臺北市,2014/10/12,萬華,2.6,0.71,-,25.9,52,22,33.87,8.63,25.24,1.58,24.48,69.29
139,臺北市,2014/10/12,陽明,1.5,0.16,395.47,51.7,21,17,2.45,0.26,2.19,-,17.37,91.54
140,臺北市,2014/10/12,士林,1.7,0.4,-,37.9,46,20,17.1,3.92,13.18,2.13,23.54,68.71
141,臺北市,2014/10/11,松山,1.2,0.24,404.58,40.5,41,20,10.34,1.82,8.52,1.85,24.92,75.54
142,臺北市,2014/10/11,古亭,1.4,0.41,-,26.5,46,22,19.54,2.34,17.18,1.83,24.79,84.37
143,臺北市,2014/10/11,中山,3.3,0.6,-,23.4,60,20,32.4,9.99,22.41,1.75,25.07,81.37
144,臺北市,2014/10/11,大同,1.8,0.87,-,-,55,14,37.9,16.24,21.66,-,-,-
145,臺北市,2014/10/11,萬華,2.0,0.44,-,29.0,42,17,20.95,2.73,18.22,1.35,24.77,82.35
146,臺北市,2014/10/11,陽明,1.2,0.14,392.33,46.7,5,2,1.34,0.25,1.11,-,19.43,94.0
147,臺北市,2014/10/11,士林,1.3,0.19,-,41.8,36,16,8.08,2.37,5.7,2.79,24.08,79.14
148,臺北市,2014/10/10,松山,2.4,0.16,399.3,36.8,34,14,6.35,1.6,4.75,3.19,25.49,80.69
149,臺北市,2014/10/10,古亭,1.3,0.24,-,26.0,42,15,11.81,1.75,10.05,2.31,25.76,84.84
150,臺北市,2014/10/10,中山,1.3,0.26,-,26.8,50,13,15.45,4.38,11.07,2.29,26.15,80.66
151,臺北市,2014/10/10,大同,2.1,0.62,-,-,45,9,40.2,22.3,17.9,-,-,-
152,臺北市,2014/10/10,萬華,1.4,0.3,-,24.4,34,11,18.96,4.35,14.61,1.96,26.05,80.5
153,臺北市,2014/10/10,陽明,1.4,0.1,391.8,38.0,5,3,1.72,0.49,1.17,-,20.5,94.0
154,臺北市,2014/10/10,士林,1.8,0.15,-,34.0,28,10,6.76,1.91,4.85,2.81,25.61,76.74
155,臺北市,2014/10/09,松山,1.4,0.28,404.23,35.3,34,15,14.81,2.64,12.17,2.49,24.36,81.88
156,臺北市,2014/10/09,古亭,1.7,0.41,-,24.3,41,16,23.29,5.4,17.9,2.41,24.49,86.2
157,臺北市,2014/10/09,中山,2.0,0.51,-,25.3,51,15,26.03,7.22,18.79,2.05,25.36,79.64
158,臺北市,2014/10/09,大同,2.0,1.27,-,-,51,11,74.8,44.13,30.67,-,-,-
159,臺北市,2014/10/09,萬華,2.0,0.44,-,23.5,36,13,29.86,7.08,22.78,2.1,25.16,79.6
160,臺北市,2014/10/09,陽明,1.4,0.12,392.51,42.3,10,7,1.02,0.34,0.62,-,19.41,93.69
161,臺北市,2014/10/09,士林,1.7,0.21,-,36.8,32,14,11.79,2.45,9.34,2.15,24.68,77.56
162,臺北市,2014/10/08,松山,4.4,0.31,408.86,35.3,42,17,19.04,3.01,16.54,2.28,24.37,68.37
163,臺北市,2014/10/08,古亭,2.9,0.36,-,29.6,43,18,20.99,3.47,17.52,2.8,24.57,72.69
164,臺北市,2014/10/08,中山,1.9,0.51,-,28.1,57,16,26.83,6.78,20.04,2.28,25.26,69.29
165,臺北市,2014/10/08,大同,2.9,0.89,-,-,55,12,53.47,24.17,29.3,-,-,-
166,臺北市,2014/10/08,萬華,3.1,0.37,-,29.7,38,17,26.25,4.86,21.39,2.94,24.95,68.89
167,臺北市,2014/10/08,陽明,1.5,0.12,390.08,47.7,16,10,1.62,0.46,1.09,-,17.66,93.64
168,臺北市,2014/10/08,士林,1.7,0.19,-,43.4,39,14,11.17,2.99,8.19,2.85,24.84,65.61
169,臺北市,2014/10/07,松山,2.3,0.34,410.45,43.4,39,16,19.43,2.78,16.66,2.09,23.79,62.26
170,臺北市,2014/10/07,古亭,2.8,0.37,-,38.5,46,19,19.25,2.78,16.47,2.66,23.82,67.51
171,臺北市,2014/10/07,中山,2.1,0.58,-,34.8,62,17,30.77,6.78,23.99,2.1,24.7,62.21
172,臺北市,2014/10/07,大同,2.2,1.09,-,-,57,14,68.45,32.19,36.26,-,-,-
173,臺北市,2014/10/07,萬華,2.1,0.41,-,38.4,41,20,25.81,3.81,21.99,2.69,24.35,61.46
174,臺北市,2014/10/07,陽明,1.5,0.17,394.91,55.0,19,12,1.9,0.7,1.2,-,16.81,91.74
175,臺北市,2014/10/07,士林,2.0,0.27,-,50.3,39,15,11.49,1.71,9.77,2.52,24.18,60.42
176,臺北市,2014/10/06,松山,3.2,0.41,411.73,56.1,67,34,16.41,1.62,14.79,2.34,24.55,59.78
177,臺北市,2014/10/06,古亭,2.6,0.44,-,47.7,69,35,18.0,1.8,16.2,2.84,24.87,63.33
178,臺北市,2014/10/06,中山,3.6,0.6,-,45.4,91,31,27.63,6.2,21.43,2.17,25.46,60.29
179,臺北市,2014/10/06,大同,2.6,1.01,-,-,82,25,58.01,22.45,35.55,-,-,-
180,臺北市,2014/10/06,萬華,2.7,0.49,-,47.2,69,33,26.21,2.56,23.63,2.58,25.18,59.4
181,臺北市,2014/10/06,陽明,1.8,0.26,397.71,64.4,43,33,2.58,0.28,2.25,-,17.61,88.91
182,臺北市,2014/10/06,士林,2.1,0.35,-,60.9,66,32,10.33,1.1,9.22,2.68,24.71,60.26
183,臺北市,2014/10/05,松山,1.9,0.25,405.62,57.4,48,18,8.97,1.65,7.32,2.37,25.16,61.55
184,臺北市,2014/10/05,古亭,1.4,0.34,-,44.0,56,16,14.23,1.96,12.27,2.16,25.55,65.17
185,臺北市,2014/10/05,中山,1.3,0.36,-,46.2,67,17,16.07,2.99,13.09,2.12,25.86,62.08
186,臺北市,2014/10/05,大同,2.4,0.77,-,-,61,14,47.45,17.61,29.83,-,-,-
187,臺北市,2014/10/05,萬華,1.7,0.36,-,45.0,50,18,18.49,1.57,16.9,1.86,25.73,60.81
188,臺北市,2014/10/05,陽明,1.3,0.19,395.65,56.8,24,14,2.14,0.42,1.72,-,17.81,93.6
189,臺北市,2014/10/05,士林,1.5,0.25,-,53.4,49,18,9.05,1.25,7.79,1.91,25.35,61.31
190,臺北市,2014/10/04,松山,1.6,0.28,406.35,51.0,44,16,11.27,1.7,9.56,1.95,24.71,58.04
191,臺北市,2014/10/04,古亭,1.5,0.41,-,37.1,53,20,18.43,3.07,15.35,1.89,24.83,62.72
192,臺北市,2014/10/04,中山,2.0,0.36,-,42.1,65,18,19.14,3.72,15.42,2.2,25.31,59.66
193,臺北市,2014/10/04,大同,2.8,0.86,-,-,56,13,57.84,25.16,32.67,-,-,-
194,臺北市,2014/10/04,萬華,1.8,0.41,-,39.4,45,18,22.19,2.47,19.72,1.77,25.19,57.98
195,臺北市,2014/10/04,陽明,1.4,0.15,394.64,54.0,21,12,2.12,0.91,1.22,-,17.35,92.54
196,臺北市,2014/10/04,士林,1.6,0.24,-,48.7,45,17,10.66,1.67,8.99,1.46,24.82,58.73
197,臺北市,2014/10/03,松山,2.0,0.44,414.59,50.8,56,25,16.13,1.59,14.53,1.93,25.49,66.31
198,臺北市,2014/10/03,古亭,1.9,0.5,-,41.5,60,25,19.98,3.06,16.93,2.11,25.98,68.03
199,臺北市,2014/10/03,中山,3.6,0.62,-,40.7,78,26,27.63,4.8,22.83,1.7,26.52,65.04
200,臺北市,2014/10/03,大同,3.2,1.24,-,-,101,33,78.42,37.42,41.01,-,-,-
201,臺北市,2014/10/03,萬華,2.0,0.55,-,40.8,53,26,27.44,3.29,24.15,1.81,26.29,64.26
202,臺北市,2014/10/03,陽明,1.7,0.26,398.35,62.2,32,23,2.2,0.26,1.94,-,19.27,89.76
203,臺北市,2014/10/03,士林,2.9,0.38,-,55.7,53,26,13.09,1.85,11.23,2.09,25.65,66.09
204,臺北市,2014/10/02,松山,2.3,0.4,408.16,43.9,34,16,16.51,2.76,13.75,1.91,26.54,73.37
205,臺北市,2014/10/02,古亭,3.7,0.45,-,34.2,43,18,21.55,3.7,17.85,2.45,27.26,75.27
206,臺北市,2014/10/02,中山,2.8,0.6,-,35.0,55,17,25.95,5.19,20.76,1.96,27.63,71.87
207,臺北市,2014/10/02,大同,3.1,1.48,-,-,51,14,70.84,35.21,35.63,-,-,-
208,臺北市,2014/10/02,萬華,2.6,0.44,-,38.4,38,18,23.35,3.04,20.31,2.37,27.26,72.39
209,臺北市,2014/10/02,陽明,1.4,0.22,399.42,49.1,15,11,1.65,0.32,1.29,-,20.93,89.37
210,臺北市,2014/10/02,士林,2.2,0.41,-,38.3,33,17,-,-,-,1.68,26.64,72.78
211,臺北市,2014/10/01,松山,1.5,0.45,409.87,33.1,34,15,21.05,3.29,17.76,1.86,26.03,81.51
212,臺北市,2014/10/01,古亭,2.5,0.47,-,28.9,39,13,19.68,3.44,16.24,2.44,26.45,84.9
213,臺北市,2014/10/01,中山,1.3,0.65,-,28.3,53,15,27.78,6.97,20.81,2.08,27.43,77.33
214,臺北市,2014/10/01,大同,2.5,1.38,-,-,48,10,64.36,32.54,31.83,-,-,-
215,臺北市,2014/10/01,萬華,1.8,0.47,-,32.2,34,16,22.99,3.91,19.08,2.66,26.97,78.86
216,臺北市,2014/10/01,陽明,1.6,0.22,414.01,49.9,12,9,1.63,0.33,1.34,-,20.77,94.0
217,臺北市,2014/10/01,士林,1.4,0.41,-,37.8,24,13,-,-,-,1.22,26.26,78.85
218,新北市,2014/10/31,板橋,4.0,0.56,-,40.7,50,23,26.61,4.75,21.85,1.93,26.44,68.89
219,新北市,2014/10/31,三重,3.4,1.56,-,-,58,18,100.32,56.89,43.43,-,26.64,63.51
220,新北市,2014/10/31,菜寮,2.9,0.54,-,37.0,44,26,23.95,3.23,20.73,2.05,26.51,63.51
221,新北市,2014/10/31,永和,3.0,0.94,-,33.3,38,19,38.01,11.57,26.44,1.61,26.88,66.86
222,新北市,2014/10/31,新莊,2.7,0.55,-,39.2,52,25,28.12,3.63,24.48,2.35,26.28,65.18
223,新北市,2014/10/31,新店,2.6,0.43,-,43.8,37,20,17.99,3.09,14.9,1.7,26.54,60.85
224,新北市,2014/10/31,淡水,2.7,0.24,-,43.7,39,17,9.86,1.25,8.59,-,-,-
225,新北市,2014/10/31,汐止,3.7,0.31,-,23.3,27,13,25.16,6.98,18.18,1.17,25.8,73.35
226,新北市,2014/10/31,土城,4.5,0.6,-,40.5,61,27,33.65,10.01,23.64,1.49,26.39,63.51
227,新北市,2014/10/31,林口,2.9,0.34,-,48.7,47,33,17.44,1.92,15.53,2.03,24.17,74.2
228,新北市,2014/10/31,萬里,2.4,0.17,-,28.9,34,12,7.73,1.8,5.94,3.13,23.84,81.05
229,新北市,2014/10/30,板橋,2.0,0.46,-,29.3,44,19,22.98,3.72,19.25,2.18,27.02,66.42
230,新北市,2014/10/30,三重,1.8,1.42,-,-,56,22,89.02,53.28,35.74,-,27.19,59.29
231,新北市,2014/10/30,菜寮,1.8,0.39,-,33.5,40,24,14.94,2.19,12.75,3.24,26.89,59.55
232,新北市,2014/10/30,永和,2.0,0.54,-,34.5,32,15,19.37,5.87,13.5,2.39,27.18,65.13
