序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
72,臺北市,1997/08/21,古亭,2.4,0.89,12.3,-,33,22,41.19,18.18,23.01,2.12,0.24,1.88,30.66,-,-,36.0
73,臺北市,1997/08/21,中山,3.0,1.1,17.6,-,40,-,39.26,14.73,24.53,2.369,0.29,2.07,30.72,-,-,62.0
74,臺北市,1997/08/21,大同,11.6,4.96,-,-,52,-,182.17,143.76,38.41,4.394,2.13,2.26,31.91,-,-,76.0
75,臺北市,1997/08/21,萬華,3.1,0.89,18.1,-,-,-,25.64,5.73,19.91,-,-,-,29.94,-,-,48.0
76,臺北市,1997/08/21,陽明,1.1,0.26,19.7,-,17,-,4.13,0.25,3.88,-,-,-,23.61,-,85.0,41.0
77,臺北市,1997/08/21,士林,0.8,0.77,25.5,-,37,-,22.08,5.19,16.89,-,-,-,30.01,-,-,64.0
78,臺北市,1997/08/20,松山,1.3,1.03,9.0,-,34,-,36.4,18.13,18.27,-,-,-,29.38,-,-,34.0
79,臺北市,1997/08/20,古亭,1.6,0.85,7.5,-,41,23,37.2,19.87,17.33,2.49,0.41,2.08,29.65,-,-,41.0
80,臺北市,1997/08/20,中山,2.9,1.59,6.1,-,51,-,58.96,32.88,26.07,2.907,0.46,2.45,29.88,-,-,50.0
81,臺北市,1997/08/20,大同,8.5,5.34,-,-,57,-,193.81,160.47,33.34,4.955,2.38,2.58,30.63,-,-,76.0
82,臺北市,1997/08/20,萬華,1.3,1.13,9.0,-,47,-,29.59,11.02,18.57,-,-,-,29.52,-,-,47.0
83,臺北市,1997/08/20,陽明,0.1,0.28,12.8,-,14,-,2.41,0.79,1.62,-,-,-,23.33,-,83.0,14.0
84,臺北市,1997/08/20,士林,-,0.97,8.5,-,45,-,27.79,11.65,16.14,-,-,-,28.73,-,-,45.0
85,臺北市,1997/08/19,松山,1.9,1.45,15.7,-,-,-,53.33,18.96,34.37,-,-,-,28.3,-,-,48.0
86,臺北市,1997/08/19,古亭,3.1,2.11,16.0,-,60,35,73.33,37.83,35.5,3.11,0.8,2.31,28.32,-,-,67.0
87,臺北市,1997/08/19,中山,4.3,2.37,16.0,-,-,-,88.2,40.19,48.01,3.765,0.83,2.94,28.66,-,-,48.0
88,臺北市,1997/08/19,大同,5.3,4.23,-,-,49,-,155.16,103.8,51.36,5.037,1.79,3.24,28.68,-,-,57.0
89,臺北市,1997/08/19,萬華,3.4,2.01,28.6,-,-,-,55.34,16.33,39.02,-,-,-,28.09,-,-,142.0
90,臺北市,1997/08/19,陽明,0.1,0.19,21.6,-,18,-,3.3,0.24,3.07,-,-,-,23.01,-,87.0,29.0
91,臺北市,1997/08/19,士林,-,-,20.1,-,49,-,57.82,25.9,31.91,-,-,-,27.55,-,-,72.0
92,臺北市,1997/08/18,松山,0.5,0.48,16.1,-,-,-,15.44,4.17,11.27,-,-,-,24.98,-,-,17.0
93,臺北市,1997/08/18,古亭,0.7,0.28,16.7,-,19,15,13.75,4.27,9.48,1.919,0.12,1.79,24.94,-,-,19.0
94,臺北市,1997/08/18,中山,0.7,0.46,16.3,-,-,-,13.7,2.36,11.34,2.172,0.09,2.08,25.21,-,-,17.0
95,臺北市,1997/08/18,大同,1.8,1.33,-,-,18,-,50.62,34.27,16.35,2.407,0.17,2.29,24.76,-,-,27.0
96,臺北市,1997/08/18,萬華,0.6,0.34,18.0,-,-,-,7.49,0.58,6.91,-,-,-,24.34,-,-,20.0
97,臺北市,1997/08/18,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99.0,-
98,臺北市,1997/08/18,士林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99,臺北市,1997/08/17,松山,0.5,0.75,15.1,-,63,-,22.03,6.22,15.81,-,-,-,25.9,-,-,56.0
100,臺北市,1997/08/17,古亭,0.7,0.54,16.5,-,37,24,18.97,4.78,14.19,1.94,0.09,1.87,25.63,-,-,37.0
101,臺北市,1997/08/17,中山,1.1,0.61,18.7,-,-,-,17.32,3.33,13.98,2.02,0.09,1.93,25.88,-,-,54.0
102,臺北市,1997/08/17,大同,0.7,0.86,-,-,20,-,24.48,10.13,14.35,2.441,0.17,2.27,25.85,-,-,20.0
103,臺北市,1997/08/17,萬華,0.8,0.48,20.7,-,-,-,10.68,0.69,9.98,-,-,-,25.58,-,-,24.0
104,臺北市,1997/08/17,陽明,0.3,0.13,18.1,-,13,-,3.59,1.81,1.78,-,-,-,21.14,-,98.0,19.0
105,臺北市,1997/08/17,士林,0.3,0.56,18.4,-,36,-,13.13,3.48,9.66,-,-,-,24.38,-,-,36.0
106,臺北市,1997/08/16,松山,1.5,1.16,13.2,-,37,-,44.43,17.18,27.24,-,-,-,27.72,-,-,61.0
107,臺北市,1997/08/16,古亭,3.9,1.37,11.2,-,50,31,55.34,29.0,26.34,-,-,-,28.2,-,-,50.0
108,臺北市,1997/08/16,中山,3.8,1.37,11.4,-,53,-,55.34,25.5,29.84,2.932,0.52,2.41,28.61,-,-,52.0
109,臺北市,1997/08/16,大同,6.9,3.13,-,-,35,-,115.82,82.61,33.21,3.668,1.27,2.4,29.17,-,-,45.0
110,臺北市,1997/08/16,萬華,4.1,1.06,13.1,-,-,-,34.87,10.71,24.16,-,-,-,28.19,-,-,58.0
111,臺北市,1997/08/16,陽明,0.1,0.2,12.7,-,14,-,-,-,-,-,-,-,21.2,-,89.0,15.0
112,臺北市,1997/08/16,士林,2.1,0.96,10.1,-,37,-,31.16,13.04,18.12,-,-,-,27.38,-,-,37.0
113,臺北市,1997/08/15,松山,1.9,0.95,12.1,-,34,-,37.65,13.96,23.69,-,-,-,29.07,-,-,34.0
114,臺北市,1997/08/15,古亭,4.1,1.04,10.2,-,37,24,41.83,18.53,23.3,2.184,0.26,1.92,29.47,-,-,37.0
115,臺北市,1997/08/15,中山,5.1,1.23,10.7,-,56,-,45.78,19.11,26.67,2.371,0.39,1.98,29.52,-,-,53.0
116,臺北市,1997/08/15,大同,7.2,2.62,-,-,34,-,90.99,61.21,29.78,3.465,1.01,2.46,30.16,-,-,36.0
117,臺北市,1997/08/15,萬華,4.3,0.85,12.8,-,-,-,25.99,4.88,21.12,-,-,-,29.04,-,-,27.0
118,臺北市,1997/08/15,陽明,1.0,0.22,13.0,-,18,-,-,-,-,-,-,-,22.2,-,87.0,18.0
119,臺北市,1997/08/15,士林,3.7,0.98,10.9,-,45,-,58.99,34.82,24.16,-,-,-,28.38,-,-,45.0
120,臺北市,1997/08/14,松山,5.6,1.49,25.4,-,59,-,59.6,21.93,37.67,-,-,-,28.46,-,-,144.0
121,臺北市,1997/08/14,古亭,4.8,1.61,22.5,-,57,37,59.89,26.93,32.96,2.51,0.49,2.02,28.42,-,-,88.0
122,臺北市,1997/08/14,中山,7.8,1.86,19.3,-,69,-,72.88,30.7,42.18,2.349,0.66,1.69,28.88,-,-,95.0
123,臺北市,1997/08/14,大同,10.3,5.19,-,-,60,-,184.73,136.09,48.64,4.941,2.36,2.58,29.77,-,-,107.0
124,臺北市,1997/08/14,萬華,5.3,1.17,27.8,-,-,-,36.23,7.93,28.31,-,-,-,28.34,-,-,100.0
125,臺北市,1997/08/14,陽明,4.4,0.35,24.3,-,30,-,-,-,-,-,-,-,23.5,-,89.0,40.0
126,臺北市,1997/08/14,士林,5.5,1.48,16.6,-,56,-,99.23,59.67,39.56,-,-,-,27.9,-,-,64.0
127,臺北市,1997/08/13,松山,4.6,1.49,21.9,-,52,-,60.5,20.77,39.73,-,-,-,27.64,-,-,97.0
128,臺北市,1997/08/13,古亭,4.3,1.42,18.8,-,52,35,54.46,23.32,31.14,2.315,0.31,2.01,27.82,-,-,81.0
129,臺北市,1997/08/13,中山,5.5,1.71,19.8,-,56,-,75.75,31.53,44.22,2.249,0.56,1.69,28.5,-,-,73.0
130,臺北市,1997/08/13,大同,9.4,4.92,-,-,55,-,194.3,142.93,51.37,4.81,2.24,2.57,29.37,-,-,99.0
131,臺北市,1997/08/13,萬華,3.0,0.99,27.3,-,-,-,30.77,4.26,26.5,-,-,-,27.8,-,-,93.0
132,臺北市,1997/08/13,陽明,3.1,0.36,19.8,-,27,-,-,-,-,-,-,-,22.96,-,91.0,33.0
133,臺北市,1997/08/13,士林,3.5,1.21,16.6,-,51,-,50.97,18.9,32.08,-,-,-,27.49,-,-,56.0
134,臺北市,1997/08/12,松山,4.0,1.27,11.5,-,47,-,53.93,24.73,29.2,-,-,-,29.57,-,-,47.0
135,臺北市,1997/08/12,古亭,4.3,1.59,9.4,-,48,27,62.59,37.43,25.16,2.585,0.51,2.07,29.68,-,-,48.0
136,臺北市,1997/08/12,中山,8.2,1.38,7.9,-,63,-,55.15,25.39,29.77,2.217,0.42,1.8,29.89,-,-,56.0
137,臺北市,1997/08/12,大同,10.5,2.46,-,-,39,-,90.33,60.03,30.3,3.664,1.2,2.46,30.52,-,-,39.0
138,臺北市,1997/08/12,萬華,4.6,0.96,14.0,-,-,-,29.61,9.21,20.4,-,-,-,29.57,-,-,33.0
139,臺北市,1997/08/12,陽明,3.8,0.31,10.1,-,20,-,-,-,-,-,-,-,22.64,-,91.0,20.0
140,臺北市,1997/08/12,士林,5.9,0.83,6.7,-,39,-,39.78,15.74,24.04,-,-,-,28.97,-,-,39.0
141,臺北市,1997/08/11,松山,3.9,1.67,3.1,-,40,-,75.78,43.52,32.27,-,-,-,27.42,-,-,40.0
142,臺北市,1997/08/11,古亭,3.9,1.76,3.6,-,51,29,75.99,48.52,27.48,2.842,0.77,2.08,27.42,-,-,51.0
143,臺北市,1997/08/11,中山,8.2,1.87,2.5,-,56,-,88.64,56.05,32.59,2.926,0.64,2.28,27.5,-,-,53.0
144,臺北市,1997/08/11,大同,6.5,2.53,-,-,38,-,107.31,77.66,29.66,4.145,1.06,3.08,27.71,-,-,38.0
145,臺北市,1997/08/11,萬華,6.7,1.43,3.6,-,-,-,51.6,25.94,25.65,-,-,-,27.39,-,-,22.0
146,臺北市,1997/08/11,陽明,2.2,0.2,7.6,-,13,-,-,-,-,-,-,-,21.61,-,88.0,13.0
147,臺北市,1997/08/11,士林,5.3,1.22,2.2,-,40,-,71.67,45.02,26.65,-,-,-,26.39,-,-,40.0
148,臺北市,1997/08/10,松山,3.3,1.48,2.9,-,34,-,68.28,42.35,25.93,-,-,-,28.41,-,-,34.0
149,臺北市,1997/08/10,古亭,2.8,1.59,3.3,-,38,22,66.76,45.71,21.06,2.567,0.41,2.16,28.02,-,-,38.0
150,臺北市,1997/08/10,中山,6.9,1.56,2.5,-,62,-,72.41,45.99,26.42,3.141,0.69,2.45,28.61,-,-,56.0
151,臺北市,1997/08/10,大同,8.2,2.9,-,-,28,-,111.99,87.23,24.76,3.887,1.09,2.8,28.81,-,-,45.0
152,臺北市,1997/08/10,萬華,3.2,1.03,2.7,-,-,-,35.39,14.49,20.9,-,-,-,28.35,-,-,15.0
153,臺北市,1997/08/10,陽明,1.7,0.23,9.3,-,11,-,-,-,-,-,-,-,22.12,-,88.0,13.0
154,臺北市,1997/08/10,士林,3.9,1.17,3.0,-,34,-,49.4,29.81,19.59,-,-,-,27.56,-,-,34.0
155,臺北市,1997/08/09,松山,3.2,1.35,7.1,-,30,-,57.45,30.36,27.09,-,-,-,29.91,-,-,30.0
156,臺北市,1997/08/09,古亭,-,1.45,5.9,-,40,23,60.48,37.87,22.61,2.507,0.44,2.07,29.51,-,-,40.0
157,臺北市,1997/08/09,中山,5.7,1.54,4.8,-,50,-,64.38,36.82,27.56,2.892,0.7,2.19,30.3,-,-,50.0
158,臺北市,1997/08/09,大同,9.6,3.37,-,-,32,-,125.11,97.34,27.77,3.991,1.6,2.39,30.93,-,-,54.0
159,臺北市,1997/08/09,萬華,3.3,0.91,7.8,-,-,-,28.34,8.55,19.78,-,-,-,29.89,-,-,21.0
160,臺北市,1997/08/09,陽明,2.8,0.22,9.2,-,11,-,9.1,2.96,6.13,-,-,-,23.36,-,83.0,13.0
161,臺北市,1997/08/09,士林,5.0,0.99,5.6,-,36,-,42.78,22.46,20.32,-,-,-,29.51,-,-,36.0
162,臺北市,1997/08/08,松山,2.7,1.11,8.3,-,26,-,45.95,22.36,23.59,-,-,-,31.93,-,-,26.0
163,臺北市,1997/08/08,古亭,5.9,1.06,8.3,-,30,19,41.11,23.36,17.75,2.175,0.28,1.9,31.35,-,-,30.0
164,臺北市,1997/08/08,中山,5.0,1.08,9.0,-,47,-,43.42,20.57,22.85,2.698,0.56,2.14,32.05,-,-,47.0
165,臺北市,1997/08/08,大同,8.5,2.61,-,-,27,-,95.71,69.12,26.59,3.53,1.12,2.41,32.94,-,-,40.0
166,臺北市,1997/08/08,萬華,3.2,0.5,12.3,-,32,-,17.47,3.6,13.88,-,-,-,31.91,-,-,32.0
167,臺北市,1997/08/08,陽明,1.5,0.14,11.6,-,11,-,8.05,4.01,4.05,-,-,-,24.42,-,77.0,15.0
168,臺北市,1997/08/08,士林,6.0,0.57,10.5,-,34,-,26.44,9.49,16.95,-,-,-,30.81,-,-,34.0
169,臺北市,1997/08/07,松山,5.3,1.09,10.0,-,31,-,46.12,20.69,25.42,-,-,-,31.52,-,-,31.0
170,臺北市,1997/08/07,古亭,4.6,1.01,7.8,-,42,29,40.39,20.45,19.94,-,-,-,31.07,-,-,42.0
171,臺北市,1997/08/07,中山,6.9,1.03,9.9,-,57,-,38.92,15.65,23.26,2.609,0.4,2.21,31.37,-,-,54.0
172,臺北市,1997/08/07,大同,6.0,2.49,-,-,28,-,76.91,49.16,27.75,3.404,0.96,2.44,32.03,-,-,37.0
173,臺北市,1997/08/07,萬華,5.2,0.66,12.3,-,37,-,21.44,4.75,16.69,-,-,-,31.32,-,-,37.0
174,臺北市,1997/08/07,陽明,-,-,-,-,11,-,-,-,-,-,-,-,23.92,-,86.0,19.0
175,臺北市,1997/08/07,士林,3.2,0.49,12.1,-,32,-,17.73,3.8,13.92,-,-,-,29.98,-,-,32.0
176,臺北市,1997/08/06,松山,3.4,1.16,15.1,-,48,-,46.6,17.97,28.64,-,-,-,29.28,-,-,48.0
177,臺北市,1997/08/06,古亭,5.9,1.34,15.2,-,62,37,45.28,17.57,27.71,-,-,-,29.94,-,-,56.0
178,臺北市,1997/08/06,中山,5.8,1.34,10.4,-,66,-,51.84,18.64,33.2,3.007,0.55,2.45,29.32,-,-,58.0
179,臺北市,1997/08/06,大同,0.9,2.49,-,-,40,-,79.74,44.82,34.92,3.495,0.97,2.53,30.07,-,-,40.0
180,臺北市,1997/08/06,萬華,4.6,0.95,17.5,-,-,-,29.05,6.04,23.01,-,-,-,30.0,-,-,55.0
181,臺北市,1997/08/06,陽明,1.7,0.23,11.6,-,-,-,19.59,14.8,4.79,-,-,-,22.57,-,92.0,24.0
182,臺北市,1997/08/06,士林,1.6,0.84,10.8,-,49,-,29.78,7.65,22.13,-,-,-,28.35,-,-,49.0
183,臺北市,1997/08/05,松山,7.8,1.29,15.3,-,63,-,56.57,19.05,37.51,-,-,-,28.93,-,-,56.0
184,臺北市,1997/08/05,古亭,6.3,1.77,12.0,-,68,42,63.78,27.38,36.41,-,-,-,29.13,-,-,59.0
185,臺北市,1997/08/05,中山,7.6,1.25,11.4,-,60,-,51.79,18.17,33.61,2.744,0.35,2.39,29.37,-,-,55.0
186,臺北市,1997/08/05,大同,7.7,3.54,-,-,43,-,133.89,93.18,40.71,4.014,1.52,2.49,30.18,-,-,57.0
187,臺北市,1997/08/05,萬華,5.1,1.22,11.8,-,-,-,38.58,8.03,30.55,-,-,-,29.58,-,-,53.0
188,臺北市,1997/08/05,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88.0,-
189,臺北市,1997/08/05,士林,4.2,0.77,14.4,-,41,-,27.46,7.73,19.59,-,-,-,28.67,-,-,41.0
190,臺北市,1997/08/04,松山,7.7,1.26,22.8,-,57,-,45.46,11.13,34.33,-,-,-,29.16,-,-,58.0
191,臺北市,1997/08/04,古亭,8.8,1.44,17.3,-,65,42,52.05,17.15,34.9,-,-,-,29.41,-,-,58.0
192,臺北市,1997/08/04,中山,9.8,1.35,18.2,-,71,-,57.5,17.42,40.08,2.426,0.19,2.24,29.4,-,-,60.0
193,臺北市,1997/08/04,大同,8.7,3.49,-,-,54,-,139.56,90.64,48.91,3.928,1.38,2.55,30.15,-,-,57.0
194,臺北市,1997/08/04,萬華,9.3,1.27,18.6,-,-,-,41.34,6.94,34.4,-,-,-,29.79,-,-,49.0
195,臺北市,1997/08/04,陽明,3.3,0.3,21.1,-,27,-,6.15,0.98,5.17,-,-,-,22.85,-,88.0,29.0
196,臺北市,1997/08/04,士林,4.2,1.18,14.8,-,54,-,37.09,12.48,24.61,-,-,-,28.46,-,-,52.0
197,臺北市,1997/08/03,松山,1.7,1.01,16.9,-,28,-,36.2,11.54,24.65,-,-,-,29.78,-,-,43.0
198,臺北市,1997/08/03,古亭,2.5,1.18,15.6,-,33,26,43.55,19.52,24.02,-,-,-,30.11,-,-,49.0
199,臺北市,1997/08/03,中山,4.5,1.25,16.0,-,42,-,53.6,19.42,34.19,2.646,0.35,2.3,30.04,-,-,50.0
