序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
102,臺北市,1993/07/17,大同,37.4,-,-,-,144,148,88.33,57.88,4.23,2.13,2.1,33.35,-,-,97.0
103,臺北市,1993/07/17,萬華,17.2,1.17,28.0,-,72,21,19.58,-,-,-,-,31.73,-,-,71.0
104,臺北市,1993/07/17,陽明,8.8,0.5,39.1,-,44,79,64.76,7.84,-,-,-,25.55,-,77.0,60.0
105,臺北市,1993/07/17,士林,17.1,1.24,22.7,-,104,55,24.32,28.6,-,-,-,31.25,-,-,77.0
106,臺北市,1993/07/16,松山,15.3,1.62,22.9,-,104,69,24.56,48.67,-,-,-,30.38,-,-,77.0
107,臺北市,1993/07/16,古亭,2.8,1.89,7.2,-,77,60,20.19,39.54,2.51,0.62,1.89,31.41,-,-,64.0
108,臺北市,1993/07/16,中山,16.1,1.89,13.3,-,91,76,28.59,48.15,2.58,0.62,1.96,31.65,-,-,70.0
109,臺北市,1993/07/16,大同,26.9,4.9,-,-,129,152,-,57.54,4.32,2.17,2.15,32.54,-,-,90.0
110,臺北市,1993/07/16,萬華,12.6,1.08,24.7,-,68,20,10.18,13.32,-,-,-,31.19,-,-,59.0
111,臺北市,1993/07/16,陽明,6.3,0.4,33.9,-,34,-,-,5.32,-,-,-,25.26,-,80.0,45.0
112,臺北市,1993/07/16,士林,12.9,1.26,12.5,-,91,50,17.68,30.22,-,-,-,30.51,-,-,70.0
113,臺北市,1993/07/15,松山,8.4,1.36,21.2,-,86,48,13.56,38.79,-,-,-,29.9,-,-,68.0
114,臺北市,1993/07/15,古亭,2.0,2.0,6.0,-,75,64,26.52,36.72,2.56,0.67,1.89,30.22,-,-,63.0
115,臺北市,1993/07/15,中山,11.5,2.04,9.1,-,87,70,28.76,40.84,2.4,0.49,1.91,30.58,-,-,69.0
116,臺北市,1993/07/15,大同,16.4,5.69,-,-,148,197,151.47,50.99,4.38,2.23,2.15,31.55,-,-,101.0
117,臺北市,1993/07/15,萬華,5.9,1.09,23.9,-,65,17,4.46,15.43,-,-,-,30.35,-,-,58.0
118,臺北市,1993/07/15,陽明,4.2,0.31,31.8,-,43,10,2.64,2.31,-,-,-,24.12,-,89.0,44.0
119,臺北市,1993/07/15,士林,11.2,1.24,9.5,-,86,49,19.69,27.09,-,-,-,29.92,-,-,68.0
120,臺北市,1993/07/14,松山,9.6,1.21,14.8,-,92,47,13.8,37.2,-,-,-,29.73,-,-,71.0
121,臺北市,1993/07/14,古亭,2.3,1.89,5.1,-,71,60,24.96,34.97,2.48,0.64,1.83,30.0,-,-,60.0
122,臺北市,1993/07/14,中山,14.6,1.85,9.6,-,75,60,24.57,35.95,2.35,0.52,1.84,30.43,-,-,63.0
123,臺北市,1993/07/14,大同,19.2,4.95,-,-,126,161,106.82,45.67,4.26,2.16,2.1,31.0,-,-,88.0
124,臺北市,1993/07/14,萬華,10.4,1.23,18.4,-,52,20,6.97,14.98,-,-,-,30.04,-,-,51.0
125,臺北市,1993/07/14,陽明,7.0,0.29,25.0,-,23,11,2.78,1.65,-,-,-,23.66,-,90.0,39.0
126,臺北市,1993/07/14,士林,12.8,1.17,9.5,-,100,53,26.8,23.97,-,-,-,29.71,-,-,75.0
127,臺北市,1993/07/13,松山,10.3,1.5,21.9,-,89,53,17.32,38.65,-,-,-,29.67,-,-,95.0
128,臺北市,1993/07/13,古亭,2.0,1.79,7.4,-,74,59,25.9,33.0,2.56,0.67,1.88,30.14,-,-,62.0
129,臺北市,1993/07/13,中山,14.1,1.84,11.6,-,76,65,29.93,36.65,2.58,0.62,1.97,30.49,-,-,64.0
130,臺北市,1993/07/13,大同,16.4,4.36,-,-,113,136,93.32,44.6,3.86,1.72,2.14,31.04,-,-,82.0
131,臺北市,1993/07/13,萬華,8.4,1.15,18.1,-,50,24,6.9,20.94,-,-,-,29.76,-,-,68.0
132,臺北市,1993/07/13,陽明,6.1,0.32,23.9,-,26,7,0.47,0.77,-,-,-,23.68,-,89.0,47.0
133,臺北市,1993/07/13,士林,12.5,1.35,11.8,-,100,58,29.36,26.43,-,-,-,29.53,-,-,75.0
134,臺北市,1993/07/12,松山,19.7,1.58,20.6,-,80,65,23.7,43.45,-,-,-,29.28,-,-,71.0
135,臺北市,1993/07/12,古亭,2.7,2.01,6.4,-,70,71,31.75,39.94,2.66,0.72,1.94,29.38,-,-,60.0
136,臺北市,1993/07/12,中山,13.3,1.98,15.3,-,80,77,35.49,41.65,2.95,0.78,2.17,30.0,-,-,65.0
137,臺北市,1993/07/12,大同,15.6,4.6,-,-,97,149,99.74,52.78,4.34,1.98,2.36,30.37,-,-,74.0
138,臺北市,1993/07/12,萬華,12.1,1.4,17.0,-,58,37,11.14,31.53,-,-,-,29.08,-,-,54.0
139,臺北市,1993/07/12,陽明,6.6,0.38,25.5,-,19,8,1.93,1.07,-,-,-,22.86,-,92.0,36.0
140,臺北市,1993/07/12,士林,8.5,1.38,14.1,-,84,55,25.84,27.28,-,-,-,29.02,-,-,67.0
141,臺北市,1993/07/11,松山,-,1.1,14.1,-,56,40,17.28,25.3,-,-,-,29.41,-,-,53.0
142,臺北市,1993/07/11,古亭,1.4,1.47,5.4,-,42,60,33.59,26.42,2.24,0.39,1.85,29.6,-,-,41.0
143,臺北市,1993/07/11,中山,8.2,1.69,9.7,-,68,70,37.36,32.41,2.67,0.5,2.17,30.02,-,-,59.0
144,臺北市,1993/07/11,大同,11.8,4.84,-,-,91,183,143.17,45.95,3.98,1.73,2.25,30.17,-,-,80.0
145,臺北市,1993/07/11,萬華,5.6,1.07,16.2,-,37,27,8.86,18.27,-,-,-,29.36,-,-,55.0
146,臺北市,1993/07/11,陽明,2.2,0.33,21.0,-,19,14,8.33,1.67,-,-,-,22.69,-,92.0,38.0
147,臺北市,1993/07/11,士林,5.8,1.12,11.0,-,61,36,12.48,21.59,-,-,-,29.03,-,-,56.0
148,臺北市,1993/07/10,松山,12.7,1.36,18.3,-,79,55,26.04,32.43,-,-,-,29.67,-,-,83.0
149,臺北市,1993/07/10,古亭,2.2,1.81,7.4,-,83,64,31.73,32.2,2.46,0.56,1.89,29.91,-,-,67.0
150,臺北市,1993/07/10,中山,12.1,1.82,16.0,-,90,70,34.43,38.29,2.55,0.61,1.94,30.43,-,-,70.0
151,臺北市,1993/07/10,大同,18.4,5.25,-,-,140,187,142.48,49.32,4.51,2.29,2.22,31.02,-,-,95.0
152,臺北市,1993/07/10,萬華,12.1,1.29,24.1,-,72,22,6.79,19.36,-,-,-,29.94,-,-,88.0
153,臺北市,1993/07/10,陽明,5.2,0.3,27.3,-,29,9,2.26,3.66,-,-,-,23.15,-,96.0,55.0
154,臺北市,1993/07/10,士林,6.4,1.13,16.9,-,72,41,14.9,24.11,-,-,-,29.54,-,-,61.0
155,臺北市,1993/07/09,松山,17.1,1.29,30.1,-,94,52,12.05,45.03,-,-,-,29.37,-,-,88.0
156,臺北市,1993/07/09,古亭,3.2,1.98,8.8,-,93,69,27.82,44.81,2.77,0.6,2.19,29.65,-,-,71.0
157,臺北市,1993/07/09,中山,15.2,1.56,14.4,-,89,63,19.32,45.14,2.29,0.46,1.83,30.08,-,-,69.0
158,臺北市,1993/07/09,大同,20.9,4.86,-,-,137,172,122.85,56.77,4.17,2.03,2.14,30.75,-,-,93.0
159,臺北市,1993/07/09,萬華,12.8,1.23,23.6,-,68,24,6.55,23.27,-,-,-,29.77,-,-,66.0
160,臺北市,1993/07/09,陽明,9.4,0.37,28.9,-,41,8,0.62,6.52,-,-,-,22.97,-,92.0,43.0
161,臺北市,1993/07/09,士林,9.9,0.89,12.2,-,72,40,12.26,25.9,-,-,-,29.26,-,-,61.0
162,臺北市,1993/07/08,松山,17.9,1.19,32.7,-,96,50,11.87,43.15,-,-,-,29.85,-,-,100.0
163,臺北市,1993/07/08,古亭,4.8,1.84,11.6,-,86,68,25.45,46.95,2.42,0.68,1.73,30.51,-,-,68.0
164,臺北市,1993/07/08,中山,13.5,1.51,24.8,-,102,68,22.89,44.82,2.55,0.5,2.04,30.94,-,-,76.0
165,臺北市,1993/07/08,大同,21.8,5.41,-,-,123,190,136.48,59.47,4.45,2.34,2.1,31.69,-,-,87.0
166,臺北市,1993/07/08,萬華,14.5,1.16,29.7,-,63,25,6.05,24.57,-,-,-,30.53,-,-,86.0
167,臺北市,1993/07/08,陽明,5.8,0.36,31.0,-,29,7,0.29,6.18,-,-,-,23.79,-,84.0,50.0
168,臺北市,1993/07/08,士林,8.9,1.06,17.0,-,74,42,14.71,25.28,-,-,-,30.12,-,-,67.0
169,臺北市,1993/07/07,松山,19.7,1.31,25.8,-,81,62,15.78,49.82,-,-,-,30.17,-,-,82.0
170,臺北市,1993/07/07,古亭,3.7,1.72,8.5,-,69,59,13.23,45.42,2.44,0.47,1.98,31.6,-,-,60.0
171,臺北市,1993/07/07,中山,13.1,1.59,20.4,-,85,66,24.25,42.06,2.55,0.6,1.94,31.84,-,-,79.0
172,臺北市,1993/07/07,大同,19.7,4.47,-,-,-,156,103.89,52.45,4.08,1.87,2.21,32.7,-,-,91.0
173,臺北市,1993/07/07,萬華,8.7,0.93,28.5,-,50,19,5.12,-,-,-,-,31.43,-,-,73.0
174,臺北市,1993/07/07,陽明,5.3,0.28,32.1,-,30,7,0.25,6.47,-,-,-,24.57,-,85.0,42.0
175,臺北市,1993/07/07,士林,8.7,1.16,20.0,-,77,46,17.65,26.4,-,-,-,30.52,-,-,70.0
176,臺北市,1993/07/06,松山,10.3,1.6,31.3,-,86,63,21.17,44.48,-,-,-,30.08,-,-,96.0
177,臺北市,1993/07/06,古亭,1.7,1.71,9.5,-,65,58,16.42,41.29,2.25,0.47,1.77,30.53,-,-,58.0
178,臺北市,1993/07/06,中山,10.3,1.83,-,-,75,62,21.29,40.63,2.5,0.55,1.95,31.52,-,-,62.0
179,臺北市,1993/07/06,大同,20.7,5.72,-,-,-,203,143.7,62.87,4.39,2.28,2.11,32.18,-,-,97.0
180,臺北市,1993/07/06,萬華,7.7,0.95,32.5,-,41,20,4.08,19.36,-,-,-,30.8,-,-,69.0
181,臺北市,1993/07/06,陽明,7.0,0.23,30.3,-,34,9,0.46,7.97,-,-,-,25.09,-,77.0,44.0
182,臺北市,1993/07/06,士林,10.1,1.36,16.7,-,65,48,11.1,34.98,-,-,-,30.56,-,-,58.0
183,臺北市,1993/07/05,松山,12.6,1.53,17.9,-,82,68,33.94,34.9,-,-,-,30.33,-,-,66.0
184,臺北市,1993/07/05,古亭,2.0,1.87,7.7,-,68,64,35.35,30.78,2.72,0.6,2.12,31.61,-,-,59.0
185,臺北市,1993/07/05,中山,10.3,-,-,-,81,66,36.77,28.74,2.35,0.55,1.8,31.56,-,-,65.0
186,臺北市,1993/07/05,大同,18.0,4.62,-,-,-,158,115.19,41.81,4.08,1.99,2.09,32.53,-,-,89.0
187,臺北市,1993/07/05,萬華,7.9,0.98,18.1,-,65,18,10.68,-,-,-,-,31.3,-,-,62.0
188,臺北市,1993/07/05,陽明,3.5,0.32,21.9,-,50,6,0.42,5.69,-,-,-,24.51,-,80.0,50.0
189,臺北市,1993/07/05,士林,6.0,1.1,11.5,-,53,40,19.22,18.84,-,-,-,30.3,-,-,52.0
190,臺北市,1993/07/04,松山,10.5,1.46,24.4,-,85,56,30.84,27.92,-,-,-,30.09,-,-,69.0
191,臺北市,1993/07/04,古亭,1.6,1.75,7.8,-,72,65,41.03,31.77,2.89,0.47,2.44,31.22,-,-,61.0
192,臺北市,1993/07/04,中山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
193,臺北市,1993/07/04,大同,16.9,4.27,-,-,106,146,99.87,43.11,3.84,1.67,2.17,32.24,-,-,78.0
194,臺北市,1993/07/04,萬華,6.7,1.08,21.4,-,57,20,11.2,-,-,-,-,30.86,-,-,64.0
195,臺北市,1993/07/04,陽明,3.5,0.33,30.3,-,79,7,0.25,5.79,-,-,-,23.91,-,85.0,65.0
196,臺北市,1993/07/04,士林,6.3,1.25,16.9,-,59,44,23.25,19.33,-,-,-,30.29,-,-,54.0
197,臺北市,1993/07/03,松山,21.6,1.36,23.4,-,103,62,18.3,48.02,-,-,-,28.8,-,-,76.0
198,臺北市,1993/07/03,古亭,2.6,1.86,9.3,-,84,68,34.16,41.1,2.72,0.69,1.99,30.06,-,-,67.0
199,臺北市,1993/07/03,中山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
200,臺北市,1993/07/03,大同,21.9,5.08,-,-,136,185,128.45,57.44,4.38,2.07,2.31,30.37,-,-,93.0
201,臺北市,1993/07/03,萬華,13.1,1.2,21.4,-,72,30,7.44,28.29,-,-,-,29.91,-,-,72.0
202,臺北市,1993/07/03,陽明,7.3,0.38,34.3,-,94,9,0.44,7.78,-,-,-,23.36,-,86.0,72.0
203,臺北市,1993/07/03,士林,8.7,1.1,14.9,-,74,42,15.75,23.9,-,-,-,28.98,-,-,62.0
204,臺北市,1993/07/02,松山,18.5,1.33,16.3,-,94,66,25.78,40.33,-,-,-,28.95,-,-,81.0
205,臺北市,1993/07/02,古亭,3.6,1.89,8.4,-,89,76,28.81,48.41,2.73,0.59,2.14,30.02,-,-,69.0
206,臺北市,1993/07/02,大同,26.7,5.76,-,-,129,201,147.28,60.81,4.45,2.37,2.08,30.67,-,-,98.0
207,臺北市,1993/07/02,萬華,16.1,1.62,18.1,-,82,58,15.54,42.11,-,-,-,30.02,-,-,78.0
208,臺北市,1993/07/02,陽明,6.2,0.38,25.6,-,70,10,0.4,8.93,-,-,-,23.25,-,85.0,65.0
209,臺北市,1993/07/02,士林,9.5,1.2,14.0,-,68,46,16.45,28.29,-,-,-,29.26,-,-,72.0
210,臺北市,1993/07/01,松山,15.2,1.62,27.3,-,90,73,36.96,36.67,-,-,-,30.16,-,-,87.0
211,臺北市,1993/07/01,古亭,3.4,1.97,8.7,-,-,75,37.88,36.34,2.97,0.62,2.31,30.97,-,-,64.0
212,臺北市,1993/07/01,中山,73.1,13.45,-,-,529,-,39.68,38.66,-,0.71,-,-,-,-,71.0
213,臺北市,1993/07/01,大同,16.7,4.38,-,-,102,160,117.16,43.94,3.2,1.95,1.5,32.11,-,-,76.0
