序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1996/04/30,松山,2.1,1.99,12.1,-,87,78,28.97,49.34,-,-,-,26.52,-,-,69.0
2,臺北市,1996/04/30,古亭,5.4,2.04,23.4,-,89,80,40.17,39.98,3.19,0.77,2.42,26.14,-,-,69.0
3,臺北市,1996/04/30,中山,11.0,2.16,9.5,-,83,88,35.99,52.03,3.48,1.1,2.38,26.58,-,-,66.0
4,臺北市,1996/04/30,大同,13.4,4.54,-,-,90,152,100.8,50.92,5.4,2.91,2.49,26.98,-,-,70.0
5,臺北市,1996/04/30,萬華,6.2,1.63,15.5,-,74,54,15.29,38.39,-,-,-,25.93,-,-,62.0
6,臺北市,1996/04/30,陽明,4.3,0.35,37.0,-,22,8,0.28,7.98,-,-,-,20.96,-,81.0,41.0
7,臺北市,1996/04/30,士林,7.2,1.15,12.6,-,78,45,12.04,32.89,-,-,-,26.58,-,-,64.0
8,臺北市,1996/04/29,松山,10.3,1.62,14.3,-,87,76,27.25,48.9,-,-,-,25.11,-,-,69.0
9,臺北市,1996/04/29,古亭,5.5,1.54,23.3,-,71,66,26.8,38.98,3.15,0.67,2.48,25.61,-,-,60.0
10,臺北市,1996/04/29,中山,9.3,1.68,13.3,-,66,75,25.66,49.44,3.17,0.79,2.37,25.6,-,-,58.0
11,臺北市,1996/04/29,大同,11.8,3.83,-,-,68,143,89.64,53.03,4.2,1.83,2.37,26.25,-,-,59.0
12,臺北市,1996/04/29,萬華,5.5,0.99,25.1,-,64,33,3.12,29.54,-,-,-,25.4,-,-,57.0
13,臺北市,1996/04/29,陽明,4.6,0.43,51.2,-,36,10,0.16,9.59,-,-,-,19.61,-,84.0,65.0
14,臺北市,1996/04/29,士林,6.6,1.08,15.8,-,75,42,10.76,31.34,-,-,-,25.56,-,-,63.0
15,臺北市,1996/04/28,松山,11.5,1.28,25.3,-,77,58,19.66,38.09,-,-,-,24.06,-,-,81.0
16,臺北市,1996/04/28,古亭,5.3,1.1,30.7,-,55,50,15.15,34.37,2.85,0.43,2.42,24.8,-,-,77.0
17,臺北市,1996/04/28,中山,8.1,1.26,26.1,-,64,64,23.33,40.8,2.98,0.57,2.42,24.49,-,-,68.0
18,臺北市,1996/04/28,大同,11.6,2.89,-,-,61,147,93.75,53.59,3.83,1.3,2.53,25.15,-,-,55.0
19,臺北市,1996/04/28,萬華,5.6,1.05,28.3,-,55,39,4.76,34.22,-,-,-,24.52,-,-,72.0
20,臺北市,1996/04/28,陽明,3.3,0.35,56.7,-,20,7,0.21,6.43,-,-,-,18.94,-,80.0,66.0
21,臺北市,1996/04/28,士林,3.9,0.85,24.8,-,68,32,5.88,26.28,-,-,-,24.64,-,-,59.0
22,臺北市,1996/04/27,松山,2.1,0.69,21.7,-,22,28,8.02,20.0,-,-,-,23.82,-,-,28.0
23,臺北市,1996/04/27,古亭,1.2,0.98,22.3,-,27,44,17.51,26.83,2.51,0.29,2.22,24.74,-,-,33.0
24,臺北市,1996/04/27,中山,2.3,0.96,20.5,-,24,44,13.36,30.15,2.49,0.4,2.09,24.38,-,-,32.0
25,臺北市,1996/04/27,大同,13.9,5.69,-,-,49,257,198.8,57.75,5.12,2.82,2.3,25.68,-,-,85.0
26,臺北市,1996/04/27,萬華,2.2,0.89,25.5,-,21,23,2.56,20.72,-,-,-,24.5,-,-,37.0
27,臺北市,1996/04/27,陽明,1.6,0.28,45.9,-,12,3,0.04,2.96,-,-,-,17.31,-,85.0,51.0
28,臺北市,1996/04/27,士林,0.8,0.49,25.8,-,37,17,2.62,14.37,-,-,-,24.81,-,-,37.0
29,臺北市,1996/04/26,松山,3.0,0.83,19.8,-,38,40,12.1,27.42,-,-,-,23.94,-,-,38.0
30,臺北市,1996/04/26,古亭,1.8,0.91,26.3,-,38,41,12.32,28.61,2.42,0.22,2.2,24.57,-,-,38.0
31,臺北市,1996/04/26,中山,2.6,1.0,21.8,-,27,46,12.26,33.36,2.47,0.39,2.07,24.35,-,-,35.0
32,臺北市,1996/04/26,大同,15.2,5.16,-,-,54,229,169.54,59.07,5.01,2.64,2.37,25.39,-,-,85.0
33,臺北市,1996/04/26,萬華,2.9,0.9,28.4,-,37,32,4.19,27.56,-,-,-,24.22,-,-,42.0
34,臺北市,1996/04/26,陽明,2.0,0.19,47.5,-,13,3,0.08,2.52,-,-,-,17.16,-,79.0,45.0
35,臺北市,1996/04/26,士林,1.5,0.52,28.6,-,45,20,3.87,16.58,-,-,-,25.12,-,-,47.0
36,臺北市,1996/04/25,松山,2.8,0.65,38.4,-,35,27,4.57,21.95,-,-,-,23.37,-,-,75.0
37,臺北市,1996/04/25,古亭,2.8,1.01,38.8,-,46,45,14.3,31.01,2.45,0.3,2.15,24.01,-,-,86.0
38,臺北市,1996/04/25,中山,4.0,1.07,38.1,-,41,45,8.95,35.58,2.6,0.39,2.21,23.59,-,-,84.0
39,臺北市,1996/04/25,大同,16.9,4.9,-,-,62,216,154.72,61.37,4.98,2.6,2.38,24.56,-,-,86.0
40,臺北市,1996/04/25,萬華,2.8,0.81,44.2,-,44,25,2.22,22.92,-,-,-,23.55,-,-,89.0
41,臺北市,1996/04/25,陽明,2.6,0.36,62.7,-,26,5,0.03,4.75,-,-,-,16.53,-,79.0,74.0
42,臺北市,1996/04/25,士林,3.0,0.61,43.3,-,69,22,1.79,19.85,-,-,-,23.9,-,-,79.0
43,臺北市,1996/04/24,松山,2.8,0.75,26.3,-,26,31,5.26,25.9,-,-,-,22.7,-,-,35.0
44,臺北市,1996/04/24,古亭,1.0,0.7,34.5,-,30,31,7.5,23.98,2.28,0.14,2.13,23.45,-,-,39.0
45,臺北市,1996/04/24,中山,2.2,0.98,25.3,-,22,44,10.28,33.46,2.62,0.36,2.26,22.96,-,-,30.0
46,臺北市,1996/04/24,大同,14.9,5.15,-,-,52,236,174.71,61.56,4.83,2.61,2.22,23.89,-,-,80.0
47,臺北市,1996/04/24,萬華,0.9,0.77,34.5,-,21,23,2.07,20.56,-,-,-,23.09,-,-,41.0
48,臺北市,1996/04/24,陽明,2.1,0.21,54.1,-,11,2,0.05,2.07,-,-,-,15.54,-,81.0,48.0
49,臺北市,1996/04/24,士林,0.6,0.41,38.2,-,31,12,1.02,10.77,-,-,-,23.78,-,-,38.0
50,臺北市,1996/04/23,松山,11.4,0.87,19.9,-,36,44,9.81,34.24,-,-,-,19.68,-,-,37.0
51,臺北市,1996/04/23,古亭,5.7,0.96,27.7,-,30,45,10.85,34.2,2.5,0.3,2.2,20.63,-,-,39.0
52,臺北市,1996/04/23,中山,9.4,0.94,24.1,-,32,47,10.23,37.16,3.13,0.51,2.63,19.96,-,-,39.0
53,臺北市,1996/04/23,大同,16.9,4.5,-,-,56,216,154.31,61.97,4.87,2.61,2.27,20.7,-,-,67.0
54,臺北市,1996/04/23,萬華,7.4,1.12,24.9,-,28,41,6.62,34.48,-,-,-,20.23,-,-,36.0
55,臺北市,1996/04/23,陽明,1.8,0.2,58.0,-,11,2,0.05,1.66,-,-,-,13.22,-,87.0,51.0
56,臺北市,1996/04/23,士林,7.1,0.8,27.7,-,51,34,12.0,22.39,-,-,-,20.28,-,-,50.0
57,臺北市,1996/04/22,松山,9.4,0.95,17.7,-,37,52,14.8,37.34,-,-,-,13.87,-,-,37.0
58,臺北市,1996/04/22,古亭,4.7,1.04,22.6,-,42,56,18.35,37.37,3.12,0.33,2.79,13.99,-,-,42.0
59,臺北市,1996/04/22,中山,9.4,1.33,16.5,-,35,73,27.29,45.72,3.39,0.51,2.88,14.24,-,-,35.0
60,臺北市,1996/04/22,大同,15.2,5.56,-,-,70,296,226.93,69.13,5.71,3.42,2.29,14.75,-,-,93.0
61,臺北市,1996/04/22,萬華,5.5,1.13,21.3,-,31,46,7.83,38.59,-,-,-,14.07,-,-,32.0
62,臺北市,1996/04/22,陽明,0.4,0.21,59.0,-,14,1,0.01,1.08,-,-,-,7.29,-,90.0,51.0
63,臺北市,1996/04/22,士林,2.4,0.73,27.4,-,38,30,7.01,23.37,-,-,-,13.89,-,-,39.0
64,臺北市,1996/04/21,松山,4.8,0.51,41.4,-,50,19,1.67,17.4,-,-,-,16.39,-,-,50.0
65,臺北市,1996/04/21,古亭,3.5,0.62,43.8,-,63,29,4.82,24.06,2.87,0.18,2.69,16.73,-,-,57.0
66,臺北市,1996/04/21,中山,4.4,0.7,38.5,-,38,34,4.26,29.99,3.15,0.34,2.81,16.62,-,-,45.0
67,臺北市,1996/04/21,大同,10.2,3.14,-,-,51,183,121.96,60.75,-,-,-,17.24,-,-,50.0
68,臺北市,1996/04/21,萬華,4.0,0.72,42.3,-,48,25,2.1,22.95,-,-,-,16.67,-,-,48.0
69,臺北市,1996/04/21,陽明,2.5,0.28,63.1,-,31,2,0.07,2.01,-,-,-,8.72,-,75.0,57.0
70,臺北市,1996/04/21,士林,3.3,0.41,47.8,-,62,13,0.84,12.0,-,-,-,16.87,-,-,56.0
71,臺北市,1996/04/20,松山,6.1,0.66,33.6,-,39,33,4.96,27.63,-,-,-,14.76,-,-,40.0
72,臺北市,1996/04/20,古亭,3.8,0.7,38.8,-,47,36,7.65,28.45,2.55,0.22,2.33,14.79,-,-,47.0
73,臺北市,1996/04/20,中山,6.4,0.98,30.3,-,-,52,12.97,38.81,3.18,0.34,2.85,15.01,-,-,42.0
74,臺北市,1996/04/20,大同,15.0,4.52,-,-,56,263,191.74,71.12,4.2,1.94,2.26,15.49,-,-,66.0
75,臺北市,1996/04/20,萬華,4.8,0.83,38.0,-,38,31,3.59,27.42,-,-,-,14.97,-,-,43.0
76,臺北市,1996/04/20,陽明,1.1,0.25,64.3,-,19,2,0.05,1.46,-,-,-,7.58,-,88.0,59.0
77,臺北市,1996/04/20,士林,1.7,0.41,44.2,-,35,16,1.21,14.28,-,-,-,14.96,-,-,45.0
78,臺北市,1996/04/19,松山,8.1,1.49,15.6,-,115,61,22.82,37.79,-,-,-,19.93,-,-,83.0
79,臺北市,1996/04/19,古亭,8.3,1.61,16.1,-,147,68,26.89,41.31,2.71,0.6,2.11,19.87,-,-,98.0
80,臺北市,1996/04/19,中山,7.9,1.68,11.4,-,117,73,29.1,43.76,3.92,0.77,3.15,19.51,-,-,83.0
81,臺北市,1996/04/19,大同,14.1,4.26,-,-,116,197,139.53,57.25,4.63,2.1,2.53,19.62,-,-,83.0
82,臺北市,1996/04/19,萬華,10.7,1.79,12.3,-,126,74,28.36,45.54,-,-,-,19.53,-,-,88.0
83,臺北市,1996/04/19,陽明,4.4,0.37,44.5,-,20,7,0.2,6.42,-,-,-,15.08,-,91.0,51.0
84,臺北市,1996/04/19,士林,4.8,1.11,13.5,-,102,41,11.68,29.17,-,-,-,19.08,-,-,76.0
85,臺北市,1996/04/18,松山,16.1,1.99,16.8,-,107,85,37.22,47.95,-,-,-,24.42,-,-,79.0
86,臺北市,1996/04/18,古亭,8.6,1.93,27.0,-,117,70,24.92,44.71,2.84,0.65,2.19,25.34,-,-,83.0
87,臺北市,1996/04/18,中山,12.6,2.28,20.7,-,108,101,47.46,53.35,4.72,1.28,3.44,24.25,-,-,79.0
88,臺北市,1996/04/18,大同,15.7,4.13,-,-,99,185,121.41,63.89,-,-,-,24.83,-,-,74.0
89,臺北市,1996/04/18,萬華,10.3,2.12,27.4,-,113,76,25.81,50.31,-,-,-,24.67,-,-,88.0
90,臺北市,1996/04/18,陽明,6.7,0.53,-,-,48,8,0.17,7.44,-,-,-,20.88,-,75.0,69.0
91,臺北市,1996/04/18,士林,7.1,1.58,21.2,-,109,56,18.66,36.93,-,-,-,23.85,-,-,79.0
92,臺北市,1996/04/17,松山,12.3,2.34,23.1,-,124,100,47.68,51.92,-,-,-,23.02,-,-,87.0
93,臺北市,1996/04/17,古亭,9.4,1.72,30.3,-,106,68,20.4,47.18,2.93,0.58,2.35,24.13,-,-,82.0
94,臺北市,1996/04/17,中山,11.9,2.2,24.7,-,84,85,26.56,58.02,4.38,1.3,3.07,23.64,-,-,71.0
95,臺北市,1996/04/17,大同,16.5,4.65,-,-,90,209,139.11,69.8,-,-,-,24.31,-,-,70.0
96,臺北市,1996/04/17,萬華,9.6,1.69,27.0,-,88,60,15.1,45.02,-,-,-,23.85,-,-,84.0
97,臺北市,1996/04/17,陽明,9.2,0.45,55.3,-,56,11,0.25,11.08,-,-,-,19.02,-,75.0,74.0
98,臺北市,1996/04/17,士林,8.8,1.57,23.8,-,104,64,26.0,38.12,-,-,-,24.0,-,-,77.0
99,臺北市,1996/04/16,松山,9.7,1.33,20.5,-,49,61,27.14,33.72,-,-,-,18.78,-,-,52.0
100,臺北市,1996/04/16,古亭,7.8,1.3,24.2,-,57,59,20.64,38.24,2.86,0.41,2.45,19.58,-,-,60.0
101,臺北市,1996/04/16,中山,10.0,1.4,22.9,-,38,59,24.24,34.46,3.59,0.7,2.89,18.99,-,-,39.0
102,臺北市,1996/04/16,大同,13.9,3.71,-,-,48,178,128.97,49.14,4.9,1.93,2.96,19.73,-,-,83.0
103,臺北市,1996/04/16,萬華,7.8,1.48,21.1,-,46,53,14.83,38.57,-,-,-,19.34,-,-,49.0
104,臺北市,1996/04/16,陽明,2.8,0.49,52.1,-,22,4,0.12,3.94,-,-,-,14.33,-,84.0,61.0
105,臺北市,1996/04/16,士林,3.7,0.94,23.1,-,52,35,12.34,22.43,-,-,-,19.07,-,-,51.0
106,臺北市,1996/04/15,松山,4.4,1.04,22.9,-,30,45,12.78,32.68,-,-,-,18.32,-,-,32.0
107,臺北市,1996/04/15,古亭,4.7,1.13,24.5,-,48,50,13.67,36.12,-,-,-,18.62,-,-,48.0
108,臺北市,1996/04/15,中山,3.0,1.07,26.6,-,30,45,10.56,33.97,3.16,0.53,2.63,18.51,-,-,35.0
