序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1997/03/31,松山,2.5,1.0,30.9,-,-,32,4.41,27.85,-,-,-,22.67,-,-,42.0
2,臺北市,1997/03/31,古亭,2.5,0.97,29.7,-,63,34,6.99,27.25,2.09,0.15,1.93,23.37,-,-,56.0
3,臺北市,1997/03/31,中山,4.1,1.06,33.2,-,59,38,6.71,31.06,2.41,0.25,2.16,22.97,-,-,55.0
4,臺北市,1997/03/31,大同,34.8,4.18,-,-,62,159,107.99,51.49,4.04,1.68,2.36,23.89,-,-,67.0
5,臺北市,1997/03/31,萬華,2.3,1.08,35.1,-,60,28,3.09,24.92,-,-,-,23.22,-,-,55.0
6,臺北市,1997/03/31,陽明,2.9,0.44,39.8,-,36,-,-,-,-,-,-,15.48,-,95.0,47.0
7,臺北市,1997/03/31,士林,2.1,0.65,33.9,-,59,16,1.77,14.37,-,-,-,23.2,-,-,54.0
8,臺北市,1997/03/30,松山,4.4,0.97,32.8,-,-,30,4.4,26.08,-,-,-,21.01,-,-,48.0
9,臺北市,1997/03/30,古亭,4.0,0.92,32.6,-,61,32,5.4,26.89,2.09,0.08,2.01,21.39,-,-,55.0
10,臺北市,1997/03/30,中山,8.3,1.02,35.6,-,61,37,6.14,30.73,2.51,0.21,2.31,21.34,-,-,56.0
11,臺北市,1997/03/30,大同,11.4,3.36,-,-,65,145,92.37,52.77,3.51,1.27,2.24,21.7,-,-,57.0
12,臺北市,1997/03/30,萬華,5.7,1.04,36.9,-,53,27,2.66,24.27,-,-,-,21.38,-,-,51.0
13,臺北市,1997/03/30,陽明,1.4,0.5,44.1,-,52,40,35.99,3.54,-,-,-,14.31,-,90.0,51.0
14,臺北市,1997/03/30,士林,2.3,0.96,35.1,-,59,27,11.78,15.53,-,-,-,21.18,-,-,55.0
15,臺北市,1997/03/29,松山,2.2,1.02,17.2,-,-,50,15.79,34.57,-,-,-,20.34,-,-,39.0
16,臺北市,1997/03/29,古亭,2.7,1.15,16.1,-,34,54,17.75,36.69,2.55,0.41,2.14,20.75,-,-,34.0
17,臺北市,1997/03/29,中山,3.4,1.14,17.0,-,23,52,16.94,35.16,2.71,0.29,2.42,20.27,-,-,37.0
18,臺北市,1997/03/29,大同,4.2,2.36,-,-,28,104,65.99,38.22,3.34,0.92,2.42,20.65,-,-,37.0
19,臺北市,1997/03/29,萬華,3.8,1.08,19.4,-,28,44,11.57,31.93,-,-,-,20.61,-,-,40.0
20,臺北市,1997/03/29,陽明,0.4,0.27,32.8,-,23,37,33.66,3.68,-,-,-,14.07,-,95.0,32.0
21,臺北市,1997/03/29,士林,1.7,0.74,18.1,-,23,30,5.09,24.84,-,-,-,20.12,-,-,29.0
22,臺北市,1997/03/28,松山,-,1.48,27.0,-,-,68,19.23,48.57,-,-,-,21.87,-,-,95.0
23,臺北市,1997/03/28,古亭,9.8,1.48,24.2,-,86,61,17.74,43.35,2.89,0.69,2.2,22.35,-,-,81.0
24,臺北市,1997/03/28,中山,8.4,1.56,27.1,-,64,67,23.24,44.05,3.4,0.8,2.6,21.48,-,-,90.0
25,臺北市,1997/03/28,大同,8.3,2.58,-,-,55,101,56.43,44.82,3.83,1.23,2.6,22.12,-,-,52.0
26,臺北市,1997/03/28,萬華,10.0,1.22,25.7,-,69,47,9.79,37.38,-,-,-,21.84,-,-,94.0
27,臺北市,1997/03/28,陽明,2.5,0.41,38.0,-,50,37,29.43,7.11,-,-,-,17.17,-,95.0,57.0
28,臺北市,1997/03/28,士林,4.7,0.97,21.5,-,66,43,11.59,31.34,-,-,-,21.24,-,-,58.0
29,臺北市,1997/03/27,松山,-,0.84,19.6,-,-,39,8.29,31.1,-,-,-,18.95,-,-,27.0
30,臺北市,1997/03/27,古亭,3.6,0.78,23.4,-,42,35,9.05,26.15,2.12,0.18,1.94,19.6,-,-,42.0
31,臺北市,1997/03/27,中山,5.2,0.85,24.1,-,38,40,10.64,29.2,2.36,0.24,2.12,19.47,-,-,38.0
32,臺北市,1997/03/27,大同,9.4,3.75,-,-,45,163,116.76,46.71,3.9,1.66,2.23,20.19,-,-,61.0
33,臺北市,1997/03/27,萬華,4.3,0.93,25.5,-,42,32,5.29,26.76,-,-,-,19.52,-,-,42.0
34,臺北市,1997/03/27,陽明,0.6,0.26,33.8,-,21,64,62.05,2.73,-,-,-,11.62,-,96.0,30.0
35,臺北市,1997/03/27,士林,2.6,0.48,28.8,-,30,16,1.7,14.75,-,-,-,19.72,-,-,31.0
36,臺北市,1997/03/26,松山,-,1.36,13.0,-,-,74,35.99,37.81,-,-,-,17.89,-,-,26.0
37,臺北市,1997/03/26,古亭,4.6,1.3,11.8,-,80,64,23.66,40.54,2.67,0.54,2.13,18.34,-,-,65.0
38,臺北市,1997/03/26,中山,4.3,1.41,13.6,-,75,65,22.83,41.95,2.91,0.5,2.42,18.15,-,-,63.0
39,臺北市,1997/03/26,大同,7.5,3.85,-,-,65,161,111.58,49.79,4.6,2.03,2.57,18.63,-,-,73.0
40,臺北市,1997/03/26,萬華,4.4,1.29,14.9,-,70,51,13.13,38.15,-,-,-,18.29,-,-,60.0
41,臺北市,1997/03/26,陽明,0.5,0.31,33.5,-,18,71,67.88,2.71,-,-,-,13.02,-,94.0,36.0
42,臺北市,1997/03/26,士林,2.7,1.1,14.0,-,76,49,15.96,32.7,-,-,-,17.99,-,-,63.0
43,臺北市,1997/03/25,松山,-,1.35,10.5,-,-,78,33.69,44.08,-,-,-,17.28,-,-,24.0
44,臺北市,1997/03/25,古亭,6.9,1.57,11.2,-,62,84,41.72,41.96,2.75,0.72,2.02,17.79,-,-,56.0
45,臺北市,1997/03/25,中山,8.8,1.56,11.7,-,47,84,40.79,43.49,3.08,0.63,2.44,17.62,-,-,47.0
46,臺北市,1997/03/25,大同,9.5,3.5,-,-,57,162,115.58,46.24,4.49,1.75,2.73,17.99,-,-,56.0
47,臺北市,1997/03/25,萬華,8.7,1.47,12.5,-,54,-,-,-,-,-,-,17.66,-,-,52.0
48,臺北市,1997/03/25,陽明,0.2,0.92,28.9,-,14,70,68.31,1.64,-,-,-,12.8,-,94.0,29.0
49,臺北市,1997/03/25,士林,5.0,1.11,13.3,-,50,62,26.63,35.18,-,-,-,17.78,-,-,50.0
50,臺北市,1997/03/24,松山,4.4,0.84,21.0,-,-,43,9.78,32.92,-,-,-,15.01,-,-,36.0
51,臺北市,1997/03/24,古亭,2.0,0.75,23.3,-,49,34,8.28,25.64,2.07,0.21,1.86,15.31,-,-,49.0
52,臺北市,1997/03/24,中山,4.3,0.91,20.3,-,47,48,13.47,34.75,2.37,0.24,2.13,15.36,-,-,47.0
53,臺北市,1997/03/24,大同,8.9,4.0,-,-,47,197,146.72,49.91,4.48,2.08,2.39,15.75,-,-,65.0
54,臺北市,1997/03/24,萬華,3.3,0.91,21.9,-,42,35,5.5,29.92,-,-,-,15.3,-,-,42.0
55,臺北市,1997/03/24,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,99.0,-
56,臺北市,1997/03/24,士林,2.3,0.46,30.0,-,41,18,1.87,15.86,-,-,-,15.61,-,-,41.0
57,臺北市,1997/03/23,松山,0.8,0.61,31.9,-,-,25,1.77,23.4,-,-,-,14.58,-,-,33.0
58,臺北市,1997/03/23,古亭,1.3,0.86,21.6,-,49,42,9.5,32.28,2.13,0.18,1.96,14.57,-,-,49.0
59,臺北市,1997/03/23,中山,1.1,0.71,29.9,-,32,33,3.82,29.18,2.23,0.14,2.09,15.01,-,-,32.0
60,臺北市,1997/03/23,大同,5.9,3.05,-,-,41,155,106.83,48.38,3.71,1.37,2.34,15.22,-,-,44.0
61,臺北市,1997/03/23,萬華,0.9,0.86,26.3,-,40,32,2.91,28.62,-,-,-,14.85,-,-,40.0
62,臺北市,1997/03/23,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,99.0,-
63,臺北市,1997/03/23,士林,0.5,0.51,30.5,-,32,17,0.9,16.57,-,-,-,15.05,-,-,33.0
64,臺北市,1997/03/22,松山,2.8,1.14,13.5,-,-,59,23.07,38.98,-,-,-,17.76,-,-,22.0
65,臺北市,1997/03/22,古亭,2.4,1.25,11.2,-,27,55,19.29,35.79,2.51,0.35,2.16,17.93,-,-,31.0
66,臺北市,1997/03/22,中山,2.3,1.36,10.6,-,21,62,22.51,39.8,2.67,0.33,2.34,17.85,-,-,21.0
