序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
32,臺北市,1997/11/26,大同,8.1,4.25,-,-,56,-,179.06,139.73,39.34,4.763,2.34,2.42,21.5,-,-,69.0
33,臺北市,1997/11/26,萬華,4.2,1.45,9.8,-,46,-,56.13,21.2,34.93,-,-,-,20.46,-,-,46.0
34,臺北市,1997/11/26,陽明,1.2,0.22,34.1,-,13,-,5.52,0.32,5.2,-,-,-,16.55,-,91.0,43.0
35,臺北市,1997/11/26,士林,3.3,1.61,11.1,-,45,-,-,-,-,-,-,-,20.81,-,-,45.0
36,臺北市,1997/11/25,松山,10.4,2.13,23.2,-,74,-,121.16,64.33,56.83,-,-,-,24.13,-,-,80.0
37,臺北市,1997/11/25,古亭,8.7,1.68,22.0,-,87,63,84.04,35.65,48.4,2.962,0.72,2.24,24.23,-,-,72.0
38,臺北市,1997/11/25,中山,11.1,2.16,21.8,-,75,-,113.46,48.1,65.36,3.536,0.96,2.57,25.1,-,-,88.0
39,臺北市,1997/11/25,大同,15.5,-,-,-,80,-,159.25,108.47,50.78,5.086,2.48,2.61,25.37,-,-,87.0
40,臺北市,1997/11/25,萬華,11.0,1.58,23.4,-,108,-,62.61,14.84,47.77,-,-,-,24.12,-,-,83.0
41,臺北市,1997/11/25,陽明,6.5,0.29,53.5,-,50,-,11.88,0.26,11.62,-,-,-,20.5,-,75.0,90.0
42,臺北市,1997/11/25,士林,9.7,2.31,23.9,-,102,-,-,-,-,-,-,-,24.56,-,-,95.0
43,臺北市,1997/11/24,松山,3.8,1.44,14.5,-,-,-,69.34,36.31,33.03,-,-,-,22.95,-,-,47.0
44,臺北市,1997/11/24,古亭,2.8,1.38,18.6,-,47,35,68.05,35.52,32.53,2.806,0.55,2.25,23.5,-,-,53.0
45,臺北市,1997/11/24,中山,4.4,1.78,14.5,-,55,-,86.45,41.13,45.32,3.221,0.69,2.53,23.77,-,-,52.0
46,臺北市,1997/11/24,大同,10.1,-,-,-,49,-,166.16,123.58,42.58,5.465,2.61,2.85,24.06,-,-,49.0
47,臺北市,1997/11/24,萬華,4.3,1.44,16.2,-,76,-,54.86,19.0,35.86,-,-,-,22.77,-,-,69.0
48,臺北市,1997/11/24,陽明,1.4,0.13,44.2,-,17,-,5.05,1.88,3.17,-,-,-,17.67,-,79.0,66.0
49,臺北市,1997/11/24,士林,2.2,1.31,13.6,-,36,-,69.33,40.07,29.27,-,-,-,23.17,-,-,42.0
50,臺北市,1997/11/23,松山,3.6,0.89,10.4,-,-,-,49.27,18.45,30.82,-,-,-,19.73,-,-,27.0
51,臺北市,1997/11/23,古亭,1.8,0.62,17.8,-,33,30,37.19,11.62,25.57,2.179,0.17,2.01,19.69,-,-,33.0
52,臺北市,1997/11/23,中山,2.9,0.92,11.6,-,75,-,50.2,17.58,32.62,2.342,0.09,2.25,20.41,-,-,63.0
53,臺北市,1997/11/23,大同,8.1,-,-,-,34,-,149.7,116.82,32.88,4.11,1.76,2.35,20.91,-,-,34.0
54,臺北市,1997/11/23,萬華,1.9,0.8,17.8,-,29,-,29.82,4.15,25.67,-,-,-,19.57,-,-,29.0
55,臺北市,1997/11/23,陽明,2.6,0.09,39.1,-,13,-,6.74,3.16,3.58,-,-,-,13.13,-,91.0,36.0
56,臺北市,1997/11/23,士林,2.0,0.48,23.8,-,24,-,15.07,0.41,14.67,-,-,-,20.55,-,-,24.0
57,臺北市,1997/11/22,松山,4.0,1.54,7.7,-,53,-,71.58,34.77,36.81,-,-,-,20.87,-,-,51.0
58,臺北市,1997/11/22,古亭,3.1,1.22,10.4,-,46,42,53.46,26.08,27.39,2.387,0.41,1.98,20.29,-,-,46.0
59,臺北市,1997/11/22,中山,5.6,1.56,6.5,-,55,-,77.4,36.28,41.12,5.321,1.36,3.96,21.68,-,-,52.0
60,臺北市,1997/11/22,大同,10.7,-,-,-,52,-,158.51,123.32,35.19,4.719,2.15,2.57,22.19,-,-,51.0
61,臺北市,1997/11/22,萬華,3.3,1.28,9.3,-,51,-,45.43,12.77,32.66,-,-,-,20.43,-,-,50.0
62,臺北市,1997/11/22,陽明,1.3,0.3,33.9,-,13,-,6.34,2.99,3.35,-,-,-,15.62,-,87.0,34.0
63,臺北市,1997/11/22,士林,4.5,1.41,13.3,-,53,-,52.7,27.99,24.71,-,-,-,21.49,-,-,51.0
64,臺北市,1997/11/21,松山,8.3,2.11,24.4,-,78,-,110.58,58.15,52.43,-,-,-,24.0,-,-,113.0
65,臺北市,1997/11/21,古亭,10.5,1.62,23.2,-,74,58,82.47,42.08,40.39,3.029,0.89,2.14,23.76,-,-,92.0
66,臺北市,1997/11/21,中山,11.1,2.11,23.9,-,122,-,118.38,54.34,64.04,4.089,1.28,2.81,24.71,-,-,117.0
67,臺北市,1997/11/21,大同,17.1,4.63,-,-,83,-,147.76,96.23,51.54,5.514,2.44,3.08,24.51,-,-,71.0
68,臺北市,1997/11/21,萬華,14.4,1.52,22.2,-,94,-,80.33,33.15,47.18,-,-,-,23.57,-,-,94.0
69,臺北市,1997/11/21,陽明,4.2,0.11,47.3,-,16,-,8.46,3.01,5.46,-,-,-,20.21,-,71.0,55.0
70,臺北市,1997/11/21,士林,5.8,1.47,20.5,-,49,-,67.1,29.13,37.97,-,-,-,24.32,-,-,79.0
71,臺北市,1997/11/20,松山,2.9,1.04,11.9,-,41,-,53.83,25.8,28.02,-,-,-,23.26,-,-,41.0
72,臺北市,1997/11/20,古亭,2.4,1.04,18.3,-,39,33,47.23,22.26,24.96,2.371,0.42,1.96,23.97,-,-,43.0
73,臺北市,1997/11/20,中山,2.8,1.03,19.3,-,89,-,52.23,17.07,35.16,2.647,0.39,2.26,24.29,-,-,73.0
74,臺北市,1997/11/20,大同,9.9,5.09,-,-,49,-,153.15,115.95,37.2,4.73,2.25,2.48,24.64,-,-,82.0
75,臺北市,1997/11/20,萬華,3.5,1.16,24.3,-,56,-,48.93,12.0,36.93,-,-,-,23.46,-,-,74.0
76,臺北市,1997/11/20,陽明,0.6,0.1,40.2,-,13,-,4.58,2.29,2.29,-,-,-,17.94,-,81.0,45.0
77,臺北市,1997/11/20,士林,2.2,0.51,30.6,-,37,-,17.99,2.51,15.49,-,-,-,24.44,-,-,64.0
78,臺北市,1997/11/19,松山,3.4,0.82,13.3,-,31,-,47.64,18.92,28.72,-,-,-,20.67,-,-,31.0
79,臺北市,1997/11/19,古亭,0.8,0.62,21.8,-,35,31,31.44,11.98,19.46,2.135,0.16,1.98,20.81,-,-,35.0
80,臺北市,1997/11/19,中山,4.1,0.91,13.2,-,35,-,51.54,19.65,31.89,2.455,0.36,2.1,21.62,-,-,35.0
81,臺北市,1997/11/19,大同,8.1,4.54,-,-,38,-,146.85,113.69,33.16,4.306,1.92,2.38,21.9,-,-,75.0
82,臺北市,1997/11/19,萬華,1.2,0.82,19.7,-,32,-,33.1,8.31,24.79,-,-,-,20.61,-,-,32.0
83,臺北市,1997/11/19,陽明,1.2,0.09,40.0,-,13,-,4.06,1.86,2.2,-,-,-,13.9,-,83.0,36.0
84,臺北市,1997/11/19,士林,3.1,0.38,26.2,-,28,-,16.14,3.46,12.69,-,-,-,21.82,-,-,29.0
85,臺北市,1997/11/18,松山,3.8,0.65,17.7,-,31,-,37.48,9.94,27.54,-,-,-,16.22,-,-,31.0
86,臺北市,1997/11/18,古亭,3.7,0.65,20.1,-,42,38,39.29,14.13,25.15,2.243,0.24,2.0,15.78,-,-,42.0
87,臺北市,1997/11/18,中山,3.6,0.7,19.6,-,39,-,41.08,12.92,28.16,2.404,0.28,2.12,16.65,-,-,39.0
88,臺北市,1997/11/18,大同,7.8,3.88,-,-,39,-,136.51,105.09,31.43,3.956,1.62,2.33,17.01,-,-,69.0
89,臺北市,1997/11/18,萬華,2.4,0.68,20.7,-,38,-,32.46,5.18,27.28,-,-,-,15.65,-,-,38.0
90,臺北市,1997/11/18,陽明,1.1,0.29,42.5,-,16,-,1.67,0.05,1.62,-,-,-,8.68,-,88.0,38.0
91,臺北市,1997/11/18,士林,1.9,0.39,32.2,-,29,-,13.62,2.17,11.44,-,-,-,16.38,-,-,34.0
92,臺北市,1997/11/17,松山,2.3,0.7,19.8,-,27,-,24.85,5.25,19.6,-,-,-,16.29,-,-,27.0
93,臺北市,1997/11/17,古亭,1.8,0.75,18.6,-,34,28,32.31,10.24,22.07,2.104,0.18,1.93,15.9,-,-,34.0
94,臺北市,1997/11/17,中山,2.0,0.72,19.0,-,32,-,28.55,5.65,22.89,2.402,0.22,2.18,16.87,-,-,32.0
95,臺北市,1997/11/17,大同,6.4,3.29,-,-,25,-,111.34,84.89,26.46,3.581,1.26,2.32,17.01,-,-,47.0
96,臺北市,1997/11/17,萬華,2.0,0.9,16.7,-,35,-,30.19,5.3,24.88,-,-,-,15.7,-,-,38.0
97,臺北市,1997/11/17,陽明,0.7,0.37,38.9,-,16,-,2.14,0.06,2.08,-,-,-,8.89,-,96.0,46.0
98,臺北市,1997/11/17,士林,1.7,0.62,26.3,-,25,-,17.87,5.78,12.09,-,-,-,16.67,-,-,32.0
99,臺北市,1997/11/16,松山,3.6,1.39,24.9,-,67,-,61.77,22.09,39.68,-,-,-,24.08,-,-,85.0
100,臺北市,1997/11/16,古亭,3.0,1.1,25.1,-,74,61,44.76,10.4,34.37,2.704,0.43,2.28,23.88,-,-,85.0
101,臺北市,1997/11/16,中山,4.2,1.3,23.5,-,92,-,57.4,22.33,35.07,3.113,0.52,2.6,24.54,-,-,71.0
102,臺北市,1997/11/16,大同,5.4,2.49,-,-,64,-,63.62,35.7,27.91,3.517,0.85,2.67,24.58,-,-,57.0
103,臺北市,1997/11/16,萬華,3.2,0.99,29.4,-,79,-,31.77,4.57,27.2,-,-,-,23.59,-,-,91.0
104,臺北市,1997/11/16,陽明,2.9,0.33,45.9,-,18,-,6.15,0.66,5.49,-,-,-,19.47,-,83.0,69.0
105,臺北市,1997/11/16,士林,2.9,1.15,21.6,-,64,-,38.7,13.39,25.31,-,-,-,24.0,-,-,57.0
106,臺北市,1997/11/15,松山,12.1,1.56,20.2,-,89,-,81.62,24.79,56.83,-,-,-,24.31,-,-,69.0
107,臺北市,1997/11/15,古亭,10.8,1.78,22.2,-,109,84,83.23,30.14,53.1,3.121,0.83,2.29,24.48,-,-,79.0
108,臺北市,1997/11/15,中山,16.3,1.6,21.3,-,122,-,81.06,22.27,58.79,3.459,0.89,2.56,25.13,-,-,86.0
109,臺北市,1997/11/15,大同,19.2,3.71,-,-,97,-,111.33,64.45,46.88,4.549,1.69,2.86,25.29,-,-,73.0
110,臺北市,1997/11/15,萬華,13.8,1.67,21.3,-,135,-,64.92,12.67,52.25,-,-,-,24.3,-,-,92.0
111,臺北市,1997/11/15,陽明,4.3,0.3,52.1,-,25,-,7.38,0.25,7.13,-,-,-,19.88,-,77.0,66.0
112,臺北市,1997/11/15,士林,15.2,1.6,16.5,-,102,-,79.32,29.2,50.12,-,-,-,24.28,-,-,76.0
113,臺北市,1997/11/14,松山,13.3,1.56,27.0,-,95,-,75.71,25.1,50.61,-,-,-,23.99,-,-,82.0
114,臺北市,1997/11/14,古亭,11.7,1.44,23.9,-,98,69,65.85,20.79,45.06,2.711,0.67,2.04,24.06,-,-,74.0
115,臺北市,1997/11/14,中山,15.6,1.64,26.9,-,164,-,80.59,26.54,54.05,3.862,0.94,2.92,24.61,-,-,107.0
116,臺北市,1997/11/14,大同,19.3,4.0,-,-,123,-,117.2,68.42,48.78,5.178,2.09,3.08,24.89,-,-,86.0
117,臺北市,1997/11/14,萬華,14.6,1.57,23.6,-,134,-,62.47,14.64,47.83,-,-,-,23.99,-,-,92.0
118,臺北市,1997/11/14,陽明,16.9,0.3,41.9,-,23,-,11.4,1.15,10.25,-,-,-,20.44,-,71.0,61.0
119,臺北市,1997/11/14,士林,12.6,1.58,20.5,-,89,-,68.36,26.62,41.73,-,-,-,24.03,-,-,69.0
120,臺北市,1997/11/13,松山,9.7,1.62,24.2,-,70,-,87.75,40.5,47.25,-,-,-,23.98,-,-,100.0
121,臺北市,1997/11/13,古亭,8.2,1.59,24.9,-,77,57,76.44,32.39,44.06,3.21,0.78,2.43,24.24,-,-,119.0
122,臺北市,1997/11/13,中山,8.5,1.71,25.5,-,113,-,90.34,39.59,50.75,3.787,0.9,2.89,24.59,-,-,119.0
123,臺北市,1997/11/13,大同,10.6,3.29,-,-,70,-,111.37,69.45,41.92,4.396,1.43,2.96,24.71,-,-,60.0
124,臺北市,1997/11/13,萬華,7.7,1.38,26.8,-,81,-,55.16,14.45,40.71,-,-,-,23.89,-,-,127.0
125,臺北市,1997/11/13,陽明,5.9,0.29,52.6,-,13,-,5.22,0.3,4.91,-,-,-,21.21,-,68.0,81.0
126,臺北市,1997/11/13,士林,5.9,1.39,19.2,-,66,-,62.46,22.8,39.67,-,-,-,23.75,-,-,68.0
127,臺北市,1997/11/12,松山,6.5,1.47,20.9,-,55,-,81.13,41.08,40.05,-,-,-,24.25,-,-,79.0
128,臺北市,1997/11/12,古亭,4.9,1.27,21.5,-,68,44,67.19,30.86,36.33,2.611,0.55,2.23,24.46,-,-,73.0
129,臺北市,1997/11/12,中山,8.3,1.57,19.7,-,64,-,98.25,53.55,44.7,3.43,0.81,2.62,25.03,-,-,65.0
130,臺北市,1997/11/12,大同,11.1,3.04,-,-,53,-,117.38,79.73,37.65,4.029,1.25,2.78,25.01,-,-,51.0
131,臺北市,1997/11/12,萬華,6.2,1.24,21.5,-,69,-,55.07,18.09,36.99,-,-,-,24.39,-,-,65.0
132,臺北市,1997/11/12,陽明,1.2,0.25,43.2,-,14,-,3.46,0.67,2.79,-,-,-,21.13,-,66.0,49.0
133,臺北市,1997/11/12,士林,6.5,1.19,22.2,-,47,-,65.15,26.94,38.21,-,-,-,24.13,-,-,73.0
134,臺北市,1997/11/11,松山,2.2,0.97,16.5,-,25,-,48.07,20.62,27.44,-,-,-,25.25,-,-,31.0
135,臺北市,1997/11/11,古亭,1.6,1.03,20.0,-,32,25,54.81,24.64,30.17,2.407,0.41,2.0,25.92,-,-,42.0
136,臺北市,1997/11/11,中山,2.6,1.12,20.1,-,34,-,50.83,17.23,33.6,2.649,0.36,2.29,26.28,-,-,38.0
137,臺北市,1997/11/11,大同,7.6,4.06,-,-,41,-,126.17,86.05,40.12,4.209,1.9,2.31,26.45,-,-,67.0
138,臺北市,1997/11/11,萬華,2.6,1.02,26.9,-,45,-,38.76,8.8,29.96,-,-,-,25.53,-,-,64.0
139,臺北市,1997/11/11,陽明,0.3,0.18,46.0,-,14,-,2.14,0.1,2.05,-,-,-,19.76,-,78.0,47.0
140,臺北市,1997/11/11,士林,0.8,0.71,34.1,-,30,-,32.86,5.91,26.95,-,-,-,25.99,-,-,52.0
141,臺北市,1997/11/10,松山,2.6,0.88,17.8,-,27,-,40.04,12.94,27.1,-,-,-,23.85,-,-,31.0
142,臺北市,1997/11/10,古亭,1.2,0.73,24.2,-,30,28,32.56,10.35,22.21,2.142,0.2,1.94,24.38,-,-,34.0
143,臺北市,1997/11/10,中山,2.2,0.82,20.2,-,75,-,39.75,11.64,28.11,2.407,0.27,2.13,24.66,-,-,62.0
144,臺北市,1997/11/10,大同,6.1,4.81,-,-,41,-,168.88,128.67,40.2,4.79,2.52,2.27,25.1,-,-,76.0
145,臺北市,1997/11/10,萬華,1.4,0.88,22.5,-,27,-,32.13,6.9,25.22,-,-,-,24.12,-,-,33.0
146,臺北市,1997/11/10,陽明,3.1,0.16,43.0,-,13,-,3.32,0.25,3.06,-,-,-,17.27,-,83.0,41.0
147,臺北市,1997/11/10,士林,0.7,0.44,40.9,-,28,-,15.84,4.15,11.68,-,-,-,24.81,-,-,46.0
148,臺北市,1997/11/09,松山,3.2,0.71,22.1,-,25,-,33.62,6.58,27.04,-,-,-,22.56,-,-,35.0
149,臺北市,1997/11/09,古亭,0.6,0.61,30.1,-,31,27,27.29,6.5,20.8,2.162,0.08,2.08,23.11,-,-,31.0
150,臺北市,1997/11/09,中山,2.8,0.77,21.0,-,38,-,41.78,9.18,32.6,2.369,0.3,2.07,23.32,-,-,38.0
151,臺北市,1997/11/09,大同,6.3,3.68,-,-,30,-,149.28,106.36,42.92,3.931,1.57,2.36,23.73,-,-,53.0
152,臺北市,1997/11/09,萬華,1.1,0.7,28.7,-,36,-,25.71,3.49,22.21,-,-,-,22.92,-,-,36.0
153,臺北市,1997/11/09,陽明,6.6,0.15,46.1,-,13,-,5.56,0.2,5.36,-,-,-,15.77,-,82.0,45.0
154,臺北市,1997/11/09,士林,1.9,0.44,45.6,-,22,-,15.49,2.34,13.16,-,-,-,23.47,-,-,46.0
155,臺北市,1997/11/08,松山,5.6,0.92,16.6,-,38,-,48.9,15.03,33.87,-,-,-,21.24,-,-,38.0
156,臺北市,1997/11/08,古亭,3.0,0.73,26.3,-,36,28,37.49,11.21,26.28,2.234,0.2,2.04,21.58,-,-,36.0
157,臺北市,1997/11/08,中山,3.9,0.83,20.9,-,42,-,46.87,12.45,34.42,2.435,0.29,2.14,22.03,-,-,42.0
158,臺北市,1997/11/08,大同,8.9,4.32,-,-,41,-,176.92,132.19,44.73,4.32,2.01,2.31,22.5,-,-,62.0
159,臺北市,1997/11/08,萬華,2.9,0.9,21.9,-,39,-,36.13,5.71,30.41,-,-,-,21.19,-,-,39.0
160,臺北市,1997/11/08,陽明,0.3,0.2,51.1,-,13,-,0.82,0.01,0.81,-,-,-,14.13,-,82.0,46.0
161,臺北市,1997/11/08,士林,3.6,0.42,48.0,-,28,-,16.77,3.11,13.66,-,-,-,22.09,-,-,52.0
162,臺北市,1997/11/07,松山,5.3,0.83,17.3,-,31,-,47.97,15.64,32.33,-,-,-,20.81,-,-,32.0
163,臺北市,1997/11/07,古亭,2.7,0.82,18.6,-,36,17,46.46,16.35,30.12,2.298,0.26,2.03,20.64,-,-,36.0
164,臺北市,1997/11/07,中山,3.9,0.79,18.2,-,53,-,47.14,12.73,34.41,2.468,0.22,2.25,21.52,-,-,51.0
165,臺北市,1997/11/07,大同,9.1,4.19,-,-,36,-,176.46,133.02,43.44,3.72,1.6,2.12,21.99,-,-,67.0
166,臺北市,1997/11/07,萬華,2.9,0.85,18.5,-,34,-,36.71,6.49,30.22,-,-,-,20.6,-,-,34.0
167,臺北市,1997/11/07,陽明,0.2,0.16,47.7,-,14,-,0.88,0.01,0.88,-,-,-,14.1,-,81.0,42.0
168,臺北市,1997/11/07,士林,0.7,0.37,49.2,-,26,-,13.04,2.9,10.14,-,-,-,21.69,-,-,47.0
169,臺北市,1997/11/06,松山,3.9,1.02,14.5,-,41,-,55.86,23.01,32.85,-,-,-,20.01,-,-,41.0
170,臺北市,1997/11/06,古亭,2.4,0.91,17.0,-,43,21,46.59,18.87,27.72,2.307,0.33,1.98,19.77,-,-,43.0
171,臺北市,1997/11/06,中山,4.2,1.11,13.6,-,121,-,69.2,31.04,38.16,3.123,0.5,2.62,20.81,-,-,85.0
172,臺北市,1997/11/06,大同,10.1,4.31,-,-,46,-,186.13,143.06,43.07,4.469,1.91,2.55,21.25,-,-,65.0
173,臺北市,1997/11/06,萬華,2.1,0.88,16.8,-,33,-,37.09,8.1,28.99,-,-,-,19.72,-,-,41.0
174,臺北市,1997/11/06,陽明,0.2,0.12,47.8,-,13,-,0.61,0.01,0.6,-,-,-,13.23,-,84.0,41.0
175,臺北市,1997/11/06,士林,2.0,0.76,33.7,-,47,-,38.98,17.89,21.09,-,-,-,20.43,-,-,47.0
176,臺北市,1997/11/05,松山,3.1,0.79,27.1,-,58,-,38.02,11.9,26.12,-,-,-,18.17,-,-,54.0
177,臺北市,1997/11/05,古亭,3.0,1.05,19.5,-,69,34,54.28,26.66,27.63,2.445,0.4,2.04,17.37,-,-,59.0
178,臺北市,1997/11/05,中山,4.3,1.01,24.1,-,69,-,52.98,20.5,32.48,2.574,0.34,2.23,19.05,-,-,60.0
179,臺北市,1997/11/05,大同,8.7,3.51,-,-,47,-,149.98,111.89,38.09,3.696,1.57,2.13,19.37,-,-,59.0
180,臺北市,1997/11/05,萬華,2.5,0.75,22.8,-,68,-,29.66,5.02,24.65,-,-,-,17.63,-,-,63.0
181,臺北市,1997/11/05,陽明,2.5,0.28,51.6,-,37,-,1.41,0.01,1.4,-,-,-,10.83,-,87.0,51.0
182,臺北市,1997/11/05,士林,3.8,0.78,45.6,-,53,-,34.99,14.57,20.42,-,-,-,18.68,-,-,58.0
183,臺北市,1997/11/04,松山,4.4,0.84,20.1,-,37,-,44.07,13.77,30.3,-,-,-,21.29,-,-,37.0
184,臺北市,1997/11/04,古亭,3.7,1.13,16.7,-,51,28,56.08,24.92,31.16,2.529,0.41,2.12,21.35,-,-,50.0
185,臺北市,1997/11/04,中山,6.1,0.96,13.4,-,-,-,54.92,17.74,37.18,2.829,0.43,2.4,22.05,-,-,38.0
186,臺北市,1997/11/04,大同,8.5,4.06,-,-,50,-,146.86,108.56,38.3,4.405,2.03,2.37,22.59,-,-,56.0
187,臺北市,1997/11/04,萬華,4.1,1.1,14.8,-,56,-,44.55,10.74,33.81,-,-,-,21.18,-,-,53.0
188,臺北市,1997/11/04,陽明,3.0,0.21,50.0,-,26,-,1.92,0.02,1.91,-,-,-,14.92,-,87.0,53.0
189,臺北市,1997/11/04,士林,4.5,0.61,38.6,-,41,-,25.14,7.16,17.98,-,-,-,21.8,-,-,53.0
190,臺北市,1997/11/03,松山,4.6,0.76,15.6,-,26,-,34.31,8.97,25.34,-,-,-,23.34,-,-,26.0
191,臺北市,1997/11/03,古亭,3.7,0.86,15.5,-,33,16,40.4,14.64,25.76,2.307,0.27,2.04,23.65,-,-,33.0
192,臺北市,1997/11/03,中山,5.1,0.68,16.5,-,27,-,37.36,9.62,27.74,2.392,0.28,2.11,24.09,-,-,27.0
193,臺北市,1997/11/03,大同,8.5,4.23,-,-,33,-,137.32,104.09,33.24,4.151,2.03,2.12,24.69,-,-,64.0
194,臺北市,1997/11/03,萬華,3.2,0.98,16.3,-,26,-,34.53,8.04,26.49,-,-,-,23.49,-,-,26.0
195,臺北市,1997/11/03,陽明,4.7,0.15,38.1,-,14,-,3.64,0.16,3.48,-,-,-,17.09,-,93.0,14.0
196,臺北市,1997/11/03,士林,4.5,0.45,23.6,-,20,-,18.24,2.54,15.7,-,-,-,23.35,-,-,27.0
197,臺北市,1997/11/02,松山,2.5,0.62,16.9,-,21,-,29.7,6.32,23.38,-,-,-,21.26,-,-,27.0
