序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1074,高雄市,1999/01/12,大寮,15.3,0.72,10.0,-,111,-,58.3,14.83,43.47,2.633,0.52,2.11,17.94,-,-,81.0,-
1075,高雄市,1999/01/12,仁武,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1076,高雄市,1999/01/12,橋頭,6.9,0.67,8.9,-,67,-,-,-,-,2.702,0.2,2.51,16.17,-,-,58.0,-
1077,高雄市,1999/01/12,美濃,2.2,0.55,14.4,-,-,-,29.09,4.66,24.43,-,-,-,17.58,-,-,79.0,-
1078,高雄市,1999/01/11,左營,14.5,0.82,23.7,-,117,-,51.01,15.3,35.71,2.728,0.4,2.32,17.52,-,-,84.0,-
1079,高雄市,1999/01/11,楠梓,8.0,0.64,24.1,-,125,-,50.94,17.2,33.74,2.607,0.35,2.26,17.36,-,-,88.0,-
1080,高雄市,1999/01/11,前金,20.6,0.95,22.4,-,106,-,52.87,17.55,35.32,-,-,-,17.46,-,-,78.0,-
1081,高雄市,1999/01/11,前鎮,18.6,-,-,-,142,-,80.84,33.11,47.73,3.217,0.64,2.57,18.23,-,-,96.0,-
1082,高雄市,1999/01/11,復興,17.0,1.81,-,-,-,-,86.5,39.56,46.94,3.405,1.12,2.29,18.18,-,-,78.0,-
1083,高雄市,1999/01/11,小港,34.2,1.01,16.3,-,125,-,97.51,47.08,50.42,3.061,0.68,2.38,18.87,-,-,87.0,-
1084,高雄市,1999/01/11,鳳山,29.7,1.08,17.2,-,148,91,85.38,40.14,45.24,-,-,-,18.33,-,-,99.0,-
1085,高雄市,1999/01/11,林園,31.0,0.86,21.9,-,131,75,72.16,28.74,43.41,3.528,1.0,2.53,19.3,-,-,90.0,-
1086,高雄市,1999/01/11,大寮,14.8,0.75,26.3,-,144,-,53.99,13.28,40.71,2.671,0.54,2.13,18.84,-,-,97.0,-
1087,高雄市,1999/01/11,仁武,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1088,高雄市,1999/01/11,橋頭,9.7,0.74,18.9,-,97,-,-,-,-,2.791,0.24,2.55,17.04,-,-,74.0,-
1089,高雄市,1999/01/11,美濃,3.3,0.59,26.3,-,114,-,24.38,2.29,22.09,-,-,-,18.64,-,-,82.0,-
1090,高雄市,1999/01/10,左營,8.5,0.75,24.9,-,99,-,34.67,8.1,26.58,2.372,0.28,2.09,17.44,-,-,74.0,-
1091,高雄市,1999/01/10,楠梓,5.2,0.56,27.8,-,107,-,38.22,10.06,28.16,2.505,0.21,2.3,17.2,-,-,78.0,-
1092,高雄市,1999/01/10,前金,16.9,0.91,21.2,-,93,-,45.53,13.66,31.87,-,-,-,17.27,-,-,72.0,-
1093,高雄市,1999/01/10,前鎮,11.5,-,-,-,122,-,69.92,27.63,42.3,2.957,0.46,2.5,18.12,-,-,86.0,-
1094,高雄市,1999/01/10,復興,10.4,1.48,-,-,-,-,67.74,28.82,38.92,3.088,0.79,2.3,18.04,-,-,78.0,-
1095,高雄市,1999/01/10,小港,34.5,1.07,23.8,-,120,-,92.48,45.48,47.0,3.097,0.67,2.43,19.0,-,-,85.0,-
1096,高雄市,1999/01/10,鳳山,33.1,1.04,17.9,-,167,91,86.45,42.45,44.0,-,-,-,18.12,-,-,109.0,-
1097,高雄市,1999/01/10,林園,23.8,0.97,29.6,-,129,73,58.71,19.28,39.43,3.629,1.1,2.53,19.49,-,-,89.0,-
1098,高雄市,1999/01/10,大寮,12.0,0.77,34.5,-,120,-,44.81,9.66,35.15,2.635,0.44,2.2,18.83,-,-,93.0,-
1099,高雄市,1999/01/10,仁武,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1100,高雄市,1999/01/10,橋頭,6.2,0.73,22.6,-,81,-,-,-,-,2.773,0.21,2.56,16.99,-,-,66.0,-
1101,高雄市,1999/01/10,美濃,1.9,0.66,31.0,-,112,-,26.09,3.48,22.61,-,-,-,18.58,-,-,81.0,-
1102,高雄市,1999/01/09,左營,9.7,0.81,19.3,-,87,-,44.45,12.0,32.45,2.404,0.36,2.04,16.93,-,-,68.0,-
1103,高雄市,1999/01/09,楠梓,6.6,0.56,14.6,-,100,-,49.33,14.96,34.37,2.372,0.32,2.05,16.97,-,-,75.0,-
1104,高雄市,1999/01/09,前金,18.8,0.95,18.0,-,91,-,53.53,16.64,36.88,-,-,-,17.0,-,-,71.0,-
1105,高雄市,1999/01/09,前鎮,12.1,-,-,-,111,-,80.08,30.71,49.36,3.111,0.57,2.54,17.8,-,-,80.0,-
1106,高雄市,1999/01/09,復興,12.2,1.62,-,-,137,-,80.88,35.65,45.23,3.289,1.0,2.29,17.86,-,-,93.0,-
1107,高雄市,1999/01/09,小港,41.0,1.17,20.4,-,115,-,113.49,57.67,55.81,3.172,0.72,2.45,18.71,-,-,82.0,-
1108,高雄市,1999/01/09,鳳山,43.2,1.05,13.3,-,130,93,103.04,52.53,50.52,-,-,-,17.91,-,-,90.0,-
1109,高雄市,1999/01/09,林園,24.8,0.98,26.0,-,130,74,72.75,29.29,43.46,3.417,0.97,2.45,19.05,-,-,90.0,-
1110,高雄市,1999/01/09,大寮,13.9,0.83,26.8,-,124,-,61.27,14.66,46.62,2.847,0.67,2.18,18.52,-,-,87.0,-
1111,高雄市,1999/01/09,仁武,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1112,高雄市,1999/01/09,橋頭,8.4,0.7,12.2,-,82,-,-,-,-,2.813,0.3,2.51,16.58,-,-,66.0,-
1113,高雄市,1999/01/09,美濃,2.4,0.64,22.9,-,103,-,31.38,4.71,26.67,-,-,-,18.08,-,-,76.0,-
1114,高雄市,1999/01/08,左營,7.7,0.66,17.3,-,92,-,38.1,6.32,31.78,2.266,0.18,2.09,16.2,-,-,71.0,-
1115,高雄市,1999/01/08,楠梓,5.4,0.54,14.1,-,97,-,42.78,9.17,33.61,2.225,0.23,2.0,16.35,-,-,73.0,-
1116,高雄市,1999/01/08,前金,15.1,0.79,13.9,-,95,-,46.43,10.3,36.12,-,-,-,16.22,-,-,73.0,-
1117,高雄市,1999/01/08,前鎮,11.0,-,-,-,118,-,71.46,21.88,49.58,3.106,0.55,2.56,16.89,-,-,84.0,-
1118,高雄市,1999/01/08,復興,10.1,1.63,-,-,140,-,75.5,31.37,44.13,3.1,0.86,2.24,16.93,-,-,95.0,-
1119,高雄市,1999/01/08,小港,41.8,1.14,10.1,-,126,-,114.0,54.27,59.72,3.101,0.71,2.4,17.73,-,-,88.0,-
1120,高雄市,1999/01/08,鳳山,28.7,1.1,5.6,-,148,83,99.75,50.06,49.68,-,-,-,16.95,-,-,99.0,-
1121,高雄市,1999/01/08,林園,33.0,0.98,17.2,-,150,86,76.54,26.67,47.01,3.664,1.08,2.58,18.16,-,-,100.0,-
1122,高雄市,1999/01/08,大寮,9.0,0.66,15.8,-,131,-,51.1,11.85,39.25,2.59,0.5,2.09,17.47,-,-,90.0,-
1123,高雄市,1999/01/08,仁武,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1124,高雄市,1999/01/08,橋頭,7.6,0.63,12.1,-,79,-,40.9,8.1,32.8,2.689,0.19,2.49,15.85,-,-,64.0,-
1125,高雄市,1999/01/08,美濃,2.0,0.74,16.7,-,133,-,26.56,1.61,24.95,-,-,-,16.8,-,-,92.0,-
1126,高雄市,1999/01/07,左營,6.3,-,25.3,-,179,-,36.33,4.42,31.9,2.352,0.33,2.14,17.76,-,-,114.0,-
1127,高雄市,1999/01/07,楠梓,4.7,0.75,26.2,-,169,-,36.6,5.03,31.56,2.343,0.23,2.11,17.97,-,-,110.0,-
1128,高雄市,1999/01/07,前金,13.6,1.05,23.0,-,175,-,41.33,7.3,34.03,-,-,-,17.65,-,-,112.0,-
1129,高雄市,1999/01/07,前鎮,-,-,-,-,198,-,61.66,14.35,47.31,3.155,0.47,2.68,18.21,-,-,124.0,-
1130,高雄市,1999/01/07,復興,9.8,1.75,-,-,234,-,64.56,22.45,42.11,3.115,0.85,2.27,18.33,-,-,142.0,-
1131,高雄市,1999/01/07,小港,33.4,1.21,20.4,-,198,-,96.6,38.94,57.65,3.255,0.7,2.56,19.07,-,-,124.0,-
1132,高雄市,1999/01/07,鳳山,29.4,1.21,14.8,-,226,125,85.2,35.49,49.71,-,-,-,18.54,-,-,138.0,-
1133,高雄市,1999/01/07,林園,34.0,0.97,22.2,-,180,96,67.05,22.1,44.95,3.411,1.05,2.36,19.46,-,-,115.0,-
1134,高雄市,1999/01/07,大寮,8.1,0.79,24.3,-,174,-,41.88,6.1,35.78,2.531,0.47,2.06,18.66,-,-,112.0,-
1135,高雄市,1999/01/07,仁武,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1136,高雄市,1999/01/07,橋頭,6.4,0.9,20.2,-,121,-,39.31,6.06,33.26,-,-,-,17.52,-,-,86.0,-
1137,高雄市,1999/01/07,美濃,1.4,0.72,26.2,-,137,-,-,-,-,-,-,-,17.85,-,-,94.0,-
1138,高雄市,1999/01/06,左營,6.2,-,27.6,-,131,-,39.49,10.36,29.12,2.274,0.28,2.13,18.62,-,-,91.0,-
1139,高雄市,1999/01/06,楠梓,3.8,0.62,26.3,-,119,-,38.68,10.33,28.35,2.286,0.21,2.07,18.45,-,-,85.0,-
1140,高雄市,1999/01/06,前金,12.3,0.99,24.2,-,126,-,45.71,13.57,32.14,-,-,-,18.47,-,-,88.0,-
1141,高雄市,1999/01/06,前鎮,-,-,-,-,151,-,76.39,29.2,47.18,3.119,0.55,2.57,19.31,-,-,101.0,-
1142,高雄市,1999/01/06,復興,12.5,1.8,-,-,172,-,80.82,37.65,43.16,3.395,1.09,2.31,19.18,-,-,111.0,-
1143,高雄市,1999/01/06,小港,27.8,1.09,19.3,-,150,-,103.22,51.77,51.44,3.134,0.76,2.38,19.96,-,-,100.0,-
1144,高雄市,1999/01/06,鳳山,25.7,1.13,14.3,-,156,98,87.49,38.84,48.66,-,-,-,19.29,-,-,103.0,-
1145,高雄市,1999/01/06,林園,28.1,0.76,22.2,-,140,86,62.51,19.06,43.45,3.44,1.03,2.41,20.7,-,-,95.0,-
1146,高雄市,1999/01/06,大寮,10.4,0.76,25.2,-,141,-,46.72,8.4,38.32,2.685,0.51,2.17,19.94,-,-,96.0,-
1147,高雄市,1999/01/06,仁武,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1148,高雄市,1999/01/06,橋頭,4.7,0.72,20.4,-,94,-,44.77,12.96,31.81,-,-,-,18.32,-,-,72.0,-
1149,高雄市,1999/01/06,美濃,0.8,0.57,32.0,-,98,-,-,-,-,-,-,-,19.39,-,-,74.0,-
1150,高雄市,1999/01/05,左營,7.4,-,22.2,-,115,-,43.51,11.86,31.65,2.43,0.28,2.15,18.14,-,-,83.0,-
1151,高雄市,1999/01/05,楠梓,5.3,0.68,17.7,-,115,-,48.73,14.02,34.71,2.533,0.32,2.21,17.55,-,-,82.0,-
1152,高雄市,1999/01/05,前金,14.2,0.93,19.9,-,106,-,46.82,12.19,34.64,-,-,-,18.06,-,-,78.0,-
1153,高雄市,1999/01/05,前鎮,9.8,-,-,-,128,-,72.48,25.67,46.81,2.798,0.53,2.27,18.84,-,-,89.0,-
1154,高雄市,1999/01/05,復興,10.9,1.71,-,-,147,-,77.5,31.99,45.5,3.25,0.97,2.28,18.59,-,-,98.0,-
1155,高雄市,1999/01/05,小港,41.1,1.25,16.3,-,142,-,126.07,64.06,62.01,3.303,0.81,2.49,19.68,-,-,96.0,-
1156,高雄市,1999/01/05,鳳山,31.0,1.24,9.4,-,166,93,103.3,49.74,53.55,-,-,-,18.89,-,-,108.0,-
1157,高雄市,1999/01/05,林園,33.8,0.99,21.0,-,128,78,83.88,37.35,46.53,3.553,1.13,2.43,20.21,-,-,89.0,-
1158,高雄市,1999/01/05,大寮,10.8,0.83,21.0,-,136,-,54.62,10.45,44.17,2.722,0.59,2.13,19.67,-,-,93.0,-
1159,高雄市,1999/01/05,仁武,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1160,高雄市,1999/01/05,橋頭,7.1,0.77,15.8,-,85,-,48.93,14.15,34.78,-,-,-,17.75,-,-,67.0,-
1161,高雄市,1999/01/05,美濃,1.0,0.67,27.9,-,97,-,24.73,4.54,20.19,-,-,-,18.74,-,-,74.0,-
1162,高雄市,1999/01/04,左營,7.6,-,11.3,-,136,-,48.34,10.93,37.41,2.542,0.35,2.19,17.14,-,-,93.0,-
1163,高雄市,1999/01/04,楠梓,4.2,0.78,11.3,-,139,-,45.74,10.62,35.12,2.55,0.28,2.27,17.11,-,-,94.0,-
1164,高雄市,1999/01/04,前金,15.1,1.26,7.2,-,134,-,58.17,16.28,41.89,-,-,-,17.21,-,-,92.0,-
1165,高雄市,1999/01/04,前鎮,14.9,-,-,-,161,-,92.85,34.13,58.73,3.376,0.7,2.67,17.58,-,-,105.0,-
1166,高雄市,1999/01/04,復興,13.8,2.16,-,-,178,-,101.56,49.66,51.9,3.232,1.09,2.14,17.71,-,-,114.0,-
1167,高雄市,1999/01/04,小港,36.5,1.46,3.1,-,163,-,124.1,67.4,56.7,3.297,0.75,2.55,18.17,-,-,107.0,-
1168,高雄市,1999/01/04,鳳山,24.2,1.45,4.5,-,179,100,100.97,54.1,46.87,-,-,-,17.54,-,-,114.0,-
1169,高雄市,1999/01/04,林園,36.0,1.18,5.3,-,145,90,84.04,38.07,45.97,3.433,1.27,2.16,18.9,-,-,98.0,-
1170,高雄市,1999/01/04,大寮,8.3,1.03,7.0,-,151,-,54.51,15.59,38.92,2.694,0.49,2.2,18.1,-,-,101.0,-
1171,高雄市,1999/01/04,仁武,16.8,1.02,11.1,-,138,-,65.75,23.91,41.84,2.836,0.43,2.41,17.61,-,-,94.0,-
1172,高雄市,1999/01/04,橋頭,6.8,0.92,3.2,-,93,-,50.55,12.17,38.38,-,-,-,16.89,-,-,71.0,-
1173,高雄市,1999/01/04,美濃,1.0,0.95,20.4,-,139,-,29.92,6.61,23.31,-,-,-,17.8,-,-,95.0,-
1174,高雄市,1999/01/03,左營,5.8,1.0,17.2,-,130,-,34.64,6.29,28.35,2.363,0.19,2.17,17.64,-,-,90.0,-
1175,高雄市,1999/01/03,楠梓,4.0,0.84,14.6,-,129,-,40.36,10.57,29.79,2.448,0.22,2.23,17.42,-,-,90.0,-
1176,高雄市,1999/01/03,前金,11.6,1.11,14.2,-,120,-,38.8,7.72,31.08,-,-,-,17.63,-,-,85.0,-
1177,高雄市,1999/01/03,前鎮,11.1,-,-,-,144,-,66.47,21.1,45.37,3.11,0.42,2.69,18.26,-,-,97.0,-
1178,高雄市,1999/01/03,復興,11.4,1.62,-,-,159,-,72.18,30.16,42.02,3.136,0.78,2.35,18.36,-,-,104.0,-
1179,高雄市,1999/01/03,小港,43.7,1.21,9.0,-,143,-,94.39,44.44,49.95,3.045,0.58,2.47,19.01,-,-,97.0,-
1180,高雄市,1999/01/03,鳳山,31.5,1.25,6.4,-,159,98,78.97,35.11,43.86,-,-,-,18.22,-,-,104.0,-
1181,高雄市,1999/01/03,林園,39.7,1.06,14.4,-,133,86,76.77,34.67,42.1,3.355,0.98,2.38,19.83,-,-,92.0,-
1182,高雄市,1999/01/03,大寮,8.0,0.82,17.6,-,129,-,35.14,5.0,30.14,2.403,0.33,2.07,18.84,-,-,89.0,-
1183,高雄市,1999/01/03,仁武,15.4,0.97,16.9,-,131,-,47.61,15.36,32.25,2.758,0.3,2.45,17.88,-,-,90.0,-
1184,高雄市,1999/01/03,橋頭,5.1,0.93,6.0,-,96,-,38.72,9.32,29.4,-,-,-,17.13,-,-,73.0,-
1185,高雄市,1999/01/03,美濃,1.6,0.82,27.6,-,139,-,22.25,2.12,20.13,-,-,-,18.28,-,-,95.0,-
1186,高雄市,1999/01/02,左營,5.2,0.81,30.8,-,99,-,34.19,11.31,22.88,2.243,0.1,2.14,18.59,-,-,77.0,-
1187,高雄市,1999/01/02,楠梓,3.3,0.68,26.2,-,103,-,38.24,12.07,26.17,2.561,0.22,2.34,18.37,-,-,76.0,-
1188,高雄市,1999/01/02,前金,12.4,0.89,25.7,-,94,-,34.78,8.69,26.09,-,-,-,18.45,-,-,72.0,-
1189,高雄市,1999/01/02,前鎮,9.2,-,-,-,121,-,58.0,20.55,37.45,2.861,0.39,2.47,19.25,-,-,86.0,-
1190,高雄市,1999/01/02,復興,8.8,1.33,-,-,124,-,58.86,22.88,35.98,2.874,0.6,2.27,19.19,-,-,87.0,-
1191,高雄市,1999/01/02,小港,38.9,0.98,24.9,-,124,-,80.48,36.35,44.13,2.916,0.51,2.4,20.19,-,-,87.0,-
1192,高雄市,1999/01/02,鳳山,27.0,0.95,17.1,-,126,79,70.79,29.71,41.08,-,-,-,19.48,-,-,88.0,-
1193,高雄市,1999/01/02,林園,23.5,0.85,30.1,-,118,80,45.44,11.46,33.99,2.611,0.31,2.3,20.75,-,-,84.0,-
1194,高雄市,1999/01/02,大寮,7.4,0.62,32.2,-,112,-,28.31,-,25.74,2.378,0.31,2.06,20.03,-,-,81.0,-
1195,高雄市,1999/01/02,仁武,10.3,0.8,24.4,-,94,-,44.81,13.57,31.24,2.771,0.34,2.43,18.78,-,-,72.0,-
1196,高雄市,1999/01/02,橋頭,4.6,0.75,11.8,-,75,-,37.78,13.15,24.62,-,-,-,18.01,-,-,62.0,-
1197,高雄市,1999/01/02,美濃,1.8,0.63,36.4,-,116,-,21.35,3.33,18.02,-,-,-,19.29,-,-,83.0,-
1198,高雄市,1999/01/01,左營,6.8,0.75,25.9,-,87,-,36.7,10.65,26.04,2.301,0.17,2.13,18.97,-,-,69.0,-
1199,高雄市,1999/01/01,楠梓,3.9,0.65,25.4,-,86,-,41.29,13.65,27.65,2.477,0.1,2.37,18.71,-,-,72.0,-
1200,高雄市,1999/01/01,前金,14.9,0.85,22.3,-,79,-,41.38,12.22,29.16,-,-,-,18.9,-,-,64.0,-
1201,高雄市,1999/01/01,前鎮,8.8,-,-,-,104,-,64.56,24.04,40.52,2.92,0.47,2.45,19.76,-,-,77.0,-
1202,高雄市,1999/01/01,復興,8.6,1.48,-,-,105,-,66.28,28.43,37.85,3.074,0.79,2.29,19.69,-,-,78.0,-
1203,高雄市,1999/01/01,小港,44.6,1.09,23.0,-,116,-,96.24,49.94,46.3,3.101,0.58,2.52,20.66,-,-,83.0,-
1204,高雄市,1999/01/01,鳳山,36.8,0.99,15.9,-,118,78,86.88,41.99,44.89,-,-,-,19.79,-,-,84.0,-
1205,高雄市,1999/01/01,林園,22.9,0.79,30.9,-,100,66,56.31,22.52,33.79,3.238,0.8,2.44,20.87,-,-,75.0,-
1206,高雄市,1999/01/01,大寮,9.2,0.72,32.4,-,103,-,36.7,-,31.25,2.521,0.37,2.15,20.44,-,-,78.0,-
1207,高雄市,1999/01/01,仁武,13.0,0.75,25.4,-,78,-,45.53,13.65,31.88,2.691,0.29,2.4,19.11,-,-,64.0,-
1208,高雄市,1999/01/01,橋頭,5.0,0.63,10.9,-,57,-,38.44,10.86,27.58,2.845,0.26,2.59,18.41,-,-,54.0,-
1209,高雄市,1999/01/01,美濃,1.9,0.68,36.4,-,119,-,25.7,4.73,20.97,-,-,-,19.44,-,-,85.0,-
1210,基隆市,1999/01/31,基隆,13.1,0.99,17.9,-,92,-,65.86,24.92,40.94,2.595,0.33,2.27,18.63,-,-,71.0,-
1211,基隆市,1999/01/30,基隆,5.5,1.0,27.5,-,68,-,49.37,19.16,30.21,2.51,0.36,2.15,17.62,-,-,59.0,-
1212,基隆市,1999/01/29,基隆,6.8,0.58,37.0,-,63,-,23.71,2.08,21.64,2.314,0.12,2.19,17.24,-,-,57.0,-
1213,基隆市,1999/01/28,基隆,13.7,0.84,23.2,-,107,-,38.29,6.39,31.9,2.363,0.16,2.21,17.0,-,-,78.0,-
1214,基隆市,1999/01/27,基隆,10.6,1.25,18.0,-,115,-,69.73,27.42,42.3,2.989,0.54,2.45,18.97,-,-,83.0,-
1215,基隆市,1999/01/26,基隆,2.7,1.08,28.6,-,100,-,30.81,5.49,25.32,2.577,0.31,2.26,18.3,-,-,75.0,-
1216,基隆市,1999/01/25,基隆,7.1,0.83,20.5,-,57,-,39.69,9.84,29.84,2.286,0.2,2.08,17.74,-,-,53.0,-
1217,基隆市,1999/01/24,基隆,2.7,0.81,19.0,-,44,-,32.65,7.81,24.84,2.555,0.18,2.37,18.5,-,-,44.0,-
1218,基隆市,1999/01/23,基隆,6.9,0.75,18.0,-,35,-,42.15,12.58,29.58,2.522,0.23,2.3,20.37,-,-,38.0,-
1219,基隆市,1999/01/22,基隆,7.4,1.22,21.6,-,40,-,63.15,32.56,30.59,2.922,0.54,2.38,21.0,-,-,40.0,-
1220,基隆市,1999/01/21,基隆,3.3,0.69,26.0,-,38,-,29.96,6.03,23.93,2.267,0.18,2.08,16.55,-,-,38.0,-
1221,基隆市,1999/01/20,基隆,1.4,0.64,30.9,-,38,-,22.28,3.66,18.62,2.357,0.23,2.13,16.62,-,-,38.0,-
1222,基隆市,1999/01/19,基隆,4.5,0.78,19.0,-,53,-,37.42,10.72,26.7,2.49,0.3,2.19,18.13,-,-,52.0,-
1223,基隆市,1999/01/18,基隆,4.8,1.21,16.5,-,45,-,56.43,21.84,34.59,2.863,0.6,2.26,19.44,-,-,45.0,-
1224,基隆市,1999/01/17,基隆,2.6,0.83,18.3,-,29,-,36.85,9.94,26.91,2.723,0.38,2.34,16.02,-,-,29.0,-
1225,基隆市,1999/01/16,基隆,1.9,0.62,32.2,-,55,-,22.06,3.25,18.81,2.299,0.12,2.18,13.35,-,-,53.0,-
1226,基隆市,1999/01/15,基隆,10.9,0.68,31.6,-,80,-,27.13,3.4,23.73,2.257,0.11,2.14,11.3,-,-,65.0,-
1227,基隆市,1999/01/14,基隆,7.3,0.75,18.9,-,32,-,51.14,22.06,29.08,2.654,0.27,2.38,17.21,-,-,32.0,-
1228,基隆市,1999/01/13,基隆,1.2,0.65,27.6,-,17,-,29.1,8.71,20.39,2.3,0.19,2.11,15.04,-,-,37.0,-
1229,基隆市,1999/01/12,基隆,1.4,0.48,33.8,-,21,-,18.04,2.97,15.08,2.121,0.1,2.02,14.32,-,-,35.0,-
1230,基隆市,1999/01/11,基隆,0.3,0.52,31.3,-,34,-,21.54,3.75,17.79,2.322,0.12,2.2,14.62,-,-,36.0,-
1231,基隆市,1999/01/10,基隆,0.4,0.5,27.1,-,21,-,24.14,5.18,18.96,2.36,0.14,2.22,14.05,-,-,35.0,-
1232,基隆市,1999/01/09,基隆,0.8,0.44,32.2,-,46,-,19.07,2.93,16.14,2.254,0.16,2.09,14.34,-,-,46.0,-
1233,基隆市,1999/01/08,基隆,2.2,0.46,29.3,-,36,-,22.83,3.97,18.86,2.254,0.1,2.15,13.27,-,-,36.0,-
1234,基隆市,1999/01/07,基隆,14.5,0.77,31.8,-,123,-,26.35,3.38,22.97,2.362,0.12,2.24,14.73,-,-,86.0,-
1235,基隆市,1999/01/06,基隆,12.9,0.68,19.8,-,-,-,43.83,12.03,31.8,2.606,0.24,2.38,18.03,-,-,56.0,-
1236,基隆市,1999/01/05,基隆,14.5,0.87,18.8,-,-,-,48.87,12.09,36.78,2.577,0.34,2.24,18.28,-,-,43.0,-
1237,基隆市,1999/01/04,基隆,4.6,0.64,34.8,-,70,-,25.67,2.91,22.76,2.352,0.24,2.11,17.51,-,-,60.0,-
1238,基隆市,1999/01/03,基隆,12.4,0.89,20.7,-,83,-,39.96,7.88,32.09,2.31,0.15,2.16,16.66,-,-,67.0,-
1239,基隆市,1999/01/02,基隆,5.6,0.81,20.5,-,58,-,35.13,8.22,26.91,2.404,0.23,2.17,17.3,-,-,54.0,-
1240,基隆市,1999/01/01,基隆,0.1,0.68,29.1,-,45,-,24.32,4.41,19.91,2.313,0.17,2.14,17.71,-,-,45.0,-
1241,新竹市,1999/01/31,新竹,2.4,1.14,26.7,-,55,-,49.71,24.67,25.04,2.97,0.49,2.48,19.52,-,-,52.0,-
1242,新竹市,1999/01/30,新竹,4.7,0.68,25.9,-,47,-,32.22,6.43,25.79,2.45,0.23,2.22,18.8,-,-,47.0,-
1243,新竹市,1999/01/29,新竹,5.9,0.49,29.0,-,67,-,26.85,2.66,24.19,2.234,0.13,2.11,17.56,-,-,59.0,-
1244,新竹市,1999/01/28,新竹,5.3,0.82,20.6,-,102,-,28.61,4.32,24.28,2.645,0.26,2.39,17.16,-,-,76.0,-
1245,新竹市,1999/01/27,新竹,5.6,1.57,14.2,-,161,-,93.22,54.8,38.43,-,-,-,17.99,-,-,105.0,-
1246,新竹市,1999/01/26,新竹,8.0,1.13,17.8,-,92,-,48.8,13.64,35.15,-,-,-,19.01,-,-,71.0,-
1247,新竹市,1999/01/25,新竹,3.7,0.75,21.2,-,50,-,30.69,5.93,24.76,2.489,0.2,2.29,18.58,-,-,50.0,-
1248,新竹市,1999/01/24,新竹,3.6,0.73,16.5,-,32,-,31.58,6.17,25.41,2.608,0.26,2.34,19.99,-,-,32.0,-
1249,新竹市,1999/01/23,新竹,5.2,0.86,10.3,-,71,-,49.31,19.57,29.75,2.762,0.44,2.32,18.4,-,-,60.0,-
1250,新竹市,1999/01/22,新竹,7.3,1.16,11.5,-,90,-,69.3,35.55,33.75,3.616,0.88,2.74,17.89,-,-,70.0,-
1251,新竹市,1999/01/21,新竹,5.0,0.8,18.9,-,28,-,42.46,13.82,28.64,2.641,0.4,2.24,18.45,-,-,28.0,-
1252,新竹市,1999/01/20,新竹,2.7,0.51,24.3,-,37,-,21.29,2.12,19.17,2.135,0.13,2.01,16.98,-,-,37.0,-
1253,新竹市,1999/01/19,新竹,4.1,0.72,15.5,-,41,-,39.98,15.71,24.27,2.583,0.43,2.15,19.0,-,-,41.0,-
1254,新竹市,1999/01/18,新竹,3.4,1.12,15.1,-,58,-,59.78,37.78,22.0,3.684,0.68,3.01,17.01,-,-,54.0,-
1255,新竹市,1999/01/17,新竹,3.9,0.94,12.9,-,32,-,51.85,21.69,30.16,2.987,0.52,2.47,17.34,-,-,32.0,-
1256,新竹市,1999/01/16,新竹,5.6,0.62,21.7,-,55,-,30.05,4.22,25.83,2.33,0.14,2.19,13.79,-,-,53.0,-
1257,新竹市,1999/01/15,新竹,5.0,0.64,27.2,-,59,-,23.48,2.38,21.1,2.234,0.1,2.13,10.78,-,-,55.0,-
1258,新竹市,1999/01/14,新竹,3.6,0.68,13.6,-,36,-,41.6,17.86,23.74,2.688,0.3,2.39,15.97,-,-,36.0,-
1259,新竹市,1999/01/13,新竹,3.4,0.56,18.4,-,15,-,33.98,10.0,23.98,2.478,0.22,2.26,17.02,-,-,28.0,-
1260,新竹市,1999/01/12,新竹,1.5,0.41,23.1,-,14,-,22.0,1.95,20.05,2.199,0.19,2.01,14.71,-,-,29.0,-
1261,新竹市,1999/01/11,新竹,2.9,0.46,22.3,-,27,-,23.7,2.68,21.02,2.139,0.14,2.02,15.77,-,-,28.0,-
1262,新竹市,1999/01/10,新竹,2.1,0.42,22.0,-,19,-,21.16,2.24,18.91,2.275,0.22,2.06,15.13,-,-,26.0,-
