序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1994/07/31,松山,9.6,1.11,32.8,-,70,40,10.96,29.03,-,-,-,29.66,-,-,74.0
2,臺北市,1994/07/31,古亭,5.3,1.3,29.7,-,66,45,15.0,30.22,2.19,0.28,1.91,29.48,-,-,69.0
3,臺北市,1994/07/31,中山,12.6,1.49,24.9,-,67,57,18.78,36.72,2.64,0.41,2.23,30.12,-,-,66.0
4,臺北市,1994/07/31,大同,16.4,5.92,-,-,113,204,143.77,61.4,4.84,2.35,2.49,31.17,-,-,94.0
5,臺北市,1994/07/31,萬華,7.7,1.0,30.6,-,60,29,4.39,23.66,-,-,-,30.0,-,-,67.0
6,臺北市,1994/07/31,陽明,5.5,0.38,46.5,-,25,8,0.61,6.94,-,-,-,23.78,-,85.0,72.0
7,臺北市,1994/07/31,士林,9.6,1.31,24.7,-,-,45,18.48,24.8,-,-,-,29.81,-,-,52.0
8,臺北市,1994/07/30,松山,14.6,1.0,13.6,-,49,42,18.43,23.58,-,-,-,29.76,-,-,61.0
9,臺北市,1994/07/30,古亭,13.7,1.36,16.6,-,50,54,25.77,27.81,2.2,0.32,1.89,30.0,-,-,74.0
10,臺北市,1994/07/30,中山,13.5,1.62,12.2,-,61,61,27.72,31.8,2.57,0.38,2.2,30.16,-,-,56.0
11,臺北市,1994/07/30,大同,19.7,6.74,-,-,108,224,174.58,55.88,5.15,2.72,2.43,31.07,-,-,103.0
12,臺北市,1994/07/30,萬華,10.5,1.2,19.4,-,47,36,10.91,24.27,-,-,-,30.07,-,-,81.0
13,臺北市,1994/07/30,陽明,4.7,0.26,25.9,-,17,3,0.03,3.21,-,-,-,23.96,-,83.0,41.0
14,臺北市,1994/07/30,士林,8.6,1.01,12.5,-,50,33,11.2,20.19,-,-,-,29.95,-,-,50.0
15,臺北市,1994/07/29,松山,13.7,1.1,24.7,-,69,43,10.09,32.7,-,-,-,30.28,-,-,75.0
16,臺北市,1994/07/29,古亭,11.4,1.42,27.6,-,77,50,13.77,35.87,2.28,0.38,1.9,30.31,-,-,74.0
17,臺北市,1994/07/29,中山,19.2,1.7,23.2,-,84,65,19.35,44.66,2.8,0.54,2.27,30.67,-,-,95.0
18,臺北市,1994/07/29,大同,22.6,5.29,-,-,149,184,121.51,63.32,4.85,2.32,2.53,31.65,-,-,101.0
19,臺北市,1994/07/29,萬華,13.2,1.28,32.8,-,56,39,6.83,30.86,-,-,-,30.98,-,-,104.0
20,臺北市,1994/07/29,陽明,6.2,0.21,38.2,-,18,4,0.04,4.29,-,-,-,23.92,-,84.0,45.0
21,臺北市,1994/07/29,士林,12.3,0.97,26.6,-,66,32,4.76,25.54,-,-,-,30.52,-,-,92.0
22,臺北市,1994/07/28,松山,13.4,1.41,27.9,-,75,56,17.12,38.98,-,-,-,29.96,-,-,74.0
23,臺北市,1994/07/28,古亭,10.0,1.45,27.9,-,71,50,12.88,36.96,2.4,0.48,1.91,29.89,-,-,63.0
