序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
31,臺北市,2015/02/24,中山,4.5,0.91,-,16.3,61,19,47.88,17.54,30.34,1.86,18.83,86.51
32,臺北市,2015/02/24,大同,4.7,1.37,-,-,52,16,70.19,37.75,32.44,-,-,-
33,臺北市,2015/02/24,萬華,3.0,0.77,-,18.2,41,19,40.68,11.49,29.19,1.78,18.52,83.92
34,臺北市,2015/02/24,陽明,1.8,0.28,411.63,36.1,7,5,3.83,1.02,2.81,-,14.9,97.32
35,臺北市,2015/02/24,士林,1.5,0.5,-,27.9,43,15,19.42,2.31,17.09,1.67,18.05,82.73
36,臺北市,2015/02/23,松山,3.4,0.73,430.4,18.0,46,24,31.61,9.85,21.76,1.39,19.44,84.35
37,臺北市,2015/02/23,古亭,2.7,0.81,-,14.5,57,26,31.16,10.58,20.58,1.56,19.92,88.68
38,臺北市,2015/02/23,中山,3.1,0.87,-,15.5,64,24,36.3,14.26,22.04,1.68,19.84,86.5
39,臺北市,2015/02/23,大同,2.9,1.2,-,-,56,17,52.06,28.86,23.2,-,-,-
40,臺北市,2015/02/23,萬華,3.6,0.82,-,15.6,42,20,32.75,11.0,21.75,1.47,19.58,84.73
41,臺北市,2015/02/23,陽明,1.5,0.34,409.52,34.1,10,8,4.87,1.36,3.51,-,14.8,100.0
42,臺北市,2015/02/23,士林,2.6,0.55,-,20.1,35,17,17.79,2.37,15.42,1.45,19.08,82.53
43,臺北市,2015/02/22,松山,2.4,0.46,426.9,29.1,32,21,17.37,2.33,15.04,1.66,19.58,81.4
44,臺北市,2015/02/22,古亭,3.7,0.49,-,22.8,52,28,19.42,3.05,16.37,2.13,20.29,84.25
45,臺北市,2015/02/22,中山,2.9,0.56,-,23.7,59,22,24.41,4.15,20.27,1.86,20.3,83.07
46,臺北市,2015/02/22,大同,4.0,0.93,-,-,52,20,54.93,26.26,28.68,-,-,-
47,臺北市,2015/02/22,萬華,2.7,0.52,-,22.9,40,24,25.17,3.73,21.44,1.88,20.07,81.34
48,臺北市,2015/02/22,陽明,1.0,0.28,411.42,39.0,12,11,3.72,1.23,2.47,-,14.79,99.35
49,臺北市,2015/02/22,士林,1.5,0.45,-,28.5,46,24,14.96,0.95,13.99,1.45,19.7,80.73
50,臺北市,2015/02/21,松山,3.2,0.77,446.61,28.2,50,31,36.8,10.65,26.15,1.31,20.86,66.6
51,臺北市,2015/02/21,古亭,2.6,0.61,-,25.9,54,35,26.0,4.06,21.94,1.24,21.08,71.31
52,臺北市,2015/02/21,中山,2.9,0.88,-,24.5,72,34,45.78,14.14,31.64,1.17,21.37,70.01
53,臺北市,2015/02/21,大同,3.6,1.21,-,-,68,30,60.12,25.89,34.22,-,-,-
54,臺北市,2015/02/21,萬華,2.8,0.75,-,27.5,50,32,32.91,6.54,26.38,1.04,21.1,67.98
55,臺北市,2015/02/21,陽明,2.4,0.3,414.27,51.0,26,22,4.24,0.68,3.56,-,15.28,88.28
56,臺北市,2015/02/21,士林,2.5,0.58,-,35.7,47,29,25.29,5.09,20.18,1.22,20.56,69.8
57,臺北市,2015/02/20,松山,2.1,0.48,423.28,32.6,41,16,25.44,5.96,19.48,1.29,18.93,67.37
58,臺北市,2015/02/20,古亭,1.9,0.52,-,26.7,46,21,25.88,4.64,21.25,1.53,19.51,70.68
59,臺北市,2015/02/20,中山,2.5,0.58,-,27.3,52,20,33.52,8.72,24.79,1.58,19.63,69.58
60,臺北市,2015/02/20,大同,2.6,0.89,-,-,54,18,56.51,25.8,30.71,-,-,-
61,臺北市,2015/02/20,萬華,2.8,0.56,-,27.7,39,20,31.06,6.82,24.23,1.59,19.39,67.51
62,臺北市,2015/02/20,陽明,1.2,0.26,409.24,48.7,19,14,3.7,1.49,2.2,-,12.86,92.62
63,臺北市,2015/02/20,士林,2.0,0.34,-,39.7,33,18,13.5,1.0,12.48,1.61,19.14,66.94
64,臺北市,2015/02/19,松山,2.1,0.36,414.53,51.9,75,27,10.94,1.7,9.24,2.54,16.63,62.53
65,臺北市,2015/02/19,古亭,2.0,0.31,-,47.9,76,31,7.81,1.39,6.42,3.85,17.06,67.0
66,臺北市,2015/02/19,中山,3.3,0.4,-,45.5,96,28,16.32,2.28,14.02,3.27,17.33,65.93
67,臺北市,2015/02/19,大同,3.1,0.55,-,-,82,23,33.91,12.94,20.98,-,-,-
68,臺北市,2015/02/19,萬華,2.4,0.35,-,47.1,68,30,14.78,2.64,12.14,3.92,17.04,62.85
69,臺北市,2015/02/19,陽明,3.3,0.27,412.25,54.8,30,19,3.48,0.81,2.66,-,8.6,99.71
70,臺北市,2015/02/19,士林,4.2,0.28,-,55.3,72,26,7.4,1.66,5.73,3.53,16.78,63.67
71,臺北市,2015/02/18,松山,3.2,0.49,418.19,53.3,106,37,12.06,1.62,10.44,2.56,17.71,62.48
72,臺北市,2015/02/18,古亭,2.5,0.45,-,47.9,110,41,10.5,2.1,8.4,3.74,18.3,65.85
73,臺北市,2015/02/18,中山,3.0,0.51,-,46.8,133,39,16.96,2.12,14.84,3.21,18.41,65.79
74,臺北市,2015/02/18,大同,3.5,0.71,-,-,123,35,33.1,10.77,22.33,-,-,-
75,臺北市,2015/02/18,萬華,2.2,0.46,-,48.7,102,41,15.35,1.93,13.43,4.17,18.17,62.69
76,臺北市,2015/02/18,陽明,2.2,0.37,411.58,58.6,51,25,2.6,0.6,1.93,-,9.67,98.59
77,臺北市,2015/02/18,士林,4.3,0.4,-,57.6,86,37,7.16,0.96,6.19,3.57,17.82,63.4
78,臺北市,2015/02/17,松山,2.8,0.67,424.27,44.8,68,37,22.77,2.1,20.67,2.38,19.06,69.2
79,臺北市,2015/02/17,古亭,2.8,0.66,-,42.7,84,44,19.3,2.56,16.74,3.16,19.8,71.72
80,臺北市,2015/02/17,中山,4.8,0.8,-,41.2,95,44,29.17,4.59,24.58,2.66,19.9,71.09
81,臺北市,2015/02/17,大同,5.4,1.14,-,-,92,38,56.39,22.63,33.77,-,-,-
82,臺北市,2015/02/17,萬華,3.9,0.69,-,42.5,74,43,26.69,3.11,23.58,3.44,19.67,68.75
83,臺北市,2015/02/17,陽明,2.3,0.47,415.12,60.4,29,19,3.47,1.43,2.04,-,12.28,97.59
84,臺北市,2015/02/17,士林,2.9,0.53,-,58.0,73,41,9.47,1.28,8.18,3.09,19.62,66.98
85,臺北市,2015/02/16,松山,2.8,0.85,436.41,22.7,43,28,46.11,14.66,31.45,1.61,19.17,77.52
86,臺北市,2015/02/16,古亭,2.5,0.76,-,24.0,51,30,32.63,7.28,25.35,2.06,19.82,81.69
87,臺北市,2015/02/16,中山,2.6,1.05,-,20.6,62,31,49.56,15.9,33.66,2.03,19.84,80.44
88,臺北市,2015/02/16,大同,3.2,1.7,-,-,59,27,83.69,43.82,39.87,-,-,-
89,臺北市,2015/02/16,萬華,3.8,0.94,-,19.7,40,31,45.73,11.66,34.07,1.94,19.68,78.22
90,臺北市,2015/02/16,陽明,1.3,0.28,404.77,51.1,15,14,2.55,0.91,1.65,-,14.5,95.77
91,臺北市,2015/02/16,士林,2.3,0.63,-,33.8,45,30,30.27,9.07,21.19,1.91,19.13,78.35
92,臺北市,2015/02/15,松山,3.6,0.75,434.54,35.1,58,31,39.19,8.23,30.96,1.39,20.26,62.33
93,臺北市,2015/02/15,古亭,3.1,0.63,-,35.0,68,34,29.28,3.87,25.42,1.68,20.69,63.77
94,臺北市,2015/02/15,中山,3.4,0.97,-,26.3,84,36,54.1,16.82,37.28,1.51,20.62,64.8
95,臺北市,2015/02/15,大同,3.3,1.43,-,-,74,32,71.18,31.39,39.79,-,-,-
96,臺北市,2015/02/15,萬華,2.9,0.76,-,34.0,56,34,36.96,5.99,30.97,1.21,20.41,61.96
97,臺北市,2015/02/15,陽明,2.6,0.28,409.19,54.9,27,22,5.82,0.4,5.48,-,15.24,84.43
98,臺北市,2015/02/15,士林,3.3,0.52,-,38.9,61,34,25.19,3.67,21.51,1.73,19.89,66.7
99,臺北市,2015/02/14,松山,0.7,0.44,417.29,47.9,72,31,19.01,2.17,16.85,1.8,19.95,54.52
100,臺北市,2015/02/14,古亭,1.9,0.52,-,37.7,75,35,24.13,3.41,20.71,2.27,20.68,56.18
101,臺北市,2015/02/14,中山,1.9,0.62,-,37.6,94,33,29.82,4.23,25.59,2.32,20.91,54.62
102,臺北市,2015/02/14,大同,3.0,1.51,-,-,85,34,95.56,48.33,47.23,-,-,-
103,臺北市,2015/02/14,萬華,2.0,0.55,-,34.3,67,33,32.41,3.95,28.45,1.77,20.77,52.79
104,臺北市,2015/02/14,陽明,1.5,0.24,409.08,59.5,43,28,3.53,0.83,2.68,-,13.45,80.16
105,臺北市,2015/02/14,士林,1.3,0.34,-,53.7,70,32,12.6,1.01,11.59,2.54,20.62,54.57
106,臺北市,2015/02/13,松山,2.7,0.73,430.98,30.2,81,31,46.55,12.9,33.65,1.82,16.29,54.37
107,臺北市,2015/02/13,古亭,3.0,0.62,-,35.7,89,34,32.17,6.22,25.95,2.21,17.37,55.21
108,臺北市,2015/02/13,中山,3.1,0.86,-,25.5,110,32,52.16,11.71,40.45,2.14,17.88,52.44
109,臺北市,2015/02/13,大同,4.7,1.54,-,-,95,32,115.07,59.2,55.87,-,-,-
110,臺北市,2015/02/13,萬華,3.0,0.67,-,29.3,78,34,43.79,7.97,35.82,1.98,17.64,50.26
111,臺北市,2015/02/13,陽明,5.3,0.27,410.68,64.7,52,30,4.65,0.59,4.03,-,11.24,71.46
112,臺北市,2015/02/13,士林,3.2,0.41,-,53.1,80,30,18.05,1.6,16.44,2.25,17.53,51.18
113,臺北市,2015/02/12,松山,4.7,0.93,440.23,23.1,85,36,61.71,24.93,36.77,1.61,15.81,53.93
114,臺北市,2015/02/12,古亭,5.1,0.86,-,24.7,93,46,47.56,15.67,31.89,1.69,16.19,57.46
115,臺北市,2015/02/12,中山,5.2,1.16,-,17.5,111,38,71.7,27.44,44.26,1.61,16.8,54.95
116,臺北市,2015/02/12,大同,5.6,1.49,-,-,98,38,89.27,45.66,43.61,-,-,-
117,臺北市,2015/02/12,萬華,5.2,0.96,-,22.9,84,41,53.46,15.92,37.54,1.58,16.41,53.23
118,臺北市,2015/02/12,陽明,4.0,0.35,412.18,61.4,61,39,4.54,0.75,3.8,-,8.62,72.49
119,臺北市,2015/02/12,士林,3.2,0.51,-,39.4,77,36,24.31,3.69,20.61,2.03,15.99,53.0
120,臺北市,2015/02/11,松山,4.0,1.03,441.99,15.6,39,17,70.61,36.86,33.75,1.14,15.05,69.51
121,臺北市,2015/02/11,古亭,2.7,0.87,-,11.9,42,20,53.38,22.73,30.65,1.24,15.28,74.66
122,臺北市,2015/02/11,中山,3.9,1.1,-,12.3,55,19,69.15,30.22,38.92,1.29,16.03,72.03
123,臺北市,2015/02/11,大同,3.8,1.59,-,-,49,17,79.95,44.1,35.84,-,-,-
124,臺北市,2015/02/11,萬華,4.5,1.02,-,11.9,33,20,56.61,20.5,36.11,0.92,15.71,69.42
125,臺北市,2015/02/11,陽明,2.8,0.27,412.3,48.7,26,21,5.6,0.94,4.63,-,9.49,85.91
126,臺北市,2015/02/11,士林,2.6,0.72,-,18.1,33,18,48.2,17.2,31.0,1.28,15.43,70.36
127,臺北市,2015/02/10,松山,2.0,0.43,419.28,20.6,20,6,36.82,12.93,23.89,1.36,13.39,64.38
128,臺北市,2015/02/10,古亭,1.1,0.42,-,23.5,29,9,27.15,7.42,19.73,2.19,13.94,67.16
129,臺北市,2015/02/10,中山,2.8,0.63,-,17.2,43,9,45.97,16.72,29.25,2.03,14.39,66.6
130,臺北市,2015/02/10,大同,3.5,1.61,-,-,38,6,112.26,75.24,37.02,-,-,-
131,臺北市,2015/02/10,萬華,2.3,0.51,-,17.7,27,7,41.82,13.64,28.18,2.06,14.18,61.96
132,臺北市,2015/02/10,陽明,1.5,0.14,407.51,43.1,7,5,2.08,0.83,1.24,-,6.38,96.37
133,臺北市,2015/02/10,士林,1.7,0.25,-,35.9,26,8,13.49,1.12,12.35,2.01,14.04,61.89
134,臺北市,2015/02/09,松山,1.6,0.37,415.17,25.9,24,9,26.77,5.41,21.35,1.25,11.18,68.05
135,臺北市,2015/02/09,古亭,1.9,0.39,-,23.3,37,13,27.07,7.0,20.07,1.89,11.54,72.98
136,臺北市,2015/02/09,中山,1.7,0.51,-,22.2,48,12,34.64,10.66,23.97,1.76,12.11,69.14
137,臺北市,2015/02/09,大同,3.2,1.27,-,-,48,11,96.67,61.85,34.82,-,-,-
138,臺北市,2015/02/09,萬華,4.6,0.44,-,21.9,34,12,31.71,7.49,24.22,1.72,11.81,64.8
139,臺北市,2015/02/09,陽明,0.5,0.16,409.08,44.4,12,6,1.99,0.5,1.45,-,3.82,96.9
140,臺北市,2015/02/09,士林,1.7,0.25,-,36.8,33,10,12.75,2.25,10.49,1.73,11.75,61.48
141,臺北市,2015/02/08,松山,3.3,0.41,418.08,46.4,61,35,15.79,2.32,13.48,2.31,13.51,63.56
142,臺北市,2015/02/08,古亭,3.1,0.48,-,36.1,73,40,21.13,2.22,18.91,2.11,13.94,68.93
143,臺北市,2015/02/08,中山,3.8,0.53,-,36.9,84,33,24.75,3.82,20.92,1.97,14.22,67.23
144,臺北市,2015/02/08,大同,3.5,0.79,-,-,72,30,52.01,20.72,31.29,-,-,-
145,臺北市,2015/02/08,萬華,3.2,0.49,-,34.4,59,39,24.93,2.47,22.47,2.01,13.89,63.76
146,臺北市,2015/02/08,陽明,3.1,0.32,414.27,53.2,31,24,5.21,0.36,4.9,-,5.5,96.03
147,臺北市,2015/02/08,士林,3.7,0.38,-,45.9,58,34,15.75,2.9,12.86,1.99,13.6,62.96
148,臺北市,2015/02/07,松山,2.1,0.57,422.97,25.1,24,10,34.63,10.95,23.69,1.18,16.83,75.67
149,臺北市,2015/02/07,古亭,2.1,0.64,-,21.3,35,14,34.34,10.99,23.35,1.67,17.23,78.55
150,臺北市,2015/02/07,中山,2.9,0.88,-,17.7,52,18,51.04,17.74,33.3,1.48,17.59,78.93
151,臺北市,2015/02/07,大同,3.9,2.05,-,-,48,15,103.86,64.04,39.82,-,-,-
152,臺北市,2015/02/07,萬華,3.2,0.82,-,19.6,33,15,41.71,11.73,29.98,1.34,17.35,75.44
153,臺北市,2015/02/07,陽明,1.1,0.24,408.86,44.4,9,7,4.56,1.19,3.37,-,10.97,98.94
154,臺北市,2015/02/07,士林,2.0,0.59,-,26.2,32,16,34.79,10.45,24.34,1.28,17.18,74.47
155,臺北市,2015/02/06,松山,1.3,0.51,420.46,18.2,28,17,39.68,11.37,28.3,1.38,12.09,79.71
156,臺北市,2015/02/06,古亭,1.5,0.48,-,21.3,37,18,30.75,8.45,22.3,2.36,12.42,83.72
157,臺北市,2015/02/06,中山,2.7,0.69,-,15.5,54,17,50.07,18.32,31.75,2.13,13.0,81.86
158,臺北市,2015/02/06,大同,4.3,1.58,-,-,49,15,116.82,79.61,37.21,-,-,-
159,臺北市,2015/02/06,萬華,2.5,0.54,-,16.7,29,16,41.48,12.01,29.47,2.3,12.72,77.59
160,臺北市,2015/02/06,陽明,1.3,0.21,409.9,44.8,9,6,2.91,0.43,2.48,-,5.97,98.75
161,臺北市,2015/02/06,士林,3.9,0.34,-,29.9,32,14,20.86,2.38,18.46,2.11,12.7,72.69
162,臺北市,2015/02/05,松山,4.6,0.7,428.56,35.5,98,62,25.3,3.04,22.26,1.75,12.22,68.51
163,臺北市,2015/02/05,古亭,3.6,0.74,-,29.4,99,69,27.59,4.05,23.53,1.81,12.52,75.56
164,臺北市,2015/02/05,中山,4.4,0.81,-,28.7,113,62,34.99,7.29,27.7,1.69,13.05,69.97
165,臺北市,2015/02/05,大同,5.4,1.29,-,-,106,59,74.87,37.05,37.82,-,-,-
166,臺北市,2015/02/05,萬華,4.6,0.76,-,27.6,91,66,32.38,4.82,27.56,1.88,12.74,66.74
167,臺北市,2015/02/05,陽明,3.9,0.5,421.74,50.9,48,44,6.33,1.29,5.04,-,4.46,98.0
168,臺北市,2015/02/05,士林,3.9,0.58,-,42.7,82,57,15.68,2.32,13.36,1.7,12.29,65.7
169,臺北市,2015/02/04,松山,2.6,0.54,421.98,20.8,20,12,30.13,8.84,21.29,1.5,14.92,83.92
170,臺北市,2015/02/04,古亭,1.5,0.56,-,17.9,31,13,29.58,7.65,21.93,1.96,15.49,89.39
171,臺北市,2015/02/04,中山,1.8,0.71,-,17.7,41,13,36.92,13.17,23.75,1.74,15.95,83.5
172,臺北市,2015/02/04,大同,3.5,1.52,-,-,33,11,90.27,59.15,31.12,-,-,-
173,臺北市,2015/02/04,萬華,1.8,0.59,-,16.8,21,11,32.79,9.07,23.72,1.76,15.74,80.71
174,臺北市,2015/02/04,陽明,1.2,0.31,416.72,37.1,6,5,4.12,1.06,3.05,-,8.78,100.0
175,臺北市,2015/02/04,士林,1.1,0.46,-,25.3,18,11,20.53,5.11,15.42,1.3,15.36,77.83
176,臺北市,2015/02/03,松山,2.9,0.47,418.08,18.7,16,8,31.9,9.21,22.69,1.4,16.65,89.5
177,臺北市,2015/02/03,古亭,2.4,0.56,-,17.5,24,10,31.68,8.54,23.14,1.75,17.2,95.05
178,臺北市,2015/02/03,中山,2.7,0.62,-,17.6,28,8,35.74,11.2,24.54,1.9,17.58,89.35
179,臺北市,2015/02/03,大同,3.9,1.78,-,-,33,5,102.99,68.45,34.55,-,-,-
180,臺北市,2015/02/03,萬華,1.9,0.54,-,18.2,14,7,32.42,8.62,23.79,1.99,17.39,86.77
181,臺北市,2015/02/03,陽明,1.0,0.21,404.76,41.1,5,2,2.18,1.23,0.94,-,11.46,100.0
182,臺北市,2015/02/03,士林,2.1,0.45,-,23.2,11,8,22.75,5.54,17.2,1.38,17.21,83.16
183,臺北市,2015/02/02,松山,0.9,0.42,415.7,22.1,17,6,24.75,5.2,19.55,2.23,17.28,76.88
184,臺北市,2015/02/02,古亭,1.4,0.43,-,25.0,28,10,21.58,5.27,16.31,3.07,18.18,78.81
185,臺北市,2015/02/02,中山,2.7,0.54,-,23.8,36,10,29.1,8.23,20.87,2.57,18.3,77.04
186,臺北市,2015/02/02,大同,3.5,1.08,-,-,33,9,66.07,38.76,27.31,-,-,-
187,臺北市,2015/02/02,萬華,1.1,0.42,-,23.9,22,10,26.21,6.71,19.5,3.33,18.07,74.86
188,臺北市,2015/02/02,陽明,1.5,0.2,407.47,41.8,6,4,3.04,1.33,1.72,-,10.74,100.0
189,臺北市,2015/02/02,士林,4.2,0.26,-,37.0,21,9,10.74,3.22,7.5,2.84,18.28,70.47
190,臺北市,2015/02/01,松山,1.4,0.35,415.53,27.6,19,8,19.06,4.08,14.99,2.16,15.07,76.96
191,臺北市,2015/02/01,古亭,1.2,0.32,-,30.0,25,9,12.05,2.82,9.23,3.37,16.02,76.75
192,臺北市,2015/02/01,中山,1.9,0.42,-,25.5,32,9,23.02,6.12,16.9,2.96,16.08,77.14
193,臺北市,2015/02/01,大同,2.8,0.86,-,-,36,8,57.21,32.26,24.95,-,-,-
194,臺北市,2015/02/01,萬華,2.3,0.35,-,24.2,20,11,22.65,5.15,17.5,3.49,15.84,74.42
195,臺北市,2015/02/01,陽明,0.6,0.18,402.31,40.6,5,2,2.37,0.94,1.42,-,8.33,100.0
196,臺北市,2015/02/01,士林,2.6,0.24,-,36.7,29,8,7.67,1.93,5.74,3.19,16.03,69.13
197,新北市,2015/02/28,板橋,2.1,0.46,-,29.2,29,15,17.59,2.55,15.03,1.98,18.53,87.99
198,新北市,2015/02/28,三重,1.2,1.21,-,-,36,8,85.65,53.97,31.67,-,18.44,80.08
199,新北市,2015/02/28,菜寮,1.4,0.37,-,26.3,25,14,16.12,3.21,12.92,1.75,17.88,82.18
200,新北市,2015/02/28,永和,2.9,0.82,-,25.1,30,14,35.38,13.76,21.62,1.33,18.84,84.24
201,新北市,2015/02/28,新莊,1.4,0.5,-,27.9,26,13,20.57,4.84,15.72,2.37,18.28,90.06
202,新北市,2015/02/28,新店,2.1,0.42,-,32.3,25,16,17.0,2.89,14.1,1.63,19.99,81.94
203,新北市,2015/02/28,淡水,1.5,0.29,-,36.3,21,5,7.01,1.59,5.42,-,-,-
204,新北市,2015/02/28,汐止,3.6,0.31,-,32.6,21,11,13.18,2.56,10.62,1.85,18.2,88.1
205,新北市,2015/02/28,土城,1.9,0.42,-,32.4,26,19,16.99,2.17,14.82,1.61,18.83,81.19
206,新北市,2015/02/28,林口,1.6,0.26,-,37.4,22,14,9.6,1.43,8.17,1.31,15.8,97.33
207,新北市,2015/02/28,萬里,1.6,0.23,-,41.9,37,8,7.56,1.65,5.9,2.64,16.8,94.96
208,新北市,2015/02/27,板橋,3.1,0.41,-,30.9,21,10,15.88,2.46,13.41,2.53,19.84,89.7
209,新北市,2015/02/27,三重,3.2,1.42,-,-,36,10,84.29,52.17,32.12,-,20.62,77.71
210,新北市,2015/02/27,菜寮,-,-,-,-,-,-,-,-,-,-,-,-
211,新北市,2015/02/27,永和,3.6,0.66,-,27.6,24,11,28.38,10.38,18.0,2.48,19.67,88.42
212,新北市,2015/02/27,新莊,2.6,0.5,-,31.0,19,10,15.79,2.5,13.29,2.98,20.11,86.69
213,新北市,2015/02/27,新店,2.6,0.39,-,30.2,19,13,14.63,2.42,12.21,1.68,21.03,84.41
214,新北市,2015/02/27,淡水,0.7,0.3,-,32.7,15,4,8.29,1.85,6.44,-,-,-
215,新北市,2015/02/27,汐止,4.6,0.32,-,31.5,23,12,13.71,1.77,11.95,1.86,18.67,94.1
216,新北市,2015/02/27,土城,3.7,0.4,-,33.2,22,16,14.91,1.5,13.4,1.95,20.06,82.07
217,新北市,2015/02/27,林口,1.4,0.26,-,40.0,23,14,8.18,1.48,6.7,1.95,17.96,92.95
218,新北市,2015/02/27,萬里,0.7,0.24,-,42.3,28,8,7.02,1.24,5.78,2.79,18.19,95.87
219,新北市,2015/02/26,板橋,4.5,1.02,-,9.5,62,30,51.47,21.9,29.57,1.53,19.48,85.31
220,新北市,2015/02/26,三重,3.6,2.26,-,-,66,22,149.22,110.73,38.49,-,19.48,82.48
221,新北市,2015/02/26,菜寮,3.1,1.02,-,9.5,53,33,56.38,28.72,27.66,1.23,18.99,84.67
222,新北市,2015/02/26,永和,1.9,1.1,-,14.5,38,21,50.07,26.83,23.23,1.59,19.7,86.54
223,新北市,2015/02/26,新莊,4.6,1.14,-,10.2,55,34,62.36,32.24,30.12,1.79,19.34,93.29
224,新北市,2015/02/26,新店,1.6,0.59,-,18.2,38,25,24.57,5.88,18.69,1.5,20.28,85.08
225,新北市,2015/02/26,淡水,2.8,0.72,-,19.2,39,19,31.47,14.89,16.59,-,-,-
226,新北市,2015/02/26,汐止,1.8,0.62,-,17.4,39,22,39.87,22.34,17.53,1.5,18.87,88.86
227,新北市,2015/02/26,土城,3.5,0.87,-,16.9,51,35,41.68,16.95,24.73,1.56,19.46,84.25
228,新北市,2015/02/26,林口,2.1,0.46,-,23.8,45,29,18.74,2.06,16.67,1.08,17.64,94.88
229,新北市,2015/02/26,萬里,1.2,0.31,-,28.3,30,13,10.04,2.96,7.07,2.52,17.68,94.78
230,新北市,2015/02/25,板橋,5.2,1.0,-,11.4,65,32,45.8,16.83,28.98,1.5,20.22,80.3
231,新北市,2015/02/25,三重,4.6,2.06,-,-,79,27,135.72,91.95,43.76,-,20.28,78.86
232,新北市,2015/02/25,菜寮,4.2,0.93,-,11.0,72,41,47.24,14.36,32.88,1.31,19.84,80.48
