序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1054,高雄市,1998/12/13,左營,5.9,0.88,16.8,-,104,-,43.74,11.36,32.38,2.441,0.37,2.07,20.98,-,-,77.0,-
1055,高雄市,1998/12/13,楠梓,3.9,0.71,15.4,-,92,-,45.66,10.44,35.22,2.565,0.27,2.3,20.99,-,-,71.0,-
1056,高雄市,1998/12/13,前金,16.3,1.02,12.7,-,109,-,53.75,15.32,38.43,-,-,-,21.04,-,-,79.0,-
1057,高雄市,1998/12/13,前鎮,14.6,-,-,-,115,-,82.79,30.08,52.71,3.223,0.58,2.64,21.7,-,-,82.0,-
1058,高雄市,1998/12/13,復興,14.2,1.36,-,-,148,-,78.46,32.12,46.34,3.396,0.96,2.44,21.66,-,-,99.0,-
1059,高雄市,1998/12/13,小港,31.2,1.28,13.8,-,143,-,93.97,39.89,54.08,3.353,0.85,2.51,22.49,-,-,96.0,-
1060,高雄市,1998/12/13,鳳山,28.0,1.18,7.0,-,151,90,95.01,41.09,53.92,-,-,-,21.74,-,-,100.0,-
1061,高雄市,1998/12/13,林園,27.1,0.92,21.2,-,145,0,62.06,18.42,43.63,3.009,0.78,2.23,23.04,-,-,98.0,-
1062,高雄市,1998/12/13,大寮,13.5,0.97,23.3,-,141,-,51.52,8.34,43.18,2.031,0.33,1.7,22.5,-,-,96.0,-
1063,高雄市,1998/12/13,仁武,16.9,0.82,17.4,-,113,-,61.45,19.54,41.9,2.958,0.49,2.46,21.3,-,-,82.0,-
1064,高雄市,1998/12/13,橋頭,6.0,0.81,12.9,-,92,-,43.62,11.12,32.5,2.661,0.22,2.44,20.41,-,-,71.0,-
1065,高雄市,1998/12/13,美濃,2.4,0.49,21.5,-,159,-,26.81,1.7,25.12,-,-,-,21.64,-,-,105.0,-
1066,高雄市,1998/12/12,左營,10.6,0.92,24.7,-,107,-,52.25,15.49,36.76,2.591,0.43,2.16,20.21,-,-,78.0,-
1067,高雄市,1998/12/12,楠梓,5.6,0.64,18.8,-,114,-,56.36,19.23,37.13,2.642,0.34,2.3,20.22,-,-,82.0,-
1068,高雄市,1998/12/12,前金,20.6,1.07,22.2,-,111,-,58.26,17.4,40.86,-,-,-,20.14,-,-,81.0,-
1069,高雄市,1998/12/12,前鎮,20.5,-,-,-,113,-,95.17,36.46,58.71,3.272,0.71,2.56,20.89,-,-,82.0,-
1070,高雄市,1998/12/12,復興,20.1,1.61,-,-,147,-,89.97,36.75,53.21,3.604,1.21,2.39,20.78,-,-,98.0,-
1071,高雄市,1998/12/12,小港,43.4,1.35,22.4,-,145,-,119.32,55.03,64.29,3.499,0.95,2.55,21.6,-,-,97.0,-
1072,高雄市,1998/12/12,鳳山,36.2,1.21,18.0,-,160,87,103.72,44.76,58.96,-,-,-,21.0,-,-,105.0,-
1073,高雄市,1998/12/12,林園,35.7,0.92,31.5,-,125,0,71.44,24.59,46.85,3.212,0.99,2.22,21.9,-,-,88.0,-
1074,高雄市,1998/12/12,大寮,23.1,1.07,29.1,-,155,-,67.45,14.75,52.7,2.799,0.54,2.26,21.54,-,-,102.0,-
1075,高雄市,1998/12/12,仁武,22.8,0.82,24.0,-,112,-,78.66,26.87,51.8,3.04,0.6,2.44,20.56,-,-,81.0,-
1076,高雄市,1998/12/12,橋頭,9.0,0.75,11.9,-,87,-,56.85,20.17,36.68,2.77,0.37,2.4,19.8,-,-,69.0,-
1077,高雄市,1998/12/12,美濃,2.8,0.64,30.9,-,129,-,26.2,2.54,23.66,-,-,-,20.96,-,-,89.0,-
1078,高雄市,1998/12/11,左營,7.7,0.57,18.9,-,72,-,37.42,7.35,30.07,2.247,0.27,1.98,19.03,-,-,61.0,-
1079,高雄市,1998/12/11,楠梓,5.2,0.48,15.2,-,76,-,43.55,10.19,33.36,2.397,0.19,2.21,19.07,-,-,63.0,-
1080,高雄市,1998/12/11,前金,12.1,0.77,16.9,-,74,-,40.91,8.53,32.39,-,-,-,19.24,-,-,62.0,-
1081,高雄市,1998/12/11,前鎮,9.1,-,-,-,113,-,66.04,19.88,46.16,3.037,0.55,2.48,19.68,-,-,82.0,-
1082,高雄市,1998/12/11,復興,8.6,1.32,-,-,109,-,69.47,27.5,41.97,2.917,0.73,2.19,19.79,-,-,79.0,-
1083,高雄市,1998/12/11,小港,41.9,0.96,11.9,-,100,-,99.45,47.1,52.35,3.092,0.71,2.38,20.6,-,-,75.0,-
1084,高雄市,1998/12/11,鳳山,30.8,1.03,9.0,-,111,58,98.16,51.97,46.19,-,-,-,19.78,-,-,80.0,-
1085,高雄市,1998/12/11,林園,45.1,0.89,17.9,-,115,-,90.74,38.82,51.93,3.634,1.35,2.29,21.19,-,-,83.0,-
1086,高雄市,1998/12/11,大寮,11.1,0.86,22.6,-,92,-,52.59,9.2,43.39,2.547,0.43,2.11,20.34,-,-,71.0,-
1087,高雄市,1998/12/11,仁武,12.9,0.58,16.2,-,73,-,50.74,15.88,34.86,2.503,0.35,2.15,19.2,-,-,62.0,-
1088,高雄市,1998/12/11,橋頭,7.1,0.52,13.6,-,55,-,40.04,8.44,31.6,2.449,0.12,2.33,18.58,-,-,53.0,-
1089,高雄市,1998/12/11,美濃,1.1,0.41,23.9,-,118,-,24.98,2.54,22.44,-,-,-,19.65,-,-,84.0,-
1090,高雄市,1998/12/10,左營,12.3,0.83,26.3,-,101,-,51.97,15.86,36.11,2.802,0.52,2.28,19.97,-,-,77.0,-
1091,高雄市,1998/12/10,楠梓,6.6,0.61,24.3,-,102,-,47.62,13.64,33.98,2.618,0.36,2.26,19.62,-,-,81.0,-
1092,高雄市,1998/12/10,前金,18.5,0.9,21.3,-,101,-,57.03,19.07,37.96,-,-,-,19.96,-,-,76.0,-
1093,高雄市,1998/12/10,前鎮,24.0,-,-,-,124,-,91.62,37.17,54.46,3.198,0.62,2.57,21.0,-,-,87.0,-
1094,高雄市,1998/12/10,復興,24.2,1.49,-,-,158,-,90.16,41.45,48.71,3.533,1.2,2.33,20.81,-,-,104.0,-
1095,高雄市,1998/12/10,小港,32.8,0.96,23.8,-,134,-,99.85,46.29,53.57,3.36,0.87,2.49,21.37,-,-,92.0,-
1096,高雄市,1998/12/10,鳳山,31.6,1.02,14.0,-,142,71,93.32,43.39,49.93,-,-,-,21.02,-,-,96.0,-
1097,高雄市,1998/12/10,林園,28.8,0.68,31.0,-,122,70,56.37,17.98,38.38,3.135,0.82,2.32,21.39,-,-,86.0,-
1098,高雄市,1998/12/10,大寮,13.3,0.9,35.1,-,116,-,44.73,5.74,38.99,2.583,0.47,2.17,21.32,-,-,105.0,-
1099,高雄市,1998/12/10,仁武,24.5,0.73,24.4,-,117,-,61.3,20.8,40.5,3.245,0.75,2.49,20.36,-,-,84.0,-
1100,高雄市,1998/12/10,橋頭,9.1,0.73,21.5,-,97,-,51.81,17.0,34.81,2.693,0.28,2.41,19.38,-,-,75.0,-
1101,高雄市,1998/12/10,美濃,3.0,0.53,34.8,-,116,-,21.68,1.63,20.04,-,-,-,20.19,-,-,83.0,-
1102,高雄市,1998/12/09,左營,9.5,0.83,27.7,-,80,-,50.88,17.26,33.62,2.557,0.35,2.21,19.25,-,-,65.0,-
1103,高雄市,1998/12/09,楠梓,5.4,0.66,23.2,-,85,-,52.34,18.8,33.54,2.942,0.39,2.56,18.62,-,-,67.0,-
1104,高雄市,1998/12/09,前金,19.1,0.92,21.4,-,72,-,59.42,25.3,34.12,-,-,-,18.91,-,-,61.0,-
1105,高雄市,1998/12/09,前鎮,19.1,-,-,-,101,-,89.43,43.08,46.35,3.17,0.63,2.54,20.12,-,-,76.0,-
1106,高雄市,1998/12/09,復興,19.7,1.49,-,-,134,-,95.47,46.94,48.54,3.249,1.0,2.25,20.01,-,-,92.0,-
1107,高雄市,1998/12/09,小港,22.3,0.96,24.7,-,116,-,91.25,47.03,44.22,3.332,0.83,2.5,20.27,-,-,83.0,-
1108,高雄市,1998/12/09,鳳山,32.1,1.24,19.5,-,111,74,86.75,40.76,45.99,-,-,-,19.81,-,-,80.0,-
1109,高雄市,1998/12/09,林園,27.0,0.77,30.9,-,120,75,48.09,20.68,27.41,3.154,0.76,2.4,20.62,-,-,85.0,-
1110,高雄市,1998/12/09,大寮,12.9,1.07,22.3,-,130,-,60.87,14.94,45.92,2.756,0.68,2.08,20.11,-,-,90.0,-
1111,高雄市,1998/12/09,仁武,15.2,0.8,24.1,-,101,-,68.87,26.49,42.38,3.254,0.8,2.46,19.38,-,-,76.0,-
1112,高雄市,1998/12/09,橋頭,8.1,0.71,21.6,-,83,-,51.93,19.95,31.98,2.571,0.23,2.34,18.62,-,-,66.0,-
1113,高雄市,1998/12/09,美濃,3.6,0.68,34.3,-,149,-,28.57,5.93,22.64,-,-,-,19.48,-,-,100.0,-
1114,高雄市,1998/12/08,左營,10.8,0.88,22.4,-,98,-,44.76,8.32,36.44,2.458,0.25,2.19,19.34,-,-,72.0,-
1115,高雄市,1998/12/08,楠梓,6.6,0.7,17.2,-,102,-,48.89,11.58,37.31,2.676,0.3,2.37,18.97,-,-,76.0,-
1116,高雄市,1998/12/08,前金,19.6,0.95,22.5,-,115,-,48.27,11.72,36.55,-,-,-,19.22,-,-,83.0,-
1117,高雄市,1998/12/08,前鎮,15.6,-,-,-,125,-,76.47,27.31,49.16,3.103,0.56,2.54,20.11,-,-,87.0,-
1118,高雄市,1998/12/08,復興,15.7,1.6,-,-,150,-,66.9,30.05,36.85,3.266,1.01,2.25,19.99,-,-,100.0,-
1119,高雄市,1998/12/08,小港,30.1,1.12,22.7,-,140,-,98.21,44.58,53.63,3.155,0.76,2.4,20.54,-,-,95.0,-
1120,高雄市,1998/12/08,鳳山,26.2,1.24,18.1,-,152,86,90.97,40.3,50.67,-,-,-,20.02,-,-,101.0,-
1121,高雄市,1998/12/08,林園,24.4,0.83,23.1,-,121,75,52.93,19.05,33.87,3.009,0.64,2.37,20.73,-,-,86.0,-
1122,高雄市,1998/12/08,大寮,17.8,1.08,24.2,-,154,-,56.04,9.74,46.3,2.648,0.45,2.19,20.29,-,-,102.0,-
1123,高雄市,1998/12/08,仁武,27.1,0.89,18.9,-,106,-,66.93,22.48,44.45,2.766,0.54,2.38,19.43,-,-,78.0,-
1124,高雄市,1998/12/08,橋頭,9.1,0.74,17.1,-,107,-,43.75,8.78,34.98,2.574,0.19,2.38,18.7,-,-,78.0,-
1125,高雄市,1998/12/08,美濃,2.9,0.69,26.5,-,152,-,24.39,1.91,22.47,-,-,-,19.34,-,-,101.0,-
1126,高雄市,1998/12/07,左營,4.7,0.73,16.4,-,83,-,32.13,5.73,26.4,2.321,0.27,2.05,20.77,-,-,66.0,-
1127,高雄市,1998/12/07,楠梓,3.6,0.63,19.9,-,91,-,34.94,7.07,27.87,2.375,0.14,2.23,20.71,-,-,71.0,-
1128,高雄市,1998/12/07,前金,11.6,0.84,19.8,-,102,-,34.67,7.38,27.29,-,-,-,20.71,-,-,76.0,-
1129,高雄市,1998/12/07,前鎮,9.2,-,-,-,109,-,55.63,16.78,38.85,2.927,0.4,2.52,21.6,-,-,80.0,-
1130,高雄市,1998/12/07,復興,10.3,1.37,-,-,127,-,55.79,20.87,34.93,3.028,0.82,2.2,21.38,-,-,89.0,-
1131,高雄市,1998/12/07,小港,24.9,0.99,16.6,-,112,-,77.79,31.97,45.82,2.883,0.53,2.36,22.35,-,-,81.0,-
1132,高雄市,1998/12/07,鳳山,-,1.05,11.6,-,131,69,73.32,30.69,42.62,-,-,-,21.58,-,-,90.0,-
1133,高雄市,1998/12/07,林園,38.7,0.84,22.3,-,114,70,64.16,22.62,41.54,3.273,0.77,2.5,22.66,-,-,82.0,-
1134,高雄市,1998/12/07,大寮,9.9,0.84,25.4,-,112,-,40.68,7.75,32.92,2.517,0.31,2.2,22.19,-,-,81.0,-
1135,高雄市,1998/12/07,仁武,12.9,0.75,21.2,-,96,-,39.48,13.08,26.4,2.591,0.32,2.27,20.89,-,-,73.0,-
1136,高雄市,1998/12/07,橋頭,5.2,0.67,18.3,-,88,-,33.46,7.4,26.06,2.533,0.16,2.37,20.2,-,-,69.0,-
1137,高雄市,1998/12/07,美濃,1.6,0.58,29.8,-,128,-,18.0,1.99,16.0,-,-,-,21.31,-,-,89.0,-
1138,高雄市,1998/12/06,左營,5.6,0.74,19.8,-,56,-,33.67,7.54,26.13,2.238,0.18,2.05,21.42,-,-,53.0,-
1139,高雄市,1998/12/06,楠梓,4.0,0.59,26.6,-,64,-,33.58,7.19,26.4,2.526,0.15,2.38,21.29,-,-,66.0,-
1140,高雄市,1998/12/06,前金,11.1,0.81,25.6,-,82,-,34.39,8.38,26.02,-,-,-,21.37,-,-,66.0,-
1141,高雄市,1998/12/06,前鎮,11.2,-,-,-,91,-,56.65,19.02,37.63,2.929,0.36,2.57,22.39,-,-,71.0,-
1142,高雄市,1998/12/06,復興,13.0,1.21,-,-,108,-,57.04,21.84,35.2,2.916,0.61,2.31,22.18,-,-,79.0,-
1143,高雄市,1998/12/06,小港,34.2,0.92,24.2,-,78,-,76.98,35.62,41.36,2.945,0.51,2.44,23.1,-,-,72.0,-
1144,高雄市,1998/12/06,鳳山,-,0.95,18.7,-,106,62,77.07,37.72,39.35,-,-,-,22.48,-,-,78.0,-
1145,高雄市,1998/12/06,林園,39.0,0.8,27.7,-,105,67,57.63,22.32,35.3,3.034,0.67,2.37,23.62,-,-,77.0,-
1146,高雄市,1998/12/06,大寮,10.2,0.77,30.9,-,99,-,35.14,8.3,26.84,2.426,0.29,2.14,23.15,-,-,76.0,-
1147,高雄市,1998/12/06,仁武,17.7,0.72,24.3,-,73,-,38.25,12.71,25.54,2.654,0.27,2.38,21.71,-,-,64.0,-
1148,高雄市,1998/12/06,橋頭,5.2,0.66,24.0,-,70,-,30.42,6.08,24.34,2.614,0.14,2.47,20.89,-,-,63.0,-
1149,高雄市,1998/12/06,美濃,1.6,0.61,29.8,-,106,-,19.15,1.86,17.28,-,-,-,22.2,-,-,78.0,-
1150,高雄市,1998/12/05,左營,5.9,0.77,20.4,-,94,-,33.32,5.28,28.04,2.116,0.33,1.78,22.11,-,-,72.0,-
1151,高雄市,1998/12/05,楠梓,4.3,0.55,26.3,-,93,-,38.38,8.41,29.98,2.615,0.27,2.34,22.21,-,-,73.0,-
1152,高雄市,1998/12/05,前金,8.9,0.83,24.7,-,111,-,35.64,7.32,28.32,-,-,-,22.05,-,-,80.0,-
1153,高雄市,1998/12/05,前鎮,9.9,-,-,-,115,-,53.51,14.65,38.86,2.815,0.37,2.44,22.89,-,-,82.0,-
1154,高雄市,1998/12/05,復興,10.8,1.2,-,-,134,-,51.41,15.9,35.5,2.754,0.59,2.17,22.61,-,-,92.0,-
1155,高雄市,1998/12/05,小港,18.5,0.94,27.3,-,98,-,62.46,21.76,40.7,2.769,0.48,2.29,23.48,-,-,79.0,-
1156,高雄市,1998/12/05,鳳山,-,1.11,20.8,-,131,75,70.08,27.84,42.24,-,-,-,22.98,-,-,90.0,-
1157,高雄市,1998/12/05,林園,30.1,0.82,34.1,-,114,78,53.52,22.77,30.75,2.961,0.66,2.31,23.43,-,-,82.0,-
1158,高雄市,1998/12/05,大寮,14.5,0.93,31.7,-,120,-,51.07,12.19,38.88,2.607,0.43,2.18,23.38,-,-,98.0,-
1159,高雄市,1998/12/05,仁武,18.7,0.74,24.9,-,104,-,38.22,12.59,25.64,2.622,0.28,2.34,22.4,-,-,77.0,-
1160,高雄市,1998/12/05,橋頭,5.9,0.72,23.5,-,97,-,36.2,6.68,29.52,2.586,0.2,2.38,21.81,-,-,74.0,-
1161,高雄市,1998/12/05,美濃,2.1,0.65,27.6,-,132,-,26.9,3.91,22.99,-,-,-,22.48,-,-,91.0,-
1162,高雄市,1998/12/04,左營,12.3,0.78,21.4,-,96,-,42.17,9.85,32.32,2.505,0.39,2.11,21.97,-,-,73.0,-
1163,高雄市,1998/12/04,楠梓,6.7,0.63,19.7,-,80,-,46.46,10.33,36.13,2.527,0.25,2.27,22.11,-,-,65.0,-
1164,高雄市,1998/12/04,前金,15.5,0.99,20.0,-,96,-,46.35,11.9,34.46,-,-,-,21.86,-,-,73.0,-
1165,高雄市,1998/12/04,前鎮,22.7,-,-,-,109,-,75.44,28.61,46.84,3.244,0.68,2.57,22.74,-,-,80.0,-
1166,高雄市,1998/12/04,復興,22.9,1.7,-,-,126,-,75.37,33.45,41.92,3.441,1.18,2.26,22.7,-,-,88.0,-
1167,高雄市,1998/12/04,小港,26.5,1.15,15.6,-,118,-,85.57,36.73,48.84,3.009,0.66,2.35,23.36,-,-,84.0,-
1168,高雄市,1998/12/04,鳳山,-,1.17,11.9,-,132,73,79.86,32.47,47.39,-,-,-,22.79,-,-,91.0,-
1169,高雄市,1998/12/04,林園,38.7,0.84,17.5,-,127,81,63.59,18.69,44.9,2.921,0.69,2.23,23.54,-,-,88.0,-
1170,高雄市,1998/12/04,大寮,21.2,0.94,20.1,-,118,-,55.27,7.52,47.74,2.726,0.5,2.23,23.27,-,-,84.0,-
1171,高雄市,1998/12/04,仁武,28.4,0.81,19.2,-,102,-,47.25,17.5,29.75,2.912,0.51,2.41,22.31,-,-,76.0,-
1172,高雄市,1998/12/04,橋頭,9.2,0.78,26.7,-,81,-,45.54,11.63,33.91,2.677,0.26,2.42,21.54,-,-,66.0,-
1173,高雄市,1998/12/04,美濃,4.8,0.64,25.3,-,132,-,25.24,2.23,23.01,-,-,-,22.29,-,-,91.0,-
1174,高雄市,1998/12/03,左營,8.0,0.72,27.1,-,90,-,33.66,7.89,25.76,2.274,0.3,1.98,22.53,-,-,70.0,-
1175,高雄市,1998/12/03,楠梓,4.6,0.65,22.6,-,79,-,38.25,9.24,29.01,2.37,0.24,2.13,22.63,-,-,64.0,-
1176,高雄市,1998/12/03,前金,15.7,0.88,24.4,-,90,-,40.23,11.39,28.84,-,-,-,22.51,-,-,70.0,-
1177,高雄市,1998/12/03,前鎮,11.8,-,-,-,103,-,58.46,19.6,38.86,3.046,0.5,2.55,23.44,-,-,76.0,-
1178,高雄市,1998/12/03,復興,14.0,1.62,-,-,127,-,68.13,29.12,39.02,3.25,0.98,2.27,23.34,-,-,89.0,-
1179,高雄市,1998/12/03,小港,27.0,1.14,21.4,-,115,-,86.17,41.25,44.92,3.191,0.73,2.46,24.26,-,-,83.0,-
1180,高雄市,1998/12/03,鳳山,-,1.15,14.8,-,122,66,95.33,52.04,43.29,-,-,-,23.5,-,-,86.0,-
1181,高雄市,1998/12/03,林園,37.6,0.96,20.4,-,113,73,73.34,33.83,39.51,3.026,0.66,2.37,24.7,-,-,82.0,-
1182,高雄市,1998/12/03,大寮,14.8,0.86,24.1,-,122,-,54.54,19.46,35.07,2.94,0.64,2.3,24.03,-,-,86.0,-
1183,高雄市,1998/12/03,仁武,27.2,0.75,25.3,-,103,-,36.14,12.06,24.08,2.727,0.42,2.3,22.74,-,-,77.0,-
1184,高雄市,1998/12/03,橋頭,6.6,0.66,29.6,-,78,-,35.7,8.36,27.34,2.638,0.24,2.4,21.97,-,-,64.0,-
1185,高雄市,1998/12/03,美濃,1.7,0.61,24.9,-,117,-,21.91,2.63,19.28,-,-,-,23.34,-,-,83.0,-
1186,高雄市,1998/12/02,左營,6.5,0.91,31.4,-,114,-,32.55,7.66,24.89,2.44,0.36,2.08,25.26,-,-,82.0,-
1187,高雄市,1998/12/02,楠梓,3.8,0.65,27.4,-,93,-,35.38,9.48,25.9,2.643,0.35,2.29,25.23,-,-,71.0,-
1188,高雄市,1998/12/02,前金,9.5,0.99,29.8,-,102,-,32.44,5.43,27.01,-,-,-,25.2,-,-,76.0,-
1189,高雄市,1998/12/02,前鎮,11.6,-,-,-,113,-,55.46,15.36,40.1,2.872,0.41,2.47,25.93,-,-,81.0,-
1190,高雄市,1998/12/02,復興,10.8,1.74,-,-,135,-,63.95,23.6,40.36,3.246,1.03,2.22,25.65,-,-,92.0,-
1191,高雄市,1998/12/02,小港,14.3,0.97,25.6,-,123,-,54.81,15.47,39.35,2.799,0.5,2.3,26.09,-,-,86.0,-
1192,高雄市,1998/12/02,鳳山,14.4,0.99,25.7,-,127,75,49.19,17.65,31.54,-,-,-,25.89,-,-,89.0,-
1193,高雄市,1998/12/02,林園,15.2,0.7,32.2,-,95,80,31.97,7.93,24.04,2.976,0.61,2.37,26.05,-,-,82.0,-
1194,高雄市,1998/12/02,大寮,10.9,0.88,31.8,-,137,-,34.67,6.15,28.52,3.029,0.51,2.52,26.05,-,-,94.0,-
1195,高雄市,1998/12/02,仁武,15.1,0.73,27.5,-,112,-,38.69,9.63,29.06,2.929,0.45,2.48,25.51,-,-,81.0,-
1196,高雄市,1998/12/02,橋頭,5.0,0.76,36.1,-,105,-,31.67,5.47,26.2,2.588,0.18,2.4,24.69,-,-,78.0,-
1197,高雄市,1998/12/02,美濃,1.9,0.43,27.4,-,95,-,15.3,1.47,13.83,-,-,-,24.91,-,-,73.0,-
1198,高雄市,1998/12/01,左營,9.0,0.94,37.4,-,104,-,32.16,6.73,25.43,2.948,0.4,2.55,25.76,-,-,77.0,-
1199,高雄市,1998/12/01,楠梓,5.4,0.67,36.8,-,92,-,-,-,-,2.716,0.42,2.3,25.75,-,-,71.0,-
1200,高雄市,1998/12/01,前金,10.3,0.99,33.6,-,100,-,37.63,9.23,28.4,-,-,-,25.69,-,-,75.0,-
1201,高雄市,1998/12/01,前鎮,13.5,-,-,-,104,-,51.19,10.51,40.68,3.061,0.54,2.52,26.3,-,-,77.0,-
1202,高雄市,1998/12/01,復興,11.9,1.68,-,-,120,-,59.44,17.69,41.75,3.327,1.02,2.31,26.05,-,-,85.0,-
1203,高雄市,1998/12/01,小港,15.8,0.81,29.8,-,112,-,54.77,13.44,41.33,2.782,0.54,2.24,26.14,-,-,81.0,-
1204,高雄市,1998/12/01,鳳山,9.3,1.2,12.9,-,112,76,43.75,8.86,34.89,-,-,-,26.24,-,-,81.0,-
1205,高雄市,1998/12/01,林園,8.8,0.58,41.6,-,79,61,20.13,2.49,17.64,2.485,0.16,2.33,26.62,-,-,78.0,-
1206,高雄市,1998/12/01,大寮,10.3,0.87,37.2,-,117,-,31.38,2.04,29.34,2.677,0.41,2.26,26.62,-,-,84.0,-
1207,高雄市,1998/12/01,仁武,12.9,0.79,32.8,-,104,-,45.11,9.38,35.73,2.937,0.5,2.44,25.92,-,-,77.0,-
1208,高雄市,1998/12/01,橋頭,7.3,0.7,-,-,106,-,34.55,5.72,28.83,2.744,0.3,2.45,25.16,-,-,78.0,-
1209,高雄市,1998/12/01,美濃,3.7,0.38,46.9,-,93,-,13.19,0.47,12.73,-,-,-,25.95,-,-,76.0,-
1210,基隆市,1998/12/31,基隆,5.6,0.71,23.1,-,55,-,41.19,14.92,26.27,2.469,0.2,2.27,17.3,-,-,53.0,-
1211,基隆市,1998/12/30,基隆,2.0,0.66,33.9,-,48,-,31.68,9.46,22.22,2.365,0.21,2.15,20.14,-,-,48.0,-
1212,基隆市,1998/12/29,基隆,1.1,0.6,40.6,-,48,-,20.13,1.9,18.22,2.252,0.19,2.06,19.83,-,-,48.0,-
1213,基隆市,1998/12/28,基隆,1.3,0.95,25.0,-,67,-,32.85,6.36,26.49,2.597,0.31,2.28,19.23,-,-,58.0,-
1214,基隆市,1998/12/27,基隆,1.5,0.82,22.1,-,51,-,34.04,11.01,23.03,3.023,0.36,2.67,18.38,-,-,50.0,-
1215,基隆市,1998/12/26,基隆,1.8,0.83,23.7,-,52,-,39.24,14.25,24.98,2.905,0.3,2.61,17.77,-,-,51.0,-
1216,基隆市,1998/12/25,基隆,0.8,0.6,27.5,-,59,-,32.2,8.6,23.6,2.62,0.28,2.34,18.02,-,-,55.0,-
1217,基隆市,1998/12/24,基隆,1.3,0.57,35.7,-,59,-,23.49,3.09,20.4,2.265,0.32,1.95,18.21,-,-,55.0,-
1218,基隆市,1998/12/23,基隆,7.3,0.5,27.0,-,31,-,38.63,12.8,25.83,2.236,0.21,2.02,18.59,-,-,33.0,-
1219,基隆市,1998/12/22,基隆,18.6,0.73,12.8,-,23,-,54.8,22.35,32.45,2.454,0.41,2.04,20.94,-,-,31.0,-
1220,基隆市,1998/12/21,基隆,9.7,1.04,11.9,-,23,-,60.23,29.64,30.59,2.657,0.38,2.27,20.14,-,-,24.0,-
1221,基隆市,1998/12/20,基隆,0.6,0.45,29.4,-,18,-,15.96,2.57,13.39,2.092,0.11,1.98,20.13,-,-,33.0,-
1222,基隆市,1998/12/19,基隆,6.2,0.69,17.8,-,41,-,36.8,12.74,24.06,2.266,0.2,2.07,20.74,-,-,41.0,-
1223,基隆市,1998/12/18,基隆,6.8,0.79,22.4,-,36,-,40.14,18.0,22.14,2.791,0.39,2.4,22.57,-,-,36.0,-
1224,基隆市,1998/12/17,基隆,3.1,0.73,26.6,-,46,-,31.89,8.63,23.27,2.543,0.26,2.28,20.0,-,-,46.0,-
1225,基隆市,1998/12/16,基隆,0.7,0.56,32.8,-,69,-,21.0,2.67,18.32,2.4,0.19,2.21,19.12,-,-,60.0,-
1226,基隆市,1998/12/15,基隆,2.1,0.72,32.3,-,118,-,22.1,2.55,19.55,2.446,0.22,2.22,18.22,-,-,84.0,-
1227,基隆市,1998/12/14,基隆,7.4,0.49,30.8,-,32,-,26.92,3.94,22.98,2.242,0.09,2.15,16.71,-,-,37.0,-
1228,基隆市,1998/12/13,基隆,0.4,0.34,36.7,-,19,-,12.5,0.87,11.63,2.147,0.11,2.04,18.5,-,-,37.0,-
1229,基隆市,1998/12/12,基隆,0.3,0.54,36.3,-,51,-,16.8,1.69,15.11,2.167,0.1,2.07,17.86,-,-,50.0,-
1230,基隆市,1998/12/11,基隆,0.2,0.4,35.6,-,28,-,15.66,2.56,13.1,1.954,0.12,1.84,16.06,-,-,35.0,-
1231,基隆市,1998/12/10,基隆,0.1,0.4,34.8,-,44,-,13.6,2.19,11.41,2.142,0.05,2.1,17.07,-,-,44.0,-
1232,基隆市,1998/12/09,基隆,0.2,0.3,35.3,-,52,-,13.48,2.04,11.44,2.117,0.13,1.99,18.52,-,-,51.0,-
1233,基隆市,1998/12/08,基隆,2.8,0.48,35.8,-,70,-,16.46,1.84,14.62,2.145,0.11,2.04,17.38,-,-,60.0,-
1234,基隆市,1998/12/07,基隆,9.6,0.52,25.5,-,67,-,26.91,3.35,23.56,2.208,0.1,2.11,18.91,-,-,58.0,-
1235,基隆市,1998/12/06,基隆,5.3,0.59,24.0,-,65,-,29.93,5.54,24.39,2.332,0.2,2.14,19.19,-,-,58.0,-
1236,基隆市,1998/12/05,基隆,1.7,0.45,34.1,-,34,-,14.02,1.25,12.77,2.113,0.04,2.07,18.9,-,-,34.0,-
1237,基隆市,1998/12/04,基隆,1.7,0.73,25.8,-,22,-,34.72,10.96,23.76,2.373,0.25,2.12,18.23,-,-,32.0,-
1238,基隆市,1998/12/03,基隆,4.8,0.47,28.5,-,25,-,23.21,3.59,19.62,2.042,0.09,1.95,18.19,-,-,34.0,-
1239,基隆市,1998/12/02,基隆,12.9,0.76,18.2,-,64,-,39.98,11.98,28.01,2.451,0.22,2.23,21.55,-,-,57.0,-
