序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1995/01/31,松山,1.7,0.72,19.5,-,18,33,9.48,23.42,-,-,-,10.96,-,-,24.0
2,臺北市,1995/01/31,古亭,1.9,0.75,12.7,-,-,51,17.55,33.52,2.23,0.14,2.09,10.95,-,-,18.0
3,臺北市,1995/01/31,中山,2.5,0.92,9.1,-,23,54,18.47,35.55,2.51,0.27,2.24,11.33,-,-,23.0
4,臺北市,1995/01/31,大同,5.9,3.58,-,-,45,232,180.65,50.96,3.62,1.14,2.48,11.58,-,-,52.0
5,臺北市,1995/01/31,萬華,2.1,0.84,13.2,-,18,35,5.04,30.23,-,-,-,10.99,-,-,21.0
6,臺北市,1995/01/31,陽明,0.7,0.15,45.1,-,11,0,0.02,0.41,-,-,-,4.37,-,100.0,45.0
7,臺北市,1995/01/31,士林,1.2,0.45,23.6,-,20,26,3.35,23.11,-,-,-,11.46,-,-,38.0
8,臺北市,1995/01/30,松山,2.8,0.8,16.5,-,25,38,9.28,29.0,-,-,-,12.24,-,-,25.0
9,臺北市,1995/01/30,古亭,2.4,0.89,14.1,-,-,51,16.44,35.03,1.95,0.2,1.75,12.27,-,-,26.0
10,臺北市,1995/01/30,中山,3.2,1.09,9.8,-,28,57,19.61,37.67,2.48,0.29,2.19,12.46,-,-,28.0
11,臺北市,1995/01/30,大同,6.0,3.94,-,-,54,234,178.94,55.09,3.85,1.36,2.49,12.76,-,-,59.0
12,臺北市,1995/01/30,萬華,3.0,1.01,14.1,-,30,40,5.39,34.58,-,-,-,12.32,-,-,30.0
13,臺北市,1995/01/30,陽明,0.4,0.18,45.9,-,11,0,0.0,0.35,-,-,-,6.04,-,100.0,42.0
14,臺北市,1995/01/30,士林,1.4,0.68,18.3,-,26,39,8.17,31.22,-,-,-,12.45,-,-,34.0
15,臺北市,1995/01/29,松山,6.8,0.94,15.1,-,33,48,15.22,33.18,-,-,-,13.94,-,-,33.0
16,臺北市,1995/01/29,古亭,2.5,0.62,20.2,-,-,39,9.88,28.73,2.05,0.14,1.92,14.14,-,-,24.0
17,臺北市,1995/01/29,中山,3.8,0.87,16.0,-,34,46,14.55,31.85,2.46,0.27,2.19,14.38,-,-,34.0
18,臺北市,1995/01/29,大同,10.0,4.35,-,-,62,249,191.36,57.84,4.25,1.89,2.36,14.95,-,-,57.0
19,臺北市,1995/01/29,萬華,3.7,0.88,19.6,-,29,33,4.65,28.06,-,-,-,14.18,-,-,29.0
20,臺北市,1995/01/29,陽明,0.3,0.1,45.9,-,10,0,0.0,0.47,-,-,-,6.22,-,96.0,41.0
21,臺北市,1995/01/29,士林,1.5,0.31,34.8,-,23,16,1.78,14.62,-,-,-,14.53,-,-,34.0
22,臺北市,1995/01/28,松山,3.9,1.03,10.8,-,23,53,17.82,34.83,-,-,-,12.88,-,-,23.0
23,臺北市,1995/01/28,古亭,2.0,1.16,11.0,-,-,65,26.44,38.17,2.01,0.26,1.75,13.04,-,-,19.0
24,臺北市,1995/01/28,中山,2.9,1.26,8.8,-,24,65,27.96,37.1,2.44,0.42,2.03,13.49,-,-,24.0
25,臺北市,1995/01/28,大同,10.3,6.27,-,-,76,327,266.9,60.32,5.27,2.87,2.41,14.15,-,-,93.0
26,臺北市,1995/01/28,萬華,2.9,1.26,11.1,-,20,47,11.24,35.76,-,-,-,13.37,-,-,20.0
27,臺北市,1995/01/28,陽明,1.0,0.07,41.8,-,11,0,0.01,0.14,-,-,-,6.7,-,100.0,36.0
28,臺北市,1995/01/28,士林,1.1,0.1,24.9,-,15,29,7.02,21.69,-,-,-,13.95,-,-,28.0
29,臺北市,1995/01/27,松山,6.6,1.0,11.9,-,23,53,18.6,34.66,-,-,-,13.33,-,-,24.0
30,臺北市,1995/01/27,古亭,6.1,1.0,12.8,-,-,57,21.19,36.28,1.92,0.23,1.69,13.24,-,-,22.0
31,臺北市,1995/01/27,中山,3.0,1.38,10.3,-,17,63,27.04,36.17,2.38,0.4,1.97,13.58,-,-,21.0
32,臺北市,1995/01/27,大同,7.5,5.75,-,-,42,281,221.68,59.3,4.98,2.62,2.37,14.09,-,-,88.0
33,臺北市,1995/01/27,萬華,5.0,1.08,12.8,-,12,44,11.07,33.27,-,-,-,13.53,-,-,23.0
34,臺北市,1995/01/27,陽明,0.3,0.05,43.3,-,11,0,0.01,0.3,-,-,-,7.64,-,100.0,39.0
35,臺北市,1995/01/27,士林,0.7,0.31,21.5,-,16,30,4.87,25.11,-,-,-,14.0,-,-,30.0
36,臺北市,1995/01/26,松山,7.7,1.51,9.3,-,37,82,42.74,39.34,-,-,-,16.41,-,-,37.0
37,臺北市,1995/01/26,古亭,12.3,1.92,8.7,-,-,-,-,-,2.73,0.75,1.99,16.77,-,-,35.0
38,臺北市,1995/01/26,中山,8.7,1.77,8.2,-,38,90,47.84,42.26,2.83,0.71,2.13,16.99,-,-,38.0
39,臺北市,1995/01/26,大同,11.8,5.48,-,-,69,275,215.09,60.4,5.12,2.61,2.51,17.31,-,-,79.0
40,臺北市,1995/01/26,萬華,11.7,1.66,8.1,-,43,75,32.15,42.55,-,-,-,16.64,-,-,43.0
41,臺北市,1995/01/26,陽明,3.0,0.35,40.5,-,11,4,0.02,3.48,-,-,-,11.02,-,100.0,39.0
42,臺北市,1995/01/26,士林,4.7,0.51,20.7,-,25,38,10.38,27.87,-,-,-,17.33,-,-,31.0
43,臺北市,1995/01/25,松山,8.2,1.06,9.1,-,27,58,21.85,36.1,-,-,-,14.74,-,-,27.0
44,臺北市,1995/01/25,古亭,5.4,0.84,13.6,-,-,51,17.13,34.28,1.93,0.22,1.71,15.14,-,-,21.0
45,臺北市,1995/01/25,中山,6.1,1.16,11.9,-,28,62,26.87,34.63,2.4,0.38,2.01,15.5,-,-,28.0
46,臺北市,1995/01/25,大同,11.0,4.63,-,-,59,246,190.84,54.66,4.75,2.49,2.26,16.09,-,-,74.0
47,臺北市,1995/01/25,萬華,6.4,0.97,13.9,-,20,40,8.92,31.21,-,-,-,15.36,-,-,23.0
48,臺北市,1995/01/25,陽明,1.4,0.21,40.8,-,10,2,0.01,1.63,-,-,-,9.15,-,100.0,36.0
49,臺北市,1995/01/25,士林,3.1,0.54,27.2,-,18,21,2.97,17.85,-,-,-,16.3,-,-,30.0
50,臺北市,1995/01/24,松山,7.6,1.07,8.3,-,31,59,23.3,35.89,-,-,-,13.88,-,-,31.0
51,臺北市,1995/01/24,古亭,4.2,0.8,14.4,-,-,47,16.11,31.06,1.63,0.17,1.46,14.21,-,-,23.0
52,臺北市,1995/01/24,中山,7.0,1.32,9.5,-,28,64,28.45,35.44,2.38,0.38,2.0,14.48,-,-,28.0
53,臺北市,1995/01/24,大同,12.5,4.71,-,-,58,242,190.93,50.92,4.58,2.29,2.3,15.09,-,-,68.0
54,臺北市,1995/01/24,萬華,6.6,1.03,12.6,-,22,40,9.47,30.37,-,-,-,14.39,-,-,22.0
55,臺北市,1995/01/24,陽明,0.3,0.28,39.4,-,11,1,0.01,0.87,-,-,-,7.72,-,100.0,34.0
56,臺北市,1995/01/24,士林,1.2,0.57,24.6,-,17,22,3.41,18.79,-,-,-,14.89,-,-,28.0
57,臺北市,1995/01/23,松山,1.8,0.75,19.5,-,33,28,5.64,22.12,-,-,-,15.94,-,-,33.0
58,臺北市,1995/01/23,古亭,2.3,1.13,13.8,-,-,43,11.95,30.88,1.95,0.27,1.69,16.4,-,-,16.0
59,臺北市,1995/01/23,中山,2.6,1.07,15.3,-,38,39,10.6,28.67,2.2,0.22,1.98,16.65,-,-,38.0
60,臺北市,1995/01/23,大同,7.7,3.79,-,-,62,179,133.07,45.7,4.15,1.96,2.18,17.05,-,-,56.0
61,臺北市,1995/01/23,萬華,2.4,1.25,13.8,-,33,35,6.24,28.64,-,-,-,16.52,-,-,33.0
62,臺北市,1995/01/23,陽明,0.4,0.4,37.9,-,13,2,0.03,2.28,-,-,-,9.2,-,99.0,34.0
63,臺北市,1995/01/23,士林,1.4,0.73,22.6,-,40,24,3.8,20.26,-,-,-,16.41,-,-,40.0
64,臺北市,1995/01/22,松山,16.5,2.2,31.4,-,126,111,40.37,70.51,-,-,-,21.68,-,-,99.0
65,臺北市,1995/01/22,古亭,15.3,1.89,27.5,-,-,72,22.03,49.7,2.82,0.61,2.21,21.82,-,-,82.0
66,臺北市,1995/01/22,中山,14.6,2.13,22.0,-,118,78,19.99,58.43,3.03,0.76,2.26,21.39,-,-,84.0
67,臺北市,1995/01/22,大同,16.7,4.12,-,-,141,196,123.3,73.08,4.53,2.02,2.52,21.94,-,-,95.0
68,臺北市,1995/01/22,萬華,15.0,1.73,28.0,-,117,66,17.44,48.62,-,-,-,21.81,-,-,83.0
69,臺北市,1995/01/22,陽明,4.7,0.32,55.1,-,17,6,0.13,5.38,-,-,-,17.81,-,76.0,61.0
70,臺北市,1995/01/22,士林,8.3,1.99,21.9,-,142,99,44.3,54.6,-,-,-,20.77,-,-,96.0
71,臺北市,1995/01/21,松山,12.2,1.89,15.6,-,85,101,51.56,49.65,-,-,-,20.41,-,-,67.0
72,臺北市,1995/01/21,古亭,12.6,3.22,21.8,-,-,95,30.85,63.9,3.92,1.31,2.61,20.56,-,-,104.0
73,臺北市,1995/01/21,中山,14.9,2.96,12.2,-,96,105,49.66,55.2,3.79,1.17,2.62,20.02,-,-,73.0
74,臺北市,1995/01/21,大同,15.0,3.9,-,-,114,181,119.34,62.1,5.01,2.12,2.89,20.05,-,-,80.0
75,臺北市,1995/01/21,萬華,15.3,2.62,20.3,-,102,113,55.26,57.68,-,-,-,20.14,-,-,99.0
76,臺北市,1995/01/21,陽明,2.0,0.4,50.5,-,18,6,0.1,5.9,-,-,-,16.51,-,81.0,77.0
77,臺北市,1995/01/21,士林,10.2,1.68,12.8,-,86,89,46.74,42.34,-,-,-,19.19,-,-,68.0
78,臺北市,1995/01/20,松山,7.9,1.31,8.3,-,70,63,25.88,36.69,-,-,-,18.28,-,-,60.0
79,臺北市,1995/01/20,古亭,8.5,1.34,9.3,-,-,67,30.5,36.22,2.44,0.43,2.01,18.32,-,-,18.0
80,臺北市,1995/01/20,中山,13.5,1.79,8.7,-,84,79,50.68,38.96,3.0,0.64,2.36,18.54,-,-,67.0
81,臺北市,1995/01/20,大同,20.6,5.88,-,-,124,291,229.87,61.16,5.57,2.98,2.6,19.1,-,-,87.0
82,臺北市,1995/01/20,萬華,12.6,1.5,7.6,-,69,61,22.63,38.81,-,-,-,18.36,-,-,60.0
83,臺北市,1995/01/20,陽明,2.0,0.33,40.0,-,12,3,0.1,3.29,-,-,-,12.55,-,94.0,40.0
84,臺北市,1995/01/20,士林,9.9,1.53,15.0,-,86,77,37.23,39.47,-,-,-,18.21,-,-,68.0
85,臺北市,1995/01/19,松山,10.7,2.58,11.4,-,136,102,57.15,44.77,-,-,-,17.45,-,-,93.0
86,臺北市,1995/01/19,古亭,6.7,1.98,20.8,-,-,89,39.07,50.35,3.62,0.74,2.88,17.97,-,-,78.0
87,臺北市,1995/01/19,中山,10.5,2.77,21.3,-,124,-,-,-,4.13,1.18,2.95,17.81,-,-,87.0
88,臺北市,1995/01/19,大同,12.8,5.27,-,-,145,257,181.14,75.83,5.83,2.92,2.9,18.1,-,-,97.0
89,臺北市,1995/01/19,萬華,7.3,1.79,22.0,-,107,70,24.29,46.07,-,-,-,17.92,-,-,98.0
