序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
34,臺北市,2014/04/26,陽明,1.1,0.23,390.94,41.5,8,6,3.54,0.54,3.03,-,19.95,98.88
35,臺北市,2014/04/26,士林,2.0,0.43,-,30.5,15,9,17.49,2.52,14.97,1.82,25.28,80.6
36,臺北市,2014/04/25,松山,4.8,0.89,447.65,11.1,41,29,44.68,15.3,29.38,1.44,22.71,87.08
37,臺北市,2014/04/25,古亭,3.9,0.93,-,12.0,45,24,44.83,11.73,33.1,1.57,23.38,90.25
38,臺北市,2014/04/25,中山,2.8,1.16,-,8.5,64,23,61.87,24.34,37.53,1.41,23.72,86.37
39,臺北市,2014/04/25,大同,4.2,1.75,-,-,59,18,90.08,49.59,40.49,-,-,-
40,臺北市,2014/04/25,萬華,4.8,0.94,-,9.7,42,27,51.07,14.16,36.92,1.59,23.6,85.88
41,臺北市,2014/04/25,陽明,1.2,0.23,397.3,37.9,7,5,2.74,1.38,1.33,-,19.09,98.84
42,臺北市,2014/04/25,士林,1.8,0.63,-,21.5,30,18,26.42,5.13,21.29,1.34,23.54,83.21
43,臺北市,2014/04/24,松山,1.6,0.64,429.34,36.6,32,19,25.56,3.77,21.79,1.46,21.4,86.34
44,臺北市,2014/04/24,古亭,1.9,0.78,-,29.4,45,19,34.71,5.47,29.23,1.49,22.02,89.72
45,臺北市,2014/04/24,中山,1.9,0.91,-,28.0,50,18,47.24,13.16,34.08,1.26,22.29,87.59
46,臺北市,2014/04/24,大同,2.6,1.5,-,-,49,15,69.37,30.07,39.29,-,-,-
47,臺北市,2014/04/24,萬華,1.7,0.88,-,30.5,28,20,39.73,6.91,32.82,0.95,22.05,87.03
48,臺北市,2014/04/24,陽明,1.4,0.29,403.24,52.1,9,8,3.15,0.66,2.45,-,17.95,99.0
49,臺北市,2014/04/24,士林,1.5,0.53,-,42.7,21,14,19.21,1.82,17.4,1.17,21.96,85.2
50,臺北市,2014/04/23,松山,2.0,0.47,423.44,42.0,55,28,20.89,2.62,18.27,2.35,20.12,75.93
51,臺北市,2014/04/23,古亭,2.2,0.46,-,41.1,61,22,19.98,2.74,17.24,3.13,20.39,78.33
52,臺北市,2014/04/23,中山,2.5,0.58,-,40.2,78,27,29.55,4.72,24.83,2.5,20.96,76.89
53,臺北市,2014/04/23,大同,3.4,1.07,-,-,72,21,57.59,21.94,35.65,-,-,-
54,臺北市,2014/04/23,萬華,2.8,0.46,-,41.8,54,27,27.37,3.46,23.9,3.58,20.61,76.13
55,臺北市,2014/04/23,陽明,1.1,0.25,406.52,63.1,13,9,2.61,0.85,1.76,-,14.27,99.0
56,臺北市,2014/04/23,士林,2.2,0.34,-,57.0,44,22,10.09,1.49,8.58,2.71,20.91,72.9
57,臺北市,2014/04/22,松山,1.9,0.62,434.02,22.9,37,19,29.19,7.95,21.25,1.74,21.47,83.47
58,臺北市,2014/04/22,古亭,1.7,0.68,-,19.6,47,13,34.71,11.67,23.05,1.97,21.68,87.27
59,臺北市,2014/04/22,中山,3.9,0.87,-,17.9,55,18,44.56,12.67,31.89,1.75,22.44,83.23
60,臺北市,2014/04/22,大同,3.0,1.72,-,-,60,15,75.32,37.51,37.8,-,-,-
61,臺北市,2014/04/22,萬華,2.8,0.7,-,21.2,31,18,34.5,6.76,27.73,2.06,22.1,83.18
62,臺北市,2014/04/22,陽明,1.3,0.24,412.16,48.8,13,10,4.01,1.04,2.98,-,16.71,98.93
63,臺北市,2014/04/22,士林,2.5,0.54,-,24.9,40,17,27.15,3.19,23.96,1.47,22.15,82.73
64,臺北市,2014/04/21,松山,4.7,0.4,420.63,39.0,37,20,-,-,-,2.65,21.95,79.96
65,臺北市,2014/04/21,古亭,3.1,0.49,-,30.6,45,16,23.21,3.98,19.23,2.7,22.67,81.7
66,臺北市,2014/04/21,中山,4.4,0.53,-,34.6,50,19,24.85,5.07,19.78,2.58,23.25,79.03
67,臺北市,2014/04/21,大同,6.1,1.71,-,-,56,16,78.34,42.8,35.55,-,-,-
68,臺北市,2014/04/21,萬華,4.0,0.47,-,34.8,37,21,24.98,3.85,21.14,3.06,22.76,79.63
69,臺北市,2014/04/21,陽明,1.9,0.23,398.15,43.4,11,9,2.56,0.89,1.69,-,18.85,97.42
70,臺北市,2014/04/21,士林,3.5,0.36,-,38.7,28,16,14.47,1.34,13.11,1.9,23.96,74.53
71,臺北市,2014/04/20,松山,2.4,0.48,430.84,26.3,37,23,18.95,3.79,15.16,2.06,22.56,81.15
72,臺北市,2014/04/20,古亭,2.6,0.51,-,20.9,42,18,22.51,4.54,17.97,2.21,22.95,84.38
73,臺北市,2014/04/20,中山,2.6,0.62,-,21.5,61,21,31.44,7.78,23.66,2.06,23.61,81.47
74,臺北市,2014/04/20,大同,3.6,1.19,-,-,61,16,64.02,29.89,34.13,-,-,-
75,臺北市,2014/04/20,萬華,2.6,0.56,-,21.5,33,21,29.29,6.14,23.15,2.3,23.28,81.67
76,臺北市,2014/04/20,陽明,0.9,0.22,390.97,39.9,12,9,3.81,0.94,2.86,-,17.78,98.98
77,臺北市,2014/04/20,士林,1.8,0.44,-,25.2,32,19,19.87,2.89,16.99,1.54,23.51,79.89
78,臺北市,2014/04/19,松山,5.2,0.69,440.52,28.2,74,44,33.22,4.13,29.07,1.29,25.61,73.2
79,臺北市,2014/04/19,古亭,4.2,0.68,-,25.1,70,33,28.81,4.52,24.3,1.61,25.95,76.01
80,臺北市,2014/04/19,中山,3.2,0.81,-,25.9,96,36,39.43,8.57,30.86,1.57,26.42,73.52
81,臺北市,2014/04/19,大同,5.0,1.2,-,-,91,33,51.86,19.91,31.94,-,-,-
82,臺北市,2014/04/19,萬華,4.3,0.75,-,26.1,65,39,32.83,5.06,27.77,1.26,26.18,73.72
83,臺北市,2014/04/19,陽明,2.3,0.25,399.49,40.1,29,23,7.45,1.96,5.49,-,19.77,97.04
84,臺北市,2014/04/19,士林,3.2,0.48,-,33.6,63,38,21.4,2.38,19.01,1.61,25.91,73.69
85,臺北市,2014/04/18,松山,5.0,0.67,445.18,27.6,48,24,35.03,6.01,29.02,1.41,25.7,68.48
86,臺北市,2014/04/18,古亭,2.5,0.65,-,25.3,51,23,28.43,6.33,22.1,1.69,25.37,74.51
87,臺北市,2014/04/18,中山,2.7,0.74,-,27.2,70,22,34.71,6.48,28.23,1.74,26.36,69.8
88,臺北市,2014/04/18,大同,3.9,1.8,-,-,69,22,73.29,39.61,33.68,-,-,-
89,臺北市,2014/04/18,萬華,2.4,0.68,-,29.6,44,25,29.34,4.84,24.51,1.42,25.97,71.07
90,臺北市,2014/04/18,陽明,3.1,0.25,405.42,48.9,25,19,6.63,1.69,4.94,-,19.61,95.58
91,臺北市,2014/04/18,士林,3.8,0.56,-,31.9,54,24,25.48,3.71,21.77,1.57,25.94,70.62
92,臺北市,2014/04/17,松山,4.9,0.74,444.52,33.8,40,25,34.67,4.72,29.94,1.31,25.11,66.92
93,臺北市,2014/04/17,古亭,3.3,0.67,-,29.6,59,24,30.57,5.92,24.65,1.71,25.17,70.93
94,臺北市,2014/04/17,中山,4.3,0.89,-,25.7,75,25,46.67,11.95,34.72,1.58,26.15,67.42
95,臺北市,2014/04/17,大同,5.3,1.8,-,-,71,22,82.41,41.41,41.0,-,-,-
96,臺北市,2014/04/17,萬華,4.1,0.73,-,29.8,50,26,34.34,5.49,28.85,1.36,25.62,69.1
97,臺北市,2014/04/17,陽明,2.3,0.28,409.93,54.4,28,23,5.75,0.73,5.0,-,19.46,91.8
98,臺北市,2014/04/17,士林,4.1,0.61,-,34.5,39,28,27.39,4.37,23.02,1.83,25.18,69.62
99,臺北市,2014/04/16,松山,3.5,0.63,434.08,40.7,47,25,30.5,4.54,25.96,1.33,24.66,60.55
100,臺北市,2014/04/16,古亭,2.9,0.64,-,34.0,64,25,30.17,6.31,23.86,1.74,24.68,65.01
101,臺北市,2014/04/16,中山,3.6,0.86,-,37.6,87,30,43.17,8.88,34.29,1.59,25.44,61.99
102,臺北市,2014/04/16,大同,4.6,1.6,-,-,83,27,67.87,26.11,41.77,-,-,-
103,臺北市,2014/04/16,萬華,4.0,0.78,-,40.0,66,35,33.42,3.77,29.65,1.18,24.97,63.2
104,臺北市,2014/04/16,陽明,2.4,0.33,415.96,56.4,35,28,8.24,1.85,6.4,-,18.65,90.23
105,臺北市,2014/04/16,士林,3.4,0.54,-,47.3,77,35,25.57,3.02,22.55,1.55,24.47,66.36
106,臺北市,2014/04/15,松山,2.2,0.38,418.51,48.2,42,20,17.21,1.96,15.23,2.62,22.09,59.44
107,臺北市,2014/04/15,古亭,1.5,0.38,-,45.9,50,17,15.31,2.53,12.78,3.42,22.63,60.55
108,臺北市,2014/04/15,中山,1.7,0.52,-,41.4,75,21,26.59,5.19,21.4,2.91,23.06,61.04
109,臺北市,2014/04/15,大同,2.6,1.03,-,-,66,17,59.49,26.1,33.39,-,-,-
110,臺北市,2014/04/15,萬華,2.1,0.45,-,42.2,46,23,25.44,3.84,21.6,3.12,22.73,59.63
111,臺北市,2014/04/15,陽明,1.3,0.21,393.87,60.5,25,16,2.79,0.63,2.14,-,14.61,96.63
112,臺北市,2014/04/15,士林,1.6,0.28,-,56.3,54,21,10.62,1.84,8.77,2.96,22.55,61.09
113,臺北市,2014/04/14,松山,1.6,0.36,417.81,56.2,39,19,12.63,0.97,11.65,2.81,19.59,67.56
114,臺北市,2014/04/14,古亭,1.3,0.38,-,45.9,46,18,18.07,2.86,15.21,3.15,19.96,70.1
115,臺北市,2014/04/14,中山,0.9,0.53,-,45.7,60,18,24.96,3.89,21.08,2.36,20.59,68.69
116,臺北市,2014/04/14,大同,1.8,0.96,-,-,55,14,53.63,21.34,32.29,-,-,-
117,臺北市,2014/04/14,萬華,1.6,0.4,-,48.7,39,21,20.63,2.48,18.16,3.17,20.06,68.0
118,臺北市,2014/04/14,陽明,1.1,0.22,387.44,61.9,15,12,-,-,-,-,12.57,98.99
119,臺北市,2014/04/14,士林,1.2,0.29,-,59.0,39,20,12.41,2.66,9.75,2.85,20.05,67.16
120,臺北市,2014/04/13,松山,3.3,0.5,433.75,36.6,48,26,19.91,3.39,16.52,2.18,24.86,68.86
121,臺北市,2014/04/13,古亭,2.4,0.46,-,30.5,54,23,17.33,3.07,14.27,2.66,24.9,72.86
122,臺北市,2014/04/13,中山,2.3,0.58,-,28.8,66,22,25.37,5.03,20.34,2.29,25.69,69.8
123,臺北市,2014/04/13,大同,3.6,1.26,-,-,65,22,52.67,24.34,28.34,-,-,-
124,臺北市,2014/04/13,萬華,2.3,0.51,-,32.2,41,26,19.54,3.07,16.47,2.4,25.17,70.93
125,臺北市,2014/04/13,陽明,2.3,0.25,395.55,52.4,25,22,7.33,2.87,4.47,-,19.17,92.56
126,臺北市,2014/04/13,士林,3.5,0.48,-,33.5,42,29,19.77,4.42,15.35,2.37,25.17,70.8
127,臺北市,2014/04/12,松山,4.3,0.69,443.19,43.1,49,34,29.33,3.13,26.2,1.42,25.42,62.39
128,臺北市,2014/04/12,古亭,3.3,0.6,-,36.2,55,26,25.61,3.02,22.59,1.69,25.41,66.49
129,臺北市,2014/04/12,中山,6.5,0.89,-,31.2,80,34,48.72,11.18,37.54,1.53,26.26,64.42
130,臺北市,2014/04/12,大同,6.8,1.45,-,-,81,32,66.94,22.88,44.06,-,-,-
131,臺北市,2014/04/12,萬華,5.9,0.79,-,35.5,58,37,35.9,5.24,30.66,1.19,25.82,65.39
132,臺北市,2014/04/12,陽明,2.7,0.29,400.2,64.5,27,23,6.14,1.58,4.57,-,20.82,73.86
133,臺北市,2014/04/12,士林,4.2,0.6,-,40.5,55,36,24.41,2.61,21.81,1.76,25.15,68.31
134,臺北市,2014/04/11,松山,-,-,-,-,33,17,-,-,-,-,-,-
135,臺北市,2014/04/11,古亭,2.0,0.6,-,45.5,46,18,25.98,4.36,21.62,1.67,24.96,64.98
136,臺北市,2014/04/11,中山,3.3,0.74,-,46.2,64,19,38.53,6.0,32.54,1.51,25.56,62.48
137,臺北市,2014/04/11,大同,4.1,1.75,-,-,61,19,77.8,35.06,42.73,-,-,-
138,臺北市,2014/04/11,萬華,2.7,0.74,-,49.6,40,23,33.26,3.37,29.88,1.45,25.26,62.43
139,臺北市,2014/04/11,陽明,2.9,0.31,403.87,68.8,29,22,7.73,1.38,6.35,-,18.75,86.52
140,臺北市,2014/04/11,士林,2.0,0.5,-,56.7,55,21,21.63,2.91,18.73,1.78,24.94,64.69
141,臺北市,2014/04/10,松山,3.4,0.42,420.63,44.4,33,16,18.8,1.61,17.16,2.99,22.23,70.33
142,臺北市,2014/04/10,古亭,2.8,0.42,-,39.5,42,15,20.45,3.17,17.28,3.53,22.92,71.66
143,臺北市,2014/04/10,中山,3.8,0.59,-,39.0,52,17,29.15,5.38,23.77,2.51,23.49,68.98
144,臺北市,2014/04/10,大同,4.0,0.9,-,-,49,11,51.46,19.06,32.4,-,-,-
145,臺北市,2014/04/10,萬華,3.0,0.46,-,40.3,37,17,27.41,4.48,22.93,3.54,23.01,69.43
146,臺北市,2014/04/10,陽明,1.6,0.23,401.08,61.3,18,15,2.35,0.45,1.82,-,16.27,90.77
147,臺北市,2014/04/10,士林,2.5,0.31,-,54.7,32,16,11.81,2.73,9.08,2.81,23.22,64.43
148,臺北市,2014/04/09,松山,2.6,0.55,433.87,24.1,39,23,28.49,3.58,24.91,1.9,21.1,81.63
149,臺北市,2014/04/09,古亭,1.8,0.64,-,20.9,48,17,30.62,6.3,24.33,1.99,21.75,83.05
150,臺北市,2014/04/09,中山,0.9,0.85,-,19.3,59,21,41.98,11.21,30.77,1.74,22.34,80.69
151,臺北市,2014/04/09,大同,2.8,1.56,-,-,60,17,74.81,35.3,39.51,-,-,-
152,臺北市,2014/04/09,萬華,3.2,0.74,-,20.6,41,27,38.24,8.24,30.0,2.09,22.0,80.65
153,臺北市,2014/04/09,陽明,1.5,0.28,406.29,45.6,14,13,4.51,1.5,3.02,-,16.59,98.31
154,臺北市,2014/04/09,士林,2.3,0.51,-,31.1,32,23,23.09,4.35,18.74,1.92,22.15,78.0
155,臺北市,2014/04/08,松山,4.0,0.73,443.76,22.1,53,33,39.36,9.01,30.35,1.57,21.12,81.98
156,臺北市,2014/04/08,古亭,4.2,0.85,-,17.7,63,34,44.37,11.29,33.08,1.56,21.84,85.0
157,臺北市,2014/04/08,中山,3.9,0.99,-,20.4,74,31,52.31,14.88,37.43,1.62,22.41,81.8
158,臺北市,2014/04/08,大同,4.8,1.91,-,-,76,32,94.39,49.26,45.13,-,-,-
159,臺北市,2014/04/08,萬華,4.4,0.93,-,17.3,60,39,50.1,11.86,38.25,1.55,22.22,80.69
160,臺北市,2014/04/08,陽明,2.5,0.24,404.29,53.0,13,11,3.36,1.15,2.21,-,17.64,94.8
161,臺北市,2014/04/08,士林,2.7,0.68,-,27.8,41,25,27.91,5.46,22.45,1.53,22.43,78.78
162,臺北市,2014/04/07,松山,1.4,1.01,445.47,26.1,45,21,58.9,14.54,44.35,1.03,19.34,84.5
163,臺北市,2014/04/07,古亭,2.1,1.1,-,24.1,54,25,56.48,16.51,39.97,1.21,19.4,90.81
164,臺北市,2014/04/07,中山,2.6,1.11,-,26.0,66,26,64.29,21.65,42.63,1.26,20.15,85.84
165,臺北市,2014/04/07,大同,3.3,1.65,-,-,62,23,83.62,36.95,46.66,-,-,-
166,臺北市,2014/04/07,萬華,1.9,1.02,-,27.4,46,31,52.01,10.03,41.98,1.21,19.76,85.39
167,臺北市,2014/04/07,陽明,0.8,0.26,410.91,62.8,9,7,4.31,1.03,3.28,-,14.38,99.0
168,臺北市,2014/04/07,士林,1.9,0.59,-,41.9,30,22,25.26,2.53,22.73,1.29,19.75,82.62
169,臺北市,2014/04/06,松山,1.7,0.38,422.5,53.9,61,29,16.8,1.04,15.76,3.03,19.92,67.12
170,臺北市,2014/04/06,古亭,2.3,0.37,-,50.1,67,28,14.56,1.7,12.86,3.46,20.39,69.41
171,臺北市,2014/04/06,中山,2.4,0.43,-,52.9,89,27,20.05,2.86,17.19,2.82,21.07,67.38
172,臺北市,2014/04/06,大同,2.9,0.68,-,-,85,22,40.19,10.96,29.24,-,-,-
173,臺北市,2014/04/06,萬華,2.6,0.38,-,52.4,64,30,20.46,1.96,18.5,4.01,20.58,67.02
174,臺北市,2014/04/06,陽明,2.7,0.24,409.1,70.0,29,20,2.86,0.58,2.25,-,13.09,95.71
175,臺北市,2014/04/06,士林,3.8,0.3,-,67.7,68,31,6.82,0.96,5.86,3.2,20.79,64.78
176,臺北市,2014/04/05,松山,2.6,0.44,422.44,51.0,60,28,17.61,1.48,16.13,1.82,20.9,56.87
177,臺北市,2014/04/05,古亭,2.4,0.47,-,47.8,67,27,18.45,2.32,16.14,2.04,21.58,57.56
178,臺北市,2014/04/05,中山,4.2,0.54,-,48.5,78,27,24.4,3.22,21.18,1.9,22.35,55.06
179,臺北市,2014/04/05,大同,3.7,1.1,-,-,77,24,61.66,23.99,37.68,-,-,-
180,臺北市,2014/04/05,萬華,3.7,0.5,-,49.4,67,31,23.52,2.2,21.32,1.91,22.06,53.73
181,臺北市,2014/04/05,陽明,2.7,0.26,408.34,67.1,40,32,4.41,1.21,3.2,-,15.8,69.45
182,臺北市,2014/04/05,士林,3.9,0.35,-,62.8,62,28,8.52,1.64,6.88,2.23,22.01,54.16
183,臺北市,2014/04/04,松山,3.1,0.41,421.65,51.1,65,29,18.28,1.39,16.89,2.33,18.14,63.06
184,臺北市,2014/04/04,古亭,2.7,0.41,-,46.5,65,28,17.31,1.76,15.55,2.85,18.55,66.35
185,臺北市,2014/04/04,中山,2.9,0.51,-,46.2,85,25,24.72,3.33,21.39,2.23,19.15,63.97
186,臺北市,2014/04/04,大同,3.7,0.84,-,-,75,21,49.07,15.54,33.53,-,-,-
187,臺北市,2014/04/04,萬華,3.1,0.41,-,47.7,62,30,23.16,2.55,20.61,3.03,18.8,61.82
188,臺北市,2014/04/04,陽明,2.3,0.25,409.94,66.2,40,29,4.19,1.06,3.12,-,11.65,88.18
189,臺北市,2014/04/04,士林,2.1,0.29,-,60.9,61,29,10.45,2.18,8.27,2.71,18.76,60.3
190,臺北市,2014/04/03,松山,2.7,0.67,434.1,16.9,44,27,37.52,5.97,31.56,1.31,18.64,83.99
191,臺北市,2014/04/03,古亭,3.1,0.71,-,15.4,59,24,37.0,7.73,29.26,1.64,18.86,88.12
192,臺北市,2014/04/03,中山,3.8,0.89,-,10.8,68,26,47.7,12.07,35.63,1.41,19.56,84.94
193,臺北市,2014/04/03,大同,5.0,2.14,-,-,68,24,102.54,62.79,39.75,-,-,-
194,臺北市,2014/04/03,萬華,3.6,0.84,-,11.5,48,30,43.86,8.64,35.23,1.39,19.33,83.19
195,臺北市,2014/04/03,陽明,1.4,0.32,417.29,46.7,13,9,4.9,1.43,3.46,-,13.95,98.13
196,臺北市,2014/04/03,士林,2.6,0.63,-,17.8,51,27,35.04,7.19,27.85,1.53,19.17,82.16
197,臺北市,2014/04/02,松山,1.9,0.47,425.97,28.4,35,18,25.42,3.14,22.26,1.67,18.5,80.15
198,臺北市,2014/04/02,古亭,2.1,0.55,-,24.0,47,19,28.64,5.49,23.15,1.74,18.97,82.32
199,臺北市,2014/04/02,中山,1.6,0.72,-,20.6,57,23,38.46,8.97,29.49,1.55,19.49,81.04
200,臺北市,2014/04/02,大同,3.3,1.46,-,-,57,19,79.97,40.04,39.94,-,-,-
201,臺北市,2014/04/02,萬華,2.5,0.61,-,22.1,39,22,33.76,4.41,29.35,1.7,19.25,79.19
202,臺北市,2014/04/02,陽明,1.8,0.32,414.59,46.2,14,12,5.1,1.04,4.04,-,13.74,98.99
203,臺北市,2014/04/02,士林,1.9,0.52,-,27.9,46,23,22.79,3.92,18.87,1.32,19.15,78.47
204,臺北市,2014/04/01,松山,0.6,0.57,424.4,37.9,24,12,25.94,3.05,22.89,1.9,18.24,80.73
205,臺北市,2014/04/01,古亭,1.8,0.63,-,32.6,37,14,25.58,3.49,22.08,1.76,17.94,90.42
206,臺北市,2014/04/01,中山,1.8,0.84,-,30.4,48,16,39.58,10.34,29.24,1.69,18.74,85.2
207,臺北市,2014/04/01,大同,2.1,1.37,-,-,45,12,52.9,24.18,28.72,-,-,-
208,臺北市,2014/04/01,萬華,1.4,0.63,-,36.9,28,15,25.41,2.55,22.86,1.8,18.15,85.31
209,臺北市,2014/04/01,陽明,1.2,0.26,412.07,59.1,5,2,3.56,1.9,1.66,-,12.62,99.0
210,臺北市,2014/04/01,士林,1.2,0.4,-,47.9,29,13,14.89,0.99,13.91,2.33,18.33,80.97
211,新北市,2014/04/30,板橋,2.0,0.62,-,31.5,48,25,30.08,3.86,26.22,2.01,22.13,76.51
212,新北市,2014/04/30,三重,5.0,1.78,-,-,67,24,105.46,59.61,45.85,-,22.2,72.39
213,新北市,2014/04/30,菜寮,2.0,0.53,-,37.7,42,25,22.05,2.11,19.94,2.34,21.95,72.19
214,新北市,2014/04/30,永和,-,0.73,-,34.5,40,24,31.55,8.21,23.34,2.18,21.67,80.06
215,新北市,2014/04/30,新莊,2.4,0.58,-,37.8,43,24,24.2,3.55,20.65,2.85,21.74,73.82
216,新北市,2014/04/30,新店,1.5,0.43,-,38.7,40,22,40.09,3.73,36.36,1.73,22.97,73.91
217,新北市,2014/04/30,淡水,2.3,0.29,-,43.8,39,19,7.08,0.87,6.2,-,-,-
218,新北市,2014/04/30,汐止,2.4,0.35,-,38.0,43,26,22.44,2.43,20.01,1.39,21.53,81.66
219,新北市,2014/04/30,土城,2.3,0.55,-,35.1,47,26,23.57,1.83,21.74,1.26,21.76,74.57
220,新北市,2014/04/30,林口,3.6,0.4,-,40.9,45,28,20.08,1.99,18.08,2.21,20.1,82.25
221,新北市,2014/04/30,萬里,4.0,0.26,-,42.8,49,21,11.78,1.29,10.5,1.91,20.64,80.69
222,新北市,2014/04/29,板橋,2.0,0.5,-,48.0,62,32,21.16,2.22,18.94,3.0,22.21,64.7
223,新北市,2014/04/29,三重,5.4,1.49,-,-,85,35,89.37,45.23,44.14,-,22.48,60.84
224,新北市,2014/04/29,菜寮,4.1,0.45,-,51.7,55,32,16.01,1.91,14.1,3.32,22.03,61.23
225,新北市,2014/04/29,永和,1.6,0.57,-,51.0,54,30,20.53,4.29,16.24,3.0,21.97,67.67
226,新北市,2014/04/29,新莊,3.3,0.43,-,52.2,55,31,16.19,1.41,14.77,5.12,21.95,62.32
227,新北市,2014/04/29,新店,2.3,0.43,-,50.3,56,33,14.56,1.27,13.28,2.34,23.05,62.03
228,新北市,2014/04/29,淡水,2.0,0.32,-,49.2,51,29,7.72,0.85,6.85,-,-,-
229,新北市,2014/04/29,汐止,3.5,0.35,-,54.0,52,33,15.28,2.18,13.11,2.29,21.72,69.14
230,新北市,2014/04/29,土城,2.6,0.46,-,53.1,62,35,14.66,1.13,13.53,1.95,22.1,61.51
231,新北市,2014/04/29,林口,4.1,0.35,-,56.3,58,35,11.98,1.44,10.53,3.67,20.26,70.29
232,新北市,2014/04/29,萬里,2.7,0.25,-,67.0,68,30,5.21,1.05,4.15,4.54,21.04,67.84
