序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
23,臺北市,1998/02/25,古亭,2.7,1.02,16.7,-,51,45,57.46,25.41,32.05,2.419,0.38,2.04,12.41,-,-,50.0
24,臺北市,1998/02/25,中山,3.6,1.2,11.7,-,51,-,60.83,20.68,40.15,2.704,0.4,2.3,13.15,-,-,51.0
25,臺北市,1998/02/25,大同,8.5,3.6,-,-,-,-,201.69,153.95,47.74,4.28,1.85,2.43,13.92,-,-,56.0
26,臺北市,1998/02/25,萬華,2.6,0.85,14.2,-,46,-,36.1,4.8,31.3,-,-,-,12.32,-,-,46.0
27,臺北市,1998/02/25,陽明,1.4,0.27,42.5,-,15,-,1.44,0.19,1.24,-,-,-,6.04,-,95.0,42.0
28,臺北市,1998/02/25,士林,2.2,0.85,15.9,-,40,-,35.47,7.55,27.92,-,-,-,12.88,-,-,40.0
29,臺北市,1998/02/24,松山,1.7,0.81,16.3,-,20,-,39.54,10.11,29.44,-,-,-,14.43,-,-,26.0
30,臺北市,1998/02/24,古亭,1.3,1.06,13.2,-,22,21,55.72,25.0,30.72,2.525,0.61,1.92,14.17,-,-,25.0
31,臺北市,1998/02/24,中山,2.6,1.01,10.6,-,31,-,59.88,23.11,36.77,2.632,0.4,2.23,15.12,-,-,31.0
32,臺北市,1998/02/24,大同,5.2,3.3,-,-,-,-,192.66,149.93,42.73,3.813,1.42,2.4,15.01,-,-,52.0
33,臺北市,1998/02/24,萬華,1.8,0.95,11.7,-,29,-,46.28,11.62,34.66,-,-,-,13.9,-,-,29.0
34,臺北市,1998/02/24,陽明,0.6,0.3,39.0,-,12,-,2.94,0.21,2.74,-,-,-,9.04,-,100.0,36.0
35,臺北市,1998/02/24,士林,1.3,0.85,10.5,-,25,-,36.45,8.68,27.77,-,-,-,14.6,-,-,25.0
36,臺北市,1998/02/23,松山,4.6,1.22,6.4,-,24,-,71.26,36.08,35.18,-,-,-,15.09,-,-,24.0
37,臺北市,1998/02/23,古亭,3.1,1.42,8.0,-,29,31,76.31,44.53,31.78,2.691,0.6,2.09,14.62,-,-,29.0
38,臺北市,1998/02/23,中山,3.8,1.65,7.7,-,41,-,95.32,54.74,40.58,3.049,0.69,2.36,15.49,-,-,41.0
39,臺北市,1998/02/23,大同,5.8,4.45,-,-,-,-,236.4,192.54,43.86,4.656,2.28,2.38,15.28,-,-,71.0
40,臺北市,1998/02/23,萬華,3.4,1.3,5.9,-,28,-,74.58,37.17,37.41,-,-,-,14.55,-,-,28.0
41,臺北市,1998/02/23,陽明,0.5,0.34,38.1,-,-,-,1.99,0.14,1.85,-,-,-,11.07,-,100.0,36.0
42,臺北市,1998/02/23,士林,1.7,1.3,3.4,-,27,-,68.08,34.15,33.92,-,-,-,14.53,-,-,27.0
43,臺北市,1998/02/22,松山,1.2,0.7,20.4,-,31,-,23.66,4.38,19.28,-,-,-,13.49,-,-,31.0
44,臺北市,1998/02/22,古亭,1.1,0.77,16.3,-,44,38,34.58,10.28,24.31,2.108,0.22,1.88,13.28,-,-,44.0
45,臺北市,1998/02/22,中山,1.1,0.79,19.9,-,58,-,32.49,7.26,25.23,2.239,0.09,2.15,14.23,-,-,54.0
46,臺北市,1998/02/22,大同,5.1,2.96,-,-,-,-,187.6,148.24,39.36,3.599,1.33,2.27,14.55,-,-,43.0
47,臺北市,1998/02/22,萬華,1.1,0.75,16.8,-,40,-,27.56,4.04,23.52,-,-,-,13.34,-,-,40.0
48,臺北市,1998/02/22,陽明,0.4,0.42,38.3,-,-,-,2.04,0.19,1.85,-,-,-,7.24,-,100.0,36.0
49,臺北市,1998/02/22,士林,1.2,0.71,15.8,-,38,-,21.79,2.75,19.04,-,-,-,13.95,-,-,38.0
50,臺北市,1998/02/21,松山,1.9,0.96,11.4,-,16,-,36.73,10.17,26.56,-,-,-,15.34,-,-,18.0
51,臺北市,1998/02/21,古亭,1.3,1.09,9.7,-,25,31,43.83,16.94,26.9,2.279,0.27,2.01,14.99,-,-,25.0
52,臺北市,1998/02/21,中山,2.2,1.15,9.7,-,34,-,54.92,21.9,33.02,2.587,0.38,2.2,16.15,-,-,34.0
53,臺北市,1998/02/21,大同,5.7,3.97,-,-,-,-,215.31,175.56,39.76,4.139,1.83,2.31,16.33,-,-,59.0
54,臺北市,1998/02/21,萬華,1.3,1.11,9.2,-,19,-,33.34,7.43,25.91,-,-,-,15.22,-,-,19.0
55,臺北市,1998/02/21,陽明,0.3,0.48,36.6,-,-,-,2.33,0.19,2.14,-,-,-,10.29,-,100.0,44.0
56,臺北市,1998/02/21,士林,1.3,0.97,8.3,-,20,-,33.47,7.94,25.53,-,-,-,15.44,-,-,20.0
57,臺北市,1998/02/20,松山,3.9,1.37,6.8,-,29,-,73.25,35.09,38.16,-,-,-,20.31,-,-,29.0
58,臺北市,1998/02/20,古亭,2.4,1.57,7.3,-,39,31,77.32,40.0,37.32,2.894,0.72,2.17,19.97,-,-,39.0
59,臺北市,1998/02/20,中山,3.9,1.96,9.6,-,65,-,100.71,55.88,44.83,3.277,0.84,2.44,20.72,-,-,58.0
60,臺北市,1998/02/20,大同,7.1,4.33,-,-,-,-,208.39,163.32,45.07,4.807,2.24,2.56,20.68,-,-,63.0
61,臺北市,1998/02/20,萬華,2.0,1.42,7.9,-,36,-,64.54,25.68,38.86,-,-,-,19.7,-,-,36.0
62,臺北市,1998/02/20,陽明,0.7,0.23,42.0,-,-,-,4.42,0.24,4.18,-,-,-,16.72,-,88.0,47.0
63,臺北市,1998/02/20,士林,2.0,1.29,7.4,-,36,-,57.74,25.94,31.8,-,-,-,20.09,-,-,36.0
64,臺北市,1998/02/19,松山,6.2,1.78,10.7,-,49,-,103.35,56.2,48.38,-,-,-,21.75,-,-,49.0
65,臺北市,1998/02/19,古亭,6.6,2.17,10.2,-,65,50,134.22,76.62,42.99,3.604,1.2,2.41,21.75,-,-,58.0
66,臺北市,1998/02/19,中山,7.0,2.33,11.5,-,81,-,121.77,69.43,52.34,3.795,1.16,2.63,22.2,-,-,65.0
67,臺北市,1998/02/19,大同,10.2,4.25,-,-,-,-,228.4,151.43,58.92,5.142,2.2,2.94,22.27,-,-,60.0
68,臺北市,1998/02/19,萬華,6.8,2.02,13.8,-,68,-,102.6,61.55,41.05,-,-,-,21.33,-,-,64.0
69,臺北市,1998/02/19,陽明,1.2,0.16,34.6,-,-,-,6.24,0.34,5.9,-,-,-,18.17,-,80.0,43.0
70,臺北市,1998/02/19,士林,4.6,1.4,9.1,-,54,-,73.86,35.24,38.62,-,-,-,21.8,-,-,53.0
71,臺北市,1998/02/18,松山,4.5,1.64,5.8,-,36,-,100.65,56.78,43.87,-,-,-,19.41,-,-,36.0
72,臺北市,1998/02/18,古亭,4.9,2.04,4.8,-,60,41,108.79,66.62,42.17,3.614,1.11,2.5,18.91,-,-,55.0
73,臺北市,1998/02/18,中山,5.2,1.98,3.4,-,45,-,107.22,60.24,46.99,3.422,0.95,2.47,19.78,-,-,45.0
74,臺北市,1998/02/18,大同,9.4,4.68,-,-,-,-,241.98,191.1,50.88,5.212,2.48,2.74,19.78,-,-,82.0
75,臺北市,1998/02/18,萬華,5.4,1.85,4.0,-,55,-,-,50.93,46.22,-,-,-,18.74,-,-,52.0
76,臺北市,1998/02/18,陽明,0.3,0.15,36.6,-,12,-,3.61,0.18,3.43,-,-,-,15.88,-,86.0,36.0
77,臺北市,1998/02/18,士林,2.5,1.03,7.7,-,28,-,52.8,19.11,33.69,-,-,-,19.19,-,-,28.0
78,臺北市,1998/02/17,松山,4.8,1.18,6.1,-,27,-,61.33,24.79,36.54,-,-,-,17.74,-,-,27.0
79,臺北市,1998/02/17,古亭,3.4,1.15,8.7,-,-,33,57.02,24.2,32.82,2.562,0.51,2.05,17.39,-,-,46.0
80,臺北市,1998/02/17,中山,4.2,1.59,6.3,-,63,-,69.48,30.7,38.78,2.937,0.6,2.33,18.28,-,-,57.0
81,臺北市,1998/02/17,大同,9.0,4.19,-,-,-,-,202.32,158.34,43.98,4.469,2.0,2.47,18.61,-,-,70.0
82,臺北市,1998/02/17,萬華,3.3,1.02,10.4,-,38,-,40.37,8.16,32.21,-,-,-,17.18,-,-,38.0
83,臺北市,1998/02/17,陽明,1.0,0.24,40.0,-,-,-,3.16,0.13,3.03,-,-,-,14.62,-,97.0,43.0
84,臺北市,1998/02/17,士林,2.4,0.96,8.8,-,32,-,42.07,12.03,30.03,-,-,-,18.14,-,-,32.0
85,臺北市,1998/02/16,松山,8.1,1.96,16.7,-,84,-,103.4,48.03,55.37,-,-,-,20.0,-,-,67.0
86,臺北市,1998/02/16,古亭,-,1.85,-,-,-,59,81.1,41.17,39.94,3.556,1.05,2.51,20.2,-,-,57.0
87,臺北市,1998/02/16,中山,7.7,2.17,11.7,-,93,-,96.23,47.23,49.01,3.832,0.97,2.86,19.8,-,-,71.0
88,臺北市,1998/02/16,大同,8.9,3.06,-,-,-,-,151.56,103.91,47.65,4.407,1.49,2.92,20.02,-,-,43.0
89,臺北市,1998/02/16,萬華,9.0,1.48,12.9,-,95,-,72.96,29.9,43.06,-,-,-,19.06,-,-,72.0
90,臺北市,1998/02/16,陽明,2.6,0.21,48.9,-,15,-,5.44,0.26,5.18,-,-,-,17.43,-,85.0,65.0
91,臺北市,1998/02/16,士林,4.4,1.17,9.9,-,60,-,54.92,24.59,30.32,-,-,-,18.62,-,-,55.0
92,臺北市,1998/02/15,松山,4.6,0.71,18.6,-,28,-,30.01,8.45,21.56,-,-,-,16.87,-,-,28.0
93,臺北市,1998/02/15,古亭,-,0.82,-,-,-,34,31.12,10.63,20.49,2.2,0.23,1.97,16.85,-,-,14.0
94,臺北市,1998/02/15,中山,6.3,0.89,16.3,-,54,-,42.85,15.71,27.15,2.384,0.17,2.22,17.89,-,-,52.0
95,臺北市,1998/02/15,大同,9.2,3.1,-,-,-,-,165.43,127.89,37.54,3.495,1.2,2.3,18.38,-,-,55.0
96,臺北市,1998/02/15,萬華,4.4,0.7,17.3,-,36,-,30.76,7.63,23.13,-,-,-,16.8,-,-,36.0
97,臺北市,1998/02/15,陽明,0.5,0.29,38.2,-,12,-,2.31,0.23,2.08,-,-,-,13.42,-,96.0,35.0
98,臺北市,1998/02/15,士林,0.6,0.61,18.1,-,23,-,18.84,5.37,13.48,-,-,-,18.33,-,-,23.0
99,臺北市,1998/02/14,松山,4.7,1.67,4.7,-,76,-,88.97,51.63,37.34,-,-,-,19.82,-,-,63.0
100,臺北市,1998/02/14,古亭,-,1.61,-,-,-,53,68.87,40.01,28.86,3.031,0.77,2.26,19.22,-,-,93.0
101,臺北市,1998/02/14,中山,5.2,1.75,6.2,-,121,-,89.7,53.12,36.58,3.389,0.86,2.53,20.03,-,-,86.0
102,臺北市,1998/02/14,大同,7.9,3.57,-,-,-,-,162.13,126.06,36.07,4.449,1.77,2.68,19.91,-,-,56.0
103,臺北市,1998/02/14,萬華,3.5,1.31,5.3,-,65,-,60.08,28.67,31.4,-,-,-,18.84,-,-,58.0
104,臺北市,1998/02/14,陽明,2.5,0.26,28.1,-,20,-,9.26,0.49,8.78,-,-,-,16.06,-,90.0,33.0
105,臺北市,1998/02/14,士林,4.1,1.3,8.3,-,64,-,59.52,31.64,27.89,-,-,-,19.73,-,-,57.0
106,臺北市,1998/02/13,松山,13.1,2.43,17.3,-,129,-,139.58,77.87,61.71,-,-,-,21.32,-,-,90.0
107,臺北市,1998/02/13,古亭,-,2.46,-,-,124,70,124.03,72.05,51.98,3.936,1.35,2.59,21.97,-,-,87.0
108,臺北市,1998/02/13,中山,14.4,3.02,16.3,-,188,-,158.85,90.79,68.06,4.698,1.57,3.12,22.32,-,-,119.0
109,臺北市,1998/02/13,大同,16.7,4.48,-,-,-,-,232.51,163.78,68.72,6.08,2.42,3.66,22.21,-,-,55.0
110,臺北市,1998/02/13,萬華,13.2,3.2,15.4,-,166,-,157.57,100.93,56.64,-,-,-,21.33,-,-,108.0
111,臺北市,1998/02/13,陽明,7.4,0.34,56.9,-,34,-,10.23,0.37,9.85,-,-,-,18.55,-,81.0,65.0
112,臺北市,1998/02/13,士林,8.8,2.12,10.7,-,106,-,109.71,60.33,49.38,-,-,-,21.6,-,-,78.0
113,臺北市,1998/02/12,松山,11.3,2.82,13.8,-,120,-,129.98,60.65,69.33,-,-,-,20.25,-,-,85.0
114,臺北市,1998/02/12,古亭,-,1.97,-,-,110,70,107.43,56.21,51.22,3.535,1.03,2.51,21.11,-,-,80.0
115,臺北市,1998/02/12,中山,13.4,2.72,17.7,-,175,-,151.74,82.22,69.52,4.545,1.61,2.94,20.87,-,-,112.0
116,臺北市,1998/02/12,大同,15.0,4.46,-,-,-,-,245.94,174.22,71.72,6.331,2.41,3.92,20.91,-,-,55.0
117,臺北市,1998/02/12,萬華,10.5,2.81,16.1,-,150,-,114.24,54.6,59.65,-,-,-,20.25,-,-,100.0
118,臺北市,1998/02/12,陽明,4.9,0.37,57.8,-,23,-,8.7,0.37,8.33,-,-,-,18.09,-,83.0,85.0
119,臺北市,1998/02/12,士林,7.7,2.41,12.3,-,131,-,132.07,84.49,47.58,-,-,-,20.06,-,-,90.0
120,臺北市,1998/02/11,松山,9.9,2.21,13.7,-,116,-,79.95,30.57,49.38,-,-,-,18.55,-,-,83.0
121,臺北市,1998/02/11,古亭,10.6,1.93,15.4,-,141,72,99.31,57.29,42.01,3.321,1.09,2.24,18.79,-,-,95.0
122,臺北市,1998/02/11,中山,13.6,2.58,14.5,-,133,-,80.2,32.71,47.48,4.405,1.59,2.81,18.97,-,-,98.0
123,臺北市,1998/02/11,大同,14.0,3.43,-,-,-,-,186.62,132.23,54.39,4.89,1.86,3.03,19.07,-,-,55.0
124,臺北市,1998/02/11,萬華,12.9,1.92,15.2,-,139,-,72.96,40.63,43.13,-,-,-,18.06,-,-,95.0
125,臺北市,1998/02/11,陽明,1.8,0.32,50.8,-,18,-,4.97,0.5,4.47,-,-,-,15.85,-,88.0,52.0
126,臺北市,1998/02/11,士林,8.1,1.44,16.3,-,114,-,75.08,41.39,33.69,-,-,-,18.61,-,-,80.0
127,臺北市,1998/02/10,松山,5.0,1.61,15.9,-,79,-,78.03,44.8,33.23,-,-,-,16.68,-,-,64.0
128,臺北市,1998/02/10,古亭,3.1,1.01,19.0,-,85,51,44.93,19.15,25.78,2.529,0.42,2.11,16.55,-,-,67.0
129,臺北市,1998/02/10,中山,5.2,1.54,14.4,-,134,-,79.38,41.49,37.89,3.408,0.67,2.74,17.4,-,-,92.0
130,臺北市,1998/02/10,大同,8.1,4.46,-,-,-,-,214.17,162.54,51.63,4.771,2.13,2.64,17.83,-,-,63.0
131,臺北市,1998/02/10,萬華,3.1,1.05,16.9,-,87,-,43.1,13.93,29.17,-,-,-,16.46,-,-,69.0
132,臺北市,1998/02/10,陽明,1.3,0.31,51.3,-,16,-,2.48,0.15,2.33,-,-,-,11.18,-,90.0,48.0
133,臺北市,1998/02/10,士林,4.4,1.28,19.4,-,82,-,61.73,37.11,24.62,-,-,-,17.25,-,-,66.0
134,臺北市,1998/02/09,松山,6.7,2.21,11.9,-,81,-,127.13,76.45,50.68,-,-,-,17.52,-,-,65.0
135,臺北市,1998/02/09,古亭,4.4,2.17,13.0,-,89,55,111.91,69.74,42.17,3.23,1.02,2.21,17.54,-,-,70.0
136,臺北市,1998/02/09,中山,6.8,2.05,11.5,-,121,-,118.14,60.25,57.89,3.487,0.97,2.52,17.94,-,-,85.0
137,臺北市,1998/02/09,大同,9.6,4.27,-,-,-,-,225.74,162.43,63.32,4.675,2.14,2.54,18.04,-,-,72.0
138,臺北市,1998/02/09,萬華,6.3,2.32,11.6,-,103,-,114.36,57.6,56.76,-,-,-,17.1,-,-,76.0
139,臺北市,1998/02/09,陽明,3.2,0.3,47.4,-,21,-,6.98,0.32,6.66,-,-,-,11.62,-,83.0,45.0
140,臺北市,1998/02/09,士林,4.7,1.31,14.0,-,60,-,66.69,29.11,37.57,-,-,-,17.73,-,-,55.0
141,臺北市,1998/02/08,松山,4.1,1.02,13.7,-,54,-,53.55,18.41,35.15,-,-,-,14.19,-,-,52.0
142,臺北市,1998/02/08,古亭,2.1,0.6,24.6,-,47,37,35.19,9.52,25.68,2.381,0.21,2.17,14.21,-,-,47.0
143,臺北市,1998/02/08,中山,5.5,1.37,13.7,-,79,-,84.14,43.26,40.87,2.941,0.43,2.51,14.75,-,-,65.0
144,臺北市,1998/02/08,大同,8.4,3.64,-,-,-,-,239.27,189.07,50.2,4.395,1.63,2.76,14.94,-,-,48.0
145,臺北市,1998/02/08,萬華,1.8,0.8,20.2,-,52,-,30.65,4.1,26.55,-,-,-,13.98,-,-,51.0
146,臺北市,1998/02/08,陽明,3.9,0.23,52.5,-,31,-,2.38,0.19,2.19,-,-,-,8.31,-,80.0,46.0
147,臺北市,1998/02/08,士林,3.8,0.56,24.7,-,44,-,22.19,2.63,19.56,-,-,-,14.86,-,-,44.0
148,臺北市,1998/02/07,松山,3.8,1.48,4.5,-,41,-,97.52,53.78,43.74,-,-,-,11.97,-,-,41.0
149,臺北市,1998/02/07,古亭,3.4,1.89,3.5,-,52,44,117.17,74.61,42.56,3.201,0.85,2.35,11.33,-,-,51.0
150,臺北市,1998/02/07,中山,3.8,1.97,2.4,-,54,-,118.92,71.27,47.65,3.546,0.86,2.69,12.19,-,-,52.0
151,臺北市,1998/02/07,大同,5.6,4.06,-,-,-,-,178.2,133.72,44.48,4.758,1.91,2.85,12.04,-,-,87.0
152,臺北市,1998/02/07,萬華,2.6,1.34,6.6,-,43,-,-,-,-,-,-,-,11.08,-,-,43.0
153,臺北市,1998/02/07,陽明,0.7,0.23,46.6,-,12,-,1.44,0.18,1.26,-,-,-,6.61,-,96.0,44.0
154,臺北市,1998/02/07,士林,2.3,1.32,4.6,-,35,-,74.89,35.62,39.27,-,-,-,11.57,-,-,35.0
155,臺北市,1998/02/06,松山,3.6,0.97,10.6,-,17,-,60.17,23.55,36.61,-,-,-,10.85,-,-,27.0
156,臺北市,1998/02/06,古亭,2.9,0.91,14.6,-,24,25,56.27,24.14,32.14,2.337,0.38,1.96,10.36,-,-,31.0
157,臺北市,1998/02/06,中山,3.5,1.42,8.2,-,25,-,85.94,43.5,42.44,2.709,0.42,2.29,11.37,-,-,25.0
158,臺北市,1998/02/06,大同,7.2,4.37,-,-,-,-,272.16,223.69,48.46,4.565,2.18,2.39,11.39,-,-,71.0
159,臺北市,1998/02/06,萬華,3.1,1.04,13.5,-,21,-,-,19.15,-,-,-,-,10.54,-,-,28.0
160,臺北市,1998/02/06,陽明,0.4,0.19,44.9,-,-,-,1.54,0.16,1.38,-,-,-,6.19,-,100.0,41.0
161,臺北市,1998/02/06,士林,1.9,1.01,7.1,-,30,-,57.97,22.49,35.48,-,-,-,10.64,-,-,30.0
162,臺北市,1998/02/05,松山,1.2,0.69,17.0,-,19,-,34.07,8.66,25.41,-,-,-,9.59,-,-,30.0
163,臺北市,1998/02/05,古亭,1.2,0.84,16.3,-,23,28,46.36,16.92,29.44,2.269,0.27,2.0,9.11,-,-,29.0
164,臺北市,1998/02/05,中山,2.0,0.95,13.1,-,20,-,50.84,17.21,33.64,2.395,0.18,2.22,10.35,-,-,27.0
165,臺北市,1998/02/05,大同,6.0,3.32,-,-,-,-,220.3,176.81,43.5,3.875,1.65,2.23,10.36,-,-,53.0
166,臺北市,1998/02/05,萬華,1.9,0.9,13.9,-,25,-,41.36,8.51,32.85,-,-,-,9.41,-,-,28.0
167,臺北市,1998/02/05,陽明,0.4,0.25,41.4,-,12,-,1.49,0.2,1.29,-,-,-,3.97,-,100.0,38.0
168,臺北市,1998/02/05,士林,1.3,0.51,19.6,-,15,-,24.65,5.17,19.48,-,-,-,9.66,-,-,29.0
169,臺北市,1998/02/04,松山,0.7,0.6,21.4,-,13,-,26.54,5.15,21.39,-,-,-,12.49,-,-,30.0
170,臺北市,1998/02/04,古亭,0.5,0.88,16.4,-,23,21,44.93,16.26,28.67,2.24,0.28,1.96,12.24,-,-,28.0
171,臺北市,1998/02/04,中山,2.1,0.89,14.8,-,29,-,43.41,12.94,30.47,2.325,0.16,2.17,13.33,-,-,29.0
172,臺北市,1998/02/04,大同,6.3,2.95,-,-,-,-,200.25,155.2,45.05,3.694,1.41,2.28,13.43,-,-,44.0
173,臺北市,1998/02/04,萬華,1.6,0.94,14.2,-,17,-,42.72,9.76,32.96,-,-,-,12.34,-,-,27.0
174,臺北市,1998/02/04,陽明,0.6,0.23,41.6,-,-,-,0.85,0.14,0.7,-,-,-,6.72,-,100.0,37.0
175,臺北市,1998/02/04,士林,0.8,0.51,22.0,-,13,-,17.68,2.15,15.53,-,-,-,12.69,-,-,28.0
176,臺北市,1998/02/03,松山,2.8,1.1,7.7,-,39,-,56.59,25.66,30.93,-,-,-,17.51,-,-,39.0
177,臺北市,1998/02/03,古亭,3.1,1.28,7.5,-,58,39,68.35,38.17,30.18,2.885,0.67,2.21,17.32,-,-,54.0
178,臺北市,1998/02/03,中山,4.6,1.5,8.0,-,64,-,62.62,31.32,31.3,2.947,0.52,2.43,17.86,-,-,57.0
179,臺北市,1998/02/03,大同,6.7,2.58,-,-,-,-,133.72,96.64,33.08,3.771,1.23,2.54,18.16,-,-,46.0
180,臺北市,1998/02/03,萬華,3.3,1.08,8.5,-,46,-,45.36,16.75,28.61,-,-,-,16.94,-,-,46.0
181,臺北市,1998/02/03,陽明,0.6,0.2,35.8,-,-,-,2.47,0.3,2.17,-,-,-,13.41,-,92.0,39.0
182,臺北市,1998/02/03,士林,3.7,0.8,9.7,-,40,-,38.9,15.41,23.49,-,-,-,17.81,-,-,40.0
183,臺北市,1998/02/02,松山,3.8,0.95,16.2,-,40,-,43.91,14.21,29.7,-,-,-,18.43,-,-,40.0
184,臺北市,1998/02/02,古亭,3.4,0.89,18.1,-,47,31,45.29,15.34,29.95,2.336,0.38,1.95,19.02,-,-,47.0
185,臺北市,1998/02/02,中山,3.9,1.0,15.0,-,42,-,46.37,15.28,31.09,-,-,-,19.11,-,-,42.0
186,臺北市,1998/02/02,大同,5.7,2.68,-,-,-,-,134.4,94.86,39.55,3.484,1.23,2.26,19.38,-,-,39.0
187,臺北市,1998/02/02,萬華,4.4,1.03,17.8,-,37,-,41.9,10.42,31.48,-,-,-,18.24,-,-,37.0
188,臺北市,1998/02/02,陽明,0.5,0.3,42.5,-,13,-,3.08,0.25,2.83,-,-,-,13.92,-,93.0,44.0
189,臺北市,1998/02/02,士林,1.4,0.62,18.9,-,28,-,24.51,6.08,18.43,-,-,-,19.18,-,-,28.0
190,臺北市,1998/02/01,松山,1.4,0.84,12.2,-,30,-,40.76,14.54,26.21,-,-,-,16.74,-,-,30.0
191,臺北市,1998/02/01,古亭,1.8,0.77,14.4,-,35,28,42.99,16.66,26.33,2.365,0.27,2.09,16.72,-,-,35.0
192,臺北市,1998/02/01,中山,2.1,0.91,13.0,-,55,-,46.62,17.11,29.5,-,-,-,17.32,-,-,53.0
193,臺北市,1998/02/01,大同,4.3,2.68,-,-,-,-,149.24,112.42,36.82,3.591,1.16,2.44,17.66,-,-,48.0
194,臺北市,1998/02/01,萬華,2.0,0.84,16.2,-,27,-,31.44,7.84,23.6,-,-,-,16.36,-,-,27.0
195,臺北市,1998/02/01,陽明,0.2,0.2,40.0,-,-,-,1.17,0.2,0.97,-,-,-,12.11,-,98.0,37.0
196,臺北市,1998/02/01,士林,0.7,0.58,18.8,-,25,-,22.07,4.46,17.6,-,-,-,17.33,-,-,25.0
197,新北市,1998/02/28,板橋,4.4,1.08,19.8,-,73,-,48.55,9.57,38.98,2.626,0.45,2.18,14.65,-,-,61.0
