序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
86,臺北市,2015/04/18,古亭,2.6,0.78,-,19.8,74,44,36.58,9.3,27.28,2.371,0.28,2.09,1.44,0.89,25.24,-,-,83.28,-
87,臺北市,2015/04/18,中山,3.8,1.08,-,18.2,97,41,57.83,22.43,35.4,2.585,0.387,2.198,1.35,0.56,25.92,-,-,80.45,-
88,臺北市,2015/04/18,大同,3.6,1.57,-,-,82,38,67.12,28.97,38.15,3.118,0.528,2.59,-,-,-,-,-,-,-
89,臺北市,2015/04/18,萬華,3.1,0.98,-,19.0,64,39,46.35,13.35,33.01,-,-,-,1.13,0.58,25.5,-,-,79.03,-
90,臺北市,2015/04/18,陽明,2.6,0.22,417.25,40.9,25,21,5.73,1.61,4.14,-,-,-,-,-,19.89,2.75,4.27,97.13,28.17
91,臺北市,2015/04/18,士林,2.0,0.7,-,27.3,57,37,31.42,9.15,22.28,-,-,-,1.54,1.3,25.06,-,-,78.79,-
92,臺北市,2015/04/17,松山,3.3,0.79,441.45,23.3,63,33,43.78,10.5,33.29,2.276,0.291,1.985,1.51,1.1,23.37,-,-,76.36,-
93,臺北市,2015/04/17,古亭,3.0,0.97,-,19.6,84,42,46.83,12.17,34.66,2.414,0.349,2.065,1.65,1.18,23.65,-,-,77.0,-
94,臺北市,2015/04/17,中山,2.7,1.03,-,19.1,90,37,52.41,16.77,35.63,2.41,0.348,2.062,1.61,0.93,24.03,-,-,77.53,-
95,臺北市,2015/04/17,大同,2.8,1.67,-,-,84,35,69.1,30.46,38.63,2.765,0.547,2.219,-,-,-,-,-,-,-
96,臺北市,2015/04/17,萬華,3.2,0.98,-,25.1,67,40,43.18,8.63,34.56,-,-,-,1.41,0.92,23.51,-,-,75.59,-
97,臺北市,2015/04/17,陽明,3.0,0.25,414.72,58.4,29,21,4.87,0.42,4.5,-,-,-,-,-,18.79,0.0,0.0,88.43,0.0
98,臺北市,2015/04/17,士林,3.2,0.63,-,28.5,66,35,26.25,3.84,22.41,-,-,-,1.45,1.23,22.73,-,-,78.85,-
99,臺北市,2015/04/16,松山,7.8,0.77,444.94,35.5,61,32,47.39,7.13,40.25,2.305,0.292,2.013,1.49,0.99,23.23,-,-,60.41,-
100,臺北市,2015/04/16,古亭,5.9,0.74,-,37.8,81,36,38.6,6.02,32.58,2.305,0.253,2.051,1.53,1.1,23.54,-,-,62.07,-
101,臺北市,2015/04/16,中山,4.8,1.0,-,34.9,83,35,53.76,14.31,39.45,2.445,0.345,2.099,1.55,0.87,24.24,-,-,60.48,-
102,臺北市,2015/04/16,大同,5.0,1.62,-,-,76,28,80.91,32.34,48.57,2.742,0.548,2.194,-,-,-,-,-,-,-
103,臺北市,2015/04/16,萬華,5.0,0.75,-,43.1,59,29,37.26,4.15,33.08,-,-,-,1.53,1.16,23.78,-,-,59.6,-
104,臺北市,2015/04/16,陽明,3.5,0.26,409.3,67.7,36,24,6.38,0.81,5.54,-,-,-,-,-,17.6,0.0,0.0,83.0,0.0
105,臺北市,2015/04/16,士林,3.5,0.57,-,44.7,54,31,26.37,1.88,24.48,-,-,-,1.77,1.48,23.14,-,-,63.09,-
106,臺北市,2015/04/15,松山,3.5,0.79,444.5,35.3,48,23,50.95,10.24,40.71,2.354,0.308,2.047,1.47,1.08,20.21,-,-,47.83,-
107,臺北市,2015/04/15,古亭,3.1,0.67,-,42.9,66,27,36.3,5.31,30.99,2.254,0.225,2.029,1.7,1.2,20.51,-,-,48.13,-
108,臺北市,2015/04/15,中山,3.9,0.96,-,33.3,70,26,59.07,14.62,44.44,2.444,0.343,2.101,1.45,0.79,21.41,-,-,46.41,-
109,臺北市,2015/04/15,大同,5.0,1.84,-,-,63,21,106.17,52.41,53.76,2.832,0.654,2.178,-,-,-,-,-,-,-
110,臺北市,2015/04/15,萬華,3.5,0.77,-,39.5,48,22,42.92,5.72,37.2,-,-,-,1.34,0.94,20.88,-,-,43.57,-
111,臺北市,2015/04/15,陽明,2.6,0.24,-,76.4,33,22,5.15,0.63,4.51,-,-,-,-,-,13.59,0.0,0.0,59.02,0.0
112,臺北市,2015/04/15,士林,3.2,0.58,-,44.9,42,23,28.6,2.84,25.75,-,-,-,1.67,1.34,20.04,-,-,49.99,-
113,臺北市,2015/04/14,松山,3.0,0.65,436.73,37.4,57,20,41.33,10.92,30.42,2.171,0.218,1.953,2.18,1.78,18.62,-,-,49.29,-
114,臺北市,2015/04/14,古亭,2.8,0.63,-,34.1,82,28,33.1,6.18,26.93,2.23,0.215,2.015,1.98,1.56,18.94,-,-,53.69,-
115,臺北市,2015/04/14,中山,4.1,0.87,-,29.2,84,26,53.11,14.26,38.85,2.331,0.303,2.028,1.91,1.14,19.52,-,-,51.71,-
116,臺北市,2015/04/14,大同,5.0,1.43,-,-,75,22,75.05,35.21,39.84,2.669,0.524,2.145,-,-,-,-,-,-,-
117,臺北市,2015/04/14,萬華,3.6,0.67,-,35.5,61,26,34.15,4.34,29.82,-,-,-,2.05,1.69,18.95,-,-,51.04,-
118,臺北市,2015/04/14,陽明,2.5,0.22,414.93,67.9,32,17,4.35,0.91,3.44,-,-,-,-,-,10.71,0.0,0.0,65.56,0.0
119,臺北市,2015/04/14,士林,2.6,0.49,-,42.9,60,25,22.6,2.39,20.23,-,-,-,2.65,2.22,17.88,-,-,53.18,-
120,臺北市,2015/04/13,松山,2.8,0.56,435.7,36.4,45,19,28.78,5.2,23.58,2.147,0.165,1.982,1.71,1.45,18.38,-,-,67.73,-
121,臺北市,2015/04/13,古亭,2.7,0.65,-,30.9,49,25,30.89,6.37,24.52,2.218,0.163,2.055,1.89,1.55,18.75,-,-,73.01,-
122,臺北市,2015/04/13,中山,2.2,0.77,-,28.0,63,23,43.59,10.83,32.76,2.301,0.237,2.064,1.58,1.22,19.21,-,-,69.88,-
123,臺北市,2015/04/13,大同,3.6,1.83,-,-,65,22,101.82,55.89,45.93,2.766,0.609,2.157,-,-,-,-,-,-,-
124,臺北市,2015/04/13,萬華,2.3,0.69,-,29.6,48,24,36.02,6.85,29.16,-,-,-,1.71,1.46,18.86,-,-,67.86,-
125,臺北市,2015/04/13,陽明,2.5,0.26,413.0,64.7,36,25,3.85,0.84,3.01,-,-,-,-,-,11.87,0.0,0.0,77.9,0.0
126,臺北市,2015/04/13,士林,1.9,0.46,-,42.3,39,21,18.31,1.85,16.46,-,-,-,1.68,1.39,18.14,-,-,64.43,-
127,臺北市,2015/04/12,松山,1.6,0.6,435.47,24.2,22,12,33.76,5.95,27.82,2.157,0.192,1.965,0.84,0.57,17.65,-,-,89.5,-
128,臺北市,2015/04/12,古亭,1.6,0.68,-,19.7,36,19,35.6,5.67,29.93,2.342,0.213,2.129,0.98,0.75,17.76,-,-,97.53,-
129,臺北市,2015/04/12,中山,2.0,0.86,-,14.8,48,18,47.34,10.22,37.13,2.43,0.291,2.139,1.09,0.67,18.2,-,-,93.72,-
130,臺北市,2015/04/12,大同,2.9,1.7,-,-,50,20,100.26,56.46,43.8,2.823,0.577,2.246,-,-,-,-,-,-,-
131,臺北市,2015/04/12,萬華,1.5,0.83,-,15.7,31,18,44.37,6.86,37.51,-,-,-,0.83,0.51,17.87,-,-,89.97,-
132,臺北市,2015/04/12,陽明,1.1,0.21,404.05,55.5,6,3,2.12,0.55,1.51,-,-,-,-,-,12.18,0.5,5.25,98.59,4.14
133,臺北市,2015/04/12,士林,1.6,0.62,-,19.5,24,15,29.15,2.5,26.64,-,-,-,0.83,0.6,17.45,-,-,87.44,-
134,臺北市,2015/04/11,松山,2.2,0.37,422.14,38.3,26,15,25.37,2.97,22.41,1.942,0.107,1.835,1.57,1.17,15.98,-,-,87.16,-
135,臺北市,2015/04/11,古亭,1.7,0.4,-,36.1,41,17,24.24,3.61,20.63,2.013,0.081,1.932,2.45,2.21,16.2,-,-,93.73,-
136,臺北市,2015/04/11,中山,1.6,0.54,-,31.1,46,13,34.51,6.22,28.29,2.088,0.149,1.94,2.12,1.83,16.75,-,-,89.35,-
137,臺北市,2015/04/11,大同,1.7,1.09,-,-,42,13,79.5,39.86,39.64,2.366,0.334,2.032,-,-,-,-,-,-,-
138,臺北市,2015/04/11,萬華,1.9,0.46,-,33.1,30,14,31.39,4.1,27.29,-,-,-,2.65,2.44,16.25,-,-,85.53,-
139,臺北市,2015/04/11,陽明,0.6,0.19,413.98,59.2,5,3,2.95,1.43,1.53,-,-,-,-,-,10.1,1.06,4.75,100.0,6.54
140,臺北市,2015/04/11,士林,2.0,0.38,-,39.2,25,13,17.93,1.18,16.73,-,-,-,1.6,1.16,16.06,-,-,82.76,-
141,臺北市,2015/04/10,松山,2.5,0.37,419.89,33.7,10,5,26.23,4.29,21.94,1.928,0.104,1.824,1.88,1.48,16.88,-,-,87.83,-
142,臺北市,2015/04/10,古亭,2.6,0.43,-,29.7,22,8,26.79,4.93,21.85,2.014,0.094,1.92,2.57,2.33,17.28,-,-,93.0,-
143,臺北市,2015/04/10,中山,1.4,0.53,-,29.6,33,9,31.12,6.34,24.78,2.049,0.155,1.894,2.49,2.1,17.93,-,-,87.98,-
144,臺北市,2015/04/10,大同,2.7,1.38,-,-,28,8,84.47,46.1,38.38,2.43,0.446,1.984,-,-,-,-,-,-,-
145,臺北市,2015/04/10,萬華,1.8,0.42,-,32.3,12,5,27.6,3.84,23.75,-,-,-,2.91,2.72,17.43,-,-,84.98,-
146,臺北市,2015/04/10,陽明,1.4,0.18,409.29,52.4,5,1,2.24,1.33,0.89,-,-,-,-,-,11.33,1.62,4.78,100.0,6.17
147,臺北市,2015/04/10,士林,0.5,0.33,-,36.9,10,4,15.21,2.17,13.04,-,-,-,1.53,1.13,17.6,-,-,81.04,-
148,臺北市,2015/04/09,松山,2.1,0.45,421.76,29.3,21,9,29.23,5.4,23.83,1.953,0.123,1.83,1.94,1.52,16.9,-,-,86.07,-
149,臺北市,2015/04/09,古亭,1.9,0.43,-,30.8,23,9,23.13,4.29,18.84,2.017,0.099,1.918,2.89,2.57,17.34,-,-,88.35,-
150,臺北市,2015/04/09,中山,2.3,0.58,-,26.3,34,9,32.82,7.32,25.5,2.101,0.193,1.907,2.48,2.18,17.85,-,-,87.61,-
151,臺北市,2015/04/09,大同,3.7,1.45,-,-,39,8,83.16,47.63,35.53,2.483,0.488,1.995,-,-,-,-,-,-,-
152,臺北市,2015/04/09,萬華,2.9,0.46,-,28.5,22,10,29.46,5.03,24.43,-,-,-,2.99,2.83,17.29,-,-,84.44,-
153,臺北市,2015/04/09,陽明,0.5,0.21,410.24,50.2,5,3,1.64,0.47,1.16,-,-,-,-,-,11.55,1.0,4.44,100.0,7.19
154,臺北市,2015/04/09,士林,1.2,0.36,-,36.1,11,6,15.87,3.24,12.64,-,-,-,1.79,1.52,17.7,-,-,78.93,-
155,臺北市,2015/04/08,松山,1.4,0.34,418.36,34.5,12,6,23.11,3.68,19.43,1.902,0.088,1.814,2.18,1.74,15.13,-,-,81.96,-
156,臺北市,2015/04/08,古亭,1.6,0.36,-,32.9,24,7,21.31,4.32,16.99,1.99,0.084,1.907,3.0,2.7,15.51,-,-,83.83,-
157,臺北市,2015/04/08,中山,1.5,0.49,-,29.5,30,7,28.09,5.49,22.61,2.027,0.157,1.87,2.4,2.08,16.37,-,-,80.55,-
158,臺北市,2015/04/08,大同,2.1,1.04,-,-,30,6,65.46,35.41,30.05,2.295,0.347,1.948,-,-,-,-,-,-,-
159,臺北市,2015/04/08,萬華,1.7,0.35,-,33.0,13,6,23.77,3.81,19.96,-,-,-,3.11,2.92,15.69,-,-,77.59,-
160,臺北市,2015/04/08,陽明,0.8,0.17,416.9,49.2,5,1,2.7,1.35,1.35,-,-,-,-,-,8.53,0.92,5.03,100.0,13.21
161,臺北市,2015/04/08,士林,0.9,0.24,-,44.8,13,5,9.63,1.93,7.69,-,-,-,2.31,1.88,16.05,-,-,71.18,-
162,臺北市,2015/04/07,松山,0.6,0.39,420.56,37.0,9,5,17.52,3.05,14.47,1.881,0.07,1.812,2.94,2.42,18.69,-,-,79.97,-
163,臺北市,2015/04/07,古亭,1.6,0.41,-,32.3,19,6,18.44,3.99,14.45,1.986,0.072,1.915,3.57,3.15,19.19,-,-,81.33,-
164,臺北市,2015/04/07,中山,1.3,0.54,-,32.0,28,7,26.14,6.07,20.06,2.005,0.128,1.876,2.65,2.23,20.26,-,-,76.57,-
165,臺北市,2015/04/07,大同,1.9,0.95,-,-,28,5,49.24,23.36,25.89,2.219,0.269,1.949,-,-,-,-,-,-,-
166,臺北市,2015/04/07,萬華,2.0,0.42,-,34.4,16,4,19.94,3.61,16.33,-,-,-,3.6,3.36,19.43,-,-,75.79,-
167,臺北市,2015/04/07,陽明,0.5,0.26,417.68,45.6,-,1,3.02,1.01,2.01,-,-,-,-,-,11.83,0.7,5.15,100.0,12.21
168,臺北市,2015/04/07,士林,1.1,0.31,-,43.0,14,6,9.12,0.62,8.52,-,-,-,2.58,2.13,20.03,-,-,70.58,-
169,臺北市,2015/04/06,松山,5.5,0.4,426.59,19.7,33,16,20.9,5.19,15.7,1.958,0.122,1.836,1.87,1.52,28.0,-,-,64.47,-
