序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
53,臺北市,2014/08/24,大同,4.7,1.28,-,-,46,13,57.21,28.48,28.74,-,-,-
54,臺北市,2014/08/24,萬華,3.8,0.47,-,28.3,33,18,24.54,4.4,20.14,1.42,30.45,65.63
55,臺北市,2014/08/24,陽明,3.5,0.24,418.3,44.1,19,16,10.35,2.5,7.85,-,24.48,91.01
56,臺北市,2014/08/24,士林,3.8,0.43,-,28.9,34,19,23.01,5.77,17.24,1.69,29.63,68.2
57,臺北市,2014/08/23,松山,5.0,0.48,430.76,33.7,46,22,27.5,6.1,21.4,1.63,29.92,62.78
58,臺北市,2014/08/23,古亭,4.2,0.49,-,28.8,44,16,25.38,6.2,19.18,1.78,29.74,67.05
59,臺北市,2014/08/23,中山,4.6,0.67,-,24.9,53,21,40.31,11.32,28.99,1.65,30.73,62.96
60,臺北市,2014/08/23,大同,6.4,1.53,-,-,52,18,69.69,36.38,33.31,-,-,-
61,臺北市,2014/08/23,萬華,5.4,0.56,-,28.3,40,22,32.08,6.78,25.29,1.42,30.39,63.93
62,臺北市,2014/08/23,陽明,3.6,0.21,416.45,46.4,20,18,8.8,1.26,7.51,-,24.49,85.28
63,臺北市,2014/08/23,士林,3.9,0.4,-,32.5,40,21,25.75,3.97,21.78,1.47,29.79,67.38
64,臺北市,2014/08/22,松山,4.0,0.38,417.34,24.4,36,14,23.03,7.54,15.49,1.8,30.31,61.98
65,臺北市,2014/08/22,古亭,3.2,0.42,-,23.0,32,13,23.72,7.67,16.05,1.9,30.27,65.55
66,臺北市,2014/08/22,中山,5.3,0.59,-,21.9,47,17,33.96,9.94,24.02,1.84,31.04,63.24
67,臺北市,2014/08/22,大同,6.1,2.0,-,-,58,13,96.93,64.16,32.76,-,-,-
68,臺北市,2014/08/22,萬華,4.6,0.53,-,26.6,33,18,31.38,8.76,22.62,1.62,30.88,63.6
69,臺北市,2014/08/22,陽明,2.7,0.13,409.37,35.1,15,13,4.74,0.72,4.02,-,24.17,93.17
70,臺北市,2014/08/22,士林,3.8,0.31,-,29.2,35,16,20.78,4.66,16.11,1.73,30.22,66.76
71,臺北市,2014/08/21,松山,3.9,0.43,421.47,22.1,34,14,23.67,6.96,16.7,1.35,29.17,71.04
72,臺北市,2014/08/21,古亭,2.1,0.46,-,16.0,42,12,24.81,8.37,16.44,1.82,29.82,72.07
73,臺北市,2014/08/21,中山,2.9,0.61,-,19.0,46,14,32.94,9.76,23.18,1.66,30.45,68.11
74,臺北市,2014/08/21,大同,3.8,1.87,-,-,46,12,86.35,57.8,28.55,-,-,-
75,臺北市,2014/08/21,萬華,1.9,0.52,-,24.2,32,15,25.91,6.23,19.68,1.38,30.2,69.27
76,臺北市,2014/08/21,陽明,1.9,0.13,406.67,36.6,11,9,4.91,2.0,2.91,-,24.18,93.46
77,臺北市,2014/08/21,士林,2.6,0.3,-,28.0,30,14,16.24,2.56,13.69,1.95,29.53,70.68
78,臺北市,2014/08/20,松山,1.9,0.49,423.63,17.6,30,13,28.24,7.22,21.02,1.28,27.8,78.63
79,臺北市,2014/08/20,古亭,2.3,0.51,-,18.2,37,12,25.87,6.69,19.18,1.78,28.42,80.06
80,臺北市,2014/08/20,中山,4.1,0.83,-,13.0,47,16,47.2,16.94,30.26,1.4,28.85,77.12
81,臺北市,2014/08/20,大同,5.1,1.73,-,-,50,14,84.33,50.08,34.25,-,-,-
82,臺北市,2014/08/20,萬華,3.4,0.7,-,15.6,34,16,38.63,10.83,27.79,1.27,28.94,76.12
83,臺北市,2014/08/20,陽明,1.6,0.16,412.21,31.2,16,11,6.03,0.56,5.5,-,23.41,98.29
84,臺北市,2014/08/20,士林,5.1,0.48,-,22.2,32,15,26.95,4.49,22.45,1.49,28.3,76.25
85,臺北市,2014/08/19,松山,1.9,0.61,431.5,17.1,28,11,37.28,13.23,24.05,1.46,27.77,77.13
86,臺北市,2014/08/19,古亭,2.4,0.56,-,15.8,35,10,31.36,9.11,22.25,1.58,27.71,83.08
87,臺北市,2014/08/19,中山,2.9,0.86,-,12.0,41,13,52.97,21.83,31.13,1.46,28.27,78.9
88,臺北市,2014/08/19,大同,4.8,1.79,-,-,45,10,88.14,55.17,32.97,-,-,-
89,臺北市,2014/08/19,萬華,2.6,0.77,-,8.7,25,11,43.11,13.97,29.14,1.09,28.08,79.1
90,臺北市,2014/08/19,陽明,1.9,0.13,410.43,35.3,14,12,6.0,2.4,3.58,-,23.16,98.21
91,臺北市,2014/08/19,士林,3.5,0.59,-,18.9,26,12,32.79,9.44,23.36,1.39,27.54,78.93
92,臺北市,2014/08/18,松山,2.7,0.51,447.47,7.4,38,13,31.61,11.54,20.07,1.44,29.25,72.31
93,臺北市,2014/08/18,古亭,3.0,0.59,-,13.7,45,12,30.86,9.84,21.02,1.68,29.09,78.21
94,臺北市,2014/08/18,中山,4.1,0.71,-,12.6,45,17,39.49,16.42,23.06,1.59,29.92,72.66
95,臺北市,2014/08/18,大同,4.3,1.55,-,-,45,11,70.98,43.45,27.54,-,-,-
96,臺北市,2014/08/18,萬華,3.0,0.69,-,14.3,30,15,34.7,11.11,23.59,1.37,29.51,75.05
97,臺北市,2014/08/18,陽明,2.2,0.16,411.87,32.3,20,18,4.89,0.97,3.88,-,24.14,97.88
98,臺北市,2014/08/18,士林,2.8,0.38,-,19.3,29,15,20.24,3.25,16.98,1.72,29.23,74.32
99,臺北市,2014/08/17,松山,1.5,0.33,462.92,16.7,48,15,16.39,5.5,10.89,1.3,30.52,66.44
100,臺北市,2014/08/17,古亭,1.3,0.35,-,14.4,34,12,16.57,5.45,11.12,1.92,30.38,71.22
101,臺北市,2014/08/17,中山,2.7,0.47,-,14.4,48,17,25.16,7.89,17.28,1.54,31.02,67.63
102,臺北市,2014/08/17,大同,2.8,1.3,-,-,49,14,66.23,42.65,23.58,-,-,-
103,臺北市,2014/08/17,萬華,2.2,0.45,-,15.1,29,18,21.7,5.15,16.55,1.32,30.98,67.87
104,臺北市,2014/08/17,陽明,1.8,0.17,406.5,28.6,18,15,5.24,1.76,3.48,-,24.8,93.9
105,臺北市,2014/08/17,士林,2.5,0.33,-,20.5,32,16,16.28,3.07,13.21,1.36,30.47,69.94
106,臺北市,2014/08/16,松山,4.0,0.44,473.57,35.8,48,19,22.74,4.48,18.26,1.61,30.5,70.24
107,臺北市,2014/08/16,古亭,3.9,0.5,-,29.5,47,17,22.86,4.67,18.19,1.66,30.29,75.77
108,臺北市,2014/08/16,中山,4.4,0.57,-,29.6,55,19,28.61,4.91,23.7,1.58,30.82,72.74
109,臺北市,2014/08/16,大同,4.4,1.55,-,-,56,17,67.29,35.75,31.54,-,-,-
110,臺北市,2014/08/16,萬華,4.0,0.54,-,31.6,38,22,27.21,4.55,22.67,1.41,30.8,72.75
111,臺北市,2014/08/16,陽明,1.8,0.18,406.82,38.3,20,15,6.07,1.72,4.36,-,24.85,96.24
112,臺北市,2014/08/16,士林,3.4,0.3,-,35.1,37,16,17.32,2.32,15.0,1.7,30.74,70.67
113,臺北市,2014/08/15,松山,4.0,0.42,447.65,15.4,37,15,22.92,6.3,16.62,1.52,30.38,70.42
114,臺北市,2014/08/15,古亭,2.0,0.44,-,20.4,47,12,20.46,4.97,15.49,2.1,31.01,71.26
115,臺北市,2014/08/15,中山,2.9,0.57,-,15.4,52,15,30.59,10.09,20.5,2.1,31.64,67.6
116,臺北市,2014/08/15,大同,4.4,1.36,-,-,51,12,51.28,28.15,23.12,-,-,-
117,臺北市,2014/08/15,萬華,3.1,0.53,-,19.8,34,16,25.23,6.31,18.92,1.61,31.5,68.67
118,臺北市,2014/08/15,陽明,2.3,0.15,405.22,27.1,18,12,6.89,2.02,4.88,-,24.61,94.49
119,臺北市,2014/08/15,士林,3.3,0.3,-,21.2,34,15,16.48,2.21,14.27,2.25,30.7,71.66
120,臺北市,2014/08/14,松山,1.9,0.57,426.74,19.6,30,14,34.27,12.38,21.9,1.63,30.75,65.56
121,臺北市,2014/08/14,古亭,1.7,0.51,-,20.3,47,11,24.16,6.67,17.49,1.92,30.72,71.06
122,臺北市,2014/08/14,中山,1.3,0.76,-,11.9,46,13,37.89,14.17,23.71,1.74,31.43,65.4
123,臺北市,2014/08/14,大同,3.5,2.29,-,-,45,9,81.85,50.75,31.1,-,-,-
124,臺北市,2014/08/14,萬華,2.2,0.6,-,21.3,29,12,25.87,6.62,19.25,1.65,31.22,66.83
125,臺北市,2014/08/14,陽明,2.4,0.15,406.12,33.2,11,8,4.93,0.74,4.17,-,24.89,89.26
126,臺北市,2014/08/14,士林,3.2,0.43,-,26.8,32,12,19.71,3.6,16.1,1.86,30.64,68.57
127,臺北市,2014/08/13,松山,2.8,0.5,424.64,19.2,22,8,28.04,7.6,20.44,1.19,28.44,79.02
128,臺北市,2014/08/13,古亭,2.2,0.58,-,16.5,28,9,28.59,7.52,21.07,1.65,28.64,84.07
129,臺北市,2014/08/13,中山,3.0,0.84,-,13.4,41,12,47.61,18.1,29.51,1.44,29.12,78.29
130,臺北市,2014/08/13,大同,3.1,1.67,-,-,39,10,78.1,46.68,31.42,-,-,-
131,臺北市,2014/08/13,萬華,3.1,0.63,-,18.1,22,10,33.2,7.52,25.68,1.27,29.12,78.32
132,臺北市,2014/08/13,陽明,1.2,0.14,399.99,32.1,8,6,4.15,0.7,3.45,-,23.1,98.34
133,臺北市,2014/08/13,士林,2.8,0.43,-,17.3,22,9,23.54,5.25,18.29,1.38,28.3,79.36
134,臺北市,2014/08/12,松山,4.3,0.47,421.94,21.3,-,-,28.36,8.14,20.22,1.69,29.65,74.24
135,臺北市,2014/08/12,古亭,3.8,0.54,-,19.7,35,10,27.87,7.43,20.44,1.84,29.72,78.81
136,臺北市,2014/08/12,中山,3.9,0.66,-,17.6,44,13,33.65,9.0,24.65,1.61,30.07,74.74
137,臺北市,2014/08/12,大同,4.2,1.74,-,-,42,11,68.85,38.13,30.72,-,-,-
138,臺北市,2014/08/12,萬華,3.7,0.55,-,20.2,22,10,28.17,5.48,22.69,1.7,29.9,75.96
139,臺北市,2014/08/12,陽明,1.5,0.13,402.94,31.1,10,8,3.96,0.66,3.28,-,23.79,97.61
140,臺北市,2014/08/12,士林,3.4,0.31,-,26.9,28,13,16.46,3.23,13.23,1.73,30.05,73.79
141,臺北市,2014/08/11,松山,7.0,0.65,432.32,21.6,-,-,34.85,10.07,24.78,1.44,29.5,75.05
142,臺北市,2014/08/11,古亭,2.3,0.64,-,20.6,40,13,29.82,8.59,21.23,1.53,29.48,80.58
143,臺北市,2014/08/11,中山,2.9,0.75,-,20.1,47,14,36.84,10.53,26.31,1.75,30.58,71.62
144,臺北市,2014/08/11,大同,4.3,1.83,-,-,47,10,71.83,39.05,32.78,-,-,-
145,臺北市,2014/08/11,萬華,3.2,0.64,-,23.3,29,14,29.67,5.18,24.49,1.19,30.58,72.06
146,臺北市,2014/08/11,陽明,1.8,0.15,405.03,32.5,13,10,5.29,0.79,4.47,-,23.89,96.34
147,臺北市,2014/08/11,士林,2.2,0.39,-,24.7,28,14,19.54,2.42,17.12,1.87,30.25,72.27
148,臺北市,2014/08/10,松山,-,0.5,425.9,24.3,-,-,22.82,4.1,18.72,1.39,30.15,73.62
149,臺北市,2014/08/10,古亭,2.3,0.47,-,23.4,40,15,19.61,3.49,16.12,1.72,30.45,75.99
150,臺北市,2014/08/10,中山,3.8,0.61,-,21.4,48,19,30.58,7.45,23.12,1.47,31.42,69.51
151,臺北市,2014/08/10,大同,4.7,1.34,-,-,47,14,57.87,28.2,29.67,-,-,-
152,臺北市,2014/08/10,萬華,3.1,0.54,-,25.2,34,20,24.34,3.78,20.56,1.38,31.45,69.67
153,臺北市,2014/08/10,陽明,1.9,0.17,401.67,33.6,14,12,5.81,0.98,4.83,-,24.35,95.3
154,臺北市,2014/08/10,士林,3.6,0.34,-,28.5,31,17,17.92,2.72,15.17,1.61,31.23,69.75
155,臺北市,2014/08/09,松山,-,0.43,418.76,29.7,-,-,24.64,5.42,19.22,1.91,30.87,68.92
156,臺北市,2014/08/09,古亭,3.0,0.43,-,27.4,37,13,20.73,2.9,17.83,2.04,30.77,74.23
157,臺北市,2014/08/09,中山,3.5,0.59,-,25.0,49,16,28.38,7.03,21.34,2.23,31.56,69.15
158,臺北市,2014/08/09,大同,4.5,1.35,-,-,44,13,52.74,24.1,28.63,-,-,-
159,臺北市,2014/08/09,萬華,4.1,0.53,-,27.4,31,16,24.7,3.94,20.75,1.74,31.28,70.98
160,臺北市,2014/08/09,陽明,1.8,0.14,401.77,33.3,14,12,5.06,0.95,4.09,-,24.05,96.75
161,臺北市,2014/08/09,士林,2.9,0.29,-,31.9,25,15,14.9,2.21,12.69,2.52,30.76,72.83
162,臺北市,2014/08/08,松山,-,0.44,423.1,22.8,-,-,26.53,8.11,18.43,2.23,31.36,65.94
163,臺北市,2014/08/08,古亭,3.4,0.47,-,22.5,38,14,22.99,4.63,18.35,2.04,31.49,70.06
164,臺北市,2014/08/08,中山,4.7,0.63,-,18.6,47,15,32.74,9.29,23.45,2.18,31.92,66.94
165,臺北市,2014/08/08,大同,5.2,1.37,-,-,47,12,55.21,28.73,26.48,-,-,-
166,臺北市,2014/08/08,萬華,5.0,0.57,-,20.9,31,19,28.52,5.39,23.13,1.59,31.96,67.69
167,臺北市,2014/08/08,陽明,2.1,0.15,406.85,27.5,15,12,7.73,2.05,5.68,-,24.15,94.74
168,臺北市,2014/08/08,士林,4.0,0.29,-,25.3,30,17,17.51,2.5,15.0,2.47,31.05,70.86
169,臺北市,2014/08/07,松山,4.9,0.46,430.03,22.8,36,19,25.67,6.94,18.73,1.86,30.52,67.16
170,臺北市,2014/08/07,古亭,3.9,0.54,-,20.4,44,17,27.46,7.22,20.23,1.94,30.63,72.69
171,臺北市,2014/08/07,中山,4.7,0.7,-,16.3,55,21,37.72,13.36,24.36,1.63,31.16,67.57
172,臺北市,2014/08/07,大同,4.8,1.36,-,-,50,14,54.93,26.86,28.08,-,-,-
173,臺北市,2014/08/07,萬華,4.8,0.64,-,19.4,36,21,31.6,7.87,23.74,1.32,31.15,69.23
174,臺北市,2014/08/07,陽明,2.2,0.17,411.87,32.7,17,14,6.52,1.51,5.01,-,23.91,92.64
175,臺北市,2014/08/07,士林,3.6,0.38,-,24.5,33,17,17.75,2.54,15.22,2.04,30.63,69.64
176,臺北市,2014/08/06,松山,2.9,0.47,423.86,17.7,30,14,27.46,7.69,19.78,1.61,29.82,70.29
177,臺北市,2014/08/06,古亭,4.6,0.52,-,15.7,34,12,28.49,7.94,20.55,1.72,29.79,75.5
178,臺北市,2014/08/06,中山,3.7,0.69,-,15.2,45,17,35.75,11.26,24.49,1.5,30.44,71.17
179,臺北市,2014/08/06,大同,3.8,1.07,-,-,44,11,49.57,23.11,26.46,-,-,-
180,臺北市,2014/08/06,萬華,3.9,0.57,-,16.5,33,16,30.2,6.89,23.31,1.38,30.36,71.5
181,臺北市,2014/08/06,陽明,2.2,0.14,409.63,37.6,16,14,4.83,1.42,3.41,-,22.84,98.39
182,臺北市,2014/08/06,士林,3.3,0.33,-,27.2,29,16,14.1,1.66,12.42,1.95,30.01,72.87
183,臺北市,2014/08/05,松山,2.3,0.58,426.89,10.9,60,12,36.58,13.38,23.2,1.38,29.54,74.54
184,臺北市,2014/08/05,古亭,2.8,0.6,-,12.0,37,14,30.83,8.76,22.08,1.77,29.86,76.65
185,臺北市,2014/08/05,中山,4.5,0.83,-,8.8,49,16,46.99,17.58,29.41,1.4,30.39,72.13
186,臺北市,2014/08/05,大同,5.9,1.84,-,-,53,16,81.17,48.78,32.39,-,-,-
187,臺北市,2014/08/05,萬華,4.3,0.67,-,10.8,32,15,38.12,9.92,28.2,1.32,30.42,72.72
188,臺北市,2014/08/05,陽明,2.2,0.12,402.64,27.1,11,8,3.02,0.83,2.17,-,23.06,97.43
189,臺北市,2014/08/05,士林,3.8,0.36,-,18.1,28,12,19.57,3.83,15.74,1.42,30.03,73.02
190,臺北市,2014/08/04,松山,3.4,0.52,427.83,27.0,76,27,24.06,5.7,18.36,1.54,30.35,70.8
191,臺北市,2014/08/04,古亭,2.9,0.63,-,24.1,50,22,27.04,6.84,20.2,1.74,30.1,76.49
192,臺北市,2014/08/04,中山,3.6,0.67,-,20.8,61,23,31.66,7.56,24.11,1.61,30.87,69.81
193,臺北市,2014/08/04,大同,5.0,2.31,-,-,61,20,78.51,46.88,31.63,-,-,-
194,臺北市,2014/08/04,萬華,3.3,0.68,-,23.8,43,26,30.51,5.52,25.0,1.37,30.53,73.03
195,臺北市,2014/08/04,陽明,2.8,0.21,409.99,32.9,23,19,5.82,0.83,4.98,-,23.8,95.38
196,臺北市,2014/08/04,士林,3.0,0.45,-,25.2,41,23,18.22,2.42,15.8,1.65,30.35,73.59
197,臺北市,2014/08/03,松山,2.0,0.54,423.64,30.3,53,25,23.01,5.34,17.68,1.16,29.81,75.48
198,臺北市,2014/08/03,古亭,1.8,0.49,-,29.1,46,19,19.44,4.34,15.1,1.72,29.74,77.2
199,臺北市,2014/08/03,中山,1.9,0.59,-,30.3,58,22,26.25,4.81,21.44,1.66,30.82,70.03
200,臺北市,2014/08/03,大同,3.3,1.49,-,-,55,19,59.9,31.0,28.91,-,-,-
201,臺北市,2014/08/03,萬華,1.5,0.56,-,33.0,38,23,21.85,3.21,18.64,1.48,30.67,70.48
202,臺北市,2014/08/03,陽明,1.5,0.2,407.9,46.0,27,23,3.73,0.47,3.25,-,24.2,93.15
203,臺北市,2014/08/03,士林,3.3,0.43,-,34.6,40,23,16.72,1.71,15.01,1.69,30.52,71.3
204,臺北市,2014/08/02,松山,2.7,0.43,417.17,37.2,48,26,20.01,3.26,16.76,1.71,31.2,65.21
205,臺北市,2014/08/02,古亭,1.8,0.5,-,29.8,44,19,20.83,4.15,16.67,2.0,30.96,69.14
206,臺北市,2014/08/02,中山,2.2,0.63,-,32.2,58,24,30.36,6.48,23.88,1.88,32.08,63.17
207,臺北市,2014/08/02,大同,3.7,1.74,-,-,59,20,71.42,34.17,37.25,-,-,-
208,臺北市,2014/08/02,萬華,2.9,0.57,-,33.8,38,26,25.31,3.94,21.38,1.64,32.04,63.72
209,臺北市,2014/08/02,陽明,2.2,0.23,407.04,56.5,29,26,6.28,1.28,4.99,-,25.46,87.98
210,臺北市,2014/08/02,士林,2.9,0.39,-,46.1,44,24,13.15,0.6,12.6,1.92,31.71,66.33
211,臺北市,2014/08/01,松山,3.4,0.65,419.58,35.1,53,32,35.63,10.15,25.48,2.83,32.65,60.74
212,臺北市,2014/08/01,古亭,4.2,0.53,-,33.2,61,28,23.41,3.64,19.76,2.94,32.28,68.16
213,臺北市,2014/08/01,中山,2.8,0.99,-,30.0,71,29,42.79,12.24,30.55,2.39,32.94,62.5
214,臺北市,2014/08/01,大同,4.7,1.74,-,-,66,22,49.45,19.79,29.66,-,-,-
215,臺北市,2014/08/01,萬華,3.8,0.6,-,41.1,50,28,22.07,2.24,19.83,2.71,32.48,65.61
216,臺北市,2014/08/01,陽明,2.5,0.2,408.32,46.8,28,25,6.29,1.61,4.68,-,24.55,92.44
217,臺北市,2014/08/01,士林,3.9,0.34,-,46.6,45,25,14.0,1.3,12.69,3.06,31.81,68.68
218,新北市,2014/08/31,板橋,3.9,0.46,-,33.7,42,20,21.51,3.7,17.82,1.98,30.36,68.52
219,新北市,2014/08/31,三重,5.1,1.31,-,-,53,29,73.7,39.0,34.7,-,30.53,66.07
220,新北市,2014/08/31,菜寮,4.5,0.49,-,32.8,40,28,20.59,2.39,18.2,2.03,30.15,66.13
221,新北市,2014/08/31,永和,2.9,0.69,-,27.8,29,19,27.37,8.16,19.21,1.52,29.88,73.56
222,新北市,2014/08/31,新莊,5.2,0.46,-,35.3,37,28,17.93,1.32,16.59,1.76,30.38,67.23
223,新北市,2014/08/31,新店,2.7,0.38,-,33.2,30,16,15.19,1.98,13.22,1.89,29.19,71.78
224,新北市,2014/08/31,淡水,3.8,0.33,-,35.7,45,27,15.85,2.17,13.68,-,-,-
225,新北市,2014/08/31,汐止,6.4,0.45,-,29.6,35,22,26.65,8.7,17.95,1.12,29.02,79.12
226,新北市,2014/08/31,土城,2.9,0.42,-,34.0,49,24,21.03,4.32,16.71,1.5,29.8,71.62
227,新北市,2014/08/31,林口,3.8,0.33,-,42.0,42,36,17.86,2.07,15.78,1.59,28.68,73.82
228,新北市,2014/08/31,萬里,3.4,0.26,-,32.7,35,20,11.81,2.49,9.32,2.65,28.2,78.52
229,新北市,2014/08/30,板橋,5.9,0.49,-,28.4,46,22,25.73,5.73,20.0,1.93,30.67,70.87
230,新北市,2014/08/30,三重,3.5,1.36,-,-,51,28,76.11,43.65,32.46,-,31.13,64.3
231,新北市,2014/08/30,菜寮,3.4,0.47,-,28.0,39,27,21.15,3.34,17.81,2.11,30.64,65.04
