序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
121,臺北市,1993/09/13,古亭,3.2,1.65,7.5,-,42,65,41.15,22.81,2.52,0.43,2.12,28.14,-,-,42.0
122,臺北市,1993/09/13,中山,4.9,1.62,5.8,-,45,68,38.56,32.19,2.53,0.47,2.08,29.29,-,-,45.0
123,臺北市,1993/09/13,大同,19.5,7.09,-,-,91,281,235.71,45.89,5.04,3.04,2.01,29.98,-,-,122.0
124,臺北市,1993/09/13,萬華,5.0,1.08,10.0,-,41,38,13.78,24.52,-,-,-,-,-,-,41.0
125,臺北市,1993/09/13,陽明,1.6,0.31,23.7,-,-,5,0.17,-,-,-,-,21.99,-,84.0,57.0
126,臺北市,1993/09/13,士林,1.5,0.89,6.2,-,51,29,16.43,12.29,-,-,-,28.57,-,-,50.0
127,臺北市,1993/09/12,松山,-,0.59,7.4,-,49,25,11.52,13.07,-,-,-,29.17,-,-,49.0
128,臺北市,1993/09/12,古亭,1.6,1.0,7.6,-,29,41,32.45,12.78,1.82,0.12,1.7,29.27,-,-,29.0
129,臺北市,1993/09/12,中山,2.4,1.0,4.1,-,34,44,27.62,16.15,2.14,0.22,1.92,29.78,-,-,34.0
130,臺北市,1993/09/12,大同,12.9,5.04,-,-,67,221,183.36,33.8,3.9,2.03,1.87,30.52,-,-,84.0
131,臺北市,1993/09/12,萬華,1.1,0.65,8.3,-,24,20,7.53,11.98,-,-,-,-,-,-,25.0
132,臺北市,1993/09/12,陽明,0.3,0.19,16.1,-,-,2,0.18,-,-,-,-,22.43,-,78.0,18.0
133,臺北市,1993/09/12,士林,0.7,0.52,8.2,-,35,16,8.48,5.96,-,-,-,29.59,-,-,35.0
134,臺北市,1993/09/11,松山,6.0,0.82,7.2,-,78,60,29.58,29.0,-,-,-,27.71,-,-,64.0
135,臺北市,1993/09/11,古亭,1.5,0.99,14.0,-,28,34,17.03,19.33,1.91,0.17,1.74,28.04,-,-,28.0
136,臺北市,1993/09/11,中山,4.1,1.04,7.8,-,46,48,21.4,25.99,2.07,0.22,1.85,28.53,-,-,46.0
137,臺北市,1993/09/11,大同,18.2,6.42,-,-,103,265,220.25,48.1,4.55,2.76,1.8,29.48,-,-,97.0
138,臺北市,1993/09/11,萬華,3.0,1.02,11.4,-,28,30,8.44,21.1,-,-,-,-,-,-,28.0
139,臺北市,1993/09/11,陽明,9.2,0.25,26.6,-,18,7,0.7,6.09,-,-,-,20.46,-,89.0,33.0
140,臺北市,1993/09/11,士林,3.5,0.52,18.9,-,32,11,4.93,5.93,-,-,-,28.23,-,-,32.0
141,臺北市,1993/09/10,松山,15.3,0.92,10.8,-,75,88,45.4,37.03,-,-,-,25.93,-,-,63.0
142,臺北市,1993/09/10,古亭,6.0,1.09,18.7,-,52,44,18.92,27.3,2.3,0.2,2.12,26.68,-,-,51.0
143,臺北市,1993/09/10,中山,9.1,1.02,10.4,-,58,57,21.47,34.85,2.17,0.24,1.93,27.02,-,-,54.0
144,臺北市,1993/09/10,大同,21.4,5.69,-,-,96,277,222.73,58.09,4.45,2.57,1.88,27.96,-,-,86.0
145,臺北市,1993/09/10,萬華,7.8,1.05,15.3,-,31,36,7.67,28.07,-,-,-,0.0,-,-,31.0
146,臺北市,1993/09/10,陽明,-,0.16,38.2,-,17,7,0.86,-,-,-,-,19.33,-,86.0,39.0
147,臺北市,1993/09/10,士林,5.2,0.57,22.0,-,40,18,5.5,11.85,-,-,-,26.61,-,-,40.0
148,臺北市,1993/09/09,松山,14.8,0.92,14.2,-,92,79,38.02,39.76,-,-,-,25.37,-,-,71.0
149,臺北市,1993/09/09,古亭,7.5,1.23,17.8,-,61,56,21.84,33.08,2.25,0.29,1.96,26.08,-,-,56.0
150,臺北市,1993/09/09,中山,6.1,1.11,13.6,-,64,71,30.12,40.55,2.41,0.38,2.03,26.52,-,-,57.0
151,臺北市,1993/09/09,大同,16.6,5.85,-,-,93,298,231.04,63.21,4.46,2.56,1.91,27.35,-,-,92.0
152,臺北市,1993/09/09,萬華,7.1,0.92,20.6,-,30,31,5.27,25.91,-,-,-,9.83,-,-,30.0
153,臺北市,1993/09/09,陽明,0.3,0.16,52.5,-,16,1,0.01,-,-,-,-,19.45,-,80.0,50.0
154,臺北市,1993/09/09,士林,3.7,0.82,21.2,-,54,32,11.49,19.9,-,-,-,25.75,-,-,53.0
155,臺北市,1993/09/08,松山,6.3,1.22,15.5,-,89,85,43.55,41.75,-,-,-,25.1,-,-,69.0
156,臺北市,1993/09/08,古亭,3.3,1.48,15.8,-,55,62,26.13,35.7,2.5,0.53,1.97,25.69,-,-,53.0
157,臺北市,1993/09/08,中山,6.5,1.39,11.8,-,70,74,30.59,43.9,2.46,0.45,2.0,26.2,-,-,60.0
158,臺北市,1993/09/08,大同,15.0,5.44,-,-,98,241,183.73,56.72,4.36,2.32,2.04,27.33,-,-,103.0
159,臺北市,1993/09/08,萬華,2.5,0.8,20.5,-,39,28,4.17,23.6,-,-,-,25.64,-,-,49.0
160,臺北市,1993/09/08,陽明,-,0.14,51.3,-,17,1,0.03,-,-,-,-,19.05,-,78.0,49.0
161,臺北市,1993/09/08,士林,3.7,0.92,18.2,-,79,37,12.8,24.2,-,-,-,25.33,-,-,64.0
162,臺北市,1993/09/07,松山,-,1.07,18.7,-,63,62,23.52,37.97,-,-,-,25.76,-,-,56.0
163,臺北市,1993/09/07,古亭,3.6,1.4,16.5,-,61,60,27.87,31.82,2.33,0.44,1.9,25.88,-,-,56.0
164,臺北市,1993/09/07,中山,6.4,1.18,14.0,-,55,58,22.37,34.99,2.39,0.33,2.06,26.83,-,-,53.0
165,臺北市,1993/09/07,大同,15.6,4.6,-,-,82,200,157.7,50.38,4.11,2.11,2.0,27.58,-,-,83.0
166,臺北市,1993/09/07,萬華,4.2,0.87,18.9,-,32,29,4.33,23.91,-,-,-,26.03,-,-,32.0
167,臺北市,1993/09/07,陽明,-,0.12,47.5,-,-,1,0.14,-,-,-,-,18.64,-,79.0,43.0
168,臺北市,1993/09/07,士林,4.2,0.93,16.1,-,62,78,24.62,48.57,-,-,-,25.95,-,-,56.0
169,臺北市,1993/09/06,松山,-,0.9,19.6,-,64,40,9.99,29.77,-,-,-,26.46,-,-,58.0
170,臺北市,1993/09/06,古亭,2.4,1.24,19.5,-,63,46,18.24,27.49,2.1,0.31,1.78,27.38,-,-,58.0
171,臺北市,1993/09/06,中山,3.8,1.12,15.3,-,61,51,14.13,37.5,-,-,-,27.8,-,-,56.0
172,臺北市,1993/09/06,大同,16.5,5.79,-,-,93,254,194.65,64.51,4.45,2.52,1.92,28.63,-,-,68.0
173,臺北市,1993/09/06,萬華,1.9,0.94,20.7,-,34,28,3.77,23.46,-,-,-,27.29,-,-,35.0
174,臺北市,1993/09/06,陽明,-,0.11,49.2,-,18,1,0.09,-,-,-,-,19.82,-,84.0,44.0
175,臺北市,1993/09/06,士林,3.2,0.77,23.1,-,57,-,-,-,-,-,-,26.91,-,-,54.0
176,臺北市,1993/09/05,松山,10.5,0.76,19.0,-,60,35,5.62,28.92,-,-,-,26.43,-,-,55.0
177,臺北市,1993/09/05,古亭,5.5,1.01,17.4,-,46,42,12.63,28.64,2.56,0.19,2.37,27.18,-,-,46.0
178,臺北市,1993/09/05,中山,6.8,0.93,15.7,-,61,40,9.81,30.08,-,-,-,27.61,-,-,56.0
179,臺北市,1993/09/05,大同,17.2,5.19,-,-,98,255,198.62,57.89,4.02,2.1,1.91,28.53,-,-,74.0
180,臺北市,1993/09/05,萬華,5.7,0.93,16.7,-,39,30,5.23,25.58,-,-,-,27.0,-,-,39.0
181,臺北市,1993/09/05,陽明,0.6,0.19,46.1,-,19,2,0.12,-,-,-,-,20.26,-,79.0,48.0
182,臺北市,1993/09/05,士林,6.5,0.56,26.1,-,54,-,-,-,-,-,-,27.35,-,-,52.0
183,臺北市,1993/09/04,松山,11.1,1.35,19.6,-,90,64,21.7,41.41,-,-,-,25.88,-,-,70.0
184,臺北市,1993/09/04,古亭,5.7,1.55,17.5,-,78,67,29.93,40.39,2.45,0.38,2.06,27.16,-,-,64.0
185,臺北市,1993/09/04,中山,22.4,1.5,11.2,-,97,85,34.6,50.16,-,-,-,27.02,-,-,73.0
186,臺北市,1993/09/04,大同,35.2,6.65,-,-,144,315,246.3,71.43,4.87,2.8,2.07,27.9,-,-,100.0
187,臺北市,1993/09/04,萬華,7.2,1.44,18.1,-,51,45,7.75,36.62,-,-,-,26.91,-,-,51.0
188,臺北市,1993/09/04,陽明,1.4,0.33,56.1,-,38,3,0.03,-,-,-,-,21.21,-,69.0,55.0
189,臺北市,1993/09/04,士林,10.2,0.94,22.0,-,74,-,-,-,-,-,-,26.2,-,-,62.0
190,臺北市,1993/09/03,松山,8.9,1.62,24.5,-,102,68,24.11,43.33,-,-,-,26.12,-,-,76.0
191,臺北市,1993/09/03,古亭,7.8,1.85,17.8,-,96,75,45.55,37.12,2.71,0.72,1.98,26.51,-,-,73.0
192,臺北市,1993/09/03,中山,13.4,1.71,16.9,-,97,81,35.84,45.2,2.2,0.41,1.78,26.85,-,-,74.0
193,臺北市,1993/09/03,大同,21.9,5.09,-,-,125,210,158.33,55.02,4.69,2.4,2.29,27.79,-,-,88.0
194,臺北市,1993/09/03,萬華,13.1,1.3,18.7,-,68,41,9.0,31.33,-,-,-,26.64,-,-,59.0
195,臺北市,1993/09/03,陽明,2.3,0.35,55.8,-,33,6,1.33,4.95,-,-,-,20.04,-,75.0,52.0
196,臺北市,1993/09/03,士林,6.9,1.44,16.9,-,97,-,-,-,-,-,-,25.75,-,-,73.0
197,臺北市,1993/09/02,松山,-,1.57,19.9,-,88,57,15.57,36.97,-,-,-,25.52,-,-,69.0
198,臺北市,1993/09/02,古亭,6.8,1.95,16.2,-,87,68,40.41,37.35,2.77,0.71,2.07,25.17,-,-,68.0
199,臺北市,1993/09/02,中山,7.1,1.45,18.5,-,87,53,19.12,33.51,2.51,0.47,2.04,25.74,-,-,69.0
200,臺北市,1993/09/02,大同,15.2,4.03,-,-,102,140,115.09,41.38,3.85,1.73,2.12,26.19,-,-,86.0
201,臺北市,1993/09/02,萬華,6.3,1.27,18.2,-,62,37,9.34,28.62,-,-,-,25.52,-,-,56.0
202,臺北市,1993/09/02,陽明,0.8,0.28,52.3,-,20,2,0.09,-,-,-,-,18.73,-,100.0,51.0
203,臺北市,1993/09/02,士林,3.8,1.13,22.3,-,77,40,14.11,21.25,-,-,-,25.17,-,-,64.0
204,臺北市,1993/09/01,松山,-,0.85,18.7,-,54,42,11.85,29.66,-,-,-,26.27,-,-,52.0
205,臺北市,1993/09/01,古亭,4.2,1.91,11.7,-,55,63,27.17,33.99,2.37,0.53,1.84,25.85,-,-,52.0
206,臺北市,1993/09/01,中山,4.5,1.51,8.6,-,57,62,21.85,39.4,2.37,0.33,2.04,26.54,-,-,53.0
207,臺北市,1993/09/01,大同,16.6,5.67,-,-,133,229,178.53,53.53,4.32,2.23,2.09,26.94,-,-,91.0
208,臺北市,1993/09/01,萬華,5.9,1.81,8.2,-,63,52,15.05,37.04,-,-,-,26.18,-,-,56.0
209,臺北市,1993/09/01,陽明,-,0.24,45.6,-,15,1,0.12,-,-,-,-,19.92,-,99.0,53.0
210,臺北市,1993/09/01,士林,2.3,1.15,13.0,-,62,42,13.65,25.92,-,-,-,26.04,-,-,56.0
211,新北市,1993/09/30,板橋,8.3,1.22,11.1,-,78,47,13.12,33.85,2.55,0.5,2.01,24.66,-,-,64.0
212,新北市,1993/09/30,菜寮,7.5,1.55,9.3,-,220,55,23.24,31.71,-,-,-,24.57,-,-,135.0
