序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
41,臺北市,1996/08/26,陽明,1.3,-,27.4,-,15,4,0.04,3.73,-,-,-,22.38,-,87.0,35.0
42,臺北市,1996/08/26,士林,3.3,0.83,-,-,40,33,8.57,24.56,-,-,-,28.79,-,-,40.0
43,臺北市,1996/08/25,松山,4.6,0.91,21.7,-,42,39,17.73,21.4,-,-,-,29.1,-,-,56.0
44,臺北市,1996/08/25,古亭,3.3,1.1,23.7,-,47,44,21.28,22.56,2.49,0.44,2.05,28.76,-,-,73.0
45,臺北市,1996/08/25,中山,4.1,1.08,26.3,-,42,41,15.23,26.16,2.59,0.38,2.2,29.24,-,-,81.0
46,臺北市,1996/08/25,大同,13.2,4.08,-,-,61,147,109.34,37.62,4.11,1.86,2.25,30.25,-,-,68.0
47,臺北市,1996/08/25,萬華,3.5,0.83,28.4,-,46,23,4.49,18.82,-,-,-,28.94,-,-,76.0
48,臺北市,1996/08/25,陽明,5.2,0.32,34.6,-,23,6,0.29,5.3,-,-,-,22.4,-,88.0,56.0
49,臺北市,1996/08/25,士林,3.8,0.8,26.7,-,47,30,8.4,21.74,-,-,-,28.9,-,-,71.0
50,臺北市,1996/08/24,松山,3.3,1.07,10.1,-,38,46,21.86,24.0,-,-,-,29.15,-,-,38.0
51,臺北市,1996/08/24,古亭,2.5,1.43,15.6,-,45,56,25.72,30.76,2.84,0.65,2.19,28.95,-,-,50.0
52,臺北市,1996/08/24,中山,3.6,1.28,20.6,-,43,50,19.78,30.5,2.71,0.56,2.15,29.28,-,-,62.0
53,臺北市,1996/08/24,大同,15.7,5.23,-,-,64,178,134.53,43.14,4.62,2.49,2.13,30.27,-,-,84.0
54,臺北市,1996/08/24,萬華,2.7,0.92,27.8,-,43,28,5.64,22.31,-,-,-,28.89,-,-,78.0
55,臺北市,1996/08/24,陽明,2.1,0.25,34.6,-,17,4,0.13,3.88,-,-,-,22.74,-,87.0,53.0
56,臺北市,1996/08/24,士林,2.8,0.91,22.2,-,45,33,10.49,22.14,-,-,-,29.13,-,-,55.0
57,臺北市,1996/08/23,松山,9.7,1.03,15.9,-,52,45,13.97,31.25,-,-,-,28.73,-,-,70.0
58,臺北市,1996/08/23,古亭,6.3,1.44,17.3,-,55,59,27.03,31.65,2.98,0.81,2.17,28.54,-,-,72.0
59,臺北市,1996/08/23,中山,8.8,1.36,17.1,-,59,54,19.93,34.35,2.71,0.48,2.23,28.71,-,-,88.0
60,臺北市,1996/08/23,大同,19.4,4.49,-,-,71,152,110.97,41.0,4.28,1.91,2.37,29.46,-,-,79.0
61,臺北市,1996/08/23,萬華,6.2,0.82,19.2,-,56,27,3.36,23.36,-,-,-,28.47,-,-,101.0
62,臺北市,1996/08/23,陽明,3.0,0.19,29.5,-,18,6,0.32,6.03,-,-,-,22.92,-,85.0,37.0
63,臺北市,1996/08/23,士林,10.5,0.95,16.9,-,66,40,10.58,29.38,-,-,-,28.57,-,-,59.0
64,臺北市,1996/08/22,松山,9.6,0.93,31.6,-,65,39,9.67,28.95,-,-,-,29.81,-,-,88.0
65,臺北市,1996/08/22,古亭,8.3,0.94,20.6,-,69,40,12.91,27.17,3.26,1.19,2.07,29.65,-,-,59.0
66,臺北市,1996/08/22,中山,12.2,1.05,22.1,-,64,43,10.53,32.42,2.67,0.41,2.26,29.99,-,-,57.0
67,臺北市,1996/08/22,大同,16.1,2.42,-,-,61,81,43.18,37.69,3.53,1.21,2.32,30.46,-,-,55.0
68,臺北市,1996/08/22,萬華,9.1,0.75,22.6,-,62,26,2.48,23.64,-,-,-,29.71,-,-,71.0
69,臺北市,1996/08/22,陽明,6.5,0.25,38.3,-,33,9,0.28,8.71,-,-,-,22.96,-,88.0,56.0
70,臺北市,1996/08/22,士林,9.7,0.62,23.9,-,67,28,4.96,23.46,-,-,-,29.18,-,-,59.0
71,臺北市,1996/08/21,松山,4.4,0.83,14.3,-,32,38,19.56,18.88,-,-,-,29.82,-,-,77.0
72,臺北市,1996/08/21,古亭,4.1,1.17,16.5,-,51,50,25.64,24.73,2.73,0.77,1.98,30.31,-,-,59.0
73,臺北市,1996/08/21,中山,4.7,1.04,12.2,-,33,53,25.95,27.09,2.42,0.25,2.16,30.38,-,-,55.0
74,臺北市,1996/08/21,大同,15.5,4.11,-,-,53,152,113.62,38.18,4.44,2.2,2.24,31.29,-,-,70.0
75,臺北市,1996/08/21,萬華,4.0,0.78,25.0,-,38,25,4.66,20.64,-,-,-,30.27,-,-,113.0
76,臺北市,1996/08/21,陽明,4.4,0.22,38.8,-,22,5,0.27,4.67,-,-,-,25.13,-,76.0,58.0
77,臺北市,1996/08/21,士林,3.7,0.72,23.7,-,40,30,11.47,18.62,-,-,-,30.0,-,-,87.0
78,臺北市,1996/08/20,松山,2.6,0.71,7.6,-,27,30,17.68,12.63,-,-,-,30.26,-,-,28.0
79,臺北市,1996/08/20,古亭,1.4,0.76,10.3,-,27,36,20.75,15.56,2.33,0.29,2.03,30.68,-,-,36.0
80,臺北市,1996/08/20,中山,2.4,0.99,11.9,-,27,38,22.18,16.28,2.47,0.37,2.09,30.48,-,-,48.0
81,臺北市,1996/08/20,大同,14.8,4.78,-,-,50,157,131.32,25.33,4.63,2.55,2.08,31.54,-,-,82.0
82,臺北市,1996/08/20,萬華,1.5,0.69,16.2,-,28,21,7.18,14.23,-,-,-,30.31,-,-,70.0
83,臺北市,1996/08/20,陽明,3.3,0.14,19.6,-,18,4,0.37,3.27,-,-,-,23.35,-,80.0,39.0
84,臺北市,1996/08/20,士林,1.3,0.45,11.4,-,28,14,6.87,7.31,-,-,-,30.01,-,-,50.0
85,臺北市,1996/08/19,松山,4.6,0.99,4.0,-,36,41,26.0,14.62,-,-,-,29.6,-,-,36.0
86,臺北市,1996/08/19,古亭,2.0,0.79,5.8,-,30,34,22.32,12.06,2.34,0.3,2.04,29.85,-,-,30.0
87,臺北市,1996/08/19,中山,5.6,1.15,5.7,-,32,49,31.71,17.59,2.67,0.42,2.24,29.82,-,-,32.0
88,臺北市,1996/08/19,大同,20.9,5.19,-,-,54,185,158.71,26.12,4.71,2.59,2.13,30.87,-,-,85.0
89,臺北市,1996/08/19,萬華,3.2,0.77,6.5,-,32,24,9.51,14.45,-,-,-,29.71,-,-,32.0
90,臺北市,1996/08/19,陽明,4.6,0.11,13.9,-,-,4,1.04,3.11,-,-,-,23.07,-,79.0,21.0
91,臺北市,1996/08/19,士林,3.6,0.61,7.2,-,29,26,14.14,11.97,-,-,-,29.62,-,-,29.0
92,臺北市,1996/08/18,松山,6.4,1.0,12.3,-,46,39,21.38,17.96,-,-,-,29.58,-,-,52.0
93,臺北市,1996/08/18,古亭,6.1,1.19,17.4,-,59,50,27.09,23.35,2.68,0.49,2.18,29.58,-,-,77.0
94,臺北市,1996/08/18,中山,9.8,1.41,17.9,-,53,59,29.72,28.81,3.25,0.53,2.72,29.68,-,-,63.0
95,臺北市,1996/08/18,大同,17.9,3.54,-,-,62,129,94.54,34.78,3.98,1.56,2.42,30.29,-,-,56.0
96,臺北市,1996/08/18,萬華,7.9,1.0,22.2,-,51,34,8.93,25.07,-,-,-,29.27,-,-,86.0
97,臺北市,1996/08/18,陽明,6.1,0.3,17.0,-,-,8,0.95,6.81,-,-,-,22.93,-,81.0,39.0
98,臺北市,1996/08/18,士林,5.6,1.04,16.5,-,45,40,19.95,20.18,-,-,-,29.2,-,-,48.0
99,臺北市,1996/08/17,松山,6.6,1.04,12.0,-,31,42,15.37,26.48,-,-,-,28.29,-,-,32.0
100,臺北市,1996/08/17,古亭,4.9,1.46,14.4,-,49,58,29.66,28.44,2.98,0.63,2.35,28.66,-,-,49.0
101,臺北市,1996/08/17,中山,6.0,1.34,13.7,-,37,59,27.41,31.41,2.9,0.43,2.47,28.37,-,-,41.0
102,臺北市,1996/08/17,大同,11.2,2.9,-,-,41,101,67.47,33.34,4.02,1.34,2.68,28.79,-,-,41.0
103,臺北市,1996/08/17,萬華,6.5,1.11,19.8,-,37,37,10.16,27.26,-,-,-,28.3,-,-,71.0
104,臺北市,1996/08/17,陽明,4.0,0.17,21.4,-,-,4,0.36,3.73,-,-,-,22.24,-,83.0,32.0
105,臺北市,1996/08/17,士林,4.3,0.89,14.1,-,35,34,13.1,21.16,-,-,-,27.9,-,-,45.0
106,臺北市,1996/08/16,松山,6.2,1.38,17.8,-,-,58,21.23,36.43,-,-,-,27.94,-,-,55.0
107,臺北市,1996/08/16,古亭,4.9,1.34,22.8,-,53,54,20.89,33.14,2.8,0.61,2.19,28.27,-,-,72.0
108,臺北市,1996/08/16,中山,6.3,1.55,20.5,-,53,63,25.51,37.58,3.3,0.79,2.51,28.19,-,-,78.0
109,臺北市,1996/08/16,大同,11.6,3.3,-,-,48,105,65.02,39.52,3.79,1.43,2.36,28.53,-,-,48.0
110,臺北市,1996/08/16,萬華,5.5,0.93,27.1,-,44,31,7.16,23.6,-,-,-,28.2,-,-,107.0
111,臺北市,1996/08/16,陽明,4.2,0.27,28.5,-,18,6,0.26,5.95,-,-,-,22.43,-,84.0,44.0
112,臺北市,1996/08/16,士林,4.5,1.13,18.1,-,49,42,18.49,23.49,-,-,-,27.77,-,-,49.0
113,臺北市,1996/08/15,松山,4.7,2.0,11.9,-,58,77,31.4,45.1,-,-,-,27.32,-,-,72.0
114,臺北市,1996/08/15,古亭,3.7,1.72,18.0,-,62,68,35.83,31.78,2.82,0.67,2.15,27.46,-,-,88.0
115,臺北市,1996/08/15,中山,6.5,2.21,16.7,-,52,87,41.98,44.6,3.47,0.97,2.5,27.57,-,-,90.0
116,臺北市,1996/08/15,大同,12.4,4.77,-,-,57,155,107.44,48.02,4.88,2.28,2.6,27.85,-,-,75.0
117,臺北市,1996/08/15,萬華,6.8,1.22,22.9,-,51,44,11.43,32.74,-,-,-,27.31,-,-,121.0
118,臺北市,1996/08/15,陽明,4.7,0.25,29.6,-,26,6,0.29,5.31,-,-,-,22.74,-,83.0,54.0
119,臺北市,1996/08/15,士林,3.8,1.6,15.1,-,61,58,25.95,31.62,-,-,-,26.91,-,-,82.0
120,臺北市,1996/08/14,松山,5.8,1.62,9.2,-,55,59,16.74,42.15,-,-,-,28.36,-,-,53.0
121,臺北市,1996/08/14,古亭,3.7,1.62,16.2,-,68,61,28.01,33.14,2.94,0.63,2.32,28.35,-,-,59.0
122,臺北市,1996/08/14,中山,6.1,1.95,16.1,-,71,83,38.85,44.3,3.69,0.92,2.77,28.5,-,-,60.0
123,臺北市,1996/08/14,大同,8.4,4.56,-,-,73,153,106.01,47.34,4.7,2.05,2.65,28.83,-,-,73.0
124,臺北市,1996/08/14,萬華,3.8,1.14,20.1,-,55,36,5.09,30.96,-,-,-,28.17,-,-,57.0
125,臺北市,1996/08/14,陽明,3.0,0.2,36.5,-,32,5,0.04,4.52,-,-,-,23.56,-,81.0,47.0
126,臺北市,1996/08/14,士林,5.7,1.29,20.2,-,74,46,14.21,31.3,-,-,-,28.19,-,-,62.0
127,臺北市,1996/08/13,松山,9.0,1.21,10.3,-,47,44,9.49,34.8,-,-,-,30.42,-,-,47.0
128,臺北市,1996/08/13,古亭,9.4,1.36,12.8,-,75,61,25.43,35.12,3.09,0.7,2.39,30.82,-,-,62.0
129,臺北市,1996/08/13,中山,9.0,1.36,14.6,-,52,47,14.91,31.87,2.99,0.61,2.38,30.59,-,-,51.0
130,臺北市,1996/08/13,大同,6.9,2.62,-,-,51,75,39.87,35.03,3.55,1.23,2.32,31.02,-,-,51.0
131,臺北市,1996/08/13,萬華,10.9,0.95,19.2,-,57,34,8.22,25.45,-,-,-,30.58,-,-,53.0
132,臺北市,1996/08/13,陽明,3.1,0.31,26.4,-,19,7,0.39,6.26,-,-,-,23.41,-,90.0,35.0
133,臺北市,1996/08/13,士林,5.6,0.68,16.0,-,52,26,6.25,19.51,-,-,-,29.73,-,-,51.0
134,臺北市,1996/08/12,松山,3.4,1.34,4.2,-,52,45,16.34,28.7,-,-,-,28.7,-,-,51.0
135,臺北市,1996/08/12,古亭,4.4,1.67,7.2,-,45,64,42.99,21.12,2.95,0.73,2.21,28.51,-,-,45.0
136,臺北市,1996/08/12,中山,4.1,1.45,6.3,-,34,51,28.77,22.37,2.9,0.62,2.28,28.67,-,-,34.0
137,臺北市,1996/08/12,大同,5.2,2.76,-,-,37,84,60.74,23.17,4.17,1.45,2.72,29.0,-,-,39.0
138,臺北市,1996/08/12,萬華,6.8,1.14,7.8,-,41,38,17.62,20.74,-,-,-,28.77,-,-,41.0
139,臺北市,1996/08/12,陽明,0.3,0.14,17.0,-,11,1,0.06,0.57,-,-,-,22.03,-,92.0,19.0
140,臺北市,1996/08/12,士林,-,1.09,6.5,-,34,35,17.76,17.27,-,-,-,28.1,-,-,34.0
141,臺北市,1996/08/11,松山,4.2,0.95,7.9,-,43,30,8.8,21.24,-,-,-,29.48,-,-,43.0
142,臺北市,1996/08/11,古亭,4.0,1.01,12.3,-,48,36,15.75,20.16,2.52,0.39,2.13,29.52,-,-,48.0
143,臺北市,1996/08/11,中山,8.1,1.11,12.6,-,47,43,21.78,21.55,2.84,0.47,2.37,29.44,-,-,47.0
144,臺北市,1996/08/11,大同,11.5,2.32,-,-,51,73,50.29,23.13,3.51,0.89,2.62,29.95,-,-,50.0
145,臺北市,1996/08/11,萬華,7.4,0.86,14.3,-,50,28,9.2,19.24,-,-,-,29.34,-,-,50.0
146,臺北市,1996/08/11,陽明,0.4,0.15,22.0,-,23,3,1.29,1.72,-,-,-,21.86,-,88.0,25.0
147,臺北市,1996/08/11,士林,2.4,1.04,12.1,-,52,37,17.65,19.01,-,-,-,28.75,-,-,51.0
148,臺北市,1996/08/10,松山,5.3,1.18,16.3,-,48,43,12.63,29.9,-,-,-,28.97,-,-,71.0
149,臺北市,1996/08/10,古亭,4.0,1.23,28.1,-,64,46,20.26,26.04,2.71,0.5,2.2,28.98,-,-,102.0
150,臺北市,1996/08/10,中山,6.8,1.52,26.1,-,61,59,25.57,32.95,2.9,0.47,2.43,29.19,-,-,113.0
151,臺北市,1996/08/10,大同,10.4,4.62,-,-,75,146,104.64,41.44,4.49,2.16,2.33,29.89,-,-,70.0
152,臺北市,1996/08/10,萬華,7.0,1.05,32.2,-,57,34,8.65,24.95,-,-,-,29.03,-,-,131.0
153,臺北市,1996/08/10,陽明,1.3,0.22,30.8,-,17,4,1.7,2.56,-,-,-,22.57,-,85.0,59.0
154,臺北市,1996/08/10,士林,5.8,1.15,26.7,-,62,-,-,-,-,-,-,29.09,-,-,88.0
155,臺北市,1996/08/09,松山,4.7,1.89,12.6,-,71,68,27.18,41.3,-,-,-,28.62,-,-,61.0
156,臺北市,1996/08/09,古亭,4.2,1.97,18.2,-,76,70,34.48,35.88,3.28,0.93,2.35,27.76,-,-,84.0
157,臺北市,1996/08/09,中山,8.3,2.54,15.7,-,71,92,40.82,51.06,4.09,1.39,2.7,28.26,-,-,67.0
158,臺北市,1996/08/09,大同,6.2,4.68,-,-,81,153,100.92,52.05,5.11,2.3,2.81,28.43,-,-,70.0
159,臺北市,1996/08/09,萬華,7.5,1.5,22.4,-,69,49,11.63,37.07,-,-,-,27.72,-,-,92.0
160,臺北市,1996/08/09,陽明,1.1,0.25,31.0,-,13,-,-,-,-,-,-,22.58,-,89.0,37.0
161,臺北市,1996/08/09,士林,5.9,1.72,18.2,-,78,-,-,-,-,-,-,27.87,-,-,77.0
162,臺北市,1996/08/08,松山,5.3,1.85,13.9,-,74,65,26.4,39.01,-,-,-,28.83,-,-,63.0
163,臺北市,1996/08/08,古亭,4.9,2.04,27.9,-,88,67,26.75,40.38,3.11,0.94,2.17,28.81,-,-,98.0
164,臺北市,1996/08/08,中山,6.9,2.07,25.1,-,-,77,27.49,49.21,3.86,1.22,2.64,28.84,-,-,103.0
165,臺北市,1996/08/08,大同,5.8,3.36,-,-,73,110,57.0,52.85,4.65,1.9,2.76,29.11,-,-,62.0
166,臺北市,1996/08/08,萬華,7.4,1.45,32.7,-,75,45,8.77,36.14,-,-,-,28.88,-,-,148.0
167,臺北市,1996/08/08,陽明,3.3,-,38.1,-,29,6,0.46,-,-,-,-,23.09,-,89.0,55.0
168,臺北市,1996/08/08,士林,4.5,1.32,25.2,-,78,46,12.49,33.67,-,-,-,28.53,-,-,98.0
169,臺北市,1996/08/07,松山,9.2,1.0,11.1,-,58,41,7.68,32.94,-,-,-,29.06,-,-,54.0
170,臺北市,1996/08/07,古亭,6.0,1.18,14.7,-,53,45,14.0,30.98,2.95,0.76,2.2,29.2,-,-,51.0
171,臺北市,1996/08/07,中山,10.4,1.23,15.2,-,-,51,16.63,34.62,3.09,0.6,2.49,29.45,-,-,34.0
172,臺北市,1996/08/07,大同,18.7,4.76,-,-,69,151,105.32,45.34,4.9,2.36,2.54,30.16,-,-,93.0
173,臺北市,1996/08/07,萬華,10.4,1.24,15.9,-,54,39,7.72,31.75,-,-,-,29.62,-,-,52.0
174,臺北市,1996/08/07,陽明,2.4,-,32.2,-,15,6,0.23,5.57,-,-,-,23.35,-,85.0,53.0
175,臺北市,1996/08/07,士林,5.8,0.91,22.4,-,49,36,13.01,23.48,-,-,-,29.23,-,-,49.0
176,臺北市,1996/08/06,松山,13.2,0.81,13.8,-,43,35,6.37,28.39,-,-,-,28.97,-,-,43.0
177,臺北市,1996/08/06,古亭,9.6,1.15,13.9,-,39,45,15.34,30.01,2.42,0.37,2.04,29.35,-,-,44.0
178,臺北市,1996/08/06,中山,12.3,1.05,15.5,-,-,44,13.2,30.68,2.56,0.36,2.2,29.11,-,-,35.0
179,臺北市,1996/08/06,大同,19.0,4.61,-,-,61,149,107.98,40.96,4.34,2.25,2.09,29.78,-,-,90.0
180,臺北市,1996/08/06,萬華,10.4,0.99,15.4,-,40,35,6.68,28.35,-,-,-,29.05,-,-,44.0
181,臺北市,1996/08/06,陽明,0.9,-,23.2,-,12,1,0.03,-,-,-,-,22.32,-,85.0,37.0
182,臺北市,1996/08/06,士林,11.0,0.72,15.2,-,34,29,8.06,21.29,-,-,-,28.92,-,-,37.0
183,臺北市,1996/08/05,松山,11.0,1.1,12.3,-,38,38,14.21,24.24,-,-,-,28.6,-,-,65.0
184,臺北市,1996/08/05,古亭,5.7,0.99,18.9,-,40,40,17.88,22.04,2.55,0.42,2.13,29.46,-,-,65.0
185,臺北市,1996/08/05,中山,7.6,0.96,15.0,-,29,40,17.71,22.58,2.46,0.33,2.13,29.03,-,-,55.0
186,臺北市,1996/08/05,大同,14.9,4.19,-,-,51,134,104.14,30.26,4.22,2.08,2.14,29.99,-,-,77.0
187,臺北市,1996/08/05,萬華,7.5,0.92,19.5,-,38,32,9.53,22.74,-,-,-,29.25,-,-,63.0
188,臺北市,1996/08/05,陽明,2.1,-,26.1,-,17,25,19.76,4.58,-,-,-,22.51,-,90.0,34.0
189,臺北市,1996/08/05,士林,3.8,0.57,18.6,-,35,17,4.68,12.25,-,-,-,29.17,-,-,50.0
190,臺北市,1996/08/04,松山,2.0,0.62,3.5,-,22,26,15.11,10.5,-,-,-,29.43,-,-,22.0
191,臺北市,1996/08/04,古亭,0.8,0.59,4.7,-,21,27,17.87,9.01,2.08,0.15,1.93,30.02,-,-,21.0
192,臺北市,1996/08/04,中山,1.2,0.68,5.0,-,20,29,17.51,11.55,2.12,0.13,1.99,29.62,-,-,20.0
193,臺北市,1996/08/04,大同,10.9,3.93,-,-,35,154,134.82,18.97,3.71,1.69,2.03,30.68,-,-,55.0
194,臺北市,1996/08/04,萬華,1.2,0.67,4.8,-,17,21,10.09,10.64,-,-,-,29.8,-,-,17.0
195,臺北市,1996/08/04,陽明,0.7,-,10.7,-,11,84,80.16,3.95,-,-,-,23.18,-,86.0,14.0
196,臺北市,1996/08/04,士林,-,0.36,-,-,18,9,4.02,5.13,-,-,-,29.86,-,-,18.0
197,臺北市,1996/08/03,松山,2.5,0.93,4.5,-,29,35,21.99,12.54,-,-,-,29.45,-,-,29.0
198,臺北市,1996/08/03,古亭,1.3,1.16,3.8,-,32,49,35.92,13.22,2.29,0.36,1.93,29.73,-,-,32.0
199,臺北市,1996/08/03,中山,3.2,1.47,3.8,-,28,54,34.88,18.78,2.67,0.58,2.09,29.65,-,-,28.0
200,臺北市,1996/08/03,大同,13.2,6.6,-,-,60,209,181.15,27.92,5.26,2.98,2.28,30.35,-,-,96.0
201,臺北市,1996/08/03,萬華,1.7,0.99,5.7,-,24,28,14.6,13.58,-,-,-,29.21,-,-,24.0
202,臺北市,1996/08/03,陽明,0.0,-,11.7,-,13,-,-,-,-,-,-,22.76,-,90.0,14.0
203,臺北市,1996/08/03,士林,-,0.84,-,-,31,17,9.22,8.0,-,-,-,29.59,-,-,31.0
204,臺北市,1996/08/02,松山,2.5,1.19,15.4,-,43,38,17.72,19.93,-,-,-,29.88,-,-,56.0
205,臺北市,1996/08/02,古亭,4.8,2.0,13.4,-,65,71,47.06,23.84,3.67,1.02,2.64,29.81,-,-,59.0
206,臺北市,1996/08/02,中山,4.9,2.16,15.4,-,50,70,41.01,28.77,3.77,1.04,2.73,29.93,-,-,71.0
207,臺北市,1996/08/02,大同,9.4,5.94,-,-,73,171,132.8,37.92,5.85,2.63,3.22,30.25,-,-,88.0
208,臺北市,1996/08/02,萬華,9.9,-,4.1,-,53,-,-,-,-,-,-,29.36,-,-,52.0
209,臺北市,1996/08/02,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,89.0,-
210,臺北市,1996/08/02,士林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
211,臺北市,1996/08/01,松山,3.0,1.12,12.6,-,39,42,21.42,20.59,-,-,-,29.11,-,-,39.0
