序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
642,臺中市,2015/07/14,忠明,3.7,0.4,-,34.8,38,28,15.86,2.35,13.51,1.845,0.101,1.743,1.73,1.08,30.17,-,-,73.07,-
643,臺中市,2015/07/14,豐原,2.1,0.29,-,31.0,46,32,10.47,1.95,8.51,1.814,0.11,1.704,1.79,1.2,28.06,-,-,70.42,-
644,臺中市,2015/07/14,沙鹿,3.1,0.29,-,37.5,52,26,10.16,1.22,8.92,-,-,-,1.87,1.14,28.97,-,-,77.94,-
645,臺中市,2015/07/14,大里,3.6,0.37,425.16,30.3,51,31,15.51,2.56,12.94,1.9,0.147,1.754,1.78,1.46,29.68,-,-,68.94,-
646,臺中市,2015/07/13,西屯,5.0,0.31,-,29.7,43,22,15.04,2.13,12.91,2.066,0.25,1.816,1.9,1.5,30.09,1.0,5.84,78.29,39.91
647,臺中市,2015/07/13,忠明,3.8,0.41,-,29.3,31,24,15.92,2.58,13.33,1.876,0.096,1.781,1.85,1.22,29.68,-,-,72.5,-
648,臺中市,2015/07/13,豐原,3.0,0.44,-,28.4,34,25,11.28,1.3,9.98,-,-,-,2.0,1.65,28.1,-,-,75.08,-
649,臺中市,2015/07/13,沙鹿,3.4,0.31,-,30.2,42,16,11.95,1.34,10.56,-,-,-,2.04,1.62,28.74,-,-,81.44,-
650,臺中市,2015/07/13,大里,3.9,0.37,417.96,30.1,39,24,13.66,2.54,11.12,1.942,0.144,1.798,1.89,1.59,29.88,-,-,71.51,-
651,臺中市,2015/07/12,西屯,1.7,0.17,-,32.6,35,18,7.4,0.88,6.51,1.854,0.057,1.797,3.14,2.91,29.89,3.67,6.12,76.34,39.6
652,臺中市,2015/07/12,忠明,1.9,0.33,-,30.3,24,17,9.08,1.4,7.68,1.793,0.05,1.743,2.1,1.81,29.32,-,-,72.08,-
653,臺中市,2015/07/12,豐原,2.6,0.29,-,31.8,30,18,6.53,0.6,5.9,1.801,0.053,1.747,3.61,3.32,27.91,-,-,72.85,-
654,臺中市,2015/07/12,沙鹿,2.3,0.34,-,31.0,40,15,9.2,1.18,8.02,-,-,-,3.17,3.17,28.28,-,-,79.81,-
655,臺中市,2015/07/12,大里,1.5,0.27,410.07,29.3,28,17,8.31,1.68,6.63,1.814,0.055,1.759,2.29,2.02,29.57,-,-,70.62,-
656,臺中市,2015/07/11,西屯,2.2,0.15,-,32.6,37,12,8.46,1.83,6.64,1.765,0.057,1.708,4.23,4.12,29.49,0.0,0.0,77.9,0.0
657,臺中市,2015/07/11,忠明,2.3,0.26,-,30.2,24,11,10.16,2.06,8.1,1.706,0.059,1.647,3.03,2.7,28.79,-,-,74.33,-
658,臺中市,2015/07/11,豐原,2.5,0.18,-,32.3,25,15,4.91,0.71,4.18,1.72,0.053,1.666,5.29,5.18,27.05,-,-,77.11,-
659,臺中市,2015/07/11,沙鹿,2.3,0.24,-,33.5,48,12,8.79,1.32,7.49,-,-,-,4.75,4.51,28.33,-,-,77.97,-
660,臺中市,2015/07/11,大里,1.7,0.21,408.96,31.0,33,15,9.18,2.36,6.82,1.731,0.061,1.671,3.19,2.93,28.88,-,-,73.02,-
661,臺中市,2015/07/10,西屯,2.5,0.12,-,23.0,30,8,7.95,1.79,6.15,1.728,0.07,1.657,4.84,1.3,28.05,1.33,6.11,81.85,132.75
662,臺中市,2015/07/10,忠明,1.6,0.21,-,19.8,17,9,9.83,2.34,7.49,1.67,0.06,1.611,2.54,0.98,27.16,-,-,79.07,-
663,臺中市,2015/07/10,豐原,2.2,0.13,-,18.4,15,6,4.82,0.66,4.14,1.693,0.061,1.631,2.97,1.65,24.94,-,-,84.93,-
664,臺中市,2015/07/10,沙鹿,1.8,0.14,-,23.7,32,7,6.55,0.74,5.78,-,-,-,5.88,2.01,27.8,-,-,84.16,-
665,臺中市,2015/07/10,大里,1.3,0.2,409.32,18.7,17,8,10.96,2.75,8.21,1.71,0.077,1.633,3.44,1.04,27.92,-,-,75.72,-
666,臺中市,2015/07/09,西屯,2.4,0.16,-,29.7,39,13,9.07,1.33,7.73,1.812,0.116,1.696,3.35,1.65,29.97,0.0,0.0,76.49,0.0
667,臺中市,2015/07/09,忠明,2.3,0.26,-,26.5,27,15,10.44,1.69,8.75,1.766,0.038,1.732,2.18,1.31,29.34,-,-,72.6,-
668,臺中市,2015/07/09,豐原,3.1,0.22,-,25.5,37,17,8.14,0.74,7.4,1.783,0.107,1.677,1.79,1.12,27.52,-,-,75.71,-
669,臺中市,2015/07/09,沙鹿,2.1,0.18,-,26.5,44,8,9.22,1.14,8.08,-,-,-,3.5,1.52,30.38,-,-,80.96,-
670,臺中市,2015/07/09,大里,2.6,0.31,418.7,27.8,33,17,14.18,2.32,11.86,1.838,0.152,1.687,2.1,1.32,29.71,-,-,69.83,-
671,臺中市,2015/07/08,西屯,3.1,0.29,-,28.1,51,25,17.01,1.21,15.79,2.057,0.273,1.783,1.79,1.61,28.94,0.5,4.81,87.09,147.07
672,臺中市,2015/07/08,忠明,1.8,0.42,-,28.5,37,22,16.34,1.35,14.99,1.97,0.159,1.812,1.58,1.17,28.12,-,-,83.03,-
673,臺中市,2015/07/08,豐原,1.7,0.37,-,31.3,35,19,10.16,0.28,9.91,1.918,0.205,1.713,1.8,1.42,26.84,-,-,83.04,-
674,臺中市,2015/07/08,沙鹿,3.4,0.37,-,26.6,66,22,18.41,2.16,16.25,-,-,-,1.64,1.4,30.25,-,-,89.83,-
675,臺中市,2015/07/08,大里,3.1,0.42,422.47,27.6,33,18,15.17,2.46,12.72,1.938,0.192,1.746,1.49,1.24,28.51,-,-,79.34,-
676,臺中市,2015/07/07,西屯,2.1,0.17,-,39.1,44,12,9.17,1.17,7.99,1.806,0.099,1.707,2.83,1.56,29.4,4.5,4.46,83.75,35.14
677,臺中市,2015/07/07,忠明,1.6,0.25,-,36.6,29,15,11.66,1.14,10.5,1.765,0.036,1.731,2.22,1.33,28.71,-,-,79.73,-
678,臺中市,2015/07/07,豐原,2.9,0.28,-,26.0,34,19,11.16,1.59,9.58,1.84,0.152,1.688,1.85,1.15,27.23,-,-,79.81,-
679,臺中市,2015/07/07,沙鹿,1.6,0.19,-,42.0,53,7,7.34,1.1,6.25,-,-,-,3.82,1.48,29.85,-,-,90.32,-
680,臺中市,2015/07/07,大里,1.5,0.34,419.61,32.7,54,22,14.1,2.53,11.57,1.888,0.171,1.717,1.9,1.36,29.27,-,-,76.43,-
681,臺中市,2015/07/06,西屯,4.6,0.23,-,34.3,58,17,14.95,2.87,12.08,1.883,0.177,1.706,1.91,1.35,30.17,0.0,0.0,81.44,0.0
682,臺中市,2015/07/06,忠明,3.3,0.3,-,33.7,37,21,14.81,1.93,12.87,1.76,0.08,1.68,1.91,1.18,29.72,-,-,75.9,-
683,臺中市,2015/07/06,豐原,3.1,0.32,-,33.4,48,25,11.49,0.87,10.62,1.849,0.157,1.693,1.92,1.54,27.98,-,-,77.79,-
684,臺中市,2015/07/06,沙鹿,3.4,0.23,-,39.9,58,9,9.61,1.11,8.46,-,-,-,2.79,1.48,30.33,-,-,88.14,-
685,臺中市,2015/07/06,大里,4.0,0.34,412.41,33.2,60,24,16.45,2.98,13.46,1.84,0.137,1.703,1.96,1.71,31.25,-,-,75.9,-
686,臺中市,2015/07/05,西屯,1.6,0.16,-,34.7,44,15,7.14,1.49,5.65,-,-,-,2.72,-,29.93,-,-,79.97,-
687,臺中市,2015/07/05,忠明,1.9,0.23,-,34.0,25,15,9.45,1.02,8.41,-,-,-,2.03,-,29.49,-,-,73.96,-
688,臺中市,2015/07/05,豐原,3.1,0.23,-,28.0,29,19,9.17,1.67,7.5,-,-,-,1.95,-,27.69,-,-,76.03,-
689,臺中市,2015/07/05,沙鹿,2.7,0.19,-,31.4,49,8,8.64,1.43,7.2,-,-,-,3.47,-,29.72,-,-,87.49,-
690,臺中市,2015/07/05,大里,2.0,0.25,412.32,35.9,37,17,10.28,1.49,8.78,-,-,-,1.98,-,32.76,-,-,71.93,-
691,臺中市,2015/07/04,西屯,0.9,0.25,-,29.1,40,18,13.4,2.98,10.42,-,-,-,3.1,-,29.92,-,-,76.39,-
692,臺中市,2015/07/04,忠明,1.9,0.31,-,28.2,26,19,14.74,2.5,12.24,-,-,-,2.04,-,29.53,-,-,70.77,-
693,臺中市,2015/07/04,豐原,3.1,0.23,-,30.1,28,18,10.47,2.45,8.03,-,-,-,1.98,-,27.66,-,-,73.01,-
694,臺中市,2015/07/04,沙鹿,2.1,0.28,-,28.7,49,17,12.02,1.31,10.7,-,-,-,3.11,-,30.33,-,-,78.99,-
695,臺中市,2015/07/04,大里,1.4,0.31,420.49,30.8,34,18,13.42,2.48,10.94,-,-,-,2.31,-,32.43,-,-,69.89,-
696,臺中市,2015/07/03,西屯,2.6,0.25,-,23.8,39,16,15.49,2.77,12.71,-,-,-,2.27,-,30.68,-,-,70.44,-
697,臺中市,2015/07/03,忠明,2.1,0.31,-,26.9,23,15,13.09,1.84,11.25,-,-,-,1.92,-,30.52,-,-,64.7,-
698,臺中市,2015/07/03,豐原,2.6,0.23,-,31.8,32,16,9.6,1.82,7.77,-,-,-,2.88,-,28.9,-,-,65.42,-
699,臺中市,2015/07/03,沙鹿,2.5,0.3,-,21.3,42,12,14.33,2.0,12.34,-,-,-,2.64,-,30.99,-,-,75.11,-
700,臺中市,2015/07/03,大里,2.8,0.3,416.75,27.0,39,26,13.5,2.7,10.8,-,-,-,2.13,-,32.79,-,-,66.98,-
701,臺中市,2015/07/02,西屯,2.7,0.21,-,24.0,50,18,13.42,2.46,10.96,-,-,-,2.96,-,31.39,-,-,69.54,-
702,臺中市,2015/07/02,忠明,2.2,0.27,-,26.7,32,18,11.81,2.18,9.63,-,-,-,2.28,-,30.99,-,-,64.81,-
703,臺中市,2015/07/02,豐原,4.1,0.89,-,31.5,33,23,9.04,2.18,6.86,-,-,-,4.12,-,29.45,-,-,64.99,-
704,臺中市,2015/07/02,沙鹿,2.7,0.25,-,23.1,43,12,11.43,1.72,9.71,-,-,-,3.97,-,31.65,-,-,72.1,-
705,臺中市,2015/07/02,大里,2.6,0.27,408.27,27.6,46,22,10.05,1.62,8.43,-,-,-,2.62,-,33.49,-,-,64.41,-
706,臺中市,2015/07/01,西屯,2.1,0.19,-,22.4,48,17,12.48,1.62,10.88,-,-,-,3.46,-,31.02,-,-,70.52,-
707,臺中市,2015/07/01,忠明,2.1,0.3,-,23.8,27,14,12.08,2.56,9.52,-,-,-,2.55,-,30.78,-,-,65.23,-
708,臺中市,2015/07/01,豐原,2.9,0.19,-,29.1,33,22,7.3,1.3,6.0,-,-,-,4.79,-,29.15,-,-,65.02,-
709,臺中市,2015/07/01,沙鹿,2.3,0.22,-,23.0,42,13,10.92,1.69,9.24,-,-,-,4.27,-,31.41,-,-,73.28,-
710,臺中市,2015/07/01,大里,2.5,0.27,408.43,25.1,46,19,11.36,2.84,8.52,-,-,-,2.87,-,33.03,-,-,65.63,-
711,臺南市,2015/07/31,新營,2.2,0.17,-,17.9,23,8,7.16,1.34,5.81,1.903,0.048,1.856,1.7,1.14,29.9,0.0,0.0,68.94,0.0
712,臺南市,2015/07/31,善化,2.2,0.15,415.58,17.7,21,11,7.1,1.77,5.32,-,-,-,1.87,1.61,29.38,-,-,76.86,-
713,臺南市,2015/07/31,安南,2.3,0.13,-,18.6,20,7,9.83,4.4,5.43,1.757,0.101,1.655,1.94,1.25,30.17,-,-,73.72,-
714,臺南市,2015/07/31,臺南,2.8,0.25,-,22.1,16,8,7.78,1.95,5.83,1.982,0.18,1.802,1.82,1.5,29.74,-,-,67.01,-
715,臺南市,2015/07/30,新營,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,0.0
716,臺南市,2015/07/30,善化,2.6,0.16,418.09,20.2,24,10,9.56,2.04,7.52,-,-,-,2.01,1.84,29.16,-,-,75.77,-
717,臺南市,2015/07/30,安南,1.8,0.2,-,17.7,26,9,11.77,3.05,8.72,1.827,0.187,1.64,2.06,1.87,29.95,-,-,72.92,-
718,臺南市,2015/07/30,臺南,3.1,0.23,-,18.1,20,8,8.84,1.56,7.28,1.896,0.094,1.801,1.82,1.65,29.32,-,-,67.94,-
719,臺南市,2015/07/29,新營,3.6,0.25,-,24.4,29,9,9.02,2.28,6.74,2.057,0.087,1.969,1.5,1.13,28.89,0.0,0.0,72.94,0.0
720,臺南市,2015/07/29,善化,2.5,0.18,413.84,22.6,25,11,10.99,2.2,8.79,-,-,-,1.68,1.53,28.41,-,-,77.84,-
721,臺南市,2015/07/29,安南,2.4,0.21,-,20.8,28,8,11.88,2.76,9.12,1.843,0.22,1.623,1.85,1.61,29.21,-,-,74.2,-
722,臺南市,2015/07/29,臺南,2.7,0.3,-,21.3,23,11,10.62,2.38,8.24,1.942,0.127,1.815,1.57,1.42,28.7,-,-,69.22,-
723,臺南市,2015/07/28,新營,0.7,0.24,-,20.2,27,6,9.91,1.84,8.06,2.153,0.085,2.068,1.33,0.94,27.19,4.0,4.39,78.88,4.32
724,臺南市,2015/07/28,善化,2.2,0.15,414.05,21.0,18,8,7.29,0.99,6.24,-,-,-,1.87,1.64,27.25,-,-,81.06,-
725,臺南市,2015/07/28,安南,2.2,0.28,-,18.6,25,8,15.51,3.15,12.35,1.94,0.233,1.707,1.94,1.65,27.82,-,-,77.92,-
726,臺南市,2015/07/28,臺南,2.3,0.36,-,18.8,19,7,13.73,2.1,11.63,2.029,0.177,1.852,1.7,1.47,27.68,-,-,71.23,-
727,臺南市,2015/07/27,新營,0.8,0.2,-,19.7,26,7,8.24,1.89,6.35,1.999,0.059,1.94,1.79,1.27,28.35,4.38,4.57,76.12,12.33
728,臺南市,2015/07/27,善化,1.9,0.13,409.66,19.4,20,9,6.42,0.97,5.43,-,-,-,2.2,1.92,28.21,-,-,79.73,-
729,臺南市,2015/07/27,安南,1.8,0.22,-,17.3,27,7,11.05,2.18,8.87,1.861,0.158,1.703,1.97,1.66,28.86,-,-,78.65,-
730,臺南市,2015/07/27,臺南,2.4,0.3,-,18.8,23,9,9.66,1.46,8.2,1.983,0.157,1.826,1.75,1.51,28.57,-,-,75.28,-
731,臺南市,2015/07/26,新營,1.7,0.19,-,20.9,31,12,5.67,1.36,4.31,1.944,0.039,1.905,1.85,1.49,30.29,0.0,0.0,71.03,0.0
732,臺南市,2015/07/26,善化,1.6,0.14,407.44,18.7,24,10,7.71,1.54,6.17,-,-,-,2.26,2.03,29.71,-,-,77.3,-
733,臺南市,2015/07/26,安南,1.8,0.14,-,21.4,28,9,6.32,1.94,4.38,1.704,0.033,1.67,2.16,1.94,30.34,-,-,76.24,-
734,臺南市,2015/07/26,臺南,1.5,0.2,-,23.1,25,9,6.04,1.91,4.13,1.846,0.055,1.791,2.05,1.76,29.72,-,-,71.52,-
735,臺南市,2015/07/25,新營,1.1,0.18,-,19.6,29,10,6.64,1.57,5.07,1.94,0.055,1.885,1.89,1.51,29.76,0.0,0.0,71.85,0.0
736,臺南市,2015/07/25,善化,1.9,0.17,410.89,18.7,29,11,8.72,1.33,7.39,-,-,-,2.6,2.5,29.25,-,-,77.89,-
737,臺南市,2015/07/25,安南,1.7,0.19,-,18.7,29,11,8.42,2.61,5.82,1.808,0.136,1.672,2.51,2.31,30.03,-,-,75.82,-
738,臺南市,2015/07/25,臺南,3.0,0.21,-,19.0,28,9,8.19,2.17,6.02,1.914,0.096,1.818,2.13,1.92,29.06,-,-,73.49,-
739,臺南市,2015/07/24,新營,2.8,0.25,-,19.4,32,14,8.8,2.08,6.72,2.046,0.089,1.957,1.95,1.63,29.4,0.0,0.0,69.0,0.0
740,臺南市,2015/07/24,善化,2.6,0.2,417.05,17.7,27,13,11.25,2.05,9.2,-,-,-,2.76,2.59,28.83,-,-,76.05,-
741,臺南市,2015/07/24,安南,4.1,0.27,-,15.6,33,12,12.86,3.25,9.62,1.901,0.207,1.694,2.44,2.34,29.64,-,-,72.81,-
742,臺南市,2015/07/24,臺南,3.5,0.29,-,15.4,29,11,12.01,3.66,8.34,1.97,0.135,1.835,2.02,1.88,28.58,-,-,72.01,-
743,臺南市,2015/07/23,新營,2.5,0.27,-,20.7,29,9,9.85,2.45,7.41,2.087,0.106,1.981,2.11,1.84,29.19,0.0,0.0,69.86,0.0
744,臺南市,2015/07/23,善化,3.2,0.23,415.63,17.4,28,13,11.38,2.83,8.54,-,-,-,2.89,2.76,28.9,-,-,75.41,-
745,臺南市,2015/07/23,安南,6.4,0.36,-,13.6,-,12,17.84,5.03,12.81,2.062,0.351,1.712,2.54,2.36,29.5,-,-,74.15,-
746,臺南市,2015/07/23,臺南,3.1,0.29,-,15.3,25,10,12.22,3.49,8.72,1.986,0.134,1.852,1.88,1.73,28.14,-,-,75.59,-
747,臺南市,2015/07/22,新營,5.1,0.18,-,19.3,24,7,5.26,0.81,4.48,1.95,0.052,1.898,2.45,2.12,27.61,5.7,4.64,74.16,6.17
748,臺南市,2015/07/22,善化,1.7,0.15,398.85,18.8,18,10,6.25,1.12,5.12,-,-,-,3.29,3.26,27.78,-,-,78.45,-
749,臺南市,2015/07/22,安南,4.1,0.3,-,12.2,-,10,18.5,4.51,13.99,1.982,0.285,1.698,2.78,2.64,27.94,-,-,79.77,-
750,臺南市,2015/07/22,臺南,3.2,0.28,-,13.2,24,7,14.58,2.26,12.31,1.986,0.145,1.842,2.38,2.05,27.2,-,-,77.55,-
751,臺南市,2015/07/21,新營,2.3,0.16,-,23.2,28,9,4.79,1.15,3.64,1.883,0.043,1.841,3.1,2.77,29.87,0.0,0.0,62.54,0.0
752,臺南市,2015/07/21,善化,2.3,0.15,397.24,22.8,26,12,5.28,1.21,4.07,-,-,-,4.34,4.24,29.67,-,-,69.21,-
753,臺南市,2015/07/21,安南,4.2,0.25,-,14.8,36,9,14.92,4.75,10.17,1.962,0.278,1.684,3.74,3.6,30.5,-,-,67.02,-
754,臺南市,2015/07/21,臺南,3.3,0.27,-,15.5,32,11,10.71,1.94,8.76,1.93,0.123,1.806,2.94,2.76,29.34,-,-,65.34,-
755,臺南市,2015/07/20,新營,1.9,0.16,-,20.9,18,6,4.24,1.28,2.96,1.825,0.027,1.799,2.97,2.53,27.85,12.17,5.14,78.3,4.52
756,臺南市,2015/07/20,善化,1.8,0.12,392.02,20.6,19,7,5.21,1.11,4.08,-,-,-,4.28,4.12,28.1,-,-,81.62,-
757,臺南市,2015/07/20,安南,3.6,0.24,-,16.4,29,7,14.56,3.84,10.71,1.964,0.296,1.667,3.84,3.49,28.18,-,-,82.74,-
758,臺南市,2015/07/20,臺南,2.7,0.21,-,18.6,24,7,9.57,1.79,7.78,1.885,0.09,1.795,3.06,2.67,27.52,-,-,79.27,-
759,臺南市,2015/07/19,新營,1.4,0.14,-,22.4,13,3,3.77,1.11,2.65,1.852,0.013,1.839,2.98,2.28,27.61,10.5,4.85,81.32,4.22
760,臺南市,2015/07/19,善化,1.7,0.08,393.62,22.6,15,5,3.5,1.08,2.43,-,-,-,4.35,4.18,27.48,-,-,85.83,-
761,臺南市,2015/07/19,安南,1.7,0.19,-,21.6,18,5,7.52,1.16,6.37,1.734,0.069,1.665,3.74,3.59,27.39,-,-,87.91,-
762,臺南市,2015/07/19,臺南,2.0,0.19,-,23.3,15,4,7.7,1.47,6.23,1.85,0.054,1.796,3.08,2.94,26.6,-,-,85.47,-
763,臺南市,2015/07/18,新營,2.8,0.24,-,33.2,36,23,7.26,1.06,6.21,1.968,0.052,1.916,1.97,1.36,29.68,0.0,0.0,74.18,0.0
764,臺南市,2015/07/18,善化,2.1,0.2,402.2,34.1,30,19,9.64,1.14,8.5,-,-,-,1.99,1.61,29.18,-,-,80.28,-
765,臺南市,2015/07/18,安南,2.3,0.23,-,34.3,31,16,9.62,1.45,8.17,1.841,0.113,1.729,1.92,1.38,29.44,-,-,80.86,-
766,臺南市,2015/07/18,臺南,2.2,0.24,-,39.6,29,13,7.9,0.94,6.95,1.933,0.083,1.85,1.96,1.62,28.98,-,-,75.78,-
767,臺南市,2015/07/17,新營,3.4,0.28,-,40.7,62,38,10.1,1.13,8.97,2.028,0.074,1.953,1.77,1.1,30.13,0.0,0.0,71.12,0.0
768,臺南市,2015/07/17,善化,3.1,0.25,424.16,38.7,55,38,8.76,1.17,7.59,-,-,-,1.78,1.42,29.97,-,-,76.27,-
769,臺南市,2015/07/17,安南,2.8,0.23,-,40.0,52,34,8.84,1.78,7.06,1.902,0.091,1.811,1.93,1.22,30.84,-,-,72.15,-
770,臺南市,2015/07/17,臺南,4.4,0.33,-,38.4,48,24,9.74,1.12,8.62,2.034,0.129,1.905,1.91,1.38,30.49,-,-,65.14,-
771,臺南市,2015/07/16,新營,2.6,0.29,-,34.1,41,20,12.04,1.94,10.1,2.054,0.097,1.957,1.96,1.14,30.02,0.0,0.0,71.78,0.0
772,臺南市,2015/07/16,善化,2.7,0.25,422.72,35.6,36,20,7.6,1.4,6.2,-,-,-,2.18,1.88,29.65,-,-,78.25,-
773,臺南市,2015/07/16,安南,2.1,0.23,-,35.6,37,16,9.49,1.66,7.83,1.879,0.099,1.781,2.3,1.25,30.55,-,-,74.68,-
774,臺南市,2015/07/16,臺南,1.9,0.31,-,35.0,30,14,9.1,0.93,8.16,2.026,0.126,1.9,2.03,1.34,30.02,-,-,68.69,-
775,臺南市,2015/07/15,新營,2.4,0.27,-,39.1,32,15,7.24,1.1,6.12,1.973,0.061,1.912,1.85,1.36,29.67,16.5,3.65,73.93,34.07
776,臺南市,2015/07/15,善化,2.8,0.22,410.31,33.8,27,14,7.87,1.23,6.64,-,-,-,2.27,1.93,29.16,-,-,80.13,-
777,臺南市,2015/07/15,安南,2.9,0.27,-,29.0,28,11,10.08,1.68,8.41,1.888,0.146,1.742,2.23,2.03,30.2,-,-,75.55,-
778,臺南市,2015/07/15,臺南,3.9,0.26,-,25.8,23,-,8.95,1.52,7.43,1.977,0.101,1.875,1.9,1.75,29.18,-,-,72.23,-
779,臺南市,2015/07/14,新營,2.1,0.28,-,33.5,33,16,6.17,0.72,5.4,2.082,0.063,2.019,1.68,1.09,30.08,0.0,0.0,72.4,0.0
780,臺南市,2015/07/14,善化,1.9,0.23,417.34,33.4,29,22,5.96,1.27,4.68,-,-,-,1.7,1.5,29.33,-,-,79.04,-
781,臺南市,2015/07/14,安南,2.5,0.28,-,32.1,30,13,10.08,1.5,8.59,1.95,0.17,1.78,2.04,1.53,30.18,-,-,74.05,-
782,臺南市,2015/07/14,臺南,1.9,0.34,-,-,29,14,9.92,1.21,8.71,2.043,0.119,1.924,1.76,1.62,29.11,-,-,70.57,-
783,臺南市,2015/07/13,新營,3.0,0.29,-,31.2,39,17,5.38,1.07,4.29,2.065,0.056,2.009,1.77,1.44,29.83,1.5,5.37,75.77,27.9
784,臺南市,2015/07/13,善化,1.3,0.24,401.89,32.4,30,13,6.43,1.11,5.29,-,-,-,2.52,2.37,29.42,-,-,81.28,-
785,臺南市,2015/07/13,安南,2.0,0.31,-,31.3,35,14,7.37,0.9,6.52,1.928,0.12,1.808,2.25,1.99,29.58,-,-,81.7,-
786,臺南市,2015/07/13,臺南,2.5,0.33,-,7.2,27,16,8.67,1.19,7.48,2.074,0.101,1.972,1.97,1.71,28.64,-,-,78.46,-
787,臺南市,2015/07/12,新營,0.6,0.29,-,30.7,35,17,5.04,1.11,3.92,2.042,0.044,1.998,2.22,1.86,29.4,0.5,4.12,76.45,18.07
788,臺南市,2015/07/12,善化,1.3,0.25,397.76,29.2,33,17,6.31,1.08,5.22,-,-,-,2.9,2.86,28.95,-,-,82.14,-
789,臺南市,2015/07/12,安南,1.1,0.29,-,31.3,38,17,6.26,0.44,5.81,1.885,0.064,1.821,2.9,2.79,29.72,-,-,80.88,-
790,臺南市,2015/07/12,臺南,1.8,0.29,-,33.6,33,18,6.3,1.16,5.14,2.012,0.06,1.952,2.61,2.45,29.17,-,-,77.48,-
791,臺南市,2015/07/11,新營,1.8,0.22,-,28.7,34,11,5.3,0.88,4.39,1.91,0.042,1.868,2.27,2.0,29.81,0.0,0.0,75.71,0.0
792,臺南市,2015/07/11,善化,1.6,0.17,396.32,28.9,30,12,10.17,1.91,8.27,-,-,-,4.04,3.9,29.54,-,-,80.25,-
793,臺南市,2015/07/11,安南,1.4,0.21,-,30.4,35,11,5.89,1.19,4.75,1.766,0.065,1.701,3.6,3.39,30.06,-,-,78.93,-
794,臺南市,2015/07/11,臺南,1.9,0.21,-,30.7,31,10,4.98,1.01,3.97,1.882,0.055,1.827,3.31,3.02,29.08,-,-,75.8,-
795,臺南市,2015/07/10,新營,2.1,0.22,-,21.9,38,11,9.23,1.37,7.85,1.875,0.049,1.825,3.44,1.52,28.69,0.0,0.0,77.58,0.0
796,臺南市,2015/07/10,善化,2.2,0.18,407.88,23.4,35,14,8.19,1.19,6.98,-,-,-,4.88,2.55,28.88,-,-,80.43,-
797,臺南市,2015/07/10,安南,1.9,0.18,-,25.6,41,9,7.36,0.84,6.56,1.763,0.064,1.699,4.39,2.06,29.11,-,-,79.91,-
798,臺南市,2015/07/10,臺南,2.5,0.26,-,26.1,38,12,8.41,1.46,6.95,1.946,0.105,1.84,3.32,1.74,28.76,-,-,73.55,-
799,臺南市,2015/07/09,新營,2.0,0.26,-,29.9,40,15,8.94,1.43,7.5,1.982,0.069,1.913,2.18,1.13,29.58,0.0,0.0,77.89,0.0
800,臺南市,2015/07/09,善化,2.6,0.2,415.48,31.4,30,15,6.47,0.99,5.48,-,-,-,2.68,1.8,-,-,-,80.72,-
801,臺南市,2015/07/09,安南,2.7,0.24,-,35.4,35,11,8.54,1.34,7.18,1.837,0.094,1.742,2.42,1.42,29.51,-,-,81.27,-
802,臺南市,2015/07/09,臺南,3.6,0.35,-,39.9,30,11,10.11,1.7,8.41,2.013,0.13,1.882,2.33,1.54,29.18,-,-,75.13,-
803,臺南市,2015/07/08,新營,1.7,0.3,-,26.3,34,15,9.7,1.07,8.63,2.119,0.097,2.022,1.12,0.76,27.89,1.06,5.77,88.09,7.32
804,臺南市,2015/07/08,善化,2.1,0.22,423.38,23.3,22,13,6.77,0.66,6.07,-,-,-,1.15,1.1,27.8,-,-,88.47,-
805,臺南市,2015/07/08,安南,2.9,0.4,-,24.0,44,17,19.03,3.72,15.3,2.138,0.333,1.806,1.49,1.18,27.37,-,-,91.8,-
806,臺南市,2015/07/08,臺南,2.5,0.47,-,25.6,27,13,15.39,1.94,13.44,2.151,0.221,1.93,1.55,1.3,26.83,-,-,86.61,-
807,臺南市,2015/07/07,新營,2.2,0.27,-,30.9,50,18,11.03,1.31,9.73,2.018,0.082,1.935,1.57,1.0,28.33,20.5,4.66,85.89,8.62
808,臺南市,2015/07/07,善化,2.4,0.24,423.32,29.5,42,19,8.91,1.07,7.81,-,-,-,1.84,1.45,28.39,-,-,86.23,-
809,臺南市,2015/07/07,安南,2.3,0.3,-,31.9,44,23,12.74,1.26,11.47,1.975,0.138,1.837,1.57,0.96,28.19,-,-,88.64,-
810,臺南市,2015/07/07,臺南,2.6,0.48,-,31.7,43,25,14.46,1.22,13.23,2.166,0.199,1.967,1.61,1.2,27.86,-,-,82.78,-
