序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
113,臺北市,2014/12/15,松山,2.8,0.82,435.8,14.0,37,20,48.96,17.58,31.37,1.14,18.64,74.32
114,臺北市,2014/12/15,古亭,2.4,0.82,-,13.2,50,21,43.52,13.57,29.95,1.33,18.89,77.72
115,臺北市,2014/12/15,中山,5.7,1.18,-,9.7,63,22,66.62,30.15,36.48,1.1,19.32,77.21
116,臺北市,2014/12/15,大同,4.4,1.95,-,-,56,16,94.21,57.14,37.08,-,-,-
117,臺北市,2014/12/15,萬華,4.3,0.99,-,10.8,40,21,53.03,18.63,34.4,0.94,19.01,75.95
118,臺北市,2014/12/15,陽明,2.8,0.3,411.03,37.1,22,20,7.11,1.37,5.73,-,12.71,88.13
119,臺北市,2014/12/15,士林,2.5,0.63,-,18.6,32,16,34.56,11.31,23.24,1.27,18.74,75.57
120,臺北市,2014/12/14,松山,1.5,0.42,416.8,24.8,42,17,23.95,4.01,19.93,1.68,16.39,66.51
121,臺北市,2014/12/14,古亭,1.9,0.38,-,27.0,51,16,19.13,3.2,15.94,2.82,16.87,69.26
122,臺北市,2014/12/14,中山,3.0,0.5,-,22.3,63,17,28.37,5.61,22.76,2.56,17.24,68.41
123,臺北市,2014/12/14,大同,4.3,1.01,-,-,70,13,73.33,41.47,31.86,-,-,-
124,臺北市,2014/12/14,萬華,3.4,0.41,-,19.7,44,18,30.37,6.9,23.47,2.7,16.99,63.06
125,臺北市,2014/12/14,陽明,2.1,0.18,417.02,41.2,18,12,2.3,0.29,1.95,-,8.72,92.07
126,臺北市,2014/12/14,士林,4.6,0.25,-,38.9,37,15,9.05,1.29,7.76,2.61,17.19,63.46
127,臺北市,2014/12/13,松山,4.9,0.42,421.31,31.2,84,28,20.88,3.07,17.81,2.27,14.2,54.9
128,臺北市,2014/12/13,古亭,5.2,0.45,-,28.3,86,30,22.6,3.75,18.84,2.85,14.53,59.1
129,臺北市,2014/12/13,中山,4.4,0.57,-,24.8,107,28,30.97,7.57,23.4,2.31,14.87,58.78
130,臺北市,2014/12/13,大同,4.8,0.86,-,-,95,23,54.79,26.55,28.24,-,-,-
131,臺北市,2014/12/13,萬華,4.7,0.48,-,24.4,83,27,28.63,5.46,23.17,2.69,14.65,54.69
132,臺北市,2014/12/13,陽明,4.3,0.29,418.64,40.6,50,25,5.51,0.6,4.88,-,5.76,82.88
133,臺北市,2014/12/13,士林,5.2,0.36,-,38.7,80,27,11.66,2.34,9.32,2.72,14.33,55.78
134,臺北市,2014/12/12,松山,4.0,0.56,424.17,26.1,64,27,23.31,4.24,19.06,1.89,14.02,73.24
135,臺北市,2014/12/12,古亭,2.5,0.65,-,19.6,67,29,29.98,6.36,23.61,1.97,14.36,81.11
136,臺北市,2014/12/12,中山,2.3,0.76,-,18.2,76,24,38.19,12.65,25.53,1.63,14.89,75.02
137,臺北市,2014/12/12,大同,3.7,1.31,-,-,76,19,79.59,47.48,32.11,-,-,-
138,臺北市,2014/12/12,萬華,2.7,0.67,-,16.6,62,27,34.66,8.83,25.83,1.67,14.61,73.63
139,臺北市,2014/12/12,陽明,2.6,0.4,421.4,37.6,29,16,5.17,0.37,4.75,-,6.39,96.01
140,臺北市,2014/12/12,士林,3.5,0.52,-,29.0,54,26,16.64,2.47,14.19,1.56,14.03,73.05
141,臺北市,2014/12/11,松山,1.4,0.6,426.84,17.2,24,14,26.55,7.06,19.49,2.02,17.25,83.43
142,臺北市,2014/12/11,古亭,-,-,-,-,34,17,-,-,-,-,-,-
143,臺北市,2014/12/11,中山,1.4,0.91,-,10.1,42,13,42.59,16.77,25.82,1.94,18.57,81.1
144,臺北市,2014/12/11,大同,3.5,1.57,-,-,41,9,82.59,53.07,29.51,-,-,-
145,臺北市,2014/12/11,萬華,1.9,0.75,-,10.5,24,13,36.74,12.36,24.38,2.21,18.21,80.85
146,臺北市,2014/12/11,陽明,1.9,0.43,424.55,27.7,5,3,7.81,0.69,7.07,-,10.82,99.64
147,臺北市,2014/12/11,士林,1.8,0.54,-,20.9,17,10,21.69,4.71,16.98,1.97,18.28,74.26
148,臺北市,2014/12/10,松山,3.5,0.76,427.42,19.4,35,16,42.37,14.75,27.62,1.25,20.67,84.45
149,臺北市,2014/12/10,古亭,3.5,0.87,-,16.7,39,17,41.8,14.8,27.0,1.46,21.05,89.51
150,臺北市,2014/12/10,中山,4.7,0.93,-,16.6,47,18,47.74,17.86,29.89,1.51,21.36,85.17
151,臺北市,2014/12/10,大同,3.8,1.98,-,-,50,13,82.88,49.84,33.05,-,-,-
152,臺北市,2014/12/10,萬華,3.6,0.86,-,18.0,35,15,38.35,10.99,27.35,1.32,21.25,84.26
153,臺北市,2014/12/10,陽明,1.1,0.21,401.74,41.5,7,6,3.21,0.52,2.63,-,15.09,99.45
154,臺北市,2014/12/10,士林,2.0,0.54,-,25.6,28,16,29.07,8.06,21.02,1.53,21.26,80.02
155,臺北市,2014/12/09,松山,2.6,0.45,418.22,27.8,45,24,28.19,5.33,22.86,2.05,18.01,84.28
156,臺北市,2014/12/09,古亭,2.6,0.49,-,27.7,51,26,23.23,3.62,19.6,2.87,18.42,89.15
157,臺北市,2014/12/09,中山,3.3,0.59,-,25.9,68,22,32.33,8.72,23.61,2.72,19.05,82.79
158,臺北市,2014/12/09,大同,3.7,1.32,-,-,56,17,74.58,41.83,32.75,-,-,-
159,臺北市,2014/12/09,萬華,3.6,0.5,-,25.1,43,23,30.55,6.54,24.01,3.09,18.81,81.81
160,臺北市,2014/12/09,陽明,1.7,0.24,408.99,47.4,11,5,2.07,0.81,1.27,-,11.78,98.26
161,臺北市,2014/12/09,士林,1.9,0.32,-,44.1,34,17,9.59,2.0,7.59,2.87,19.42,72.49
162,臺北市,2014/12/08,松山,2.8,0.47,433.31,31.8,36,25,21.78,3.27,18.51,2.23,16.8,85.69
163,臺北市,2014/12/08,古亭,3.0,0.52,-,27.4,46,27,23.46,3.88,19.58,2.71,17.18,92.07
164,臺北市,2014/12/08,中山,2.8,0.65,-,26.1,58,23,31.26,7.86,23.4,2.2,18.09,82.78
165,臺北市,2014/12/08,大同,3.4,1.37,-,-,46,16,75.49,42.1,33.39,-,-,-
166,臺北市,2014/12/08,萬華,3.1,0.54,-,25.2,43,23,29.37,5.78,23.59,2.58,17.78,81.81
167,臺北市,2014/12/08,陽明,2.4,0.32,410.35,44.4,11,9,5.16,1.37,3.79,-,10.52,96.43
168,臺北市,2014/12/08,士林,3.0,0.4,-,39.5,28,15,15.36,4.53,10.83,2.33,18.18,72.67
169,臺北市,2014/12/07,松山,1.8,0.41,441.01,29.5,36,18,22.95,4.64,18.32,1.65,19.26,61.75
170,臺北市,2014/12/07,古亭,1.8,0.35,-,32.8,47,17,18.22,3.48,14.73,2.79,20.32,61.58
171,臺北市,2014/12/07,中山,2.4,0.5,-,26.6,53,18,30.11,7.42,22.69,2.45,20.59,61.04
172,臺北市,2014/12/07,大同,3.2,1.02,-,-,54,13,72.71,38.52,34.18,-,-,-
173,臺北市,2014/12/07,萬華,2.4,0.43,-,24.7,42,18,31.32,7.47,23.85,2.75,20.29,59.39
174,臺北市,2014/12/07,陽明,2.7,0.16,404.48,44.6,21,15,2.74,0.79,1.94,-,12.09,84.85
175,臺北市,2014/12/07,士林,2.3,0.24,-,43.4,35,15,9.63,1.42,8.21,2.64,20.58,57.68
176,臺北市,2014/12/06,松山,2.5,0.34,438.77,33.8,39,14,17.04,2.82,14.23,2.05,16.16,55.61
177,臺北市,2014/12/06,古亭,2.2,0.31,-,34.3,45,16,14.4,2.99,11.4,3.34,16.63,58.73
178,臺北市,2014/12/06,中山,2.0,0.45,-,27.4,60,16,25.7,5.41,20.29,2.88,17.08,58.22
179,臺北市,2014/12/06,大同,3.6,0.91,-,-,57,12,63.63,33.02,30.62,-,-,-
180,臺北市,2014/12/06,萬華,2.6,0.37,-,26.3,43,17,25.32,4.75,20.57,3.3,16.75,55.27
181,臺北市,2014/12/06,陽明,2.4,0.16,414.2,43.8,21,13,2.58,0.88,1.69,-,7.84,82.3
182,臺北市,2014/12/06,士林,3.5,0.25,-,41.1,37,18,10.76,2.62,8.14,3.23,16.42,56.53
183,臺北市,2014/12/05,松山,4.6,0.49,432.01,27.7,64,30,23.94,4.0,19.95,1.94,14.47,55.42
184,臺北市,2014/12/05,古亭,4.7,0.49,-,26.9,72,34,23.48,4.54,18.94,2.87,14.79,59.52
185,臺北市,2014/12/05,中山,4.6,0.69,-,21.7,92,28,37.83,11.23,26.59,2.16,15.36,58.7
186,臺北市,2014/12/05,大同,5.6,1.06,-,-,79,24,75.37,43.77,31.59,-,-,-
187,臺北市,2014/12/05,萬華,4.1,0.54,-,21.7,69,32,33.89,7.93,25.97,2.68,15.02,54.91
188,臺北市,2014/12/05,陽明,3.6,0.27,432.16,39.7,40,26,5.01,1.52,3.5,-,6.19,81.81
189,臺北市,2014/12/05,士林,4.0,0.39,-,35.4,65,29,13.88,2.0,11.87,2.43,14.63,56.28
190,臺北市,2014/12/04,松山,2.2,0.6,429.43,18.5,38,20,30.71,6.12,24.59,2.02,14.93,74.03
191,臺北市,2014/12/04,古亭,3.2,0.62,-,14.9,50,22,33.65,7.67,25.98,2.06,15.26,81.24
192,臺北市,2014/12/04,中山,3.6,0.8,-,13.1,57,21,46.72,16.26,30.46,1.8,15.68,77.49
193,臺北市,2014/12/04,大同,4.3,1.31,-,-,57,17,79.41,46.3,33.12,-,-,-
194,臺北市,2014/12/04,萬華,3.3,0.68,-,12.4,44,25,38.86,9.55,29.3,1.82,15.43,75.28
195,臺北市,2014/12/04,陽明,3.4,0.34,422.96,33.0,23,-,7.5,0.55,6.94,-,7.55,93.05
196,臺北市,2014/12/04,士林,3.5,0.53,-,21.7,32,18,23.74,4.21,19.53,1.89,14.73,74.33
197,臺北市,2014/12/03,松山,2.0,0.64,422.72,22.2,30,12,39.49,16.15,23.34,1.51,20.98,65.53
198,臺北市,2014/12/03,古亭,2.2,0.61,-,20.7,42,12,33.81,11.59,22.22,2.09,21.59,67.32
199,臺北市,2014/12/03,中山,4.1,0.83,-,19.8,55,11,48.23,21.04,27.19,2.13,21.75,66.97
200,臺北市,2014/12/03,大同,4.5,1.91,-,-,56,10,103.81,66.9,36.92,-,-,-
201,臺北市,2014/12/03,萬華,4.1,0.75,-,18.2,34,13,43.06,15.61,27.45,1.96,21.63,65.37
202,臺北市,2014/12/03,陽明,1.6,0.16,403.15,38.2,14,8,3.15,0.41,2.72,-,14.06,86.36
203,臺北市,2014/12/03,士林,1.6,0.48,-,27.0,30,10,26.27,8.06,18.21,2.14,21.28,65.77
204,臺北市,2014/12/02,松山,2.3,0.44,418.17,22.9,62,25,26.75,5.71,21.04,1.83,15.85,70.26
205,臺北市,2014/12/02,古亭,2.1,0.38,-,26.6,69,24,18.29,4.02,14.27,3.21,16.1,74.33
206,臺北市,2014/12/02,中山,2.4,0.64,-,17.8,89,21,36.43,11.56,24.88,2.49,16.67,71.84
207,臺北市,2014/12/02,大同,3.4,1.17,-,-,83,19,76.49,46.47,30.02,-,-,-
208,臺北市,2014/12/02,萬華,2.4,0.47,-,19.7,66,24,31.05,8.0,23.04,2.93,16.45,69.05
209,臺北市,2014/12/02,陽明,1.7,0.22,408.4,39.2,25,15,3.21,0.25,3.03,-,8.37,92.6
210,臺北市,2014/12/02,士林,2.8,0.31,-,34.1,53,22,12.67,2.51,10.16,2.74,16.16,66.16
211,臺北市,2014/12/01,松山,3.1,0.66,428.41,24.7,49,25,20.63,3.87,16.77,2.67,17.75,75.42
212,臺北市,2014/12/01,古亭,2.9,0.69,-,21.0,58,26,22.31,4.77,17.54,2.89,18.13,80.4
213,臺北市,2014/12/01,中山,2.1,0.84,-,18.8,68,21,29.91,8.51,21.39,2.22,18.68,76.41
214,臺北市,2014/12/01,大同,3.8,1.27,-,-,59,20,61.28,35.74,25.54,-,-,-
215,臺北市,2014/12/01,萬華,2.5,0.72,-,18.2,46,25,26.68,6.1,20.58,2.73,18.39,75.05
216,臺北市,2014/12/01,陽明,1.7,0.5,421.29,34.6,23,17,5.11,0.45,4.62,-,10.67,94.83
217,臺北市,2014/12/01,士林,2.1,0.59,-,28.6,49,20,14.69,2.3,12.39,2.69,17.95,72.16
218,新北市,2014/12/31,板橋,3.8,0.86,-,22.4,58,31,43.77,14.86,28.9,1.9,16.76,58.66
219,新北市,2014/12/31,三重,5.2,2.15,-,-,74,30,151.55,100.82,50.74,-,17.13,60.18
220,新北市,2014/12/31,菜寮,4.5,0.9,-,23.9,61,33,45.06,14.21,30.85,2.03,16.89,58.86
221,新北市,2014/12/31,永和,2.5,0.92,-,28.5,50,26,42.0,17.35,24.65,2.07,17.0,65.51
222,新北市,2014/12/31,新莊,4.4,1.07,-,24.6,60,32,55.91,23.12,32.79,2.66,16.41,63.91
223,新北市,2014/12/31,新店,3.3,0.51,-,34.8,43,27,20.89,3.07,17.81,1.75,16.63,61.94
224,新北市,2014/12/31,淡水,3.2,0.62,-,28.9,58,25,28.95,6.16,22.79,-,-,-
225,新北市,2014/12/31,汐止,8.5,0.63,-,21.9,62,36,56.5,27.8,28.69,1.57,15.96,72.04
226,新北市,2014/12/31,土城,4.2,0.72,-,27.0,56,36,57.9,31.3,26.6,1.17,16.59,64.59
227,新北市,2014/12/31,林口,2.7,0.48,-,38.6,58,35,22.08,2.94,19.14,2.09,15.31,68.45
228,新北市,2014/12/31,萬里,4.3,0.33,-,47.8,60,28,8.5,1.97,6.53,5.13,16.18,71.35
229,新北市,2014/12/30,板橋,3.7,0.81,-,25.4,71,36,39.86,8.11,31.75,1.91,15.8,57.64
230,新北市,2014/12/30,三重,4.9,2.06,-,-,89,36,134.29,82.86,51.43,-,16.34,56.86
231,新北市,2014/12/30,菜寮,3.8,0.82,-,27.3,74,38,37.45,6.29,31.16,2.36,16.1,56.16
