序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
24,臺北市,2014/07/28,中山,0.9,0.4,-,-,38,10,23.62,10.5,13.12,2.16,31.28,64.04
25,臺北市,2014/07/28,大同,3.0,1.11,-,-,36,7,60.32,42.84,17.48,-,-,-
26,臺北市,2014/07/28,萬華,2.2,0.34,-,10.4,21,10,22.04,9.83,12.2,2.27,31.08,63.93
27,臺北市,2014/07/28,陽明,2.0,0.05,400.57,16.6,9,6,2.06,0.71,1.31,-,23.36,92.68
28,臺北市,2014/07/28,士林,2.1,0.18,-,15.4,23,8,10.88,4.96,5.93,2.23,30.65,65.93
29,臺北市,2014/07/27,松山,1.9,0.33,431.92,20.0,37,14,17.17,6.35,10.82,1.58,30.78,61.93
30,臺北市,2014/07/27,古亭,2.3,0.28,-,19.8,30,13,14.42,4.85,9.57,2.31,30.84,66.12
31,臺北市,2014/07/27,中山,2.4,0.37,-,-,41,12,20.37,6.9,13.47,2.06,31.24,62.54
32,臺北市,2014/07/27,大同,3.9,1.03,-,-,40,10,47.64,31.54,16.11,-,-,-
33,臺北市,2014/07/27,萬華,2.5,0.38,-,18.9,27,15,21.0,7.57,13.44,1.86,31.14,63.67
34,臺北市,2014/07/27,陽明,1.8,0.1,404.16,21.7,11,8,3.94,1.18,2.76,-,23.84,90.42
35,臺北市,2014/07/27,士林,2.4,0.24,-,20.1,30,14,12.03,3.84,8.16,1.85,30.86,65.17
36,臺北市,2014/07/26,松山,-,0.43,438.9,18.6,24,12,21.58,7.23,14.35,1.62,29.92,69.7
37,臺北市,2014/07/26,古亭,2.8,0.39,-,19.4,32,14,19.89,5.05,14.84,1.74,29.69,74.5
38,臺北市,2014/07/26,中山,1.9,0.55,-,-,42,13,28.03,9.04,19.0,1.73,30.13,70.34
39,臺北市,2014/07/26,大同,3.3,1.31,-,-,43,10,57.11,31.45,25.66,-,-,-
40,臺北市,2014/07/26,萬華,1.7,0.53,-,19.7,30,14,25.97,6.72,19.25,1.28,30.08,71.37
41,臺北市,2014/07/26,陽明,1.7,0.12,406.6,27.2,12,9,3.07,0.42,2.65,-,23.61,94.68
42,臺北市,2014/07/26,士林,2.7,0.34,-,23.5,27,11,15.48,3.6,11.88,1.64,29.7,73.36
43,臺北市,2014/07/25,松山,2.7,0.61,448.71,20.4,38,15,31.5,8.59,22.91,1.44,29.06,76.4
44,臺北市,2014/07/25,古亭,2.1,0.61,-,21.6,40,14,29.02,7.12,21.91,1.53,28.89,83.24
45,臺北市,2014/07/25,中山,2.3,0.78,-,-,51,17,40.54,13.01,27.52,1.5,29.52,77.36
46,臺北市,2014/07/25,大同,4.7,1.73,-,-,53,15,80.88,47.96,32.93,-,-,-
47,臺北市,2014/07/25,萬華,2.8,0.73,-,21.2,35,19,35.25,8.59,26.65,1.22,29.38,79.27
48,臺北市,2014/07/25,陽明,2.6,0.15,409.54,33.9,15,12,4.7,0.7,3.95,-,23.06,97.79
49,臺北市,2014/07/25,士林,3.3,0.43,-,24.9,36,16,22.63,4.02,18.62,1.7,28.88,78.67
50,臺北市,2014/07/24,松山,2.5,0.62,449.7,17.7,35,14,32.51,11.58,20.93,1.29,29.48,73.35
51,臺北市,2014/07/24,古亭,3.4,0.64,-,17.3,38,12,31.03,9.86,21.16,1.63,30.09,75.86
52,臺北市,2014/07/24,中山,4.2,0.84,-,-,49,15,40.06,13.33,26.73,1.5,30.36,71.15
53,臺北市,2014/07/24,大同,5.9,1.7,-,-,52,11,77.24,42.56,34.68,-,-,-
54,臺北市,2014/07/24,萬華,4.8,0.74,-,21.8,35,16,37.8,10.83,26.97,1.28,30.53,71.23
55,臺北市,2014/07/24,陽明,2.2,0.14,407.13,36.7,17,12,4.37,1.12,3.25,-,24.19,92.63
56,臺北市,2014/07/24,士林,2.4,0.51,-,25.5,33,14,21.42,5.5,15.91,1.5,29.69,73.79
57,臺北市,2014/07/23,松山,1.5,0.39,433.05,16.1,14,7,22.86,11.33,11.51,2.52,27.78,81.31
58,臺北市,2014/07/23,古亭,1.5,0.4,-,13.7,22,8,20.78,8.84,11.94,4.24,27.56,87.46
59,臺北市,2014/07/23,中山,2.2,0.52,-,-,29,9,29.52,15.6,13.92,3.37,28.12,82.3
60,臺北市,2014/07/23,大同,2.6,0.89,-,-,33,6,46.68,30.4,16.28,-,-,-
61,臺北市,2014/07/23,萬華,2.5,0.49,-,14.1,16,9,27.63,13.77,13.86,3.1,28.23,82.37
62,臺北市,2014/07/23,陽明,0.7,0.06,404.09,24.3,6,4,2.57,0.98,1.58,-,22.1,98.77
63,臺北市,2014/07/23,士林,1.6,0.25,-,16.4,15,7,14.76,4.95,9.8,4.26,27.34,81.92
64,臺北市,2014/07/22,松山,1.5,0.22,407.93,10.8,18,7,14.11,5.8,8.31,2.73,28.98,78.93
65,臺北市,2014/07/22,古亭,1.5,0.25,-,11.4,23,5,14.69,6.47,8.21,3.91,29.7,77.84
66,臺北市,2014/07/22,中山,1.4,0.41,-,-,34,7,22.84,12.14,10.69,2.88,29.59,78.33
67,臺北市,2014/07/22,大同,3.2,0.7,-,-,38,4,41.68,28.05,13.63,-,-,-
68,臺北市,2014/07/22,萬華,2.0,0.28,-,9.4,19,8,20.99,9.73,11.27,3.65,29.6,78.09
69,臺北市,2014/07/22,陽明,1.6,0.05,400.13,17.0,5,1,2.35,1.22,1.1,-,22.79,99.0
70,臺北市,2014/07/22,士林,2.9,0.12,-,15.0,17,6,8.1,3.09,5.01,3.77,29.1,76.86
71,臺北市,2014/07/21,松山,1.5,0.2,403.25,10.9,16,8,12.24,5.88,6.35,2.35,31.54,59.8
72,臺北市,2014/07/21,古亭,1.1,0.19,-,11.1,24,5,10.37,4.73,5.64,3.66,31.83,61.26
73,臺北市,2014/07/21,中山,1.1,0.33,-,-,30,9,19.83,11.61,8.21,3.4,31.87,60.97
74,臺北市,2014/07/21,大同,2.3,1.05,-,-,32,6,57.22,43.12,14.1,-,-,-
75,臺北市,2014/07/21,萬華,1.2,0.3,-,8.8,15,8,23.11,12.37,10.74,3.37,32.68,56.78
76,臺北市,2014/07/21,陽明,3.2,0.05,400.54,14.7,7,4,3.21,1.25,1.96,-,23.69,92.73
77,臺北市,2014/07/21,士林,1.5,0.12,-,14.1,17,6,5.89,2.67,3.22,3.62,31.11,64.14
78,臺北市,2014/07/20,松山,1.0,0.19,405.38,11.7,11,6,11.42,4.45,6.97,1.99,31.55,58.75
79,臺北市,2014/07/20,古亭,1.3,0.17,-,12.6,20,5,9.91,4.14,5.77,3.08,31.92,59.76
80,臺北市,2014/07/20,中山,1.9,0.26,-,-,26,8,15.87,6.81,9.05,3.04,31.93,59.25
81,臺北市,2014/07/20,大同,1.9,0.75,-,-,28,4,42.97,28.89,14.08,-,-,-
82,臺北市,2014/07/20,萬華,1.8,0.22,-,10.5,15,7,16.2,6.71,9.49,2.88,31.91,59.18
83,臺北市,2014/07/20,陽明,2.4,0.05,399.49,16.5,7,4,2.43,1.0,1.4,-,23.93,90.02
84,臺北市,2014/07/20,士林,2.2,0.1,-,15.9,16,7,6.45,2.38,4.07,3.16,31.25,62.96
85,臺北市,2014/07/19,松山,1.3,0.25,411.42,12.1,14,8,14.59,5.81,8.78,1.78,31.25,60.18
86,臺北市,2014/07/19,古亭,1.6,0.26,-,11.9,23,7,14.61,6.21,8.4,2.77,31.31,63.78
87,臺北市,2014/07/19,中山,0.9,0.39,-,-,34,8,21.88,9.18,12.69,2.11,31.57,61.97
88,臺北市,2014/07/19,大同,3.4,1.11,-,-,34,6,66.48,46.81,19.67,-,-,-
89,臺北市,2014/07/19,萬華,1.7,0.33,-,10.1,19,10,22.03,8.75,13.28,2.13,31.53,62.45
90,臺北市,2014/07/19,陽明,3.0,0.06,401.25,17.2,9,5,2.83,0.87,1.92,-,23.63,90.24
91,臺北市,2014/07/19,士林,2.3,0.21,-,13.8,14,8,12.08,4.22,7.86,2.14,30.91,64.13
92,臺北市,2014/07/18,松山,1.4,0.25,406.92,11.0,17,8,16.28,7.4,8.88,1.84,31.89,58.39
93,臺北市,2014/07/18,古亭,1.2,0.31,-,11.5,23,9,19.0,8.18,10.82,2.52,31.91,62.7
94,臺北市,2014/07/18,中山,2.6,-,-,-,33,11,20.05,7.51,12.53,2.74,32.11,59.87
95,臺北市,2014/07/18,大同,3.1,1.44,-,-,37,11,69.06,44.72,24.33,-,-,-
96,臺北市,2014/07/18,萬華,1.7,0.4,-,17.0,25,18,21.79,6.95,14.85,1.88,32.0,61.7
97,臺北市,2014/07/18,陽明,1.4,0.08,404.31,20.4,10,6,3.84,1.39,2.45,-,24.31,90.24
98,臺北市,2014/07/18,士林,1.6,0.22,-,28.0,25,13,11.9,2.86,9.05,2.92,31.51,63.53
99,臺北市,2014/07/17,松山,3.4,0.2,402.79,10.6,17,10,13.12,6.8,6.31,1.95,31.89,58.16
100,臺北市,2014/07/17,古亭,1.3,0.24,-,10.2,27,9,14.99,6.92,8.07,2.84,32.06,61.64
101,臺北市,2014/07/17,中山,0.7,0.28,-,-,34,10,18.29,10.13,8.16,3.05,32.36,58.83
102,臺北市,2014/07/17,大同,3.1,1.58,-,-,38,7,-,-,-,-,-,-
103,臺北市,2014/07/17,萬華,2.0,0.36,-,8.0,20,9,20.5,9.89,10.61,2.12,32.28,60.34
104,臺北市,2014/07/17,陽明,0.9,0.05,400.08,13.5,7,3,3.07,1.61,1.46,-,24.28,89.63
105,臺北市,2014/07/17,士林,1.5,0.14,-,11.7,21,8,8.55,2.88,5.67,3.73,31.76,61.53
106,臺北市,2014/07/16,松山,3.2,0.25,412.94,9.9,20,9,16.1,7.68,8.42,1.82,31.24,61.19
107,臺北市,2014/07/16,古亭,1.5,0.3,-,11.7,29,10,14.43,6.65,7.78,2.67,30.87,66.6
108,臺北市,2014/07/16,中山,0.2,0.38,-,-,42,11,22.53,10.17,12.37,2.54,31.43,62.75
109,臺北市,2014/07/16,大同,3.0,1.62,-,-,43,7,73.05,53.04,20.01,-,-,-
110,臺北市,2014/07/16,萬華,1.6,0.37,-,10.6,23,14,19.98,8.0,11.98,1.82,31.25,64.24
111,臺北市,2014/07/16,陽明,1.2,0.07,401.69,21.4,11,6,3.75,1.15,2.6,-,24.11,90.41
112,臺北市,2014/07/16,士林,1.5,0.18,-,12.0,24,9,12.32,4.93,7.39,2.56,30.81,65.11
113,臺北市,2014/07/15,松山,3.2,0.42,431.47,21.9,37,22,24.81,6.86,17.96,1.42,30.74,69.3
114,臺北市,2014/07/15,古亭,2.3,0.58,-,25.7,45,17,24.6,6.66,17.94,1.97,30.07,74.79
115,臺北市,2014/07/15,中山,2.3,0.58,-,-,54,19,28.57,7.46,21.11,2.0,30.98,70.34
116,臺北市,2014/07/15,大同,3.6,1.85,-,-,54,17,67.91,40.06,27.85,-,-,-
117,臺北市,2014/07/15,萬華,2.5,0.63,-,23.3,40,23,26.49,5.53,20.96,1.49,30.8,71.72
118,臺北市,2014/07/15,陽明,2.1,0.14,409.48,39.9,19,15,5.68,1.39,4.3,-,23.87,94.82
119,臺北市,2014/07/15,士林,2.2,0.35,-,24.3,33,18,17.45,3.59,13.86,1.94,30.47,72.2
120,臺北市,2014/07/14,松山,5.0,0.49,428.39,28.6,34,21,25.54,6.53,19.01,1.71,31.3,67.97
121,臺北市,2014/07/14,古亭,3.5,0.59,-,23.4,43,18,26.89,6.37,20.53,1.83,30.64,75.01
122,臺北市,2014/07/14,中山,2.6,0.82,-,-,57,21,38.59,10.91,27.68,1.56,31.21,71.12
123,臺北市,2014/07/14,大同,4.3,2.15,-,-,55,18,75.88,42.51,33.37,-,-,-
124,臺北市,2014/07/14,萬華,3.7,0.72,-,21.9,37,22,33.13,7.2,25.93,1.41,31.06,72.65
125,臺北市,2014/07/14,陽明,1.6,0.14,395.98,30.3,18,12,5.21,0.95,4.25,-,24.55,93.56
126,臺北市,2014/07/14,士林,3.6,0.5,-,15.0,32,19,30.24,5.76,24.49,1.7,30.71,72.93
127,臺北市,2014/07/13,松山,3.3,0.46,428.3,25.6,33,19,25.04,6.94,18.1,1.73,31.99,64.89
128,臺北市,2014/07/13,古亭,3.7,0.43,-,23.1,40,14,21.76,5.59,16.18,2.05,32.18,67.5
129,臺北市,2014/07/13,中山,2.9,0.54,-,-,53,17,27.46,7.71,19.75,1.71,32.96,62.03
130,臺北市,2014/07/13,大同,4.8,1.49,-,-,47,14,56.85,30.75,26.1,-,-,-
131,臺北市,2014/07/13,萬華,3.4,0.5,-,23.6,33,18,21.89,4.81,17.08,1.51,33.0,62.79
132,臺北市,2014/07/13,陽明,2.8,0.15,389.81,27.8,17,11,7.49,0.85,6.61,-,24.88,90.73
133,臺北市,2014/07/13,士林,3.6,0.31,-,23.2,33,14,17.36,3.4,13.97,1.88,32.43,64.4
134,臺北市,2014/07/12,松山,3.1,0.57,434.14,28.4,39,20,28.43,6.03,22.4,1.44,30.65,72.95
135,臺北市,2014/07/12,古亭,3.0,0.54,-,26.0,40,16,25.07,5.11,19.96,1.69,30.78,76.3
136,臺北市,2014/07/12,中山,2.7,0.65,-,-,52,19,31.38,8.19,23.19,1.66,31.43,70.88
137,臺北市,2014/07/12,大同,4.3,1.73,-,-,50,15,61.96,31.22,30.74,-,-,-
138,臺北市,2014/07/12,萬華,3.5,0.56,-,27.5,36,18,23.33,3.99,19.34,1.48,31.66,70.37
139,臺北市,2014/07/12,陽明,2.6,0.16,394.78,26.9,16,12,7.84,1.5,6.34,-,24.6,91.63
140,臺北市,2014/07/12,士林,4.3,0.4,-,19.7,32,15,23.28,4.91,18.37,1.76,31.0,72.85
141,臺北市,2014/07/11,松山,3.8,0.55,-,27.1,36,20,30.64,8.84,21.81,1.7,30.72,71.92
142,臺北市,2014/07/11,古亭,3.1,0.53,-,18.3,41,15,27.39,6.57,20.81,1.8,30.42,76.81
143,臺北市,2014/07/11,中山,2.6,0.69,-,-,55,18,36.16,12.63,23.53,1.65,31.24,71.89
144,臺北市,2014/07/11,大同,4.6,1.97,-,-,52,14,80.95,49.77,31.18,-,-,-
145,臺北市,2014/07/11,萬華,3.4,0.6,-,18.8,34,17,27.36,5.71,21.66,1.35,31.23,72.73
146,臺北市,2014/07/11,陽明,2.2,0.15,399.21,25.2,16,12,7.25,1.37,5.88,-,24.1,95.51
147,臺北市,2014/07/11,士林,3.4,0.46,-,6.7,30,16,26.78,5.41,21.37,1.86,30.62,74.19
148,臺北市,2014/07/10,松山,2.9,0.65,-,21.4,45,24,36.16,10.27,25.9,1.67,31.42,68.86
149,臺北市,2014/07/10,古亭,2.4,0.53,-,21.4,42,18,25.11,6.36,18.74,2.12,31.28,72.15
150,臺北市,2014/07/10,中山,2.6,0.82,-,-,63,23,35.67,8.17,27.5,1.5,32.22,68.01
151,臺北市,2014/07/10,大同,4.7,2.18,-,-,60,20,78.38,40.83,37.55,-,-,-
152,臺北市,2014/07/10,萬華,3.3,0.63,-,23.8,39,21,25.01,4.74,20.28,1.32,32.12,69.16
153,臺北市,2014/07/10,陽明,-,0.2,401.16,37.3,25,20,8.16,1.47,6.69,-,25.01,93.55
154,臺北市,2014/07/10,士林,3.8,0.5,-,11.6,43,27,25.93,3.91,22.01,1.44,31.42,72.05
155,臺北市,2014/07/09,松山,3.2,0.63,432.52,29.5,46,23,35.76,9.78,25.98,2.15,32.21,62.47
156,臺北市,2014/07/09,古亭,2.8,0.54,-,31.0,51,20,23.51,4.34,19.18,2.24,32.42,64.38
157,臺北市,2014/07/09,中山,3.0,0.72,-,-,66,23,30.33,6.64,23.69,1.89,33.0,61.35
158,臺北市,2014/07/09,大同,5.2,2.63,-,-,61,21,81.7,44.23,37.47,-,-,-
159,臺北市,2014/07/09,萬華,3.6,0.67,-,30.8,46,27,26.71,5.16,21.56,1.71,32.94,62.86
160,臺北市,2014/07/09,陽明,-,0.2,403.13,47.3,29,22,7.03,1.29,5.73,-,25.75,87.87
161,臺北市,2014/07/09,士林,3.9,0.45,-,37.7,52,25,22.14,3.74,18.4,2.04,32.33,66.11
162,臺北市,2014/07/08,松山,1.7,0.57,415.01,15.9,32,14,32.01,15.57,16.44,2.25,29.17,76.25
163,臺北市,2014/07/08,古亭,2.1,0.5,-,13.5,36,11,21.73,6.77,14.97,2.46,29.4,79.42
164,臺北市,2014/07/08,中山,2.0,0.77,-,-,53,15,34.58,16.43,18.15,1.86,29.55,77.98
165,臺北市,2014/07/08,大同,3.6,1.56,-,-,51,11,45.15,27.99,17.16,-,-,-
166,臺北市,2014/07/08,萬華,2.3,0.57,-,15.8,35,14,22.23,7.07,15.16,2.32,29.48,79.02
167,臺北市,2014/07/08,陽明,1.3,0.11,392.41,29.6,8,5,2.45,0.94,1.5,-,22.75,98.5
168,臺北市,2014/07/08,士林,2.6,0.3,-,21.1,34,12,13.65,3.06,10.57,3.06,28.51,80.85
169,臺北市,2014/07/07,松山,4.6,0.3,418.78,12.8,21,12,18.16,6.78,11.38,2.32,31.47,66.19
170,臺北市,2014/07/07,古亭,3.5,0.33,-,7.5,30,10,17.79,7.06,10.73,2.54,31.6,68.02
171,臺北市,2014/07/07,中山,3.5,0.46,-,-,50,12,28.49,15.06,13.44,2.14,32.04,65.71
172,臺北市,2014/07/07,大同,4.3,0.87,-,-,39,8,48.28,31.72,16.56,-,-,-
173,臺北市,2014/07/07,萬華,4.5,0.36,-,10.5,25,14,23.49,10.23,13.26,2.23,31.83,66.66
174,臺北市,2014/07/07,陽明,1.5,0.06,392.41,16.7,10,6,2.0,0.69,1.29,-,24.11,90.62
175,臺北市,2014/07/07,士林,3.5,0.2,-,13.5,24,12,10.91,3.58,7.33,2.32,31.27,68.72
176,臺北市,2014/07/06,松山,3.7,0.39,421.89,34.0,31,20,20.07,5.53,14.54,1.8,32.63,61.43
177,臺北市,2014/07/06,古亭,3.7,0.43,-,30.8,38,17,21.82,5.72,16.1,1.92,32.59,64.49
178,臺北市,2014/07/06,中山,4.9,0.55,-,21.8,58,23,30.15,5.99,24.17,1.66,33.17,61.41
179,臺北市,2014/07/06,大同,6.0,1.44,-,-,52,19,59.29,29.79,29.5,-,-,-
180,臺北市,2014/07/06,萬華,5.0,0.57,-,34.8,42,25,27.36,4.32,23.03,1.47,33.12,62.4
181,臺北市,2014/07/06,陽明,2.8,0.17,400.96,36.4,22,19,6.21,0.93,5.29,-,25.32,89.09
182,臺北市,2014/07/06,士林,4.2,0.34,-,33.3,31,20,16.21,2.87,13.34,1.68,32.54,66.13
183,臺北市,2014/07/05,松山,3.5,0.42,422.0,34.5,35,21,22.52,6.16,16.36,1.56,31.61,61.95
184,臺北市,2014/07/05,古亭,3.6,0.44,-,29.7,41,20,22.74,5.37,17.37,1.75,31.48,64.91
185,臺北市,2014/07/05,中山,2.1,0.57,-,28.7,59,19,28.56,8.83,19.73,1.62,31.89,63.73
186,臺北市,2014/07/05,大同,4.0,1.51,-,-,52,18,61.13,32.88,28.25,-,-,-
187,臺北市,2014/07/05,萬華,3.0,0.54,-,29.6,37,23,25.49,6.82,18.67,1.43,31.92,64.42
188,臺北市,2014/07/05,陽明,2.2,0.15,404.39,33.3,21,18,6.22,1.39,4.83,-,24.21,92.55
189,臺北市,2014/07/05,士林,3.7,0.3,-,33.6,38,19,15.04,1.98,13.06,1.67,31.55,66.47
190,臺北市,2014/07/04,松山,4.8,0.45,424.1,26.7,36,19,25.27,7.61,17.66,1.59,31.02,65.75
191,臺北市,2014/07/04,古亭,4.3,0.51,-,28.5,43,22,24.45,4.94,19.52,1.84,30.7,68.18
192,臺北市,2014/07/04,中山,3.2,0.66,-,24.9,62,20,32.27,8.49,23.78,1.72,31.56,65.93
193,臺北市,2014/07/04,大同,4.3,1.51,-,-,53,18,64.42,34.24,30.17,-,-,-
194,臺北市,2014/07/04,萬華,3.7,0.61,-,-,44,29,30.57,5.95,24.61,1.7,31.46,67.58
195,臺北市,2014/07/04,陽明,2.4,0.14,402.51,33.6,20,16,5.41,1.0,4.41,-,23.75,93.26
196,臺北市,2014/07/04,士林,3.2,0.27,-,32.8,34,20,13.54,2.36,11.18,1.78,31.03,68.11
197,臺北市,2014/07/03,松山,5.2,0.46,432.0,32.8,40,25,25.26,5.54,19.72,1.68,31.3,66.36
198,臺北市,2014/07/03,古亭,3.1,0.46,-,28.8,45,18,22.17,5.05,17.12,1.81,31.38,67.76
199,臺北市,2014/07/03,中山,4.9,0.65,-,24.5,67,21,31.49,8.17,23.32,2.07,32.12,65.38
200,臺北市,2014/07/03,大同,5.6,1.61,-,-,60,17,69.34,36.4,32.95,-,-,-
201,臺北市,2014/07/03,萬華,2.4,0.53,-,25.0,38,21,24.79,4.69,20.1,1.47,31.86,66.97
202,臺北市,2014/07/03,陽明,2.5,0.15,401.71,38.1,24,17,7.53,1.37,6.16,-,25.2,87.23
203,臺北市,2014/07/03,士林,4.0,0.36,-,28.0,41,19,19.13,4.12,15.01,2.11,31.51,67.73
204,臺北市,2014/07/02,松山,3.6,0.59,434.1,26.6,41,18,31.66,8.5,23.16,1.53,30.16,71.39
205,臺北市,2014/07/02,古亭,3.0,0.56,-,21.6,43,14,24.61,5.64,18.96,1.73,30.35,72.81
206,臺北市,2014/07/02,中山,3.5,0.67,-,21.0,50,13,32.71,10.29,22.42,1.68,30.97,69.82
207,臺北市,2014/07/02,大同,4.6,2.15,-,-,55,13,76.62,44.9,31.73,-,-,-
208,臺北市,2014/07/02,萬華,1.7,0.6,-,20.7,43,16,23.71,4.61,19.1,1.48,30.99,69.36
209,臺北市,2014/07/02,陽明,2.2,0.15,400.62,34.3,19,14,5.51,0.46,5.08,-,24.46,89.84
210,臺北市,2014/07/02,士林,3.1,0.44,-,21.2,31,15,20.61,3.97,16.64,1.93,30.65,70.8
211,臺北市,2014/07/01,松山,2.7,0.64,436.09,21.7,29,15,35.67,12.03,23.65,1.46,28.76,78.61
212,臺北市,2014/07/01,古亭,2.5,0.62,-,20.0,42,14,27.43,6.69,20.74,1.5,28.77,81.63
213,臺北市,2014/07/01,中山,2.5,0.81,-,16.9,48,15,40.47,12.22,28.25,1.72,29.5,76.7
214,臺北市,2014/07/01,大同,4.5,1.95,-,-,52,12,83.1,48.29,34.81,-,-,-
215,臺北市,2014/07/01,萬華,2.3,0.72,-,17.4,32,14,32.99,8.03,24.96,1.38,29.41,77.44
216,臺北市,2014/07/01,陽明,1.7,0.15,405.15,38.1,19,15,4.88,1.15,3.73,-,24.02,90.84
217,臺北市,2014/07/01,士林,2.7,0.53,-,22.4,28,15,24.33,4.72,19.61,1.78,29.31,76.68
218,新北市,2014/07/31,板橋,4.6,0.39,-,12.1,32,11,20.52,5.52,15.0,2.96,29.81,80.55
219,新北市,2014/07/31,三重,3.5,1.64,-,-,48,16,102.74,76.73,26.01,-,30.36,75.84
220,新北市,2014/07/31,菜寮,2.6,0.34,-,17.0,23,12,17.84,5.27,12.58,2.62,29.84,76.76
221,新北市,2014/07/31,永和,2.9,1.03,-,9.1,23,14,39.24,19.34,19.9,1.89,30.23,80.53
222,新北市,2014/07/31,新莊,3.7,0.3,-,15.5,26,14,18.29,5.43,12.86,2.52,29.73,82.45
223,新北市,2014/07/31,新店,2.3,0.31,-,16.4,23,8,16.96,4.87,12.09,2.25,29.82,77.14
224,新北市,2014/07/31,淡水,2.8,0.17,-,20.8,29,12,7.38,2.68,4.7,-,-,-
225,新北市,2014/07/31,汐止,1.9,0.33,-,13.1,24,9,19.52,6.39,13.12,1.99,29.74,82.4
226,新北市,2014/07/31,土城,4.2,0.36,-,13.0,30,12,21.8,7.19,14.61,1.86,29.0,78.06
227,新北市,2014/07/31,林口,2.9,0.19,-,25.8,23,17,16.62,4.52,12.11,1.46,27.66,88.36
228,新北市,2014/07/31,萬里,1.8,0.06,-,23.1,26,8,3.98,1.44,2.54,3.4,30.09,75.17
229,新北市,2014/07/30,板橋,2.3,0.31,-,13.4,26,9,12.59,3.54,9.05,2.4,30.27,75.26
230,新北市,2014/07/30,三重,2.9,1.16,-,-,36,13,73.63,55.96,17.67,-,30.93,71.0
231,新北市,2014/07/30,菜寮,2.4,0.26,-,14.9,19,11,12.16,3.72,8.45,2.25,30.51,71.94
232,新北市,2014/07/30,永和,2.1,0.61,-,9.3,15,10,23.75,12.2,11.55,1.74,30.95,75.41
