序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,1994/10/31,松山,3.2,0.83,25.0,-,58,39,12.9,25.65,-,-,-,19.92,-,-,54.0
2,臺北市,1994/10/31,古亭,3.1,1.07,12.0,-,63,61,22.96,38.49,2.72,0.35,2.38,19.73,-,-,56.0
3,臺北市,1994/10/31,中山,3.1,0.94,18.8,-,59,-,-,-,2.24,0.23,2.01,20.08,-,-,54.0
4,臺北市,1994/10/31,大同,10.3,4.15,-,-,118,241,183.02,57.52,4.26,1.83,2.43,20.56,-,-,84.0
5,臺北市,1994/10/31,萬華,3.1,1.14,13.2,-,58,47,9.97,36.98,-,-,-,19.81,-,-,54.0
6,臺北市,1994/10/31,陽明,1.3,0.29,50.5,-,18,3,0.11,2.59,-,-,-,11.97,-,88.0,51.0
7,臺北市,1994/10/31,士林,-,0.55,37.4,-,48,20,2.7,17.2,-,-,-,20.08,-,-,48.0
8,臺北市,1994/10/30,松山,1.9,0.59,31.8,-,60,23,2.62,20.58,-,-,-,19.62,-,-,55.0
9,臺北市,1994/10/30,古亭,2.5,0.83,21.5,-,61,44,10.0,34.13,2.13,0.25,1.88,19.86,-,-,56.0
10,臺北市,1994/10/30,中山,3.7,0.79,25.1,-,61,-,-,-,2.14,0.16,1.98,19.77,-,-,55.0
11,臺北市,1994/10/30,大同,10.4,3.46,-,-,108,213,156.46,56.62,3.82,1.63,2.19,20.35,-,-,79.0
12,臺北市,1994/10/30,萬華,3.1,1.05,22.2,-,59,38,4.94,33.32,-,-,-,19.88,-,-,54.0
13,臺北市,1994/10/30,陽明,1.6,0.33,51.3,-,22,4,0.29,3.27,-,-,-,11.48,-,87.0,46.0
14,臺北市,1994/10/30,士林,2.2,0.55,37.6,-,54,21,2.31,18.53,-,-,-,19.81,-,-,52.0
15,臺北市,1994/10/29,松山,2.2,0.81,28.8,-,67,32,6.73,25.37,-,-,-,20.76,-,-,58.0
16,臺北市,1994/10/29,古亭,2.5,1.08,19.0,-,65,50,13.51,36.4,2.38,0.34,2.04,21.03,-,-,58.0
17,臺北市,1994/10/29,中山,4.9,1.18,21.9,-,70,54,14.44,39.13,2.46,0.39,2.07,21.07,-,-,60.0
18,臺北市,1994/10/29,大同,10.6,3.9,-,-,120,195,135.5,59.7,4.4,1.91,2.49,21.65,-,-,85.0
19,臺北市,1994/10/29,萬華,4.1,1.25,21.6,-,67,46,9.14,36.49,-,-,-,21.12,-,-,58.0
20,臺北市,1994/10/29,陽明,0.7,0.29,54.9,-,22,4,0.11,3.45,-,-,-,12.58,-,89.0,50.0
21,臺北市,1994/10/29,士林,3.0,0.76,33.5,-,63,33,8.19,25.23,-,-,-,20.99,-,-,57.0
22,臺北市,1994/10/28,松山,1.3,0.58,27.5,-,39,24,3.55,20.42,-,-,-,22.03,-,-,39.0
23,臺北市,1994/10/28,古亭,2.0,1.16,13.3,-,39,54,17.27,36.72,2.21,0.3,1.9,22.25,-,-,39.0
24,臺北市,1994/10/28,中山,1.7,0.91,17.3,-,50,47,11.78,35.39,2.21,0.27,1.94,22.32,-,-,50.0
25,臺北市,1994/10/28,大同,9.6,4.38,-,-,93,223,168.9,53.74,4.45,2.23,2.22,22.84,-,-,71.0
