序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
122,臺北市,2015/06/13,中山,2.0,0.5,-,24.6,36,15,25.32,4.06,21.26,2.16,30.17,71.23
123,臺北市,2015/06/13,大同,3.3,1.69,-,-,48,18,76.18,42.96,33.23,-,-,-
124,臺北市,2015/06/13,萬華,1.9,0.49,-,27.3,28,14,23.73,3.64,20.09,1.67,29.77,70.82
125,臺北市,2015/06/13,陽明,2.0,0.16,404.32,31.9,17,14,6.02,0.79,5.22,-,23.68,87.21
126,臺北市,2015/06/13,士林,2.5,0.41,-,25.2,41,17,22.2,5.19,17.0,1.88,29.42,72.35
127,臺北市,2015/06/12,松山,2.8,0.46,427.63,25.2,36,18,25.91,5.98,19.93,1.57,30.24,69.47
128,臺北市,2015/06/12,古亭,2.9,0.47,-,22.9,47,18,24.13,4.41,19.72,1.88,30.67,69.42
129,臺北市,2015/06/12,中山,3.4,0.66,-,16.1,39,18,35.31,10.5,24.81,1.92,31.21,69.31
130,臺北市,2015/06/12,大同,4.4,1.4,-,-,46,16,65.19,36.21,28.97,-,-,-
131,臺北市,2015/06/12,萬華,3.3,0.52,-,22.2,33,19,27.41,5.27,22.14,1.53,30.98,68.32
132,臺北市,2015/06/12,陽明,1.3,0.17,401.46,30.8,17,14,8.01,2.26,5.75,-,23.11,90.9
133,臺北市,2015/06/12,士林,3.5,0.26,-,20.9,32,14,15.05,2.5,12.55,2.6,30.53,68.55
134,臺北市,2015/06/11,松山,5.4,0.54,433.42,27.2,36,20,32.53,7.1,25.43,1.93,31.68,60.41
135,臺北市,2015/06/11,古亭,3.7,0.5,-,25.6,45,17,24.48,4.1,20.37,2.05,31.56,62.56
136,臺北市,2015/06/11,中山,3.8,0.71,-,23.0,36,18,35.13,9.61,25.52,2.09,32.52,61.74
137,臺北市,2015/06/11,大同,4.0,1.78,-,-,48,18,59.06,29.5,29.57,-,-,-
138,臺北市,2015/06/11,萬華,2.8,0.53,-,27.8,33,16,23.34,4.02,19.32,1.97,31.92,62.89
139,臺北市,2015/06/11,陽明,2.1,0.17,403.82,37.5,17,12,6.81,1.45,5.36,-,24.36,82.4
140,臺北市,2015/06/11,士林,3.5,0.34,-,28.6,43,15,19.21,2.8,16.41,2.38,31.5,64.05
141,臺北市,2015/06/10,松山,6.4,0.5,433.27,28.6,35,19,28.13,5.51,22.61,1.39,30.43,65.87
142,臺北市,2015/06/10,古亭,3.5,0.49,-,29.2,47,18,23.83,4.71,19.12,1.68,30.92,63.82
143,臺北市,2015/06/10,中山,4.5,0.68,-,25.2,40,20,34.29,8.4,25.88,1.79,31.91,62.95
144,臺北市,2015/06/10,大同,5.2,2.12,-,-,53,16,78.02,42.25,35.78,-,-,-
145,臺北市,2015/06/10,萬華,3.4,0.57,-,32.0,31,16,24.81,4.17,20.64,1.51,31.48,62.64
146,臺北市,2015/06/10,陽明,2.3,0.18,410.29,37.0,16,12,7.96,1.1,6.85,-,23.68,85.63
147,臺北市,2015/06/10,士林,3.8,0.4,-,30.1,31,14,21.43,3.12,18.32,1.95,30.88,65.73
148,臺北市,2015/06/09,松山,3.8,0.53,434.16,23.7,29,17,29.92,6.81,23.11,1.66,30.4,65.11
149,臺北市,2015/06/09,古亭,2.6,0.56,-,22.4,39,16,24.28,5.51,18.76,1.89,30.44,66.71
150,臺北市,2015/06/09,中山,3.3,0.72,-,20.5,35,14,35.87,10.39,25.48,1.82,31.33,64.73
151,臺北市,2015/06/09,大同,4.9,1.64,-,-,49,17,66.08,34.1,31.98,-,-,-
152,臺北市,2015/06/09,萬華,2.8,0.56,-,24.1,35,16,25.41,4.71,20.7,1.5,30.9,65.03
153,臺北市,2015/06/09,陽明,1.7,0.17,416.08,34.4,16,12,7.19,0.85,6.29,-,23.61,80.5
154,臺北市,2015/06/09,士林,2.8,0.42,-,23.1,35,15,21.88,4.92,16.96,1.83,30.33,65.56
155,臺北市,2015/06/08,松山,3.2,0.59,436.12,24.6,32,12,33.04,7.97,25.07,1.61,29.4,67.74
156,臺北市,2015/06/08,古亭,2.8,0.54,-,23.8,46,16,25.03,5.62,19.42,1.81,29.51,70.15
157,臺北市,2015/06/08,中山,3.2,0.76,-,19.4,29,12,37.18,11.94,25.24,1.79,30.24,67.67
158,臺北市,2015/06/08,大同,4.4,1.64,-,-,43,13,57.47,29.77,27.7,-,-,-
159,臺北市,2015/06/08,萬華,2.6,0.6,-,23.3,30,15,27.2,6.09,21.11,1.58,29.86,67.14
160,臺北市,2015/06/08,陽明,1.6,0.18,406.5,39.9,18,13,7.03,1.64,5.39,-,22.99,84.23
161,臺北市,2015/06/08,士林,2.7,0.42,-,21.1,24,14,21.47,5.31,16.16,1.89,29.06,70.14
162,臺北市,2015/06/07,松山,2.5,0.55,434.59,25.5,21,11,24.81,5.46,19.35,1.13,27.19,82.48
163,臺北市,2015/06/07,古亭,1.7,0.51,-,20.0,35,12,23.14,5.3,17.84,1.49,27.27,88.83
164,臺北市,2015/06/07,中山,1.8,0.57,-,22.2,28,13,28.69,6.3,22.39,1.57,28.05,82.48
165,臺北市,2015/06/07,大同,3.0,1.46,-,-,42,14,66.27,37.18,29.1,-,-,-
166,臺北市,2015/06/07,萬華,1.4,0.54,-,24.0,28,11,24.7,4.69,20.0,1.34,27.73,81.49
167,臺北市,2015/06/07,陽明,1.9,0.17,412.98,35.5,17,13,4.78,1.17,3.61,-,22.06,93.88
168,臺北市,2015/06/07,士林,2.0,0.43,-,24.9,25,12,18.59,3.42,15.17,1.53,27.04,82.03
169,臺北市,2015/06/06,松山,3.9,0.41,416.09,34.8,36,21,18.84,3.12,15.71,1.86,26.39,83.69
170,臺北市,2015/06/06,古亭,2.2,0.47,-,27.2,46,19,22.11,4.13,17.98,2.13,27.06,86.36
171,臺北市,2015/06/06,中山,5.6,0.57,-,27.1,37,22,30.17,6.76,23.41,2.02,27.26,84.2
172,臺北市,2015/06/06,大同,5.3,1.2,-,-,53,22,61.49,29.74,31.75,-,-,-
173,臺北市,2015/06/06,萬華,3.3,0.5,-,29.0,35,20,29.41,5.85,23.56,2.09,26.95,83.07
174,臺北市,2015/06/06,陽明,1.8,0.19,407.27,35.7,18,14,5.31,1.22,4.08,-,21.5,97.1
175,臺北市,2015/06/06,士林,2.3,0.36,-,31.6,30,17,17.06,3.19,13.88,1.32,26.41,82.8
176,臺北市,2015/06/05,松山,4.5,0.49,425.47,22.9,44,19,28.67,8.49,20.18,2.09,29.82,67.91
177,臺北市,2015/06/05,古亭,3.3,0.46,-,19.8,37,18,21.81,4.84,16.97,2.23,30.31,67.21
178,臺北市,2015/06/05,中山,3.6,0.72,-,18.8,38,18,34.19,12.62,21.58,1.96,30.89,67.47
179,臺北市,2015/06/05,大同,3.3,1.34,-,-,53,17,44.87,22.01,22.86,-,-,-
180,臺北市,2015/06/05,萬華,2.9,0.5,-,21.9,36,19,23.35,4.83,18.52,1.93,30.55,67.58
181,臺北市,2015/06/05,陽明,2.2,0.12,400.78,26.4,15,10,5.37,0.81,4.54,-,22.12,94.42
182,臺北市,2015/06/05,士林,2.5,0.25,-,25.9,42,15,13.63,3.08,10.55,2.58,29.87,68.74
183,臺北市,2015/06/04,松山,5.3,0.48,421.91,13.0,36,18,30.63,9.24,21.38,1.57,28.03,77.45
184,臺北市,2015/06/04,古亭,5.1,0.59,-,11.3,27,13,33.08,9.44,23.64,1.69,28.6,76.45
185,臺北市,2015/06/04,中山,5.5,0.7,-,10.4,34,17,40.67,15.93,24.73,1.69,28.87,78.5
186,臺北市,2015/06/04,大同,4.8,1.2,-,-,44,15,57.18,30.76,26.42,-,-,-
187,臺北市,2015/06/04,萬華,5.7,0.6,-,12.6,40,17,36.41,10.63,25.78,1.23,28.75,76.82
188,臺北市,2015/06/04,陽明,1.8,0.15,403.64,28.8,17,13,5.97,0.85,5.09,-,22.0,93.74
189,臺北市,2015/06/04,士林,2.7,0.35,-,15.5,32,13,21.46,4.67,16.79,1.74,28.21,76.62
190,臺北市,2015/06/03,松山,3.5,0.52,429.14,17.8,25,14,30.82,10.74,20.07,1.97,30.45,64.08
191,臺北市,2015/06/03,古亭,3.2,0.45,-,18.0,29,15,21.7,5.33,16.37,2.04,30.36,65.93
192,臺北市,2015/06/03,中山,3.8,0.71,-,13.8,30,14,36.74,15.04,21.69,2.02,31.06,65.79
193,臺北市,2015/06/03,大同,4.5,1.52,-,-,42,15,54.8,31.0,23.8,-,-,-
194,臺北市,2015/06/03,萬華,4.6,0.49,-,18.1,28,13,24.05,6.9,17.15,1.88,30.41,66.43
195,臺北市,2015/06/03,陽明,1.1,0.13,403.17,19.8,10,8,5.84,1.29,4.55,-,22.77,79.1
196,臺北市,2015/06/03,士林,2.6,0.35,-,13.6,43,13,20.69,5.88,14.81,2.26,30.22,66.26
197,臺北市,2015/06/02,松山,5.0,0.56,436.13,29.1,33,17,28.61,7.55,21.07,1.5,29.18,71.5
198,臺北市,2015/06/02,古亭,3.7,0.56,-,26.5,31,18,24.56,5.56,19.0,1.77,29.52,70.59
199,臺北市,2015/06/02,中山,4.9,0.71,-,22.4,44,19,35.4,7.46,27.94,1.73,30.34,70.72
200,臺北市,2015/06/02,大同,4.7,2.35,-,-,53,20,92.34,54.16,38.18,-,-,-
201,臺北市,2015/06/02,萬華,3.6,0.61,-,27.8,34,18,29.17,4.99,24.18,1.6,29.92,70.19
202,臺北市,2015/06/02,陽明,2.4,0.19,405.35,30.7,17,13,7.2,0.95,6.22,-,23.02,75.41
203,臺北市,2015/06/02,士林,3.4,0.52,-,23.2,32,16,26.95,6.86,20.09,1.68,29.38,71.94
204,臺北市,2015/06/01,松山,3.0,0.69,435.0,19.2,34,17,33.06,7.81,25.24,1.38,28.03,77.45
205,臺北市,2015/06/01,古亭,2.7,0.74,-,14.5,34,15,33.73,7.98,25.75,1.56,28.41,77.5
206,臺北市,2015/06/01,中山,3.2,0.84,-,18.1,40,18,40.7,12.1,28.6,1.55,29.06,76.13
207,臺北市,2015/06/01,大同,4.2,1.48,-,-,47,15,58.98,26.63,32.35,-,-,-
208,臺北市,2015/06/01,萬華,3.7,0.69,-,18.8,33,17,32.86,5.45,27.42,1.22,28.66,76.1
209,臺北市,2015/06/01,陽明,1.9,0.18,406.32,32.0,17,14,6.08,0.68,5.37,-,21.61,83.37
210,臺北市,2015/06/01,士林,3.0,0.38,-,23.0,28,14,22.66,5.45,17.22,1.42,28.35,75.76
211,新北市,2015/06/30,板橋,5.1,0.35,-,27.6,46,18,20.36,3.16,17.2,2.64,32.28,60.04
212,新北市,2015/06/30,三重,3.8,1.69,-,-,58,19,104.81,68.93,35.88,-,33.28,56.8
213,新北市,2015/06/30,菜寮,4.5,0.45,-,15.1,43,10,22.79,2.96,19.83,2.69,32.42,59.22
214,新北市,2015/06/30,永和,3.3,0.81,-,24.1,34,16,30.14,10.73,19.42,1.92,31.91,58.67
215,新北市,2015/06/30,新莊,4.5,0.3,-,25.5,34,18,18.29,3.03,15.26,2.79,32.14,64.25
216,新北市,2015/06/30,新店,2.3,0.3,-,30.8,30,18,12.74,2.38,10.36,2.36,31.41,65.21
217,新北市,2015/06/30,淡水,3.5,0.17,-,25.2,36,9,9.95,1.5,8.45,-,-,-
218,新北市,2015/06/30,汐止,4.2,0.39,-,27.4,39,14,22.48,3.2,19.29,1.86,31.68,69.16
219,新北市,2015/06/30,土城,3.3,0.38,-,25.6,38,20,22.64,4.49,18.16,1.76,31.42,66.82
220,新北市,2015/06/30,林口,3.0,0.19,-,24.0,38,15,15.05,1.89,13.16,4.84,29.42,73.82
221,新北市,2015/06/30,萬里,3.0,0.18,-,29.1,37,21,8.73,1.79,6.95,3.09,30.17,72.46
222,新北市,2015/06/29,板橋,3.8,0.37,-,20.3,42,16,22.4,5.41,17.0,2.67,32.08,63.01
223,新北市,2015/06/29,三重,4.0,1.66,-,-,57,18,96.1,62.92,33.18,-,33.23,59.14
224,新北市,2015/06/29,菜寮,2.8,0.41,-,18.0,42,12,19.92,4.28,15.64,2.75,32.37,61.69
225,新北市,2015/06/29,永和,2.2,0.74,-,19.9,31,17,26.77,10.62,16.15,1.88,31.72,62.94
226,新北市,2015/06/29,新莊,4.3,0.35,-,19.0,33,17,19.35,4.22,15.12,2.94,32.08,65.78
227,新北市,2015/06/29,新店,1.3,0.27,-,26.2,28,19,10.89,2.43,8.46,2.42,31.4,67.94
228,新北市,2015/06/29,淡水,2.6,0.26,-,17.3,37,10,13.57,2.93,10.64,-,-,-
229,新北市,2015/06/29,汐止,3.6,0.37,-,21.4,36,13,19.31,3.91,15.39,2.41,32.14,68.29
230,新北市,2015/06/29,土城,2.7,0.38,-,19.6,34,20,22.53,7.31,15.22,1.93,31.12,69.71
231,新北市,2015/06/29,林口,2.5,0.21,-,18.3,33,18,16.18,3.54,12.64,4.21,29.62,74.44
232,新北市,2015/06/29,萬里,2.9,0.22,-,26.4,39,23,10.22,1.45,8.78,3.13,31.19,67.03
